CHILDCODE	CROPIDR4	CROPR4	QNTHRVR4	CRPOUTR4
91018	7	88	 	 
91018	8	88	 	 
91018	9	88	 	 
91018	11	88	 	 
91019	1	76	7	2
91019	2	44	1	2
91019	3	75	30	2
91019	4	35	7	2
91019	5	42	50	1
91019	6	88	 	 
91019	7	88	 	 
91019	8	88	 	 
91019	9	88	 	 
91019	11	88	 	 
91020	1	 	 	 
91020	2	 	 	 
91020	3	 	 	 
91020	4	 	 	 
91020	5	 	 	 
91020	6	 	 	 
91020	7	 	 	 
91020	8	 	 	 
91020	9	 	 	 
91020	11	 	 	 
91021	1	75	10	2
91021	2	76	5	2
91021	3	35	4	2
91021	4	5	3	2
91021	5	44	2	2
91021	6	88	 	 
91021	7	88	 	 
91021	8	88	 	 
91021	9	88	 	 
91021	11	88	 	 
91022	1	44	5	2
91022	2	5	6	2
91022	3	75	25	2
91022	4	76	6	2
91022	5	35	8	2
91022	6	88	 	 
91022	7	88	 	 
91022	8	88	 	 
91022	9	88	 	 
91022	11	88	 	 
91023	1	75	9	2
91023	2	35	9	2
91023	3	76	550	1
91023	4	5	150	1
91023	5	44	150	1
91023	6	88	 	 
91023	7	88	 	 
91023	8	88	 	 
91023	9	88	 	 
91023	11	88	 	 
91024	1	5	4	2
91024	2	75	10	2
91024	3	35	3	2
91024	4	76	1	2
91024	5	88	 	 
91024	6	88	 	 
91024	7	88	 	 
91024	8	88	 	 
91024	9	88	 	 
91024	11	88	 	 
91025	1	75	20	2
91025	2	44	50	1
91025	3	76	6	2
91025	4	35	7	2
91025	5	5	5	2
91025	6	88	 	 
91025	7	88	 	 
91025	8	88	 	 
91025	9	88	 	 
91025	11	88	 	 
91026	1	75	14	2
91026	2	76	3	2
91026	3	88	 	 
91026	4	88	 	 
91026	5	88	 	 
91026	6	88	 	 
91026	7	88	 	 
91026	8	88	 	 
91026	9	88	 	 
91026	11	88	 	 
91027	1	76	13	2
91027	2	75	11	2
91027	3	35	6	2
91027	4	5	7	2
91027	5	44	6	2
91027	6	88	 	 
91027	7	88	 	 
91027	8	88	 	 
91027	9	88	 	 
91027	11	88	 	 
91028	1	75	6	2
91028	2	35	2	2
91028	3	76	2	2
91028	4	88	 	 
91028	5	88	 	 
91028	6	88	 	 
91028	7	88	 	 
91028	8	88	 	 
91028	9	88	 	 
91028	11	88	 	 
91029	1	75	30	2
91029	2	76	10	2
91029	3	35	7	2
91029	4	5	6	2
91029	5	42	1	2
91029	6	44	2	2
91029	7	88	 	 
91029	8	88	 	 
91029	9	88	 	 
91029	11	88	 	 
91030	1	 	 	 
91030	2	 	 	 
91030	3	 	 	 
91030	4	 	 	 
91030	5	 	 	 
91030	6	 	 	 
91030	7	 	 	 
91030	8	 	 	 
91030	9	 	 	 
91030	11	 	 	 
91031	1	75	35	2
91031	2	76	8	2
91031	3	35	11	2
91031	4	5	4	2
91031	5	44	8	2
91031	6	42	1	2
91031	7	88	 	 
91031	8	88	 	 
91031	9	88	 	 
91031	11	88	 	 
91032	1	76	5	2
91032	2	75	20	2
91032	3	35	15	2
91032	4	5	2	2
91032	5	44	1	2
91032	6	88	 	 
91032	7	88	 	 
91032	8	88	 	 
91032	9	88	 	 
91032	11	88	 	 
91033	1	44	3	2
91033	2	35	4	2
91033	3	75	7	2
91033	4	88	 	 
91033	5	88	 	 
91033	6	88	 	 
91033	7	88	 	 
91033	8	88	 	 
91033	9	88	 	 
91033	11	88	 	 
91034	1	75	4	2
91034	2	35	4	2
91034	3	5	3	2
91034	4	76	3	2
91034	5	88	 	 
91034	6	88	 	 
91034	7	88	 	 
91034	8	88	 	 
91034	9	88	 	 
91034	11	88	 	 
91035	1	75	9	2
91035	2	76	3	2
91035	3	35	2	2
91035	4	5	3	2
91035	5	88	 	 
91035	6	88	 	 
91035	7	88	 	 
91035	8	88	 	 
91035	9	88	 	 
91035	11	88	 	 
91036	1	75	12	2
91036	2	5	8	2
91036	3	76	5	2
91036	4	35	6	2
91036	5	44	3	2
91036	6	88	 	 
91036	7	88	 	 
91036	8	88	 	 
91036	9	88	 	 
91036	11	88	 	 
91037	1	44	2	2
91037	2	35	20	2
91037	3	5	4	2
91037	4	76	7	2
91037	5	75	17	2
91037	6	88	 	 
91037	7	88	 	 
91037	8	88	 	 
91037	9	88	 	 
91037	11	88	 	 
91038	1	75	20	2
91038	2	5	15	2
91038	3	76	10	2
91038	4	35	8	2
91038	5	44	8	2
91038	6	15	6	2
91038	7	88	 	 
91038	8	88	 	 
91038	9	88	 	 
91038	11	88	 	 
91039	1	75	37	2
91039	2	35	20	2
91039	3	76	6	2
91039	4	5	5	2
91039	5	44	4	2
91039	6	88	 	 
91039	7	88	 	 
91039	8	88	 	 
91039	9	88	 	 
91039	11	88	 	 
91040	1	75	9	2
91040	2	35	9	2
91040	3	76	6	2
91040	4	96	150	1
91040	5	88	 	 
91040	6	88	 	 
91040	7	88	 	 
91040	8	88	 	 
91040	9	88	 	 
91040	11	88	 	 
91041	1	75	14	2
91041	2	76	6	2
91041	3	35	5	2
91041	4	44	5	3
91041	5	5	4	2
91041	6	42	1	2
91041	7	88	 	 
91041	8	88	 	 
91041	9	88	 	 
91041	11	88	 	 
91042	1	75	20	2
91042	2	76	350	1
91042	3	50	19	40
91042	4	44	1	2
91042	5	88	 	 
91042	6	88	 	 
91042	7	88	 	 
91042	8	88	 	 
91042	9	88	 	 
91042	11	88	 	 
91043	1	75	25	2
91043	2	76	8	2
91043	3	35	4	2
91043	4	5	5	2
91043	5	50	8	2
91043	6	44	4	2
91043	7	88	 	 
91043	8	88	 	 
91043	9	88	 	 
91043	11	88	 	 
91044	1	75	15	2
91044	2	35	6	2
91044	3	76	7	2
91044	4	44	3	2
91044	5	88	 	 
91044	6	88	 	 
91044	7	88	 	 
91044	8	88	 	 
91044	9	88	 	 
91044	11	88	 	 
91045	1	75	8	2
91045	2	35	3	2
91045	3	5	3	2
91045	4	76	2	2
91045	5	88	 	 
91045	6	88	 	 
91045	7	88	 	 
91045	8	88	 	 
91045	9	88	 	 
91045	11	88	 	 
91046	1	75	25	2
91046	2	35	10	2
91046	3	76	4	2
91046	4	5	5	2
91046	5	8	3	2
91046	6	44	5	2
91046	7	88	 	 
91046	8	88	 	 
91046	9	88	 	 
91046	11	88	 	 
91047	1	75	12	2
91047	2	35	7	2
91047	3	5	4	2
91047	4	76	2	2
91047	5	44	2	2
91047	6	88	 	 
91047	7	88	 	 
91047	8	88	 	 
91047	9	88	 	 
91047	11	88	 	 
91048	1	75	4	2
91048	2	76	3	2
91048	3	44	4	2
91048	4	88	 	 
91048	5	88	 	 
91048	6	88	 	 
91048	7	88	 	 
91048	8	88	 	 
91048	9	88	 	 
91048	11	88	 	 
91049	1	75	8	2
91049	2	44	3	2
91049	3	35	3	2
91049	4	76	1	2
91049	5	88	 	 
91049	6	88	 	 
91049	7	88	 	 
91049	8	88	 	 
91049	9	88	 	 
91049	11	88	 	 
91050	1	75	8	2
91050	2	5	7	2
91050	3	76	2	2
91050	4	35	3	2
91050	5	44	2	2
91050	6	88	 	 
91050	7	88	 	 
91050	8	88	 	 
91050	9	88	 	 
91050	11	88	 	 
101001	1	 	 	 
101001	2	 	 	 
101001	3	 	 	 
101001	4	 	 	 
101001	5	 	 	 
101001	6	 	 	 
101001	7	 	 	 
101001	8	 	 	 
101001	9	 	 	 
101001	11	 	 	 
101002	1	 	 	 
101002	2	 	 	 
101002	3	 	 	 
101002	4	 	 	 
101002	5	 	 	 
101002	6	 	 	 
101002	7	 	 	 
101002	8	 	 	 
101002	9	 	 	 
101002	11	 	 	 
101003	1	26	60	1
101003	2	50	20	1
101003	3	88	 	 
101003	4	88	 	 
101003	5	88	 	 
101003	6	88	 	 
101003	7	88	 	 
101003	8	88	 	 
101003	9	88	 	 
101003	11	88	 	 
101004	1	8	4	40
101004	2	75	6	40
101004	3	88	 	 
101004	4	88	 	 
101004	5	88	 	 
101004	6	88	 	 
101004	7	88	 	 
101004	8	88	 	 
101004	9	88	 	 
101004	11	88	 	 
101005	1	 	 	 
101005	2	 	 	 
101005	3	 	 	 
101005	4	 	 	 
101005	5	 	 	 
101005	6	 	 	 
101005	7	 	 	 
101005	8	 	 	 
101005	9	 	 	 
101005	11	 	 	 
101006	1	5	3	2
101006	2	75	10	2
101006	3	88	 	 
101006	4	88	 	 
101006	5	88	 	 
101006	6	88	 	 
101006	7	88	 	 
101006	8	88	 	 
101006	9	88	 	 
101006	11	88	 	 
101007	1	75	6	2
101007	2	88	 	 
101007	3	88	 	 
101007	4	88	 	 
101007	5	88	 	 
101007	6	88	 	 
101007	7	88	 	 
101007	8	88	 	 
101007	9	88	 	 
101007	11	88	 	 
101009	1	125	50	1
101009	2	15	25	1
101009	3	88	 	 
101009	4	88	 	 
101009	5	88	 	 
101009	6	88	 	 
101009	7	88	 	 
101009	8	88	 	 
101009	9	88	 	 
101009	11	88	 	 
101010	1	55	70	1
101010	2	88	 	 
101010	3	88	 	 
101010	4	88	 	 
101010	5	88	 	 
101010	6	88	 	 
101010	7	88	 	 
101010	8	88	 	 
101010	9	88	 	 
101010	11	88	 	 
101011	1	 	 	 
101011	2	 	 	 
101011	3	 	 	 
101011	4	 	 	 
101011	5	 	 	 
101011	6	 	 	 
101011	7	 	 	 
101011	8	 	 	 
101011	9	 	 	 
101011	11	 	 	 
101012	1	8	150	1
101012	2	88	 	 
101012	3	88	 	 
101012	4	88	 	 
101012	5	88	 	 
101012	6	88	 	 
101012	7	88	 	 
101012	8	88	 	 
101012	9	88	 	 
101012	11	88	 	 
101013	1	 	 	 
101013	2	 	 	 
101013	3	 	 	 
101013	4	 	 	 
101013	5	 	 	 
101013	6	 	 	 
101013	7	 	 	 
101013	8	 	 	 
101013	9	 	 	 
101013	11	 	 	 
101014	1	76	6	2
101014	2	88	 	 
101014	3	88	 	 
101014	4	88	 	 
101014	5	88	 	 
101014	6	88	 	 
101014	7	88	 	 
101014	8	88	 	 
101014	9	88	 	 
101014	11	88	 	 
101015	1	 	 	 
101015	2	 	 	 
101015	3	 	 	 
101015	4	 	 	 
101015	5	 	 	 
101015	6	 	 	 
101015	7	 	 	 
101015	8	 	 	 
101015	9	 	 	 
101015	11	 	 	 
101016	1	 	 	 
101016	2	 	 	 
101016	3	 	 	 
101016	4	 	 	 
101016	5	 	 	 
101016	6	 	 	 
101016	7	 	 	 
101016	8	 	 	 
101016	9	 	 	 
101016	11	 	 	 
101017	1	8	4	2
101017	2	26	10	1
101017	3	88	 	 
101017	4	88	 	 
101017	5	88	 	 
101017	6	88	 	 
101017	7	88	 	 
101017	8	88	 	 
101017	9	88	 	 
101017	11	88	 	 
101018	1	 	 	 
101018	2	 	 	 
101018	3	 	 	 
101018	4	 	 	 
101018	5	 	 	 
101018	6	 	 	 
101018	7	 	 	 
101018	8	 	 	 
101018	9	 	 	 
101018	11	 	 	 
101019	1	 	 	 
101019	2	 	 	 
101019	3	 	 	 
101019	4	 	 	 
101019	5	 	 	 
101019	6	 	 	 
101019	7	 	 	 
101019	8	 	 	 
101019	9	 	 	 
101019	11	 	 	 
101020	1	75	6	2
101020	2	8	4	2
101020	3	5	2	2
101020	4	125	2	2
101020	5	88	 	 
101020	6	88	 	 
101020	7	88	 	 
101020	8	88	 	 
101020	9	88	 	 
101020	11	88	 	 
101021	1	63	25	3
101021	2	50	1	41
101021	3	88	 	 
101021	4	88	 	 
101021	5	88	 	 
101021	6	88	 	 
101021	7	88	 	 
101021	8	88	 	 
101021	9	88	 	 
101021	11	88	 	 
101022	1	26	10	1
101022	2	125	60	1
101022	3	75	1	2
101022	4	88	 	 
101022	5	88	 	 
101022	6	88	 	 
101022	7	88	 	 
101022	8	88	 	 
101022	9	88	 	 
101022	11	88	 	 
101023	1	 	 	 
101023	2	 	 	 
101023	3	 	 	 
101023	4	 	 	 
101023	5	 	 	 
101023	6	 	 	 
101023	7	 	 	 
101023	8	 	 	 
101023	9	 	 	 
101023	11	 	 	 
101024	1	63	3	2
101024	2	88	 	 
101024	3	88	 	 
101024	4	88	 	 
101024	5	88	 	 
101024	6	88	 	 
101024	7	88	 	 
101024	8	88	 	 
101024	9	88	 	 
101024	11	88	 	 
101025	1	 	 	 
101025	2	 	 	 
101025	3	 	 	 
101025	4	 	 	 
101025	5	 	 	 
101025	6	 	 	 
101025	7	 	 	 
101025	8	 	 	 
101025	9	 	 	 
101025	11	 	 	 
101027	1	8	2	2
101027	2	88	 	 
101027	3	88	 	 
101027	4	88	 	 
101027	5	88	 	 
101027	6	88	 	 
101027	7	88	 	 
101027	8	88	 	 
101027	9	88	 	 
101027	11	88	 	 
101028	1	 	 	 
101028	2	 	 	 
101028	3	 	 	 
101028	4	 	 	 
101028	5	 	 	 
101028	6	 	 	 
101028	7	 	 	 
101028	8	 	 	 
101028	9	 	 	 
101028	11	 	 	 
101029	1	125	1	5
101029	2	88	 	 
101029	3	88	 	 
101029	4	88	 	 
101029	5	88	 	 
101029	6	88	 	 
101029	7	88	 	 
101029	8	88	 	 
101029	9	88	 	 
101029	11	88	 	 
101030	1	 	 	 
101030	2	 	 	 
101030	3	 	 	 
101030	4	 	 	 
101030	5	 	 	 
101030	6	 	 	 
101030	7	 	 	 
101030	8	 	 	 
101030	9	 	 	 
101030	11	 	 	 
101031	1	75	4	2
101031	2	125	3	2
101031	3	8	2	2
101031	4	88	 	 
101031	5	88	 	 
101031	6	88	 	 
101031	7	88	 	 
101031	8	88	 	 
101031	9	88	 	 
101031	11	88	 	 
101032	1	 	 	 
101032	2	 	 	 
101032	3	 	 	 
101032	4	 	 	 
101032	5	 	 	 
101032	6	 	 	 
101032	7	 	 	 
101032	8	 	 	 
101032	9	 	 	 
101032	11	 	 	 
101033	1	96	85	1
101033	2	88	 	 
101033	3	88	 	 
101033	4	88	 	 
101033	5	88	 	 
101033	6	88	 	 
101033	7	88	 	 
101033	8	88	 	 
101033	9	88	 	 
101033	11	88	 	 
101034	1	8	2	2
101034	2	125	1	2
101034	3	88	 	 
101034	4	88	 	 
101034	5	88	 	 
101034	6	88	 	 
101034	7	88	 	 
101034	8	88	 	 
101034	9	88	 	 
101034	11	88	 	 
101035	1	 	 	 
101035	2	 	 	 
101035	3	 	 	 
101035	4	 	 	 
101035	5	 	 	 
101035	6	 	 	 
101035	7	 	 	 
101035	8	 	 	 
101035	9	 	 	 
101035	11	 	 	 
101036	1	63	10	3
101036	2	88	 	 
101036	3	88	 	 
101036	4	88	 	 
101036	5	88	 	 
101036	6	88	 	 
101036	7	88	 	 
101036	8	88	 	 
101036	9	88	 	 
101036	11	88	 	 
101037	1	75	5	2
101037	2	125	5	2
101037	3	5	1	2
101037	4	88	 	 
101037	5	88	 	 
101037	6	88	 	 
101037	7	88	 	 
101037	8	88	 	 
101037	9	88	 	 
101037	11	88	 	 
101038	1	50	50	1
101038	2	10	15	10
101038	3	88	 	 
101038	4	88	 	 
101038	5	88	 	 
101038	6	88	 	 
101038	7	88	 	 
101038	8	88	 	 
101038	9	88	 	 
101038	11	88	 	 
101040	1	 	 	 
101040	2	 	 	 
101040	3	 	 	 
101040	4	 	 	 
101040	5	 	 	 
101040	6	 	 	 
101040	7	 	 	 
101040	8	 	 	 
101040	9	 	 	 
101040	11	 	 	 
101041	1	 	 	 
101041	2	 	 	 
101041	3	 	 	 
101041	4	 	 	 
101041	5	 	 	 
101041	6	 	 	 
101041	7	 	 	 
101041	8	 	 	 
101041	9	 	 	 
101041	11	 	 	 
101042	1	 	 	 
101042	2	 	 	 
101042	3	 	 	 
101042	4	 	 	 
101042	5	 	 	 
101042	6	 	 	 
101042	7	 	 	 
101042	8	 	 	 
101042	9	 	 	 
101042	11	 	 	 
101044	1	 	 	 
101044	2	 	 	 
101044	3	 	 	 
101044	4	 	 	 
101044	5	 	 	 
101044	6	 	 	 
101044	7	 	 	 
101044	8	 	 	 
101044	9	 	 	 
101044	11	 	 	 
101045	1	 	 	 
101045	2	 	 	 
101045	3	 	 	 
101045	4	 	 	 
101045	5	 	 	 
101045	6	 	 	 
101045	7	 	 	 
101045	8	 	 	 
101045	9	 	 	 
101045	11	 	 	 
101046	1	75	4	2
101046	2	8	3	2
101046	3	125	4	2
101046	4	88	 	 
101046	5	88	 	 
101046	6	88	 	 
101046	7	88	 	 
101046	8	88	 	 
101046	9	88	 	 
101046	11	88	 	 
101047	1	 	 	 
101047	2	 	 	 
101047	3	 	 	 
101047	4	 	 	 
101047	5	 	 	 
101047	6	 	 	 
101047	7	 	 	 
101047	8	 	 	 
101047	9	 	 	 
101047	11	 	 	 
101048	1	 	 	 
101048	2	 	 	 
101048	3	 	 	 
101048	4	 	 	 
101048	5	 	 	 
101048	6	 	 	 
101048	7	 	 	 
101048	8	 	 	 
101048	9	 	 	 
101048	11	 	 	 
101049	1	 	 	 
101049	2	 	 	 
101049	3	 	 	 
101049	4	 	 	 
101049	5	 	 	 
101049	6	 	 	 
101049	7	 	 	 
101049	8	 	 	 
101049	9	 	 	 
101049	11	 	 	 
101050	1	75	14	2
101050	2	88	 	 
101050	3	88	 	 
101050	4	88	 	 
101050	5	88	 	 
101050	6	88	 	 
101050	7	88	 	 
101050	8	88	 	 
101050	9	88	 	 
101050	11	88	 	 
111002	1	 	 	 
111002	2	 	 	 
111002	3	 	 	 
111002	4	 	 	 
111002	5	 	 	 
111002	6	 	 	 
111002	7	 	 	 
111002	8	 	 	 
111002	9	 	 	 
111002	11	 	 	 
111003	1	76	27	2
111003	2	15	4	41
111003	3	88	 	 
111003	4	88	 	 
111003	5	88	 	 
111003	6	88	 	 
111003	7	88	 	 
111003	8	88	 	 
111003	9	88	 	 
111003	11	88	 	 
111004	1	76	15	2
111004	2	15	7	2
111004	3	44	3	41
111004	4	88	 	 
111004	5	88	 	 
111004	6	88	 	 
111004	7	88	 	 
111004	8	88	 	 
111004	9	88	 	 
111004	11	88	 	 
111005	1	76	14	2
111005	2	75	1	2
111005	3	15	4	2
111005	4	125	2	2
111005	5	42	4	2
111005	6	88	 	 
111005	7	88	 	 
111005	8	88	 	 
111005	9	88	 	 
111005	11	88	 	 
111006	1	15	14	41
111006	2	88	 	 
111006	3	88	 	 
111006	4	88	 	 
111006	5	88	 	 
111006	6	88	 	 
111006	7	88	 	 
111006	8	88	 	 
111006	9	88	 	 
111006	11	88	 	 
111008	1	76	25	41
111008	2	75	10	41
111008	3	125	3	41
111008	4	88	 	 
111008	5	88	 	 
111008	6	88	 	 
111008	7	88	 	 
111008	8	88	 	 
111008	9	88	 	 
111008	11	88	 	 
111009	1	76	10	2
111009	2	75	7	2
111009	3	124	3	2
111009	4	125	2	2
111009	5	42	3	2
111009	6	88	 	 
111009	7	88	 	 
111009	8	88	 	 
111009	9	88	 	 
111009	11	88	 	 
111010	1	76	15	2
111010	2	75	25	2
111010	3	5	3	2
111010	4	15	3	2
111010	5	124	3	2
111010	6	125	2	2
111010	7	42	3	2
111010	8	35	50	1
111010	9	88	 	 
111010	11	88	 	 
111011	1	76	15	2
111011	2	15	10	2
111011	3	75	5	2
111011	4	125	2	2
111011	5	44	3	2
111011	6	88	 	 
111011	7	88	 	 
111011	8	88	 	 
111011	9	88	 	 
111011	11	88	 	 
111012	1	76	20	40
111012	2	75	5	40
111012	3	125	4	40
111012	4	5	2	40
111012	5	44	2	41
111012	6	88	 	 
111012	7	88	 	 
111012	8	88	 	 
111012	9	88	 	 
111012	11	88	 	 
111013	1	76	7	2
111013	2	42	5	2
111013	3	5	2	2
111013	4	44	1	2
111013	5	75	1	2
111013	6	88	 	 
111013	7	88	 	 
111013	8	88	 	 
111013	9	88	 	 
111013	11	88	 	 
111015	1	15	8	2
111015	2	75	4	2
111015	3	125	2	41
111015	4	35	1	2
111015	5	76	10	41
111015	6	88	 	 
111015	7	88	 	 
111015	8	88	 	 
111015	9	88	 	 
111015	11	88	 	 
111016	1	76	8	2
111016	2	75	5	2
111016	3	15	4	2
111016	4	125	2	2
111016	5	44	5	2
111016	6	50	1	2
111016	7	72	1	2
111016	8	21	172	56
111016	9	88	 	 
111016	11	88	 	 
111017	1	75	2	2
111017	2	88	 	 
111017	3	88	 	 
111017	4	88	 	 
111017	5	88	 	 
111017	6	88	 	 
111017	7	88	 	 
111017	8	88	 	 
111017	9	88	 	 
111017	11	88	 	 
111018	1	76	6	2
111018	2	15	4	2
111018	3	75	3	2
111018	4	88	 	 
111018	5	88	 	 
111018	6	88	 	 
111018	7	88	 	 
111018	8	88	 	 
111018	9	88	 	 
111018	11	88	 	 
111019	1	76	12	2
111019	2	15	14	2
111019	3	75	5	41
111019	4	125	3	41
111019	5	5	1	2
111019	6	35	1	41
111019	7	44	1	41
111019	8	88	 	 
111019	9	88	 	 
111019	11	88	 	 
111020	1	76	30	2
111020	2	75	15	2
111020	3	44	6	2
111020	4	42	5	2
111020	5	125	3	2
111020	6	88	 	 
111020	7	88	 	 
111020	8	88	 	 
111020	9	88	 	 
111020	11	88	 	 
111021	1	76	12	2
111021	2	75	3	2
111021	3	15	6	2
111021	4	44	1	2
111021	5	42	2	2
111021	6	124	2	2
111021	7	125	1	2
111021	8	88	 	 
111021	9	88	 	 
111021	11	88	 	 
111022	1	44	50	1
111022	2	88	 	 
111022	3	88	 	 
111022	4	88	 	 
111022	5	88	 	 
111022	6	88	 	 
111022	7	88	 	 
111022	8	88	 	 
111022	9	88	 	 
111022	11	88	 	 
111023	1	76	26	2
111023	2	15	6	2
111023	3	75	3	2
111023	4	125	4	2
111023	5	44	2	2
111023	6	42	3	2
111023	7	88	 	 
111023	8	88	 	 
111023	9	88	 	 
111023	11	88	 	 
111024	1	 	 	 
111024	2	 	 	 
111024	3	 	 	 
111024	4	 	 	 
111024	5	 	 	 
111024	6	 	 	 
111024	7	 	 	 
111024	8	 	 	 
111024	9	 	 	 
111024	11	 	 	 
111025	1	76	10	2
111025	2	125	4	2
111025	3	75	5	2
111025	4	44	1	2
111025	5	15	4	2
111025	6	88	 	 
111025	7	88	 	 
111025	8	88	 	 
111025	9	88	 	 
111025	11	88	 	 
111027	1	15	2	2
111027	2	88	 	 
111027	3	88	 	 
111027	4	88	 	 
111027	5	88	 	 
111027	6	88	 	 
111027	7	88	 	 
111027	8	88	 	 
111027	9	88	 	 
111027	11	88	 	 
111028	1	76	16	2
111028	2	75	5	2
111028	3	15	4	2
111028	4	125	3	2
111028	5	44	2	2
111028	6	88	 	 
111028	7	88	 	 
111028	8	88	 	 
111028	9	88	 	 
111028	11	88	 	 
111029	1	75	3	2
111029	2	42	7	2
111029	3	76	8	2
111029	4	15	6	2
111029	5	44	1	2
111029	6	125	2	2
111029	7	88	 	 
111029	8	88	 	 
111029	9	88	 	 
111029	11	88	 	 
111030	1	76	6	2
111030	2	44	1	2
111030	3	88	 	 
111030	4	88	 	 
111030	5	88	 	 
111030	6	88	 	 
111030	7	88	 	 
111030	8	88	 	 
111030	9	88	 	 
111030	11	88	 	 
111031	1	76	20	2
111031	2	75	5	2
111031	3	15	4	2
111031	4	44	2	2
111031	5	88	 	 
111031	6	88	 	 
111031	7	88	 	 
111031	8	88	 	 
111031	9	88	 	 
111031	11	88	 	 
111032	1	76	75	2
111032	2	15	50	2
111032	3	42	15	2
111032	4	75	3	2
111032	5	44	2	2
111032	6	27	10	2
111032	7	50	2	2
111032	8	88	 	 
111032	9	88	 	 
111032	11	88	 	 
111033	1	44	50	1
111033	2	88	 	 
111033	3	88	 	 
111033	4	88	 	 
111033	5	88	 	 
111033	6	88	 	 
111033	7	88	 	 
111033	8	88	 	 
111033	9	88	 	 
111033	11	88	 	 
111034	1	76	15	2
111034	2	75	6	2
111034	3	15	7	2
111034	4	42	2	2
111034	5	5	3	2
111034	6	88	 	 
111034	7	88	 	 
111034	8	88	 	 
111034	9	88	 	 
111034	11	88	 	 
111035	1	 	 	 
111035	2	 	 	 
111035	3	 	 	 
111035	4	 	 	 
111035	5	 	 	 
111035	6	 	 	 
111035	7	 	 	 
111035	8	 	 	 
111035	9	 	 	 
111035	11	 	 	 
111036	1	15	6	2
111036	2	75	3	2
111036	3	76	11	2
111036	4	44	1	2
111036	5	125	2	2
111036	6	88	 	 
111036	7	88	 	 
111036	8	88	 	 
111036	9	88	 	 
111036	11	88	 	 
111037	1	76	55	2
111037	2	15	8	2
111037	3	75	16	2
111037	4	42	5	2
111037	5	44	1	2
111037	6	88	 	 
111037	7	88	 	 
111037	8	88	 	 
111037	9	88	 	 
111037	11	88	 	 
111038	1	76	30	2
111038	2	75	12	2
111038	3	15	18	2
111038	4	125	3	2
111038	5	42	2	2
111038	6	88	 	 
111038	7	88	 	 
111038	8	88	 	 
111038	9	88	 	 
111038	11	88	 	 
111040	1	76	2	2
111040	2	88	 	 
111040	3	88	 	 
111040	4	88	 	 
111040	5	88	 	 
111040	6	88	 	 
111040	7	88	 	 
111040	8	88	 	 
111040	9	88	 	 
111040	11	88	 	 
111041	1	 	 	 
111041	2	 	 	 
111041	3	 	 	 
111041	4	 	 	 
111041	5	 	 	 
111041	6	 	 	 
111041	7	 	 	 
111041	8	 	 	 
111041	9	 	 	 
111041	11	 	 	 
111042	1	76	3	2
111042	2	44	1	2
111042	3	88	 	 
111042	4	88	 	 
111042	5	88	 	 
111042	6	88	 	 
111042	7	88	 	 
111042	8	88	 	 
111042	9	88	 	 
111042	11	88	 	 
111043	1	76	28	2
111043	2	75	9	2
111043	3	15	8	2
111043	4	125	3	2
111043	5	88	 	 
111043	6	88	 	 
111043	7	88	 	 
111043	8	88	 	 
111043	9	88	 	 
111043	11	88	 	 
111044	1	 	 	 
111044	2	 	 	 
111044	3	 	 	 
111044	4	 	 	 
111044	5	 	 	 
111044	6	 	 	 
111044	7	 	 	 
111044	8	 	 	 
111044	9	 	 	 
111044	11	 	 	 
111045	1	15	7	2
111045	2	76	6	2
111045	3	75	1	2
111045	4	44	1	2
111045	5	88	 	 
111045	6	88	 	 
111045	7	88	 	 
111045	8	88	 	 
111045	9	88	 	 
111045	11	88	 	 
111046	1	 	 	 
111046	2	 	 	 
111046	3	 	 	 
111046	4	 	 	 
111046	5	 	 	 
111046	6	 	 	 
111046	7	 	 	 
111046	8	 	 	 
111046	9	 	 	 
111046	11	 	 	 
111047	1	76	9	2
111047	2	44	50	1
111047	3	88	 	 
111047	4	88	 	 
111047	5	88	 	 
111047	6	88	 	 
111047	7	88	 	 
111047	8	88	 	 
111047	9	88	 	 
111047	11	88	 	 
111048	1	76	8	2
111048	2	125	3	2
111048	3	42	2	2
111048	4	15	3	2
111048	5	44	1	2
111048	6	88	 	 
111048	7	88	 	 
111048	8	88	 	 
111048	9	88	 	 
111048	11	88	 	 
121001	1	44	100	1
121001	2	14	50	1
121001	3	19	1	2
121001	4	64	2	2
121001	5	88	 	 
121001	6	88	 	 
121001	7	88	 	 
121001	8	88	 	 
121001	9	88	 	 
121001	11	88	 	 
121002	1	14	120	1
121002	2	41	400	1
121002	3	17	75	1
121002	4	51	300	1
121002	5	44	15	2
121002	6	75	12	2
121002	7	8	10	2
121002	8	64	6	2
121002	9	88	 	 
121002	11	88	 	 
121004	1	14	150	1
121004	2	41	600	1
121004	3	51	1	2
121004	4	3	2	2
121004	5	17	50	1
121004	6	45	1	2
121004	7	8	7	2
121004	8	44	5	2
121004	9	88	 	 
121004	11	88	 	 
121005	1	41	750	1
121005	2	44	200	1
121005	3	14	150	1
121005	4	76	100	1
121005	5	3	150	1
121005	6	88	 	 
121005	7	88	 	 
121005	8	88	 	 
121005	9	88	 	 
121005	11	88	 	 
121007	1	76	100	1
121007	2	41	150	1
121007	3	14	10	1
121007	4	88	 	 
121007	5	88	 	 
121007	6	88	 	 
121007	7	88	 	 
121007	8	88	 	 
121007	9	88	 	 
121007	11	88	 	 
121008	1	 	 	 
121008	2	 	 	 
121008	3	 	 	 
121008	4	 	 	 
121008	5	 	 	 
