CHILDCODE	MEMIDR4	AGER3	MEMAGER4	MEAGMTR4	MEMSEXR4	RELATER3	RELATER4	THSVILR4	BURBRLR4	BRNREGR4	BRNZONR4	LIVHSER4	YRDIEDR4	RELHHR4	MRTLSTR4	DISABR4	MTHRHHR4	FTHRHHR4	HSSTRTR4	GRADER4	STILLR4	TYPATDR4	WHYNOTR4	AGEGRDR4	EDCH18R4	MEMCNSR4
151032	18	 	0	1	2	 	7	 	 	 	 	1	 	3	 	0	2	1	 	 	 	 	 	 	 	N
151033	0	14	18	 	2	0	0	1	 	 	 	1	 	3	0	0	2	1	1	8	1	4	 	 	1	Y
151033	1	43	47	 	1	1	1	 	 	 	 	1	 	1	1	0	98	98	1	4	0	 	 	 	0	N
151033	2	39	43	 	2	1	1	 	 	 	 	1	 	2	1	0	98	99	1	6	0	 	 	 	0	N
151033	3	20	24	 	2	19	19	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151033	4	18	22	 	1	7	7	 	 	 	 	1	 	3	0	0	2	1	1	8	1	4	 	 	1	N
151033	5	12	16	 	2	7	7	 	 	 	 	1	 	3	0	0	2	1	1	5	1	4	 	 	1	N
151033	15	10	14	 	1	7	7	 	 	 	 	1	 	3	0	0	2	1	1	3	1	4	 	 	1	N
151033	16	8	12	 	2	7	7	 	 	 	 	1	 	3	 	0	2	1	1	2	1	4	 	 	1	N
151033	17	1	5	 	2	7	7	 	 	 	 	1	 	3	 	0	2	1	0	 	 	 	29	 	 	N
151034	0	15	19	 	2	0	0	1	 	 	 	1	 	3	0	0	2	1	1	6	1	4	 	 	1	Y
151034	1	64	68	 	1	1	1	 	 	 	 	1	 	1	1	0	99	99	1	10	0	 	 	 	0	N
151034	2	45	49	 	2	1	1	 	 	 	 	1	 	2	1	0	98	99	1	3	0	 	 	 	0	N
151034	3	25	29	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151034	4	21	25	 	2	7	7	 	 	 	 	1	 	3	0	0	2	1	1	10	1	4	 	 	1	Y
151034	5	18	22	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151034	6	12	16	 	2	7	7	 	 	 	 	1	 	3	0	0	2	1	1	4	1	4	 	 	1	N
151034	15	10	14	 	2	7	7	 	 	 	 	1	 	3	0	0	2	1	1	2	1	4	 	 	1	N
151034	16	6	10	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151034	17	34	38	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151034	18	26	30	 	2	16	16	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151034	19	6	10	 	2	15	15	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151034	20	2	6	 	2	15	15	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151035	0	15	19	 	1	0	0	1	 	 	 	1	 	3	0	0	2	1	1	6	1	4	 	 	1	N
151035	1	36	40	 	1	1	1	 	 	 	 	1	 	1	1	0	98	98	1	7	0	 	 	 	0	N
151035	2	31	35	 	2	1	1	 	 	 	 	1	 	2	1	0	98	98	1	3	0	 	 	 	0	N
151035	3	27	31	 	1	20	20	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151035	4	13	17	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151035	15	9	13	 	2	7	7	 	 	 	 	1	 	3	0	0	2	1	1	6	1	4	 	 	1	N
151035	16	2	6	 	2	7	7	 	 	 	 	1	 	3	 	0	2	1	1	0	1	3	 	 	0	N
151035	17	 	0	4	2	 	7	 	 	 	 	1	 	3	 	0	2	1	 	 	 	 	 	 	 	N
151039	0	15	19	 	2	0	0	1	 	 	 	1	 	3	0	0	2	1	1	1	1	4	 	 	1	N
151039	1	37	41	 	1	1	1	 	 	 	 	1	 	1	1	0	99	99	1	3	0	 	 	 	0	N
151039	2	34	38	 	2	1	1	 	 	 	 	1	 	2	1	0	98	99	0	 	 	 	 	 	 	N
151039	3	12	16	 	2	7	7	 	 	 	 	1	 	3	0	0	2	1	1	4	1	4	 	 	1	N
151039	15	9	13	 	1	7	7	 	 	 	 	1	 	3	0	0	2	1	1	3	1	4	 	 	1	N
151039	16	7	11	 	1	7	7	 	 	 	 	1	 	3	 	0	2	1	1	1	1	4	 	 	1	N
151039	17	5	9	 	2	7	7	 	 	 	 	1	 	3	 	0	2	1	1	0	1	4	 	 	0	N
151039	18	 	3	 	2	 	7	 	 	 	 	1	 	3	 	0	2	1	 	 	 	 	 	 	 	N
151041	0	15	19	 	2	0	0	0	2	7	704	1	 	2	1	0	98	98	1	7	1	4	 	 	1	N
151041	1	48	52	 	1	1	1	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151041	2	44	48	 	2	1	1	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151041	3	24	28	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151041	4	21	25	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151041	5	19	23	 	1	7	7	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151041	6	17	21	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151041	7	12	16	 	2	14	14	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151041	8	29	33	 	1	3	3	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151041	9	3	7	 	1	15	15	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151041	10	15	19	 	1	15	15	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151041	11	5	9	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151041	12	 	20	 	1	 	19	 	 	 	 	1	 	1	1	0	13	14	1	13	0	 	 	 	1	N
151041	13	 	55	 	2	 	19	 	 	 	 	1	 	7	1	0	99	99	0	 	 	 	 	 	 	N
151041	14	 	70	 	1	 	19	 	 	 	 	1	 	7	1	0	99	99	1	4	0	 	 	 	0	N
151042	0	15	19	 	1	0	0	1	 	 	 	1	 	3	0	0	2	1	1	3	0	 	 	 	1	N
151042	1	69	73	 	1	1	1	 	 	 	 	1	 	1	1	0	99	99	1	5	0	 	 	 	0	N
151042	2	43	47	 	2	1	1	 	 	 	 	1	 	2	2	0	99	99	1	2	0	 	 	 	0	N
151042	3	24	28	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151042	4	21	25	 	2	7	7	 	 	 	 	1	 	3	0	0	2	1	1	5	1	4	 	 	1	N
151042	5	17	21	 	1	7	7	 	 	 	 	1	 	3	0	0	2	1	1	2	0	 	 	 	0	N
151042	6	16	20	 	1	7	7	 	 	 	 	1	 	3	0	0	2	1	1	3	0	 	 	 	0	N
151042	7	1	5	 	2	15	15	 	 	 	 	1	 	5	 	0	98	98	0	 	 	 	29	 	 	N
151043	0	15	19	 	2	0	0	1	 	 	 	2	 	3	0	0	3	2	1	9	1	4	 	 	1	 
151043	1	97	-88	 	2	5	5	 	 	 	 	3	1998	 	 	 	 	 	 	 	 	 	 	 	 	N
151043	2	67	71	 	1	1	1	 	 	 	 	1	 	1	1	0	99	99	1	8	0	 	 	 	0	N
151043	3	59	63	 	2	1	1	 	 	 	 	1	 	2	1	0	99	99	1	2	0	 	 	 	0	N
151043	4	32	36	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151043	5	29	33	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151043	6	26	30	 	2	7	7	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151043	7	24	28	 	2	7	7	 	 	 	 	1	 	3	0	0	3	2	1	10	0	 	 	 	0	N
151043	8	22	26	 	1	7	7	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151043	9	20	24	 	2	7	7	 	 	 	 	1	 	3	0	0	3	2	1	13	0	 	 	 	1	N
151043	10	18	22	 	1	7	7	 	 	 	 	1	 	3	0	0	3	2	1	6	1	4	 	 	1	N
151044	0	14	18	 	1	0	0	1	 	 	 	1	 	3	0	0	3	2	1	7	1	4	 	 	1	N
151044	1	105	-88	 	2	6	6	 	 	 	 	3	1999	 	 	 	 	 	 	 	 	 	 	 	 	N
151044	2	52	56	 	1	1	1	 	 	 	 	1	 	1	1	0	99	99	1	3	0	 	 	 	0	N
151044	3	46	50	 	2	1	1	 	 	 	 	1	 	2	1	0	99	99	1	28	0	 	 	 	0	N
151044	4	26	30	 	1	8	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151044	5	23	27	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151044	6	19	23	 	1	7	7	 	 	 	 	1	 	3	0	0	3	2	1	8	0	 	 	 	0	N
151044	7	18	22	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151044	8	12	16	 	1	7	7	 	 	 	 	1	 	3	0	0	3	2	1	3	1	4	 	 	1	N
151044	9	16	20	 	1	14	20	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151045	0	15	19	 	1	0	0	1	 	 	 	1	 	3	0	0	2	1	1	8	1	4	 	 	1	N
151045	1	51	55	 	1	1	1	 	 	 	 	1	 	1	1	0	98	99	1	8	0	 	 	 	0	N
151045	2	40	44	 	2	1	1	 	 	 	 	1	 	2	1	0	98	98	1	6	0	 	 	 	0	N
151045	3	23	27	 	1	7	7	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151045	4	21	25	 	2	7	7	 	 	 	 	1	 	3	0	0	2	1	1	7	1	4	 	 	1	N
151045	5	17	21	 	1	7	7	 	 	 	 	1	 	3	0	0	2	1	1	4	1	4	 	 	1	N
151045	6	13	17	 	1	7	7	 	 	 	 	1	 	3	0	0	2	1	1	5	1	4	 	 	1	N
151045	15	11	15	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151045	16	9	13	 	1	7	7	 	 	 	 	1	 	3	0	0	2	1	1	3	1	4	 	 	1	N
151049	0	15	19	 	2	0	0	1	 	 	 	1	 	3	0	0	2	1	1	3	1	4	 	 	1	N
151049	1	62	66	 	1	1	1	 	 	 	 	1	 	1	1	0	99	99	1	4	0	 	 	 	0	N
151049	2	55	59	 	2	1	1	 	 	 	 	1	 	2	1	0	99	99	0	 	 	 	 	 	 	N
151049	3	37	41	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151049	4	34	38	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151049	5	32	36	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151049	6	26	30	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151049	7	24	28	 	1	7	7	 	 	 	 	1	 	3	0	0	2	1	1	8	0	 	 	 	1	N
151049	8	22	26	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151049	9	20	24	 	1	7	7	 	 	 	 	1	 	3	0	0	2	1	1	7	2	4	 	 	1	N
151049	10	18	22	 	1	7	7	 	 	 	 	1	 	3	0	0	2	1	1	6	1	4	 	 	1	N
151049	15	11	15	 	2	7	7	 	 	 	 	1	 	3	0	0	2	1	1	4	1	4	 	 	1	N
151051	0	14	18	 	2	0	0	1	 	 	 	1	 	3	0	0	2	1	1	8	1	4	 	 	1	N
151051	1	70	74	 	1	1	1	 	 	 	 	1	 	1	1	0	99	99	0	 	 	 	 	 	 	N
151051	2	50	54	 	2	1	1	 	 	 	 	1	 	2	1	0	99	99	0	 	 	 	 	 	 	N
151051	3	27	31	 	1	7	7	 	 	 	 	1	 	3	0	0	2	1	1	4	0	 	 	 	0	N
151051	4	25	29	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151051	5	23	27	 	2	7	7	 	 	 	 	1	 	3	0	0	2	1	1	7	1	4	 	 	1	N
151051	6	21	25	 	2	7	7	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151051	7	19	23	 	1	7	7	 	 	 	 	1	 	3	0	0	2	1	1	9	1	4	 	 	1	N
151052	0	15	19	 	2	0	0	1	 	 	 	1	 	3	0	0	2	1	1	5	1	4	 	 	1	N
151052	1	43	47	 	1	1	1	 	 	 	 	1	 	1	1	0	98	99	1	7	0	 	 	 	0	N
151052	2	39	43	 	2	1	1	 	 	 	 	1	 	2	1	0	98	98	1	5	0	 	 	 	0	N
151052	3	19	23	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151052	4	17	21	 	1	7	7	 	 	 	 	1	 	3	0	0	2	1	1	7	1	4	 	 	1	N
151052	15	11	15	 	1	7	7	 	 	 	 	1	 	3	0	0	2	1	1	7	1	4	 	 	1	N
151052	16	9	13	 	2	7	7	 	 	 	 	1	 	3	0	0	2	1	1	4	1	4	 	 	1	N
151053	0	15	19	 	2	0	0	1	 	 	 	1	 	3	0	0	2	1	1	9	1	4	 	 	1	N
151053	1	32	36	 	1	1	1	 	 	 	 	1	 	1	1	0	99	99	1	8	0	 	 	 	0	N
151053	2	28	32	 	2	1	1	 	 	 	 	1	 	2	1	0	98	98	1	7	0	 	 	 	0	N
151053	3	12	16	 	1	7	7	 	 	 	 	1	 	3	0	0	2	1	1	6	1	4	 	 	1	N
151053	15	10	14	 	1	7	7	 	 	 	 	1	 	3	0	0	2	1	1	5	1	4	 	 	1	N
151053	16	5	9	 	2	7	7	 	 	 	 	1	 	3	 	0	2	1	1	3	1	4	 	 	1	N
151053	17	 	3	 	2	 	7	 	 	 	 	1	 	3	 	0	2	1	 	 	 	 	 	 	 	N
151053	18	 	10	 	1	 	22	 	 	 	 	1	 	4	 	0	99	98	1	2	0	 	77	9	1	N
151054	0	15	19	 	1	0	0	1	 	 	 	1	 	3	0	0	2	1	1	6	1	4	 	 	1	N
151054	1	45	49	 	1	1	1	 	 	 	 	1	 	1	1	0	98	99	1	9	0	 	 	 	0	N
151054	2	40	44	 	2	1	1	 	 	 	 	1	 	2	1	0	99	99	1	3	0	 	 	 	0	N
151054	3	17	21	 	2	7	7	 	 	 	 	1	 	3	0	0	2	1	1	0	0	 	 	 	0	N
151054	15	10	14	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151054	16	7	11	 	2	7	7	 	 	 	 	1	 	3	 	0	2	1	1	1	1	4	 	 	1	N
151054	17	2	6	 	2	7	7	 	 	 	 	1	 	3	 	0	2	1	0	 	 	 	29	 	 	N
151056	0	14	18	 	1	0	0	1	 	 	 	1	 	3	0	0	2	1	1	6	1	4	 	 	1	N
151056	1	37	41	 	1	1	1	 	 	 	 	1	 	1	1	0	98	98	1	6	0	 	 	 	0	N
151056	2	32	36	 	2	1	1	 	 	 	 	1	 	2	1	0	98	98	0	 	 	 	 	 	 	N
151056	3	19	23	 	1	7	7	 	 	 	 	1	 	3	0	0	2	1	1	10	0	 	 	 	1	N
151056	4	11	15	 	2	7	7	 	 	 	 	1	 	3	0	0	2	1	1	5	1	4	 	 	1	N
151056	5	9	13	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151056	6	6	9	 	2	7	7	 	 	 	 	1	 	3	 	0	2	1	1	2	1	4	 	 	1	N
151056	7	 	1	 	1	 	7	 	 	 	 	1	 	3	 	0	2	1	 	 	 	 	 	 	 	N
151057	0	15	19	 	1	0	0	1	 	 	 	1	 	3	0	0	2	5	1	6	1	4	 	 	1	N
151057	1	45	49	 	1	1	1	 	 	 	 	1	 	1	1	0	98	99	0	 	 	 	 	 	 	N
151057	2	40	44	 	2	1	1	 	 	 	 	1	 	2	2	0	98	99	0	 	 	 	 	 	 	N
151057	3	31	35	 	1	7	7	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151057	5	18	22	 	1	7	7	 	 	 	 	1	 	3	0	0	2	1	1	5	0	 	 	 	1	N
151057	6	16	20	 	1	7	7	 	 	 	 	1	 	3	0	0	2	1	1	10	0	 	 	 	1	N
151057	7	14	18	 	2	7	7	 	 	 	 	1	 	3	0	0	2	1	1	6	0	 	 	 	1	N
151057	15	11	15	 	1	7	7	 	 	 	 	3	2004	 	 	 	 	 	 	 	 	 	 	 	 	 
151057	16	9	13	 	2	7	7	 	 	 	 	1	 	3	0	0	2	1	1	2	1	4	 	 	1	N
151057	17	5	9	 	1	7	7	 	 	 	 	1	 	3	 	0	2	1	0	 	 	 	19	 	 	N
151059	0	14	18	 	1	0	0	1	 	 	 	1	 	3	0	0	2	1	1	7	0	 	 	 	1	N
151059	1	55	59	 	1	1	1	 	 	 	 	1	 	1	1	0	98	98	1	9	0	 	 	 	0	N
151059	2	42	46	 	2	1	1	 	 	 	 	1	 	2	1	0	98	99	1	10	0	 	 	 	1	N
151059	3	27	31	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151059	4	24	28	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151059	5	21	25	 	1	7	7	 	 	 	 	1	 	3	0	0	2	1	1	8	1	4	 	 	1	N
151059	6	17	21	 	2	7	7	 	 	 	 	1	 	3	0	0	2	1	1	9	1	4	 	 	1	N
151059	7	12	16	 	1	7	7	 	 	 	 	1	 	3	0	0	2	1	1	4	1	4	 	 	1	N
151059	8	1	5	 	1	7	7	 	 	 	 	1	 	3	 	0	2	1	0	 	 	 	30	 	 	N
151064	0	15	19	 	1	0	0	1	 	 	 	2	 	3	0	0	2	1	1	9	2	4	 	 	1	 
151064	1	35	39	 	1	1	1	 	 	 	 	1	 	2	1	0	99	99	1	11	0	 	 	 	0	N
151064	2	31	35	 	2	1	1	 	 	 	 	1	 	2	1	0	98	99	1	10	0	 	 	 	1	N
151064	3	12	16	 	2	7	7	 	 	 	 	1	 	3	1	0	2	1	1	5	1	4	 	 	1	N
151064	15	9	13	 	2	7	7	 	 	 	 	1	 	3	0	0	2	1	1	2	2	4	 	 	1	N
151064	16	3	7	 	2	7	7	 	 	 	 	1	 	3	 	0	2	1	1	0	2	4	 	 	1	N
151064	17	12	16	 	2	7	7	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151066	0	15	19	 	2	0	0	0	2	7	704	1	 	2	1	0	98	98	1	8	0	 	 	 	1	N
151066	1	55	59	 	1	1	1	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151066	2	44	48	 	2	1	1	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151066	3	25	29	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151066	4	22	26	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151066	5	18	22	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151066	6	16	20	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151066	7	12	16	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151066	8	30	34	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151066	9	5	9	 	2	15	15	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151066	10	 	22	 	1	 	25	 	 	 	 	1	 	1	1	0	98	98	1	6	0	 	 	 	0	N
151066	11	 	0	9	1	 	27	 	 	 	 	1	 	3	 	0	0	10	 	 	 	 	 	 	 	N
151067	0	15	19	 	1	0	0	1	 	 	 	1	 	3	0	0	2	1	1	6	1	4	 	 	1	N
151067	1	42	46	 	1	1	1	 	 	 	 	1	 	1	1	0	99	99	1	6	0	 	 	 	0	N
151067	2	36	40	 	2	1	1	 	 	 	 	1	 	2	1	0	98	98	1	2	0	 	 	 	0	N
151067	3	17	21	 	2	7	7	 	 	 	 	1	 	3	0	0	2	0	1	8	0	 	 	 	1	N
151067	4	13	17	 	2	7	7	 	 	 	 	1	 	3	0	0	2	0	1	7	1	4	 	 	1	N
151067	15	10	14	 	2	7	7	 	 	 	 	1	 	3	0	0	2	0	1	2	1	4	 	 	1	N
151067	16	 	0	2	2	 	7	 	 	 	 	1	 	3	 	0	2	0	 	 	 	 	 	 	 	N
151068	0	15	19	 	1	0	0	1	 	 	 	1	 	3	0	0	2	99	1	6	1	4	 	 	1	N
151068	1	67	-88	 	1	1	1	 	 	 	 	3	2001	 	 	 	 	 	 	 	 	 	 	 	 	N
151068	2	57	61	 	2	1	1	 	 	 	 	1	 	3	3	0	99	99	0	 	 	 	 	 	 	N
151068	3	32	36	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151068	4	29	33	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151068	5	25	29	 	1	7	7	 	 	 	 	1	 	3	0	0	2	99	0	 	 	 	 	 	 	N
151068	6	21	25	 	2	7	7	 	 	 	 	1	 	3	0	0	2	99	1	4	1	4	 	 	0	N
151069	0	15	19	 	1	0	0	1	 	 	 	1	 	3	0	0	1	99	1	2	1	4	 	 	1	N
151069	1	34	38	 	2	1	1	 	 	 	 	1	 	1	1	1	98	99	1	7	0	 	 	 	0	N
151069	2	17	21	 	1	7	7	 	 	 	 	1	 	3	0	0	1	99	1	8	0	 	 	 	1	N
151069	15	11	15	 	2	7	7	 	 	 	 	1	 	3	0	0	1	99	1	1	1	4	 	 	1	N
151069	16	5	9	 	1	9	9	 	 	 	 	1	 	3	 	0	1	98	1	0	1	3	 	 	0	N
151069	17	1	5	 	1	9	9	 	 	 	 	1	 	3	 	0	1	98	0	 	 	 	29	 	 	N
151070	0	14	18	 	1	0	0	1	 	 	 	1	 	3	0	0	2	99	1	3	0	 	 	 	1	N
151070	1	47	-88	 	1	1	1	 	 	 	 	3	1999	 	 	 	 	 	 	 	 	 	 	 	 	 
151070	2	45	49	 	2	1	1	 	 	 	 	1	 	1	3	0	98	99	1	29	0	 	 	 	0	N
151070	3	27	31	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151070	4	25	-88	 	2	7	7	 	 	 	 	3	2002	 	 	 	 	 	 	 	 	 	 	 	 	N
151070	5	21	25	 	2	7	7	 	 	 	 	1	 	3	0	0	2	99	1	7	1	4	 	 	1	N
151070	6	19	23	 	1	7	7	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	N
151070	7	17	21	 	2	7	7	 	 	 	 	1	 	3	0	0	2	99	1	8	1	4	 	 	1	N
151070	15	11	15	 	2	7	7	 	 	 	 	1	 	3	0	0	2	99	1	5	1	4	 	 	1	N
151070	16	0	4	 	2	14	15	 	 	 	 	1	 	5	 	0	99	98	 	 	 	 	 	 	 	N
151070	17	 	8	 	1	 	14	 	 	 	 	1	 	10	 	0	98	98	1	0	1	4	 	 	1	N
161002	0	14	18	 	1	0	0	1	 	 	 	1	 	3	0	0	2	1	1	7	0	 	 	 	1	N
161002	1	53	57	 	1	1	1	 	 	 	 	1	 	1	1	0	99	99	0	 	 	 	 	 	 	N
161002	2	44	48	 	2	1	1	 	 	 	 	1	 	2	1	0	98	98	1	2	0	 	 	 	0	N
161002	3	22	26	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
161002	4	20	24	 	2	7	7	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	N
161002	15	10	14	 	2	7	7	 	 	 	 	1	 	3	0	0	2	1	1	3	0	 	19	13	1	N
161003	0	14	18	 	2	0	0	1	 	 	 	1	 	3	0	0	2	1	1	5	0	 	 	 	0	N
161003	1	41	45	 	1	1	1	 	 	 	 	1	 	1	1	1	99	99	0	 	 	 	 	 	 	N
161003	2	33	37	 	2	1	1	 	 	 	 	1	 	2	1	0	98	98	0	 	 	 	 	 	 	N
161003	3	16	20	 	2	7	7	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	N
161003	4	12	16	 	1	7	7	 	 	 	 	1	 	3	0	0	2	1	1	6	1	4	 	 	1	N
161003	15	9	13	 	2	7	7	 	 	 	 	1	 	3	0	0	2	1	1	4	1	4	 	 	1	N
161003	16	7	11	 	2	7	7	 	 	 	 	1	 	3	 	0	2	1	1	1	1	4	 	 	1	N
161003	17	4	8	 	1	7	7	 	 	 	 	1	 	3	 	0	2	1	1	0	1	4	 	 	1	N
161003	18	0	4	 	1	7	7	 	 	 	 	1	 	3	 	0	2	1	 	 	 	 	 	 	 	N
161005	0	15	19	 	1	0	0	0	2	7	702	1	 	6	0	0	98	98	1	8	0	 	 	 	1	N
161005	1	55	59	 	1	1	1	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
161005	2	45	49	 	2	1	1	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
161005	3	27	31	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
161005	4	23	33	 	1	7	7	 	 	 	 	1	 	1	1	0	98	98	1	5	0	 	 	 	0	N
161005	5	21	27	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
161005	6	19	30	 	1	7	7	 	 	 	 	1	 	6	0	0	98	98	1	10	0	 	 	 	1	N
161005	7	17	21	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
161005	8	13	17	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161005	9	70	74	 	2	6	6	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
161006	0	14	18	 	1	0	0	1	 	 	 	1	 	3	0	0	2	1	1	6	0	 	 	 	1	N
161006	1	60	64	 	1	1	1	 	 	 	 	1	 	1	1	0	99	99	0	 	 	 	 	 	 	N
161006	2	33	37	 	2	1	1	 	 	 	 	1	 	2	1	0	99	98	0	 	 	 	 	 	 	N
161006	3	16	20	 	2	7	7	 	 	 	 	1	 	3	0	0	2	1	1	5	0	 	 	 	0	Y
161006	4	11	15	 	1	7	7	 	 	 	 	1	 	3	0	0	2	1	1	5	1	4	 	 	1	N
161006	15	7	11	 	2	7	7	 	 	 	 	1	 	3	 	0	2	1	1	2	1	4	 	 	1	N
161006	16	2	6	 	1	7	7	 	 	 	 	1	 	3	 	0	2	1	0	 	 	 	29	 	 	N
161007	0	14	18	 	2	0	0	1	 	 	 	1	 	3	0	0	2	1	1	7	1	4	 	 	1	N
161007	1	51	55	 	1	1	1	 	 	 	 	1	 	1	1	0	99	99	0	 	 	 	 	 	 	N
161007	2	45	50	 	2	1	1	 	 	 	 	1	 	2	1	0	99	99	0	 	 	 	 	 	 	N
161007	3	22	26	 	1	7	7	 	 	 	 	1	 	3	1	0	2	1	1	7	0	 	 	 	0	N
161007	4	20	24	 	2	7	7	 	 	 	 	1	 	3	0	0	2	1	1	6	0	 	 	 	1	N
161007	5	17	21	 	2	7	7	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	N
161007	15	10	14	 	2	7	7	 	 	 	 	1	 	3	0	0	2	1	1	5	1	4	 	 	1	N
