CHILDCODE	CRSPIDR4	GAVCRDR4	WHORCVR4	TKEOUTR4	LOANMTR4	LOANYRR4	AMTCRDR4	INTRTER4	PYBACKR4	PYBCTMR4	NOBACKR4
171027	1	7	16	41	6	2003	10000	-77	1	1	 
171027	2	7	16	41	6	2004	10000	-77	1	1	 
171027	3	7	3	41	6	2005	10000	-77	0	 	 
171028	1	7	2	1	1	2003	3000	-77	1	1	 
171028	2	2	2	1	10	2005	800	-77	1	1	 
171029	1	2	1	1	10	2005	1350	12	0	 	 
171029	2	2	1	1	2	2005	670	12	1	1	 
171029	3	2	1	1	10	2004	1300	9	1	1	 
171029	4	2	1	1	2	2004	1300	9	1	1	 
171029	5	1	1	10	1	2003	11000	-77	0	 	 
171030	1	7	6	7	6	2005	2000	20	0	 	 
171030	2	15	6	3	77	2003	3000	12	0	 	 
171030	3	10	6	2	2	2004	200	5	0	 	 
171031	1	7	1	1	2	2004	2000	-88	0	 	 
171031	2	2	1	1	10	2004	1100	-88	1	1	 
171031	3	2	1	1	10	2005	1100	-88	0	 	 
171032	1	2	1	1	10	2004	1890	10	1	1	 
171034	1	2	4	1	12	2005	820	7	0	 	 
171035	1	2	1	1	10	2002	900	5.5	1	1	 
171035	2	2	1	1	10	2003	1400	7.09999990463257	1	1	 
171035	3	2	1	1	10	2004	1600	7.5	1	1	 
171035	4	2	1	1	10	2005	600	6.59999990463257	0	 	 
171035	5	7	1	14	5	2005	4000	9	0	 	 
171036	1	13	2	4	3	2005	1588	0	0	 	 
171038	1	2	2	1	10	2002	470	0	1	1	 
171039	1	2	1	1	9	2005	2600	-77	0	 	 
171039	2	2	1	1	9	2004	1000	-77	1	1	 
171040	1	7	1	19	9	2003	3000	9	1	1	 
171040	2	2	2	1	9	2005	2003	-77	0	 	 
171040	3	2	2	1	9	2004	1500	-77	1	1	 
171040	4	2	2	1	9	2003	1000	-77	1	1	 
171041	1	2	9	1	10	2004	1300	-77	1	1	 
171041	2	2	9	1	10	2005	1300	-77	1	1	 
171042	1	7	1	1	7	2003	1500	8.39999961853027	1	1	 
171042	2	2	1	1	10	2004	726	-77	1	1	 
171044	1	7	2	7	6	2005	2000	20	0	 	 
171044	2	15	2	3	77	2003	3000	12	0	 	 
171044	3	10	2	2	2	2004	200	5	0	 	 
171045	1	2	1	1	10	2003	-77	-77	1	1	 
171045	2	2	1	1	10	2004	-77	-78	1	1	 
171045	3	2	1	1	10	2005	2000	-77	0	 	 
171046	1	2	1	1	10	2005	1390	10	0	 	 
171046	2	2	1	1	10	2003	580	-77	1	1	 
171048	1	2	1	1	9	2005	1200	-77	1	1	 
171048	2	2	1	1	9	2004	1100	-77	1	1	 
171049	1	2	18	1	10	2002	1500	-77	1	1	 
171049	2	2	18	1	10	2003	1500	-77	1	1	 
171049	3	2	18	1	10	2004	1800	-77	1	1	 
171049	4	2	18	1	10	2005	1800	-77	0	 	 
171049	5	7	18	1	6	2005	5000	-77	0	 	 
181001	1	2	2	1	10	2002	1000	8	1	1	 
181001	2	2	2	1	10	2003	1116	8	1	1	 
181001	3	2	2	1	10	2004	1300	8	1	0	11
181001	4	2	2	1	10	2005	1400	8	1	0	11
181001	5	8	2	14	2	2006	1300	0	0	 	 
181001	6	8	2	1	11	2005	500	0	1	1	 
181002	1	2	1	1	9	2002	700	8	1	1	 
181002	2	2	1	1	9	2003	1220	8	1	1	 
181002	3	2	1	1	10	2004	1360	8	1	1	 
181002	4	2	1	1	10	2005	1400	8	0	 	 
181002	5	7	1	12	9	2005	10000	18	0	 	 
181003	1	2	1	1	9	2002	500	8	1	1	 
181003	2	2	1	1	9	2003	560	8	1	1	 
181003	3	8	1	1	9	2004	350	8	1	1	 
181003	4	2	1	1	9	2005	700	8	1	1	 
181003	5	8	1	7	8	2004	450	0	1	1	 
181004	1	2	1	1	10	2002	750	8	1	1	 
181004	2	2	1	1	10	2003	1200	8	1	1	 
181004	3	2	1	1	10	2004	1380	8	1	1	 
181004	4	2	1	1	10	2005	1400	8	1	1	 
181007	1	2	1	1	9	2002	500	8	1	0	12
181007	2	2	1	1	9	2003	560	8	1	0	11
181007	3	2	1	1	9	2004	1300	8	1	0	12
181007	4	2	1	1	9	2005	1500	8	0	 	 
181007	5	8	1	2	9	2005	300	0	1	1	 
181007	6	8	1	1	10	2005	900	0	1	1	 
181009	1	2	2	1	9	2002	1500	8	1	0	12
181009	2	2	2	1	9	2003	1680	8	1	1	 
181009	3	2	2	1	9	2004	2000	8	1	0	3
181009	4	2	2	1	9	2005	1500	8	0	 	 
181009	5	7	2	2	9	2004	4000	18	0	 	 
181009	6	8	2	16	1	2006	400	0	0	 	 
181009	7	8	2	10	2	2006	300	0	1	1	 
181010	1	2	1	1	9	2002	725	8	1	0	12
181010	2	2	1	1	9	2003	820	8	1	0	12
181010	3	2	1	1	9	2004	1300	8	0	 	 
181010	4	2	1	1	9	2005	1360	8	0	 	 
181010	5	1	1	10	8	2005	10000	15	0	 	 
181010	6	8	1	10	12	2005	300	0	0	 	 
181013	1	8	2	1	9	2005	500	0	1	1	 
181013	2	8	2	7	11	2004	300	0	1	1	 
181013	3	2	5	1	9	2002	1032	8	1	0	12
181013	4	2	5	1	9	2003	1150	8	1	0	12
181013	5	2	5	1	9	2004	1650	11	1	1	 
181013	6	2	5	1	9	2005	1400	11	0	 	 
181014	1	10	3	3	9	2005	10000	0	1	1	 
181016	1	2	2	1	10	2002	920	8	1	0	8
181016	2	2	2	1	10	2003	1030	8	1	1	 
181016	3	2	3	1	10	2004	1300	8	1	0	11
181016	4	2	2	1	10	2005	1400	8	0	 	 
181016	5	7	2	14	11	2004	8000	18	0	 	 
181017	1	2	3	1	10	2002	500	8	1	1	 
181017	2	2	3	1	9	2003	560	8	1	1	 
181017	3	2	3	1	9	2004	1300	8	1	1	 
181017	4	2	3	1	9	2004	703	8	1	0	12
181017	5	8	3	1	1	2006	100	0	0	 	 
181018	1	2	1	1	9	2002	1150	8	1	1	 
181018	2	2	1	1	9	2003	700	8	1	1	 
181018	3	8	2	10	1	2006	300	0	1	1	 
181018	4	8	2	7	11	2005	1200	0	1	1	 
181019	1	7	2	2	10	2005	10000	18	0	 	 
181019	2	2	2	1	9	2002	960	8	1	0	12
181019	3	2	2	1	8	2003	1040	9	1	0	12
181019	4	2	2	1	8	2004	1250	11	1	1	 
181019	5	2	2	1	9	2005	1400	11	0	 	 
181020	1	2	1	1	10	2003	330	8	1	1	 
181020	2	2	1	1	9	2004	330	8	1	0	12
181020	3	2	1	1	9	2005	360	8	0	 	 
181021	1	7	1	3	6	2005	10000	18	0	 	 
181022	1	2	18	1	10	2004	1300	8	1	1	 
181022	2	2	18	1	9	2005	665	8	0	 	 
181022	3	8	18	2	11	2005	400	0	1	1	 
181022	4	8	18	2	8	2005	60	0	1	1	 
181023	1	2	1	1	10	2002	500	8	1	0	12
181023	2	2	1	1	10	2003	750	8	1	1	 
181023	3	2	1	1	10	2004	1389	8	1	0	12
181023	4	2	1	1	10	2005	1500	8	0	 	 
181023	5	7	1	1	1	2006	5000	18	0	 	 
181024	1	7	19	4	4	2005	20000	18	0	 	 
181024	2	10	0	2	3	2006	50	0	1	1	 
181026	1	2	1	1	9	2002	560	8	1	1	 
181026	2	2	1	1	9	2003	1120	8	1	1	 
181026	3	2	1	1	9	2004	1360	8	1	1	 
181026	4	2	1	1	9	2005	700	8	0	 	 
181027	1	2	1	1	10	2002	560	8	1	0	11
181027	2	2	1	1	9	2003	660	8	1	0	12
181027	3	2	1	1	8	2004	828	8	1	0	11
181027	4	2	1	1	9	2005	665	8	0	 	 
181027	5	8	1	2	7	2004	300	0	0	 	 
181028	1	7	1	14	9	2002	4900	15	0	 	 
181028	2	8	2	2	12	2005	600	0	0	 	 
181028	3	8	1	1	1	2006	200	0	0	 	 
181029	1	2	1	1	10	2002	1000	8	1	0	12
181029	2	2	1	1	9	2003	1060	8	1	0	12
181029	3	2	1	1	9	2004	1300	8	0	 	 
181029	4	2	1	1	9	2005	1540	8	0	 	 
181029	5	1	1	41	2	2003	5000	15	0	 	 
181029	6	8	1	15	3	2006	125	0	0	 	 
181030	1	8	5	2	4	2006	200	0	1	1	 
181031	1	7	1	2	11	2002	3000	18	1	1	 
181031	2	8	1	2	11	2005	500	0	0	 	 
181031	3	8	1	6	3	2006	300	0	0	 	 
181031	4	2	1	1	9	2002	1710	8	1	1	 
181031	5	2	1	1	8	2003	1020	8	1	0	12
181031	6	2	1	1	9	2004	1483	11	0	 	 
181031	7	2	1	1	9	2005	1780	11	0	 	 
181032	1	10	0	2	4	2006	200	0	1	1	 
181033	1	8	19	3	3	2006	10000	0	0	 	 
181034	1	8	1	18	1	2006	1400	0	1	1	 
181034	2	8	2	16	3	2006	500	0	0	 	 
181034	3	2	1	1	9	2002	380	8	1	1	 
181034	4	2	1	1	9	2003	560	8	1	1	 
181034	5	2	1	1	8	2004	1300	11	1	1	 
181034	6	2	1	1	9	2005	1400	11	1	0	12
181036	1	8	2	18	1	2006	2000	0	1	1	 
181036	2	8	2	2	12	2005	500	0	0	 	 
181036	3	2	1	1	9	2002	680	7	1	1	 
181036	4	2	1	1	9	2003	1000	8	1	0	12
181036	5	2	1	1	9	2004	1300	10	1	1	 
181036	6	2	1	1	9	2005	1400	10	1	1	 
181037	1	2	1	1	9	2002	500	8	1	0	12
181037	2	2	1	1	9	2003	560	8	1	0	12
181037	3	2	1	1	9	2004	1300	8	1	0	12
181037	4	2	1	1	9	2005	1360	8	0	 	 
181037	5	8	1	2	10	2005	1000	0	0	 	 
181038	1	2	1	1	10	2002	500	8	1	0	12
181038	2	2	1	1	9	2003	560	8	1	0	12
181038	3	2	1	1	10	2004	1300	8	1	0	12
181038	4	2	1	1	10	2005	2450	8	0	 	 
181039	1	3	2	18	7	2005	10000	9	0	 	 
181039	2	8	2	2	12	2004	500	0	1	1	 
181039	3	2	1	1	9	2002	840	8	1	1	 
181039	4	2	1	1	10	2003	1800	9	1	0	2
181039	5	2	1	1	9	2004	1860	10	1	0	12
181039	6	2	1	1	10	2005	2100	11	0	 	 
181040	1	2	1	1	9	2002	554	8	1	0	12
181040	2	2	1	1	9	2003	630	9	1	0	12
181040	3	2	1	1	8	2004	960	11	1	0	12
181040	4	2	1	1	9	2005	1104	11	1	0	12
181040	5	8	1	18	12	2005	500	0	1	1	 
181041	1	7	1	1	7	2005	4000	18	0	 	 
181041	2	7	1	1	7	2003	4000	18	1	1	 
181041	3	2	1	1	9	2002	800	9	1	1	 
181041	4	2	1	1	9	2003	800	9	1	1	 
181041	5	2	1	1	9	2004	1100	11	1	1	 
181041	6	2	1	1	9	2005	1100	11	0	 	 
181042	1	10	4	3	3	2006	10000	0	1	1	 
181043	1	2	18	1	9	2002	1000	8	1	1	 
181043	2	2	18	1	9	2003	1060	8	1	1	 
181043	3	2	18	1	9	2004	1360	8	1	1	 
181043	4	2	18	1	9	2005	1400	8	1	1	 
181045	1	2	1	1	9	2002	300	8	1	0	12
181045	2	2	1	1	9	2003	250	0	1	0	12
181045	3	2	1	1	9	2004	350	8	0	 	 
181045	4	2	1	1	9	2005	370	8	0	 	 
181046	1	7	0	3	3	2006	10000	15	0	 	 
181046	2	8	0	3	1	2006	3000	0	1	1	 
181047	1	2	1	1	10	2002	500	8	1	1	 
181047	2	2	1	1	9	2003	560	8	1	1	 
181047	3	2	1	1	9	2004	750	8	1	1	 
181047	4	2	1	1	10	2005	1380	8	1	1	 
181048	1	8	5	41	11	2002	900	0	1	1	 
181049	1	2	1	1	9	2002	420	8	1	0	12
181049	2	2	1	1	9	2003	480	9	1	1	 
181049	3	2	1	1	10	2004	520	9	1	1	 
181049	4	2	1	1	10	2005	686	11	0	 	 
181050	1	2	1	1	9	2002	500	8	1	1	 
181050	2	2	1	1	9	2003	560	8	1	1	 
181050	3	2	1	1	9	2004	1300	8	0	 	 
181050	4	2	1	1	9	2005	1400	8	0	 	 
181050	5	16	2	2	2	2006	200	0	0	 	 
191001	1	2	1	1	10	2002	500	8	1	1	 
191001	2	2	1	1	9	2003	530	8	1	1	 
191001	3	2	1	1	9	2004	1320	8	1	1	 
191001	4	2	1	1	9	2005	755	8	1	1	 
191001	5	7	1	8	1	2006	30000	18	0	 	 
191001	6	7	1	8	2	2004	6000	18	1	1	 
191002	1	8	1	2	1	2005	1000	0	1	1	 
191002	2	8	1	2	1	2006	500	0	1	1	 
191003	1	2	3	1	10	2004	1320	8	1	1	 
191003	2	2	3	1	10	2005	750	8	1	1	 
191004	1	2	1	1	10	2002	500	8	1	1	 
191004	2	2	1	1	10	2003	560	8	1	1	 
191004	3	2	1	1	9	2004	650	8	1	0	12
191004	4	2	1	1	9	2005	900	8	0	 	 
191004	5	7	1	2	10	2005	10000	18	0	 	 
191005	1	7	1	19	2	2006	10000	12	0	 	 
191005	2	6	1	19	4	2005	10000	9	0	 	 
191005	3	4	1	19	4	2006	2000	0	0	 	 
191006	1	16	3	2	3	2006	400	0	0	 	 
191007	1	4	2	3	3	2005	10000	10	0	 	 
191007	2	10	2	2	7	2005	500	0	1	1	 
191007	3	10	2	2	1	2005	500	0	0	 	 
191008	1	7	3	10	3	2004	4000	18	1	1	 
191008	2	8	3	2	3	2006	122	0	1	1	 
191008	3	8	3	2	1	2005	200	0	1	1	 
191009	1	10	2	3	3	2006	1500	0	0	 	 
191009	2	10	2	3	9	2005	2000	0	1	1	 
191010	1	10	2	2	3	2006	160	0	0	 	 
191012	1	2	1	1	9	2002	500	8	1	1	 
191012	2	2	1	1	9	2003	560	8	1	1	 
191012	3	2	1	1	9	2004	650	8	1	1	 
191012	4	2	1	1	9	2005	730	8	1	1	 
191012	5	10	3	2	4	2006	75	0	0	 	 
191013	1	7	9	10	3	2005	10000	18	0	 	 
191014	1	2	1	1	10	2002	250	8	1	1	 
191014	2	2	1	1	10	2004	650	8	0	 	 
191014	3	2	1	1	10	2005	700	8	0	 	 
191014	4	7	1	4	10	2005	10000	18	0	 	 
191014	5	6	1	4	10	2005	700	0	1	1	 
191015	1	6	2	2	12	2006	450	0	1	1	 
191015	2	8	2	7	1	2005	50	0	1	1	 
191016	1	7	2	8	3	2004	10000	15	0	 	 
191016	2	7	1	8	1	2003	10000	15	1	1	 
191017	1	2	1	1	10	2002	250	8	1	0	12
191017	2	2	1	1	10	2003	560	8	1	0	12
191017	3	2	1	1	10	2004	650	8	0	 	 
191017	4	2	1	1	10	2005	750	8	0	 	 
191017	5	7	1	4	8	2005	10000	18	0	 	 
191017	6	6	1	4	4	2005	600	0	0	 	 
191018	1	2	1	1	10	2002	350	8	1	1	 
191018	2	2	1	1	9	2003	520	8	1	1	 
191018	3	2	1	1	10	2004	650	8	1	1	 
191018	4	2	1	1	10	2005	700	8	1	1	 
191018	5	7	0	3	2	2006	20000	15	0	 	 
191018	6	7	19	3	2	2005	10000	15	0	 	 
191019	1	2	1	1	10	2002	350	8	1	1	 
191019	2	2	1	1	10	2003	350	8	1	1	 
191019	3	2	1	1	10	2004	370	8	1	1	 
191019	4	2	1	1	10	2005	370	8	1	1	 
191019	5	16	1	2	3	2004	1000	0	0	 	 
191019	6	16	1	2	3	2004	1000	0	1	1	 
191020	1	7	1	3	10	2004	20000	18	1	1	 
191020	2	7	1	3	10	2005	30000	18	0	 	 
191021	1	6	2	3	5	2006	3000	0	0	 	 
191021	2	8	2	18	11	2004	3000	0	1	1	 
191023	1	10	17	3	4	2006	18000	0	0	 	 
191023	2	10	17	3	77	2005	20000	0	1	0	6
191024	1	2	2	1	9	2002	500	8	1	0	12
191024	2	2	2	1	9	2004	630	8	1	0	11
191024	3	2	2	1	9	2005	700	8	0	 	 
191024	4	7	2	8	4	2005	6000	18	0	 	 
191024	5	8	2	10	5	2003	1000	0	0	 	 
191025	1	6	2	19	8	2005	4800	0	1	1	 
191026	1	7	1	41	4	2003	4000	15	1	1	 
191026	2	10	1	2	3	2006	100	0	1	1	 
191026	3	4	1	2	5	2005	115	0	1	1	 
191028	1	2	1	1	10	2002	350	8	1	1	 
191028	2	2	1	1	10	2003	550	8	1	1	 
191028	3	2	1	1	9	2004	730	8	1	1	 
191028	4	2	1	1	9	2005	750	8	0	 	 
191028	5	7	1	3	6	2003	1500	15	1	1	 
191028	6	8	1	3	5	2005	200	0	0	 	 
191028	7	10	1	2	11	2005	1000	0	0	 	 
191029	1	2	2	2	3	2006	1400	0	0	 	 
191029	2	2	2	2	1	2006	1400	0	1	1	 
191029	3	6	2	2	3	2006	180	0	1	1	 
191029	4	2	2	2	9	2005	1400	0	1	1	 
191031	1	5	1	3	5	2005	5000	18	1	1	 
191032	1	15	1	3	2	2003	3000	15	0	 	 
191032	2	8	1	3	3	2006	3000	0	1	1	 
191033	1	2	1	1	10	2003	550	8	1	1	 
191033	2	2	1	1	10	2004	660	8	1	1	 
191033	3	2	1	1	10	2005	725	8	0	 	 
191033	4	7	1	3	10	2004	20000	15	0	 	 
191034	1	8	2	8	77	2003	2000	0	0	 	 
191035	1	10	1	2	3	2006	50	0	1	1	 
191036	1	7	1	1	7	2003	5000	18	0	 	 
191036	2	10	1	2	3	2006	100	0	0	 	 
191036	3	6	1	2	3	2006	250	5	0	 	 
191037	1	2	1	1	9	2002	500	8	1	1	 
191037	2	2	1	1	9	2003	560	8	1	1	 
191037	3	2	1	1	9	2004	650	8	1	1	 
191037	4	2	1	1	9	2005	686	8	1	1	 
191037	5	7	1	19	9	2005	10000	18	0	 	 
191038	1	6	2	2	3	2006	1500	0	0	 	 
191038	2	6	2	2	2	2006	1500	0	1	1	 
191038	3	6	2	2	1	2006	1500	0	1	1	 
191040	1	5	1	1	10	2002	10000	5	0	 	 
191040	2	8	2	2	10	2005	475	0	0	 	 
191041	1	8	2	10	4	2005	10000	0	1	1	 
191042	1	2	1	1	10	2002	600	8	1	1	 
191042	2	2	1	1	10	2003	600	8	1	0	12
191042	3	2	1	1	10	2004	650	8	1	1	 
191042	4	2	1	1	10	2005	943	8	1	0	11
191043	1	5	1	1	10	2003	13000	5	0	 	 
191044	1	10	1	7	4	2004	9000	5	0	 	 
191044	2	8	1	2	8	2005	5000	0	0	 	 
191045	1	7	1	16	10	2004	10000	18	0	 	 
191046	1	7	2	1	9	2004	5000	18	0	 	 
191046	2	8	2	2	11	2005	2000	0	0	 	 
191046	3	10	2	2	3	2005	400	0	0	 	 
191049	1	5	1	13	4	2004	2000	0	1	1	 
191050	1	6	1	3	5	2004	200000	15	0	 	 
191051	1	2	19	1	10	2003	1200	8	1	0	12
191051	2	2	19	1	10	2004	1200	8	1	0	11
191051	3	2	19	1	10	2005	800	8	0	 	 
191051	4	8	19	2	2	2006	200	0	0	 	 
201002	1	2	1	1	3	2006	480	0	1	1	 
201002	2	2	1	1	9	2005	2360	0	1	1	 
201002	3	2	1	1	10	2004	1050	0	1	1	 
201002	4	2	1	1	10	2003	520	0	1	1	 
201003	1	2	1	1	10	2004	600	7	1	1	 
201003	2	2	1	1	11	2003	600	-77	1	1	 
201003	3	8	4	7	3	2004	2500	0	1	1	 
201004	1	2	1	1	10	2005	1700	-77	1	1	 
201004	2	10	1	2	1	2006	1000	0	0	 	 
201006	1	2	1	1	9	2005	1200	-77	0	 	 
201006	2	2	1	1	10	2004	1000	-77	1	1	 
201006	3	2	1	1	10	2003	800	-77	1	1	 
201007	1	2	1	1	3	2006	600	10	0	 	 
201007	2	2	1	1	10	2005	600	10	0	 	 
201007	3	2	1	1	2	2005	570	10	0	 	 
201007	4	3	1	1	10	2004	560	10	1	1	 
201008	1	2	1	1	10	2004	1200	-77	1	1	 
201008	2	2	1	1	10	2003	1200	-77	1	1	 
201008	3	2	1	1	10	2004	1450	-77	1	1	 
201008	4	2	1	2	10	2005	1450	9.5	1	1	 
201008	5	2	1	1	3	2006	650	-77	0	 	 
201008	6	10	2	7	1	2006	1600	0	0	 	 
201009	1	2	1	1	3	2006	650	-77	0	 	 
201009	2	1	1	1	9	2005	1200	-77	0	 	 
201009	3	2	1	1	3	2005	600	-77	1	1	 
201009	4	2	1	1	9	2004	1000	-77	1	1	 
201009	5	2	1	1	10	2003	1000	-77	1	1	 
201011	1	8	1	1	1	2005	500	0	1	1	 
201013	1	2	1	1	10	2004	1300	-77	1	1	 
201013	2	2	1	1	10	2005	1300	-77	1	1	 
201013	3	2	1	40	4	2005	8500	-77	0	 	 
201015	1	2	1	1	10	2002	600	-77	1	1	 
201015	2	2	1	1	10	2003	600	-77	1	1	 
201015	3	2	1	1	10	72004	700	-77	1	1	 
201015	4	2	1	1	10	2005	700	-77	0	 	 
201015	5	2	1	1	2	2006	700	0	0	 	 
201016	1	2	1	1	10	2005	700	-77	1	1	 
201017	1	2	2	1	10	2002	1000	-77	1	1	 
201017	2	2	1	1	10	2003	1000	-77	1	1	 
201017	3	10	2	10	3	2005	3000	0	0	 	 
201017	4	10	1	8	10	2005	2000	0	0	 	 
201018	1	2	1	1	9	2005	1200	-77	0	 	 
201018	2	2	1	1	3	2006	950	-77	0	 	 
201018	3	2	1	1	9	2004	800	-77	1	1	 
201019	1	2	1	1	2	2006	600	-77	0	 	 
201019	2	2	1	1	10	2005	1350	-77	0	 	 
201019	3	2	1	1	10	2004	1250	-77	1	1	 
201019	4	2	1	1	10	2003	560	-77	1	1	 
201021	1	2	1	1	3	2006	600	-77	0	 	 
201021	2	2	1	1	10	2005	600	-77	0	 	 
201021	3	2	1	1	10	2004	600	-77	1	1	 
201021	4	6	1	19	6	2003	4700	0	0	 	 
201022	1	10	7	3	12	2003	24000	0	1	1	 
201023	1	2	1	1	10	2002	-77	-77	1	1	 
201023	2	2	1	1	10	2003	-77	-77	1	1	 
201023	3	2	1	1	10	2004	1350	-77	1	1	 
201023	4	2	1	1	10	2005	1350	-77	1	1	 
201023	5	10	1	2	3	2005	600	0	1	1	 
201024	1	10	0	7	4	2005	200	0	1	1	 
201026	1	2	1	1	9	2005	1800	-77	0	 	 
201026	2	2	1	1	7	2004	1000	-77	1	1	 
201027	1	10	1	2	2	2006	300	0	0	 	 
201027	2	2	1	1	10	2005	600	16	0	 	 
201027	3	2	1	1	3	2006	600	16	0	 	 
201027	4	2	1	1	10	2004	1200	16	1	1	 
201028	1	2	2	1	10	2005	1200	-77	1	1	 
201028	2	2	2	1	1	2005	400	-77	1	1	 
201028	3	2	2	1	1	2006	400	-77	0	 	 
201029	1	2	1	1	1	2006	690	-77	0	 	 
201029	2	2	1	1	10	2005	690	-77	0	 	 
201029	3	2	1	1	11	2004	650	-77	1	1	 
201029	4	2	1	1	10	2003	600	-77	1	1	 
201030	1	2	1	1	10	2002	-77	-77	1	1	 
201030	2	2	1	1	10	2003	-77	-77	1	1	 
201030	3	2	1	1	10	2004	1200	-77	1	1	 
201030	4	2	1	1	10	2005	1200	-77	0	 	 
201030	5	2	1	1	1	2006	600	-77	0	 	 
201031	1	2	1	1	10	2002	700	-77	1	1	 
201031	2	2	9	1	10	2003	700	-77	1	1	 
201031	3	2	1	1	10	2004	1270	70	1	1	 
201031	4	2	1	2	10	2005	1270	70	1	1	 
201032	1	2	1	1	10	2003	-77	-77	1	1	 
201032	2	2	1	1	10	2004	1300	-77	1	1	 
201032	3	2	1	1	10	2005	1300	-77	1	1	 
201032	4	10	1	2	5	2005	2000	0	1	1	 
201035	1	2	1	1	10	2002	-77	-77	1	1	 
201035	2	2	1	1	10	2003	590	-77	1	1	 
201035	3	2	1	1	10	2004	1100	-77	1	1	 
201035	4	2	1	1	10	2005	1300	-77	1	1	 
201036	1	2	1	1	3	2006	700	12	0	 	 
201036	2	2	1	1	10	2005	1750	12	0	 	 
201036	3	2	1	1	10	2004	1200	12	1	1	 
201036	4	1	1	1	5	2003	1770	18	1	1	 
201036	5	1	1	1	10	2003	1000	12	1	1	 
201038	1	2	1	1	10	2004	600	-77	1	1	 
201039	1	2	1	1	9	2005	1000	-77	0	 	 
201039	2	2	1	1	10	2004	800	-77	1	1	 
201040	1	5	9	3	2	2006	600000	15	0	 	 
201042	1	2	1	1	3	2006	720	-77	0	 	 
201042	2	2	1	1	9	2005	1380	-77	1	1	 
201042	3	2	1	1	9	2004	580	-77	1	1	 
201042	4	2	1	1	10	2003	560	-77	1	1	 
201044	1	2	1	1	10	2002	-77	-77	1	1	 
201044	2	2	1	1	10	2003	-77	-77	1	1	 
201044	3	2	1	1	10	2004	560	-77	1	1	 
201044	4	2	1	1	10	2005	640	-77	1	1	 
201044	5	10	1	2	4	2005	500	0	1	1	 
201046	1	2	1	1	9	2005	1400	-77	1	1	 
201046	2	7	1	1	4	2003	4000	18	1	1	 
201046	3	7	1	1	1	2006	10000	18	0	 	 
201047	1	2	1	1	4	2006	700	-77	0	 	 
201047	2	2	1	1	10	2005	1450	-77	0	 	 
201047	3	2	1	1	3	2005	700	-77	1	1	 
201047	4	2	1	1	10	2004	1300	-77	1	1	 
201047	5	2	1	1	10	2003	1250	-77	1	1	 
201049	1	2	1	1	9	2002	-77	-77	1	1	 
201049	2	2	1	1	9	2003	1340	-77	1	1	 
201049	3	2	1	1	9	2004	1340	-77	1	1	 
201049	4	2	1	1	10	2005	1400	-77	0	 	 
201050	1	8	16	2	8	2004	5000	0	1	1	 
