CHILDID	PLOTID	LAREAR3	LUNITR3	LOWNR3	LUSER3	COLLATR3	TRANSR3	LNDCRTR3	SEECRTR3
ET170096	4	1.5	4	1	5	1	3	2	88
ET170096	5	3	4	1	5	1	3	2	88
ET170096	6	2	4	4	5	0	0	77	88
ET170096	7	2	4	1	5	1	3	2	88
ET170096	8	1	4	1	11	1	3	2	88
ET170096	9	200	17	1	5	1	3	2	88
ET170097	1	2	4	1	10	0	0	2	88
ET170097	2	200	17	3	1	0	0	2	88
ET170098	1	1	4	1	1	1	1	2	88
ET170098	2	2	4	1	5	1	1	2	88
ET170098	3	2	4	1	5	1	1	2	88
ET170098	4	1.5	4	1	5	1	1	2	88
ET170098	5	1	4	1	5	1	1	2	88
ET170098	6	.25	4	1	7	1	1	2	88
ET170099	1	75	17	1	1	1	1	2	88
ET170099	2	2	4	1	10	0	3	2	88
ET170099	3	1	4	1	10	0	3	2	88
ET170099	4	2	4	1	10	0	3	2	88
ET170100	1	2	4	1	2	1	1	2	88
ET170100	2	2	4	1	5	1	2	2	88
ET170100	3	1	4	1	5	1	2	2	88
ET170100	4	1	4	1	5	1	2	2	88
ET170100	5	1	4	1	5	1	2	2	88
ET170100	6	.5	4	1	5	1	2	2	88
ET170100	7	.5	4	4	5	0	0	77	88
ET180001	1	100	17	1	1	1	1	2	88
ET180001	2	1.5	4	1	5	1	1	2	88
ET180001	3	100	17	1	5	1	1	2	88
ET180001	4	12	17	1	13	1	1	2	88
ET180002	1	100	17	1	1	1	1	2	88
ET180002	2	1	4	1	5	1	1	2	88
ET180002	3	1	4	1	5	1	1	2	88
ET180003	1	200	17	1	1	1	1	2	88
ET180003	2	12	17	1	13	1	1	2	88
ET180004	1	.12	4	1	1	1	3	2	88
ET180004	2	.12	4	1	5	1	3	2	88
ET180004	3	.12	4	1	20	1	3	2	88
ET180004	4	.25	4	1	5	1	3	2	88
ET180004	5	.25	4	1	5	1	3	2	88
ET180004	6	.5	4	1	5	1	3	2	88
ET180004	7	.12	4	1	13	1	3	2	88
ET180005	1	.5	4	1	1	1	3	2	88
ET180005	2	.5	4	1	5	1	3	2	88
ET180005	3	1	4	1	5	1	3	2	88
ET180005	4	.5	4	1	5	1	3	2	88
ET180005	5	18	17	1	13	1	3	2	88
ET180006	1	100	17	1	1	1	1	2	88
ET180006	2	1	4	1	5	1	1	2	88
ET180006	3	1	4	1	5	1	1	2	88
ET180006	4	.5	4	1	5	1	1	2	88
ET180006	5	25	17	1	5	1	1	2	88
ET180006	6	12	17	1	13	1	1	2	88
ET180007	1	150	17	1	1	1	1	2	88
ET180007	2	1	4	1	5	1	1	2	88
ET180007	3	2	4	1	5	1	1	2	88
ET180007	4	13.5	17	1	13	1	1	2	88
ET180008	1	16	17	2	1	0	0	77	88
ET180009	1	.12	4	1	1	1	1	2	88
ET180009	3	1	4	4	5	88	0	88	88
ET180009	4	.12	4	1	13	1	1	2	88
ET180010	1	.25	4	1	1	1	0	2	88
ET180010	2	1	4	1	5	1	0	2	88
ET180010	3	1	4	1	5	1	0	2	88
ET180010	4	.25	4	1	5	1	0	2	88
ET180011	1	.25	4	1	1	1	1	2	88
ET180011	2	.5	4	1	5	1	1	2	88
ET180011	3	.5	4	1	5	1	1	2	88
ET180011	4	.12	4	1	13	1	1	2	88
ET180012	1	.25	4	1	1	1	3	2	88
ET180012	2	.75	4	1	5	1	3	2	88
ET180012	3	.75	4	1	5	1	3	2	88
ET180012	4	1	4	4	5	0	0	77	88
ET180012	5	.5	4	4	5	0	0	77	88
ET180012	6	.5	4	4	5	0	0	77	88
ET180012	7	.25	4	1	20	1	3	2	88
ET180012	8	18	17	1	13	1	3	2	88
ET180013	1	.25	4	1	1	1	3	2	88
ET180013	3	.12	4	1	5	1	3	2	88
ET180013	4	.25	4	1	13	1	3	2	88
ET180013	5	.5	4	1	5	1	3	2	88
ET180013	6	1	4	1	5	1	3	2	88
ET180013	7	.5	4	4	5	0	0	77	88
ET180013	8	1	4	1	5	1	3	2	88
ET180014	1	.25	4	1	1	1	1	2	88
ET180014	2	.5	4	1	5	1	1	2	88
ET180014	3	.25	4	1	5	1	1	2	88
ET180014	4	.5	4	1	5	1	1	2	88
ET180014	5	.25	4	1	5	1	1	2	88
ET180014	6	.5	4	1	13	1	1	2	88
ET180015	1	.5	4	1	1	1	3	2	88
ET180015	3	.25	4	1	5	1	3	2	88
ET180015	4	.25	4	1	5	1	3	2	88
ET180015	5	1	4	1	5	1	3	2	88
ET180015	6	.25	4	4	5	0	0	77	88
ET180015	7	67.5	17	1	13	1	3	2	88
ET180016	1	140	17	1	1	1	1	2	88
ET180016	2	1	4	1	5	1	1	2	88
ET180016	3	1	4	1	5	1	1	2	88
ET180016	4	1	4	1	5	1	1	2	88
ET180016	5	.5	4	1	5	1	1	2	88
ET180016	6	.25	4	1	5	1	1	2	88
ET180016	7	30	17	1	13	1	1	2	88
ET180017	1	25	17	2	1	0	0	77	88
ET180018	1	400	17	1	1	1	1	2	88
ET180018	2	.25	4	1	5	1	1	2	88
ET180018	3	.25	4	1	10	1	1	2	88
ET180018	4	1	4	1	5	1	1	2	88
ET180018	5	.12	4	1	13	1	1	2	88
ET180019	1	.25	4	1	1	1	1	2	88
ET180019	2	1	4	1	5	1	1	2	88
ET180019	3	1	4	1	5	1	1	2	88
ET180019	4	.25	4	1	5	1	1	2	88
ET180019	5	.25	4	1	13	1	1	2	88
ET180020	1	300	17	1	1	1	1	2	88
ET180020	2	2	4	1	5	0	2	2	88
ET180020	3	400	17	1	5	0	2	2	88
ET180020	4	.5	4	1	13	0	2	2	88
ET180021	1	.25	4	1	1	1	1	2	88
ET180021	2	1	4	1	5	0	0	2	88
ET180021	3	1	4	1	5	0	0	2	88
ET180021	4	.25	4	1	5	0	0	2	88
ET180021	5	.25	4	1	13	0	2	2	88
ET180022	1	200	17	1	1	1	0	2	88
ET180022	2	2	4	1	5	1	0	2	88
ET180022	3	1	4	1	5	1	0	2	88
ET180022	4	.5	4	1	5	1	0	2	88
ET180022	5	25	17	1	5	1	0	2	88
ET180022	6	.12	4	1	13	0	1	2	88
ET180023	1	25	17	2	1	1	0	1	2
ET180024	1	150	17	1	1	1	1	2	88
ET180024	2	.12	4	1	5	1	1	2	88
ET180024	3	.5	4	1	5	1	1	2	88
ET180024	4	.5	4	1	5	1	1	2	88
ET180024	5	.5	4	1	5	1	1	2	88
ET180024	6	.5	4	4	5	0	0	2	88
ET180024	7	.5	4	1	13	1	1	2	88
ET180024	8	.25	4	1	13	1	1	2	88
ET180024	9	.25	4	1	13	1	1	2	88
ET180025	1	500	17	1	1	0	0	2	88
ET180025	2	.25	4	1	5	0	0	2	88
ET180025	3	200	17	1	20	0	0	2	88
ET180025	4	1	4	1	5	0	0	2	88
ET180025	5	.5	4	1	5	0	0	2	88
ET180025	6	.25	4	1	13	1	1	2	88
ET180026	1	300	17	1	1	1	1	2	88
ET180026	2	200	17	1	5	1	1	2	88
ET180026	4	1.5	4	1	5	1	1	2	88
ET180026	5	.5	4	1	5	1	1	2	88
ET180026	6	100	17	1	13	0	1	2	88
ET180026	7	1	4	4	5	0	0	2	88
ET180027	1	500	17	1	1	0	1	2	88
ET180027	2	.25	4	1	5	0	1	2	88
ET180027	3	1	4	1	5	0	1	2	88
ET180027	4	1	4	1	5	0	1	2	88
ET180027	5	1	4	1	5	0	1	2	88
ET180027	6	45	17	1	13	0	1	2	88
ET180028	1	.25	4	1	1	1	1	2	88
ET180028	2	.12	4	1	5	1	1	2	88
ET180028	3	1	4	4	5	0	0	2	88
ET180028	4	.12	4	1	13	1	1	2	88
ET180029	1	.25	4	1	1	1	3	2	88
ET180029	2	.25	4	1	20	1	3	2	88
ET180029	3	.5	4	1	5	1	3	2	88
ET180029	4	.5	4	1	5	1	3	2	88
ET180029	5	.5	4	1	5	1	3	2	88
ET180029	6	1	4	1	5	1	3	2	88
ET180029	7	1	4	1	5	1	3	2	88
ET180029	8	12	17	1	13	1	3	2	88
ET180031	1	56	17	1	1	0	0	2	88
ET180031	2	2	4	1	5	0	0	2	88
ET180031	3	.5	7	1	5	0	0	2	88
ET180031	4	36	17	1	13	0	0	2	88
ET180031	5	15	17	1	5	0	0	2	88
ET180032	1	.25	4	1	1	0	1	2	88
ET180032	2	.5	4	1	5	0	1	2	88
ET180032	3	.5	4	1	5	0	1	2	88
ET180032	4	.5	4	1	5	0	1	2	88
ET180032	5	.5	4	1	5	0	1	2	88
ET180032	6	.5	4	1	5	0	1	2	88
ET180032	7	.25	4	1	5	0	1	2	88
ET180032	8	.25	4	1	13	0	1	2	88
ET180033	1	.12	4	3	1	0	1	2	88
ET180033	2	.5	4	1	5	1	1	2	88
ET180033	3	.5	4	1	5	1	1	2	88
ET180033	4	.5	4	1	11	1	1	2	88
ET180033	5	.5	4	1	5	1	1	2	88
ET180033	6	.12	4	1	13	1	1	2	88
ET180034	1	200	17	1	1	0	1	2	88
ET180034	2	.25	4	1	5	1	1	2	88
ET180035	1	.25	4	1	1	0	1	2	88
ET180035	2	.5	4	1	5	0	1	2	88
ET180035	3	1	4	1	5	0	1	2	88
ET180035	4	.5	4	1	5	0	1	2	88
ET180035	5	.25	4	1	13	0	1	2	88
ET180036	1	150	17	1	1	1	1	2	88
ET180036	2	1	4	1	5	1	1	2	88
ET180036	3	2	4	1	5	1	1	2	88
ET180036	4	.5	4	1	5	1	1	2	88
ET180036	5	.5	4	1	5	1	1	2	88
ET180036	6	1	4	4	5	0	0	88	88
ET180036	7	12	17	1	13	0	0	2	88
ET180036	8	100	17	1	20	1	1	2	88
ET180037	1	300	17	1	1	1	1	2	88
ET180037	2	1	4	1	5	1	1	2	88
ET180037	3	.5	4	1	5	1	1	2	88
ET180037	4	.5	4	1	13	1	1	2	88
ET180037	5	.5	4	3	5	0	0	2	88
ET180038	1	140	17	2	1	0	0	77	88
ET180039	1	500	17	1	1	1	1	2	88
ET180039	2	2	4	1	5	0	2	2	88
ET180039	3	.5	4	1	5	0	2	2	88
ET180039	4	.5	4	1	5	0	2	2	88
ET180039	5	.25	4	1	13	0	2	2	88
ET180040	1	.25	4	1	1	1	3	2	88
ET180040	2	.75	4	1	5	1	3	2	88
ET180040	3	.5	4	1	5	1	3	2	88
ET180040	4	.5	4	1	5	1	3	2	88
ET180040	5	1	4	1	5	1	3	2	88
ET180040	6	6.25	4	1	5	1	3	2	88
ET180041	1	100	17	1	1	1	1	2	88
ET180041	2	1	4	1	5	1	1	2	88
ET180041	3	1.5	4	1	5	1	1	2	88
ET180041	4	100	17	1	5	1	1	2	88
ET180041	5	1	20	1	13	1	1	2	88
ET180042	1	600	17	1	1	1	1	2	88
ET180042	2	140	17	1	20	1	1	2	88
ET180042	3	1	4	1	5	1	1	2	88
ET180042	4	.25	4	1	5	1	1	2	88
ET180042	5	200	17	1	13	1	1	2	88
ET180043	1	250	17	1	1	0	1	2	88
ET180043	2	1	4	1	5	1	1	2	88
ET180043	3	.12	4	1	5	0	1	2	88
ET180043	4	.12	4	1	13	1	1	2	88
ET180044	1	.25	4	1	1	0	1	2	88
ET180044	2	3	4	1	5	0	2	2	88
ET180044	3	1	4	1	5	0	2	2	88
ET180044	4	.25	4	1	13	0	2	2	88
ET180044	5	.5	4	1	5	0	2	2	88
ET180044	6	.5	4	1	5	0	2	2	88
ET180045	1	.25	4	1	1	1	1	2	88
ET180045	2	1	4	1	5	1	1	2	88
ET180045	3	.25	4	1	5	1	1	2	88
ET180045	4	1.5	4	1	5	1	1	2	88
ET180045	5	1.5	4	1	5	1	1	2	88
ET180045	6	1	4	1	5	1	1	2	88
ET180045	7	1	4	4	5	0	0	2	88
ET180045	8	1	4	4	5	0	0	2	88
ET180045	9	1	4	1	13	1	1	2	88
ET180045	10	1	4	4	5	0	1	2	88
ET180045	11	1	4	4	5	0	0	2	88
ET180045	12	1	4	4	5	0	0	2	88
ET180045	13	1	4	4	5	0	0	2	88
ET180045	14	1	4	4	5	0	0	2	88
ET180045	15	.5	4	1	5	1	1	2	88
ET180045	16	.25	4	1	5	1	1	2	88
ET180046	1	.25	4	1	1	0	1	2	88
ET180046	2	.25	4	1	5	0	1	2	88
ET180046	3	.5	4	1	5	0	1	2	88
ET180046	4	.25	4	1	5	0	1	2	88
ET180046	5	.25	4	1	5	0	1	2	88
ET180046	6	.25	4	1	20	0	1	2	88
ET180046	7	1	4	1	5	0	1	2	88
ET180047	1	200	17	1	1	1	1	2	88
ET180047	2	.12	4	1	5	0	1	2	88
ET180047	3	1.5	4	1	5	1	1	2	88
ET180047	4	.5	4	1	5	1	1	2	88
ET180047	5	.5	4	1	13	1	1	2	88
ET180048	1	200	17	1	1	1	3	2	88
ET180048	2	100	17	1	20	1	3	2	88
ET180048	3	100	17	1	5	1	3	2	88
ET180048	4	.25	4	1	13	1	3	2	88
ET180048	5	1	4	1	5	1	3	2	88
ET180048	6	1	4	1	5	1	3	2	88
ET180048	7	1	4	1	5	1	3	2	88
ET180048	8	1	4	1	5	1	3	2	88
ET180049	1	300	17	1	1	0	1	2	88
ET180049	2	1	4	1	10	1	1	2	88
ET180049	3	1	4	1	10	1	1	2	88
ET180049	4	1	4	1	10	1	1	2	88
ET180049	5	200	17	1	13	0	1	2	88
ET180050	1	.5	4	1	1	1	1	2	88
ET180050	2	1	4	1	5	1	1	2	88
ET180050	3	2	4	1	5	1	1	2	88
ET180050	4	2	4	1	5	1	1	2	88
ET180050	5	.25	4	1	13	1	1	2	88
ET180050	6	2	4	4	5	0	0	2	88
ET180050	7	.25	4	1	5	0	1	2	88
ET180051	1	400	17	1	1	1	1	2	88
ET180051	2	1	4	1	5	1	1	2	88
ET180051	3	1	4	1	5	1	1	2	88
ET180051	4	1	4	1	5	1	1	2	88
ET180051	5	2	4	4	5	0	0	2	88
ET180051	6	1	4	4	1	0	0	2	88
ET180051	7	2	20	4	13	0	0	2	88
ET180051	8	225	17	1	20	0	1	2	88
ET180052	1	160	17	1	1	1	2	2	88
ET180052	2	.12	4	1	5	1	2	2	88
ET180052	3	1	4	1	5	1	2	2	88
ET180052	4	1.25	4	1	5	1	2	2	88
ET180052	5	.25	4	1	5	1	2	2	88
ET180052	6	1	4	4	5	0	0	2	88
ET180052	7	.12	4	1	13	1	2	2	88
ET180052	8	40	17	1	20	1	2	2	88
ET180053	1	.25	4	1	1	0	1	2	88
ET180053	2	.5	4	1	5	0	1	2	88
ET180053	3	.5	4	1	5	0	1	2	88
ET180053	4	1	4	1	5	0	1	2	88
ET180053	5	1	4	1	5	0	1	2	88
ET180053	6	.5	4	1	5	0	1	2	88
ET180053	7	.5	4	1	11	0	1	2	88
ET180053	8	.5	4	1	11	0	1	2	88
ET180053	9	.25	4	1	5	0	1	2	88
ET180053	10	.25	4	1	13	0	1	2	88
ET180054	1	100	17	3	1	0	0	2	88
ET180055	1	.12	4	1	1	1	3	2	88
ET180055	2	.12	4	1	5	1	3	2	88
ET180055	3	1	4	1	5	1	3	2	88
ET180055	4	1	4	1	5	1	3	2	88
ET180055	5	1	4	1	5	1	3	2	88
ET180055	6	12	17	1	13	1	3	2	88
ET180055	7	.12	4	1	20	1	3	2	88
ET180056	1	225	17	1	1	0	1	2	88
ET180056	2	300	17	1	5	0	1	2	88
ET180056	3	1	4	1	5	1	1	2	88
ET180056	4	1	4	1	5	1	1	2	88
ET180056	5	1	4	1	5	1	1	2	88
ET180056	6	150	17	1	13	1	1	2	88
ET180057	1	.25	4	1	1	0	2	2	88
ET180057	2	.12	4	1	5	0	2	2	88
ET180057	3	1	4	1	5	0	2	2	88
ET180057	4	.12	4	1	5	0	2	2	88
ET180057	5	.5	4	1	5	0	2	2	88
ET180057	6	2	4	1	5	0	2	2	88
ET180057	7	300	17	1	13	0	0	2	88
ET180057	8	.12	4	1	20	0	0	2	88
ET180058	1	.5	4	1	1	1	1	2	88
ET180058	2	.12	4	1	20	1	1	2	88
ET180058	3	.25	4	1	5	1	1	2	88
ET180058	4	.25	4	1	5	1	1	2	88
ET180058	5	.5	4	1	5	1	1	2	88
ET180058	6	1	4	1	11	1	1	2	88
ET180058	7	.12	4	1	13	1	1	2	88
ET180059	1	.5	4	1	1	0	2	2	88
ET180059	2	45	17	1	5	0	2	2	88
ET180059	3	1	4	1	11	0	2	2	88
ET180059	4	1	4	1	5	0	2	2	88
ET180059	5	1.5	4	1	5	0	2	2	88
ET180059	6	1	4	1	5	0	2	2	88
ET180060	1	200	17	1	1	1	1	2	88
ET180060	2	50	17	1	5	0	1	2	88
ET180060	3	100	17	1	20	0	1	2	88
ET180060	4	100	17	1	13	1	1	2	88
ET180060	5	1	4	1	5	1	1	2	88
ET180060	6	1	4	1	5	1	1	2	88
ET180060	7	1	4	1	5	1	1	2	88
ET180060	8	2	4	1	11	1	1	2	88
ET180061	1	.25	4	1	1	1	3	2	88
ET180061	2	1	4	1	5	1	3	2	88
ET180061	3	1	4	1	5	1	3	2	88
ET180061	4	1	4	1	5	1	3	2	88
ET180062	1	300	17	1	1	1	1	2	88
ET180062	2	1	4	1	5	1	1	2	88
ET180062	3	1	4	1	5	1	1	2	88
ET180062	4	.25	4	1	5	1	1	2	88
ET180062	5	.5	4	1	5	1	1	2	88
ET180062	6	.25	4	1	13	1	1	2	88
ET180062	7	80	17	1	13	1	1	2	88
ET180062	8	.25	4	1	20	1	1	2	88
ET180063	1	600	17	1	1	0	1	2	88
ET180063	2	.12	4	1	5	0	1	2	88
ET180063	3	1	4	1	5	0	1	2	88
ET180063	4	.25	4	1	5	0	1	2	88
ET180063	5	1	4	1	5	0	1	2	88
ET180063	6	.25	4	1	5	0	1	2	88
ET180063	7	.25	4	1	11	0	1	2	88
ET180063	8	200	17	1	13	0	1	2	88
ET180063	9	.12	4	1	5	0	1	2	88
ET180063	10	.12	4	1	20	0	1	2	88
ET180063	11	200	17	1	5	0	1	2	88
ET180064	1	300	17	1	1	1	1	2	88
ET180064	2	1.5	4	1	5	1	2	2	88
ET180064	3	1.5	4	1	5	1	2	2	88
ET180064	4	.25	4	1	5	1	2	2	88
ET180064	5	.25	4	1	5	1	2	2	88
ET180064	6	300	17	1	13	1	2	2	88
ET180065	1	400	17	1	1	1	1	2	88
ET180065	2	1	4	1	5	1	1	2	88
ET180065	3	1	4	1	5	1	1	2	88
ET180065	4	1	4	1	5	1	1	2	88
ET180065	5	500	17	1	13	1	1	2	88
ET180066	1	.25	4	1	1	1	1	2	88
ET180066	2	.5	4	1	5	1	1	2	88
ET180066	3	1.5	4	1	5	1	1	2	88
ET180066	4	1	4	1	5	1	1	2	88
ET180066	5	.25	4	1	20	1	1	2	88
ET180066	6	.25	4	1	5	0	1	2	88
ET180067	1	.5	4	1	1	0	1	2	88
ET180067	2	1	4	1	5	0	1	2	88
ET180067	3	1	4	1	5	0	1	2	88
ET180067	4	1	4	1	5	0	1	2	88
ET180067	5	1	4	1	5	0	1	2	88
ET180067	6	.5	4	1	13	0	1	2	88
ET180068	1	.5	4	1	1	1	1	2	88
ET180068	2	1.5	4	1	5	1	2	2	88
ET180068	3	1	4	1	5	1	2	2	88
ET180068	4	50	17	1	13	1	2	2	88
ET180069	1	.25	4	1	1	1	3	2	88
ET180069	2	.5	4	1	5	1	3	2	88
ET180069	3	.75	4	4	5	0	0	2	88
ET180069	4	.25	4	1	5	1	3	2	88
ET180069	5	.25	4	1	5	1	3	2	88
ET180070	1	250	17	1	1	1	1	1	2
ET180071	1	.25	4	1	1	1	3	2	88
ET180071	2	.25	4	1	5	1	3	2	88
ET180071	3	.5	4	1	5	1	3	2	88
ET180071	4	1	4	1	5	1	3	2	88
ET180071	5	1	4	1	5	1	3	2	88
ET180071	6	1	4	1	5	1	3	2	88
ET180071	7	12	17	1	13	1	3	2	88
ET180072	1	600	17	1	1	1	1	2	88
ET180072	2	2	4	1	5	0	2	2	88
ET180072	3	2	4	1	5	0	2	2	88
ET180072	4	2	4	4	5	0	0	2	88
ET180072	5	100	17	1	13	0	2	2	88
ET180073	1	.25	4	1	1	1	3	2	88
ET180073	2	1	4	1	5	1	3	2	88
ET180073	3	1	4	1	5	1	3	2	88
ET180073	4	.75	4	1	5	1	3	2	88
ET180073	5	1	20	1	13	1	3	2	88
ET180074	1	16	17	2	1	0	0	1	2
ET180074	2	2	4	1	10	1	1	2	88
ET180074	3	12	4	1	13	1	1	2	88
ET180075	1	500	17	1	1	0	2	2	88
ET180075	2	2	4	1	5	0	2	2	88
ET180075	3	2	4	1	5	0	2	2	88
ET180075	4	700	17	1	5	0	2	2	88
ET180075	5	1	4	1	13	0	2	2	88
ET180076	1	.25	4	1	1	1	1	2	88
ET180076	2	.12	4	1	5	1	1	2	88
ET180076	3	.25	4	1	5	1	1	2	88
ET180076	4	1	4	4	5	88	0	2	88
ET180076	5	.12	4	1	13	1	1	2	88
ET180077	1	.5	4	1	1	1	3	2	88
ET180077	2	1	4	1	5	1	3	2	88
ET180077	3	.5	4	1	5	1	3	2	88
ET180077	4	.5	4	1	5	1	3	2	88
ET180077	5	.5	4	1	5	1	3	2	88
ET180079	1	12	17	2	1	0	0	2	88
ET180079	2	.12	4	3	5	0	0	2	88
ET180080	1	300	17	1	1	1	1	2	88
ET180080	2	1	4	1	5	0	2	2	88
ET180080	3	1	4	1	5	0	2	2	88
ET180080	4	.5	4	1	5	0	2	2	88
ET180080	5	1	4	1	5	0	2	2	88
ET180080	6	.25	4	1	5	0	2	2	88
ET180080	7	300	17	1	13	0	2	2	88
ET180081	1	400	17	1	1	1	1	2	88
ET180081	2	.5	4	1	5	1	1	2	88
ET180081	3	.5	4	1	13	1	1	2	88
ET180082	1	600	17	1	1	1	1	2	88
ET180082	2	2	4	1	5	0	2	2	88
ET180082	3	1	4	1	5	0	2	2	88
ET180082	4	.5	4	1	5	0	2	2	88
ET180082	5	.5	4	1	13	0	2	2	88
ET180082	6	.25	4	1	20	0	2	2	88
ET180083	1	200	17	1	1	0	1	2	88
ET180083	2	.25	4	1	5	0	1	2	88
ET180083	3	.5	4	1	5	0	1	2	88
ET180083	4	.25	4	1	5	0	1	2	88
ET180083	5	.5	4	1	5	0	1	2	88
ET180083	6	2	4	1	10	0	1	2	88
ET180083	7	.25	4	1	20	0	0	2	88
ET180084	1	.25	4	1	1	0	1	2	88
ET180084	2	.5	4	1	5	0	1	2	88
ET180084	3	.5	4	1	5	0	1	2	88
ET180084	4	.5	4	1	5	0	1	2	88
ET180084	5	.25	4	1	13	0	1	2	88
ET180085	1	.12	4	1	1	1	1	2	88
ET180085	2	.12	4	1	5	1	1	2	88
ET180085	3	2	4	1	5	1	1	2	88
ET180085	4	.12	4	1	13	1	1	2	88
ET180086	1	200	17	1	1	1	1	2	88
ET180086	2	100	17	1	20	0	1	2	88
ET180086	3	.5	4	1	5	1	1	2	88
ET180086	4	.5	4	1	5	1	1	2	88
ET180087	1	200	17	1	1	1	1	2	88
ET180087	2	.5	4	1	5	0	1	2	88
ET180087	3	350	17	1	20	0	1	2	88
ET180087	4	1.25	4	1	5	1	1	2	88
ET180087	5	1	4	1	5	1	1	2	88
ET180087	6	2	4	1	5	1	1	2	88
ET180087	7	.25	4	1	13	1	1	2	88
ET180088	1	.25	4	1	1	0	1	2	88
ET180088	2	1	4	1	5	0	1	2	88
ET180088	3	1	4	1	5	0	1	2	88
ET180088	4	1	4	1	5	0	1	2	88
ET180088	5	.25	4	1	5	0	1	2	88
ET180088	6	.25	4	1	13	0	1	2	88
ET180089	1	16	17	2	1	0	0	1	2
ET180089	2	.5	4	1	10	1	1	2	88
ET180090	1	.25	4	1	1	0	1	2	88
ET180090	2	.5	4	1	5	0	1	2	88
ET180090	3	.5	4	1	5	0	1	2	88
ET180090	4	.5	4	1	5	0	1	2	88
ET180090	5	.25	4	1	13	0	1	2	88
ET180091	1	300	17	1	1	1	1	2	88
ET180091	2	.12	4	1	5	0	1	2	88
ET180091	3	1	4	1	5	1	1	2	88
ET180091	4	1	4	4	5	0	0	2	88
ET180091	5	.5	4	4	11	0	0	2	88
ET180092	1	.25	4	1	1	0	1	2	88
ET180092	2	1	4	1	5	0	1	2	88
ET180092	3	1	4	1	5	0	1	2	88
ET180092	4	.5	4	1	5	0	1	2	88
ET180092	5	.25	4	1	5	0	1	2	88
ET180092	6	.25	4	1	20	0	1	2	88
ET180093	1	200	17	1	1	1	1	2	88
ET180093	2	.75	4	1	5	1	1	2	88
ET180093	3	1.25	4	1	5	1	1	2	88
ET180093	4	.12	4	1	13	1	1	2	88
ET180094	1	140	17	1	1	1	1	2	88
ET180094	2	2	4	1	5	1	1	2	88
ET180094	3	1	4	1	5	1	1	2	88
ET180094	4	2	4	1	5	1	1	2	88
ET180094	5	.25	4	1	5	1	1	2	88
ET180094	6	.25	4	1	7	1	1	2	88
ET180094	7	18	3	1	13	1	1	2	88
ET180095	1	300	17	1	1	1	1	2	88
ET180095	2	.12	4	1	5	0	1	2	88
ET180095	3	1	4	1	10	1	2	2	88
ET180095	4	.5	4	1	10	1	2	2	88
ET180095	5	.12	4	1	13	0	2	2	88
ET180096	1	400	17	1	1	1	1	2	88
ET180096	2	1	4	1	5	1	1	2	88
ET180096	3	1	4	1	5	1	1	2	88
ET180096	4	1	4	1	5	1	1	2	88
ET180096	5	1	4	1	5	1	1	2	88
ET180096	6	.5	4	1	5	1	1	2	88
ET180096	7	2	4	1	13	1	1	2	88
ET180097	1	300	17	1	1	0	1	2	88
ET180097	2	1	4	1	5	1	1	2	88
ET180097	3	.5	4	1	5	1	1	2	88
ET180097	4	1.5	4	1	5	1	1	2	88
ET180097	5	.12	4	1	13	1	1	2	88
ET180100	1	400	17	1	1	0	0	2	88
ET180100	2	1.5	4	1	5	0	1	2	88
ET190001	1	250	17	3	1	0	0	2	88
ET190001	2	4	4	1	10	1	1	2	88
ET190001	3	4	17	1	9	1	1	1	2
ET190002	1	20	17	2	1	0	0	77	88
ET190003	1	20	17	2	1	0	0	77	88
ET190003	2	.5	4	1	11	0	1	2	88
ET190004	1	300	17	1	3	1	1	2	88
ET190005	1	162	17	1	3	1	1	1	2
ET190005	2	500	17	1	9	1	1	1	2
ET190005	3	1	4	1	10	1	1	2	88
ET190006	1	30	17	2	1	0	0	77	88
ET190007	1	32	17	2	1	0	0	77	88
ET190008	1	25	17	2	1	0	0	77	88
ET190009	1	400	17	2	3	0	0	77	88
ET190010	1	562.5	17	1	1	1	1	1	2
ET190011	1	25	17	3	1	0	0	77	88
ET190012	1	12	17	2	1	0	0	77	88
ET190014	1	20	17	1	1	1	1	1	1
ET190014	2	1	4	1	11	1	1	2	88
ET190015	1	250	17	1	3	1	1	1	2
ET190016	1	500	17	1	3	1	1	1	1
ET190017	1	250	17	1	3	1	1	1	2
ET190017	2	32	17	1	9	1	1	1	2
ET190017	3	200	17	1	11	1	1	1	2
ET190017	4	175	17	1	11	1	1	1	2
ET190017	5	1	4	1	5	1	0	2	88
ET190018	1	250	17	1	3	1	1	1	1
ET190018	2	1	4	1	10	0	0	2	88
ET190018	3	1	4	1	10	0	0	2	88
ET190018	4	200	17	1	13	0	0	2	88
ET190019	1	250	17	1	1	1	1	1	1
ET190020	1	250	17	1	1	1	1	1	2
ET190020	2	1	4	1	10	1	1	2	88
ET190020	3	300	17	1	13	1	1	2	88
ET190021	1	150	17	1	1	1	1	1	1
ET190021	2	25	17	1	8	1	1	1	1
ET190022	1	250	17	1	1	1	1	1	2
ET190022	2	1	4	1	10	1	2	2	88
ET190022	3	.12	4	1	13	1	2	2	88
ET190024	1	400	17	1	11	1	1	1	88
ET190024	2	1	4	1	5	0	1	2	88
ET190024	3	1	4	1	5	0	1	2	88
ET190024	4	.25	4	1	5	0	1	2	88
ET190024	5	60	17	1	1	1	1	1	2
ET190025	1	200	17	1	1	0	0	1	1
ET190025	2	1	4	1	5	0	0	2	88
