CHILDID	PLOTID	LAREAR3	LUNITR3	LOWNR3	LUSER3	COLLATR3	TRANSR3	LNDCRTR3	SEECRTR3
ET070007	4	.5	4	3	5	1	1	2	88
ET070007	5	1	4	3	5	1	1	2	88
ET070007	6	1	4	4	5	0	0	2	88
ET070007	7	.5	4	2	13	0	0	2	88
ET070008	1	.5	4	1	2	0	1	1	1
ET070008	2	1	4	1	5	0	3	1	1
ET070008	3	.5	4	1	5	0	3	1	1
ET070008	4	.5	4	1	5	0	3	1	1
ET070008	5	.5	4	1	5	0	3	1	1
ET070008	6	1	4	4	5	88	0	2	88
ET070009	1	.5	4	1	1	1	1	1	2
ET070009	2	2	4	1	5	1	1	1	2
ET070009	3	1	4	1	5	1	1	1	2
ET070009	4	1	4	1	5	1	1	1	2
ET070010	1	.25	4	3	1	0	0	2	88
ET070010	2	1	4	3	5	0	0	2	88
ET070010	3	1	4	3	5	0	0	2	88
ET070010	4	1	4	3	5	0	0	2	88
ET070011	1	.5	4	1	1	1	1	1	1
ET070011	2	1.5	4	1	5	1	1	1	1
ET070011	3	.5	4	1	5	1	1	1	1
ET070011	4	2	4	1	5	1	1	1	1
ET070012	1	.25	4	1	1	0	1	1	1
ET070012	2	.75	4	1	10	0	1	1	1
ET070012	3	.25	4	1	10	0	1	1	1
ET070012	4	.25	4	1	10	0	1	1	1
ET070013	1	.5	4	1	2	0	0	2	88
ET070013	2	1	4	1	5	0	0	2	88
ET070014	1	.25	4	1	1	1	1	2	88
ET070014	2	1	4	1	5	1	1	2	88
ET070014	3	1	4	1	5	1	1	2	88
ET070014	4	2	4	4	5	0	0	2	88
ET070014	5	2	4	4	5	0	0	2	88
ET070014	6	1	4	4	5	0	0	2	88
ET070015	1	.25	4	1	1	1	1	1	1
ET070015	2	2	4	1	5	1	1	1	1
ET070015	3	.5	4	1	5	1	1	1	1
ET070015	4	.5	4	1	5	1	1	1	1
ET070015	5	2	4	4	5	88	0	77	88
ET070016	1	.5	4	1	2	1	1	1	1
ET070016	2	2	4	1	5	1	1	1	1
ET070016	3	2	4	1	5	1	1	1	1
ET070016	4	2	4	1	5	1	1	1	1
ET070017	1	.5	4	1	2	1	1	1	1
ET070017	2	1.5	4	1	5	1	1	1	1
ET070017	3	.5	4	1	5	1	1	1	1
ET070017	4	.25	4	1	5	1	1	2	1
ET070017	5	1	4	4	5	0	0	2	2
ET070018	1	.5	4	1	2	1	1	1	1
ET070018	2	1	4	1	5	1	1	1	1
ET070018	3	1	4	1	5	1	1	1	1
ET070018	4	.5	4	1	5	1	1	1	1
ET070018	5	.25	4	1	5	1	1	1	1
ET070019	1	800	17	1	1	0	0	2	88
ET070019	2	2	4	1	5	1	1	1	1
ET070019	3	.5	4	1	5	1	1	1	1
ET070019	4	.5	4	1	5	1	1	1	1
ET070019	5	.5	4	4	5	0	0	2	88
ET070019	6	.5	4	4	5	0	0	2	88
ET070020	1	250	17	1	3	1	1	1	1
ET070020	2	1	4	1	5	1	1	2	88
ET070020	3	1	4	1	5	1	1	2	88
ET070020	4	1	4	1	5	1	1	2	88
ET070020	5	2	4	4	5	0	0	2	88
ET070020	6	.5	4	1	5	1	1	2	88
ET070021	1	.5	4	1	1	1	1	1	1
ET070021	2	3	4	1	5	1	1	1	1
ET070021	3	.5	4	1	5	1	1	1	1
ET070021	4	1.5	4	1	5	1	1	1	1
ET070021	5	1	4	4	5	0	0	88	88
ET070022	1	.25	4	1	2	1	1	2	88
ET070022	2	3	4	1	5	1	1	2	88
ET070022	3	.5	4	1	5	1	1	2	88
ET070022	4	1	4	1	5	1	1	2	88
ET070023	1	.5	4	1	2	1	1	1	1
ET070023	2	.5	4	1	5	1	1	1	1
ET070023	3	.5	4	1	5	1	1	1	1
ET070023	4	1	4	1	5	1	1	1	1
ET070023	5	1	4	1	6	1	1	2	88
ET070023	6	1	4	1	6	1	1	2	88
ET070024	1	.25	4	1	1	1	1	2	88
ET070024	2	1	4	1	5	1	1	1	1
ET070024	3	.5	4	1	5	1	1	1	1
ET070024	4	.5	4	1	5	1	1	1	1
ET070024	5	2	4	1	5	1	1	2	88
ET070024	6	.5	4	1	5	1	1	2	88
ET070025	1	.5	4	6	2	0	0	2	88
ET070025	2	1	4	6	5	0	0	2	88
ET070025	3	1	4	6	5	0	0	2	88
ET070026	1	.25	4	1	2	1	1	1	1
ET070026	2	2	4	1	5	1	1	1	1
ET070026	3	1.5	4	1	5	1	1	1	1
ET070026	4	1	4	1	5	1	1	1	1
ET070026	5	.25	4	1	5	1	1	1	1
ET070026	6	.25	4	1	7	1	1	1	1
ET070027	1	1	4	1	10	1	1	2	88
ET070027	2	1	4	1	10	1	1	2	88
ET070027	3	1	4	1	10	1	1	2	88
ET070027	4	1	4	1	10	1	1	2	88
ET070027	5	.5	4	1	1	1	1	2	88
ET070028	1	.5	4	1	2	1	1	2	88
ET070029	1	.5	4	1	1	1	1	1	1
ET070029	2	4	4	1	10	1	1	1	1
ET070030	1	1	4	1	1	0	0	2	88
ET070030	2	1.5	4	1	5	0	0	2	88
ET070030	3	.5	4	1	5	0	0	2	88
ET070031	1	.5	4	1	1	1	1	1	2
ET070031	2	5	4	1	5	1	1	1	2
ET070031	3	3	4	1	5	1	1	1	2
ET070031	4	.5	4	1	5	1	1	1	2
ET070031	5	.5	4	1	5	1	1	1	2
ET070031	6	2	4	4	5	88	0	2	88
ET070031	7	2	4	4	5	88	0	2	88
ET070032	1	.5	4	1	2	0	0	2	88
ET070032	2	1	4	1	5	0	0	2	88
ET070032	3	.5	4	1	5	0	0	2	88
ET070032	4	.5	4	1	5	0	0	2	88
ET070032	5	1	4	1	5	0	0	2	88
ET070032	6	1	4	4	5	0	0	2	88
ET070032	7	.5	4	4	5	0	0	2	88
ET070033	1	.25	4	1	1	1	1	1	1
ET070033	2	1	4	1	5	1	1	1	1
ET070033	3	1	4	1	5	1	1	1	1
ET070033	4	1	4	1	5	1	1	1	1
ET070033	5	.5	4	1	5	1	1	1	1
ET070033	6	.5	4	1	5	1	1	1	1
ET070033	7	.5	4	1	6	1	1	1	1
ET070034	1	245	17	1	1	1	1	2	88
ET070034	2	1	4	1	5	1	1	1	1
ET070034	3	1	4	1	5	1	1	1	1
ET070034	4	1	4	1	5	1	1	1	1
ET070034	5	.25	4	1	5	1	1	1	2
ET070034	6	1	4	4	5	0	0	2	88
ET070034	7	1	4	4	5	0	0	2	88
ET070035	1	.25	4	1	1	1	1	1	1
ET070035	2	1.5	4	1	5	1	1	1	1
ET070035	3	.5	4	1	5	1	1	1	1
ET070035	4	.5	4	1	5	1	1	1	1
ET070035	5	2	4	4	5	0	0	2	88
ET070036	1	.5	4	1	1	1	1	1	1
ET070036	2	1.5	4	1	5	0	3	1	1
ET070036	3	.5	4	1	5	0	3	1	1
ET070036	4	.5	4	1	5	0	3	1	1
ET070036	5	.5	4	1	5	0	3	1	1
ET070037	1	.07	4	1	1	1	1	1	1
ET070038	1	.5	4	1	2	0	1	1	1
ET070038	2	1	4	1	5	0	1	1	1
ET070038	3	2	4	1	5	0	1	1	1
ET070038	4	.5	4	1	5	0	1	1	1
ET070038	5	1	4	1	5	0	1	1	1
ET070039	1	2	4	1	2	0	1	2	88
ET070039	2	1	4	1	5	0	1	1	2
ET070039	3	1	4	1	5	0	1	1	2
ET070039	4	1	4	1	10	0	1	1	2
ET070039	5	1	4	1	10	0	1	1	2
ET070039	6	.5	4	1	10	0	1	1	2
ET070039	7	.5	4	1	10	0	1	1	2
ET070039	8	2	4	1	5	0	1	2	88
ET070039	9	1	4	1	10	0	1	2	88
ET070039	10	.5	4	1	11	0	1	2	88
ET070040	1	.5	4	3	1	0	2	2	88
ET070040	2	.5	4	1	10	1	1	1	1
ET070040	3	.5	4	1	10	1	1	1	1
ET070040	4	.5	4	1	10	1	1	1	1
ET070040	5	.5	4	1	10	1	1	1	1
ET070040	6	.25	4	1	10	1	1	1	2
ET070040	7	.25	4	1	10	1	1	1	2
ET070040	8	.25	4	1	10	1	1	1	2
ET070040	9	2	4	1	10	1	1	1	2
ET070040	10	.5	4	1	10	1	1	1	2
ET070041	1	.5	4	1	2	1	1	1	1
ET070041	2	3	4	1	5	1	1	1	1
ET070041	3	1	4	1	5	1	1	1	1
ET070041	4	1	4	1	5	1	1	1	1
ET070041	5	.5	4	1	5	1	1	1	1
ET070041	6	2	4	4	5	0	0	2	88
ET070041	7	1	4	4	5	0	0	2	88
ET070042	1	.5	4	1	1	1	1	1	2
ET070042	2	3	4	1	5	1	1	1	2
ET070042	3	1	4	1	5	1	1	1	2
ET070042	4	1	4	4	5	0	0	2	88
ET070043	1	1	4	1	5	0	3	1	1
ET070043	2	1	4	1	5	0	3	1	1
ET070043	3	1	4	1	5	0	3	1	1
ET070043	4	1	4	1	5	0	3	1	1
ET070043	5	.5	4	1	1	0	1	1	1
ET070044	1	.25	4	1	1	1	1	1	2
ET070044	2	1	4	1	5	1	1	1	2
ET070044	3	.5	4	1	5	1	1	1	2
ET070044	4	.5	4	1	5	1	1	1	2
ET070044	5	.5	4	1	5	1	1	1	2
ET070045	1	.5	4	1	2	0	1	1	1
ET070045	2	1	4	1	5	0	1	1	1
ET070045	3	.25	4	1	5	0	1	1	1
ET070045	4	2	4	1	5	0	1	1	1
ET070046	1	.5	4	1	1	0	1	1	1
ET070046	2	.5	4	1	5	0	1	1	1
ET070046	3	2	4	1	5	0	1	1	1
ET070047	1	.5	4	1	2	1	1	1	1
ET070047	2	1.5	4	1	5	1	1	1	1
ET070047	3	.5	4	1	5	1	1	1	1
ET070047	4	.5	4	1	5	1	1	1	1
ET070048	1	.5	4	1	2	0	1	1	1
ET070048	2	2	4	1	5	0	3	1	1
ET070048	3	1	4	1	5	0	3	1	1
ET070048	4	.5	4	1	5	0	3	1	1
ET070049	1	.5	4	1	1	0	1	2	88
ET070049	2	2	4	1	5	0	1	2	88
ET070049	3	2	4	1	5	0	1	2	88
ET070049	4	1	4	1	5	0	1	2	88
ET070049	5	1	4	1	5	0	1	2	88
ET070050	1	.5	4	1	1	1	1	1	1
ET070050	2	1.5	4	1	5	1	1	1	1
ET070050	3	.5	4	1	5	1	1	1	1
ET070050	4	.5	4	1	5	1	1	1	1
ET070050	5	.5	4	1	5	1	1	1	1
ET070050	6	1.5	4	4	5	0	0	88	88
ET070050	7	1	4	4	5	0	0	88	88
ET070051	1	.5	4	1	2	0	1	1	1
ET070051	2	2.5	4	1	5	0	1	1	1
ET070051	3	1.5	4	1	5	0	1	1	1
ET070051	4	1	4	1	5	0	1	1	1
ET070051	5	.5	4	1	5	0	1	1	1
ET070052	1	1	4	1	5	0	0	2	88
ET070052	2	1	4	4	5	0	0	2	88
ET070052	3	3	4	4	5	0	0	2	88
ET070052	4	.25	4	1	1	0	0	2	88
ET070053	1	.5	4	1	1	0	1	1	1
ET070053	2	2	4	1	10	0	1	1	1
ET070053	3	.5	4	1	11	0	1	1	1
ET070053	4	.25	4	1	11	0	1	1	1
ET070053	5	.25	4	1	11	0	1	1	1
ET070054	1	.25	4	1	2	1	1	2	88
ET070054	2	1	4	1	5	1	1	1	1
ET070054	3	2	4	1	5	1	1	1	1
ET070054	4	1	4	4	5	0	0	2	88
ET070054	5	1	4	1	5	1	1	2	88
ET070054	6	1	4	1	5	1	1	2	88
ET070055	1	.5	4	1	1	1	1	1	1
ET070055	2	.5	4	1	13	1	1	1	1
ET070055	3	2	4	1	5	1	1	1	1
ET070055	4	.25	4	1	5	1	1	1	1
ET070055	5	.25	4	1	5	1	1	1	1
ET070055	6	1	4	1	10	1	1	1	1
ET070055	7	.5	4	1	5	1	1	1	1
ET070055	8	2	4	4	5	0	0	2	88
ET070055	9	.5	4	4	5	0	0	2	88
ET070056	1	.5	4	1	2	0	1	1	1
ET070056	2	3	4	1	5	0	3	1	1
ET070056	3	.5	4	1	5	0	3	1	1
ET070056	4	.5	4	1	5	0	3	1	1
ET070057	1	.5	4	1	2	1	1	1	2
ET070057	2	.5	4	1	5	0	3	1	2
ET070057	3	.25	4	1	5	0	3	1	2
ET070057	4	1	4	1	5	0	3	1	2
ET070057	5	.25	4	1	5	0	3	1	2
ET070057	6	1	4	4	5	88	88	88	88
ET070057	7	1	4	4	5	88	88	88	88
ET070058	1	1	4	1	2	1	1	1	2
ET070058	2	2	4	1	5	1	1	1	2
ET070058	3	2	4	1	5	1	1	1	2
ET070059	1	.5	4	1	2	1	1	1	1
ET070059	2	2	4	1	5	1	1	1	1
ET070059	3	2	4	1	5	1	1	1	1
ET070059	4	.5	4	1	5	1	1	1	1
ET070059	5	.5	4	1	5	1	1	1	1
ET070060	1	.5	4	1	2	0	0	2	88
ET070060	2	.25	4	1	5	0	0	2	88
ET070060	3	.5	4	1	5	0	0	2	88
ET070060	4	.25	4	4	5	0	0	2	88
ET070061	1	.5	4	1	1	1	1	1	1
ET070061	2	1.5	4	1	5	1	1	1	1
ET070061	3	.5	4	1	5	1	1	1	1
ET070061	4	.75	4	1	5	1	1	1	1
ET070062	1	.5	4	1	1	1	1	1	1
ET070062	2	.5	4	1	5	1	1	1	1
ET070062	3	2	4	1	5	1	1	1	1
ET070062	4	1	4	1	5	1	1	1	1
ET070062	5	.5	4	4	5	88	0	2	88
ET070063	1	600	17	1	2	1	1	2	88
ET070063	2	.5	4	1	5	1	1	1	1
ET070063	3	.5	4	1	5	1	1	1	1
ET070063	4	1	4	1	5	1	1	1	1
ET070063	5	1	4	4	5	88	0	77	88
ET070064	1	.25	4	1	1	0	0	2	88
ET070064	2	3	4	1	5	0	1	1	1
ET070064	3	1	4	1	5	0	1	1	1
ET070064	4	2	4	1	5	0	1	1	1
ET070065	1	500	17	1	2	1	1	2	88
ET070065	2	1	2	1	5	1	1	1	1
ET070065	3	1	2	1	5	1	1	1	1
ET070066	1	.5	4	1	2	0	1	1	1
ET070066	2	.5	4	1	5	0	1	1	1
ET070066	3	3	4	1	10	0	1	1	1
ET070066	4	.5	4	1	10	0	1	1	1
ET070067	1	.5	4	1	1	1	1	1	1
ET070067	2	2	4	1	5	1	1	1	1
ET070067	3	1	4	1	5	1	1	1	1
ET070067	4	.5	4	1	5	1	1	1	1
ET070067	5	.5	4	1	5	1	1	1	1
ET070068	1	.25	4	1	1	1	1	1	1
ET070068	2	2	4	1	5	1	1	1	1
ET070068	3	1	4	1	5	1	1	1	1
ET070068	4	.5	4	1	5	1	1	1	1
ET070068	5	1	4	1	5	1	1	1	1
ET070069	1	1	4	1	2	1	1	1	1
ET070069	2	2.5	4	1	5	1	1	1	1
ET070069	3	.5	4	1	5	1	1	1	1
ET070069	4	.5	4	1	5	1	1	1	1
ET070070	1	.5	4	3	1	0	0	2	88
ET070070	2	1	4	3	5	0	0	2	88
ET070070	3	1	4	3	5	0	0	2	88
ET070071	1	.5	4	1	1	1	1	1	1
ET070071	2	1.5	4	1	5	1	1	1	1
ET070071	3	1	4	1	5	1	1	1	1
ET070071	4	.5	4	1	5	1	1	1	1
ET070071	5	1	4	4	5	0	0	88	88
ET070071	6	1	4	4	5	0	0	88	88
ET070072	1	1	4	1	2	0	0	2	88
ET070072	2	1	4	1	5	0	0	2	88
ET070073	1	.5	4	1	1	1	1	2	88
ET070073	2	1	4	1	5	1	1	2	88
ET070073	3	1	4	4	5	0	0	2	88
ET070073	4	1.5	4	4	5	0	0	2	88
ET070074	1	1	4	1	2	0	1	1	1
ET070074	2	2	4	1	5	0	3	1	1
ET070074	3	1	4	1	5	0	3	1	1
ET070074	4	1.5	4	4	5	88	88	88	88
ET070074	5	1.5	4	4	5	88	88	88	88
ET070075	1	.25	4	3	1	0	0	2	88
ET070075	2	.5	4	1	5	1	1	2	88
ET070075	3	1	4	1	5	1	1	2	88
ET070075	4	.5	4	1	5	1	1	2	88
ET070075	5	.5	4	4	5	0	0	2	88
ET070076	1	1	4	1	2	1	1	2	88
ET070076	2	1	4	1	5	1	1	2	88
ET070076	3	.5	4	1	5	1	1	2	88
ET070076	4	.5	4	1	5	1	1	2	88
ET070077	1	.5	4	1	1	1	1	1	1
ET070077	2	1	4	1	5	1	1	1	1
ET070077	3	1	4	1	5	1	1	1	1
ET070077	4	2.5	4	1	5	1	1	1	1
ET070078	1	.25	4	1	1	1	1	2	88
ET070079	1	.25	4	1	1	1	1	2	88
ET070079	2	2	16	1	5	1	1	2	88
ET070079	3	.25	4	1	11	1	1	2	88
ET070080	1	.5	4	1	1	1	1	1	2
ET070080	2	1	4	1	5	1	1	1	2
ET070080	3	2	4	2	5	0	0	2	88
ET070080	4	1	4	2	5	0	0	2	88
ET070081	1	3	4	1	5	0	3	1	1
ET070081	2	2	4	1	5	0	3	1	1
ET070081	3	.5	4	1	1	0	1	1	1
ET070081	4	1	4	1	5	0	3	1	1
ET070081	5	1	4	1	5	0	3	1	1
ET070082	1	.5	4	1	2	1	1	1	1
ET070082	2	1.5	4	1	5	1	1	1	1
ET070082	3	2	4	1	5	1	1	1	1
ET070082	4	.5	4	1	10	1	1	1	1
ET070082	5	.5	4	1	5	1	1	1	1
ET070082	6	.25	4	1	5	1	1	1	1
ET070083	1	.5	4	1	2	1	1	1	1
ET070083	2	1	4	1	5	0	1	1	1
ET070083	3	2	4	1	5	0	1	1	1
ET070083	4	1	4	1	5	0	1	1	1
ET070083	5	1	4	1	5	0	1	1	1
ET070084	1	.5	4	1	1	0	0	2	88
ET070084	2	3	4	1	5	0	0	2	88
ET070084	3	1	4	1	20	0	0	2	88
ET070084	4	2	4	4	5	0	0	2	88
ET070085	1	.5	4	1	2	1	1	1	1
ET070085	2	.5	4	4	5	0	0	2	88
ET070085	3	.5	4	4	5	0	0	2	88
ET070086	1	.5	4	1	1	1	1	1	1
ET070086	2	1	4	1	5	1	1	1	1
ET070086	3	3	4	1	5	1	1	1	1
ET070086	4	2	4	1	5	1	1	1	1
ET070086	5	1	4	1	5	1	1	1	1
ET070087	1	25	17	3	1	88	0	77	88
ET070087	2	1	4	1	10	1	1	1	2
ET070087	3	.5	4	1	10	1	1	1	2
ET070087	4	.25	4	1	10	1	1	1	2
ET070088	1	.5	4	1	1	1	1	1	1
ET070088	2	1	4	1	5	1	1	1	1
ET070088	3	1	4	1	5	1	1	1	1
ET070088	4	1	4	1	5	1	1	1	1
ET070088	5	.5	4	1	5	1	1	1	1
ET070088	6	1	4	1	5	1	1	1	1
ET070088	7	1	4	1	5	1	1	1	1
ET070088	8	.5	4	1	5	1	1	1	1
ET070089	1	.5	4	1	1	1	1	1	1
ET070089	2	2	4	1	5	1	1	1	1
ET070089	3	1.5	4	1	5	1	1	1	1
ET070089	4	.5	4	1	5	1	1	1	1
ET070090	1	.5	4	1	2	1	1	1	1
ET070090	2	1	4	1	5	1	1	1	1
ET070090	3	1	4	1	5	1	1	1	1
ET070091	1	.5	4	1	1	1	1	1	1
ET070091	2	1	4	5	5	1	1	1	1
ET070091	3	1	4	5	5	1	1	1	1
ET070092	1	.25	4	2	1	0	0	2	88
ET070092	2	2	4	1	10	1	1	2	88
ET070092	3	1	4	1	10	1	1	2	88
ET070094	1	.5	4	3	2	0	0	2	1
ET070094	2	.33	4	1	5	1	1	1	1
ET070094	3	.33	4	1	5	1	1	1	1
ET070094	4	.2	4	1	5	1	1	1	1
ET070094	5	2	4	4	5	0	0	2	88
ET070094	6	.5	4	4	5	0	0	2	88
ET070095	1	.5	4	1	1	1	1	1	1
ET070095	2	2	4	1	5	1	1	1	1
ET070095	3	2	4	1	5	1	1	1	1
ET070095	4	2	4	1	10	1	1	1	1
ET070096	1	1	4	1	2	0	0	2	88
ET070096	2	3	4	1	5	0	0	2	88
ET070096	3	1	4	1	5	0	0	2	88
ET070096	4	1	4	1	5	0	0	2	88
ET070097	1	.5	4	1	1	1	1	1	1
ET070097	2	2	4	1	5	1	1	1	1
ET070097	3	1	4	1	5	1	1	1	1
ET070097	4	.25	4	1	5	1	1	1	1
ET070098	1	.25	4	1	1	1	1	1	1
ET070098	2	1	4	1	5	1	1	1	1
ET070098	3	.5	4	1	10	1	1	1	1
ET070098	4	1	4	1	10	1	1	1	1
ET070098	5	1	4	1	5	1	1	1	1
ET070098	6	1	4	1	10	1	1	1	1
ET070099	1	1	4	1	5	1	1	1	1
ET070099	2	1	4	1	5	1	1	1	1
ET070099	3	.5	4	1	5	1	1	1	1
ET070099	4	1	4	4	5	88	0	88	88
ET070099	5	1	4	4	5	88	0	88	88
ET070100	1	.25	4	3	2	0	0	2	88
ET070100	2	.25	4	1	5	1	1	1	1
ET070100	3	1.25	4	1	5	1	1	1	1
ET070100	4	.25	4	1	5	1	1	1	1
ET070100	5	.25	4	4	5	0	0	2	88
ET080001	1	1	5	1	2	1	1	1	2
ET080001	2	2.5	5	1	5	1	1	1	2
ET080001	3	1	5	1	20	1	1	1	2
ET080001	4	1	5	1	5	1	1	1	2
ET080002	1	200	17	1	3	1	1	2	2
ET080002	2	.5	5	1	5	1	1	2	88
ET080002	3	1	5	2	5	0	0	2	88
ET080003	1	.25	5	1	3	1	1	1	2
ET080003	2	.25	5	1	5	1	1	1	2
ET080003	3	3	5	1	5	1	1	1	2
ET080003	4	1	5	1	5	1	1	1	2
ET080004	1	.5	5	1	2	0	0	2	88
ET080004	2	1	5	1	5	0	0	2	88
ET080005	1	1	5	1	2	1	1	1	1
ET080005	2	5	5	1	5	1	1	1	1
ET080005	3	3	5	1	9	0	0	1	1
ET080006	1	.5	5	1	3	1	1	2	88
ET080006	2	1	5	1	5	1	1	2	88
ET080006	3	2	5	1	5	1	1	2	88
ET080006	4	2	5	2	5	0	0	2	88
ET080007	1	.5	5	1	2	1	1	1	1
ET080007	2	1	5	33	5	0	0	2	88
ET080007	3	3	5	1	5	1	1	1	1
ET080008	1	.25	5	1	1	1	1	2	88
ET080008	2	1	5	1	5	1	1	2	88
ET080008	3	1	5	1	5	1	1	2	88
ET080009	1	.5	5	1	2	1	1	1	2
ET080009	2	1	5	1	5	1	1	1	2
ET080009	3	.5	5	1	5	1	1	1	2
ET080010	1	.5	5	1	2	1	1	2	88
ET080010	2	12	17	1	3	1	1	2	88
ET080011	1	.13	2	1	2	1	1	1	1
ET080011	2	.5	5	1	5	1	1	1	1
ET080011	3	3.5	5	1	5	1	1	1	1
ET080012	1	.25	5	1	1	1	1	2	88
ET080012	2	5	5	1	5	1	1	2	88
ET080012	3	1	5	1	5	1	1	2	88
ET080012	4	1	5	1	9	1	1	2	88
ET080012	5	1	5	1	13	1	1	2	88
ET080012	6	1	5	1	5	1	1	2	88
ET080013	1	1	5	1	5	1	1	2	88
ET080013	2	1	5	1	5	1	1	2	88
ET080013	3	1.5	5	4	5	0	0	2	88
ET080013	4	.125	5	1	1	1	1	2	88
ET080014	1	.33	5	1	5	1	1	1	1
ET080014	2	.17	5	1	3	1	1	1	1
ET080014	3	1	5	1	5	1	1	1	1
ET080014	4	.5	5	1	5	1	1	1	1
ET080014	5	1	5	4	5	0	0	2	88
ET080015	1	.5	5	1	2	1	1	1	1
ET080015	2	2	5	4	5	0	0	2	88
ET080016	1	.5	5	1	5	1	1	2	88
ET080016	2	1	5	1	5	1	1	2	88
ET080016	3	2	5	2	5	0	0	2	88
ET080016	4	200	17	1	3	1	1	2	88
ET080017	1	.5	5	1	2	1	1	1	1
ET080017	2	2	5	1	5	1	1	1	1
ET080017	3	2	5	1	5	1	1	1	1
ET080017	4	2	5	1	5	1	1	1	1
ET080018	1	3	5	1	2	1	1	2	88
ET080018	2	2	5	1	5	1	1	2	88
ET080018	3	1	5	4	5	0	0	2	88
ET080019	1	.5	5	1	2	1	1	2	88
ET080019	2	6	5	1	9	1	1	2	88
ET080019	3	2	5	1	5	1	1	2	88
ET080019	4	1	5	1	5	1	1	2	88
ET080020	1	1	5	1	5	1	1	2	88
ET080020	2	.5	5	1	2	1	1	2	88
ET080020	3	2	5	1	5	1	1	2	88
ET080020	4	1	5	1	5	1	1	2	88
ET080020	5	3	5	1	9	1	1	2	88
ET080021	1	1	5	1	1	1	1	1	2
ET080021	2	4	5	1	5	1	1	1	2
ET080021	3	1.5	5	1	5	1	1	1	2
ET080021	4	1.5	5	1	5	1	1	1	2
ET080021	5	1	5	33	5	0	0	2	88
ET080022	1	1	5	1	2	1	1	1	1
ET080022	2	1	5	1	9	1	1	1	1
ET080022	3	1	5	1	9	1	1	1	1
ET080022	4	1	5	1	9	1	1	1	1
ET080022	5	1	5	1	10	1	1	1	1
ET080022	6	1	5	1	10	1	1	1	1
ET080023	1	.5	5	1	2	1	1	1	1
ET080023	2	2	5	4	5	0	0	2	88
ET080023	3	2	5	3	5	1	1	1	1
ET080023	4	3	5	4	5	0	0	2	88
ET080023	5	1	5	4	5	0	0	2	88
ET080024	1	.5	5	1	2	0	1	1	2
ET080024	2	2	5	1	5	0	1	1	2
ET080025	1	.75	5	1	2	1	1	1	1
ET080025	2	1	5	4	5	0	0	2	88
ET080025	3	1	5	4	5	0	0	2	88
ET080027	1	.5	5	1	2	1	1	1	1
ET080027	2	1.5	5	1	5	1	1	1	1
ET080028	1	.2	5	1	3	1	1	1	2
ET080028	2	.3	5	1	5	1	1	1	2
ET080028	3	.5	5	1	5	1	1	1	2
ET080028	4	2	5	1	5	1	1	1	2
ET080029	1	1	5	1	1	1	1	1	1
ET080029	2	1	5	4	5	0	0	2	88
ET080029	3	1	5	4	5	0	0	2	88
ET080030	1	.25	5	1	1	1	1	1	1
ET080030	2	3	5	1	5	1	1	1	1
ET080030	3	2	5	1	5	1	1	1	1
ET080030	4	2	5	1	5	1	1	1	1
ET080030	5	4	5	1	9	1	1	1	2
ET080030	6	250	17	1	3	1	1	1	1
ET080031	1	.75	5	1	5	1	1	2	88
ET080031	2	7	5	1	5	1	1	2	88
ET080031	3	2	5	2	5	0	0	2	88
ET080031	4	.25	5	1	2	0	1	2	88
ET080032	1	.5	5	1	2	1	1	1	1
ET080032	2	2.5	5	1	5	1	1	1	1
ET080032	3	1.5	5	1	5	1	1	1	1
ET080032	4	1	5	1	5	1	1	1	1
ET080032	5	.5	5	1	5	1	1	1	1
ET080033	1	.5	5	1	1	1	1	1	1
ET080033	2	1.5	5	1	5	1	1	1	1
ET080033	3	2	5	4	5	0	0	2	88
ET080033	4	1.5	5	4	5	0	0	2	88
ET080034	1	.5	5	1	2	1	1	2	88
ET080034	2	1	5	1	5	1	1	2	88
ET080034	3	.5	5	1	5	1	1	2	88
ET080034	4	1	5	1	5	1	1	2	88
ET080034	5	1	5	3	5	1	1	2	88
ET080035	1	400	17	1	3	1	1	1	1
ET080035	2	2	5	1	5	1	1	2	88
ET080035	3	6	5	1	5	1	1	2	88
ET080035	4	1	2	1	5	1	1	2	88
ET080035	5	3	2	2	5	0	0	2	88
ET080036	1	.125	5	3	2	0	0	2	88
ET080036	2	1	5	4	5	0	0	2	88
ET080037	1	2	5	1	5	0	0	2	88
ET080037	2	1	5	1	5	0	0	2	88
ET080037	3	.25	5	1	2	0	0	2	88
ET080038	1	.25	5	1	1	0	0	2	88
ET080038	2	3	5	4	5	0	0	2	88
ET080038	3	1	5	2	5	0	0	2	88
ET080039	1	300	17	1	1	1	1	2	88
ET080039	2	3	5	1	10	1	1	1	2
ET080040	1	2	5	1	2	1	1	1	1
ET080040	2	2	5	4	5	0	0	2	88
ET080040	3	2	5	4	5	0	0	2	88
ET080041	1	3	5	1	2	1	0	2	88
ET080041	2	1	5	1	5	1	0	2	88
ET080041	3	1	5	1	9	1	0	2	88
ET080041	4	1	5	1	9	1	0	2	88
ET080042	1	.25	5	1	2	1	1	1	1
ET080042	2	.75	5	1	5	1	1	1	1
ET080042	3	1.5	5	1	5	1	1	1	1
ET080042	4	.85	5	1	5	1	1	1	1
ET080042	5	1	5	1	5	1	1	1	1
ET080043	1	800	17	1	2	1	2	1	1
ET080043	2	1.5	5	1	5	1	2	1	1
