CHILDID	PLOTID	CRPRNR31	CRPRNR32	CRPDYR31	CRPDYR32	IRRIGTR3	PERIRRGR3
ET160053	2	75	888	888	888	0	88
ET160053	3	76	888	888	888	0	88
ET160054	1	14	41	14	41	0	88
ET160054	2	75	76	888	888	0	88
ET160054	3	44	64	888	888	0	88
ET160054	4	75	888	888	888	0	88
ET160055	1	14	41	41	14	0	88
ET160055	2	75	888	55	888	0	88
ET160056	1	41	14	41	14	0	88
ET160056	2	5	75	888	888	0	88
ET160058	1	44	41	41	55	0	88
ET160058	2	75	76	888	888	0	88
ET160059	1	41	55	41	10	0	88
ET160059	2	75	10	888	888	0	88
ET160060	1	44	41	41	888	0	88
ET160060	2	75	888	888	888	0	88
ET160061	1	41	888	41	44	0	88
ET160061	2	75	888	44	888	0	88
ET160061	3	21	888	21	888	0	88
ET160062	2	41	44	41	888	0	88
ET160063	1	41	75	41	888	0	88
ET160064	1	75	41	41	888	0	88
ET160065	1	75	41	14	41	0	88
ET160065	2	75	888	888	888	0	88
ET160066	1	76	888	888	888	0	88
ET160066	2	75	888	888	888	0	88
ET160066	3	41	75	41	888	0	88
ET160067	1	41	80	41	888	0	88
ET160068	1	75	125	888	888	0	88
ET160068	2	41	14	41	14	0	88
ET160069	1	41	44	41	888	0	88
ET160069	2	75	125	888	888	0	88
ET160070	1	41	10	41	10	0	88
ET160070	2	75	888	888	888	0	88
ET160071	1	76	75	44	888	0	88
ET160072	1	14	41	41	14	0	88
ET160072	2	75	888	888	888	0	88
ET160072	3	75	888	888	888	0	88
ET160073	1	41	44	41	55	0	88
ET160073	2	75	888	888	888	0	88
ET160074	1	41	44	55	41	0	88
ET160074	2	76	888	888	888	0	88
ET160075	1	41	888	41	888	0	88
ET160076	1	76	888	888	888	0	88
ET160076	2	75	888	888	888	0	88
ET160076	3	41	44	41	44	0	88
ET160077	2	41	75	41	888	0	88
ET160078	1	14	21	14	21	0	88
ET160079	1	41	44	41	888	0	88
ET160079	2	75	125	888	888	0	88
ET160080	1	41	44	41	888	0	88
ET160080	2	76	888	888	888	0	88
ET160081	2	75	888	888	888	0	88
ET160082	1	44	75	888	888	0	88
ET160083	1	44	10	55	41	0	88
ET160083	2	125	888	888	888	0	88
ET160084	1	41	14	41	14	0	88
ET160084	2	75	5	888	888	0	88
ET160085	1	41	75	41	72	0	88
ET160086	1	75	888	888	888	0	88
ET160086	2	125	888	888	888	0	88
ET160086	6	21	888	888	888	0	88
ET160086	7	14	55	14	888	1	4
ET160087	1	888	44	888	888	0	88
ET160087	2	75	888	888	888	0	88
ET160087	3	75	888	888	888	0	88
ET160088	1	41	10	41	10	0	88
ET160088	2	75	124	888	888	0	88
ET160089	1	44	10	10	888	0	88
ET160089	2	75	76	888	888	0	88
ET160090	1	41	44	41	888	0	88
ET160090	2	75	888	888	888	0	88
ET160090	3	75	5	888	888	0	88
ET160090	4	75	124	888	888	0	88
ET160091	1	41	44	41	888	0	88
ET160091	2	76	888	888	888	0	88
ET160091	3	5	888	888	888	0	88
ET160092	1	75	41	41	888	0	88
ET160092	2	75	888	888	888	0	88
ET160092	3	75	888	888	888	0	88
ET160093	1	44	14	72	10	0	88
ET160093	2	75	76	888	888	0	88
ET160093	3	75	888	888	888	0	88
ET160093	4	75	888	888	888	0	88
ET160093	5	75	888	888	888	0	88
ET160094	1	44	41	72	55	0	88
ET160094	2	75	888	888	888	0	88
ET160094	3	124	888	888	888	0	88
ET160095	1	44	10	10	888	0	88
ET160096	1	41	14	41	14	0	88
ET160096	2	75	888	888	888	0	88
ET160096	3	44	5	888	888	0	88
ET160097	1	75	888	888	888	0	88
ET160097	2	14	75	14	888	0	88
ET160097	3	75	44	888	888	0	88
ET160097	4	76	888	888	888	0	88
ET160098	1	888	14	44	14	0	88
ET160098	2	125	888	888	888	0	88
ET160098	3	888	888	44	888	0	88
ET160098	4	75	76	888	888	0	88
ET160099	1	44	10	888	888	0	88
ET160099	2	75	888	888	888	0	88
ET160099	3	44	888	888	888	0	88
ET160100	1	75	10	55	888	0	88
ET160100	2	75	888	888	888	0	88
ET170001	1	11	888	888	888	0	88
ET170003	2	75	888	888	888	0	88
ET170004	1	5	888	888	888	0	88
ET170004	2	75	888	888	888	0	88
ET170004	3	123	888	888	888	0	88
ET170004	4	5	888	888	888	0	88
ET170005	2	5	888	888	888	0	88
ET170005	4	5	888	888	888	0	88
ET170005	6	5	888	888	888	0	88
ET170005	7	75	888	888	888	0	88
ET170006	2	75	888	888	888	0	88
ET170006	3	42	888	888	888	0	88
ET170006	4	5	888	888	888	0	88
ET170006	5	75	888	888	888	0	88
ET170007	2	5	888	888	888	0	88
ET170007	3	5	888	888	888	0	88
ET170007	4	75	888	888	888	0	88
ET170007	5	75	888	888	888	0	88
ET170007	6	123	888	888	888	0	88
ET170008	1	11	888	888	888	0	88
ET170008	2	75	888	888	888	0	88
ET170008	3	123	888	888	888	0	88
ET170008	4	75	888	888	888	0	88
ET170009	1	11	888	888	888	0	88
ET170009	2	5	888	888	888	0	88
ET170009	3	5	888	888	888	0	88
ET170009	4	43	888	888	888	0	88
ET170009	5	75	888	888	888	0	88
ET170010	1	11	888	11	888	0	88
ET170011	1	11	888	888	888	0	88
ET170011	2	75	888	888	888	0	88
ET170011	3	5	888	888	888	0	88
ET170011	4	75	888	888	888	0	88
ET170011	5	5	888	888	888	0	88
ET170012	2	5	888	888	888	0	88
ET170012	3	75	888	888	888	0	88
ET170012	4	75	888	888	888	0	88
ET170013	1	11	888	888	888	0	88
ET170013	2	75	888	888	888	0	88
ET170013	3	75	64	888	888	0	88
ET170015	2	75	888	888	888	0	88
ET170015	3	8	123	888	888	0	88
ET170015	4	5	888	888	888	0	88
ET170015	5	5	888	888	888	0	88
ET170015	6	76	888	888	888	0	88
ET170016	1	11	888	888	888	0	88
ET170017	1	11	888	888	888	0	88
ET170017	2	75	888	888	888	0	88
ET170017	3	5	888	888	888	0	88
ET170017	4	5	888	888	888	0	88
ET170017	5	75	888	888	888	0	88
ET170018	1	11	888	888	888	0	88
ET170018	2	5	888	888	888	0	88
ET170018	3	75	888	888	888	0	88
ET170018	4	5	888	888	888	0	88
ET170018	5	75	888	888	888	0	88
ET170019	1	11	888	888	888	0	88
ET170019	2	123	888	888	888	0	88
ET170019	3	75	888	888	888	0	88
ET170019	4	5	888	888	888	0	88
ET170020	1	11	888	888	888	0	88
ET170021	1	11	888	888	888	0	88
ET170021	2	5	888	888	888	0	88
ET170021	3	123	888	888	888	0	88
ET170021	4	8	888	888	888	0	88
ET170021	5	5	888	888	888	0	88
ET170022	1	11	888	888	888	0	88
ET170022	2	5	888	888	888	0	88
ET170022	3	75	888	888	888	0	88
ET170022	4	5	888	888	888	0	88
ET170022	5	75	888	888	888	0	88
ET170022	6	8	888	888	888	0	88
ET170023	1	11	888	888	888	0	88
ET170023	2	75	888	888	888	0	88
ET170023	3	5	888	888	888	0	88
ET170023	4	49	888	888	888	0	88
ET170023	5	76	888	888	888	0	88
ET170023	6	123	888	888	888	0	88
ET170024	2	5	888	888	888	0	88
ET170024	3	5	888	888	888	0	88
ET170024	4	75	888	888	888	0	88
ET170025	1	11	888	888	888	0	88
ET170026	1	11	888	888	888	0	88
ET170026	2	76	123	888	888	0	88
ET170026	3	75	888	888	888	0	88
ET170026	4	49	5	888	888	0	88
ET170026	5	75	888	888	888	0	88
ET170027	1	11	888	888	888	0	88
ET170027	2	5	888	888	888	0	88
ET170027	3	75	888	888	888	0	88
ET170027	4	75	888	888	888	0	88
ET170028	1	11	88	888	888	0	88
ET170028	2	5	888	888	888	0	88
ET170028	3	8	888	888	888	0	88
ET170028	4	75	888	888	888	0	88
ET170028	5	5	888	888	888	0	88
ET170029	2	75	888	888	888	0	88
ET170029	3	123	888	888	888	0	88
ET170030	1	11	888	888	888	0	88
ET170030	2	5	888	888	888	0	88
ET170030	3	75	888	888	888	0	88
ET170030	4	5	888	888	888	0	88
ET170030	5	5	76	888	888	0	88
ET170031	2	75	888	888	888	0	88
ET170031	3	5	888	888	888	0	88
ET170031	4	5	888	888	888	0	88
ET170032	1	11	888	888	888	0	88
ET170032	2	75	888	888	888	0	88
ET170032	3	76	888	888	888	0	88
ET170032	4	5	888	888	888	0	88
ET170032	5	75	123	888	888	0	88
ET170033	2	75	888	888	888	0	88
ET170033	3	123	888	888	888	0	88
ET170033	4	8	888	888	888	1	4
ET170034	2	8	888	888	888	0	88
ET170034	3	42	888	888	888	0	88
ET170034	4	75	888	888	888	0	88
ET170034	5	5	888	888	888	0	88
ET170034	6	123	888	888	888	0	88
ET170035	2	75	888	888	888	0	88
ET170035	3	5	888	888	888	0	88
ET170035	4	43	888	888	888	0	88
ET170035	5	5	888	888	888	0	88
ET170036	1	11	888	888	888	0	88
ET170036	2	5	888	888	888	0	88
ET170036	3	75	888	888	888	0	88
ET170036	4	123	888	888	888	0	88
ET170036	6	123	888	888	888	0	88
ET170037	1	11	888	888	888	0	88
ET170037	2	75	888	888	888	0	88
ET170037	3	5	888	888	888	0	88
ET170037	4	123	888	888	888	0	88
ET170037	5	5	888	888	888	0	88
ET170038	2	75	123	888	888	0	88
ET170038	3	5	888	888	888	0	88
ET170038	4	43	888	888	888	0	88
ET170038	5	44	888	888	888	1	4
ET170039	2	76	888	888	888	0	88
ET170039	3	75	888	888	888	0	88
ET170039	4	5	888	888	888	0	88
ET170039	5	75	888	888	888	0	88
ET170041	2	75	888	888	888	0	88
ET170041	3	5	888	888	888	0	88
ET170041	4	75	888	888	888	0	88
ET170041	5	5	888	888	888	0	88
ET170041	6	123	888	888	888	0	88
ET170042	1	5	888	888	888	0	88
ET170042	3	8	888	888	888	0	88
ET170043	1	11	888	888	888	0	88
ET170043	2	5	888	888	888	0	88
ET170043	3	75	888	888	888	0	88
ET170043	4	75	888	888	888	0	88
ET170045	1	44	50	888	888	0	88
ET170045	2	5	888	888	888	0	88
ET170045	3	75	888	888	888	0	88
ET170045	4	123	888	888	888	0	88
ET170046	1	11	888	888	888	0	88
ET170046	2	5	888	888	888	0	88
ET170047	1	11	888	888	888	0	88
ET170047	2	8	43	888	888	0	88
ET170047	4	123	888	888	888	0	88
ET170048	2	5	888	888	888	0	88
ET170048	3	123	8	888	888	0	88
ET170048	4	75	888	888	888	0	88
ET170049	2	5	888	888	888	0	88
ET170049	3	5	888	888	888	0	88
ET170049	4	5	888	888	888	0	88
ET170049	5	75	888	888	888	0	88
ET170049	6	75	888	888	888	0	88
ET170049	7	76	888	888	888	0	88
ET170050	1	11	888	888	888	0	88
ET170050	2	5	888	888	888	0	88
ET170050	3	75	888	888	888	0	88
ET170050	4	75	888	888	888	0	88
ET170050	5	5	888	888	888	0	88
ET170051	1	11	888	888	888	0	88
ET170051	2	75	888	888	888	0	88
ET170051	3	8	888	888	888	0	88
ET170051	4	5	888	888	888	0	88
ET170051	6	123	888	888	888	0	88
ET170052	2	123	888	888	888	0	88
ET170052	3	42	888	888	888	0	88
ET170052	4	75	888	888	888	0	88
ET170052	5	75	888	888	888	0	88
ET170052	6	5	888	888	888	0	88
ET170052	7	75	888	888	888	0	88
ET170052	8	5	888	888	888	0	88
ET170052	9	43	888	888	888	0	88
ET170053	2	75	888	888	888	0	88
ET170053	3	123	888	888	888	0	88
ET170053	4	75	888	888	888	0	88
ET170053	5	5	888	888	888	0	88
ET170053	6	123	888	888	888	0	88
ET170054	2	75	888	888	888	0	88
ET170054	3	64	888	888	888	0	88
ET170054	4	5	888	888	888	0	88
ET170055	1	11	888	888	888	0	88
ET170055	2	5	888	888	888	0	88
ET170055	3	75	888	888	888	0	88
ET170055	4	49	888	888	888	0	88
ET170056	1	5	888	888	888	0	88
ET170056	2	75	888	888	888	0	88
ET170056	3	5	888	888	888	0	88
ET170057	1	11	888	888	888	0	88
ET170057	2	5	888	888	888	0	88
ET170057	3	75	888	888	888	0	88
ET170057	4	123	888	888	888	0	88
ET170058	2	5	888	888	888	0	88
ET170058	3	123	888	888	888	0	88
ET170059	1	11	888	888	888	0	88
ET170059	2	75	888	888	888	0	88
ET170059	3	888	888	44	888	1	4
ET170061	2	11	888	888	888	0	88
ET170061	3	75	888	888	888	0	88
ET170061	4	123	888	888	888	0	88
ET170061	5	75	888	888	888	0	88
ET170062	2	75	888	888	888	0	88
ET170062	3	5	888	888	888	0	88
ET170062	4	49	888	888	888	0	88
ET170063	1	11	888	888	888	0	88
ET170063	2	5	888	55	888	1	4
ET170063	3	75	888	888	888	0	88
ET170063	4	5	888	888	888	0	88
ET170063	5	75	888	888	888	0	88
ET170063	6	75	888	888	888	0	88
ET170063	7	123	888	888	888	0	88
ET170064	1	11	888	888	888	0	88
ET170064	2	5	888	888	888	0	88
ET170064	3	43	888	888	888	0	88
ET170064	4	75	888	888	888	0	88
ET170064	5	75	888	12	888	1	4
ET170065	1	888	888	888	888	0	88
ET170065	2	8	888	888	888	0	88
ET170065	4	5	888	888	888	0	88
ET170065	5	75	888	888	888	0	88
ET170065	6	123	888	888	888	0	88
ET170065	8	43	888	888	888	0	88
ET170066	2	75	123	888	888	0	88
ET170066	3	5	888	888	888	0	88
ET170066	4	5	888	888	888	0	88
ET170067	2	75	888	888	888	0	88
ET170067	3	5	888	888	888	0	88
ET170067	4	5	888	888	888	0	88
ET170067	5	5	888	888	888	0	88
ET170069	2	5	888	888	888	0	88
ET170069	3	75	888	888	888	0	88
ET170069	4	49	888	888	888	0	88
ET170070	1	11	888	888	888	0	88
ET170070	2	75	888	888	888	0	88
ET170070	3	75	888	888	888	0	88
ET170070	4	5	888	888	888	0	88
ET170071	2	5	888	888	888	0	88
ET170071	3	5	888	888	888	0	88
ET170072	1	11	888	888	888	0	88
ET170074	1	5	888	888	888	0	88
ET170074	2	76	888	888	888	0	88
ET170075	2	5	888	888	888	0	88
ET170075	3	75	888	888	888	0	88
ET170075	4	75	888	888	888	0	88
ET170075	5	5	888	888	888	0	88
ET170076	1	11	5	888	888	0	88
ET170076	2	76	888	888	888	0	88
ET170076	3	5	888	888	888	0	88
ET170076	4	123	888	888	888	0	88
ET170076	5	43	888	888	888	0	88
ET170076	6	5	888	888	888	0	88
ET170076	7	5	888	888	888	0	88
ET170077	2	5	888	888	888	0	88
ET170078	2	75	123	888	888	0	88
ET170078	3	5	888	888	888	0	88
ET170078	4	5	888	888	888	0	88
ET170079	2	123	888	888	888	0	88
ET170079	3	75	888	888	888	0	88
ET170079	4	5	888	888	888	0	88
ET170079	5	8	75	888	888	0	88
ET170080	3	75	8	888	888	0	88
ET170080	4	49	888	888	888	0	88
ET170080	5	75	888	888	888	0	88
ET170080	6	5	888	888	888	0	88
ET170080	7	123	888	888	888	0	88
ET170081	1	11	888	888	888	0	88
ET170081	2	75	888	888	888	0	88
ET170081	3	75	888	888	888	0	88
ET170081	4	5	888	888	888	0	88
ET170082	2	76	888	888	888	0	88
ET170082	3	5	888	888	888	0	88
ET170082	4	75	888	888	888	0	88
ET170082	5	5	888	888	888	0	88
ET170082	6	5	888	888	888	0	88
ET170083	1	11	888	888	888	0	88
ET170083	2	123	888	888	888	0	88
ET170083	3	5	888	888	888	0	88
ET170083	4	75	888	888	888	0	88
ET170084	2	75	888	888	888	0	88
ET170084	3	5	888	888	888	0	88
ET170084	4	43	888	888	888	0	88
ET170085	2	75	888	888	888	0	88
ET170085	3	75	888	888	888	0	88
ET170085	4	123	888	888	888	0	88
ET170085	5	5	888	888	888	0	88
ET170086	1	11	888	888	888	0	88
ET170086	2	5	888	888	888	0	88
ET170086	3	75	888	888	888	0	88
ET170087	1	23	888	888	888	0	88
ET170087	2	5	888	888	888	0	88
ET170087	3	5	888	888	888	0	88
ET170087	4	75	888	888	888	0	88
ET170087	5	123	888	888	888	0	88
ET170087	6	42	888	888	888	0	88
ET170087	7	75	888	888	888	0	88
ET170087	8	75	888	888	888	0	88
ET170089	2	75	888	888	888	0	88
ET170089	3	5	888	888	888	0	88
ET170090	1	11	888	888	888	0	88
ET170090	2	75	888	888	888	0	88
ET170090	3	5	888	888	888	0	88
ET170090	4	15	888	888	888	0	88
ET170091	1	11	888	888	888	0	88
ET170091	2	5	888	888	888	0	88
ET170091	3	5	888	888	888	0	88
ET170091	4	5	888	888	888	0	88
ET170092	1	11	888	888	888	0	88
ET170092	2	5	888	888	888	0	88
ET170092	3	75	888	888	888	0	88
ET170092	4	75	123	888	888	0	88
ET170093	1	11	888	888	888	0	88
ET170093	2	15	888	888	888	0	88
ET170093	3	75	888	888	888	0	88
ET170094	1	11	888	888	888	0	88
ET170094	2	5	888	888	888	0	88
ET170094	3	75	888	888	888	0	88
ET170095	1	5	888	888	888	0	88
ET170095	3	75	888	888	888	0	88
ET170095	4	123	888	888	888	0	88
ET170096	1	5	888	888	888	0	88
ET170096	2	75	888	888	888	0	88
ET170096	3	5	888	888	888	0	88
ET170096	4	123	888	888	888	0	88
ET170096	5	75	888	888	888	0	88
ET170096	6	8	888	44	888	1	4
ET170096	7	123	888	888	888	0	88
ET170096	9	888	888	96	888	1	4
ET170098	2	75	888	888	888	0	88
ET170098	3	5	888	888	888	0	88
ET170098	4	5	888	888	888	0	88
ET170098	5	75	888	888	888	0	88
ET170098	6	12	888	59	888	1	4
ET170100	1	11	888	888	888	0	88
ET170100	2	5	888	888	888	0	88
ET170100	3	123	888	888	888	0	88
ET170100	4	5	888	888	888	0	88
ET170100	5	8	888	888	888	0	88
ET170100	6	888	12	50	888	1	4
ET170100	7	12	888	50	888	1	4
ET180001	2	75	888	888	888	0	88
ET180001	3	11	888	888	888	0	88
ET180002	2	123	888	888	888	0	88
ET180002	3	5	888	888	888	0	88
ET180004	2	11	888	888	888	0	88
ET180004	3	21	888	21	888	0	88
ET180004	4	75	888	888	888	0	88
ET180004	5	75	888	888	888	0	88
ET180004	6	75	888	888	888	0	88
ET180005	2	130	888	888	888	0	88
ET180005	3	5	888	888	888	0	88
ET180005	4	8	888	888	888	0	88
ET180006	2	75	888	888	888	0	88
ET180006	3	130	888	888	888	0	88
ET180006	4	5	888	888	888	0	88
ET180006	5	11	888	888	888	0	88
ET180007	2	75	888	888	888	0	88
ET180007	3	130	888	888	888	0	88
ET180009	3	123	888	888	888	0	88
ET180010	2	130	888	888	888	0	88
ET180010	3	125	888	888	888	0	88
ET180010	4	75	888	888	888	0	88
ET180011	2	123	888	888	888	0	88
ET180011	3	130	75	888	888	0	88
ET180012	2	75	888	888	888	0	88
ET180012	3	5	888	888	888	0	88
ET180012	4	888	888	5	888	1	4
ET180012	5	888	888	55	888	1	4
ET180012	6	888	888	55	888	1	4
ET180012	7	11	888	888	888	0	88
ET180013	3	11	888	888	888	0	88
ET180013	5	5	888	888	888	0	88
ET180013	6	5	75	888	888	0	88
ET180013	7	5	888	888	888	0	88
ET180013	8	125	5	888	888	0	88
ET180014	2	130	888	888	888	0	88
ET180014	3	125	888	888	888	0	88
ET180014	4	64	888	888	888	0	88
ET180014	5	11	888	888	888	0	88
ET180015	3	75	888	888	888	0	88
ET180015	4	5	888	888	888	0	88
ET180015	5	75	888	888	888	0	88
ET180015	6	123	888	888	888	0	88
ET180016	2	125	888	888	888	0	88
ET180016	3	75	888	888	888	0	88
ET180016	4	125	888	888	888	0	88
ET180016	5	125	888	888	888	0	88
ET180016	6	11	888	888	888	0	88
ET180018	2	125	888	888	888	0	88
ET180018	4	75	888	888	888	0	88
ET180019	2	75	888	888	888	0	88
ET180019	3	123	888	888	888	0	88
ET180019	4	11	888	888	888	0	88
ET180020	2	130	888	888	888	0	88
ET180020	3	11	888	888	888	0	88
ET180021	2	75	888	888	888	0	88
ET180021	3	130	888	888	888	0	88
ET180021	4	11	888	888	888	0	88
ET180022	2	130	888	888	888	0	88
ET180022	3	125	888	888	888	0	88
ET180022	4	75	888	888	888	0	88
ET180022	5	11	888	888	888	0	88
ET180024	2	11	888	888	888	0	88
ET180024	3	125	888	888	888	0	88
ET180024	4	123	888	888	888	0	88
ET180024	5	130	888	888	888	0	88
ET180024	6	75	888	888	888	0	88
ET180025	2	11	888	888	888	0	88
ET180025	3	21	888	21	888	0	88
ET180025	4	75	130	888	888	0	88
ET180025	5	5	888	888	888	0	88
ET180026	2	11	888	888	888	0	88
ET180026	4	75	130	888	888	0	88
ET180026	5	130	75	888	888	0	88
ET180026	7	75	888	888	888	0	88
ET180027	2	11	888	888	888	0	88
ET180027	3	75	888	888	888	0	88
ET180027	4	130	888	888	888	0	88
ET180027	5	125	888	888	888	0	88
ET180028	2	11	888	888	888	0	88
ET180028	3	75	888	888	888	0	88
ET180029	2	21	888	21	888	0	88
ET180029	3	75	125	888	888	0	88
ET180029	4	125	888	888	888	0	88
ET180029	5	75	43	888	888	0	88
ET180029	6	75	130	888	888	0	88
ET180029	7	123	888	888	888	0	88
ET180031	2	75	888	888	888	0	88
ET180031	3	123	888	888	888	0	88
ET180031	5	11	888	888	888	0	88
ET180032	2	75	888	888	888	0	88
ET180032	3	130	888	888	888	0	88
ET180032	4	123	888	888	888	0	88
ET180032	5	125	888	888	888	0	88
ET180032	6	5	888	888	888	0	88
ET180032	7	11	888	888	888	0	88
ET180033	2	130	888	888	888	0	88
ET180033	3	75	888	888	888	0	88
ET180033	5	75	888	888	888	0	88
ET180034	2	123	888	888	888	0	88
ET180035	2	125	888	888	888	0	88
ET180035	3	130	888	888	888	0	88
ET180035	4	75	888	888	888	0	88
ET180036	2	75	888	888	888	0	88
ET180036	3	130	888	888	888	0	88
ET180036	4	125	888	888	888	0	88
ET180036	5	5	888	888	888	0	88
ET180036	6	130	888	888	888	0	88
ET180036	8	21	888	21	888	0	88
ET180037	2	130	888	888	888	0	88
ET180037	3	75	888	888	888	0	88
ET180037	5	130	888	888	888	0	88
ET180039	2	130	75	888	888	0	88
ET180039	3	5	888	888	888	0	88
ET180039	4	11	888	888	888	0	88
ET180040	2	130	888	888	888	0	88
ET180040	3	75	888	888	888	0	88
ET180040	4	130	888	888	888	0	88
ET180040	5	5	888	888	888	0	88
ET180040	6	11	888	888	888	0	88
ET180041	2	75	888	888	888	0	88
ET180041	3	130	888	888	888	0	88
ET180041	4	11	888	888	888	0	88
ET180042	2	21	888	21	888	0	88
ET180042	3	130	888	888	888	0	88
ET180042	4	75	888	888	888	0	88
ET180043	2	75	130	888	888	0	88
ET180043	3	11	888	888	888	0	88
ET180044	2	75	130	888	888	0	88
ET180044	3	75	130	888	888	0	88
ET180044	5	11	888	888	888	0	88
ET180044	6	125	888	888	888	0	88
ET180045	2	11	888	888	888	0	88
ET180045	3	76	888	888	888	0	88
ET180045	4	5	888	72	888	1	2
ET180045	5	130	888	888	888	0	88
ET180045	6	76	888	888	888	0	88
ET180045	7	76	888	888	888	0	88
ET180045	8	76	888	888	888	0	88
ET180045	10	76	888	72	888	0	88
ET180045	11	72	888	72	888	1	2
ET180045	12	5	888	888	888	0	88
ET180045	13	5	888	888	888	1	2
ET180045	14	5	888	888	888	1	2
ET180045	15	123	888	888	888	0	88
ET180045	16	125	888	888	888	0	88
ET180046	2	11	888	888	888	0	88
ET180046	3	130	888	888	888	0	88
ET180046	4	75	888	888	888	0	88
ET180046	5	64	888	888	888	0	88
ET180046	7	123	888	888	888	0	88
ET180047	2	11	888	888	888	0	88
ET180047	3	5	75	72	888	1	1
ET180047	4	130	888	888	888	0	88
ET180048	2	21	888	21	888	0	88
ET180048	3	11	888	888	888	0	88
ET180048	5	130	888	888	888	0	88
ET180048	6	5	75	888	888	0	88
ET180048	7	23	888	888	888	0	88
ET180048	8	15	888	888	888	0	88
ET180050	2	130	888	888	888	0	88
ET180050	3	75	5	888	888	0	88
ET180050	4	123	888	888	888	0	88
ET180050	6	130	888	888	888	0	88
ET180050	7	11	888	888	888	0	88
ET180051	2	130	888	888	888	0	88
ET180051	3	75	888	888	888	0	88
ET180051	4	123	888	888	888	0	88
ET180051	5	130	888	888	888	0	88
ET180051	6	75	888	888	888	0	88
ET180051	8	21	888	21	888	0	88
ET180052	2	11	888	888	888	0	88
ET180052	3	123	15	888	888	0	88
ET180052	4	75	125	888	888	0	88
ET180052	5	130	888	888	888	0	88
ET180052	6	130	888	888	888	0	88
ET180052	8	21	888	21	888	0	88
ET180053	2	55	888	888	888	0	88
ET180053	3	72	888	888	888	0	88
ET180053	4	75	888	888	888	0	88
ET180053	5	125	888	888	888	0	88
ET180053	6	5	888	888	888	0	88
ET180053	9	11	888	888	888	0	88
ET180055	2	11	888	888	888	0	88
ET180055	3	125	125	888	888	0	88
ET180055	4	75	888	888	888	0	88
ET180055	5	130	888	888	888	0	88
ET180055	7	21	888	21	888	0	88
ET180056	2	11	888	888	888	0	88
ET180056	3	5	130	888	888	0	88
ET180056	4	75	130	5	888	1	2
ET180056	5	130	123	888	888	0	88
ET180057	2	11	888	888	888	0	88
ET180057	3	130	888	888	888	0	88
ET180057	4	123	888	888	888	0	88
ET180057	5	125	888	888	888	0	88
ET180057	6	75	888	888	888	0	88
ET180057	8	21	888	888	888	0	88
ET180058	2	21	888	21	888	0	88
ET180058	3	75	888	888	888	0	88
ET180058	4	75	888	888	888	0	88
ET180058	5	125	888	888	888	0	88
ET180059	2	11	888	888	888	0	88
ET180059	4	130	888	888	888	0	88
ET180059	5	130	888	888	888	0	88
ET180059	6	75	888	888	888	0	88
ET180060	2	11	888	888	888	0	88
ET180060	3	21	888	21	888	0	88
ET180060	5	75	888	888	888	0	88
ET180060	6	5	125	888	888	0	88
ET180060	7	130	888	888	888	0	88
ET180061	2	125	888	888	888	0	88
ET180061	3	130	888	888	888	0	88
ET180061	4	75	888	888	888	0	88
ET180062	2	5	888	888	888	0	88
ET180062	3	76	888	888	888	0	88
ET180062	4	11	888	888	888	0	88
ET180062	5	123	888	888	888	0	88
ET180062	8	21	888	21	888	0	88
ET180063	2	11	888	888	888	0	88
ET180063	3	5	888	888	888	0	88
ET180063	4	125	888	888	888	0	88
ET180063	5	130	888	888	888	0	88
ET180063	6	75	888	888	888	0	88
ET180063	9	11	888	888	888	0	88
ET180063	10	21	888	21	888	0	88
ET180063	11	72	888	72	888	1	1
ET180064	2	75	130	888	888	0	88
ET180064	3	5	75	888	888	0	88
ET180064	4	123	888	888	888	0	88
ET180064	5	11	888	888	888	0	88
ET180065	2	5	888	888	888	0	88
ET180065	3	130	888	888	888	0	88
ET180065	4	123	888	888	888	0	88
ET180066	2	75	888	888	888	0	88
ET180066	3	130	888	888	888	0	88
ET180066	4	123	888	888	888	0	88
ET180066	5	21	888	21	888	0	88
ET180066	6	11	888	888	888	0	88
ET180067	2	130	888	888	888	0	88
ET180067	3	125	888	888	888	0	88
ET180067	4	123	888	888	888	0	88
ET180067	5	75	888	888	888	0	88
ET180068	2	123	5	888	888	0	88
ET180068	3	5	75	888	888	0	88
ET180069	2	130	888	888	888	0	88
ET180069	3	123	888	888	888	0	88
ET180069	4	75	888	888	888	0	88
ET180069	5	11	888	888	888	0	88
ET180071	2	11	888	888	888	0	88
ET180071	3	75	888	888	888	0	88
ET180071	4	75	888	888	888	0	88
ET180071	5	5	888	888	888	0	88
ET180071	6	888	888	75	888	1	4
ET180072	2	123	75	888	888	0	88
ET180072	3	75	125	888	888	0	88
ET180072	4	130	888	888	888	0	88
ET180073	2	130	888	888	888	0	88
ET180073	3	75	888	888	888	0	88
ET180073	4	123	888	888	888	0	88
ET180075	2	75	130	888	888	0	88
ET180075	3	123	125	888	888	0	88
ET180075	4	11	888	888	888	0	88
ET180076	2	11	888	888	888	0	88
ET180076	3	130	888	888	888	0	88
ET180076	4	123	75	888	888	0	88
ET180077	2	5	888	888	888	0	88
ET180077	3	123	888	888	888	0	88
ET180077	4	130	888	888	888	0	88
ET180077	5	75	888	888	888	0	88
ET180079	2	123	888	888	888	0	88
ET180080	2	75	123	888	888	0	88
ET180080	3	130	888	888	888	0	88
ET180080	4	75	888	888	888	0	88
