CHILDID	SUPPRGID	SUPKNDR3	SUPWHOR3	SUPSRTR3	SUPENDR3	SUPFRQR3	SUPRIDR3	SUPEXPR3	SUIMR301	SUIMR302
ET180094	3	19	6	1999	-99	5	80	2	5	88
ET180094	4	7	6	1999	-99	5	80	2	3	88
ET180095	1	3	39	1999	-99	7	80	4	2	88
ET180095	2	4	39	1999	-99	7	80	4	2	88
ET180095	3	8	6	1999	-99	4	80	4	3	5
ET180095	4	9	6	1999	-99	4	88	4	3	5
ET180096	1	3	39	1999	-99	7	80	5	1	2
ET180096	2	4	39	1999	-99	7	80	5	1	2
ET180096	3	7	6	1999	-99	4	80	4	3	5
ET180096	4	9	6	1999	-99	4	80	5	3	5
ET180097	1	3	39	1999	-99	7	80	4	2	88
ET180097	2	4	39	1999	-99	7	80	4	2	88
ET180097	3	8	6	1999	-99	10	80	4	3	5
ET180097	4	9	6	1999	-99	10	80	4	3	5
ET180100	1	14	39	1999	-99	7	80	4	2	1
ET180100	2	9	6	1999	-99	5	80	4	3	5
ET180100	3	7	6	1999	-99	2	80	4	3	5
ET180100	4	1	5	1999	-99	5	80	4	2	1
ET190001	1	5	13	1999	-99	2	80	4	2	88
ET190001	2	7	6	1999	-99	10	80	5	5	88
ET190001	3	8	6	1999	-99	10	80	5	5	88
ET190001	4	9	6	1999	-99	10	80	5	5	88
ET190001	5	14	36	1997	-99	9	80	4	2	88
ET190001	6	3	36	1997	-99	7	80	4	2	88
ET190001	7	4	36	1997	-99	7	80	4	2	88
ET190002	1	3	39	1999	-99	9	80	4	2	88
ET190002	2	4	39	1999	-99	9	80	4	2	88
ET190002	3	8	6	1999	-99	77	2	4	5	3
ET190002	4	9	6	1999	-99	77	2	4	5	3
ET190003	1	3	39	1999	-99	9	80	4	2	88
ET190003	2	4	39	1999	-99	9	80	4	2	5
ET190003	3	8	6	1999	-99	77	80	4	3	5
ET190003	4	9	6	1999	-99	77	80	4	5	5
ET190004	1	3	39	1999	-99	7	80	4	2	88
ET190004	2	4	39	1999	-99	7	80	4	2	88
ET190004	3	8	6	1999	-99	7	2	4	5	88
ET190004	4	9	6	1999	-99	7	2	4	5	88
ET190005	1	7	6	1999	-99	8	80	4	5	88
ET190005	2	8	6	1999	-99	8	80	4	3	88
ET190005	3	9	6	1999	-99	4	80	4	3	88
ET190005	4	17	6	1999	-99	4	80	4	3	88
ET190006	1	3	39	1999	-99	7	80	4	2	88
ET190006	2	4	39	1999	-99	7	80	4	2	88
ET190006	3	8	6	1999	-99	77	80	4	3	5
ET190006	4	9	6	1999	-99	77	80	4	3	5
ET190007	1	17	6	1999	-99	8	80	4	3	5
ET190007	2	11	6	1999	-99	10	80	4	5	3
ET190007	3	8	6	1999	-99	10	80	4	3	5
ET190008	1	3	39	1999	-99	7	80	4	2	88
ET190008	2	4	39	1999	-99	7	80	4	2	88
ET190008	3	18	23	1999	-99	4	4	4	4	88
ET190008	4	8	6	1999	-99	77	80	5	3	5
ET190009	1	3	39	1999	-99	7	80	3	2	88
ET190009	2	4	39	1999	-99	7	80	3	2	88
ET190009	3	8	6	1999	-99	7	80	4	5	88
ET190009	4	9	6	1999	-99	7	80	4	5	88
ET190010	1	8	6	1999	-99	3	80	4	5	88
ET190010	2	7	6	1999	-99	10	80	4	5	88
ET190010	3	9	6	1999	-99	10	80	4	5	88
ET190010	4	17	6	1999	-99	5	80	4	5	88
ET190011	1	3	39	1999	-99	7	80	4	2	88
ET190011	2	4	39	1999	-99	7	80	4	2	88
ET190011	3	8	6	1999	-99	77	80	4	3	5
ET190011	4	9	6	1999	-99	77	80	4	3	5
ET190012	1	3	39	1999	-99	9	80	4	1	2
ET190012	2	4	39	1999	-99	9	80	4	1	2
ET190012	3	7	6	1999	-99	5	80	4	5	88
ET190012	4	8	6	1999	-99	5	80	5	5	88
ET190014	1	3	39	1999	-99	9	80	4	1	2
ET190014	2	4	39	1999	-99	9	80	4	1	2
ET190014	3	8	6	1999	-99	4	80	4	6	88
ET190014	4	7	6	1999	-99	77	80	5	3	5
ET190015	1	3	39	1999	-99	9	80	4	1	2
ET190015	2	4	39	1999	-99	9	80	4	1	2
ET190015	3	7	6	1999	-99	8	80	4	3	5
ET190015	4	8	6	1999	-99	8	80	4	3	88
ET190016	1	3	39	1999	-99	7	80	4	2	88
ET190016	2	4	39	1999	-99	7	80	4	2	88
ET190016	3	8	6	1999	-99	7	80	4	5	88
ET190016	4	9	6	1999	-99	7	80	4	5	88
ET190017	1	7	6	1999	-99	10	80	4	5	88
ET190017	2	8	6	1999	-99	8	80	4	5	88
ET190017	3	9	6	1999	-99	10	80	4	5	88
ET190017	4	16	23	1999	-99	4	80	5	4	88
ET190018	1	7	6	1999	-99	10	80	5	5	88
ET190018	2	8	6	1999	-99	10	80	5	5	88
ET190018	3	9	6	1999	-99	10	80	5	5	88
ET190018	4	5	13	2001	-99	2	80	4	2	88
ET190019	1	3	39	1999	-99	7	80	5	2	88
ET190019	2	4	39	1999	-99	7	80	5	2	88
ET190019	3	7	6	1999	-99	10	80	5	5	88
ET190019	4	9	6	1999	-99	10	80	5	5	88
ET190020	1	3	39	1999	-99	7	80	5	2	88
ET190020	2	4	39	1999	-99	7	80	5	2	88
ET190020	3	8	6	1999	-99	10	80	4	5	88
ET190020	4	9	6	1999	-99	10	80	4	5	88
ET190021	1	7	6	1999	-99	8	80	4	3	5
ET190021	2	8	6	1999	-99	8	80	4	3	88
ET190021	3	11	6	1999	-99	4	80	4	5	88
ET190021	4	17	6	1999	-99	4	80	4	3	88
ET190022	1	3	39	1999	-99	7	80	4	2	88
ET190022	2	4	39	1999	-99	7	80	4	2	88
ET190022	3	8	6	1999	-99	77	1	4	3	5
ET190022	4	9	6	1999	-99	77	1	4	3	5
ET190024	1	3	39	1999	-99	7	80	4	1	2
ET190024	2	4	39	1999	-99	7	80	4	1	2
ET190024	3	9	6	1999	-99	6	80	4	5	3
ET190024	4	5	13	1999	-99	77	80	3	7	88
ET190025	1	19	36	1999	-99	77	80	4	1	2
ET190025	2	14	39	1999	-99	5	80	4	1	2
ET190025	3	11	6	1999	-99	5	80	4	5	88
ET190025	4	7	6	1999	-99	5	80	4	5	88
ET190026	1	3	39	1999	-99	7	80	4	1	2
ET190026	2	4	39	1999	-99	7	80	4	1	2
ET190026	3	8	6	1999	-99	5	80	5	5	88
ET190026	4	7	6	1999	-99	5	80	5	5	88
ET190028	1	3	39	1999	-99	7	80	4	2	88
ET190028	2	4	39	1999	-99	7	80	4	2	88
ET190028	3	8	6	1999	-99	10	80	4	5	88
ET190028	4	7	6	1999	-99	10	80	4	5	88
ET190029	1	3	39	2001	-99	7	80	3	2	88
ET190029	2	4	39	2001	-99	7	80	3	2	88
ET190029	3	7	6	1999	-99	10	80	4	5	88
ET190029	4	9	6	1999	-99	10	80	4	5	88
ET190030	1	5	13	2000	-99	7	80	5	1	2
ET190030	2	9	6	1999	-99	10	80	4	5	88
ET190030	3	7	6	1999	-99	10	80	4	5	88
ET190030	4	8	6	1999	-99	8	80	4	3	88
ET190031	1	5	13	1999	-99	2	80	4	2	88
ET190031	2	11	6	1999	-99	3	80	5	3	5
ET190031	3	9	6	1999	-99	6	80	5	5	3
ET190031	4	8	6	1999	-99	6	80	5	3	5
ET190032	1	7	6	1999	-99	8	80	4	3	88
ET190032	2	8	6	1999	-99	8	80	4	3	5
ET190032	3	17	6	1999	-99	4	80	4	5	88
ET190032	4	9	6	1999	-99	4	80	4	5	88
ET190033	1	3	39	1999	-99	7	80	5	2	88
ET190033	2	4	39	1999	-99	7	80	5	2	88
ET190033	3	16	23	2002	-99	4	0	5	4	88
ET190033	4	9	6	1999	-99	10	80	4	5	88
ET190034	1	7	6	1999	-99	6	80	4	3	88
ET190034	2	11	6	1999	-99	6	80	4	3	5
ET190034	3	5	13	1999	-99	4	80	5	5	88
ET190034	4	1	5	1999	-99	4	80	4	1	2
ET190035	1	8	6	1999	-99	77	80	4	3	5
ET190035	2	7	6	1999	-99	77	80	4	3	5
ET190035	3	9	6	1999	-99	77	80	4	3	5
ET190036	1	3	39	1999	-99	7	80	5	1	2
ET190036	2	4	39	1999	-99	7	80	5	1	2
ET190036	3	7	6	1999	-99	7	80	4	3	5
ET190036	4	9	6	1999	-99	7	80	4	3	5
ET190037	1	3	39	1999	-99	7	80	4	1	2
ET190037	2	4	39	1999	-99	7	80	4	1	2
ET190037	3	7	6	1999	-99	8	80	4	5	88
ET190037	4	8	6	1999	-99	8	80	4	5	88
ET190038	1	3	39	1999	-99	7	80	4	1	2
ET190038	2	4	39	1999	-99	7	80	4	1	2
ET190038	3	7	6	1999	-99	8	80	4	5	88
ET190038	4	8	6	1999	-99	8	80	4	3	88
ET190039	1	3	39	1999	-99	9	80	4	2	88
ET190039	2	4	39	1999	-99	9	80	4	2	88
ET190039	3	5	13	1999	-99	2	80	3	2	88
ET190039	4	9	6	1999	-99	10	80	4	3	5
ET190040	1	5	13	1999	-99	1	80	5	2	88
ET190040	2	7	6	1999	-99	10	80	5	5	88
ET190040	3	8	6	1999	-99	10	80	5	5	88
ET190040	4	9	6	1999	-99	10	80	5	5	88
ET190041	1	8	6	1999	-99	8	80	4	5	88
ET190041	2	7	6	1999	-99	8	80	5	5	88
ET190041	3	19	23	2001	-99	4	80	4	2	88
ET190041	4	8	6	1999	-99	8	80	4	5	88
ET190042	1	3	39	1999	-99	7	80	5	1	2
ET190042	2	4	39	1999	-99	7	80	5	1	2
ET190042	3	7	6	1999	-99	7	80	4	3	5
ET190042	4	9	6	1999	-99	7	80	4	3	5
ET190043	1	3	39	1999	-99	7	80	5	1	2
ET190043	2	4	39	1999	-99	7	80	5	1	2
ET190043	3	8	6	1999	-99	6	80	5	3	5
ET190043	4	7	6	1999	-99	6	80	5	3	5
ET190044	1	8	6	1999	-99	8	80	5	5	3
ET190044	2	11	6	1999	-99	7	80	5	3	5
ET190044	3	7	6	1999	-99	7	80	4	3	5
ET190044	4	9	6	1999	-99	6	80	4	3	5
ET190045	1	8	6	2000	-99	8	1	5	1	5
ET190045	2	7	6	2001	-99	8	80	5	5	88
ET190046	1	8	6	1999	-99	8	80	4	5	88
ET190046	2	5	13	1999	-99	2	80	3	2	88
ET190046	3	7	6	1999	-99	4	80	4	3	5
ET190046	4	9	6	1999	-99	4	80	4	3	5
ET190047	1	14	39	1999	-99	77	80	4	1	2
ET190047	2	9	6	1999	-99	6	80	4	3	88
ET190047	3	5	13	1999	-99	2	80	4	1	2
ET190047	4	7	6	1999	-99	4	80	4	3	5
ET190048	1	3	39	1999	-99	77	80	4	2	88
ET190048	2	4	39	1999	-99	77	80	4	2	88
ET190048	3	8	6	1999	-99	77	80	4	5	88
ET190048	4	5	13	1999	-99	2	1	4	2	1
ET190049	1	3	39	1999	-99	7	80	4	2	1
ET190049	2	4	39	1999	-99	7	80	4	2	88
ET190049	3	14	39	1999	-99	9	1	4	2	88
ET190049	4	7	6	1999	-99	10	80	4	5	88
ET190050	1	7	6	1999	-99	10	80	4	5	88
ET190050	2	9	6	1999	-99	10	80	4	5	88
ET190050	3	5	15	1999	-99	3	80	5	1	88
ET190050	4	13	36	2000	-77	1	80	5	1	88
ET190051	1	5	13	1999	-99	2	80	5	2	88
ET190051	2	7	6	1999	-99	10	80	4	5	88
ET190051	3	8	6	1999	-99	10	80	4	5	88
ET190051	4	9	6	1999	-99	10	80	4	5	88
ET190052	1	3	39	1999	-99	7	80	3	2	7
ET190052	2	4	39	1999	-99	7	80	3	2	7
ET190052	3	19	36	2001	-99	7	80	5	1	88
ET190052	4	8	6	1999	-99	10	80	5	5	88
ET190053	1	3	39	1999	-99	7	80	4	2	88
ET190053	2	4	39	1999	-99	7	80	4	2	88
ET190053	3	8	6	1999	-99	77	80	4	3	5
ET190053	4	9	6	1999	-99	77	80	4	3	5
ET190054	1	3	39	1999	-99	7	80	4	2	88
ET190054	2	4	39	1999	-99	7	80	4	2	88
ET190054	3	5	13	1999	-99	4	80	4	1	2
ET190054	4	8	6	1999	-99	10	80	4	5	88
ET190055	1	5	13	1999	-99	2	80	4	1	2
ET190055	2	7	6	1999	-99	4	80	4	5	88
ET190055	3	9	6	1999	-99	5	80	3	5	88
ET190055	4	18	23	1999	-99	5	80	2	1	2
ET190056	1	3	39	1999	-99	7	80	4	1	2
ET190056	2	4	39	1999	-99	7	80	4	1	2
ET190056	3	7	6	1999	-99	5	80	5	5	88
ET190056	4	8	6	1999	-99	5	80	5	5	88
ET190057	1	7	6	1999	-99	10	80	4	5	88
ET190057	2	8	6	1999	-99	10	80	4	5	88
ET190057	3	9	6	1999	-99	10	80	4	5	88
ET190057	4	17	6	1999	-99	10	80	4	5	88
ET190058	1	11	6	1999	-99	4	80	4	5	88
ET190058	2	2	20	1999	-99	4	80	4	3	88
ET190058	3	7	6	1999	-99	4	80	4	5	88
ET190058	4	5	13	1999	-99	3	80	5	1	2
ET190059	1	3	36	1999	-99	7	80	4	2	88
ET190059	2	4	36	1999	-99	7	80	4	2	88
ET190059	3	16	23	1999	-99	4	80	4	4	88
ET190059	4	9	6	1999	-99	77	80	4	3	5
ET190060	1	3	39	1999	-99	7	80	4	2	88
ET190060	2	4	39	1999	-99	7	80	4	2	88
ET190060	3	5	13	2001	-99	3	80	3	7	88
ET190060	4	8	6	1999	-99	4	2	4	5	88
ET190061	1	6	23	2001	-99	5	80	3	1	88
ET190061	2	7	6	2001	-99	7	6	4	5	88
ET190061	3	8	6	2001	-99	7	7	4	5	88
ET190061	4	16	23	2001	-99	4	80	5	4	88
ET190062	1	7	6	1999	-99	10	80	4	5	88
ET190062	2	8	6	1999	-99	10	80	4	5	88
ET190062	3	5	13	1999	-99	2	80	4	1	2
ET190063	1	5	15	2000	-99	2	80	5	2	88
ET190063	2	7	6	1999	-99	10	80	5	5	88
ET190063	3	8	6	1999	-99	10	80	5	5	88
ET190063	4	9	6	1999	-99	10	80	5	5	88
ET190064	1	7	6	1999	-99	8	80	4	5	88
ET190064	2	8	6	1999	-99	8	80	4	5	88
ET190064	3	17	6	1999	-99	8	80	4	3	88
ET190065	1	7	6	1999	-99	10	80	4	5	88
ET190065	2	8	6	1999	-99	8	80	4	5	88
ET190065	3	17	6	1999	-99	3	80	4	5	88
ET190065	4	5	13	2001	-99	4	80	2	1	88
ET190066	1	3	39	1999	-99	7	80	4	2	88
ET190066	2	4	39	1999	-99	7	80	4	2	88
ET190066	3	8	6	1999	-99	77	80	4	3	5
ET190066	4	9	6	1999	-99	77	80	4	3	5
ET190067	1	3	39	1999	-99	7	80	4	2	88
ET190067	2	4	39	1999	-99	7	80	4	2	88
ET190067	3	8	6	1999	-99	77	2	4	3	5
ET190067	4	9	6	1999	-99	77	2	4	3	5
ET190068	1	3	39	1999	-99	7	80	4	1	2
ET190068	2	4	39	1999	-99	7	80	4	1	2
ET190068	3	7	6	1999	-99	10	80	4	5	88
ET190068	4	8	6	1999	-99	10	80	4	5	88
ET190069	1	3	39	1999	-99	7	80	3	2	88
ET190069	2	4	39	1999	-99	7	80	3	2	88
ET190069	3	8	6	1999	-99	7	2	4	5	88
ET190069	4	9	6	1999	-99	7	80	4	5	88
ET190070	1	3	39	1999	-99	7	80	4	2	88
ET190070	2	4	39	1999	-99	7	80	4	2	88
ET190070	3	8	6	1999	-99	10	80	4	3	5
ET190070	4	9	6	1999	-99	10	80	4	3	5
ET190071	1	14	39	1999	-99	10	80	4	2	88
ET190071	2	9	6	1999	-99	10	80	4	3	5
ET190072	1	3	39	1999	-99	7	80	4	1	2
ET190072	2	4	39	1999	-99	7	80	4	1	2
ET190072	3	7	6	1999	-99	8	80	4	5	88
ET190072	4	8	6	1999	-99	8	80	4	5	88
ET190073	1	7	6	1999	-99	5	80	4	5	88
ET190073	2	8	6	1999	-99	6	80	4	5	88
ET190073	3	11	6	1999	-99	6	80	4	5	3
ET190073	4	9	6	1999	-99	6	80	4	5	3
ET190076	1	7	6	1999	-99	8	80	4	3	88
ET190076	2	8	6	1999	-99	8	80	4	3	5
ET190076	3	17	6	1999	-99	4	80	4	3	88
ET190076	4	5	13	1999	-99	4	80	4	3	88
ET190079	1	3	39	1999	-99	7	80	4	1	2
ET190079	2	4	39	1999	-99	7	80	4	1	2
ET190079	3	7	6	1999	-99	6	80	4	5	88
ET190079	4	16	23	2001	-99	4	80	4	6	88
ET190080	1	3	39	1999	-99	7	80	4	1	2
ET190080	2	4	39	1999	-99	7	80	4	1	2
ET190080	3	7	6	1999	-99	8	80	4	3	88
ET190080	4	8	6	1999	-99	8	80	4	3	88
ET190082	1	3	39	1999	-99	7	80	4	1	2
ET190082	2	4	39	1999	-99	7	80	4	1	2
ET190082	3	19	36	1999	-99	4	80	5	1	2
ET190082	4	7	6	1999	-99	5	80	4	5	88
ET190083	1	7	6	1999	-99	10	80	4	5	88
ET190083	2	8	6	1999	-99	10	80	4	5	88
ET190083	3	9	6	1999	-99	8	80	4	5	88
ET190084	1	3	39	1999	-99	7	80	3	2	88
ET190084	2	4	39	1999	-99	7	80	3	2	88
ET190084	3	8	6	1999	-99	8	80	4	5	88
ET190084	4	11	6	1999	-99	8	80	5	5	3
ET190085	1	14	39	1999	-99	77	80	4	2	88
ET190085	2	7	6	1999	-99	5	80	4	5	88
ET190085	3	8	6	1999	-99	5	80	5	5	88
ET190085	4	17	6	1999	-99	5	80	5	5	88
ET190086	1	7	6	1999	-99	4	80	4	5	88
ET190086	2	8	6	1999	-99	5	80	5	5	4
ET190086	3	5	13	1999	-99	3	80	4	1	2
ET190086	4	11	6	1999	-99	4	80	5	3	88
ET190087	1	7	6	1999	-99	5	80	4	3	88
ET190087	2	8	6	1999	-99	4	80	4	3	88
ET190087	3	11	6	1999	-99	4	80	4	5	88
ET190087	4	2	20	1999	-99	5	80	4	3	88
ET190088	1	7	6	1999	-99	10	88	5	5	88
ET190088	2	8	6	1999	-99	10	88	5	5	88
ET190088	3	17	6	1999	-99	10	88	5	5	88
ET190088	4	9	6	1999	-99	10	88	5	5	88
ET190089	1	3	39	1999	-99	77	80	4	1	2
ET190089	2	4	39	1999	-99	77	80	4	1	2
ET190089	3	7	6	1999	-99	8	80	4	3	88
ET190089	4	8	6	1999	-99	8	80	4	5	88
ET190090	1	7	6	1999	-99	10	80	4	5	88
ET190090	2	8	6	1999	-99	10	80	4	5	88
ET190090	3	9	6	1999	-99	10	80	4	5	88
ET190090	4	17	6	1999	-99	10	80	4	5	88
ET190091	1	17	6	1999	-99	10	80	4	5	88
ET190091	2	7	6	1999	-99	10	80	4	5	88
ET190091	3	8	6	1999	-99	10	80	4	5	88
ET190091	4	9	6	1999	-99	10	80	4	5	88
ET190092	1	9	6	1999	-99	10	80	5	5	88
ET190092	2	7	6	1999	-99	10	80	5	5	88
ET190092	3	8	6	1999	-99	10	80	5	5	88
ET190092	4	17	6	1999	-99	10	80	5	5	88
ET190093	1	8	6	1999	-99	10	80	4	3	5
ET190093	2	9	6	1999	-99	10	80	4	3	5
ET190094	1	17	6	1999	-99	10	80	4	5	88
ET190094	2	8	6	1999	-99	10	80	4	5	88
ET190094	3	7	6	1999	-99	10	80	4	5	88
ET190094	4	9	6	1999	-99	10	80	4	5	88
ET190095	1	7	6	1999	-99	8	80	4	5	88
ET190095	2	8	6	1999	-99	10	80	4	5	88
ET190095	3	17	6	1999	-99	3	80	4	5	88
ET190095	4	5	13	1999	-99	2	80	4	2	1
ET190096	1	5	13	1999	-99	10	80	4	2	88
ET190096	2	7	6	1999	-99	10	80	4	5	88
ET190096	3	8	6	1999	-99	10	80	4	5	88
ET190096	4	9	6	1999	-99	10	80	4	5	88
ET190097	1	8	6	1999	-99	10	80	4	5	88
ET190097	2	7	6	1999	-99	10	80	4	5	88
ET190097	3	9	6	1999	-99	10	80	4	5	88
ET190097	4	17	6	1999	-99	10	80	4	5	88
ET190098	1	7	6	1999	-99	7	80	4	5	88
ET190098	2	8	6	1999	-99	7	80	4	5	88
ET190098	3	9	6	1999	-99	10	80	4	5	88
ET190098	4	17	6	1999	-99	10	80	4	5	88
ET190099	1	3	39	1999	-99	7	80	4	2	88
ET190099	2	4	39	1999	-99	7	80	4	2	88
ET190099	3	19	36	2001	-99	4	80	5	1	2
ET190099	4	7	6	1999	-99	7	80	4	5	88
ET190100	1	9	6	1999	-99	6	80	4	3	5
ET190100	2	8	6	1999	-99	6	80	5	3	5
ET190100	3	5	13	1999	-99	3	80	5	2	1
ET190100	4	19	36	2000	-99	11	80	5	2	88
ET200001	1	9	6	2000	-99	77	80	5	5	88
ET200001	2	5	13	2002	-99	3	80	5	6	88
ET200002	1	4	39	1997	-99	11	80	4	2	88
ET200002	2	8	6	-77	-99	10	2	4	5	88
ET200002	3	9	6	-77	-99	10	2	4	5	88
ET200003	1	10	15	1998	-99	77	80	4	2	88
ET200003	2	11	22	1998	-99	77	80	4	2	88
ET200004	1	4	39	1998	-99	11	80	4	2	88
ET200004	2	5	13	1999	-99	4	80	4	1	2
ET200005	1	4	39	1998	-99	11	80	4	2	88
ET200005	2	10	22	1998	-99	77	4	4	2	88
ET200005	3	19	15	1998	-99	77	4	4	2	88
ET200005	4	5	13	1998	-99	1	80	5	1	2
ET200006	1	5	13	2001	-99	4	80	4	1	2
ET200007	1	16	39	2000	-99	4	2	5	2	88
ET200007	2	8	6	1998	-99	10	2	4	5	88
ET200008	1	4	39	1997	-99	11	80	4	2	88
ET200008	2	10	15	2001	-99	77	2	4	1	2
ET200008	3	19	22	2001	-99	77	2	4	2	88
ET200009	1	4	39	1998	-99	11	80	5	1	2
ET200009	2	8	6	1999	-99	8	1	4	3	88
ET200009	3	5	13	1998	-99	2	1	2	2	88
ET200010	1	16	36	1986	-99	3	80	4	2	88
ET200011	1	4	36	1997	2001	11	80	4	2	88
ET200011	2	8	6	1994	1999	2	1	4	5	88
ET200011	3	10	15	2001	-99	77	1	4	2	88
ET200012	1	4	39	1998	2002	11	80	4	2	6
ET200012	2	5	13	1999	-99	3	1	4	8	5
ET200012	3	9	6	1994	-99	10	80	5	3	5
ET200012	4	8	6	1994	-99	10	1	5	3	1
ET200013	1	4	36	1998	-99	11	80	4	1	2
ET200014	1	4	39	1998	-99	11	80	5	2	88
ET200014	2	5	13	2001	-99	2	80	4	4	88
ET200015	1	4	39	1997	-99	11	80	4	2	88
ET200015	2	5	13	1997	-99	1	80	1	9	88
ET200016	1	4	39	1997	-99	11	2	4	1	88
ET200016	2	19	22	2001	-99	77	8	5	1	88
ET200016	3	5	88	1997	-99	1	80	3	1	88
ET200018	1	4	39	1997	-99	11	1	3	2	88
ET200018	2	5	1	1997	-99	1	80	4	2	1
ET200019	1	14	39	1999	-99	11	80	5	1	2
ET200019	2	5	13	1998	-99	4	80	4	2	88
ET200020	1	1	5	1988	-99	4	80	5	2	88
ET200020	2	4	39	1988	-99	11	80	5	2	88
ET200020	3	8	6	1998	2001	2	2	5	3	88
ET200021	1	9	6	1998	-99	10	80	4	5	88
ET200021	2	5	13	1992	-99	1	2	4	2	88
ET200022	1	1	5	1999	-99	5	80	4	1	2
ET200022	2	10	5	2000	-99	6	1	5	1	2
ET200023	1	14	39	1997	-99	11	80	4	2	88
ET200023	2	9	6	1998	-99	10	80	4	5	88
ET200024	1	4	39	1998	-99	11	80	4	2	88
ET200025	1	14	39	1996	-99	11	3	4	2	88
ET200025	2	9	6	1997	-99	10	80	4	5	88
ET200026	1	4	39	1997	-99	11	80	4	2	88
ET200026	2	1	5	1989	-99	5	80	4	2	1
ET200027	1	14	39	1996	-99	11	80	4	2	88
ET200027	2	9	6	1996	-99	7	80	4	5	88
ET200028	1	4	39	1998	-99	11	80	5	1	2
ET200029	1	1	5	2000	-99	2	1	4	5	88
ET200029	2	9	6	1996	-99	10	80	4	5	3
ET200029	3	8	6	1990	-99	10	2	4	5	88
ET200030	1	4	36	1998	-99	11	80	4	1	88
ET200030	2	8	6	1988	-99	8	2	4	5	88
ET200030	3	19	22	2001	-99	77	80	4	2	88
ET200030	4	10	15	2001	-99	77	2	4	2	88
ET200031	1	4	39	1998	-99	11	80	4	2	88
ET200031	2	14	36	1998	-99	11	19	4	2	88
ET200032	1	5	13	2000	-99	2	4	4	9	88
ET200033	1	4	39	1998	-99	11	80	4	1	2
ET200033	2	9	39	1999	-99	5	1	4	5	3
ET200035	1	1	5	-77	-99	4	80	4	1	2
ET200035	2	8	6	2001	-99	8	2	4	3	88
ET200036	1	4	39	1998	-99	11	80	4	2	1
ET200036	2	19	22	1998	-99	77	80	4	2	1
ET200037	1	4	39	1998	-99	11	80	5	2	88
ET200037	2	5	13	1998	-99	77	80	4	4	88
ET200038	1	4	39	1998	-99	11	80	4	2	88
ET200038	2	5	13	1999	-99	4	80	4	1	2
ET200039	1	4	39	1997	-99	11	80	4	2	88
ET200039	2	8	6	1997	2000	8	1	4	5	88
ET200039	3	5	13	1996	2001	1	80	4	9	88
ET200039	4	19	22	2001	-99	77	80	4	2	88
ET200039	5	10	15	2001	-99	77	1	4	2	88
ET200040	1	4	39	1997	-99	11	1	4	2	88
ET200040	2	10	15	1998	-99	77	1	4	2	88
ET200040	3	19	22	1997	-99	77	1	4	2	88
ET200040	4	5	13	1996	-99	1	1	1	2	88
ET200041	1	4	36	1998	-99	11	80	4	1	2
ET200041	2	1	5	1999	-99	4	1	4	1	88
ET200041	3	9	6	1999	-99	10	1	5	5	88
ET200042	1	4	39	1994	-99	11	80	5	2	8
ET200042	2	9	6	1992	-99	10	80	5	5	3
ET200042	3	8	6	1992	-99	10	2	5	5	3
ET200043	1	4	39	1998	-99	11	80	5	2	88
ET200043	2	5	13	1998	-99	2	80	4	2	88
ET200044	1	4	39	1997	-99	11	80	5	2	1
ET200044	2	9	6	1996	-99	10	1	4	5	88
ET200044	3	8	6	1997	-99	10	1	4	5	88
ET200045	1	4	39	1998	-99	11	80	4	1	2
ET200045	2	1	5	1987	-99	4	80	4	1	2
ET200045	3	5	13	1993	-99	3	80	4	2	1
ET200045	4	8	6	2000	-99	8	1	4	3	88
ET200046	1	4	36	2001	-99	11	80	4	2	88
ET200046	2	19	22	2001	-99	77	80	4	2	88
ET200046	3	10	15	2001	-99	77	80	5	2	1
ET200047	1	4	39	1997	-99	11	80	4	2	6
ET200047	2	9	6	1996	-99	10	80	4	5	3
ET200047	3	8	6	1996	-99	10	2	4	5	3
ET200047	4	10	5	1999	-99	10	1	3	6	88
ET200048	1	4	39	2001	-99	11	80	5	2	8
ET200048	2	9	6	1997	-99	10	80	4	5	88
ET200048	3	8	6	1997	-99	10	2	4	3	88
ET200049	1	4	36	1998	-99	11	80	4	1	2
ET200049	2	1	5	1999	-99	4	80	4	1	2
ET200049	3	9	6	1999	-99	5	2	4	5	88
ET200050	1	4	39	1998	-99	11	80	5	2	1
ET200050	2	10	8	1999	1999	4	80	4	7	1
ET200050	3	8	6	1999	-99	2	2	4	5	1
ET200050	4	19	22	2001	-99	77	80	4	2	88
ET200050	5	10	15	2001	-99	77	80	4	2	88
ET200051	1	4	39	2001	-99	11	80	4	2	88
ET200051	2	10	22	2002	-99	4	80	4	2	88
ET200051	3	9	6	1989	-99	10	80	5	5	88
ET200051	4	1	5	1984	-99	4	80	4	2	88
ET200052	1	4	39	1998	-99	11	80	5	1	2
ET200052	2	1	5	1989	-99	4	80	5	1	2
ET200052	3	8	6	1985	-99	10	2	4	3	5
ET200054	1	4	39	1998	-99	11	80	4	1	2
ET200054	2	5	13	2001	-99	4	80	4	1	2
ET200055	1	4	39	1998	-99	11	80	4	2	88
ET200055	2	10	8	1999	1999	77	80	4	7	88
ET200056	1	1	5	1986	-99	5	80	4	1	2
ET200056	2	4	39	2001	-99	11	80	4	2	88
ET200057	1	5	13	1999	-99	2	88	5	1	88
ET200058	1	5	13	2000	-99	4	80	4	1	2
ET200058	2	10	15	2001	-99	11	80	4	2	88
