CHILDCODE	MEMIDR4	MEMAGER4	AGEMTHR4	MEMSEXR4	RELATER4	LIVHSER4	YRDIEDR4	MTHBRNR4	RELHHR4	MRTLSTR4	DISABR4	MTHRHHR4	FTHRHHR4	THSDISR4	BRNDEPR4	GRADER4	EDCCHGR4	STILLR4	WHYNOTR4	AGEGRDR4	SCHTYPR4	LSTTYPR4	MEMINCR4	MEMCNSR4
128045	2	37	 	2	1	1	 	4	2	1	0	98	98	1	 	11	0	0	 	 	 	4	Y	N
128045	3	17	 	2	7	1	 	10	3	6	0	2	0	1	 	11	1	1	 	 	4	 	N	N
128045	4	26	 	1	13	1	 	7	7	6	0	98	98	 	 	 	 	 	 	 	 	 	Y	Y
128045	5	33	 	2	13	1	 	9	7	6	0	98	98	 	 	 	 	 	 	 	 	 	Y	Y
128046	0	18	 	2	0	1	 	8	3	6	0	2	1	0	15	15	 	1	 	 	4	 	Y	N
128046	1	47	 	1	1	1	 	7	1	3	0	98	98	0	12	11	0	0	 	 	 	4	Y	N
128046	2	44	 	2	1	1	 	9	2	3	0	98	98	0	15	14	0	0	 	 	 	1	Y	N
128046	15	15	 	1	7	1	 	2	3	6	0	2	1	1	 	11	1	1	 	 	4	 	N	N
128046	16	8	 	1	7	1	 	8	3	 	0	2	1	1	 	5	1	1	 	 	1	 	N	N
128047	0	18	 	1	0	1	 	8	3	6	0	2	1	0	15	10	 	0	 	 	 	4	Y	Y
128047	1	43	 	1	1	1	 	7	1	1	0	98	98	0	15	11	0	0	 	 	 	4	Y	N
128047	2	42	 	2	1	1	 	8	2	1	1	98	98	0	15	6	0	0	 	 	 	4	Y	N
128047	3	24	 	1	7	1	 	9	3	6	0	2	1	1	 	11	0	0	 	 	 	4	Y	Y
128047	4	22	 	1	7	1	 	12	3	6	0	2	1	1	 	11	0	0	 	 	 	4	Y	N
128047	5	88	 	88	88	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
128048	0	18	 	2	0	1	 	8	3	6	0	2	98	0	10	11	 	0	 	 	 	4	Y	Y
128048	1	-88	 	1	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128048	2	44	 	2	1	1	 	6	1	2	0	98	98	0	10	9	0	0	 	 	 	4	Y	Y
128048	3	25	 	2	7	1	 	3	3	6	0	2	98	0	10	14	0	0	 	 	 	4	Y	Y
128048	4	23	 	2	7	1	 	3	3	6	0	2	98	0	10	11	0	0	 	 	 	4	Y	Y
128048	5	-88	 	2	14	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128048	6	-88	 	2	14	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128049	0	19	 	2	0	1	 	2	3	6	0	2	1	1	 	13	 	1	 	 	1	 	N	N
128049	1	62	 	1	1	1	 	4	1	3	0	98	98	0	12	9	0	0	 	 	 	4	Y	N
128049	2	60	 	2	1	1	 	12	2	3	0	98	98	0	12	3	0	0	 	 	 	4	Y	N
128049	3	88	 	88	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
128049	4	34	 	1	7	1	 	1	3	6	0	2	1	0	15	11	0	0	 	 	 	4	Y	Y
128049	5	88	 	88	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
128049	6	88	 	88	88	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
128049	15	88	 	88	88	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
128049	16	88	 	88	16	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
128049	17	88	 	88	15	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
128050	0	18	 	1	0	1	 	8	3	6	0	1	98	0	15	13	 	1	 	 	1	 	Y	Y
128050	1	56	 	2	1	1	 	2	1	2	0	98	98	0	12	6	0	0	 	 	 	4	Y	N
128050	2	33	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128050	3	26	 	2	7	1	 	8	3	2	0	1	98	1	 	7	0	0	 	 	 	4	N	N
128050	4	23	 	2	7	1	 	4	3	2	0	1	98	0	15	11	0	0	 	 	 	4	Y	Y
128050	15	11	 	1	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128050	16	33	 	1	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128050	17	28	 	1	16	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128050	18	4	 	1	15	1	 	11	5	 	0	4	98	 	 	 	 	 	 	 	 	 	N	N
128050	19	5	 	1	15	1	 	6	5	 	0	3	98	 	 	 	 	 	 	 	 	 	N	N
128050	20	5	 	1	15	1	 	6	5	 	0	3	98	 	 	 	 	 	 	 	 	 	N	N
128050	21	2	 	2	15	1	 	7	5	 	0	3	98	 	 	 	 	 	 	 	 	 	N	N
128051	0	19	 	1	0	1	 	3	3	6	0	2	1	0	15	4	 	0	 	 	 	4	Y	Y
128051	1	46	 	1	1	1	 	5	1	1	0	98	98	0	15	8	0	0	 	 	 	4	Y	Y
128051	2	44	 	2	1	1	 	3	2	1	0	98	98	0	15	8	0	0	 	 	 	4	N	N
128051	3	25	 	1	7	1	 	2	3	6	0	2	1	0	15	10	0	0	 	 	 	4	Y	Y
128051	4	22	 	1	7	1	 	4	3	6	0	2	1	0	15	8	0	0	 	 	 	4	Y	Y
128051	5	16	 	1	7	1	 	4	3	6	0	2	1	0	15	8	1	1	 	 	4	 	Y	N
128051	6	1	 	2	14	1	 	8	10	 	0	98	98	 	 	 	 	 	 	 	 	 	N	N
128051	7	1	 	2	14	1	 	8	10	 	0	98	98	 	 	 	 	 	 	 	 	 	N	N
138002	0	18	 	2	0	1	 	7	3	6	0	1	98	0	15	13	 	1	 	 	4	 	Y	N
138002	1	35	 	2	1	1	 	2	1	4	0	98	98	0	12	6	0	0	 	 	 	4	Y	N
138002	2	88	 	2	5	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138002	3	88	 	1	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138002	4	14	 	1	7	1	 	10	3	6	0	1	98	0	15	9	1	1	 	 	1	 	N	N
138004	0	19	 	1	0	1	 	2	3	6	0	1	98	0	15	11	 	1	 	 	4	 	Y	N
138004	1	57	 	2	1	1	 	2	1	4	0	98	98	0	10	0	0	0	 	 	 	88	N	N
138004	2	32	 	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
138004	3	30	 	1	7	1	 	6	3	6	0	1	98	0	15	11	0	0	 	 	 	4	Y	N
138004	4	28	 	2	7	1	 	11	3	6	0	1	98	0	15	11	0	0	 	 	 	4	Y	N
138004	5	88	 	88	88	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
138004	6	22	 	2	7	1	 	8	3	6	0	1	98	1	 	14	1	0	 	 	 	1	Y	N
138004	7	6	 	2	15	1	 	3	5	 	0	4	98	 	 	 	 	 	 	 	 	 	N	N
138005	0	18	 	1	0	1	 	7	3	6	0	2	98	1	 	11	 	0	 	 	 	1	N	N
138005	1	88	 	88	1	3	2003	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138005	2	53	 	2	1	1	 	5	1	4	0	98	98	0	15	15	0	0	 	 	 	4	Y	N
138005	3	28	 	2	7	1	 	3	3	6	0	2	98	0	15	14	1	1	 	 	1	 	Y	N
138005	4	88	 	88	20	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138005	5	22	 	1	7	1	 	11	3	6	1	2	98	1	 	15	1	1	 	 	1	 	N	N
138005	6	88	 	88	20	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138007	0	19	 	1	0	1	 	6	7	6	0	1	98	0	12	22	 	0	 	 	 	4	Y	N
138007	1	46	 	2	1	1	 	11	2	3	0	98	98	0	12	8	0	0	 	 	 	4	Y	N
138007	15	15	 	1	9	1	 	4	3	6	0	1	16	0	15	10	1	1	 	 	4	 	N	N
138007	16	40	 	1	2	1	 	6	1	3	0	98	98	0	12	11	0	0	 	 	 	4	Y	N
138008	0	18	 	2	0	1	 	7	3	6	0	2	98	0	15	15	 	1	 	 	4	 	N	N
138008	1	-88	 	1	1	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138008	2	42	 	2	1	1	 	4	1	2	0	98	98	0	17	11	0	0	 	 	 	4	Y	N
138008	15	14	 	1	7	1	 	10	3	6	0	2	98	1	 	10	1	1	 	 	1	 	N	N
138009	0	18	 	2	0	1	 	10	3	6	0	2	1	1	 	15	 	1	 	 	1	 	N	N
138009	1	55	 	1	1	1	 	9	1	3	0	98	98	0	2	14	0	0	 	 	 	1	Y	N
138009	2	54	 	2	1	1	 	10	2	3	1	98	98	0	15	22	0	0	 	 	 	4	Y	N
138009	3	-88	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138009	4	-88	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138009	5	-88	 	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138009	6	-88	 	2	15	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138009	7	-88	 	1	15	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138009	15	-88	 	2	15	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138009	16	-88	 	1	15	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138011	0	19	 	1	0	1	 	2	3	6	0	98	1	1	 	11	 	0	 	 	 	4	Y	N
138011	1	45	 	1	1	1	 	9	1	2	0	98	98	0	15	13	0	0	 	 	 	1	Y	Y
138011	2	36	 	2	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 
138011	3	17	 	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 
138012	0	19	 	1	0	1	 	4	3	6	0	2	1	1	 	15	 	1	 	 	1	 	N	N
138012	1	51	 	1	1	1	 	4	1	6	0	98	98	0	15	14	0	0	 	 	 	4	Y	N
138012	2	49	 	2	1	1	 	6	2	3	0	98	98	0	15	11	0	0	 	 	 	4	Y	N
138012	3	30	 	1	7	1	 	3	7	6	0	2	98	0	15	11	0	0	 	 	 	4	Y	N
138012	4	25	 	2	7	1	 	1	3	6	0	2	1	0	15	15	1	1	 	 	1	 	Y	N
138012	5	8	 	1	7	1	 	7	3	 	0	2	1	0	15	4	1	1	 	 	1	 	N	N
138013	0	18	 	1	0	1	 	7	3	6	0	2	1	1	 	11	 	1	 	 	1	 	N	N
138013	1	54	 	1	1	1	 	5	1	3	0	98	98	0	5	8	0	0	 	 	 	4	Y	N
138013	2	52	 	2	1	1	 	3	2	3	0	98	98	0	5	7	0	0	 	 	 	4	Y	N
138013	3	27	 	2	7	1	 	3	3	6	0	2	1	0	15	15	1	1	 	 	1	 	N	N
138013	4	30	 	1	8	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138013	5	33	 	1	8	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138013	6	1	 	1	15	1	 	12	5	 	0	3	98	 	 	 	 	 	 	 	 	 	N	N
138014	0	19	 	2	0	1	 	7	2	1	0	98	98	0	12	11	 	0	 	 	 	4	N	N
138014	1	41	 	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138014	2	42	 	2	1	3	2009	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138014	3	16	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138014	15	14	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138014	16	25	 	2	9	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138014	17	25	 	1	25	1	 	10	1	1	0	98	98	0	12	11	0	0	 	 	 	1	Y	N
138014	18	0	1	1	27	1	 	5	3	 	0	0	17	0	15	 	 	 	 	 	 	 	N	N
138015	0	18	 	2	0	1	 	11	7	6	0	98	98	0	15	14	 	0	 	 	 	1	N	N
138015	1	-88	 	1	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138015	2	38	 	2	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138015	3	15	 	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138015	4	30	 	1	13	1	 	4	1	3	0	8	98	 	 	 	 	 	 	 	 	 	Y	N
138015	5	34	 	2	13	1	 	8	2	3	0	98	98	 	 	 	 	 	 	 	 	 	Y	N
138015	6	11	 	2	14	1	 	9	3	 	0	5	4	 	 	 	 	 	 	 	 	 	N	N
138015	7	8	 	1	14	1	 	1	3	 	0	5	4	 	 	 	 	 	 	 	 	 	N	N
138015	8	65	 	2	6	1	 	3	6	3	0	98	98	 	 	 	 	 	 	 	 	 	N	N
138015	9	26	 	1	13	1	 	12	7	6	0	8	98	 	 	 	 	 	 	 	 	 	N	N
138016	0	18	 	1	0	1	 	12	7	1	0	2	1	0	19	9	 	0	 	 	 	4	Y	N
138016	1	44	 	1	2	1	 	2	1	1	0	98	98	0	12	14	0	0	 	 	 	4	Y	Y
138016	2	39	 	2	1	1	 	11	2	1	0	98	98	0	19	7	0	0	 	 	 	4	Y	Y
138016	15	10	 	2	9	1	 	7	3	 	0	2	1	1	 	5	1	1	 	 	4	 	N	N
138016	16	9	 	1	9	1	 	9	3	 	0	2	1	1	 	4	1	1	 	 	4	 	N	N
138016	17	20	 	2	25	1	 	2	7	1	0	98	98	0	15	13	0	0	 	 	 	1	N	N
138016	18	0	0	2	27	1	 	2	7	 	0	2	1	1	 	 	 	 	 	 	 	 	N	N
138017	0	18	 	2	0	1	 	9	3	6	0	2	1	0	15	14	 	1	 	 	4	 	Y	N
138017	1	47	 	1	1	1	 	4	1	1	0	98	98	0	6	11	0	0	 	 	 	4	Y	N
138017	2	51	 	2	1	1	 	12	2	1	0	98	98	0	12	8	0	0	 	 	 	4	Y	N
138017	15	14	 	2	7	1	 	10	3	6	1	2	1	1	 	10	0	1	 	 	4	 	N	N
138017	16	10	 	1	7	1	 	9	3	 	0	2	1	1	 	6	0	1	 	 	4	 	N	N
138018	0	18	 	2	0	1	 	8	3	6	0	2	1	0	15	13	 	1	 	 	1	 	N	N
138018	1	52	 	1	1	1	 	6	1	1	0	98	98	0	5	11	0	0	 	 	 	4	Y	N
138018	2	42	 	2	1	1	 	2	2	1	0	98	98	0	15	4	0	0	 	 	 	4	N	N
138018	3	26	 	2	9	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138018	4	25	 	2	8	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138018	5	17	 	1	7	1	 	11	3	6	0	2	1	0	15	11	1	1	 	 	1	 	N	N
138018	6	7	 	1	7	1	 	12	3	 	0	2	1	1	 	2	1	1	 	 	1	 	N	N
138018	7	6	 	1	7	1	 	6	3	 	0	2	1	1	 	20	1	1	 	 	1	 	N	N
138020	0	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138020	1	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138020	2	 	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138020	15	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138021	0	19	 	1	0	1	 	6	7	6	0	98	98	0	15	11	 	0	 	 	 	1	Y	N
138021	1	-88	 	2	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138021	2	20	 	1	7	3	2010	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138021	3	-88	 	2	9	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138021	4	-88	 	1	21	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138021	5	27	 	2	8	1	 	12	1	6	0	98	98	0	15	11	1	0	 	 	 	1	Y	N
138021	6	3	 	1	15	1	 	3	10	 	0	98	98	 	 	 	 	 	 	 	 	 	N	N
138022	0	18	 	2	0	1	 	8	3	2	0	1	98	1	 	11	 	0	 	 	 	4	N	N
138022	1	53	 	2	1	1	 	10	1	2	0	98	98	0	3	1	0	0	 	 	 	4	Y	N
138022	2	-88	 	1	7	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138022	3	28	 	1	7	1	 	10	3	2	0	1	98	1	 	9	0	0	 	 	 	4	Y	Y
138022	4	23	 	2	7	1	 	6	3	1	0	1	98	1	 	11	0	0	 	 	 	4	N	N
138022	5	-88	 	2	14	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138022	6	-88	 	2	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138022	7	3	 	1	15	1	 	9	5	 	0	4	9	 	 	 	 	 	 	 	 	 	N	N
138022	8	1	 	2	27	1	 	11	5	 	0	4	98	1	 	 	 	 	 	 	 	 	N	N
138022	9	24	 	1	16	1	 	5	4	1	0	98	98	 	 	 	 	 	 	 	 	 	N	N
138022	10	0	1	1	27	1	 	7	5	 	0	0	98	1	 	 	 	 	 	 	 	 	N	N
138023	0	18	 	2	0	1	 	3	2	1	0	98	98	0	15	6	 	0	 	 	 	4	N	N
138023	1	88	 	88	88	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
138023	2	88	 	88	1	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
138023	3	88	 	88	7	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
138023	4	88	 	88	7	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
138023	5	88	 	88	7	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
138023	15	88	 	88	9	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
138023	16	25	 	1	25	1	 	8	1	1	1	98	98	0	15	9	0	0	 	 	 	4	Y	Y
138023	17	3	 	1	27	1	 	2	3	 	0	0	98	0	15	20	 	1	 	 	4	 	N	N
138023	18	0	6	2	27	1	 	1	3	 	0	0	16	1	 	 	 	 	 	 	 	 	N	N
138024	0	19	 	2	0	1	 	4	3	6	1	2	1	1	 	13	 	1	 	 	1	 	N	N
138024	1	51	 	1	1	1	 	4	1	3	0	7	98	0	15	11	0	0	 	 	 	4	Y	N
138024	2	53	 	2	1	1	 	3	2	3	0	98	98	0	6	8	0	0	 	 	 	4	N	N
138024	3	29	 	1	7	1	 	5	3	1	0	2	1	0	15	9	0	0	 	 	 	4	Y	N
138024	4	27	 	1	7	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138024	5	25	 	1	7	1	 	10	3	6	0	2	1	0	15	13	0	0	 	 	 	1	Y	N
138024	6	16	 	2	7	1	 	10	3	6	0	2	1	1	 	11	1	1	 	 	4	 	N	N
138024	7	79	 	2	6	1	 	4	6	4	0	98	98	 	 	 	 	 	 	 	 	 	N	N
138025	0	19	 	1	0	1	 	8	3	6	0	1	98	1	 	11	 	0	 	 	 	1	N	N
138025	1	43	 	2	1	1	 	6	1	2	0	98	98	0	12	10	0	0	 	 	 	4	Y	N
138025	2	22	 	2	7	1	 	3	3	6	0	1	98	0	12	13	0	1	 	 	1	 	N	N
138025	15	12	 	1	7	1	 	11	3	 	0	1	98	1	 	7	1	1	 	 	4	 	N	N
138027	0	18	 	2	0	1	 	8	3	6	0	2	98	1	 	15	 	1	 	 	4	 	N	N
138027	1	60	 	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138027	2	55	 	2	1	1	 	4	1	1	0	98	98	0	4	15	0	0	 	 	 	4	Y	N
138027	3	-88	 	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138027	4	28	 	1	7	1	 	11	3	6	0	2	98	0	15	10	0	0	 	 	 	4	N	N
138027	5	32	 	2	16	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138027	15	11	 	2	15	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138027	16	-88	 	1	15	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138027	17	6	 	1	15	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138028	0	18	 	1	0	1	 	7	3	6	0	2	98	0	12	11	 	1	 	 	1	 	N	N
138028	1	45	 	1	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138028	2	45	 	2	1	1	 	7	1	6	0	98	98	0	12	11	0	0	 	 	 	4	Y	N
138028	15	15	 	2	7	1	 	3	3	6	0	2	98	1	 	8	1	1	 	 	1	 	Y	N
138028	16	13	 	2	7	1	 	4	3	6	0	2	98	1	 	7	1	1	 	 	4	 	N	N
138028	17	73	 	2	88	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138028	18	75	 	1	88	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138029	0	19	 	2	0	1	 	3	3	6	0	2	1	0	15	13	 	1	 	 	1	 	Y	Y
138029	1	42	 	1	1	1	 	5	1	1	0	98	98	0	12	11	0	0	 	 	 	1	Y	N
138029	2	38	 	2	1	1	 	11	2	1	0	98	98	0	15	11	0	0	 	 	 	4	N	N
138029	3	11	 	2	7	1	 	12	3	 	0	2	1	1	 	11	1	1	 	 	1	 	N	N
138029	4	4	 	2	7	1	 	8	3	 	0	2	1	1	 	20	 	1	 	 	4	 	N	N
138029	5	1	 	1	7	1	 	5	3	 	0	2	1	1	 	 	 	 	 	 	 	 	N	N
138030	0	19	 	2	0	1	 	12	3	6	0	2	98	0	10	11	 	0	 	 	 	4	Y	Y
138030	1	42	 	1	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138030	2	41	 	2	1	1	 	12	1	1	0	98	98	0	19	8	0	0	 	 	 	4	Y	N
138030	3	15	 	2	7	1	 	10	3	6	0	2	98	0	19	11	0	1	 	 	4	 	N	N
138030	15	15	 	1	7	1	 	11	3	6	0	2	98	1	 	8	1	2	 	 	4	 	N	N
138030	16	10	 	1	7	1	 	1	3	 	0	2	98	1	 	4	0	1	 	 	4	 	N	N
138030	17	10	 	1	7	1	 	1	3	 	0	2	98	1	 	4	0	1	 	 	4	 	N	N
138031	0	18	 	2	0	1	 	1	2	1	0	98	98	1	 	10	 	0	 	 	 	1	N	N
138031	1	53	 	2	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138031	2	33	 	2	9	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138031	3	88	 	88	88	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138031	4	62	 	1	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138031	5	58	 	1	2	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138031	6	11	 	2	15	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138031	7	6	 	2	15	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138031	8	23	 	1	25	1	 	1	1	1	0	98	98	0	15	14	1	0	 	 	 	4	Y	N
138031	9	1	 	1	27	1	 	2	3	 	0	0	8	1	 	 	 	 	 	 	 	 	N	N
138033	0	18	 	1	0	1	 	1	7	6	0	1	98	1	 	13	 	1	 	 	1	 	Y	N
138033	1	45	 	2	1	1	 	7	7	6	0	4	98	0	7	9	0	0	 	 	 	4	Y	N
138033	2	22	 	1	9	1	 	9	3	6	0	1	98	0	15	15	0	0	 	 	 	4	Y	N
138033	3	55	 	1	19	1	 	2	1	1	0	98	98	 	 	 	 	 	 	 	 	 	Y	N
138033	4	65	 	2	5	1	 	11	2	1	0	98	98	 	 	 	 	 	 	 	 	 	N	N
138033	5	38	 	2	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138033	6	16	 	2	14	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138033	7	4	 	2	14	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138035	0	18	 	1	0	1	 	9	3	6	0	1	98	0	15	15	 	1	 	 	1	 	N	Y
138035	1	48	 	2	1	1	 	12	1	2	0	1	98	0	3	3	0	0	 	 	 	4	Y	Y
138035	2	50	 	1	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138035	3	27	 	1	7	1	 	8	3	6	0	1	98	0	15	15	0	1	 	 	1	 	Y	Y
138035	4	21	 	2	7	1	 	5	3	6	0	1	98	0	15	15	0	1	 	 	1	 	Y	Y
138036	0	18	 	1	0	1	 	2	3	6	0	2	1	0	12	13	 	1	 	 	1	 	Y	Y
138036	1	46	 	1	1	1	 	4	1	1	0	98	98	0	12	11	0	0	 	 	 	4	Y	Y
138036	2	45	 	2	1	1	 	5	2	1	0	98	4	0	12	11	1	0	 	 	 	4	Y	N
138036	3	15	 	2	7	1	 	7	3	6	0	2	1	0	12	11	1	1	 	 	7	 	N	N
138036	4	70	 	1	5	1	 	8	11	2	0	98	98	 	 	 	 	 	 	 	 	 	N	N
138036	5	38	 	1	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138036	6	-88	 	88	13	3	2004	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138036	7	-88	 	88	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138037	0	19	 	2	0	1	 	4	3	6	0	2	98	1	 	9	 	0	 	 	 	4	N	N
138037	1	-88	 	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138037	2	46	 	2	1	1	 	10	1	6	0	5	4	0	15	9	0	0	 	 	 	4	Y	N
138037	3	-88	 	2	7	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138037	4	79	 	1	5	1	 	5	6	1	0	98	98	 	 	 	 	 	 	 	 	 	N	N
138037	5	69	 	2	5	1	 	11	6	1	1	98	98	 	 	 	 	 	 	 	 	 	N	N
138038	0	19	 	1	0	1	 	5	3	6	0	98	1	0	15	11	 	0	 	 	 	4	N	N
138038	1	49	 	1	1	1	 	4	1	2	0	98	98	0	15	11	0	0	 	 	 	4	Y	N
138038	2	-88	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138038	3	22	 	2	7	1	 	11	3	6	1	98	1	1	 	11	0	0	 	 	 	4	Y	N
138039	0	18	 	2	0	1	 	9	3	6	0	2	1	0	10	11	 	0	 	 	 	4	N	N
138039	1	49	 	1	1	1	 	8	1	1	0	98	98	0	10	10	0	0	 	 	 	4	Y	N
138039	2	39	 	2	1	1	 	3	2	1	0	98	98	0	10	9	0	0	 	 	 	4	Y	N
138039	3	20	 	2	7	1	 	4	3	6	0	2	1	0	10	13	1	1	 	 	4	 	N	N
138039	4	88	 	2	88	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
138039	5	88	 	1	88	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
138039	6	88	 	1	88	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
138039	7	88	 	1	88	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
