CHILDCODE	FOODIDR4	FARMR4	PRSNR4	OWBSR4	PRPYR4	EATR4	FDSPR4	ETALR4	VLOVR4	VLFRR4	VLPRR4	VLOWR4	VLPYR4	VLB4R4
178025	21	 	 	 	 	1	6	1	 	 	 	 	 	 
178025	22	 	 	 	 	1	20	1	 	 	 	 	 	 
178025	25	 	 	 	 	1	3,6	1	 	 	 	 	 	0
178025	29	 	 	 	 	0	 	 	 	 	 	 	 	 
178025	30	 	 	 	 	0	 	 	 	 	 	 	 	 
178025	32	 	 	 	 	1	30	1	 	 	 	 	 	 
178026	1	 	 	 	 	1	20,8	1	 	 	 	 	 	0
178026	3	 	 	 	 	0	 	 	 	 	 	 	 	 
178026	8	 	 	 	 	0	 	 	 	 	 	 	 	 
178026	9	 	 	 	 	1	8	1	 	 	 	 	 	 
178026	12	 	 	 	 	1	21	1	 	 	 	 	 	0
178026	15	 	 	 	 	1	6	1	 	 	 	 	 	0
178026	19	 	 	 	 	1	16	1	 	 	 	 	 	0
178026	21	 	 	 	 	1	3,6	1	 	 	 	 	 	 
178026	22	 	 	 	 	1	40	1	 	 	 	 	 	 
178026	25	 	 	 	 	1	11,4	1	 	 	 	 	 	0
178026	29	 	 	 	 	0	 	 	 	 	 	 	 	 
178026	30	 	 	 	 	1	80	1	 	 	 	 	 	 
178026	32	 	 	 	 	0	 	 	 	 	 	 	 	 
178027	1	 	Y	 	 	1	2,5	1	 	 	18	 	 	0
178027	3	 	Y	 	 	1	0	 	 	 	5	 	 	 
178027	8	 	N	 	 	0	 	 	 	 	 	 	 	 
178027	9	 	N	 	 	1	10	1	 	 	 	 	 	 
178027	12	 	N	 	 	0	 	 	 	 	 	 	 	 
178027	15	 	N	 	 	1	5	0	1,5	 	 	 	 	1
178027	19	 	N	 	 	1	8	0	1,5	 	 	 	 	0
178027	21	 	N	 	 	1	3	0	0,4	 	 	 	 	 
178027	22	 	N	 	 	1	2,5	0	1,2	 	 	 	 	 
178027	25	 	N	 	 	1	6,4	0	1,8	 	 	 	 	1,5
178027	29	 	N	 	 	1	18	1	 	 	 	 	 	 
178027	30	 	N	 	 	1	32	1	 	 	 	 	 	 
178027	32	 	N	 	 	1	50	1	 	 	 	 	 	 
178028	1	 	N	 	 	0	 	 	 	 	 	 	 	 
178028	3	 	N	 	 	0	 	 	 	 	 	 	 	 
178028	8	 	N	 	 	0	 	 	 	 	 	 	 	 
178028	9	 	N	 	 	0	 	 	 	 	 	 	 	 
178028	12	 	Y	 	 	1	0	 	 	 	9	 	 	0
178028	15	 	N	 	 	0	 	 	 	 	 	 	 	 
178028	19	 	N	 	 	0	 	 	 	 	 	 	 	 
178028	21	 	N	 	 	0	 	 	 	 	 	 	 	 
178028	22	 	Y	 	 	1	0	 	 	 	20	 	 	 
178028	25	 	Y	 	 	1	0	 	 	 	3	 	 	0
178028	29	 	N	 	 	1	12	1	 	 	 	 	 	 
178028	30	 	N	 	 	1	154	1	 	 	 	 	 	 
178028	32	 	N	 	 	0	 	 	 	 	 	 	 	 
178029	1	 	 	 	 	1	15	1	 	 	 	 	 	0
178029	3	 	 	 	 	1	2,4	1	 	 	 	 	 	 
178029	8	 	 	 	 	1	9	1	 	 	 	 	 	 
178029	9	 	 	 	 	1	18	1	 	 	 	 	 	 
178029	12	 	 	 	 	1	24	1	 	 	 	 	 	0
178029	15	 	 	 	 	1	7	1	 	 	 	 	 	0
178029	19	 	 	 	 	1	20	1	 	 	 	 	 	0
178029	21	 	 	 	 	1	6	1	 	 	 	 	 	 
178029	22	 	 	 	 	1	20	1	 	 	 	 	 	 
178029	25	 	 	 	 	1	9	1	 	 	 	 	 	0
178029	29	 	 	 	 	0	 	 	 	 	 	 	 	 
178029	30	 	 	 	 	0	 	 	 	 	 	 	 	 
178029	32	 	 	 	 	0	 	 	 	 	 	 	 	 
178030	1	N	N	 	 	1	24	1	 	 	 	 	 	0
178030	3	Y	N	 	 	1	0	 	 	36	 	 	 	 
178030	8	N	N	 	 	1	16	1	 	 	 	 	 	 
178030	9	N	N	 	 	1	20	1	 	 	 	 	 	 
178030	12	Y	N	 	 	1	0	 	 	56	 	 	 	0
178030	15	N	N	 	 	1	5	1	 	 	 	 	 	0
178030	19	N	N	 	 	1	28	1	 	 	 	 	 	0
178030	21	N	N	 	 	1	20	1	 	 	 	 	 	 
178030	22	N	N	 	 	1	9	1	 	 	 	 	 	 
178030	25	N	N	 	 	1	12	0	3	 	 	 	 	0
178030	29	N	N	 	 	0	 	 	 	 	 	 	 	 
178030	30	N	Y	 	 	1	0	 	 	 	40	 	 	 
178030	32	N	N	 	 	0	 	 	 	 	 	 	 	 
178031	1	 	N	N	 	1	30	1	 	 	 	 	 	0
178031	3	 	N	Y	 	1	0	 	 	 	 	10	 	 
178031	8	 	Y	N	 	1	0	 	 	 	90	 	 	 
178031	9	 	N	N	 	1	11	1	 	 	 	 	 	 
178031	12	 	N	N	 	1	32	1	 	 	 	 	 	0
178031	15	 	N	Y	 	1	0	 	 	 	 	12	 	0
178031	19	 	N	Y	 	1	27	1	 	 	 	12	 	0
178031	21	 	N	N	 	1	25	1	 	 	 	 	 	 
178031	22	 	N	N	 	1	30	1	 	 	 	 	 	 
178031	25	 	N	N	 	1	8,5	1	 	 	 	 	 	2
178031	29	 	N	N	 	1	18	1	 	 	 	 	 	 
178031	30	 	N	N	 	0	 	 	 	 	 	 	 	 
178031	32	 	N	N	 	0	 	 	 	 	 	 	 	 
178035	1	N	 	 	 	1	18	1	 	 	 	 	 	0
178035	3	Y	 	 	 	1	0	 	 	50	 	 	 	 
178035	8	Y	 	 	 	1	0	 	 	100	 	 	 	 
178035	9	N	 	 	 	0	 	 	 	 	 	 	 	 
178035	12	Y	 	 	 	1	0	 	 	17	 	 	 	0
178035	15	Y	 	 	 	1	0	 	 	14	 	 	 	0
178035	19	Y	 	 	 	1	0	 	 	28	 	 	 	0
178035	21	N	 	 	 	1	20	1	 	 	 	 	 	 
178035	22	N	 	 	 	1	20	1	 	 	 	 	 	 
178035	25	N	 	 	 	1	17,5	0	7	 	 	 	 	0
178035	29	N	 	 	 	0	 	 	 	 	 	 	 	 
178035	30	N	 	 	 	1	20	1	 	 	 	 	 	 
178035	32	N	 	 	 	1	12	1	 	 	 	 	 	 
178036	1	N	 	 	 	1	50	1	 	 	 	 	 	0
178036	3	N	 	 	 	1	20	1	 	 	 	 	 	 
178036	8	N	 	 	 	1	42	1	 	 	 	 	 	 
178036	9	N	 	 	 	1	19	1	 	 	 	 	 	 
178036	12	N	 	 	 	1	42	1	 	 	 	 	 	0
178036	15	N	 	 	 	1	10,6	1	 	 	 	 	 	0
178036	19	Y	 	 	 	1	0	 	 	34	 	 	 	0
178036	21	N	 	 	 	1	10	1	 	 	 	 	 	 
178036	22	N	 	 	 	1	20	1	 	 	 	 	 	 
178036	25	N	 	 	 	1	12	1	 	 	 	 	 	0
178036	29	N	 	 	 	1	40	1	 	 	 	 	 	 
178036	30	N	 	 	 	1	12	1	 	 	 	 	 	 
178036	32	N	 	 	 	0	 	 	 	 	 	 	 	 
188001	1	N	N	 	 	1	12	0	1,5	 	 	 	 	0
188001	3	Y	N	 	 	1	0	 	 	6	 	 	 	 
188001	8	N	N	 	 	0	 	 	 	 	 	 	 	 
188001	9	N	N	 	 	1	18	1	 	 	 	 	 	 
188001	12	N	Y	 	 	1	6,6	1	 	 	6	 	 	0
188001	15	Y	N	 	 	1	0	 	 	10,6	 	 	 	0
188001	19	Y	N	 	 	1	0	 	 	50	 	 	 	0
188001	21	Y	N	 	 	1	0	 	 	3,2	 	 	 	 
188001	22	N	N	 	 	1	20	1	 	 	 	 	 	 
188001	25	N	N	 	 	1	17,6	0	0,7	 	 	 	 	0
188001	29	N	N	 	 	0	 	 	 	 	 	 	 	 
188001	30	N	N	 	 	0	 	 	 	 	 	 	 	 
188001	32	N	N	 	 	0	 	 	 	 	 	 	 	 
188002	1	N	 	 	 	1	12	0	7	 	 	 	 	0
188002	3	N	 	 	 	1	7	1	 	 	 	 	 	 
188002	8	N	 	 	 	1	15	1	 	 	 	 	 	 
188002	9	N	 	 	 	0	 	 	 	 	 	 	 	 
188002	12	N	 	 	 	1	4,6	1	 	 	 	 	 	0
188002	15	N	 	 	 	1	7	1	 	 	 	 	 	0
188002	19	Y	 	 	 	1	4	1	 	29	 	 	 	0
188002	21	Y	 	 	 	1	2	1	 	5	 	 	 	 
188002	22	N	 	 	 	1	30	0	10	 	 	 	 	 
188002	25	N	 	 	 	1	0	 	 	 	 	 	 	4
188002	29	N	 	 	 	0	 	 	 	 	 	 	 	 
188002	30	N	 	 	 	0	 	 	 	 	 	 	 	 
188002	32	N	 	 	 	0	 	 	 	 	 	 	 	 
188003	1	 	 	 	 	1	25	1	 	 	 	 	 	0
188003	3	 	 	 	 	0	 	 	 	 	 	 	 	 
188003	8	 	 	 	 	1	30	1	 	 	 	 	 	 
188003	9	 	 	 	 	1	15	1	 	 	 	 	 	 
188003	12	 	 	 	 	1	10	1	 	 	 	 	 	0
188003	15	 	 	 	 	1	3	1	 	 	 	 	 	0
188003	19	 	 	 	 	1	8	1	 	 	 	 	 	0
188003	21	 	 	 	 	1	5	1	 	 	 	 	 	 
188003	22	 	 	 	 	1	7	1	 	 	 	 	 	 
188003	25	 	 	 	 	1	3,5	0	2	 	 	 	 	 
188003	29	 	 	 	 	1	25	1	 	 	 	 	 	 
188003	30	 	 	 	 	1	15	1	 	 	 	 	 	 
188003	32	 	 	 	 	0	 	 	 	 	 	 	 	 
188004	1	 	 	 	N	0	 	 	 	 	 	 	 	 
188004	3	 	 	 	N	0	 	 	 	 	 	 	 	 
188004	8	 	 	 	N	0	 	 	 	 	 	 	 	 
188004	9	 	 	 	N	0	 	 	 	 	 	 	 	 
188004	12	 	 	 	N	0	 	 	 	 	 	 	 	 
188004	15	 	 	 	N	0	 	 	 	 	 	 	 	 
188004	19	 	 	 	N	0	 	 	 	 	 	 	 	 
188004	21	 	 	 	N	0	 	 	 	 	 	 	 	 
188004	22	 	 	 	N	0	 	 	 	 	 	 	 	 
188004	25	 	 	 	N	0	 	 	 	 	 	 	 	 
188004	29	 	 	 	N	0	 	 	 	 	 	 	 	 
188004	30	 	 	 	Y	1	30	1	 	 	 	 	161	 
188004	32	 	 	 	N	0	 	 	 	 	 	 	 	 
188005	1	N	 	 	 	1	10,4	0	1,5	 	 	 	 	0
188005	3	Y	 	 	 	1	0	 	 	14	 	 	 	 
188005	8	Y	 	 	 	1	0	 	 	12	 	 	 	 
188005	9	N	 	 	 	1	20	1	 	 	 	 	 	 
188005	12	N	 	 	 	1	18	1	 	 	 	 	 	0
188005	15	N	 	 	 	0	 	 	 	 	 	 	 	 
188005	19	Y	 	 	 	1	0	 	 	45	 	 	 	0
188005	21	Y	 	 	 	1	0	 	 	5	 	 	 	 
188005	22	N	 	 	 	1	10	1	 	 	 	 	 	 
188005	25	N	 	 	 	1	8	0	0	 	 	 	 	0
188005	29	N	 	 	 	0	 	 	 	 	 	 	 	 
188005	30	N	 	 	 	0	 	 	 	 	 	 	 	 
188005	32	N	 	 	 	0	 	 	 	 	 	 	 	 
188006	1	N	 	N	 	1	0	 	 	 	 	 	 	10
188006	3	Y	 	N	 	1	0	 	 	18	 	 	 	 
188006	8	Y	 	N	 	1	0	 	 	60	 	 	 	 
188006	9	N	 	N	 	0	 	 	 	 	 	 	 	 
188006	12	N	 	Y	 	1	0	 	 	 	 	6	 	0
188006	15	Y	 	N	 	1	0	 	 	12	 	 	 	0
188006	19	Y	 	N	 	1	0	 	 	30	 	 	 	0
188006	21	Y	 	N	 	1	3	1	 	6	 	 	 	 
188006	22	N	 	N	 	1	15	1	 	 	 	 	 	 
188006	25	N	 	N	 	1	0	 	 	 	 	 	 	12
188006	29	N	 	N	 	0	 	 	 	 	 	 	 	 
188006	30	N	 	N	 	1	20	1	 	 	 	 	 	 
188006	32	N	 	N	 	0	 	 	 	 	 	 	 	 
188007	1	 	 	 	 	1	7	1	 	 	 	 	 	0
188007	3	 	 	 	 	1	9	1	 	 	 	 	 	 
188007	8	 	 	 	 	1	25	1	 	 	 	 	 	 
188007	9	 	 	 	 	1	20	1	 	 	 	 	 	 
188007	12	 	 	 	 	1	10	1	 	 	 	 	 	0
188007	15	 	 	 	 	1	15	1	 	 	 	 	 	0
188007	19	 	 	 	 	1	20	1	 	 	 	 	 	0
188007	21	 	 	 	 	1	7	1	 	 	 	 	 	 
188007	22	 	 	 	 	1	6	1	 	 	 	 	 	 
188007	25	 	 	 	 	1	15	1	 	 	 	 	 	0
188007	29	 	 	 	 	1	30	1	 	 	 	 	 	 
188007	30	 	 	 	 	1	40	1	 	 	 	 	 	 
188007	32	 	 	 	 	0	 	 	 	 	 	 	 	 
188009	1	 	 	 	 	0	 	 	 	 	 	 	 	 
188009	3	 	 	 	 	0	 	 	 	 	 	 	 	 
188009	8	 	 	 	 	0	 	 	 	 	 	 	 	 
188009	9	 	 	 	 	0	 	 	 	 	 	 	 	 
188009	12	 	 	 	 	0	 	 	 	 	 	 	 	 
188009	15	 	 	 	 	0	 	 	 	 	 	 	 	 
188009	19	 	 	 	 	0	 	 	 	 	 	 	 	 
188009	21	 	 	 	 	0	 	 	 	 	 	 	 	 
188009	22	 	 	 	 	1	8	1	 	 	 	 	 	 
188009	25	 	 	 	 	0	 	 	 	 	 	 	 	 
188009	29	 	 	 	 	1	16	1	 	 	 	 	 	 
188009	30	 	 	 	 	1	210	1	 	 	 	 	 	 
188009	32	 	 	 	 	0	 	 	 	 	 	 	 	 
188010	1	N	N	 	 	1	15	1	 	 	 	 	 	0
188010	3	Y	N	 	 	1	3	1	 	13,5	 	 	 	 
188010	8	N	N	 	 	1	69	1	 	 	 	 	 	 
188010	9	Y	N	 	 	1	10	1	 	20	 	 	 	 
188010	12	Y	N	 	 	1	3	1	 	10	 	 	 	0
188010	15	Y	N	 	 	1	0	 	 	6	 	 	 	0
188010	19	Y	N	 	 	1	2	1	 	30	 	 	 	0
188010	21	Y	N	 	 	1	0	 	 	10	 	 	 	 
188010	22	N	N	 	 	1	22	1	 	 	 	 	 	 
188010	25	N	N	 	 	1	13,2	1	 	 	 	 	 	0
188010	29	N	N	 	 	0	 	 	 	 	 	 	 	 
188010	30	N	N	 	 	0	 	 	 	 	 	 	 	 
188010	32	N	N	 	 	0	 	 	 	 	 	 	 	 
188011	1	N	 	 	 	1	18	1	 	 	 	 	 	0
188011	3	Y	 	 	 	1	0	 	 	32,5	 	 	 	 
188011	8	N	 	 	 	1	13	1	 	 	 	 	 	 
188011	9	Y	 	 	 	1	0	 	 	30	 	 	 	 
188011	12	Y	 	 	 	1	0	 	 	22,5	 	 	 	0
188011	15	Y	 	 	 	1	5,5	1	 	5,5	 	 	 	0
188011	19	Y	 	 	 	1	0	 	 	18	 	 	 	0
188011	21	N	 	 	 	1	8	1	 	 	 	 	 	 
188011	22	N	 	 	 	1	10	1	 	 	 	 	 	 
188011	25	N	 	 	 	1	13,8	1	 	 	 	 	 	0
188011	29	N	 	 	 	1	32	1	 	 	 	 	 	 
188011	30	N	 	 	 	0	 	 	 	 	 	 	 	 
188011	32	N	 	 	 	1	15	1	 	 	 	 	 	 
188012	1	N	N	 	 	1	6	1	 	 	 	 	 	0
188012	3	Y	N	 	 	1	0	 	 	20	 	 	 	 
188012	8	Y	N	 	 	1	5	1	 	30	 	 	 	 
188012	9	Y	N	 	 	1	0	 	 	20	 	 	 	 
188012	12	Y	Y	 	 	1	0	 	 	9	12	 	 	0
188012	15	Y	N	 	 	1	4	1	 	8	 	 	 	0
188012	19	Y	N	 	 	1	9	1	 	12	 	 	 	0
188012	21	Y	N	 	 	1	5	1	 	19	 	 	 	 
188012	22	N	N	 	 	1	30	1	 	 	 	 	 	 
188012	25	N	N	 	 	1	4	1	 	 	 	 	 	0
188012	29	N	N	 	 	0	 	 	 	 	 	 	 	 
188012	30	N	N	 	 	0	 	 	 	 	 	 	 	 
188012	32	N	N	 	 	0	 	 	 	 	 	 	 	 
188013	1	N	 	 	 	1	30	1	 	 	 	 	 	5
188013	3	Y	 	 	 	1	0	 	 	50	 	 	 	 
188013	8	N	 	 	 	1	40	1	 	 	 	 	 	 
188013	9	Y	 	 	 	1	12	1	 	20	 	 	 	 
188013	12	N	 	 	 	1	18	1	 	 	 	 	 	0
188013	15	N	 	 	 	1	10	1	 	 	 	 	 	1,5
188013	19	Y	 	 	 	1	0	 	 	60	 	 	 	0
188013	21	N	 	 	 	1	8	0	0,5	 	 	 	 	 
188013	22	N	 	 	 	1	6	0	2	 	 	 	 	 
188013	25	N	 	 	 	1	8	0	2,5	 	 	 	 	1
188013	29	N	 	 	 	0	 	 	 	 	 	 	 	 
188013	30	N	 	 	 	1	60	1	 	 	 	 	 	 
188013	32	N	 	 	 	1	50	1	 	 	 	 	 	 
188014	1	 	 	 	 	0	 	 	 	 	 	 	 	 
188014	3	 	 	 	 	0	 	 	 	 	 	 	 	 
188014	8	 	 	 	 	0	 	 	 	 	 	 	 	 
188014	9	 	 	 	 	0	 	 	 	 	 	 	 	 
188014	12	 	 	 	 	0	 	 	 	 	 	 	 	 
188014	15	 	 	 	 	0	 	 	 	 	 	 	 	 
188014	19	 	 	 	 	0	 	 	 	 	 	 	 	 
188014	21	 	 	 	 	0	 	 	 	 	 	 	 	 
188014	22	 	 	 	 	0	 	 	 	 	 	 	 	 
188014	25	 	 	 	 	0	 	 	 	 	 	 	 	 
188014	29	 	 	 	 	0	 	 	 	 	 	 	 	 
188014	30	 	 	 	 	1	200	1	 	 	 	 	 	 
188014	32	 	 	 	 	0	 	 	 	 	 	 	 	 
188015	1	N	N	 	 	1	25	0	3	 	 	 	 	0
188015	3	Y	N	 	 	1	6	1	 	30	 	 	 	 
188015	8	Y	N	 	 	1	0	 	 	30	 	 	 	 
188015	9	Y	N	 	 	1	0	 	 	30	 	 	 	 
188015	12	Y	N	 	 	1	0	 	 	18	 	 	 	0
188015	15	N	N	 	 	0	 	 	 	 	 	 	 	 
188015	19	Y	N	 	 	1	0	 	 	45	 	 	 	0
188015	21	N	N	 	 	1	20	0	5	 	 	 	 	 
188015	22	N	N	 	 	1	20	1	 	 	 	 	 	 
188015	25	N	N	 	 	1	10	0	1	 	 	 	 	0
188015	29	N	N	 	 	0	 	 	 	 	 	 	 	 
188015	30	N	N	 	 	0	 	 	 	 	 	 	 	 
188015	32	N	N	 	 	0	 	 	 	 	 	 	 	 
188016	1	 	 	 	 	0	 	 	 	 	 	 	 	 
188016	3	 	 	 	 	0	 	 	 	 	 	 	 	 
188016	8	 	 	 	 	0	 	 	 	 	 	 	 	 
188016	9	 	 	 	 	0	 	 	 	 	 	 	 	 
188016	12	 	 	 	 	1	20	1	 	 	 	 	 	0
188016	15	 	 	 	 	0	 	 	 	 	 	 	 	 
188016	19	 	 	 	 	0	 	 	 	 	 	 	 	 
188016	21	 	 	 	 	0	 	 	 	 	 	 	 	 
188016	22	 	 	 	 	0	 	 	 	 	 	 	 	 
188016	25	 	 	 	 	1	4	1	 	 	 	 	 	0
188016	29	 	 	 	 	0	 	 	 	 	 	 	 	 
188016	30	 	 	 	 	1	45	1	 	 	 	 	 	 
188016	32	 	 	 	 	0	 	 	 	 	 	 	 	 
188017	1	N	N	 	 	1	7	1	 	 	 	 	 	0
188017	3	Y	N	 	 	1	15	1	 	30	 	 	 	 
188017	8	Y	N	 	 	1	0	 	 	150	 	 	 	 
188017	9	N	N	 	 	0	 	 	 	 	 	 	 	 
188017	12	N	N	 	 	1	4,4	1	 	 	 	 	 	2,4
188017	15	Y	N	 	 	1	5	1	 	5	 	 	 	2
188017	19	Y	N	 	 	1	0	 	 	60	 	 	 	0
188017	21	Y	N	 	 	1	0	 	 	20	 	 	 	 
188017	22	N	N	 	 	1	20	1	 	 	 	 	 	 
188017	25	N	N	 	 	1	12	0	2	 	 	 	 	0
188017	29	N	Y	 	 	1	0	 	 	 	150	 	 	 
188017	30	N	N	 	 	0	 	 	 	 	 	 	 	 
188017	32	N	N	 	 	0	 	 	 	 	 	 	 	 
188018	1	N	N	 	 	1	1	1	 	 	 	 	 	0
188018	3	Y	N	 	 	1	0	 	 	12	 	 	 	 
188018	8	N	N	 	 	0	 	 	 	 	 	 	 	 
188018	9	N	N	 	 	1	16	1	 	 	 	 	 	 
188018	12	Y	N	 	 	1	0	 	 	5,6	 	 	 	0
188018	15	Y	N	 	 	1	0	 	 	5	 	 	 	0
188018	19	Y	N	 	 	1	0	 	 	30	 	 	 	0
188018	21	Y	N	 	 	1	0	 	 	10	 	 	 	 
188018	22	N	N	 	 	1	10	1	 	 	 	 	 	 
188018	25	N	N	 	 	1	8,8	1	 	 	 	 	 	0
188018	29	N	N	 	 	0	 	 	 	 	 	 	 	 
188018	30	N	Y	 	 	1	0	 	 	 	40	 	 	 
188018	32	N	N	 	 	0	 	 	 	 	 	 	 	 
188019	1	N	 	 	 	1	36	1	 	 	 	 	 	0
188019	3	Y	 	 	 	1	0	 	 	40	 	 	 	 
188019	8	Y	 	 	 	1	0	 	 	40	 	 	 	 
188019	9	N	 	 	 	1	36	1	 	 	 	 	 	 
188019	12	N	 	 	 	1	42	1	 	 	 	 	 	0
188019	15	Y	 	 	 	1	8	1	 	5	 	 	 	0
188019	19	Y	 	 	 	1	0	 	 	60	 	 	 	0
188019	21	Y	 	 	 	1	5	1	 	29	 	 	 	 
188019	22	N	 	 	 	1	16	1	 	 	 	 	 	 
188019	25	N	 	 	 	1	9	1	 	 	 	 	 	0
188019	29	N	 	 	 	1	40	1	 	 	 	 	 	 
188019	30	N	 	 	 	0	 	 	 	 	 	 	 	 
188019	32	N	 	 	 	0	 	 	 	 	 	 	 	 
188020	1	N	N	 	 	1	10	1	 	 	 	 	 	0
188020	3	Y	N	 	 	1	0	 	 	35	 	 	 	 
188020	8	Y	N	 	 	1	0	 	 	50	 	 	 	 
188020	9	N	N	 	 	1	9	1	 	 	 	 	 	 
188020	12	Y	N	 	 	1	0	 	 	6	 	 	 	0
188020	15	Y	N	 	 	1	0	 	 	12	 	 	 	0
188020	19	Y	N	 	 	1	0	 	 	20	 	 	 	0
188020	21	Y	N	 	 	1	0	 	 	15	 	 	 	 
188020	22	N	N	 	 	1	10	1	 	 	 	 	 	 
188020	25	N	N	 	 	1	0	 	 	 	 	 	 	8
188020	29	N	N	 	 	1	14	1	 	 	 	 	 	 
188020	30	N	Y	 	 	1	20	1	 	 	36	 	 	 
188020	32	N	N	 	 	0	 	 	 	 	 	 	 	 
188021	1	N	 	N	 	1	10	1	 	 	 	 	 	0
188021	3	Y	 	N	 	1	0	 	 	32	 	 	 	 
188021	8	N	 	N	 	1	12	1	 	 	 	 	 	 
188021	9	N	 	N	 	1	40	1	 	 	 	 	 	 
188021	12	N	 	Y	 	1	0	 	 	 	 	6	 	0
188021	15	N	 	N	 	1	6	1	 	 	 	 	 	0
188021	19	Y	 	N	 	1	0	 	 	36	 	 	 	0
188021	21	N	 	N	 	1	6	1	 	 	 	 	 	 
188021	22	N	 	N	 	1	6	1	 	 	 	 	 	 
188021	25	N	 	N	 	1	4	1	 	 	 	 	 	0
188021	29	N	 	N	 	0	 	 	 	 	 	 	 	 
188021	30	N	 	N	 	1	60	1	 	 	 	 	 	 
188021	32	N	 	N	 	0	 	 	 	 	 	 	 	 
188022	1	 	 	 	 	1	5	1	 	 	 	 	 	0
188022	3	 	 	 	 	0	 	 	 	 	 	 	 	 
188022	8	 	 	 	 	0	 	 	 	 	 	 	 	 
188022	9	 	 	 	 	1	7	1	 	 	 	 	 	 
188022	12	 	 	 	 	1	12	0	3	 	 	 	 	0
188022	15	 	 	 	 	1	2,5	1	 	 	 	 	 	0
188022	19	 	 	 	 	1	3	1	 	 	 	 	 	3
188022	21	 	 	 	 	0	 	 	 	 	 	 	 	 
188022	22	 	 	 	 	1	15	0	3	 	 	 	 	 
188022	25	 	 	 	 	1	5	0	1,5	 	 	 	 	0
188022	29	 	 	 	 	1	20	1	 	 	 	 	 	 
188022	30	 	 	 	 	1	80	1	 	 	 	 	 	 
188022	32	 	 	 	 	1	25	1	 	 	 	 	 	 
188023	1	N	 	 	 	1	5	1	 	 	 	 	 	0
188023	3	Y	 	 	 	1	0	 	 	25	 	 	 	 
188023	8	Y	 	 	 	1	0	 	 	80	 	 	 	 
188023	9	N	 	 	 	0	 	 	 	 	 	 	 	 
188023	12	Y	 	 	 	1	0	 	 	25	 	 	 	0
188023	15	Y	 	 	 	1	0	 	 	6	 	 	 	0
188023	19	Y	 	 	 	1	0	 	 	60	 	 	 	0
188023	21	N	 	 	 	1	30	1	 	 	 	 	 	 
188023	22	N	 	 	 	1	5	1	 	 	 	 	 	 
188023	25	N	 	 	 	1	12	0	2	 	 	 	 	0
188023	29	N	 	 	 	0	 	 	 	 	 	 	 	 
188023	30	N	 	 	 	0	 	 	 	 	 	 	 	 
188023	32	N	 	 	 	0	 	 	 	 	 	 	 	 
188024	1	N	 	 	 	1	10	1	 	 	 	 	 	0
188024	3	Y	 	 	 	1	0	 	 	18	 	 	 	 
188024	8	Y	 	 	 	1	0	 	 	60	 	 	 	 
188024	9	N	 	 	 	1	19	1	 	 	 	 	 	 
188024	12	N	 	 	 	1	12	1	 	 	 	 	 	0
188024	15	N	 	 	 	1	10	1	 	 	 	 	 	0
188024	19	Y	 	 	 	1	0	 	 	50	 	 	 	0
188024	21	Y	 	 	 	1	0	 	 	10	 	 	 	 
188024	22	N	 	 	 	1	20	1	 	 	 	 	 	 
188024	25	N	 	 	 	1	18	1	 	 	 	 	 	0
188024	29	N	 	 	 	0	 	 	 	 	 	 	 	 
188024	30	N	 	 	 	1	21	1	 	 	 	 	 	 
188024	32	N	 	 	 	0	 	 	 	 	 	 	 	 
188025	1	N	N	N	 	1	25	1	 	 	 	 	 	0
188025	3	Y	N	N	 	1	0	 	 	40	 	 	 	 
188025	8	N	N	N	 	1	20	1	 	 	 	 	 	 
188025	9	N	N	N	 	1	20	1	 	 	 	 	 	 
188025	12	N	N	N	 	1	9	1	 	 	 	 	 	0
188025	15	N	N	N	 	1	6	1	 	 	 	 	 	0
188025	19	N	N	Y	 	1	10	1	 	 	 	16	 	0
188025	21	N	N	N	 	1	6	1	 	 	 	 	 	 
188025	22	N	N	N	 	1	14	1	 	 	 	 	 	 
188025	25	N	N	N	 	1	0	 	 	 	 	 	 	8
188025	29	N	N	N	 	0	 	 	 	 	 	 	 	 
188025	30	N	Y	N	 	1	0	 	 	 	75	 	 	 
188025	32	N	N	N	 	0	 	 	 	 	 	 	 	 
188026	1	N	 	 	 	1	6	1	 	 	 	 	 	0
188026	3	N	 	 	 	0	 	 	 	 	 	 	 	 
188026	8	N	 	 	 	1	10	1	 	 	 	 	 	 
188026	9	N	 	 	 	1	19	1	 	 	 	 	 	 
188026	12	N	 	 	 	1	13,25	1	 	 	 	 	 	0
188026	15	N	 	 	 	1	6	1	 	 	 	 	 	0
188026	19	Y	 	 	 	1	0	 	 	30	 	 	 	0
188026	21	N	 	 	 	1	8	1	 	 	 	 	 	 
188026	22	N	 	 	 	1	10	1	 	 	 	 	 	 
188026	25	N	 	 	 	1	4	1	 	 	 	 	 	0
188026	29	N	 	 	 	0	 	 	 	 	 	 	 	 
188026	30	N	 	 	 	1	4	1	 	 	 	 	 	 
188026	32	N	 	 	 	0	 	 	 	 	 	 	 	 
188027	1	N	N	 	 	1	13,8	1	 	 	 	 	 	0
188027	3	Y	N	 	 	1	0	 	 	48	 	 	 	 
188027	8	N	N	 	 	1	40	1	 	 	 	 	 	 
188027	9	N	N	 	 	0	 	 	 	 	 	 	 	 
188027	12	Y	N	 	 	1	0	 	 	9	 	 	 	0
188027	15	Y	N	 	 	1	0	 	 	5	 	 	 	0
