childid	id	age	sex	relate	still	yrschool	disabled	support
ET061033	6	11	2	5	1	0	2	2
ET061033	7	5	2	5	2	0	2	2
ET061034	1	35	1	1	2	0	1	2
ET061034	2	23	2	1	2	0	1	2
ET061034	3	5	2	5	2	0	1	2
ET061034	15	2	1	5	 	 	1	 
ET061036	1	57	1	1	2	0	2	1
ET061036	2	40	2	1	2	0	1	1
ET061036	3	26	2	5	2	12	2	2
ET061036	4	22	1	5	2	10	2	2
ET061036	5	20	1	5	1	9	2	2
ET061036	6	18	1	5	1	8	2	2
ET061036	7	16	2	5	1	8	2	2
ET061036	8	10	1	5	1	5	2	2
ET061036	9	6	2	5	1	1	2	2
ET061036	15	2	2	5	 	 	2	 
ET061037	1	33	2	1	2	0	2	1
ET061037	2	15	2	5	1	4	2	2
ET061037	3	12	1	5	1	3	2	2
ET061038	1	45	1	1	2	0	2	2
ET061038	2	39	2	1	2	0	2	2
ET061038	3	12	2	5	1	6	2	2
ET061038	4	10	1	5	1	0	2	2
ET061038	15	3	1	5	 	 	2	 
ET061039	1	38	1	1	2	0	2	1
ET061039	2	29	2	1	2	0	2	1
ET061039	15	3	1	5	 	 	2	 
ET061040	1	71	1	3	2	0	2	2
ET061040	2	60	2	3	2	0	2	2
ET061040	3	17	1	6	1	7	2	2
ET061040	4	15	1	6	1	4	2	2
ET061040	5	12	2	6	1	2	2	2
ET061040	6	5	1	6	2	0	2	2
ET061041	1	28	1	13	2	 	2	1
ET061041	2	24	2	6	2	 	2	1
ET061041	15	0	2	6	 	 	2	 
ET061042	1	37	2	1	2	0	2	2
ET061042	2	17	2	5	2	0	2	2
ET061043	1	51	1	1	2	0	2	1
ET061043	2	38	2	1	2	0	2	 
ET061043	3	17	2	5	2	0	2	1
ET061043	4	14	1	5	1	5	2	2
ET061043	5	11	2	5	1	2	2	2
ET061043	15	3	1	5	 	 	2	 
ET061044	1	33	1	1	2	0	2	1
ET061044	2	30	2	1	2	0	2	1
ET061044	3	13	2	5	1	4	2	2
ET061044	4	10	1	5	1	0	2	2
ET061044	5	20	1	7	2	0	2	2
ET061044	6	6	1	5	2	0	2	2
ET061044	15	3	1	5	 	 	2	 
ET061046	1	35	1	1	1	8	2	2
ET061046	2	27	2	1	2	0	2	2
ET061046	3	12	2	5	1	5	2	2
ET061046	4	10	2	5	1	3	2	2
ET061046	15	4	1	5	 	 	2	 
ET061046	16	0	2	5	 	 	2	 
ET061047	1	67	1	3	2	0	1	2
ET061047	2	50	2	3	2	0	1	2
ET061047	3	23	2	4	2	0	1	2
ET061047	4	19	1	4	1	10	2	2
ET061047	5	17	1	4	1	6	2	2
ET061047	6	15	2	4	1	7	2	2
ET061047	7	12	2	4	1	5	2	2
ET061047	8	7	1	4	1	1	2	2
ET061049	1	35	1	1	2	0	2	2
ET061049	2	30	2	1	2	1	2	2
ET061049	3	10	2	5	1	1	2	2
ET061049	15	2	2	5	 	 	2	 
ET061050	1	38	1	1	2	0	2	2
ET061050	2	30	2	1	2	2	2	2
ET061050	3	15	2	5	1	0	2	2
ET061050	4	13	2	5	1	4	2	2
ET061050	5	11	2	5	1	2	2	2
ET061050	6	5	1	5	2	0	2	2
ET061050	15	4	1	5	 	 	2	 
ET061050	16	0	2	5	 	 	2	 
ET061051	1	58	1	1	2	0	2	1
ET061051	2	46	2	1	2	0	1	1
ET061051	3	19	2	5	1	1	2	2
ET061051	4	15	2	5	1	8	2	2
ET061051	5	14	1	5	1	8	2	2
ET061051	6	13	2	5	1	8	2	2
ET061051	7	12	2	5	1	8	2	2
ET061051	8	11	2	5	1	7	2	2
ET061051	9	10	2	5	1	4	2	2
ET061051	10	9	2	5	1	2	2	2
ET061051	15	4	2	12	 	 	2	 
ET061051	16	4	2	5	 	 	2	 
ET061052	1	45	1	1	2	0	2	2
ET061052	2	30	2	1	2	0	2	2
ET061052	3	15	2	5	2	0	2	2
ET061052	4	13	2	5	1	4	2	2
ET061052	5	10	1	5	1	0	2	2
ET061052	6	9	1	5	2	0	2	2
ET061052	15	3	1	5	 	 	2	 
ET061053	1	35	1	1	2	 	2	1
ET061053	2	25	2	1	2	3	2	1
ET061053	3	20	1	7	2	0	2	2
ET061053	4	5	2	5	2	0	2	2
ET061053	15	2	2	5	 	 	2	 
ET061054	1	21	2	1	2	0	2	2
ET061056	1	27	2	1	2	12	2	1
ET061056	2	11	2	5	1	3	2	2
ET061056	15	2	1	5	 	 	2	 
ET061057	1	56	1	1	1	 	2	2
ET061057	2	35	2	1	2	0	2	2
ET061057	3	16	1	5	1	4	2	2
ET061057	4	13	2	5	1	2	2	2
ET061057	5	12	2	5	1	2	2	2
ET061057	6	11	1	5	2	0	2	2
ET061058	1	35	2	1	2	0	2	2
ET061058	2	20	2	5	2	0	2	2
ET061058	3	14	2	5	1	2	2	2
ET061058	15	3	2	5	 	 	1	 
ET061059	1	42	1	1	2	3	2	2
ET061059	2	32	2	1	2	0	2	2
ET061059	3	6	1	5	2	0	2	2
ET061059	15	4	2	5	 	 	2	 
ET071001	1	42	1	1	2	 	2	2
ET071001	2	35	2	1	2	6	2	2
ET071001	3	25	1	6	1	2	2	2
ET071001	4	14	1	5	1	0	2	2
ET071001	15	4	1	5	 	 	2	 
ET071001	16	3	1	5	 	 	2	 
ET071002	1	36	1	1	2	3	2	2
ET071002	2	30	2	1	2	8	2	2
ET071002	15	4	2	5	 	 	2	 
ET071002	16	2	1	5	 	 	2	 
ET071003	1	60	2	3	2	 	1	2
ET071003	2	40	1	1	2	 	2	2
ET071003	3	30	2	1	2	8	2	2
ET071003	4	12	1	5	1	2	2	2
ET071003	5	5	1	5	2	 	2	2
ET071003	15	2	1	5	 	 	2	 
ET071004	1	42	1	1	2	 	2	2
ET071004	2	30	2	1	2	1	2	2
ET071004	3	15	1	5	1	3	2	2
ET071004	4	11	2	5	1	1	2	2
ET071004	15	3	2	5	 	 	2	 
ET071004	16	0	1	5	 	 	2	 
ET071005	1	61	1	1	2	 	2	2
ET071005	2	40	2	1	2	 	2	2
ET071005	3	23	2	5	1	9	2	2
ET071005	4	22	1	5	1	8	2	2
ET071005	5	20	1	5	1	1	2	2
ET071005	6	18	1	5	1	7	2	2
ET071005	7	15	1	5	1	7	2	2
ET071005	8	12	2	5	1	5	2	2
ET071005	9	9	2	6	1	2	2	2
ET071005	10	9	1	5	2	 	2	2
ET071006	1	40	1	1	2	 	2	2
ET071006	2	30	2	1	2	 	2	2
ET071006	3	11	2	5	1	4	2	2
ET071006	4	9	1	5	1	2	2	2
ET071006	5	5	1	5	2	 	2	2
ET071006	15	0	1	5	 	 	2	 
ET071007	1	84	1	3	2	 	1	2
ET071007	2	40	1	1	2	 	2	2
ET071007	3	30	2	1	2	 	2	1
ET071007	4	12	2	5	1	1	2	2
ET071007	5	10	1	5	1	1	2	2
ET071007	6	6	1	5	2	 	2	2
ET071007	15	2	1	5	 	 	2	 
ET071007	16	0	2	5	 	 	2	 
ET071008	1	56	1	3	2	 	2	1
ET071008	2	50	2	3	2	 	2	1
ET071008	3	15	1	4	1	2	2	2
ET071008	4	18	2	4	1	7	2	2
ET071009	1	50	1	1	2	 	2	2
ET071009	2	40	2	1	2	 	2	1
ET071009	3	18	2	5	1	7	2	2
ET071009	4	15	2	5	1	6	2	2
ET071009	5	13	2	5	1	3	2	2
ET071009	6	11	1	5	1	0	2	2
ET071009	7	6	2	5	1	0	2	2
ET071009	15	2	2	5	 	 	2	 
ET071009	16	4	1	5	 	 	2	 
ET071010	1	41	1	1	2	7	2	1
ET071010	2	38	2	1	2	8	2	1
ET071010	3	11	2	5	1	5	2	2
ET071010	4	9	2	5	1	2	2	2
ET071010	5	5	1	5	2	 	2	2
ET071011	1	38	1	1	2	 	1	2
ET071011	2	34	2	1	2	 	2	1
ET071011	3	13	1	5	1	1	2	2
ET071011	4	11	2	5	1	3	2	2
ET071012	1	36	1	1	2	 	2	2
ET071012	2	28	2	1	2	 	2	1
ET071012	3	11	1	5	1	1	2	2
ET071012	4	5	2	5	2	 	2	2
ET071012	15	3	2	5	 	 	2	 
ET071013	1	45	1	1	2	 	2	1
ET071013	2	38	2	1	2	 	2	1
ET071013	3	12	2	5	1	6	2	2
ET071013	15	3	2	5	 	 	2	 
ET071014	1	27	2	1	2	8	2	1
ET071014	2	24	2	7	2	 	2	2
ET071014	15	3	2	5	 	 	2	 
ET071015	1	65	1	1	2	 	2	1
ET071015	2	48	2	1	2	 	2	1
ET071015	3	18	2	5	1	4	2	2
ET071015	4	16	2	5	1	1	2	2
ET071015	5	23	2	5	2	 	1	2
ET071015	6	12	2	5	1	0	2	2
ET071015	7	10	1	5	2	 	2	2
ET071016	1	46	1	1	2	6	2	1
ET071016	2	35	2	1	2	 	2	1
ET071016	3	13	1	5	1	1	2	2
ET071016	4	10	1	5	1	0	2	2
ET071016	15	2	2	5	 	 	2	 
ET071017	1	40	1	1	2	 	2	2
ET071017	2	31	2	1	2	 	2	2
ET071017	3	15	2	5	1	5	2	2
ET071017	4	11	1	5	1	3	2	2
ET071017	5	9	2	5	2	 	1	2
ET071017	15	3	2	5	 	 	2	 
ET071018	1	48	1	1	2	 	2	1
ET071018	2	28	2	1	2	 	2	1
ET071018	3	15	2	5	2	 	2	2
ET071018	4	12	2	5	2	 	2	2
ET071018	5	10	1	5	1	0	2	2
ET071018	6	7	1	5	2	 	2	2
ET071018	15	4	2	5	 	 	2	 
ET071019	1	32	1	1	2	12	2	1
ET071019	2	20	2	1	2	4	2	1
ET071019	3	12	2	5	1	3	2	2
ET071019	15	3	2	5	 	 	2	 
ET071020	1	40	1	1	2	6	2	1
ET071020	2	30	2	1	2	 	2	1
ET071020	3	15	1	5	2	 	2	2
ET071020	4	13	2	5	1	5	2	2
ET071020	5	10	1	5	1	1	2	2
ET071020	15	0	2	5	 	 	2	 
ET071021	1	50	1	1	2	 	2	1
ET071021	2	40	2	1	2	 	2	1
ET071021	3	18	1	5	1	2	2	2
ET071021	4	14	2	5	1	4	2	2
ET071021	5	12	1	5	2	 	2	2
ET071021	15	4	2	5	 	 	2	 
ET071022	1	38	1	1	2	 	2	2
ET071022	2	33	2	1	2	 	2	2
ET071022	3	20	2	5	1	7	2	2
ET071022	4	17	1	5	1	4	2	2
ET071022	5	13	1	5	1	4	2	2
ET071022	6	11	2	5	1	2	2	2
ET071022	15	4	2	5	 	 	1	 
ET071022	16	0	1	5	 	 	1	 
ET071023	1	40	1	1	2	7	2	1
ET071023	2	28	2	1	2	1	2	1
ET071023	3	12	1	5	1	6	2	2
ET071023	4	9	1	5	1	3	2	2
ET071023	5	5	2	5	2	 	2	2
ET071023	15	1	2	5	 	 	2	 
ET071023	16	1	1	5	 	 	2	 
ET071024	1	50	1	1	2	 	2	1
ET071024	2	36	2	1	2	 	2	1
ET071024	3	16	2	5	1	6	2	1
ET071024	4	12	1	5	1	4	2	2
ET071024	5	5	2	5	1	 	2	2
ET071024	15	2	2	5	 	 	2	 
ET071025	1	50	1	1	2	8	2	2
ET071025	2	35	2	1	2	 	2	2
ET071025	3	24	1	5	1	12	2	2
ET071025	4	21	1	5	1	6	2	2
ET071025	5	18	2	5	1	8	2	2
ET071025	6	15	1	5	1	5	2	2
ET071025	7	10	1	4	2	 	2	2
ET071025	8	12	2	5	1	5	2	2
ET071025	15	1	1	5	 	 	2	 
ET071026	1	35	2	1	2	 	2	2
ET071026	2	6	1	5	2	 	2	2
ET071026	15	2	1	5	 	 	2	 
ET071027	1	50	1	1	2	 	2	2
ET071027	2	45	2	1	2	 	2	2
ET071027	3	13	2	6	2	 	2	2
ET071027	4	12	1	5	1	3	2	2
ET071028	1	60	1	1	2	 	2	2
ET071028	2	50	2	1	2	 	2	2
ET071028	3	13	2	5	1	3	2	2
ET071029	1	52	1	1	2	 	2	2
ET071029	2	40	2	1	2	 	2	2
ET071029	3	24	1	5	1	12	2	2
ET071029	4	22	2	5	1	5	2	2
ET071029	5	18	2	5	1	6	2	2
ET071029	6	12	2	5	1	2	2	2
ET071029	15	2	1	5	 	 	1	 
ET071030	1	53	1	1	2	 	2	2
ET071030	2	41	2	1	2	 	2	2
ET071030	3	14	2	5	1	4	2	2
ET071030	4	16	1	5	2	 	2	2
ET071030	15	4	2	5	 	 	2	 
ET071031	1	50	1	1	2	 	2	2
ET071031	2	37	2	1	2	 	2	2
ET071031	3	22	1	5	1	3	2	2
ET071031	4	17	2	5	1	6	2	2
ET071031	5	14	1	5	1	4	2	2
ET071031	6	11	1	5	1	1	2	2
ET071031	15	4	1	5	 	 	2	 
ET071032	1	78	1	3	2	 	1	1
ET071032	2	63	2	3	2	 	2	1
ET071032	3	13	1	6	1	3	2	2
ET071033	1	40	1	1	2	 	2	1
ET071033	2	30	2	1	2	 	2	2
ET071033	3	15	1	5	1	1	2	2
ET071033	4	13	1	5	1	2	2	2
ET071033	5	11	2	5	1	0	2	2
ET071033	6	9	1	5	1	0	2	2
ET071033	15	0	2	5	 	 	2	 
ET071034	1	56	2	1	2	 	2	2
ET071034	2	23	2	5	1	7	2	1
ET071034	3	15	1	5	1	3	2	1
ET071035	1	20	2	1	2	 	2	1
ET071035	2	16	1	6	1	 	2	1
ET071035	3	10	2	6	2	1	2	2
ET071035	15	4	2	5	 	 	2	 
ET071036	1	70	2	3	2	 	2	2
ET071036	2	45	1	1	2	 	2	1
ET071036	3	35	2	1	2	 	2	2
ET071036	4	18	2	5	1	6	2	2
ET071036	5	16	2	5	1	6	2	2
ET071036	6	14	2	5	1	4	2	2
ET071036	7	11	2	5	1	3	2	2
ET071036	8	5	2	5	2	 	2	2
ET071037	1	52	1	1	2	 	2	1
ET071037	2	44	2	1	2	 	2	2
ET071037	3	24	1	5	1	10	2	2
ET071037	4	22	1	5	1	5	2	2
ET071037	5	20	2	5	1	7	2	2
ET071037	6	18	2	5	1	2	2	2
ET071037	7	15	1	5	1	1	1	2
ET071037	15	4	1	5	 	 	2	 
ET071038	1	57	1	1	2	 	2	1
ET071038	2	50	2	1	2	 	2	1
ET071038	3	12	1	5	2	 	2	2
ET071038	4	5	2	5	2	 	2	2
ET071038	15	2	1	5	 	 	2	 
ET071038	16	0	2	5	 	 	2	 
ET071039	1	35	1	1	2	 	2	2
ET071039	2	26	2	1	2	3	2	1
ET071039	3	10	1	4	2	 	2	2
ET071039	4	5	1	5	2	 	2	2
ET071039	15	2	1	5	 	 	2	 
ET071040	1	64	2	3	2	 	2	1
ET071040	2	7	1	5	2	 	2	2
ET071041	1	41	2	1	2	 	2	1
ET071041	2	20	2	5	2	 	2	2
ET071041	3	18	1	5	2	3	2	2
ET071041	4	11	1	5	2	 	2	2
ET071042	1	46	1	1	2	 	2	1
ET071042	2	38	2	1	2	2	2	1
ET071042	3	14	2	5	1	5	2	2
ET071042	4	12	2	5	1	4	2	2
ET071042	5	10	2	5	1	1	2	2
ET071042	6	9	2	5	1	1	2	2
ET071042	15	4	2	5	 	 	2	 
ET071043	1	37	1	1	2	 	2	2
ET071043	2	27	2	1	2	4	2	2
ET071043	3	13	2	4	1	6	2	2
ET071043	4	12	1	5	1	4	2	2
ET071043	5	10	1	5	1	1	2	2
ET071043	15	3	1	5	 	 	2	 
ET071044	1	70	1	3	2	 	2	2
ET071044	2	66	2	3	2	 	2	1
ET071044	3	23	1	4	2	 	2	1
ET071044	4	18	2	6	2	5	2	2
ET071044	5	12	1	6	2	 	2	2
ET071044	15	0	1	6	 	 	2	 
ET071045	1	74	1	3	2	 	2	1
ET071045	2	65	2	3	2	 	2	1
ET071045	3	10	1	6	2	 	2	2
ET071046	1	28	2	1	1	6	2	2
ET071046	2	10	1	5	2	 	2	2
ET071046	3	5	2	5	2	 	2	2
ET071047	1	48	1	1	2	 	2	2
ET071047	2	25	2	1	2	7	2	2
ET071047	3	15	2	5	1	8	2	2
ET071047	4	11	1	5	1	2	2	2
ET071047	15	3	2	5	 	 	2	 
ET071048	1	38	2	1	2	 	2	1
ET071048	2	20	2	5	2	5	2	2
ET071048	3	16	2	5	1	8	2	2
ET071048	4	5	1	5	2	 	2	2
ET071048	15	2	2	12	 	 	2	 
ET071049	1	45	1	1	2	 	2	1
ET071049	2	34	2	1	2	 	2	1
ET071049	3	20	2	5	2	4	2	2
ET071049	4	16	1	5	1	3	2	2
ET071049	5	13	1	5	2	 	2	2
ET071049	6	10	1	5	1	1	2	2
ET071049	7	5	1	5	2	 	2	2
ET071049	15	2	1	5	 	 	1	 
ET071050	1	51	1	1	2	 	2	1
ET071050	2	40	2	1	2	 	2	1
ET071050	3	24	1	5	1	7	2	2
ET071050	4	21	2	5	2	3	2	2
ET081001	1	40	1	1	2	8	2	1
ET081001	2	25	2	1	2	0	1	2
ET081001	3	17	2	4	1	3	2	2
ET081001	4	6	1	5	2	0	2	2
ET081001	15	4	1	5	 	 	2	 
ET081001	16	2	2	5	 	 	2	 
ET081002	1	48	1	1	2	0	2	1
ET081002	2	42	2	1	2	0	2	1
ET081002	3	18	1	5	1	7	2	1
ET081002	4	16	1	5	2	3	2	1
ET081002	5	14	2	5	2	3	2	1
ET081002	6	12	2	5	2	2	2	1
ET081002	7	10	2	5	2	2	2	1
ET081002	15	4	1	5	 	 	2	 
ET081003	1	30	1	1	2	7	2	1
ET081003	2	25	2	1	2	0	2	1
ET081003	3	7	2	5	2	0	2	2
ET081003	15	4	1	5	 	 	2	 
ET081003	16	2	2	5	 	 	2	 
ET081004	1	60	1	1	2	0	2	1
ET081004	2	30	2	1	2	0	1	2
ET081004	3	10	2	5	1	1	2	2
ET081004	4	40	2	3	2	0	1	2
ET081004	15	4	2	5	 	 	2	 
ET081004	16	2	1	5	 	 	2	 
ET081005	1	50	2	1	2	0	2	1
ET081005	2	20	1	5	2	8	2	1
ET081005	3	15	1	5	2	0	2	1
ET081005	4	9	2	5	2	0	2	2
ET081005	15	4	1	5	 	 	2	 
ET081006	1	38	1	1	2	0	2	1
ET081006	2	26	2	1	2	4	1	1
ET081006	3	10	1	5	2	0	2	1
ET081006	4	5	2	5	2	0	2	2
ET081006	15	0	2	5	 	 	2	 
ET081007	1	50	2	4	2	0	2	1
ET081007	2	35	1	1	2	0	1	1
ET081007	3	32	2	1	2	0	2	1
ET081007	4	16	1	5	1	3	2	2
ET081007	5	12	2	5	1	2	2	2
ET081007	6	6	2	5	1	0	2	2
ET081007	15	4	1	5	 	 	2	 
ET081007	16	2	2	5	 	 	1	 
ET081008	1	45	1	1	2	3	2	1
ET081008	2	39	2	1	2	2	1	1
ET081008	3	20	1	5	1	8	2	2
ET081008	4	19	1	5	1	6	2	1
ET081008	5	17	1	5	1	1	2	1
ET081008	6	15	1	5	1	3	1	2
ET081008	7	13	2	5	1	3	2	2
ET081008	8	12	1	5	2	0	2	2
ET081008	9	11	1	5	2	0	2	2
ET081008	10	9	1	5	1	0	2	2
ET081008	15	4	1	5	 	 	2	 
ET081009	1	30	1	1	2	4	2	1
ET081009	2	25	2	1	2	0	2	1
ET081009	3	6	1	5	2	0	2	2
ET081009	15	2	1	5	 	 	2	 
ET081010	1	50	1	1	2	0	2	1
ET081010	2	40	2	1	2	0	1	1
ET081010	3	19	1	5	1	8	2	2
ET081010	4	16	1	5	1	8	2	2
ET081010	5	14	1	5	1	4	2	2
ET081010	6	12	1	5	2	2	2	2
ET081011	1	49	1	1	2	0	2	1
ET081011	2	40	2	1	2	0	1	2
ET081011	3	22	1	5	1	3	2	2
ET081011	4	20	1	5	1	6	2	2
ET081011	5	18	1	5	2	2	2	2
ET081011	6	16	1	5	1	2	2	2
ET081011	7	14	1	5	2	0	2	2
ET081011	8	12	2	5	2	0	2	2
ET081011	9	6	1	5	2	0	2	2
ET081011	15	2	1	5	 	 	2	 
ET081012	1	32	1	1	2	6	2	1
ET081012	2	27	2	1	2	5	1	2
ET081012	3	10	2	5	1	1	2	2
ET081012	15	4	1	5	 	 	2	 
ET081012	16	2	2	5	 	 	2	 
ET081013	1	50	2	4	2	0	2	1
ET081013	2	35	2	1	2	0	2	1
ET081013	3	20	1	5	1	5	2	1
ET081013	4	17	2	5	2	0	2	2
ET081013	5	14	2	5	1	2	2	2
ET081013	7	8	2	5	2	0	2	2
ET081013	8	8	2	5	2	0	2	2
ET081013	15	4	1	5	 	 	2	 
ET081014	1	44	1	1	2	0	2	1
ET081014	2	35	2	1	2	0	2	1
ET081014	3	22	1	5	2	5	2	1
ET081014	4	18	1	5	2	3	2	1
ET081014	5	16	2	5	2	2	2	1
ET081014	6	12	2	5	2	0	2	1
ET081014	7	5	2	5	2	0	2	2
ET081014	15	3	1	5	 	 	2	 
ET081015	1	70	2	3	2	0	2	1
ET081015	2	40	1	1	2	3	1	1
ET081015	3	37	2	1	2	0	2	1
ET081015	4	20	2	5	1	4	2	2
ET081015	5	18	1	5	1	3	2	2
ET081015	6	16	2	5	1	0	2	2
ET081015	7	14	1	5	1	0	2	2
ET081015	8	12	2	5	2	0	2	2
ET081015	9	9	1	5	2	0	2	2
ET081016	1	42	1	1	2	0	2	1
ET081016	2	34	2	1	2	0	2	1
ET081016	3	18	2	5	2	0	2	1
ET081016	4	16	1	5	1	0	2	1
ET081016	5	11	2	5	1	0	2	2
ET081016	15	3	2	5	 	 	2	 
ET081017	1	35	1	1	2	0	2	1
ET081017	2	30	2	1	2	0	2	1
ET081017	3	11	1	5	2	0	2	2
ET081017	4	9	2	5	2	0	2	2
ET081017	5	5	2	5	2	0	2	2
ET081017	15	2	2	5	 	 	2	 
ET081018	1	59	1	1	2	0	2	1
ET081018	2	48	2	1	2	0	2	1
ET081018	3	28	1	5	1	12	2	2
ET081018	4	25	1	5	1	10	2	2
ET081018	5	18	1	5	1	7	2	2
ET081018	6	16	1	5	1	10	2	2
ET081018	7	14	1	5	1	4	2	2
ET081018	8	12	2	5	1	5	2	2
ET081018	9	10	2	5	2	0	2	2
ET081018	15	4	1	5	 	 	2	 
ET081018	16	2	2	5	 	 	2	 
ET081019	1	37	1	1	2	0	2	2
ET081019	2	30	2	1	2	0	2	2
ET081019	3	12	2	5	1	2	2	2
ET081019	5	5	2	5	 	 	2	 
ET081019	15	0	2	5	 	 	2	 
ET081020	1	45	1	1	2	7	2	1
ET081020	2	35	2	1	2	0	1	2
ET081020	3	13	1	5	1	6	2	2
ET081020	4	10	1	5	1	4	2	2
ET081020	5	6	1	5	2	0	2	2
ET081020	15	4	2	5	 	 	1	 
ET081020	16	2	1	5	 	 	2	 
ET081021	1	65	1	1	2	0	1	1
ET081021	2	40	2	3	2	0	1	1
ET081021	3	21	1	5	2	6	2	2
ET081021	4	18	2	5	1	3	2	2
ET081021	5	9	1	5	1	2	2	2
ET081022	1	35	1	1	2	0	2	1
ET081022	2	30	2	1	2	0	2	1
ET081022	3	15	2	5	2	1	2	2
ET081022	4	12	1	5	1	3	2	2
ET081022	5	9	2	5	1	1	2	2
ET081022	6	6	1	5	2	0	2	2
ET081022	15	3	2	5	 	 	2	 
ET081022	16	0	1	5	 	 	2	 
ET081023	1	70	1	1	2	0	2	1
ET081023	2	38	2	1	2	0	1	2
ET081023	3	15	2	5	1	4	2	2
ET081023	4	12	2	5	1	3	2	2
ET081023	5	14	2	5	2	0	2	2
ET081023	6	20	1	5	2	7	2	2
ET081024	1	40	1	1	2	1	2	2
ET081024	2	35	2	1	2	0	1	2
ET081024	3	20	1	5	1	3	2	1
ET081024	4	18	2	5	1	3	2	2
ET081024	5	16	2	5	1	4	2	2
ET081024	6	14	2	5	2	0	2	2
ET081024	7	12	2	5	2	0	2	2
ET081025	1	40	1	1	2	0	2	1
ET081025	2	30	2	1	2	0	2	1
ET081025	3	25	1	12	2	2	2	2
ET081025	4	23	1	12	2	0	2	2
ET081025	5	15	1	5	2	4	2	2
ET081025	6	12	1	5	1	4	2	2
ET081025	15	4	1	5	 	 	2	 
ET081025	16	3	2	5	 	 	2	 
ET081026	1	30	1	1	2	0	2	1
ET081026	2	28	2	1	2	0	2	2
ET081026	15	2	2	5	 	 	2	 
ET081026	16	0	1	5	 	 	2	 
ET081027	1	31	1	1	1	10	2	1
ET081027	2	26	2	1	2	0	2	2
ET081027	15	2	2	5	 	 	2	 
ET081028	1	25	1	1	2	10	2	1
ET081028	2	22	2	1	2	0	2	1
ET081028	3	10	1	5	2	0	2	2
ET081028	15	4	2	5	 	 	2	 
ET081028	16	2	1	5	 	 	2	 
ET081029	1	50	1	1	2	0	2	1
ET081029	2	45	2	1	2	0	2	1
ET081029	3	20	2	5	2	2	2	2
ET081029	4	18	2	5	2	0	2	2
ET081029	5	15	2	5	1	2	2	2
ET081029	6	9	2	5	1	0	2	2
ET081029	7	6	1	5	2	0	2	2
ET081029	15	3	2	5	 	 	2	 
ET081030	1	45	1	1	2	0	2	1
ET081030	2	45	2	1	2	0	2	2
ET081030	3	15	1	5	1	7	2	2
ET081030	4	12	1	5	1	3	2	2
ET081030	15	3	2	5	 	 	2	 
ET081031	1	40	1	1	2	3	2	1
ET081031	2	30	2	1	2	2	2	1
ET081031	3	20	1	5	2	0	2	2
ET081031	4	18	2	5	1	8	2	2
ET081031	5	16	2	5	1	3	1	2
ET081031	6	14	1	5	1	2	1	2
ET081031	7	11	2	5	1	0	2	2
ET081031	8	9	1	5	2	0	2	2
ET081031	15	2	2	5	 	 	1	 
ET081032	1	45	1	1	2	0	2	1
ET081032	2	40	2	1	2	0	2	2
ET081032	3	26	1	5	1	4	2	2
ET081032	4	23	1	5	1	2	2	2
ET081032	5	17	1	5	1	7	2	2
ET081032	6	13	2	5	1	4	2	2
ET081032	7	11	2	5	1	3	2	2
ET081032	8	10	1	5	1	1	2	2
ET081033	1	75	2	2	2	0	1	2
ET081033	2	65	1	1	2	0	2	1
ET081033	3	60	2	2	2	0	2	1
ET081033	4	14	1	5	1	2	2	2
ET081034	1	40	1	1	2	1	2	1
ET081034	2	35	2	1	2	0	1	2
ET081034	3	14	1	5	1	4	2	2
ET081034	4	9	2	5	1	2	2	2
ET081034	15	4	2	5	 	 	2	 
ET081034	16	2	1	5	 	 	2	 
ET081035	1	25	2	1	1	1	2	1
ET081035	2	10	1	5	2	0	2	2
ET081035	15	2	1	5	 	 	2	 
ET081036	1	57	1	1	2	0	2	1
ET081036	2	45	2	1	2	0	2	1
ET081036	3	14	1	5	1	4	2	1
ET081036	4	12	1	5	1	2	2	1
ET081036	5	10	1	5	1	0	2	1
ET081036	6	5	2	5	2	0	2	2
ET081036	15	2	2	5	 	 	2	 
ET081037	1	51	1	1	2	0	2	1
ET081037	2	40	2	1	2	0	2	1
ET081037	3	22	1	5	2	3	2	2
ET081037	4	20	2	5	1	3	2	2
ET081037	5	18	1	5	2	2	2	2
ET081037	6	14	1	5	2	0	2	2
ET081037	7	12	1	5	2	1	2	2
ET081038	1	40	1	1	2	0	2	1
ET081038	2	30	2	1	1	1	1	2
ET081038	3	15	1	5	1	4	2	2
ET081038	15	2	2	5	 	 	2	 
ET081039	1	42	2	1	2	0	2	1
ET081039	2	18	1	5	2	0	2	2
ET081039	3	15	2	5	1	5	2	2
ET081039	4	12	2	5	1	2	2	2
ET081039	15	4	2	5	 	 	2	 
ET081040	1	58	1	1	2	0	2	1
ET081040	2	46	2	1	2	0	2	1
ET081040	3	25	1	5	2	6	2	1
ET081040	4	19	1	5	1	4	2	2
ET081040	5	16	2	5	1	1	2	2
ET081040	6	14	2	5	2	0	2	2
ET081040	7	12	2	5	1	2	2	2
ET081040	8	10	1	5	1	2	2	2
ET081040	9	6	2	5	2	0	2	2
ET081041	1	40	1	1	2	0	2	1
ET081041	2	36	2	1	2	0	2	1
ET081041	3	16	1	5	1	9	2	1
ET081041	4	13	2	5	1	3	2	2
ET081041	5	10	2	5	1	2	2	2
ET081041	15	4	2	5	 	 	2	 
ET081041	16	3	1	5	 	 	2	 
ET081041	17	0	2	5	 	 	2	 
ET081042	1	40	1	1	2	0	2	1
