CHILDID	PLANID	PLAN
ET041013	1	7
ET041013	2	8
ET041014	1	10
ET041014	2	5
ET041015	1	1
ET041016	1	4
ET041016	2	10
ET041017	1	6
ET041018	1	6
ET041018	2	4
ET041019	1	4
ET041020	1	4
ET041021	1	2
ET041021	2	3
ET041022	1	1
ET041023	1	3
ET041023	2	2
ET041024	1	10
ET041025	1	10
ET041026	1	10
ET041027	1	4
ET041028	1	10
ET041029	1	10
ET041030	1	1
ET041031	1	10
ET041031	2	6
ET041032	1	10
ET041033	1	4
ET041033	2	10
ET041034	1	4
ET041035	1	7
ET041036	1	1
ET041037	1	8
ET041038	1	6
ET041038	2	4
ET041039	1	4
ET041040	1	4
ET041040	2	10
ET041041	1	4
ET041042	1	9
ET041042	2	4
ET041043	1	5
ET041043	2	7
ET041044	1	1
ET041045	1	5
ET041045	2	8
ET041046	1	4
ET041046	2	8
ET041047	1	7
ET041047	2	4
ET041048	1	7
ET041049	1	4
ET041050	1	7
ET041050	2	4
ET051001	1	4
ET051001	2	7
ET051002	1	7
ET051002	2	4
ET051003	1	1
ET051004	1	1
ET051005	1	4
ET051006	1	1
ET051007	1	1
ET051008	1	1
ET051009	1	10
ET051010	1	1
ET051011	1	1
ET051012	1	10
ET051013	1	10
ET051014	1	1
ET051015	1	3
ET051015	2	2
ET051016	1	1
ET051017	1	7
ET051018	1	8
ET051019	1	10
ET051020	1	1
ET051021	1	1
ET051022	1	8
ET051023	1	1
ET051024	1	1
ET051025	1	1
ET051026	1	1
ET051027	1	10
ET051028	1	1
ET051029	1	1
ET051030	1	1
ET051031	1	2
ET051032	1	1
ET051033	1	10
ET051034	1	1
ET051035	1	10
ET051036	1	1
ET051037	1	1
ET051038	1	10
ET051039	1	5
ET051039	2	4
ET051040	1	4
ET051041	1	4
ET051042	1	8
ET051042	2	4
ET051043	1	1
ET051044	1	10
ET051045	1	1
ET051046	1	1
ET051047	1	8
ET051048	1	1
ET051049	1	2
ET051050	1	1
ET061002	1	1
ET061003	1	4
ET061003	2	5
ET061004	1	1
ET061005	1	1
ET061007	1	7
ET061008	1	1
ET061009	1	6
ET061010	1	1
ET061011	1	6
ET061012	1	6
ET061014	1	1
ET061015	1	1
ET061016	1	1
ET061018	1	2
ET061019	1	10
ET061020	1	1
ET061021	1	1
ET061022	1	4
ET061022	2	6
ET061023	1	10
ET061024	1	2
ET061025	1	1
ET061026	1	1
ET061027	1	1
ET061028	1	7
ET061028	2	10
ET061029	1	1
ET061030	1	1
ET061031	1	1
ET061033	1	6
ET061034	1	1
ET061036	1	1
ET061037	1	1
ET061038	1	1
ET061039	1	4
ET061040	1	1
ET061041	1	3
ET061042	1	1
ET061043	1	1
ET061044	1	10
ET061046	1	1
ET061047	1	1
ET061049	1	1
ET061050	1	1
ET061051	1	1
ET061052	1	9
ET061052	2	6
ET061053	1	1
ET061054	1	1
ET061056	1	2
ET061057	1	1
ET061058	1	1
ET061059	1	7
ET061059	2	4
ET071001	1	7
ET071002	1	7
ET071002	2	10
ET071003	1	10
ET071004	1	7
ET071004	2	10
ET071005	1	10
ET071006	1	10
ET071007	1	9
ET071007	2	8
ET071008	1	1
ET071009	1	3
ET071009	2	6
ET071010	1	8
ET071010	2	7
ET071011	1	8
ET071011	2	4
ET071012	1	9
ET071012	2	8
ET071013	1	4
ET071014	1	4
ET071014	2	10
ET071015	1	8
ET071016	1	10
ET071016	2	7
ET071017	1	10
ET071018	1	4
ET071019	1	4
ET071019	2	3
ET071020	1	1
ET071021	1	1
ET071022	1	1
ET071023	1	4
ET071024	1	4
ET071024	2	8
ET071025	1	10
ET071026	1	1
ET071027	1	10
ET071028	1	2
ET071028	2	8
ET071029	1	4
ET071029	2	8
ET071030	1	4
ET071030	2	8
ET071031	1	4
ET071032	1	1
ET071033	1	4
ET071033	2	8
ET071034	1	1
ET071035	1	99
ET071036	1	1
ET071037	1	4
ET071038	1	1
ET071039	1	8
ET071039	2	4
ET071040	1	4
ET071041	1	4
ET071042	1	4
ET071042	2	10
ET071043	1	10
ET071044	1	10
ET071045	1	10
ET071046	1	8
ET071046	2	2
ET071047	1	10
ET071047	2	7
ET071048	1	4
ET071048	2	9
ET071049	1	8
ET071050	1	4
ET081001	1	1
ET081002	1	2
ET081002	2	4
ET081003	1	1
ET081004	1	1
ET081005	1	8
ET081006	1	2
ET081007	1	5
ET081008	1	9
ET081009	1	1
ET081010	1	1
ET081011	1	1
ET081012	1	1
ET081013	1	1
ET081014	1	2
ET081015	1	2
ET081015	2	4
ET081016	1	1
ET081017	1	1
ET081018	1	1
ET081019	1	1
ET081020	1	2
ET081021	1	4
ET081021	2	2
ET081022	1	1
ET081023	1	1
ET081024	1	1
ET081025	1	1
ET081026	1	1
ET081027	1	1
ET081028	1	4
ET081029	1	1
ET081030	1	2
ET081031	1	1
ET081032	1	1
ET081033	1	9
ET081034	1	1
ET081035	1	1
ET081036	1	2
ET081036	2	4
ET081037	1	4
ET081037	2	2
ET081038	1	1
ET081039	1	1
ET081040	1	2
ET081040	2	4
ET081041	1	2
ET081041	2	4
ET081042	1	2
ET081043	1	4
ET081044	1	1
ET081045	1	1
ET081046	1	1
ET081047	1	1
ET081048	1	2
ET081049	1	1
ET081050	1	2
ET081050	2	4
ET091001	1	7
ET091002	1	6
ET091003	1	1
ET091004	1	1
ET091005	1	6
ET091006	1	1
ET091007	1	4
ET091007	2	6
ET091008	1	6
ET091009	1	1
ET091010	1	1
ET091011	1	1
ET091012	1	1
ET091013	1	1
ET091014	1	1
ET091015	1	1
ET091016	1	10
ET091017	1	10
ET091018	1	10
ET091019	1	10
ET091020	1	10
ET091021	1	10
ET091022	1	10
ET091023	1	6
ET091023	2	3
ET091024	1	6
ET091024	2	3
ET091025	1	6
ET091025	2	4
ET091026	1	6
ET091026	2	2
ET091027	1	6
ET091027	2	3
ET091028	1	6
ET091028	2	4
ET091029	1	6
ET091029	2	4
ET091030	1	1
ET091031	1	5
ET091032	1	1
ET091033	1	6
ET091034	1	1
ET091035	1	3
ET091036	1	1
ET091037	1	10
ET091038	1	10
ET091039	1	1
ET091040	1	8
ET091040	2	5
ET091041	1	1
ET091042	1	1
ET091043	1	1
ET091044	1	1
ET091045	1	1
ET091046	1	1
ET091047	1	1
ET091048	1	1
ET091049	1	1
ET091050	1	1
ET101001	1	1
ET101002	1	1
ET101003	1	5
ET101004	1	7
ET101004	2	8
ET101005	1	9
ET101006	1	5
ET101007	1	1
ET101008	1	1
ET101009	1	1
ET101010	1	1
ET101011	1	1
ET101012	1	1
ET101013	1	9
ET101014	1	1
ET101015	1	5
ET101016	1	5
ET101017	1	1
ET101018	1	1
ET101019	1	2
ET101019	2	8
ET101020	1	1
ET101021	1	1
ET101022	1	1
ET101023	1	8
ET101024	1	1
ET101025	1	1
ET101026	1	2
ET101027	1	1
ET101028	1	1
ET101029	1	8
ET101030	1	4
ET101031	1	1
ET101032	1	1
ET101033	1	1
ET101034	1	1
ET101035	1	1
ET101036	1	1
ET101037	1	4
ET101038	1	1
ET101039	1	1
ET101040	1	1
ET101041	1	1
ET101042	1	6
ET101043	1	1
ET101044	1	9
ET101045	1	1
ET101046	1	8
ET101047	1	1
ET101048	1	1
ET101049	1	1
ET101050	1	9
ET111001	1	9
ET111002	1	8
ET111003	1	8
ET111004	1	8
ET111005	1	1
ET111006	1	7
ET111006	2	4
ET111007	1	4
ET111008	1	1
ET111009	1	1
ET111010	1	1
ET111011	1	8
ET111012	1	8
ET111012	2	9
ET111013	1	8
ET111013	2	9
ET111015	1	1
ET111016	1	3
ET111017	1	8
ET111018	1	1
ET111019	1	8
ET111020	1	1
ET111021	1	8
ET111022	1	4
ET111022	2	3
ET111023	1	7
ET111023	2	99
ET111024	1	8
ET111024	2	9
ET111025	1	2
ET111026	1	1
ET111027	1	8
ET111028	1	10
ET111029	1	8
ET111029	2	10
ET111030	1	9
ET111030	2	8
ET111031	1	3
ET111031	2	8
ET111032	1	2
ET111033	1	10
ET111034	1	2
ET111035	1	8
ET111035	2	7
ET111036	1	7
ET111036	2	9
ET111037	1	4
ET111037	2	8
ET111038	1	5
ET111039	1	4
ET111039	2	8
ET111040	1	3
ET111041	1	1
ET111042	1	7
ET111043	1	8
ET111043	2	3
ET111044	1	3
ET111045	1	3
ET111045	2	4
ET111046	1	4
ET111046	2	8
ET111047	1	3
ET111048	1	8
ET111049	1	2
ET111050	1	1
ET121001	1	4
ET121001	2	2
ET121002	1	4
ET121003	1	2
ET121003	2	3
ET121004	1	1
ET121005	1	6
ET121007	1	4
ET121008	1	8
ET121009	1	4
ET121010	1	6
ET121010	2	4
ET121011	1	6
ET121012	1	1
ET121013	1	1
ET121014	1	2
ET121014	2	10
ET121015	1	10
ET121017	1	4
ET121017	2	6
ET121018	1	8
ET121018	2	3
ET121020	1	2
ET121021	1	6
ET121021	2	4
ET121022	1	10
ET121023	1	2
ET121023	2	4
ET121024	1	10
ET121025	1	2
ET121025	2	3
ET121026	1	2
ET121026	2	3
ET121027	1	8
ET121028	1	1
ET121029	1	2
ET121029	2	3
ET121030	1	2
ET121030	2	6
ET121031	1	4
ET121031	2	2
ET121032	1	4
ET121032	2	8
ET121033	1	6
ET121034	1	2
ET121034	2	6
ET121036	1	6
ET121037	1	4
ET121038	1	4
ET121039	1	4
ET121039	2	6
ET121040	1	6
ET121041	1	8
ET121041	2	10
ET121043	1	6
ET121044	1	6
ET121045	1	2
ET121045	2	3
ET121046	1	4
ET121046	2	3
ET121047	1	6
ET121047	2	4
ET121048	1	4
ET121048	2	6
ET121049	1	2
ET121050	1	4
ET121050	2	7
ET121053	1	2
ET121053	2	6
ET121054	1	4
ET121054	2	2
ET121055	1	4
ET121055	2	7
ET121056	1	10
ET121056	2	6
ET121057	1	2
ET121057	2	3
ET131001	1	4
ET131002	1	4
ET131003	1	8
ET131003	2	7
ET131004	1	1
ET131005	1	6
ET131006	1	1
ET131007	1	4
ET131007	2	8
ET131008	1	7
ET131008	2	4
ET131009	1	1
ET131010	1	8
ET131011	1	4
ET131012	1	1
ET131013	1	1
ET131014	1	4
ET131015	1	2
ET131016	1	8
ET131017	1	4
ET131017	2	10
ET131018	1	4
ET131018	2	7
ET131019	1	5
ET131020	1	8
ET131021	1	8
ET131021	2	5
ET131022	1	4
ET131022	2	7
ET131023	1	10
ET131024	1	4
ET131025	1	4
ET131025	2	8
ET131026	1	3
ET131026	2	2
ET131027	1	4
ET131027	2	7
ET131028	1	9
ET131029	1	4
ET131030	1	4
ET131030	2	10
ET131031	1	8
ET131032	1	99
ET131033	1	4
ET131033	2	8
ET131034	1	1
ET131035	1	10
ET131036	1	4
ET131037	1	4
ET131038	1	1
ET131039	1	4
ET131040	1	4
ET131040	2	6
ET131041	1	10
ET131042	1	4
ET131043	1	5
ET131043	2	9
ET131044	1	5
ET131044	2	4
ET131045	1	4
ET131045	2	7
ET131046	1	4
ET131047	1	4
ET131048	1	4
ET131049	1	1
ET131050	1	7
ET141001	1	1
ET141002	1	4
ET141002	2	9
ET141003	1	6
ET141003	2	4
ET141004	1	10
ET141005	1	10
ET141005	2	4
ET141006	1	6
ET141007	1	5
ET141008	1	4
ET141009	1	4
ET141009	2	5
ET141010	1	4
ET141011	1	3
ET141011	2	4
ET141012	1	4
ET141013	1	5
ET141013	2	2
ET141014	1	4
ET141014	2	3
ET141015	1	8
ET141015	2	3
ET141016	1	4
ET141017	1	4
ET141018	1	1
ET141019	1	1
ET141020	1	1
ET141021	1	1
ET141022	1	4
ET141023	1	4
ET141024	1	4
ET141025	1	10
ET141026	1	5
ET141026	2	4
ET141027	1	1
ET141028	1	4
ET141029	1	1
ET141030	1	2
ET141031	1	5
ET141032	1	2
ET141033	1	10
ET141034	1	1
ET141035	1	4
ET141036	1	10
ET141037	1	4
ET141037	2	5
ET141038	1	2
ET141039	1	1
ET141040	1	4
ET141041	1	4
ET141042	1	4
ET141042	2	7
ET141043	1	6
ET141044	1	4
ET141045	1	1
ET141046	1	4
ET141047	1	2
ET141048	1	10
ET141049	1	1
ET141050	1	4
ET151001	1	1
ET151002	1	1
ET151004	1	1
ET151005	1	1
ET151008	1	1
ET151009	1	1
ET151010	1	1
ET151011	1	1
ET151012	1	1
ET151014	1	1
ET151015	1	1
ET151016	1	1
ET151018	1	1
ET151019	1	1
ET151020	1	1
ET151021	1	1
ET151023	1	6
ET151024	1	4
ET151025	1	6
ET151026	1	1
ET151027	1	1
ET151028	1	1
ET151029	1	4
ET151030	1	1
ET151031	1	1
ET151032	1	6
ET151033	1	1
ET151034	1	1
ET151035	1	4
ET151039	1	1
ET151041	1	10
ET151042	1	1
ET151043	1	1
ET151044	1	1
ET151045	1	1
ET151049	1	1
ET151051	1	1
ET151052	1	1
ET151053	1	1
ET151054	1	1
ET151056	1	1
ET151057	1	1
ET151058	1	1
ET151059	1	6
ET151064	1	1
ET151066	1	6
ET151067	1	1
ET151068	1	1
ET151069	1	1
ET151070	1	1
ET161001	1	1
ET161002	1	10
ET161003	1	1
ET161004	1	8
ET161005	1	8
ET161006	1	8
ET161007	1	2
ET161008	1	1
ET161009	1	8
ET161010	1	8
ET161010	2	10
ET161011	1	10
ET161012	1	8
ET161013	1	10
ET161013	2	8
ET161014	1	8
ET161015	1	1
ET161016	1	4
ET161017	1	1
ET161018	1	1
ET161019	1	1
ET161020	1	1
ET161021	1	1
ET161022	1	1
ET161023	1	1
ET161024	1	1
ET161025	1	1
ET161026	1	1
ET161027	1	1
ET161028	1	10
ET161029	1	1
ET161030	1	2
ET161031	1	1
ET161032	1	1
ET161033	1	1
ET161034	1	1
ET161035	1	1
ET161036	1	1
ET161037	1	1
ET161038	1	2
ET161039	1	1
ET161040	1	1
ET161041	1	1
ET161042	1	1
ET161043	1	1
ET161044	1	8
ET161045	1	1
ET161046	1	9
ET161047	1	9
ET161048	1	9
ET161049	1	4
ET161050	1	10
ET171001	1	4
ET171002	1	4
ET171003	1	10
ET171003	2	4
ET171004	1	7
ET171004	2	10
ET171005	1	4
ET171006	1	1
ET171007	1	4
ET171008	1	7
ET171008	2	10
ET171009	1	1
ET171010	1	4
ET171010	2	7
ET171011	1	1
ET171012	1	1
ET171013	1	2
ET171013	2	7
ET171014	1	4
ET171014	2	10
ET171015	1	10
ET171015	2	7
ET171016	1	4
ET171016	2	7
ET171017	1	4
ET171017	2	7
ET171018	1	10
ET171019	1	1
ET171020	1	1
ET171021	1	4
ET171021	2	7
ET171022	1	10
ET171023	1	4
ET171023	2	9
ET171024	1	4
ET171025	1	4
ET171025	2	99
ET171026	1	9
ET171027	1	4
ET171027	2	7
ET171028	1	10
ET171029	1	5
ET171029	2	4
ET171030	1	4
ET171031	1	4
ET171032	1	4
ET171032	2	8
ET171033	1	1
ET171034	1	99
ET171034	2	10
ET171035	1	7
ET171035	2	10
ET171036	1	1
ET171037	1	1
ET171038	1	2
ET171038	2	10
ET171039	1	4
ET171039	2	3
ET171040	1	7
ET171040	2	10
ET171041	1	10
ET171042	1	10
ET171042	2	99
ET171043	1	1
ET171044	1	4
ET171045	1	4
ET171045	2	2
ET171046	1	10
ET171046	2	4
ET171047	1	4
ET171048	1	1
ET171049	1	4
ET171049	2	10
ET171050	1	4
ET181001	1	4
ET181002	1	4
ET181003	1	8
ET181004	1	4
ET181004	2	5
ET181005	1	1
ET181006	1	10
ET181007	1	1
ET181008	1	1
ET181009	1	1
ET181010	1	1
ET181011	1	1
ET181012	1	4
ET181013	1	1
ET181014	1	1
ET181015	1	1
ET181016	1	2
ET181017	1	1
ET181018	1	1
ET181019	1	4
ET181019	2	5
ET181020	1	7
ET181020	2	4
ET181021	1	4
ET181021	2	8
ET181022	1	1
ET181023	1	4
ET181023	2	7
ET181024	1	4
ET181024	2	7
ET181025	1	4
ET181025	2	8
ET181026	1	4
ET181026	2	7
ET181027	1	4
ET181028	1	1
ET181029	1	1
ET181030	1	1
ET181031	1	1
ET181032	1	1
ET181033	1	1
ET181034	1	1
ET181035	1	1
ET181036	1	8
ET181036	2	10
ET181037	1	4
ET181037	2	10
ET181038	1	4
ET181038	2	8
ET181039	1	4
ET181039	2	7
ET181040	1	7
ET181040	2	10
ET181041	1	4
ET181041	2	9
ET181042	1	9
ET181042	2	10
ET181043	1	3
ET181043	2	8
ET181044	1	8
ET181044	2	2
ET181045	1	8
ET181045	2	10
ET181046	1	99
ET181047	1	7
ET181047	2	2
ET181048	1	10
ET181049	1	1
ET181050	1	99
ET191001	1	7
ET191002	1	1
ET191003	1	4
ET191004	1	9
ET191005	1	10
ET191006	1	7
ET191007	1	1
ET191008	1	7
ET191009	1	2
ET191010	1	1
ET191011	1	3
ET191012	1	4
ET191012	2	7
ET191013	1	7
ET191014	1	4
ET191015	1	6
ET191015	2	4
ET191016	1	8
ET191017	1	3
ET191018	1	1
ET191019	1	7
ET191019	2	9
ET191020	1	7
ET191021	1	2
ET191022	1	2
ET191023	1	1
ET191024	1	1
ET191025	1	2
ET191026	1	3
ET191027	1	1
ET191028	1	4
ET191029	1	9
ET191030	1	4
ET191030	2	7
ET191031	1	4
ET191031	2	7
ET191032	1	7
ET191033	1	4
ET191033	2	7
ET191034	1	9
ET191034	2	5
ET191035	1	4
ET191036	1	9
ET191036	2	8
ET191037	1	1
ET191038	1	4
ET191039	1	4
ET191040	1	1
ET191041	1	4
ET191041	2	7
ET191042	1	4
ET191043	1	4
ET191044	1	4
ET191045	1	4
ET191046	1	4
ET191047	1	1
ET191048	1	4
ET191049	1	4
ET191050	1	4
ET191050	2	7
ET191051	1	1
ET201001	1	1
ET201002	1	1
ET201003	1	1
ET201004	1	1
ET201005	1	1
ET201006	1	1
ET201007	1	1
ET201008	1	1
ET201009	1	7
ET201009	2	2
ET201010	1	10
ET201010	2	2
ET201011	1	10
ET201011	2	7
ET201012	1	6
ET201012	2	3
ET201013	1	7
ET201014	1	1
ET201015	1	1
ET201016	1	1
ET201017	1	4
ET201018	1	1
ET201019	1	10
ET201019	2	7
ET201020	1	1
ET201021	1	1
ET201022	1	1
ET201023	1	1
ET201024	1	1
ET201025	1	1
ET201026	1	1
ET201027	1	1
ET201028	1	1
ET201029	1	1
ET201030	1	1
ET201031	1	10
ET201032	1	4
ET201033	1	1
ET201034	1	1
ET201035	1	1
ET201036	1	1
ET201037	1	1
ET201038	1	7
ET201039	1	1
ET201040	1	4
ET201041	1	1
ET201042	1	1
ET201043	1	1
ET201044	1	1
ET201045	1	9
ET201046	1	4
ET201047	1	1
ET201048	1	1
ET201049	1	1
ET201050	1	1
