CHILDID	ACTIDR3	ACTR3	ACTOWNR3	ACTMNYR3	ACTHPYR3
VN020053	1	1	1	0	5
VN020053	2	2	1	0	5
VN020054	1	2	1	0	3
VN020055	1	2	1	0	3
VN020056	1	3	1	0	3
VN020056	2	2	1	0	3
VN020056	3	5	1	0	4
VN020057	1	2	1	0	5
VN020063	1	3	1	0	4
VN020064	1	2	1	0	5
VN020065	1	2	1	0	5
VN020066	1	1	1	0	4
VN020066	2	2	1	0	2
VN020067	1	2	1	0	5
VN020069	1	2	1	0	5
VN020073	1	2	1	0	5
VN020077	1	2	1	0	4
VN020079	1	2	1	0	5
VN020080	1	1	1	0	4
VN020080	2	2	1	0	5
VN020081	1	2	1	2	5
VN020083	1	2	1	0	4
VN020084	1	2	1	0	3
VN020086	1	5	1	0	5
VN020087	1	3	1	0	4
VN020087	2	2	1	0	4
VN020087	3	5	1	0	4
VN020088	1	2	1	0	4
VN020089	1	1	1	0	5
VN020089	2	2	1	0	4
VN020090	1	2	1	0	5
VN020091	1	2	1	0	4
VN020092	1	2	1	0	5
VN020092	2	4	1	0	5
VN020096	1	2	1	0	3
VN020097	1	1	1	0	2
VN020098	1	3	1	0	3
VN020100	1	2	1	0	4
VN020106	1	2	1	0	4
VN020108	1	2	1	0	4
VN020110	1	2	1	0	4
VN020112	1	2	1	0	5
VN020113	1	2	1	0	5
VN020117	1	3	1	0	4
VN020118	1	3	1	0	4
VN020119	1	3	1	0	4
VN020122	1	3	1	0	4
VN020122	2	2	1	0	3
VN020123	1	2	1	0	4
VN020135	1	3	1	0	2
VN030001	1	2	1	0	3
VN030001	2	3	1	0	3
VN030002	1	2	1	0	3
VN030003	1	2	1	0	2
VN030004	1	2	1	0	4
VN030005	1	2	1	0	3
VN030006	1	2	1	0	3
VN030007	1	2	1	0	5
VN030008	1	2	1	0	3
VN030009	1	2	1	0	4
VN030010	1	2	1	0	3
VN030010	2	3	1	0	3
VN030011	1	2	1	0	3
VN030012	1	2	1	0	3
VN030013	1	2	1	0	4
VN030014	1	2	1	0	3
VN030015	1	2	1	0	3
VN030016	1	2	1	0	3
VN030016	2	3	1	0	4
VN030017	1	2	1	0	3
VN030017	2	3	1	0	3
VN030018	1	2	1	0	3
VN030019	1	2	1	0	3
VN030021	1	2	1	0	4
VN030021	2	3	1	0	4
VN030022	1	2	1	0	4
VN030023	1	2	1	0	3
VN030023	2	3	1	0	2
VN030024	1	2	1	0	3
VN030024	2	3	1	0	3
VN030025	1	2	1	0	4
VN030026	1	2	1	0	3
VN030027	1	2	1	0	3
VN030030	1	2	1	0	3
VN030031	1	2	1	0	3
VN030032	1	2	1	0	3
VN030033	1	2	1	0	3
VN030034	1	2	1	0	3
VN030035	1	2	1	0	4
VN030036	1	2	1	0	3
VN030037	1	2	1	0	4
VN030038	1	2	1	0	3
VN030038	2	3	1	0	3
VN030039	1	2	1	0	3
VN030040	1	2	1	0	3
VN030041	1	2	1	0	4
VN030042	1	2	1	0	4
VN030043	1	2	1	0	4
VN030044	1	2	1	0	4
VN030044	2	3	1	0	3
VN030047	1	2	1	0	3
VN030048	1	2	1	0	4
VN030049	1	2	1	0	3
VN030049	2	3	1	0	3
VN030050	1	2	1	0	3
VN030051	1	1	1	0	3
VN030051	2	2	1	0	3
VN030053	1	2	1	0	3
VN030053	2	3	1	0	2
VN030057	1	2	1	0	4
VN030057	2	3	1	0	3
VN030058	1	2	1	0	3
VN030059	1	2	1	0	3
VN030059	2	3	1	0	2
VN030061	1	2	1	0	3
VN030062	1	3	1	0	3
VN030063	1	3	1	0	4
VN030063	2	2	1	0	3
VN030064	1	2	1	0	3
VN030065	1	2	1	0	3
VN030065	2	3	1	0	3
VN030066	1	2	1	0	3
VN030069	1	2	1	0	3
VN030070	1	2	1	0	3
VN030070	2	1	1	0	4
VN030071	1	2	1	0	3
VN030072	1	2	1	0	3
VN030073	1	2	1	0	4
VN030074	1	2	1	0	4
VN030075	1	2	1	0	4
VN030077	1	2	1	0	4
VN030078	1	2	1	0	3
VN030081	1	2	1	0	4
VN030081	2	3	1	0	4
VN030082	1	2	1	0	4
VN030083	1	2	1	0	4
VN030084	1	2	1	0	5
VN030086	1	2	1	0	4
VN030087	1	2	1	0	4
VN030087	2	3	1	0	4
VN030088	1	2	1	0	4
VN030089	1	2	2	0	4
VN030090	1	2	1	0	3
VN030090	2	3	1	0	2
VN030092	1	2	1	0	3
VN030093	1	2	1	0	3
VN030093	2	3	2	0	4
VN030094	1	3	1	0	3
VN030094	2	2	1	2	4
VN030095	1	2	1	0	3
VN030096	1	2	1	0	3
VN030096	2	3	1	0	3
VN030096	3	4	1	0	4
VN030097	1	2	1	0	3
VN030097	2	3	1	0	3
VN030098	1	2	1	0	3
VN030098	2	3	1	0	4
VN030099	1	2	1	0	3
VN030099	2	3	1	0	4
VN030100	1	2	1	0	4
VN030127	1	6	1	0	4
VN030129	1	2	1	0	4
VN030129	2	4	1	0	4
VN030130	1	2	1	0	3
VN030130	2	3	1	0	3
VN030131	1	2	1	0	3
VN030132	1	2	1	0	3
VN040001	1	4	1	0	3
VN040003	1	2	1	0	5
VN040004	1	2	1	0	4
VN040005	1	2	1	0	4
VN040006	1	2	1	0	3
VN040007	1	2	1	0	4
VN040008	1	2	1	0	4
VN040008	2	3	1	0	5
VN040009	1	2	1	0	3
VN040010	1	3	1	0	4
VN040012	1	2	1	0	5
VN040012	2	1	1	0	5
VN040013	1	2	1	1	5
VN040015	1	2	1	0	4
VN040017	1	2	1	0	5
VN040017	2	3	1	0	5
VN040020	1	4	1	0	3
VN040021	1	2	1	0	5
VN040022	1	2	1	0	5
VN040023	1	2	1	0	4
VN040025	1	3	1	0	4
VN040025	2	2	1	0	4
VN040029	1	3	1	0	4
VN040030	1	3	1	0	4
VN040032	1	2	1	0	2
VN040033	1	2	1	0	2
VN040033	2	3	1	0	2
VN040035	1	1	1	0	4
VN040035	2	2	1	0	5
VN040036	1	2	1	0	3
VN040037	1	2	1	0	4
VN040039	1	3	1	0	2
VN040039	2	2	1	0	2
VN040043	1	2	1	0	4
VN040043	2	3	1	0	5
VN040044	1	2	1	0	5
VN040047	1	2	1	0	3
VN040049	1	3	1	0	4
VN040049	2	2	1	0	4
VN040051	1	2	1	0	4
VN040051	2	3	1	0	5
VN040052	1	3	1	0	3
VN040054	1	2	1	0	4
VN040055	1	3	1	0	5
VN040058	1	2	1	0	4
VN040059	1	2	1	0	5
VN040059	2	3	1	0	4
VN040060	1	3	1	0	3
VN040060	2	2	1	1	3
VN040061	1	2	1	0	3
VN040061	2	3	1	0	4
VN040063	1	3	1	0	5
VN040063	2	2	1	0	5
VN040064	1	2	1	0	3
VN040065	1	2	1	0	4
VN040066	1	2	1	0	5
VN040069	1	3	1	0	4
VN040070	1	2	1	0	4
VN040076	1	3	1	0	3
VN040078	1	2	1	0	4
VN040081	1	2	1	0	4
VN040082	1	3	1	0	4
VN040082	2	2	1	0	5
VN040084	1	2	1	0	4
VN040085	1	2	1	0	4
VN040087	1	2	1	0	4
VN040088	1	2	1	0	5
VN040092	1	2	1	0	4
VN040093	1	2	1	0	4
VN040095	1	3	1	0	4
VN040095	2	2	1	0	5
VN040096	1	2	1	0	4
VN040097	1	2	1	0	3
VN040097	2	5	1	0	4
VN040106	1	2	1	0	2
VN040108	1	2	1	0	4
VN040113	1	2	1	0	5
VN040119	1	2	1	0	4
VN040122	1	2	1	0	3
VN040129	1	3	1	0	2
VN040129	2	2	1	0	4
VN040143	1	2	1	0	4
VN040151	1	2	1	0	4
VN040164	1	2	1	1	3
VN040171	1	2	1	0	3
VN040174	1	3	1	0	4
VN050001	1	2	1	0	5
VN050002	1	2	1	0	4
VN050003	1	2	1	0	5
VN050007	1	2	1	0	5
VN050009	1	2	1	0	4
VN050010	1	2	1	0	4
VN050011	1	2	1	0	5
VN050012	1	2	1	0	5
VN050013	1	2	1	0	3
VN050014	1	2	1	0	4
VN050015	1	2	1	0	5
VN050016	1	2	1	0	4
VN050017	1	2	1	0	3
VN050018	1	2	1	0	5
VN050021	1	1	1	0	5
VN050022	1	2	1	0	5
VN050022	2	3	1	0	5
VN050024	1	2	1	0	5
VN050025	1	2	1	0	3
VN050026	1	2	1	0	4
VN050031	1	2	1	0	5
VN050033	1	2	1	0	 
VN050033	5	 	 	 	 
VN050036	1	2	1	0	5
VN050037	1	2	1	0	5
VN050041	1	3	1	0	5
VN050045	1	2	1	0	5
VN050047	1	2	1	0	5
VN050048	1	2	1	0	4
VN050052	1	2	1	0	5
VN050054	1	2	1	0	3
VN050059	1	2	1	1	5
VN050065	1	2	1	0	4
VN050065	2	4	1	0	4
VN050072	1	2	1	0	4
VN050074	1	2	1	0	4
VN050076	1	2	1	0	4
VN050078	1	2	1	0	4
VN050081	1	2	1	0	4
VN050082	1	2	1	0	5
VN050083	1	2	1	0	5
VN050085	1	2	1	0	4
VN050091	1	2	1	0	4
VN050091	2	3	1	0	4
VN050094	1	2	1	0	4
VN050098	1	2	1	0	5
VN050103	1	2	1	0	5
VN050103	2	3	1	0	5
VN050104	1	2	1	0	5
VN050109	1	2	1	0	5
VN050114	1	2	1	0	4
VN050115	1	2	1	0	5
VN060001	1	2	1	0	5
VN060003	1	2	1	0	5
VN060003	2	3	1	0	5
VN060004	2	2	1	0	5
VN060007	1	2	1	0	4
VN060010	1	3	1	0	4
VN060010	2	2	1	0	4
VN060019	1	2	1	0	5
VN060027	1	2	1	0	5
VN060028	1	2	1	0	4
VN060031	1	2	1	0	4
VN060036	1	2	1	0	5
VN060037	1	2	1	0	5
VN060037	2	3	1	0	5
VN060038	1	2	1	0	5
VN060040	1	2	1	0	3
VN060041	1	3	1	0	5
VN060045	1	2	1	0	3
VN060047	1	2	1	0	5
VN060049	1	2	1	0	3
VN060051	1	2	1	0	5
VN060052	1	3	1	0	5
VN060056	1	2	1	0	5
VN060057	1	2	1	0	5
VN060059	1	2	1	0	5
VN060062	1	2	1	0	5
VN060065	1	2	1	0	5
VN060069	1	2	1	0	3
VN060073	1	2	1	0	5
VN060074	1	2	1	0	5
VN060074	2	4	1	0	4
VN060078	1	2	1	0	3
VN060080	1	2	1	0	5
VN060081	1	2	1	0	5
VN060082	1	2	1	0	5
VN060082	2	3	1	0	5
VN060084	1	2	1	0	5
VN060088	1	2	1	0	4
VN060088	2	3	1	0	5
VN060089	1	2	1	0	3
VN060091	1	2	1	0	5
VN060092	1	2	1	0	5
VN060097	1	2	1	0	3
VN060098	1	2	1	0	3
VN060098	2	3	1	0	5
VN060100	1	2	1	0	5
VN060100	2	3	1	0	5
VN060103	1	2	1	0	3
VN060104	1	2	1	0	5
VN060105	1	2	1	0	5
VN060109	1	2	1	0	4
VN060111	1	6	2	5	5
VN060111	2	2	1	0	2
VN060115	1	2	1	0	5
VN060119	1	2	1	0	5
VN070004	1	2	1	0	3
VN070009	1	2	1	0	4
VN070009	2	3	1	0	5
VN070012	1	2	1	0	3
VN070013	1	2	1	0	4
VN070016	1	2	1	0	4
VN070018	1	2	1	0	3
VN070019	1	4	1	0	5
VN070028	1	2	1	0	3
VN070030	1	2	1	0	4
VN070031	1	2	1	0	3
VN070038	1	2	1	0	4
VN070039	1	2	1	0	1
VN070040	1	2	1	0	4
VN070041	1	2	1	0	4
VN070044	1	2	1	0	4
VN070045	1	2	1	0	4
VN070050	1	2	1	0	5
VN070051	1	2	1	0	3
VN070051	2	3	1	0	5
VN070052	1	2	1	0	4
VN070057	1	2	1	0	4
VN070058	1	2	1	0	4
VN070064	1	2	1	0	4
VN070066	1	2	1	0	4
VN070067	1	2	1	0	5
VN070068	1	2	1	0	4
VN070069	1	2	1	0	4
VN070070	1	2	1	0	5
VN070070	2	3	1	0	5
VN070071	1	2	1	0	3
VN070072	1	3	1	0	3
VN070075	1	2	1	0	4
VN070078	1	2	1	0	5
VN070079	1	2	1	0	5
VN070082	1	2	1	0	4
VN070083	1	2	1	0	4
VN070085	1	2	1	0	5
VN070087	1	2	1	0	5
VN070087	2	4	1	0	5
VN070090	1	2	1	0	4
VN070091	1	2	1	0	5
VN070092	1	2	1	0	4
VN070097	1	2	1	0	4
VN070099	1	2	1	0	5
VN070100	1	2	1	0	5
VN070101	1	2	1	0	4
VN070102	1	2	1	0	4
VN070116	1	2	1	0	4
VN070118	1	2	1	0	5
VN070126	1	2	1	0	4
VN080002	1	2	1	0	5
VN080008	1	2	1	0	4
VN080015	1	2	1	0	3
VN080018	1	2	1	0	5
VN080020	1	2	1	0	4
VN080021	1	2	1	0	4
VN080026	1	2	1	0	5
VN080031	1	2	1	0	5
VN080034	1	2	1	0	5
VN080037	1	2	1	0	4
VN080040	1	2	1	0	5
VN080046	1	2	1	0	4
VN080055	1	2	1	0	3
VN080058	1	2	1	0	4
VN080060	1	2	1	0	4
VN080062	1	2	1	0	5
VN080065	1	2	1	0	3
VN080067	1	2	1	0	5
VN080071	1	2	1	0	3
VN080076	1	2	1	0	5
VN080079	1	2	1	0	5
VN080082	1	3	1	0	3
VN080082	2	2	1	0	1
VN080085	1	2	1	0	5
VN080086	1	2	1	0	5
VN080087	1	2	1	0	5
VN080088	1	2	1	0	5
VN080090	1	2	1	0	4
VN080092	1	2	1	0	5
VN080093	1	2	1	0	5
VN080094	1	2	1	0	3
VN080097	1	2	1	0	3
VN080098	1	2	1	0	3
VN080099	1	2	1	0	5
VN080119	1	2	1	0	4
VN080120	1	2	1	0	4
VN080124	1	2	1	0	4
VN080124	2	3	1	0	3
VN080132	1	2	1	0	3
VN080154	1	2	1	0	5
VN080165	1	2	1	0	5
VN090002	1	2	1	0	4
VN090002	2	3	1	0	5
VN090003	1	1	1	0	5
VN090003	2	2	1	0	5
VN090003	3	3	1	0	5
VN090006	1	2	1	0	3
VN090007	1	2	1	0	4
VN090011	1	2	1	0	4
VN090012	1	2	1	0	5
VN090013	1	3	1	0	2
VN090014	1	8	1	2	4
VN090016	1	2	1	0	3
VN090021	1	2	1	0	3
VN090024	1	8	1	0	5
VN090025	1	1	1	0	4
VN090025	2	88	 	 	 
VN090026	1	3	1	0	3
VN090026	2	88	 	 	 
VN090028	1	1	1	0	4
VN090029	1	2	1	0	3
VN090031	1	2	1	0	3
VN090035	1	1	1	0	3
VN090035	2	2	1	0	3
VN090037	1	2	1	0	2
VN090038	1	8	1	0	4
VN090042	1	3	1	0	4
VN090042	2	2	1	0	3
VN090043	1	3	1	5	4
VN090043	2	2	1	0	2
VN090044	1	2	1	0	5
VN090044	2	3	1	0	4
VN090045	1	2	1	0	5
VN090047	1	2	1	0	5
VN090048	1	3	1	0	79
VN090049	1	8	1	0	5
VN090050	1	2	1	0	5
VN090051	1	1	1	0	2
VN090053	1	1	1	0	2
VN090053	2	2	1	0	4
VN090053	3	3	1	1	4
VN090054	1	2	1	0	3
VN090057	1	2	1	0	3
VN090059	1	3	1	0	5
VN090062	1	1	1	0	4
VN090062	2	2	1	0	5
VN090063	1	1	1	0	4
VN090066	1	8	1	0	5
VN090068	1	1	1	0	3
VN090069	1	2	1	0	5
VN090070	1	2	1	0	2
VN090072	1	1	1	0	4
VN090072	2	2	1	0	3
VN090072	3	3	1	0	2
VN090073	1	1	1	0	4
VN090075	1	3	1	0	5
VN090076	1	3	1	0	3
VN090076	2	2	1	0	3
VN090078	1	2	1	0	4
VN090079	1	1	1	0	4
VN090080	1	2	1	0	3
VN090081	1	1	1	0	3
VN090084	1	1	1	0	4
VN090086	1	2	1	0	4
VN090087	1	1	1	1	4
VN090088	1	2	1	0	3
VN090091	1	2	1	0	3
VN090092	1	1	1	0	2
VN090093	1	2	1	0	4
VN090094	1	1	1	0	3
VN090095	1	2	1	0	5
VN090095	2	3	1	0	5
VN090098	1	2	1	0	4
VN090105	1	1	1	0	2
VN090106	1	1	1	0	2
VN090106	2	2	1	0	3
VN090120	1	2	1	0	5
VN090121	1	3	1	0	5
VN090125	1	1	1	0	5
VN090125	2	3	1	0	5
VN100002	1	2	1	0	3
VN100002	2	3	1	0	3
VN100003	1	2	1	0	3
VN100004	1	2	1	0	4
VN100006	1	1	1	0	4
VN100007	1	2	1	0	5
VN100009	1	2	1	0	3
VN100011	1	2	1	0	4
VN100012	1	2	1	0	5
VN100014	1	2	1	0	3
VN100016	1	2	1	0	4
VN100017	1	2	1	0	4
VN100018	1	2	1	0	4
VN100022	1	2	1	0	3
VN100025	1	2	1	0	4
VN100026	1	2	1	0	4
VN100031	1	2	1	0	5
VN100032	1	2	1	0	3
VN100035	1	2	1	0	4
VN100036	1	2	1	0	4
VN100038	1	2	1	0	3
VN100038	2	3	1	0	4
VN100039	1	2	1	0	3
VN100040	1	8	1	0	4
VN100041	1	2	1	0	2
VN100042	1	2	1	0	4
VN100044	1	3	1	0	3
VN100045	1	2	1	0	5
VN100046	1	2	1	0	4
VN100051	1	2	1	0	5
VN100052	1	2	1	0	4
VN100052	2	3	1	0	3
VN100053	1	3	1	0	2
VN100053	2	1	1	0	3
VN100054	1	2	1	0	5
VN100055	1	2	1	0	3
VN100056	1	1	1	0	5
VN100057	1	3	1	0	3
VN100058	1	2	1	0	4
VN100059	1	2	1	0	4
VN100060	1	2	1	0	3
VN100060	2	3	1	0	3
VN100064	1	2	1	0	4
VN100066	1	2	1	0	4
VN100067	1	2	1	0	4
VN100069	1	2	1	0	4
VN100070	1	2	1	0	3
VN100070	2	8	1	0	4
VN100071	1	1	1	0	3
VN100072	1	2	1	0	3
VN100072	2	1	1	0	4
VN100073	1	8	1	0	3
VN100078	1	2	1	0	4
VN100079	1	2	1	0	3
VN100080	1	2	1	0	4
VN100081	1	2	1	0	4
VN100083	1	2	1	0	2
VN100089	1	2	1	0	3
VN100091	1	2	1	0	3
VN100091	2	3	1	0	3
VN100093	1	2	1	0	4
VN100095	1	2	1	0	4
VN100099	1	2	1	0	4
VN100101	1	2	1	0	4
VN100103	1	2	1	0	5
VN100107	1	2	1	0	5
VN100108	1	2	1	0	2
VN100111	1	3	1	0	3
VN100111	2	2	1	0	4
VN100113	1	2	1	0	5
VN100115	1	2	1	0	5
VN100118	1	2	1	0	3
VN110001	1	2	1	0	4
VN110002	1	2	1	0	5
VN110003	1	2	1	0	3
VN110005	1	2	1	0	4
VN110007	1	2	1	0	3
VN110008	1	2	1	0	5
VN110010	1	2	1	0	4
VN110012	1	2	1	0	5
VN110013	1	2	1	0	3
VN110013	2	3	1	0	2
VN110015	1	2	1	2	4
VN110017	1	2	1	0	4
VN110018	1	2	1	0	5
VN110019	1	2	1	0	4
VN110019	2	3	1	0	5
VN110021	1	2	1	0	5
VN110024	1	2	1	0	4
VN110025	1	2	1	0	5
VN110026	1	2	1	0	3
VN110027	1	2	1	0	3
VN110030	1	2	1	0	5
VN110030	2	3	1	0	5
VN110031	1	2	1	0	3
VN110032	1	2	1	0	3
VN110033	1	2	1	0	5
VN110034	1	2	1	0	4
VN110036	1	2	1	0	3
VN110041	1	2	1	0	2
VN110045	1	2	1	0	4
VN110046	1	2	1	0	4
VN110048	1	2	1	0	3
VN110049	1	3	1	0	5
VN110049	2	2	1	0	4
VN110050	1	2	1	0	5
VN110051	1	2	1	0	4
VN110052	1	2	1	0	5
VN110054	1	2	1	0	4
VN110055	1	2	1	0	3
VN110056	1	2	1	0	3
VN110057	1	2	1	0	4
VN110057	2	1	1	0	3
VN110058	1	3	1	0	3
VN110058	2	2	1	0	4
VN110059	1	2	1	0	3
VN110060	1	2	1	0	5
VN110061	1	2	1	0	5
VN110062	1	2	1	0	4
VN110063	1	2	1	0	4
VN110066	1	2	1	0	5
VN110067	1	2	1	0	5
VN110068	1	2	1	0	3
VN110069	1	2	1	0	3
VN110073	1	2	1	0	3
VN110074	1	2	1	0	3
VN110075	1	3	1	0	4
VN110076	1	2	1	0	5
VN110077	1	3	1	0	4
VN110079	1	3	1	0	1
VN110080	1	2	1	0	5
VN110081	1	3	1	0	4
VN110083	1	2	1	0	3
VN110084	1	2	1	0	3
VN110085	1	2	1	0	5
VN110085	2	3	1	0	5
VN110086	1	2	1	0	5
VN110087	1	2	1	0	4
VN110089	1	2	1	0	4
VN110090	1	2	1	0	3
VN110091	1	2	1	0	5
VN110092	1	2	1	0	4
VN110093	1	3	1	0	4
VN110093	2	2	1	0	4
VN110094	1	2	1	0	3
VN110095	1	2	1	0	4
VN110096	1	2	1	0	5
VN110097	1	2	1	0	5
VN110098	1	2	1	0	5
VN110099	1	2	1	0	4
VN110100	1	2	2	0	4
VN110104	1	3	1	0	5
VN110104	2	2	1	0	5
VN110108	1	2	1	0	5
VN110115	1	2	1	0	3
VN110121	1	2	1	0	5
VN110125	1	2	1	0	5
VN110126	1	2	1	0	4
VN120001	1	2	1	0	5
VN120003	1	2	1	0	5
VN120003	2	3	1	0	4
VN120004	1	2	1	0	4
VN120007	1	2	1	0	3
VN120009	1	2	1	0	4
VN120010	1	2	1	0	5
VN120011	1	2	1	0	5
VN120011	2	3	1	0	5
VN120012	1	2	1	0	5
VN120013	1	2	1	0	3
VN120014	1	2	1	0	4
VN120015	1	3	1	0	5
VN120015	2	2	1	0	5
VN120017	1	2	1	0	3
VN120018	1	2	1	0	3
VN120020	1	1	1	0	5
VN120022	1	1	1	0	4
VN120022	2	2	1	0	4
VN120024	1	2	1	0	3
VN120026	1	3	1	0	4
VN120027	1	2	1	0	4
VN120027	2	3	1	0	3
VN120027	3	23	1	0	4
VN120028	1	1	1	0	3
VN120028	2	2	1	0	3
VN120029	1	1	1	0	5
VN120030	1	2	1	0	5
VN120030	2	3	1	0	5
VN120033	1	2	1	0	2
VN120034	1	2	1	0	3
VN120035	1	1	1	0	4
VN120037	1	3	1	0	5
VN120037	2	2	1	0	5
VN120038	1	2	1	0	4
VN120039	1	2	1	0	5
VN120039	2	3	1	0	5
VN120040	1	2	1	0	3
VN120041	1	2	1	0	4
VN120042	1	2	1	0	5
VN120043	1	3	1	0	4
VN120045	1	1	1	0	5
VN120045	2	3	1	0	4
VN120046	1	1	1	0	5
VN120048	1	2	1	0	3
VN120049	1	1	1	0	4
VN120050	1	1	1	0	4
VN120050	2	3	1	0	4
VN120053	1	2	1	0	5
VN120054	1	1	1	0	5
VN120055	1	2	1	0	4
VN120058	1	2	1	0	4
VN120059	1	2	1	0	5
VN120060	1	2	1	2	5
VN120061	1	3	1	0	4
VN120061	2	2	1	0	3
VN120062	1	2	1	0	4
VN120063	1	2	1	0	4
VN120065	1	2	1	1	4
VN120066	1	2	1	0	5
VN120067	1	2	1	0	4
VN120068	1	2	1	0	4
VN120069	1	3	1	0	5
VN120069	2	2	1	0	4
VN120070	1	2	1	0	5
VN120071	1	2	1	0	4
VN120072	1	2	1	0	5
VN120076	1	2	1	0	4
VN120076	2	3	1	0	4
VN120077	1	2	1	0	4
VN120078	1	2	1	0	5
VN120079	1	2	1	0	5
VN120079	2	3	1	0	5
VN120080	1	2	1	0	5
VN120080	2	3	1	0	5
VN120081	1	2	1	0	4
VN120083	1	2	1	0	4
VN120084	1	2	1	0	5
VN120085	1	2	1	0	4
VN120086	1	2	1	0	4
VN120086	2	3	1	0	4
VN120087	1	2	1	0	4
VN120088	1	2	1	0	5
VN120089	1	2	1	0	5
VN120089	88	 	 	 	 
VN120090	1	2	1	0	5
VN120092	1	2	1	0	4
VN120093	1	1	1	0	4
VN120093	2	2	1	0	4
VN120093	3	3	1	0	4
VN120094	1	2	1	0	5
VN120096	1	1	1	0	1
VN120096	2	2	1	0	4
VN120096	3	3	1	0	5
VN120097	1	2	1	0	4
VN120098	1	1	1	0	4
VN120098	2	2	1	0	4
VN120099	1	2	1	0	5
VN120100	1	2	1	0	2
VN120114	1	2	1	0	4
VN120115	1	1	1	0	4
VN120121	1	2	1	0	4
VN120124	1	2	1	0	5
VN120124	2	3	1	0	5
VN120125	1	1	1	0	3
VN120126	1	1	1	0	2
VN120126	2	3	1	0	2
VN120133	1	2	1	0	5
VN120134	1	2	1	0	4
VN120135	1	2	1	0	5
VN120136	1	2	1	0	3
VN120139	1	2	1	0	5
VN120140	1	2	1	0	5
VN120142	1	2	1	0	5
VN120146	1	1	1	0	3
VN120146	2	2	1	0	3
VN120148	1	2	1	0	4
VN120150	1	1	1	0	4
VN120150	2	2	1	0	5
VN130001	1	5	1	0	5
VN130001	2	2	1	0	5
VN130001	3	3	1	0	5
VN130002	1	2	1	2	3
VN130002	2	3	1	2	3
VN130003	1	3	1	0	4
VN130004	1	2	1	0	5
VN130004	2	3	1	0	4
VN130005	1	2	1	0	5
VN130006	1	2	1	0	3
VN130007	1	2	1	0	2
VN130008	1	2	1	0	4
VN130008	2	6	1	0	4
