CHILDID	ID	MEMSEX	AGE	RELATE	LIVHSE	GRADE	ADULTEDC	DTHEXPR3	HSSTRR3	STRAGER3	GRADER3	STILLR3	WHYNOTR3	AGEGRDR3	PERFR3	FEESR3	DISABR3	ACTR3	MONTHSR3	DAYSR3	HOURSR3	SLEEPR3	CHCARER3	HHCHRER3	NPYWRKR3	PAYWRKR3	SCHOOLR3	STUDYR3	PLAYR3
VN010007	0	2	8	0	1	88	88	88	1	6	2	1	88	88	2	180	0	15	10	20	1	9	1	1	0	0	5	4	4
VN010007	1	1	34	1	1	9	0	88	 	 	 	 	 	 	 	 	0	10	12	26	10	 	 	 	 	 	 	 	 
VN010007	2	2	35	1	1	7	0	88	 	 	 	 	 	 	 	 	0	10	12	28	9	 	 	 	 	 	 	 	 
VN010007	15	2	10	7	1	88	88	88	1	6	4	1	88	88	2	240	0	15	12	20	2	9	1	2	0	0	5	4	3
VN010007	16	2	4	7	1	88	88	88	 	 	 	 	 	 	 	 	0	19	99	99	99	 	 	 	 	 	 	 	 
VN010008	0	2	8	0	1	88	88	88	1	6	2	1	88	88	2	360	0	15	10	20	1	9	0	1	0	0	5	4	5
VN010008	1	1	43	1	1	9	0	88	 	 	 	 	 	 	 	 	0	12	10	26	9	 	 	 	 	 	 	 	 
VN010008	2	2	41	1	1	12	0	88	 	 	 	 	 	 	 	 	0	1	10	26	9	 	 	 	 	 	 	 	 
VN010008	3	1	16	7	1	88	88	88	1	7	9	1	88	88	2	680	0	15	12	20	2	8	0	2	0	0	5	5	3
VN010008	4	1	78	6	1	5	0	88	 	 	 	 	 	 	 	 	0	4	10	20	4	 	 	 	 	 	 	 	 
VN010008	5	2	74	6	1	4	0	88	 	 	 	 	 	 	 	 	0	15	12	25	4	 	 	 	 	 	 	 	 
VN010009	0	1	8	0	1	88	88	88	1	6	2	1	88	88	3	0	0	15	10	15	3	10	2	1	0	0	5	1	5
VN010009	1	2	68	5	1	4	0	88	 	 	 	 	 	 	 	 	0	1	6	10	6	 	 	 	 	 	 	 	 
VN010009	2	1	33	1	1	3	0	88	 	 	 	 	 	 	 	 	0	9	10	25	10	 	 	 	 	 	 	 	 
VN010009	3	2	34	1	1	5	0	88	 	 	 	 	 	 	 	 	0	1	6	15	6	 	 	 	 	 	 	 	 
VN010009	4	1	5	7	1	88	88	88	0	88	88	88	88	88	88	-88	0	19	88	88	88	11	0	0	0	0	4	0	9
VN010010	0	2	8	0	1	88	88	88	1	6	2	1	88	88	2	100	0	15	10	15	1	10	0	1	0	0	5	2	6
VN010010	1	1	39	1	1	6	0	88	 	 	 	 	 	 	 	 	0	1	6	20	5	 	 	 	 	 	 	 	 
VN010010	2	2	38	1	1	9	0	88	 	 	 	 	 	 	 	 	0	4	12	20	3	 	 	 	 	 	 	 	 
VN010010	3	1	16	7	1	88	88	88	1	6	9	1	88	88	4	2200	0	15	12	25	2	9	0	2	0	0	5	2	6
VN010011	0	1	8	0	1	88	88	88	1	6	2	1	88	88	2	0	0	19	0	99	99	9	0	0	0	0	4	1	10
VN010011	1	1	43	1	1	12	0	88	 	 	 	 	 	 	 	 	0	10	12	20	6	 	 	 	 	 	 	 	 
VN010011	2	2	41	1	1	10	0	88	 	 	 	 	 	 	 	 	0	10	12	20	4	 	 	 	 	 	 	 	 
VN010011	3	2	16	7	1	88	88	88	1	6	10	1	88	88	3	1650	0	15	12	22	3	8	0	3	0	0	5	3	5
VN010011	4	1	13	7	1	88	88	88	1	6	7	1	88	88	2	1290	0	15	10	12	2	8	0	2	0	0	4	3	7
VN010012	0	2	8	0	1	88	88	88	1	6	2	1	88	88	2	80	0	19	0	99	99	10	0	0	0	0	5	2	7
VN010012	1	1	37	1	1	9	0	88	 	 	 	 	 	 	 	 	0	12	8	25	9	 	 	 	 	 	 	 	 
VN010012	2	2	36	1	1	6	0	88	 	 	 	 	 	 	 	 	0	9	12	25	4	 	 	 	 	 	 	 	 
VN010012	3	2	14	7	1	88	88	88	1	6	7	1	88	88	2	200	0	15	12	20	3	9	0	3	0	0	5	4	3
VN010012	4	2	12	7	1	88	88	88	1	6	5	1	88	88	2	200	0	9	6	20	1	9	0	0	1	0	5	2	7
VN010013	0	2	7	0	1	88	88	88	1	6	1	1	88	88	1	1000	0	19	0	99	99	9	0	0	0	0	4	4	7
VN010013	1	1	59	6	4	99	99	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN010013	2	2	57	6	4	99	99	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN010013	3	1	39	1	1	14	1	88	 	 	 	 	 	 	 	 	0	13	12	22	8	 	 	 	 	 	 	 	 
VN010013	4	2	37	1	1	14	1	88	 	 	 	 	 	 	 	 	0	13	12	22	8	 	 	 	 	 	 	 	 
VN010013	5	2	12	7	1	88	88	88	1	6	6	1	88	88	2	4600	0	15	10	25	1	9	0	1	0	0	5	4	5
VN010014	0	1	8	0	1	88	88	88	1	7	1	1	88	88	2	180	0	15	10	15	1	10	1	1	0	0	5	3	4
VN010014	1	2	81	5	3	99	99	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN010014	2	2	43	1	1	9	0	88	 	 	 	 	 	 	 	 	0	1	10	26	9	 	 	 	 	 	 	 	 
VN010014	3	1	39	1	1	30	0	88	 	 	 	 	 	 	 	 	0	13	12	26	8	 	 	 	 	 	 	 	 
VN010014	4	1	4	7	1	88	88	88	 	 	 	 	 	 	 	 	0	19	99	99	99	 	 	 	 	 	 	 	 
VN010015	0	1	8	0	1	88	88	88	1	6	2	1	88	88	3	100	0	15	12	20	1	9	0	1	1	0	5	3	5
VN010015	1	1	45	1	1	9	0	88	 	 	 	 	 	 	 	 	0	20	8	25	10	 	 	 	 	 	 	 	 
VN010015	2	2	43	1	1	6	0	88	 	 	 	 	 	 	 	 	0	4	12	20	3	 	 	 	 	 	 	 	 
VN010015	3	2	24	7	4	99	99	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN010015	4	1	19	7	2	12	0	88	 	 	 	 	 	 	 	 	0	20	12	30	8	 	 	 	 	 	 	 	 
VN010016	0	2	8	0	1	88	88	88	1	7	1	1	88	88	1	120	0	15	8	10	1	10	0	1	0	0	5	4	4
VN010016	1	1	31	1	1	88	88	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN010016	2	2	26	1	1	5	0	88	 	 	 	 	 	 	 	 	0	13	12	26	9	 	 	 	 	 	 	 	 
VN010016	3	1	6	7	1	88	88	88	1	6	0	1	88	88	3	120	0	19	88	88	88	11	0	0	0	0	5	2	6
VN010017	0	1	8	0	1	88	88	88	1	6	2	1	88	88	3	90	0	15	10	20	1	10	2	1	0	0	5	2	4
VN010017	1	1	36	1	1	3	0	88	 	 	 	 	 	 	 	 	0	1	6	20	5	 	 	 	 	 	 	 	 
VN010017	2	2	31	1	1	7	0	88	 	 	 	 	 	 	 	 	0	1	5	20	5	 	 	 	 	 	 	 	 
VN010017	3	1	4	7	1	88	88	88	 	 	 	 	 	 	 	 	0	19	99	99	99	 	 	 	 	 	 	 	 
VN010018	0	2	8	0	1	88	88	88	1	6	2	1	88	88	2	120	0	15	10	20	1	10	0	1	0	0	5	2	6
VN010018	1	1	39	1	1	12	0	88	 	 	 	 	 	 	 	 	0	13	12	24	8	 	 	 	 	 	 	 	 
VN010018	2	2	34	1	1	8	0	88	 	 	 	 	 	 	 	 	0	4	12	25	4	 	 	 	 	 	 	 	 
VN010018	3	1	15	7	1	88	88	88	1	6	9	1	88	88	2	2000	0	15	12	25	2	8	0	2	0	0	5	3	6
VN010019	0	1	8	0	1	88	88	88	1	6	2	1	88	88	2	120	0	19	0	99	99	11	0	0	0	0	5	2	6
VN010019	1	1	39	1	1	9	0	88	 	 	 	 	 	 	 	 	0	4	12	30	3	 	 	 	 	 	 	 	 
VN010019	2	2	36	1	1	9	0	88	 	 	 	 	 	 	 	 	0	9	12	20	4	 	 	 	 	 	 	 	 
VN010019	3	1	5	7	1	88	88	88	0	88	88	88	88	88	88	-88	0	19	99	99	99	12	88	0	0	0	4	1	7
VN010020	0	1	8	0	1	88	88	88	1	6	2	1	88	88	3	80	0	15	12	10	1	10	0	1	0	0	5	2	6
VN010020	1	1	40	1	4	99	99	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN010020	2	2	34	1	1	5	0	88	 	 	 	 	 	 	 	 	0	13	12	26	8	 	 	 	 	 	 	 	 
VN010020	3	1	71	6	4	99	99	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN010020	4	2	64	6	4	99	99	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN010020	5	2	34	13	4	99	99	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN010021	0	2	8	0	1	88	88	88	1	6	2	1	88	88	2	380	0	15	10	20	1	9	0	1	0	0	5	4	5
VN010021	1	1	43	1	1	14	0	88	 	 	 	 	 	 	 	 	0	13	12	24	8	 	 	 	 	 	 	 	 
VN010021	2	2	36	1	1	14	0	88	 	 	 	 	 	 	 	 	0	13	12	24	8	 	 	 	 	 	 	 	 
VN010021	3	1	15	7	1	88	88	88	1	6	9	1	88	88	2	620	0	15	12	20	2	8	0	2	0	0	5	5	4
VN010022	0	2	8	0	1	88	88	88	1	6	2	1	88	88	2	240	0	19	0	99	99	9	0	0	0	0	5	4	6
VN010022	1	1	33	1	1	9	0	88	 	 	 	 	 	 	 	 	0	13	10	25	8	 	 	 	 	 	 	 	 
VN010022	2	2	31	1	1	10	0	88	 	 	 	 	 	 	 	 	0	9	12	22	8	 	 	 	 	 	 	 	 
VN010022	3	1	6	7	1	88	88	88	1	6	0	1	88	88	2	150	0	19	99	99	99	9	0	0	0	0	5	4	6
VN010024	0	2	8	0	1	88	88	88	1	6	1	1	88	88	2	120	0	15	11	20	1	10	0	1	0	0	5	3	5
VN010024	1	1	41	1	1	9	0	88	 	 	 	 	 	 	 	 	0	1	6	20	5	 	 	 	 	 	 	 	 
VN010024	2	2	39	1	1	11	0	88	 	 	 	 	 	 	 	 	0	1	6	20	5	 	 	 	 	 	 	 	 
VN010024	3	2	18	7	1	14	1	88	 	 	 	 	 	 	 	 	0	15	7	15	2	 	 	 	 	 	 	 	 
VN010024	4	1	16	7	1	88	88	88	1	6	10	1	88	88	3	150	0	15	12	20	2	8	0	2	0	0	5	3	6
VN010025	0	1	8	0	1	88	88	88	1	5	2	1	88	88	2	120	0	19	0	99	99	11	0	0	0	0	5	2	6
VN010025	1	1	35	1	1	8	0	88	 	 	 	 	 	 	 	 	0	5	10	25	8	 	 	 	 	 	 	 	 
VN010025	2	2	29	1	1	9	0	88	 	 	 	 	 	 	 	 	0	1	12	20	5	 	 	 	 	 	 	 	 
VN010025	15	1	10	7	1	88	88	88	1	6	4	1	88	88	2	120	0	15	8	15	1	10	0	1	0	0	5	2	6
VN010026	0	1	8	0	1	88	88	88	1	6	2	1	88	88	2	120	0	15	10	20	1	9	1	1	0	0	5	4	4
VN010026	1	1	38	1	1	9	0	88	 	 	 	 	 	 	 	 	0	12	10	26	9	 	 	 	 	 	 	 	 
VN010026	2	2	32	1	3	99	99	99	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN010026	4	2	63	6	1	3	0	88	 	 	 	 	 	 	 	 	0	1	10	20	7	 	 	 	 	 	 	 	 
VN010026	15	2	10	7	1	88	88	88	1	6	4	1	88	88	2	240	0	15	12	20	2	9	1	2	0	0	5	4	3
VN010026	16	2	32	2	1	9	99	88	 	 	 	 	 	 	 	 	0	13	12	26	9	 	 	 	 	 	 	 	 
VN010026	17	1	1	8	1	88	88	88	 	 	 	 	 	 	 	 	0	19	99	99	99	 	 	 	 	 	 	 	 
VN010027	0	1	8	0	1	88	88	88	1	6	2	1	88	88	2	0	0	15	9	15	1	10	0	1	0	0	4	3	6
VN010027	1	1	65	6	4	99	99	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN010027	2	2	62	6	4	99	99	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN010027	3	1	33	1	1	14	1	88	 	 	 	 	 	 	 	 	0	13	12	26	8	 	 	 	 	 	 	 	 
VN010027	4	2	30	1	1	14	1	88	 	 	 	 	 	 	 	 	0	13	12	26	8	 	 	 	 	 	 	 	 
VN010027	5	1	1	7	1	88	88	88	 	 	 	 	 	 	 	 	0	19	88	88	88	 	 	 	 	 	 	 	 
VN010029	0	1	8	0	1	88	88	88	1	6	2	1	88	88	2	80	0	19	99	99	99	11	0	0	0	0	5	3	5
VN010029	1	1	33	1	1	12	0	88	 	 	 	 	 	 	 	 	0	13	12	20	10	 	 	 	 	 	 	 	 
VN010029	2	2	28	1	1	8	0	88	 	 	 	 	 	 	 	 	0	15	12	30	3	 	 	 	 	 	 	 	 
VN010029	3	1	0	7	1	88	88	88	 	 	 	 	 	 	 	 	0	19	99	99	99	 	 	 	 	 	 	 	 
VN010030	0	2	8	0	1	88	88	88	1	6	2	1	88	88	3	0	0	15	12	28	5	10	5	0	0	0	5	1	3
VN010030	1	2	31	1	1	6	0	88	 	 	 	 	 	 	 	 	0	1	6	20	5	 	 	 	 	 	 	 	 
VN010030	2	1	30	1	1	8	0	88	 	 	 	 	 	 	 	 	0	4	12	20	6	 	 	 	 	 	 	 	 
VN010030	3	1	5	7	1	88	88	88	0	88	88	88	88	88	88	-88	5	19	99	99	99	10	0	0	0	0	0	0	14
VN010031	0	2	7	0	1	88	88	88	1	6	1	1	88	88	2	0	0	15	10	20	1	10	0	1	0	0	5	1	7
VN010031	1	2	77	6	3	88	88	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN010031	2	1	43	1	1	9	0	88	 	 	 	 	 	 	 	 	0	10	10	28	8	 	 	 	 	 	 	 	 
VN010031	3	2	39	1	1	11	0	88	 	 	 	 	 	 	 	 	0	10	10	28	8	 	 	 	 	 	 	 	 
VN010031	4	2	22	7	1	12	1	88	 	 	 	 	 	 	 	 	0	19	99	99	99	 	 	 	 	 	 	 	 
VN010031	5	2	19	7	1	12	1	88	 	 	 	 	 	 	 	 	0	19	99	99	99	 	 	 	 	 	 	 	 
VN010031	6	2	16	7	1	88	88	88	1	6	9	1	88	88	2	1200	0	4	12	25	2	8	1	1	2	0	6	3	3
VN010032	0	1	8	0	1	88	88	88	1	6	2	1	88	88	2	120	0	15	10	15	1	10	0	1	0	0	5	2	6
VN010032	1	1	38	1	1	11	0	88	 	 	 	 	 	 	 	 	0	12	10	25	8	 	 	 	 	 	 	 	 
VN010032	2	2	36	1	1	8	0	88	 	 	 	 	 	 	 	 	0	12	10	25	8	 	 	 	 	 	 	 	 
VN010032	3	1	16	7	1	88	88	88	1	6	10	1	88	88	2	-77	0	12	3	20	8	8	0	3	0	0	5	3	5
VN010032	4	1	14	7	1	88	88	88	1	6	8	1	88	88	2	800	0	15	12	25	3	9	0	3	0	0	5	3	4
VN010033	0	2	7	0	1	88	88	88	1	6	1	1	88	88	2	120	0	15	11	20	1	10	0	1	0	0	5	2	6
VN010033	1	1	37	1	1	9	0	88	 	 	 	 	 	 	 	 	0	12	5	20	8	 	 	 	 	 	 	 	 
VN010033	2	2	30	1	1	9	0	88	 	 	 	 	 	 	 	 	0	13	12	26	8	 	 	 	 	 	 	 	 
VN010033	15	2	11	7	1	88	88	88	1	6	4	1	88	88	2	120	0	15	11	25	2	10	0	2	0	0	5	2	5
VN010034	0	2	7	0	1	88	88	88	1	7	1	1	88	88	3	80	0	15	10	15	2	10	1	1	0	0	5	3	4
VN010034	1	1	39	1	1	9	0	88	 	 	 	 	 	 	 	 	0	9	12	20	10	 	 	 	 	 	 	 	 
VN010034	2	2	37	1	1	9	0	88	 	 	 	 	 	 	 	 	0	9	7	26	8	 	 	 	 	 	 	 	 
VN010034	3	2	13	7	1	88	88	88	1	6	7	1	88	88	3	680	0	15	5	18	3	8	1	1	1	0	5	5	3
VN010034	4	1	0	7	1	88	88	88	 	 	 	 	 	 	 	 	0	19	88	88	88	 	 	 	 	 	 	 	 
VN010035	0	1	8	0	1	88	88	88	1	6	2	1	88	88	2	120	0	15	10	20	2	9	1	2	0	0	5	3	4
VN010035	1	1	36	1	1	7	0	88	 	 	 	 	 	 	 	 	0	12	10	26	9	 	 	 	 	 	 	 	 
VN010035	2	2	34	1	1	9	0	88	 	 	 	 	 	 	 	 	0	4	12	20	9	 	 	 	 	 	 	 	 
VN010035	3	2	10	7	1	88	88	88	1	6	4	1	88	88	2	140	0	16	12	20	2	8	1	2	1	0	5	4	3
VN010035	4	1	4	7	1	88	88	88	 	 	 	 	 	 	 	 	0	19	99	99	99	 	 	 	 	 	 	 	 
VN010036	0	1	8	0	1	88	88	88	1	6	2	1	88	88	2	120	0	15	10	15	2	11	2	0	0	0	5	2	4
VN010036	1	1	52	6	1	5	0	88	 	 	 	 	 	 	 	 	0	12	6	10	8	 	 	 	 	 	 	 	 
VN010036	2	2	50	6	1	0	0	88	 	 	 	 	 	 	 	 	0	1	8	20	8	 	 	 	 	 	 	 	 
VN010036	3	1	31	1	1	6	0	88	 	 	 	 	 	 	 	 	0	12	6	10	8	 	 	 	 	 	 	 	 
VN010036	4	2	29	1	1	7	0	88	 	 	 	 	 	 	 	 	0	13	12	26	8	 	 	 	 	 	 	 	 
VN010036	5	1	3	7	1	88	88	88	 	 	 	 	 	 	 	 	0	19	88	88	88	 	 	 	 	 	 	 	 
VN010037	0	1	8	0	1	88	88	88	1	6	2	1	88	88	3	200	0	19	0	99	99	0	0	0	0	0	5	2	7
VN010037	1	1	39	1	1	4	0	88	 	 	 	 	 	 	 	 	0	5	8	20	10	 	 	 	 	 	 	 	 
VN010037	2	2	37	1	1	5	0	88	 	 	 	 	 	 	 	 	0	5	8	20	10	 	 	 	 	 	 	 	 
VN010037	3	2	16	7	1	88	88	88	1	6	9	0	31	15	88	-88	0	12	12	20	8	8	0	1	0	8	0	0	7
VN010037	4	1	15	7	1	88	88	88	1	6	9	0	31	15	88	-88	0	4	12	25	3	8	0	1	3	0	0	0	12
VN010038	0	1	8	0	1	88	88	88	1	6	2	1	88	88	2	80	0	15	10	20	1	10	0	1	0	0	5	3	5
VN010038	1	1	32	1	1	11	0	88	 	 	 	 	 	 	 	 	0	1	4	20	6	 	 	 	 	 	 	 	 
VN010038	2	2	30	1	1	8	0	88	 	 	 	 	 	 	 	 	0	13	12	25	10	 	 	 	 	 	 	 	 
VN010039	0	1	8	0	1	88	88	88	1	6	2	1	88	88	3	240	0	15	10	15	2	10	0	2	0	0	5	4	3
VN010039	1	1	30	1	1	5	0	88	 	 	 	 	 	 	 	 	0	12	10	26	10	 	 	 	 	 	 	 	 
VN010039	2	2	30	1	1	7	0	88	 	 	 	 	 	 	 	 	0	13	12	26	9	 	 	 	 	 	 	 	 
VN010040	0	1	8	0	1	88	88	88	1	6	2	1	88	88	2	80	0	15	12	20	1	10	1	0	0	0	5	1	7
VN010040	1	1	55	5	4	99	99	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN010040	2	2	52	5	4	99	99	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN010040	3	1	33	1	1	14	1	88	 	 	 	 	 	 	 	 	0	13	12	26	8	 	 	 	 	 	 	 	 
VN010040	4	2	32	1	1	9	0	88	 	 	 	 	 	 	 	 	0	1	6	15	6	 	 	 	 	 	 	 	 
VN010040	5	2	30	13	4	99	99	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN010040	6	1	28	13	4	99	99	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN010040	7	2	23	13	4	99	99	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN010040	8	2	21	13	4	99	99	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN010040	9	1	32	13	4	99	99	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN010040	10	1	2	7	1	88	88	88	 	 	 	 	 	 	 	 	0	19	88	88	88	 	 	 	 	 	 	 	 
VN010041	0	1	8	0	1	88	88	88	1	6	2	1	88	88	2	60	0	19	0	99	99	10	0	0	0	0	6	1	7
VN010041	1	1	37	1	1	9	0	88	 	 	 	 	 	 	 	 	0	10	9	10	8	 	 	 	 	 	 	 	 
VN010041	2	2	33	1	1	9	0	88	 	 	 	 	 	 	 	 	0	10	11	20	4	 	 	 	 	 	 	 	 
VN010041	3	2	12	7	1	88	88	88	1	6	6	1	88	88	2	380	0	15	12	20	2	9	1	2	0	0	6	2	4
VN010041	15	2	11	7	1	88	88	88	1	6	5	1	88	88	2	170	0	15	10	17	2	9	0	2	0	0	6	2	5
VN010042	0	1	8	0	1	88	88	88	1	6	2	1	88	88	2	230	0	15	10	20	2	9	1	2	0	0	5	3	4
VN010042	1	1	43	1	1	9	0	88	 	 	 	 	 	 	 	 	0	12	10	26	9	 	 	 	 	 	 	 	 
VN010042	2	2	38	1	1	8	0	88	 	 	 	 	 	 	 	 	0	9	10	25	9	 	 	 	 	 	 	 	 
VN010042	3	1	16	7	1	88	88	88	1	6	9	1	88	88	3	360	0	16	12	20	4	8	1	1	2	0	5	4	3
VN010042	4	2	6	7	1	88	88	88	1	6	0	1	88	88	2	0	0	19	99	99	99	11	0	0	0	0	5	2	6
VN010043	0	2	8	0	1	88	88	88	1	6	2	1	88	88	2	0	0	15	10	20	1	10	2	1	0	0	5	2	4
VN010043	1	1	30	1	1	9	0	88	 	 	 	 	 	 	 	 	0	12	9	25	8	 	 	 	 	 	 	 	 
VN010043	2	2	29	1	1	7	0	88	 	 	 	 	 	 	 	 	0	13	10	26	8	 	 	 	 	 	 	 	 
VN010043	3	2	4	7	1	88	88	88	 	 	 	 	 	 	 	 	0	19	99	99	99	 	 	 	 	 	 	 	 
VN010044	0	2	8	0	1	88	88	88	1	6	2	1	88	88	2	240	0	19	0	99	99	10	0	0	0	0	5	3	6
VN010044	1	2	74	6	99	99	99	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN010044	2	2	46	13	1	13	1	88	 	 	 	 	 	 	 	 	0	13	12	26	8	 	 	 	 	 	 	 	 
VN010044	3	1	36	1	1	13	0	88	 	 	 	 	 	 	 	 	0	13	12	25	8	 	 	 	 	 	 	 	 
VN010044	4	2	34	1	1	14	1	88	 	 	 	 	 	 	 	 	0	13	12	26	8	 	 	 	 	 	 	 	 
