childid	id	memsex	age	relate	livhse	hsstrtr3	stryrr3	strmthr3	grader3	stillr3	whynotr3	agegrdr3	grdrpr3	perfr3	feesr3	disabr3	actr3	monthsr3	daysr3	hoursr3	sleepr3	nmeslpr3	chcarer3	hhchrer3	nmehhcr3	npywrkr3	nmenpyr3	paywrkr3	nmepayr3	schoolr3	studyr3	playr3	neg1day	ineg1w	ineg1wag	ineg2day	ineg2w	ineg2wag
IN110063	4	2	52	6	1	 	 	 	 	 	 	 	 	 	 	1	5	3	18	6	 	 	 	 	 	 	 	 	 	 	 	 	0	12	 	0	12	 
IN110063	5	1	70	6	1	 	 	 	 	 	 	 	 	 	 	0	5	3	18	6	 	 	 	 	 	 	 	 	 	 	 	 	0	12	 	0	12	 
IN110064	0	1	8	0	1	1	5	6	2	1	 	 	 	2	0	0	17	9	25	8	10	0	0	0	 	0	 	0	 	8	2	4	 	 	 	 	 	 
IN110064	1	1	69	6	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110064	2	2	62	6	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110064	3	1	37	1	1	 	 	 	 	 	 	 	 	 	 	0	1	10	25	8	 	 	 	 	 	 	 	 	 	 	 	 	12	 	1020	18	 	1470
IN110064	4	2	32	1	1	 	 	 	 	 	 	 	 	 	 	0	1	10	20	8	 	 	 	 	 	 	 	 	 	 	 	 	12	 	1020	18	 	1470
IN110064	5	1	14	7	1	1	5	8	8	1	 	 	 	2	0	0	17	9	25	8	9	 	0	1	 	0	 	0	 	9	0	5	 	 	 	 	 	 
IN110065	0	2	8	0	1	1	5	4	3	1	 	 	 	4	50	0	17	9	24	7	8	0	0	0	 	0	 	0	 	7	2	7	 	 	 	 	 	 
IN110065	1	1	52	1	1	 	 	 	 	 	 	 	 	 	 	0	5	8	15	8	 	 	 	 	 	 	 	 	 	 	 	 	0	10	 	4	 	407
IN110065	2	2	29	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	26	4	 	 	 	 	 	 	 	 	 	 	 	 	8	 	890	10	 	1000
IN110065	28	1	13	7	1	1	5	3	7	1	 	 	 	2	75	0	17	9	25	7	8	 	0	2	 	0	 	0	 	7	3	4	 	 	 	 	 	 
IN110066	0	1	8	0	1	1	5	6	2	1	 	 	 	2	50	0	17	9	25	7	9	1	0	1	1	0	 	0	 	7	4	3	 	 	 	 	 	 
IN110066	1	2	77	6	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	12	 	0	12	 
IN110066	2	1	37	1	1	 	 	 	 	 	 	 	 	 	 	0	12	6	20	7	 	 	 	 	 	 	 	 	 	 	 	 	7	 	304	20	 	1415
IN110066	3	2	27	1	1	 	 	 	 	 	 	 	 	 	 	0	5	5	20	6	 	 	 	 	 	 	 	 	 	 	 	 	15	 	626	25	 	1335
IN110066	28	1	10	7	1	1	5	6	4	1	 	 	 	2	50	0	17	9	25	7	9	 	0	1	 	0	 	0	 	7	4	3	 	 	 	 	 	 
IN110067	0	1	8	0	1	1	6	0	0	1	 	 	 	3	720	0	17	9	25	8	8	1	0	0	 	0	 	0	 	8	3	5	 	 	 	 	 	 
IN110067	1	1	62	6	1	 	 	 	 	 	 	 	 	 	 	5	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	8	 	0	8	 
IN110067	2	2	53	6	1	 	 	 	 	 	 	 	 	 	 	0	10	10	26	5	 	 	 	 	 	 	 	 	 	 	 	 	0	10	 	17	 	1324
IN110067	3	1	32	1	1	 	 	 	 	 	 	 	 	 	 	0	10	11	27	6	 	 	 	 	 	 	 	 	 	 	 	 	0	10	 	0	10	 
IN110067	4	2	28	1	1	 	 	 	 	 	 	 	 	 	 	0	10	11	27	8	 	 	 	 	 	 	 	 	 	 	 	 	0	10	 	0	10	 
IN110067	5	1	25	13	1	 	 	 	 	 	 	 	 	 	 	0	10	11	27	9	 	 	 	 	 	 	 	 	 	 	 	 	0	10	 	6	 	437
IN110067	6	1	6	7	1	1	5	7	0	1	 	 	 	2	720	0	17	9	25	8	8	 	0	0	 	0	 	0	 	8	3	5	 	 	 	 	 	 
IN110067	28	2	11	7	1	1	6	0	5	1	 	 	 	3	0	0	17	9	25	8	8	 	0	0	 	0	 	0	 	8	4	4	 	 	 	 	 	 
IN110068	0	2	8	0	1	1	5	6	2	1	 	 	 	2	0	0	17	9	24	8	10	1	0	0	 	0	 	0	 	8	4	2	 	 	 	 	 	 
IN110068	1	1	64	6	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110068	2	2	47	6	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110068	3	1	28	1	1	 	 	 	 	 	 	 	 	 	 	0	5	7	27	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110068	4	2	26	1	1	 	 	 	 	 	 	 	 	 	 	0	5	12	26	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110068	5	2	6	7	1	1	5	2	0	1	 	 	 	2	 	0	17	9	24	8	10	 	0	0	 	0	 	0	 	8	4	2	 	 	 	 	 	 
IN110068	6	1	4	7	1	 	 	 	 	 	 	 	 	 	 	0	17	9	24	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110069	0	2	8	0	1	1	5	0	2	1	 	 	 	4	0	0	17	9	20	7	9	0	0	2	0	0	 	0	 	7	2	4	 	 	 	 	 	 
IN110069	1	2	72	5	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110069	2	1	42	1	1	 	 	 	 	 	 	 	 	 	 	0	12	4	25	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110069	3	2	35	1	1	 	 	 	 	 	 	 	 	 	 	0	5	8	15	8	 	 	 	 	 	 	 	 	 	 	 	 	0	4	 	16	 	1582
IN110069	4	2	12	7	1	1	5	0	7	1	 	 	 	3	75	0	17	9	22	8	8	 	0	3	 	0	 	0	 	8	2	3	 	 	 	 	 	 
IN110069	5	1	6	7	1	0	 	 	 	 	 	 	 	 	 	0	17	9	20	7	9	 	0	0	 	0	 	0	 	7	0	8	 	 	 	 	 	 
IN110070	0	1	8	0	1	1	6	0	2	1	 	 	 	2	0	0	17	9	25	8	9	0	0	0	 	0	 	0	 	8	2	4	 	 	 	 	 	 
IN110070	1	2	87	18	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110070	2	1	57	6	1	 	 	 	 	 	 	 	 	 	 	0	4	7	20	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110070	3	2	52	6	1	 	 	 	 	 	 	 	 	 	 	0	1	8	20	5	 	 	 	 	 	 	 	 	 	 	 	 	20	 	1600	0	4	 
IN110070	4	1	32	1	1	 	 	 	 	 	 	 	 	 	 	0	1	9	25	8	 	 	 	 	 	 	 	 	 	 	 	 	30	 	2400	0	4	 
IN110070	5	2	28	1	1	 	 	 	 	 	 	 	 	 	 	0	1	8	23	8	 	 	 	 	 	 	 	 	 	 	 	 	30	 	2400	0	4	 
IN110070	6	1	21	13	1	 	 	 	 	 	 	 	 	 	 	0	1	7	20	8	 	 	 	 	 	 	 	 	 	 	 	 	23	 	1840	0	4	 
IN110070	7	1	18	13	1	 	 	 	 	 	 	 	 	 	 	0	17	9	25	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110070	8	1	5	7	1	1	5	0	0	1	 	 	 	3	0	0	17	9	25	6	10	 	1	0	 	0	 	0	 	3	0	10	 	 	 	 	 	 
IN110070	9	2	20	13	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110070	10	2	1	7	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110071	0	2	8	0	1	1	5	6	2	1	 	 	 	2	50	0	17	9	25	7	9	0	0	0	 	0	 	0	 	8	4	3	 	 	 	 	 	 
IN110071	1	2	67	6	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110071	2	1	37	1	1	 	 	 	 	 	 	 	 	 	 	0	12	8	20	6	 	 	 	 	 	 	 	 	 	 	 	 	12	 	621	15	 	960
IN110071	3	2	29	1	1	 	 	 	 	 	 	 	 	 	 	0	15	11	25	6	 	 	 	 	 	 	 	 	 	 	 	 	8	 	449	25	 	1326
IN110071	4	1	6	7	1	1	5	5	1	1	 	 	 	2	50	0	17	9	25	7	9	 	0	0	 	0	 	0	 	8	4	3	 	 	 	 	 	 
IN110071	28	2	10	7	1	1	5	7	6	1	 	 	 	2	70	0	17	9	25	7	9	 	0	1	 	0	 	0	 	8	3	3	 	 	 	 	 	 
IN110072	0	2	8	0	1	1	5	3	3	1	 	 	 	2	120	0	17	9	24	7	8	0	0	0	 	0	 	0	 	7	2	7	 	 	 	 	 	 
IN110072	1	1	52	5	1	 	 	 	 	 	 	 	 	 	 	0	13	12	25	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110072	2	2	47	5	1	 	 	 	 	 	 	 	 	 	 	0	15	12	25	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110072	3	1	30	1	1	 	 	 	 	 	 	 	 	 	 	0	12	12	20	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110072	4	2	27	1	1	 	 	 	 	 	 	 	 	 	 	0	5	12	10	8	 	 	 	 	 	 	 	 	 	 	 	 	0	10	 	9	 	970
IN110072	5	1	27	13	1	 	 	 	 	 	 	 	 	 	 	0	12	10	15	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110072	6	1	25	13	1	 	 	 	 	 	 	 	 	 	 	0	12	10	15	10	 	 	 	 	 	 	 	 	 	 	 	 	0	10	 	2	 	180
IN110072	7	2	24	13	1	 	 	 	 	 	 	 	 	 	 	0	5	12	10	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110072	28	1	12	7	1	1	5	3	6	1	 	 	 	2	250	0	17	9	24	7	8	 	0	2	 	0	 	0	 	7	3	4	 	 	 	 	 	 
IN110072	29	2	2	14	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110073	0	1	8	0	1	1	6	0	2	1	 	 	 	2	 	0	17	10	25	8	8	0	0	0	 	0	 	0	 	8	2	6	 	 	 	 	 	 
IN110073	1	1	 	6	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110073	2	2	57	6	1	 	 	 	 	 	 	 	 	 	 	0	15	5	15	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110073	3	1	37	13	1	 	 	 	 	 	 	 	 	 	 	0	13	12	25	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110073	4	1	30	1	1	 	 	 	 	 	 	 	 	 	 	0	9	8	20	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110073	5	2	25	1	1	 	 	 	 	 	 	 	 	 	 	0	1	6	25	8	 	 	 	 	 	 	 	 	 	 	 	 	30	 	2400	0	4	 
IN110073	6	1	25	13	1	 	 	 	 	 	 	 	 	 	 	0	13	12	25	8	 	 	 	 	 	 	 	 	 	 	 	 	20	 	1606	0	4	 
IN110073	7	1	18	13	1	 	 	 	 	 	 	 	 	 	 	0	17	10	25	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110073	8	1	16	15	1	1	6	0	12	1	 	 	 	2	5000	0	17	10	25	8	7	 	0	1	 	0	 	0	 	8	4	4	 	 	 	 	 	 
IN110073	9	2	14	15	1	1	5	4	9	1	 	 	 	2	75	0	17	10	25	6	7	 	1	2	 	0	 	0	 	8	3	3	 	 	 	 	 	 
IN110073	10	2	13	15	1	1	6	0	7	1	 	 	 	2	 	0	17	10	25	6	7	 	0	0	 	0	 	0	 	8	3	6	 	 	 	 	 	 
IN110073	11	2	6	7	1	1	5	6	0	1	 	 	 	2	 	0	17	10	25	6	9	 	0	0	 	0	 	0	 	6	1	8	 	 	 	 	 	 
IN110073	12	2	30	13	1	 	 	 	 	 	 	 	 	 	 	0	15	10	20	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110073	13	2	2	14	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110073	14	2	0	14	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110074	0	1	8	0	1	1	5	6	0	1	 	 	 	2	5000	0	17	9	24	9	10	1	0	1	1	0	 	0	 	9	2	2	 	 	 	 	 	 
IN110074	1	1	 	6	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110074	2	2	67	6	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110074	3	1	33	1	1	 	 	 	 	 	 	 	 	 	 	0	1	5	26	10	 	 	 	 	 	 	 	 	 	 	 	 	0	10	 	13	 	1290
IN110074	4	2	26	1	1	 	 	 	 	 	 	 	 	 	 	0	1	5	18	8	 	 	 	 	 	 	 	 	 	 	 	 	0	10	 	14	 	1280
IN110074	5	1	5	7	1	1	5	1	0	1	 	 	 	2	15	0	17	9	24	9	10	 	0	0	 	0	 	0	 	8	3	3	 	 	 	 	 	 
IN110075	0	1	8	0	1	1	6	0	2	1	 	 	 	3	 	0	17	9	25	6	8	0	0	0	 	0	 	0	 	6	4	6	 	 	 	 	 	 
IN110075	1	2	87	18	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110075	2	1	63	6	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110075	3	2	47	6	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110075	4	1	33	1	1	 	 	 	 	 	 	 	 	 	 	1	9	12	15	7	 	 	 	 	 	 	 	 	 	 	 	 	0	10	 	30	 	2276
IN110075	5	1	29	13	1	 	 	 	 	 	 	 	 	 	 	0	5	6	25	8	 	 	 	 	 	 	 	 	 	 	 	 	0	10	 	24	 	1896
IN110075	6	2	27	1	1	 	 	 	 	 	 	 	 	 	 	0	12	12	15	7	 	 	 	 	 	 	 	 	 	 	 	 	0	10	 	24	 	1896
IN110075	7	2	26	13	1	 	 	 	 	 	 	 	 	 	 	0	5	7	20	8	 	 	 	 	 	 	 	 	 	 	 	 	0	10	 	24	 	1896
IN110075	8	1	35	13	1	 	 	 	 	 	 	 	 	 	 	0	1	7	20	6	 	 	 	 	 	 	 	 	 	 	 	 	0	10	 	24	 	1896
IN110075	9	2	20	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	10	 	24	 	1896
IN110075	10	2	23	13	1	 	 	 	 	 	 	 	 	 	 	0	1	6	15	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110075	11	2	7	14	1	1	5	8	1	1	 	 	 	2	 	0	17	9	25	6	9	 	0	0	 	0	 	0	 	6	2	7	 	 	 	 	 	 
IN110075	12	2	5	14	1	1	6	0	0	1	 	 	 	3	 	0	17	9	25	6	8	 	0	0	 	0	 	0	 	6	4	6	 	 	 	 	 	 
IN110075	13	1	4	14	1	 	 	 	 	 	 	 	 	 	 	0	17	9	25	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110075	14	2	3	14	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110075	15	1	0	14	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110075	28	1	10	7	1	1	5	9	2	1	 	 	 	2	3770	0	17	9	25	6	7	 	0	0	 	0	 	0	 	8	4	5	 	 	 	 	 	 
IN110076	0	1	8	0	1	1	5	6	2	1	 	 	 	4	150	4	17	9	24	9	10	1	0	0	 	0	 	0	 	7	3	4	 	 	 	 	 	 
IN110076	1	1	37	1	1	 	 	 	 	 	 	 	 	 	 	0	12	12	25	10	 	 	 	 	 	 	 	 	 	 	 	 	2	 	125	10	 	980
IN110076	2	2	29	1	1	 	 	 	 	 	 	 	 	 	 	0	12	12	25	10	 	 	 	 	 	 	 	 	 	 	 	 	3	 	210	12	 	950
IN110076	3	1	67	6	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110076	28	2	11	7	1	1	5	7	7	1	 	 	 	2	350	0	17	9	24	9	10	 	1	2	 	0	 	0	 	8	2	1	 	 	 	 	 	 
IN110077	0	2	8	0	1	1	5	 	4	1	 	 	 	2	50	0	17	9	25	7	9	1	1	1	0	0	 	0	 	7	3	3	 	 	 	 	 	 
IN110077	1	1	67	6	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110077	2	2	62	6	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110077	3	1	39	1	1	 	 	 	 	 	 	 	 	 	 	0	1	8	20	6	 	 	 	 	 	 	 	 	 	 	 	 	 	3	0	10	 	1308
IN110077	4	2	28	1	1	 	 	 	 	 	 	 	 	 	 	0	15	11	25	6	 	 	 	 	 	 	 	 	 	 	 	 	 	3	0	10	 	1308
IN110077	5	2	13	7	1	1	5	 	7	1	 	 	 	2	75	0	17	9	25	7	9	 	1	2	 	0	 	0	 	7	3	2	 	 	 	 	 	 
IN110077	6	1	6	7	1	1	5	 	6	1	 	 	 	2	70	0	17	9	25	7	9	 	1	0	 	0	 	0	 	7	3	4	 	 	 	 	 	 
IN110077	28	2	10	7	1	1	5	 	1	1	 	 	 	2	75	0	17	9	25	7	9	 	1	0	 	0	 	0	 	7	3	4	 	 	 	 	 	 
IN110078	0	1	8	0	1	1	6	3	2	1	 	 	 	2	1000	0	17	9	26	8	9	0	0	0	 	0	 	0	 	8	2	5	 	 	 	 	 	 
IN110078	1	2	62	6	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	10	 	1100	30	 	2900
IN110078	2	1	37	13	4	 	 	 	 	 	 	 	 	 	 	0	13	12	30	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110078	3	1	35	1	1	 	 	 	 	 	 	 	 	 	 	0	5	7	26	9	 	 	 	 	 	 	 	 	 	 	 	 	10	 	1100	30	 	2965
IN110078	4	2	32	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110078	5	2	29	1	1	 	 	 	 	 	 	 	 	 	 	0	5	7	26	9	 	 	 	 	 	 	 	 	 	 	 	 	10	 	1110	30	 	2900
IN110078	6	2	13	14	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110078	7	2	12	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110078	8	2	6	7	1	1	6	3	0	1	 	 	 	2	 	0	17	9	26	8	9	 	0	0	 	0	 	0	 	8	0	7	 	 	 	 	 	 
IN110079	0	2	8	0	1	1	5	6	2	1	 	 	 	2	50	0	17	9	25	7	9	0	1	1	0	0	 	0	 	7	3	3	 	 	 	 	 	 
IN110079	1	2	57	6	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110079	2	1	31	1	1	 	 	 	 	 	 	 	 	 	 	0	5	6	20	6	 	 	 	 	 	 	 	 	 	 	 	 	7	 	322	25	 	1388
IN110079	3	2	29	1	1	 	 	 	 	 	 	 	 	 	 	0	5	6	15	6	 	 	 	 	 	 	 	 	 	 	 	 	7	 	316	20	 	1308
IN110079	4	2	12	7	1	1	5	6	6	1	 	 	 	2	70	0	17	9	25	7	9	 	1	2	 	0	 	0	 	7	2	3	 	 	 	 	 	 
IN110080	0	1	8	0	1	1	5	0	3	1	 	 	 	3	300	0	17	9	22	7	9	0	0	0	 	0	 	0	 	7	4	4	 	 	 	 	 	 
IN110080	1	1	34	1	1	 	 	 	 	 	 	 	 	 	 	0	12	4	20	9	 	 	 	 	 	 	 	 	 	 	 	 	0	4	 	7	 	704
IN110080	2	2	30	1	1	 	 	 	 	 	 	 	 	 	 	0	12	4	20	9	 	 	 	 	 	 	 	 	 	 	 	 	0	4	 	7	 	760
IN110080	28	1	11	7	1	1	5	1	6	1	 	 	 	2	360	0	17	9	24	8	8	 	0	0	 	0	 	0	 	8	5	3	 	 	 	 	 	 
IN110081	0	2	8	0	1	1	5	1	4	1	 	 	 	2	120	0	17	9	22	7	9	1	1	0	 	0	 	0	 	7	2	5	 	 	 	 	 	 
IN110081	1	2	62	6	1	 	 	 	 	 	 	 	 	 	 	0	15	10	20	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110081	2	1	42	1	1	 	 	 	 	 	 	 	 	 	 	0	5	6	20	9	 	 	 	 	 	 	 	 	 	 	 	 	5	 	471	10	 	922
IN110081	3	2	35	1	1	 	 	 	 	 	 	 	 	 	 	0	5	7	22	8	 	 	 	 	 	 	 	 	 	 	 	 	5	 	463	1	 	50
IN110081	4	2	5	7	1	1	5	0	1	1	 	 	 	2	120	0	17	9	20	7	9	 	0	0	 	0	 	0	 	7	2	6	 	 	 	 	 	 
IN110081	5	1	4	7	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110082	0	1	7	0	1	1	5	6	3	1	 	 	 	3	 	0	17	9	25	6	9	1	1	0	 	0	 	0	 	8	2	3	 	 	 	 	 	 
IN110082	1	1	35	1	1	 	 	 	 	 	 	 	 	 	 	0	12	8	25	8	 	 	 	 	 	 	 	 	 	 	 	 	0	10	 	0	10	 
IN110082	2	2	29	1	1	 	 	 	 	 	 	 	 	 	 	0	5	9	20	8	 	 	 	 	 	 	 	 	 	 	 	 	0	10	 	0	10	 
IN110082	3	2	3	7	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110083	0	1	8	0	1	1	5	4	4	1	 	 	 	3	 	0	17	9	26	8	10	0	0	0	 	0	 	0	 	8	3	3	 	 	 	 	 	 
IN110083	1	2	77	5	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110083	2	1	37	1	1	 	 	 	 	 	 	 	 	 	 	0	1	8	25	9	 	 	 	 	 	 	 	 	 	 	 	 	0	4	 	12	 	2447
IN110083	3	2	32	1	1	 	 	 	 	 	 	 	 	 	 	0	11	8	25	9	 	 	 	 	 	 	 	 	 	 	 	 	0	4	 	25	 	7235
IN110083	4	1	5	7	1	1	6	2	0	1	 	 	 	3	2000	0	17	9	26	8	10	 	0	0	 	0	 	0	 	8	1	5	 	 	 	 	 	 
IN110084	0	2	8	0	1	1	5	11	0	1	 	 	 	2	2000	0	17	9	25	8	8	0	0	0	 	0	 	0	 	8	3	5	 	 	 	 	 	 
IN110084	1	1	29	1	1	 	 	 	 	 	 	 	 	 	 	0	12	11	25	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110084	2	2	25	1	1	 	 	 	 	 	 	 	 	 	 	0	12	11	20	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110084	3	1	6	7	1	1	6	2	0	1	 	 	 	3	1300	0	17	9	25	8	8	 	0	0	 	0	 	0	 	8	3	5	 	 	 	 	 	 
IN110085	0	1	8	0	1	1	3	0	2	1	 	 	 	2	10000	0	17	9	26	7	9	1	0	0	 	0	 	0	 	7	3	5	 	 	 	 	 	 
IN110085	1	1	57	6	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110085	2	2	52	6	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110085	3	1	39	1	1	 	 	 	 	 	 	 	 	 	 	0	9	12	30	24	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110085	4	2	30	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110085	5	1	37	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110085	6	1	35	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110085	7	1	6	7	4	0	 	 	 	 	 	 	 	 	 	0	17	9	30	7	9	 	0	0	 	0	 	0	 	7	3	5	 	 	 	 	 	 
IN110086	0	2	8	0	1	1	5	6	4	1	 	 	 	2	15	0	17	9	24	8	10	1	1	2	1	0	 	0	 	8	2	1	 	 	 	 	 	 
IN110086	1	1	79	6	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110086	2	2	67	6	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110086	3	1	47	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110086	4	2	37	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	10	 	960
IN110086	5	1	42	1	1	 	 	 	 	 	 	 	 	 	 	0	1	4	26	7	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	10	 	950
IN110086	6	2	32	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	25	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN110086	7	1	32	13	1	 	 	 	 	 	 	 	 	 	 	0	9	12	15	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
