CHILDCODE	R3SchCode
40023	288
40024	288
40025	2327
40027	288
40028	2327
40029	299
40030	2327
40031	292
40032	292
40033	300
40034	289
40035	300
40036	289
40037	289
40038	1704
40039	300
40040	923
40041	923
40042	923
40043	923
40044	923
40045	1588
40046	923
40047	 
40048	923
40049	287
40050	287
40051	 
40052	287
40053	287
40054	287
40055	1588
40056	933
40057	307
40058	940
40059	1959
40060	294
40061	2333
40062	313
40063	2334
40064	294
40065	300
40066	300
40067	294
40068	935
40069	942
40070	300
40071	1831
40073	294
40074	940
40075	294
40076	935
40077	671
40078	294
40079	2336
40080	300
40081	292
40082	301
40083	300
40084	292
40085	294
40086	937
40087	292
40088	918
40089	918
40090	918
40091	2339
40092	2339
40093	292
40094	942
40095	2340
40096	294
40097	294
40098	942
40099	1395
40100	2342
50001	 
50002	1692
50003	1692
50004	956
50005	1692
50006	1692
50007	67
50008	67
50009	77
50010	77
50011	66
50012	66
50013	1364
50014	77
50015	66
50016	66
50017	1787
50018	 
50019	66
50020	73
50021	77
50022	71
50023	 
50024	 
50025	1842
50026	 
50027	71
50028	71
50029	71
50030	2038
50031	 
50032	71
50033	71
50034	71
50035	71
50036	71
50037	72
50038	61
50039	72
50040	1842
50041	72
50042	61
50043	61
50044	61
50045	61
50046	61
50047	953
50048	953
50049	953
50050	953
50051	953
50052	1869
50053	953
50054	953
50055	953
50056	953
50057	954
50058	954
50059	954
50060	29
50061	680
50063	629
50064	934
50065	954
50066	954
50067	954
50068	64
50069	64
50070	64
50071	1267
50072	64
50073	64
50074	673
50075	64
50076	1581
50077	64
50078	64
50079	64
50080	2344
50081	64
50082	64
50083	64
50084	64
50085	64
50086	64
50087	69
50088	2114
50089	69
50090	1673
50091	2345
50092	69
50093	69
50094	2013
50095	69
50096	626
50097	1369
50098	69
50099	69
50100	69
60001	392
60002	967
60003	392
60004	392
60005	392
60006	392
60007	2106
60008	967
60009	392
60010	2346
60011	2346
60012	2349
60013	394
60014	394
60015	394
60016	394
60017	394
60018	394
60019	394
60020	394
60021	973
60022	973
60023	967
60024	967
60025	1592
60026	386
60027	386
60028	386
60029	396
60030	396
60031	396
60032	396
60033	396
60034	396
60035	396
60036	2351
60037	396
60038	396
60039	396
60040	970
60041	396
60042	396
60043	1606
60044	1606
60045	2106
60046	388
60047	2353
60048	389
60049	389
60050	2354
60051	389
60052	389
60053	1368
60054	381
60055	388
60056	388
60057	388
60058	386
60059	380
60060	976
60061	969
60062	969
60063	2356
60064	2358
60065	1605
60066	1605
60067	1605
60068	976
60069	1605
60070	1605
60071	380
60072	380
60073	380
60074	382
60075	967
60076	393
60077	395
60078	393
60079	393
60080	393
60081	1602
60082	1602
60083	2360
60084	1602
60085	2361
60086	983
60087	398
60089	983
60090	983
60091	979
60092	 
60093	398
60094	983
60096	983
60097	983
60098	983
60099	962
60100	962
70001	2363
70002	1686
70003	986
70004	2364
70005	986
70006	2365
70007	986
70008	2366
70009	419
70010	419
70011	2366
70012	419
70013	419
70014	419
70015	2367
70016	2368
70017	419
70018	2369
70019	1716
70020	1716
70021	1716
70022	2329
70023	2369
70024	2369
70025	2369
70026	424
70027	1685
70028	424
70029	424
70030	994
70031	2370
70032	2371
70033	994
70034	424
70035	1860
70036	424
70038	524
70039	424
70040	994
70041	 
70042	993
70043	993
70045	993
70046	677
70047	2372
70048	677
70049	677
70050	677
70051	677
70052	423
70053	677
70054	677
70055	677
70056	677
70057	2373
70058	677
70059	2374
70060	1677
70061	677
70062	677
70063	677
70064	2375
70065	2376
70066	677
70067	677
70068	415
70069	415
70070	425
70071	415
70072	425
70074	415
70075	415
70076	2377
70077	415
70078	415
70079	630
70080	416
70081	1932
70082	416
70083	425
70084	416
70085	425
70086	416
70087	416
70088	425
70089	425
70090	425
70091	1844
70092	999
70093	999
70094	415
70095	1467
70096	425
70097	425
70098	1787
70099	999
70100	999
80001	356
80002	361
80003	356
80004	1012
80005	356
80006	1843
80007	361
80008	2379
80009	358
80010	358
80011	358
80012	358
80013	358
80014	358
80015	358
80016	362
80017	358
80018	358
80019	1012
80020	1012
80021	361
80022	636
80023	358
80024	358
80025	358
80026	356
80027	637
80028	1012
80029	1012
80030	361
80031	357
80032	1992
80033	357
80034	367
80035	361
80036	361
80037	361
80038	1741
80039	 
80040	361
80041	357
80042	1703
80043	360
80044	360
80045	360
80046	361
80047	361
80048	360
80049	2380
80050	2381
80051	360
80052	2107
80053	1676
80054	2017
80055	748
80056	1676
80057	1676
80058	1676
80059	1676
80060	1676
80061	1676
80062	1676
80063	2108
80064	1688
80065	749
80066	1961
80067	353
80068	1961
80069	2107
80070	1961
80071	2086
80072	2019
80073	1683
80074	 
80075	1683
80076	1683
80077	598
80078	361
80079	 
80080	1005
80081	361
80082	361
80083	1005
80084	361
80085	361
80086	361
80087	1005
80088	361
80089	1005
80090	1936
80091	361
80092	1005
80093	1005
80094	1005
80095	361
80096	361
80097	1005
80099	357
80100	361
90001	823
90002	806
90003	823
90004	823
90005	823
90006	823
90007	1390
90008	823
90009	823
90010	817
90011	817
90012	817
90013	817
90014	806
90015	817
90016	817
90017	817
90018	817
90019	817
90020	806
90021	806
90022	806
90023	811
90024	817
90025	806
90026	800
90027	823
90028	823
90029	822
90030	823
90031	823
90032	823
90033	823
90034	823
90035	 
90036	2385
90037	823
90038	823
90039	2386
90040	806
90041	817
90042	823
90043	823
90044	823
90045	823
90046	2001
90047	1029
90049	823
90050	1849
90051	1022
90052	2387
90053	1022
90054	1022
90055	810
90057	1022
90058	812
90059	2388
90060	1021
90061	823
90062	1666
90063	1544
90064	823
90065	1479
90066	812
90067	1479
90068	812
90069	812
90071	823
90072	798
90073	1029
90074	817
90075	817
90076	823
90077	823
90078	2390
90079	823
90080	1636
90081	1732
90082	1031
90083	813
90084	825
90085	2393
90086	2394
90087	1031
90088	2395
90089	2396
90090	1031
90091	2394
90092	 
90093	640
90094	1815
90095	1699
90096	1815
90097	816
90098	1699
90099	823
90100	1699
100002	1037
100003	2016
100004	1567
100005	1038
100006	784
100008	784
100009	2397
100010	784
100011	1037
100012	 
100013	1383
100014	2399
100015	1034
100016	770
100018	1840
100019	2400
100021	2016
100023	771
100024	2401
100025	2402
100026	766
100028	1047
100029	1048
100030	1048
100032	1038
100033	1048
100034	789
100035	1048
100036	625
100037	2404
100038	2405
100039	1048
100040	779
100041	779
100042	1576
100043	1608
100044	2016
100046	 
100047	752
100049	 
100050	1048
100051	779
100052	779
100053	779
100054	757
100055	625
100057	835
100058	1048
100059	1701
100060	775
100061	779
100062	1045
100063	1038
100064	779
100065	2406
100066	779
100067	1047
100069	2407
100070	1047
100071	775
100072	779
100073	2408
100074	779
100075	2409
100076	779
100077	2016
100078	1047
100079	765
100080	765
100081	773
100082	1856
100083	773
100084	792
100085	780
100086	780
100087	 
100089	830
100090	2408
100091	765
100092	773
100093	1431
100094	773
100095	830
100096	774
100097	767
100098	765
100099	1073
100100	2411
110001	1053
110002	440
110003	440
110004	440
110005	440
110007	1058
110008	440
110009	2074
110010	2413
110011	440
110012	440
110013	446
110014	447
110015	446
110016	446
110017	446
110018	446
110019	446
110020	446
110021	446
110022	446
110023	446
110024	446
110025	2414
110027	446
110028	446
110029	446
110030	446
110031	446
110033	441
110034	441
110035	2415
110036	443
110037	443
110038	443
110039	443
110040	443
110041	443
110042	443
110043	443
110044	460
110045	442
110046	442
110047	442
110048	442
110050	2416
110051	2416
110052	442
110053	442
110054	442
110055	442
110056	442
110057	442
110058	442
110059	442
110060	2417
110061	442
110063	442
110064	442
110065	444
110066	444
110067	 
110068	444
110069	444
110070	444
110071	444
110072	444
110073	444
110074	1053
110075	444
110076	444
110077	444
110078	2419
110079	444
110080	444
110081	444
110082	444
110083	444
110084	1576
110085	2420
110086	444
110087	444
110088	444
110089	1053
110090	444
110091	444
110092	1855
110093	444
110094	444
110095	1053
110096	2421
110097	444
110098	777
110099	666
110100	444
110102	444
110103	444
110104	444
120001	476
120002	476
120003	1077
120004	476
120005	476
120006	476
120007	1609
120008	1077
120009	2422
120010	482
120011	1077
120012	482
120013	1077
120014	1077
120015	1337
120016	 
120017	482
120018	1077
120019	1072
120020	1077
120021	1072
120022	1077
120023	482
120024	1795
120025	1077
120026	1077
120027	1072
120028	476
120029	1077
120030	1072
120031	470
120032	1056
120033	1077
120034	1077
120035	1077
120036	1077
120037	1072
120038	1494
120039	482
120040	1072
120041	1072
120042	1072
120043	1072
120044	1077
120045	1077
120046	479
120047	479
120048	479
120049	479
120050	479
120051	1974
120052	479
120053	479
120054	479
120055	479
120056	479
120057	479
120058	1974
120059	479
120060	479
120061	479
120062	479
120063	479
120064	480
120065	 
120066	480
120067	480
120068	1084
120069	1084
120070	1084
120071	 
120072	2424
120073	2424
120074	2424
120075	2424
120076	2424
120077	2424
120078	1086
120079	1086
120080	1068
120081	477
120082	477
120083	1086
120084	1086
120085	2426
120086	1086
120087	1086
120088	2427
120089	1086
120090	1086
120091	1086
120092	2428
120093	2429
120094	1086
120095	1086
120096	1086
120097	477
120098	1086
120099	1086
120100	1086
120101	477
120102	474
130002	2430
130003	503
130004	503
130005	503
130006	503
130007	503
130008	2432
130009	2430
130010	503
130011	503
130012	2430
130013	1090
130015	2430
130016	492
130018	492
130019	2432
130020	1610
130021	492
130022	492
130023	492
130024	492
130025	1092
130026	2433
130027	1911
130028	492
130029	492
130030	492
130031	2435
130032	2433
130033	492
130034	492
130035	2436
130036	492
130037	492
130038	1717
130039	2437
130040	456
130041	456
130042	456
130043	456
130044	1894
130045	1575
130046	456
130047	1891
130048	1892
130049	456
130050	456
130051	1093
130052	456
130053	456
130054	1435
130055	1488
130056	501
130057	501
130058	1684
130059	1607
130060	1392
130061	1690
130062	1690
130063	1571
130064	2435
130065	456
130066	1098
130067	1098
130068	455
130069	1098
130070	1753
130071	1753
130072	495
130073	495
130074	495
130075	495
130076	495
130077	2063
130078	2438
130079	493
130080	493
130081	498
130082	455
130083	498
130084	455
130085	455
130086	1762
130087	2436
130088	498
130089	455
130090	498
130091	455
130092	455
130093	498
130094	2435
130095	486
130096	 
130097	498
130098	498
130099	455
130100	498
130101	1100
140001	1115
140002	694
140004	1105
140005	2440
140006	1709
140007	696
140008	2441
140009	2093
140010	696
140011	698
140012	698
140013	1725
140014	698
140016	2443
140017	700
140018	694
140019	694
140020	736
140021	1130
140022	700
140023	694
140024	2222
140025	694
140026	700
140027	700
140028	700
140029	702
140030	1783
140031	700
140032	700
140033	700
140034	2445
140035	1783
140036	704
140037	694
140038	1105
140040	1540
140041	2121
140042	735
140043	1540
140044	1540
140045	710
140046	 
140047	710
140048	1115
140049	711
140050	711
140051	694
140052	1105
140053	1388
140054	1115
140055	1783
140056	1131
140057	2447
140058	1347
140059	1355
140060	2026
140061	1119
140062	1980
140063	1901
140064	1388
140065	1355
140066	1560
140067	1115
140068	1355
140069	2446
140070	1116
140071	2448
140072	2129
140073	2449
140074	1124
140075	1374
140076	740
140078	2450
140079	839
140080	2451
140081	1130
140082	1331
140083	1131
140084	1875
140085	1728
140086	1122
140087	1131
140088	726
140089	2452
140090	 
140091	601
140092	726
140093	2453
140094	2454
140095	726
140096	2455
140097	726
140098	2456
140099	726
140100	1132
150001	2457
150002	1137
150003	 
150004	2014
150005	276
150006	1142
150007	1142
150008	2018
150009	1142
150010	 
150011	1142
150012	1142
150013	2458
150014	1142
150015	1142
150016	1142
150017	268
150018	1146
150019	1138
150020	265
150021	2021
150022	1938
150023	253
150024	254
150025	 
150026	1146
150027	265
150028	254
150029	256
150030	265
150031	1137
150032	 
150033	254
150034	265
150035	254
150036	265
150037	265
150038	265
150039	1157
150040	268
150041	253
150042	253
150043	253
150044	268
150045	253
150046	1900
150047	254
150048	2461
150049	251
150050	251
150052	1290
150053	261
150054	261
150055	2463
150056	261
150057	 
150058	261
150059	2465
150060	268
150062	265
150063	1146
150064	1721
150065	279
150066	1757
150067	1721
150068	1721
150069	1138
150070	1721
150071	1721
150072	1158
150073	1154
150074	1158
150075	1160
150076	1159
150077	1159
150078	265
150079	1158
150080	1159
150081	1870
150082	1157
150083	268
150084	265
150085	1146
150086	1158
150087	1158
150088	1158
150089	 
150090	1160
150091	2078
150092	1144
150093	1137
150094	1136
150095	265
150096	1138
150097	256
150098	256
150099	256
150100	256
160001	2070
160002	2468
160003	151
160004	653
160005	614
160006	2470
160007	152
160008	653
160009	152
160010	653
160011	2079
160012	2472
160013	2474
160014	2476
160015	150
160016	1164
160017	150
160018	164
160019	150
160020	150
160021	150
160022	 
160023	150
160024	 
160025	152
160026	150
160027	166
160028	164
160029	2477
160030	158
160031	2478
160032	162
160033	143
160034	143
160035	2479
160036	1186
160037	2122
160038	2481
160039	 
160040	158
160041	143
160042	 
160043	 
160044	158
160045	2482
160046	143
160047	158
160048	158
160049	1415
160050	158
160051	2483
160052	158
160053	158
160054	2484
160055	158
160056	158
160058	158
160059	 
160060	154
160061	 
160062	 
160063	1175
160064	1175
160065	1174
160066	1175
160067	1175
160068	1175
160069	 
160070	1175
160071	1175
160072	2487
160073	2488
160074	143
160075	143
160076	 
160077	 
160078	1181
160079	1181
160080	1183
160081	164
160082	1186
160083	 
160084	667
160086	1183
160087	1163
160088	 
160089	2492
160090	 
160091	154
160092	152
160093	 
160094	 
160095	1163
160096	1163
160097	152
160098	 
160099	152
160100	1183
170001	527
170002	1508
170003	 
170004	552
170005	1379
170006	533
170007	527
170008	2494
170009	527
170010	527
170011	527
170012	527
170013	533
170014	527
170015	527
170016	527
170017	527
170018	527
170019	 
170020	526
170021	526
170022	526
170023	1730
170024	1192
170025	1192
170026	526
170027	549
170028	526
170029	526
170030	526
170031	 
170032	531
170033	531
170034	531
170035	 
170036	540
170037	531
170038	150
170039	531
170040	547
170041	1464
170042	533
170043	 
170044	 
170045	532
170046	 
170047	 
170048	532
170049	532
170050	532
170051	2497
170052	532
170053	544
170054	532
170055	532
170056	1411
170057	532
170058	532
170059	2498
170060	534
170061	1195
170062	532
170063	534
170064	532
170065	532
170066	532
170067	533
170068	1294
170069	530
170070	 
170071	530
170072	530
170073	530
170074	2025
170075	552
170076	 
170077	2024
170078	552
170079	530
170080	2499
170081	530
170082	606
170083	530
170084	530
170086	552
170087	530
170088	530
170089	530
170091	530
170092	2500
170093	529
170094	529
170095	529
170096	529
170097	529
170098	529
170099	529
170100	529
180001	564
180002	576
180003	1200
180004	1200
180005	1200
180006	1200
180007	2501
180008	 
180009	2007
180010	 
180011	564
180012	564
180013	574
180014	1600
180015	1200
180016	 
180017	564
180018	564
180019	1200
180020	567
180021	567
180022	567
180023	567
180024	574
180025	 
180027	1213
180028	567
180030	567
180031	568
180032	567
180033	567
180034	567
180035	2502
180036	567
180038	567
180039	567
180040	565
180041	565
180042	565
180043	581
180044	565
180045	569
180046	565
180047	2503
180048	565
180049	2504
180050	565
180051	565
180052	2506
180053	565
180054	565
180055	565
180056	565
180057	2126
180058	 
180059	559
180060	559
180061	559
180062	2508
180063	 
180064	576
180065	559
180066	565
180067	559
180068	576
180069	560
180070	576
180071	1214
180072	560
180073	560
180074	560
180075	576
180076	560
180077	560
180078	2509
180079	571
180080	571
180081	1334
180082	 
180083	563
180084	1219
180085	571
180086	 
180087	 
180088	572
180089	571
180090	 
180091	571
180093	 
180094	 
180095	2512
180096	572
180097	572
180098	558
180099	568
180100	572
190001	1236
190002	237
190003	237
190004	237
190005	237
190006	237
190007	237
190008	237
190009	2513
190010	 
190011	239
190012	237
190013	2514
190014	237
190015	237
190016	237
190017	239
190018	1233
190020	239
190021	 
190022	239
190023	239
190024	239
190025	239
190026	239
190027	239
190029	1236
190030	239
190031	2515
190032	2515
190033	239
190034	239
190035	239
190036	239
190037	2515
190038	239
190039	2077
190040	1710
190041	2515
190042	235
190043	235
190044	235
190045	235
190046	235
190047	235
190049	235
190050	235
190051	235
190052	235
190053	239
190054	231
190055	2515
190056	236
190057	236
190058	236
190059	 
190060	 
190061	2516
190062	1800
190063	231
190064	236
190065	236
190066	236
190067	 
190068	 
190069	1237
190070	 
190071	2517
190072	236
190073	2515
190074	236
190075	2515
190076	236
190077	236
190078	236
190079	236
190080	236
190081	236
190082	236
190083	241
190084	241
190085	241
190086	241
190087	2515
190088	 
190089	 
190090	1239
190091	241
190092	241
190093	241
190094	1294
190095	1239
190096	1239
190097	1231
190098	1239
190099	1239
190100	1239
200001	2518
200002	659
200003	2518
200004	1873
200005	174
200006	196
200007	2518
200008	223
200009	1240
200010	2520
200011	177
200012	177
200013	1242
200014	2518
200015	197
200016	1649
200017	196
200018	174
200019	2522
200020	174
200021	197
200022	149
200023	174
200024	1240
200025	196
200026	197
200027	176
200028	197
200029	2524
200030	2525
200031	2526
200032	2527
200033	1242
200034	180
200035	197
200036	178
200038	177
200039	2528
200040	2529
200041	207
200042	188
200043	189
200044	188
200045	1359
200047	2532
200048	2533
200049	 
200050	 
200051	2522
200052	182
200053	2535
200054	2536
200055	 
200056	1628
200057	2538
200058	1806
200060	186
200061	2539
200062	187
200063	187
200064	2096
200065	2540
200066	2541
200067	2542
200069	187
200070	187
200071	2540
200072	2540
200074	187
200075	2543
200076	 
200077	187
200078	187
200079	2544
200080	187
200081	2545
200082	187
200083	2546
200084	2547
200085	203
200086	2548
200087	1247
200088	2549
200090	 
200091	202
200092	2550
200093	1247
200094	202
200096	1247
200098	2551
200099	2552
200100	2551
200101	204
200105	1247
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
 	 
