CHILDID	PASSID	NUMASTR3	ASSETR3	ASTACTR3	NUMOWNR3	VALASTR3
IN130077	1	1	25	20	1	10000
IN130078	1	5	30	26	5	480
IN130080	1	5	1	11	0	-88
IN130080	2	1	7	11	0	-88
IN130082	1	7	1	11	7	630
IN130084	1	1	23	26	1	20000
IN130085	1	17	15	23	17	18000
IN130086	1	5	1	11	5	630
IN130088	1	11	1	11	11	592
IN130088	2	1	7	11	0	-88
IN130088	3	4	30	26	4	3500
IN130089	1	8	1	5	8	456
IN130090	1	10	1	11	10	705
IN130090	2	2	4	11	0	-88
IN130091	1	4	13	16	4	420
IN130092	1	1	1	27	1	100
IN130092	2	2	4	11	0	-88
IN130093	1	4	1	5	4	140
IN130094	1	8	1	11	8	540
IN130094	2	1	7	11	0	-88
IN130097	1	10	1	11	10	650
IN130098	1	1	4	11	0	 
IN130098	2	4	1	11	4	170
IN130099	1	7	1	11	7	710
IN130099	2	1	7	11	0	-88
IN130100	1	1	4	11	0	 
IN130100	2	5	1	11	5	180
IN130101	1	51	23	23	51	4500
IN140001	1	1	25	24	1	12000
IN140002	1	5	25	24	3	1500
IN140005	1	1	7	24	1	40000
IN140006	1	6	1	5	6	300
IN140007	1	2	1	11	0	80
IN140008	1	1	7	24	2	1050000
IN140009	1	1	25	24	1	250000
IN140009	2	2	21	21	2	9000
IN140011	1	15	9	2	15	6000
IN140012	1	2	1	8	2	200
IN140014	1	20	15	12	20	3500
IN140016	1	25	15	12	25	8000
IN140017	1	20	15	12	6	8000
IN140021	1	3	30	26	3	600000
IN140021	2	1	25	24	1	20000
IN140022	1	8	15	12	8	2000
IN140023	1	1	25	24	1	15000
IN140024	1	6	13	7	6	300
IN140024	2	2	1	5	2	100
IN140025	1	5	15	13	5	1500
IN140026	1	43	17	16	43	12000
IN140026	2	1	21	21	1	1200
IN140027	1	4	13	8	2	100
IN140029	1	20	14	9	20	2500
IN140030	1	4	15	12	4	3000
IN140030	2	1	25	24	1	60000
IN140032	1	12	15	12	12	2500
IN140033	1	15	2	23	8	7200
IN140035	1	1	25	24	1	20000
IN140036	1	2	21	21	1	3000
IN140037	1	25	17	16	25	20000
IN140038	1	20	30	26	20	4000
IN140038	2	10	30	26	10	2000
IN140038	3	1	21	21	1	1500
IN140041	1	2	1	8	2	100
IN140043	1	1	21	21	1	2000
IN140044	1	1	25	24	1	625000
IN140044	2	1	21	21	1	1000
IN140046	1	15	30	26	15	90000
IN140050	1	4	13	7	4	600
IN140050	2	2	1	7	2	400
IN140054	1	6	13	8	6	30000
IN140055	1	18	15	12	18	3500
IN140056	1	1	21	21	1	2000
IN140058	1	1	25	21	1	3500
IN140058	2	1	20	12	1	28000
IN140059	1	35	15	12	35	800000
IN140062	1	3	25	24	2	-77
IN140064	1	15	30	26	15	4000
IN140069	1	80	30	26	80	6400
IN140071	1	1	21	21	1	1800
IN140076	1	3	21	21	3	6000
IN140081	1	7	9	3	6	1000
IN140089	1	9	23	23	9	1800
IN140089	2	11	1	11	11	3400
IN140092	1	20	30	26	20	2500
IN140095	1	5	24	23	4	4000
IN140097	1	3	21	25	1	3600
IN140099	1	5	30	23	5	10000
IN150001	1	3	1	11	1	200
IN150001	2	2	4	11	1	500
IN150002	1	8	1	11	8	1500
IN150003	1	8	1	11	10	2000
IN150003	2	1	3	11	1	2000
IN150003	3	2	4	11	4	1600
IN150004	1	2	3	11	2	3000
IN150004	2	10	1	11	10	500
IN150004	3	1	25	24	1	45000
IN150005	1	6	1	11	6	350
IN150006	1	6	1	11	6	1200
IN150007	1	14	1	11	14	4000
IN150007	2	1	7	11	0	-88
IN150007	3	1	2	11	1	8000
IN150008	1	5	1	11	5	500
IN150009	1	4	1	11	4	180
IN150010	1	6	1	11	3	120
IN150010	2	1	2	11	1	3000
IN150011	1	5	1	11	2	100
IN150011	2	2	4	11	1	500
IN150012	1	4	1	11	4	1000
IN150012	2	1	8	11	1	2000
IN150012	3	1	2	27	1	6500
IN150013	1	4	13	14	4	15000
IN150014	1	8	1	11	6	600
IN150015	1	3	1	11	2	150
IN150016	1	12	1	11	12	1500
IN150016	2	1	2	11	1	10000
IN150017	1	2	1	11	2	200
IN150017	2	1	25	24	1	30000
IN150018	1	10	15	12	10	3500
IN150019	1	6	30	17	6	3000
IN150020	1	2	25	24	2	1000000
IN150022	1	5	1	11	3	300
IN150022	2	3	4	11	2	1000
IN150023	1	5	1	11	5	2700
IN150023	2	2	4	11	1	1500
IN150024	1	3	1	11	1	100
IN150024	2	1	4	11	1	1000
IN150025	1	8	1	11	8	2500
IN150025	2	1	2	11	1	200
IN150026	1	2	1	11	2	600
IN150026	2	2	1	11	1	3000
IN150027	1	10	1	11	10	5000
IN150027	2	1	3	11	1	800
IN150028	1	4	4	11	4	2000
IN150028	2	1	2	11	1	5000
IN150028	3	1	3	11	1	250
IN150029	1	3	1	11	2	100
IN150029	2	3	4	11	2	1200
IN150030	1	2	1	11	0	-88
IN150031	1	10	1	11	10	2000
IN150031	2	1	7	11	0	-88
IN150031	3	5	4	11	5	4000
IN150032	1	15	13	26	15	4000
IN150033	1	10	1	11	10	2500
IN150033	2	1	7	11	0	-88
IN150033	3	2	4	11	2	2500
IN150034	1	6	1	11	6	600
IN150035	1	12	1	11	12	16000
IN150035	2	1	2	11	1	15000
IN150036	1	2	4	11	2	1000
IN150036	2	1	3	11	1	500
IN150036	3	5	1	11	5	400
IN150037	1	15	30	17	15	12000
IN150038	1	4	1	11	3	300
IN150038	2	2	4	11	2	700
IN150038	3	1	25	24	1	75000
IN150039	1	4	4	11	4	4000
IN150039	2	1	2	11	1	12000
IN150039	3	1	3	11	1	300
IN150040	1	3	1	11	2	100
IN150040	2	2	4	11	0	-88
IN150041	1	6	1	11	6	1300
IN150041	2	1	2	27	1	4000
IN150041	3	2	4	11	2	2000
IN150042	1	11	1	11	11	2500
IN150042	2	3	4	11	3	3200
IN150042	3	1	7	11	0	-88
IN150043	1	5	1	11	5	800
IN150044	1	4	1	11	3	150
IN150044	2	1	4	11	0	-88
IN150045	1	3	1	11	3	200
IN150046	1	10	9	3	10	2500
IN150047	1	15	1	11	15	4000
IN150047	2	1	7	11	0	-88
IN150048	1	6	13	7	6	300
IN150049	1	8	1	11	8	1600
IN150049	2	1	2	11	1	10000
IN150049	3	4	4	11	1	1600
IN150050	1	3	1	11	3	180
IN150052	1	3	4	11	3	1300
IN150052	2	6	1	11	6	500
IN150052	3	1	2	11	1	7500
IN150053	1	5	1	11	5	1500
IN150054	1	4	1	11	4	250
IN150056	1	8	1	11	8	1750
IN150056	2	1	2	11	1	1500
IN150058	1	4	1	11	4	900
IN150058	2	1	4	11	1	300
IN150058	3	1	2	11	1	10000
IN150059	1	2	1	11	1	50
IN150060	1	1	7	11	1	200000
IN150060	2	5	1	11	5	600
IN150060	3	3	4	11	3	900
IN150062	1	4	1	11	4	500
IN150062	2	6	30	8	6	2000
IN150063	1	2	4	11	0	-88
IN150063	2	4	1	11	4	300
IN150064	1	20	1	11	20	4200
IN150064	2	2	2	11	2	30000
IN150064	3	2	3	11	2	6000
IN150065	1	4	1	11	4	600
IN150065	2	1	25	24	1	45000
IN150066	1	5	1	11	5	800
IN150067	1	2	4	11	1	300
IN150067	2	5	1	11	3	200
IN150068	1	5	1	11	2	70
IN150068	2	1	4	11	1	500
IN150069	1	1	2	11	1	10000
IN150069	2	4	4	11	11	5500
IN150069	3	7	1	11	7	850
IN150070	1	1	2	11	1	2500
IN150070	2	3	4	11	1	600
IN150070	3	6	1	11	6	250
IN150071	1	1	2	11	1	3000
IN150071	2	6	4	11	6	4500
IN150071	3	1	5	11	1	2000
IN150072	1	4	1	11	4	650
IN150073	1	10	9	2	10	400
IN150073	2	2	1	11	2	100
IN150074	1	4	4	11	4	1800
IN150074	2	1	2	11	1	6000
IN150074	3	12	1	11	12	3000
IN150075	1	8	1	11	8	2400
IN150076	1	1	2	11	1	5000
IN150076	2	4	4	11	4	4000
IN150076	3	1	5	11	1	2000
IN150076	4	6	1	11	6	1800
IN150077	1	12	1	11	12	2400
IN150077	2	1	25	24	1	95000
IN150078	1	2	5	11	2	5000
IN150078	2	1	2	11	1	4000
IN150078	3	6	4	11	6	5000
IN150079	1	2	1	11	2	90
IN150080	1	5	1	11	5	350
IN150081	1	5	23	23	5	1800
IN150082	1	8	1	11	8	1200
IN150082	2	1	7	11	0	-88
IN150082	3	4	4	11	0	-88
IN150083	1	3	4	11	3	3500
IN150083	2	1	2	11	1	15000
IN150083	3	1	3	11	1	1000
IN150084	1	2	4	11	0	-88
IN150084	2	4	1	11	4	350
IN150085	1	8	1	11	8	800
IN150087	1	4	1	11	2	100
IN150088	1	5	1	11	3	200
IN150089	1	5	1	11	4	300
IN150089	2	1	4	11	1	500
IN150090	1	8	1	11	3	180
IN150091	1	5	1	11	5	600
IN150091	2	4	19	7	6	1500
IN150092	1	4	4	11	4	2500
IN150092	2	1	3	11	1	200
IN150092	3	5	1	11	5	900
IN150093	1	3	1	11	2	300
IN150094	1	3	1	11	3	200
IN150095	1	6	23	23	6	2000
IN150096	1	1	4	11	1	500
IN150096	2	4	1	11	3	220
IN150097	1	1	2	11	1	10000
IN150097	2	1	5	11	1	5000
IN150097	3	4	4	11	4	2000
IN150097	4	6	1	11	6	800
IN150098	1	2	4	11	2	1000
IN150098	2	3	1	11	3	200
IN150098	3	1	2	11	1	8000
IN150099	1	1	4	11	1	3800
IN150099	2	5	1	11	5	600
IN150100	1	5	4	11	5	250
IN160001	1	5	1	11	5	500
IN160001	2	1	25	24	1	70000
IN160002	1	20	13	26	20	38000
IN160002	2	6	1	11	6	800
IN160004	1	4	1	11	4	2600
IN160006	1	6	1	11	6	600
IN160006	2	1	3	11	1	1500
IN160007	1	2	4	11	2	500
IN160007	2	5	1	11	5	400
IN160008	1	6	1	11	6	500
IN160009	1	7	1	11	7	1000
IN160010	1	20	13	26	20	5000
IN160010	2	5	1	11	5	1500
IN160011	1	4	1	8	4	2000
IN160012	1	20	15	12	20	6000
IN160013	1	8	8	24	8	1000
IN160014	1	10	1	11	2	200
IN160015	1	3	1	11	3	600
IN160016	1	3	1	11	2	250
IN160016	2	2	4	11	1	500
IN160017	1	10	1	11	5	800
IN160017	2	2	4	11	2	1000
IN160017	3	1	7	11	0	-88
IN160018	1	4	1	11	3	100
IN160018	2	2	4	11	0	-88
IN160019	1	3	1	11	2	100
IN160020	1	10	1	11	4	1150
IN160020	2	1	7	11	0	-88
IN160021	1	8	1	11	6	800
IN160022	1	3	1	3	2	120
IN160022	2	2	4	2	1	500
IN160023	1	3	1	11	1	100
IN160023	2	1	4	11	0	-88
IN160024	1	6	1	11	6	4000
IN160025	1	20	15	12	20	11000
IN160026	1	5	1	11	5	1000
IN160027	1	1	7	11	1	250000
IN160027	2	5	4	11	5	3000
IN160027	3	8	1	11	8	1200
IN160028	1	2	1	11	2	150
IN160029	1	7	1	11	4	400
IN160030	1	5	1	11	5	300
IN160031	1	4	4	11	4	1500
IN160031	2	3	1	11	4	350
IN160032	1	3	4	11	3	700
IN160032	2	4	1	11	4	450
IN160033	1	2	4	11	1	300
IN160033	2	3	1	11	2	100
IN160034	1	9	1	11	9	3000
IN160034	2	1	5	11	1	16000
IN160035	1	4	1	11	5	450
IN160035	2	2	4	11	2	600
IN160036	1	6	15	12	6	6000
IN160037	1	3	1	11	2	100
IN160037	2	3	4	11	2	1000
IN160038	1	1	7	11	0	-88
IN160038	2	10	1	11	10	2000
IN160039	1	3	1	11	3	600
IN160039	2	8	23	23	8	2500
IN160040	1	14	13	26	14	30000
IN160041	1	5	4	11	2	1200
IN160041	2	3	2	11	2	150
IN160042	1	10	1	10	3	400
IN160043	1	10	1	11	5	2000
IN160043	2	1	2	11	1	5000
IN160044	1	2	4	11	1	500
IN160045	1	8	14	23	8	3000
IN160046	1	8	1	11	4	4000
IN160046	2	3	1	11	1	3000
IN160047	1	10	4	11	10	5000
IN160047	2	1	2	11	1	10000
IN160047	3	5	1	11	5	500
IN160048	1	3	1	11	3	150
IN160048	2	1	3	11	1	200
IN160048	3	2	4	11	2	500
IN160049	1	1	30	23	1	500
IN160050	1	20	1	11	5	1000
IN160051	1	18	1	11	0	30000
IN160052	1	4	4	11	4	1100
IN160052	2	5	1	11	5	150
IN160052	3	1	3	11	1	200
IN160053	1	7	4	11	7	10000
IN160053	2	5	1	11	5	600
IN160053	3	1	3	11	1	3000
IN160055	1	3	1	11	3	800
IN160056	1	3	1	11	3	250
IN160058	1	10	1	11	10	8000
IN160059	1	6	1	11	6	2000
IN160060	1	10	1	11	10	5000
IN160063	1	20	1	11	20	20000
IN160064	1	1	7	11	0	-88
IN160064	2	1	3	11	1	3000
IN160064	3	8	1	11	8	1500
IN160065	1	5	1	4	3	200
IN160066	1	8	1	11	3	600
IN160067	1	3	1	29	3	400
IN160068	1	4	1	11	4	2500
IN160069	1	2	30	30	2	1000
IN160069	2	3	1	11	3	150
IN160070	1	7	22	23	7	750
IN160071	1	6	1	11	0	0
IN160072	1	2	2	1	1	15000
IN160072	2	3	1	2	2	300
IN160073	1	2	4	11	2	250
IN160073	2	3	1	11	3	150
IN160074	1	5	1	11	3	500
IN160074	2	3	4	11	0	-88
IN160075	1	10	1	11	10	7000
IN160076	1	5	1	11	5	1500
IN160076	2	2	7	24	2	500000
IN160077	1	4	4	4	4	500
IN160078	1	5	1	11	5	650
IN160078	2	10	15	12	10	2500
IN160079	1	4	1	11	4	500
IN160080	1	3	1	11	1	50
IN160081	1	10	1	11	10	2000
IN160081	2	1	2	11	1	7500
IN160081	3	5	1	11	1	18000
IN160082	1	8	15	12	5	400
IN160083	1	4	1	11	0	800
IN160084	1	15	23	23	15	1000
IN160086	1	3	4	11	2	1000
IN160086	2	4	1	11	3	150
IN160087	1	3	1	11	1	150
IN160088	1	3	1	27	3	200
IN160088	2	1	21	21	1	2800
IN160090	1	1	2	11	1	12000
IN160090	2	1	3	11	1	100
IN160090	3	30	1	11	20	8000
IN160091	1	8	1	11	8	2000
IN160092	1	10	1	11	10	1500
IN160092	2	12	15	12	12	2000
IN160093	1	5	1	11	5	3000
IN160094	1	4	13	5	1	200
IN160095	1	1	1	11	1	200
IN160096	1	5	1	11	3	150
IN160096	2	2	4	11	1	500
IN160097	1	25	1	11	10	8000
IN160097	2	3	4	11	3	3000
IN160097	3	1	1	11	1	10000
IN160098	1	10	1	11	10	800
IN160099	1	4	1	11	4	350
IN160100	1	5	1	11	5	800
IN170001	1	3	1	11	1	500
IN170001	2	1	4	11	1	400
IN170001	3	1	5	11	1	15000
IN170004	1	1	7	11	0	88
IN170004	2	1	1	11	1	380
IN170004	3	1	18	11	1	1500
IN170005	1	1	30	5	10	300
IN170006	1	4	1	11	4	150
IN170007	1	1	4	11	1	1000
IN170008	1	5	1	11	5	200
IN170009	1	3	1	29	3	300
IN170010	1	1	7	11	0	-88
IN170010	2	6	1	11	6	600
IN170010	3	1	5	11	1	5000
IN170011	1	15	1	11	13	1500
IN170011	2	1	7	11	0	-88
IN170012	1	2	1	11	2	150
IN170013	1	4	1	11	4	200
IN170013	2	1	4	11	1	150
IN170013	3	1	5	11	1	500
IN170014	1	4	1	11	4	200
IN170014	2	1	4	11	1	150
IN170015	1	10	1	11	10	500
IN170016	1	3	1	11	3	500
IN170016	2	1	3	11	0	 
IN170016	3	10	5	11	10	12000
IN170017	1	3	3	11	3	150
IN170017	2	1	7	11	0	 
IN170018	1	3	1	11	3	1000
IN170018	2	1	4	11	1	1000
IN170019	1	4	1	11	4	500
IN170019	2	1	4	11	1	150
IN170020	1	1	5	11	1	18000
IN170020	2	2	1	11	2	350
IN170020	3	1	4	11	1	200
IN170021	1	4	30	26	0	-88
IN170021	2	7	1	11	0	-88
IN170021	3	3	1	11	3	100
IN170022	1	5	23	23	5	15000
IN170022	2	3	1	11	5	150
IN170023	1	2	12	26	0	-88
IN170024	1	5	1	29	5	380
IN170025	1	2	1	7	2	200
IN170026	1	2	1	11	2	800
IN170027	1	3	1	11	3	1000
IN170027	2	1	4	11	1	500
IN170027	3	1	7	11	0	-88
IN170028	1	5	1	11	5	4000
IN170029	1	4	1	11	4	250
IN170029	2	2	4	11	2	500
IN170030	1	1	4	11	1	800
IN170030	2	5	1	11	5	300
IN170030	3	1	7	11	0	-88
IN170031	1	1	3	11	3	150
IN170032	1	1	3	11	3	300
IN170032	2	4	2	11	2	800
IN170033	1	7	1	11	7	200
IN170034	1	5	1	11	5	95
IN170035	1	1	7	11	0	-88
IN170035	2	5	1	29	5	300
IN170035	3	2	4	11	2	1200
IN170036	1	3	1	11	3	150
IN170037	1	2	1	11	2	200
IN170038	1	3	1	5	3	130
IN170038	2	2	1	29	2	180
IN170039	1	3	1	11	3	1000
IN170040	1	3	1	11	3	800
IN170041	1	3	1	11	3	400
IN170042	1	3	1	11	3	300
IN170042	2	3	4	11	3	1000
IN170042	3	1	7	11	1	100000
IN170043	1	3	1	11	3	300
IN170043	2	1	4	11	1	800
IN170044	1	3	1	11	3	300
IN170045	1	3	1	11	3	1000
IN170046	1	3	1	11	3	500
IN170046	2	1	4	11	1	800
IN170046	3	5	2	11	2	20000
IN170047	1	4	1	11	4	300
IN170047	2	3	4	11	2	2000
IN170048	1	3	1	11	3	500
IN170048	2	1	7	11	1	150000
IN170049	1	3	1	11	3	450
IN170050	1	3	1	11	3	500
IN170050	2	1	4	11	1	200
IN170051	1	1	5	11	1	15000
IN170051	2	3	1	11	3	450
IN170051	3	1	4	11	1	200
IN170052	1	2	4	11	2	500
IN170052	2	3	1	11	3	200
IN170053	1	5	1	11	5	800
IN170053	2	1	4	11	1	200
IN170053	3	1	25	24	1	85000
IN170054	1	1	7	11	0	-88
IN170054	2	2	4	11	2	1200
IN170054	3	5	1	11	5	300
IN170055	1	1	7	11	0	-88
IN170055	2	3	4	11	3	1800
IN170055	3	5	1	11	5	400
IN170057	1	2	1	29	1	20
IN170058	1	2	4	11	2	1100
IN170058	2	1	3	11	0	 
IN170058	3	3	1	11	3	200
IN170059	1	10	1	11	5	500
IN170059	2	5	4	11	5	2500
IN170059	3	5	30	7	5	500
IN170060	1	8	1	11	8	300
IN170060	2	2	4	11	2	200
IN170061	1	13	1	11	13	1000
IN170061	2	7	4	11	7	1400
IN170062	1	8	1	11	8	250
IN170062	2	3	4	11	3	550
IN170063	1	5	1	11	5	150
IN170064	1	9	1	11	8	500
IN170065	1	4	1	11	4	300
IN170066	1	3	1	7	3	500
IN170067	1	1	7	11	0	0
IN170067	2	1	4	11	1	1000
IN170067	3	5	1	11	5	400
IN170068	1	1	25	24	1	250000
IN170068	2	1	21	21	1	3000
IN170069	1	1	7	11	0	-88
IN170069	2	2	4	11	0	-88
IN170069	3	1	3	11	1	500
IN170070	1	5	1	11	5	190
IN170071	1	5	1	11	5	150
IN170072	1	4	1	11	4	300
IN170073	1	4	1	11	4	300
IN170074	1	10	15	12	10	1500
IN170075	1	3	1	27	3	500
IN170075	2	3	30	26	3	25000
IN170076	1	2	1	11	2	50
IN170077	1	5	1	11	5	450
IN170077	2	1	4	11	1	900
IN170078	1	4	1	11	4	5000
IN170078	2	1	3	11	1	2500
IN170079	1	4	1	11	4	800
IN170079	2	1	4	11	1	250
IN170079	3	4	30	26	4	700
IN170080	1	1	25	24	1	120000
IN170080	2	3	1	29	3	450
IN170081	1	3	1	11	3	260
IN170082	1	4	10	2	4	600
IN170082	2	3	14	9	3	5000
IN170084	1	3	1	11	3	500
IN170084	2	1	4	11	1	1500
IN170086	1	1	5	11	1	20000
IN170086	2	1	3	11	1	500
IN170086	3	1	4	11	1	300
IN170087	1	10	14	9	10	50000
IN170087	2	6	4	11	6	750
IN170087	3	1	2	11	1	10000
IN170088	1	10	1	11	10	350
IN170088	2	5	4	11	5	450
IN170088	3	1	2	11	1	10500
IN170089	1	3	1	11	3	500
IN170091	1	2	4	11	2	1300
IN170091	2	3	1	29	3	200
IN170092	1	4	23	23	4	2000
IN170092	2	3	1	11	3	400
IN170093	1	3	1	11	3	500
IN170093	2	1	4	11	1	800
IN170094	1	3	1	11	3	600
IN170095	1	3	1	11	3	500
IN170095	2	1	3	11	1	3000
IN170095	3	1	4	11	1	500
IN170096	1	2	1	29	2	50
IN170097	1	4	1	11	4	300
IN170097	2	2	4	11	2	800
IN170098	1	4	1	11	4	200
IN170099	1	1	7	11	0	-88
IN170099	2	3	1	11	0	-88
IN170100	1	5	1	11	5	800
IN170100	2	1	3	11	1	450
IN180001	1	30	1	11	30	3000
IN180001	2	5	4	11	4	1200
IN180001	3	1	7	11	1	250000
IN180001	4	40	30	26	40	10000
IN180002	1	5	1	11	5	500
IN180003	1	4	1	11	4	150
IN180005	1	14	30	7	14	2000
IN180005	2	8	1	11	8	290
IN180006	1	5	1	5	5	600
IN180008	1	4	1	11	4	3000
IN180009	1	5	1	11	5	350
IN180010	1	8	15	12	8	350
IN180010	2	1	7	11	0	-88
IN180010	3	1	17	12	1	3000
IN180011	1	12	1	11	12	400
IN180012	1	5	1	11	5	75
IN180012	2	1	7	11	0	-88
IN180013	1	2	1	11	2	70
IN180014	1	4	1	11	4	350
IN180014	2	2	1	29	2	140
IN180015	1	2	30	26	2	300
IN180018	1	2	4	11	0	-88
IN180018	2	1	7	11	0	-88
IN180019	1	3	1	29	2	120
IN180020	1	1	21	21	1	1600
IN180021	1	3	1	29	3	200
IN180022	1	4	1	11	4	250
IN180023	1	2	4	11	2	800
IN180023	2	3	1	29	3	300
IN180024	1	1	7	11	0	 
IN180024	2	10	1	11	1	450
IN180025	1	4	1	11	4	250
IN180027	1	3	1	29	3	400
IN180028	1	4	1	5	4	450
IN180030	1	1	14	9	1	3000
IN180030	2	3	1	11	3	250
IN180031	1	11	1	11	10	350
IN180031	2	1	7	11	0	-88
IN180032	1	6	1	11	6	300
IN180033	1	13	1	26	13	800
IN180034	1	3	1	11	3	500
IN180034	2	1	4	11	1	500
IN180034	3	1	2	11	1	4000
IN180035	1	1	7	11	1	150000
IN180035	2	3	8	11	3	5000
IN180036	1	3	4	11	3	1600
IN180036	2	4	1	29	4	300
IN180038	1	4	1	11	4	300
IN180038	2	2	4	11	2	800
IN180039	1	3	4	11	3	1250
IN180039	2	4	1	29	4	500
IN180040	1	2	1	29	2	200
IN180040	2	3	4	11	0	-88
IN180041	1	2	1	29	2	150
IN180042	1	4	1	29	4	300
IN180042	2	3	4	11	3	3000
IN180043	1	20	1	11	20	350
IN180043	2	3	4	11	3	2000
IN180044	1	4	1	11	4	70
IN180045	1	8	1	11	8	75
IN180045	2	1	7	11	1	400000
IN180045	3	4	8	11	4	30000
IN180046	1	9	1	11	9	390
IN180046	2	1	7	11	0	-88
IN180047	1	5	4	11	5	4500
IN180047	2	3	1	29	3	220
IN180047	3	1	7	11	0	-88
IN180048	1	8	1	11	8	300
IN180048	2	2	1	26	2	150
IN180049	1	4	1	11	4	280
IN180049	2	2	1	29	2	120
IN180050	1	4	1	11	4	350
IN180050	2	2	4	11	2	1000
IN180051	1	2	4	11	2	2000
IN180051	2	2	1	29	2	300
IN180052	1	6	13	7	0	-88
IN180054	1	4	1	11	4	500
IN180055	1	3	1	11	3	350
IN180055	2	1	4	11	1	700
IN180056	1	6	1	11	6	500
IN180056	2	2	4	11	2	1200
IN180057	1	6	1	11	6	250
IN180057	2	1	7	11	0	-88
IN180058	1	10	1	11	10	250
IN180058	2	30	30	26	30	12500
IN180059	1	2	1	11	2	400
IN180059	2	2	8	11	2	500
IN180060	1	3	1	11	3	250
IN180061	1	4	1	11	4	350
IN180062	1	100	30	23	100	150
IN180063	1	150	30	23	150	250
IN180064	1	1	7	11	0	-88
IN180064	2	2	4	11	0	-88
IN180065	1	4	1	11	4	350
IN180066	1	5	23	23	5	300
IN180067	1	12	1	11	12	350
IN180067	2	1	7	11	0	-88
IN180068	1	3	4	11	3	3000
IN180068	2	3	1	29	3	600
IN180069	1	4	1	11	4	300
IN180070	1	3	1	11	3	500
IN180071	1	8	1	11	8	290
IN180071	2	4	4	11	4	350
IN180072	1	2	4	11	2	1500
IN180072	2	3	1	29	3	400
IN180073	1	4	1	11	4	400
IN180073	2	1	4	11	1	1000
IN180074	1	6	30	26	6	2000
IN180075	1	5	23	23	5	450
IN180075	2	2	30	26	2	4000
IN180076	1	1	7	11	1	600000
IN180076	2	1	4	11	1	15000
IN180076	3	4	1	29	4	500
IN180077	1	2	1	11	2	300
IN180077	2	4	3	7	0	-88
IN180078	1	4	1	11	4	300
IN180078	2	5	13	5	0	-88
IN180079	1	4	1	11	4	350
IN180080	1	4	1	11	4	500
IN180081	1	2	4	11	2	2000
IN180081	2	4	1	29	4	300
IN180082	1	6	1	11	6	250
IN180082	2	1	7	11	0	-88
IN180083	1	200	30	23	200	1000
IN180083	2	10	30	23	10	3000
IN180084	1	10	1	11	10	1500
IN180084	2	4	4	11	4	5000
IN180085	1	4	1	11	4	500
IN180086	1	5	1	11	5	500
IN180087	1	4	1	11	4	350
IN180088	1	2	1	11	2	70
IN180089	1	2	1	11	2	200
IN180091	1	4	1	1	4	150
IN180091	2	1	7	11	0	-88
IN180093	1	6	1	11	6	150
IN180093	2	1	9	23	1	50
IN180095	1	20	18	18	20	1000
IN180096	1	4	1	29	4	300
IN180097	1	1	2	11	1	6000
IN180097	2	2	3	11	2	1400
IN180097	3	8	1	11	8	1100
IN180099	1	4	1	11	4	500
IN180100	1	1	7	11	1	300000
IN180100	2	4	4	11	4	4000
IN190001	1	4	1	11	4	350
IN190001	2	1	7	11	1	100000
IN190002	1	6	1	11	6	150
IN190002	2	1	7	11	0	-88
IN190003	1	3	4	11	3	400
IN190004	1	0	1	29	0	-88
IN190005	1	4	4	11	0	-88
IN190005	2	3	1	29	3	300
IN190006	1	2	4	11	2	2000
IN190006	2	3	1	11	3	300
IN190007	1	4	1	11	4	350
IN190008	1	8	1	11	8	450
IN190008	2	1	7	11	0	-88
IN190008	3	1	3	11	1	3500
IN190009	1	4	1	11	4	400
IN190010	1	4	1	11	4	500
IN190011	1	2	1	11	2	100
IN190012	1	3	1	11	3	500
IN190013	1	7	1	11	7	300
IN190013	2	1	7	11	0	-88
IN190014	1	1	3	11	1	500
IN190014	2	3	1	11	1	5000
IN190015	1	14	1	11	14	520
IN190015	2	1	7	11	0	-88
IN190016	1	3	1	29	3	200
IN190017	1	3	1	11	3	500
IN190018	1	3	1	11	4	500
IN190020	1	5	1	11	5	400
IN190021	1	5	1	11	5	400
IN190021	2	2	4	11	2	1500
IN190022	1	7	1	11	7	800
IN190022	2	1	4	11	1	1000
IN190023	1	6	1	11	6	150
IN190024	1	3	1	11	3	350
IN190025	1	4	1	11	4	500
IN190025	2	1	4	11	1	1000
IN190026	1	5	1	11	5	400
IN190026	2	2	4	11	2	1500
IN190027	1	3	1	11	3	350
IN190027	2	88	 	 	 	 
IN190030	1	3	4	11	3	1500
IN190030	2	1	7	11	0	-88
IN190030	3	1	3	11	1	3000
IN190031	1	1	7	11	0	-88
IN190031	2	2	4	11	0	-88
IN190032	1	2	4	11	2	2000
IN190032	2	1	7	11	0	-88
IN190032	3	3	1	11	3	300
IN190033	1	2	4	11	2	1500
IN190033	2	1	3	11	1	2000
IN190033	3	1	2	11	3	2000
IN190034	1	4	4	11	4	3000
IN190034	2	1	7	11	0	-88
IN190034	3	2	3	11	2	5000
IN190035	1	2	1	11	2	200
IN190035	2	1	7	11	0	-88
IN190035	3	1	3	11	0	-88
IN190036	1	4	1	11	0	-88
IN190036	2	1	7	11	0	-88
IN190037	1	10	1	11	10	450
IN190037	2	3	4	11	3	850
IN190037	3	1	7	11	0	-88
IN190038	1	3	4	11	4	1500
IN190038	2	5	1	11	5	150
IN190038	3	1	7	11	0	-88
IN190039	1	8	1	11	8	150
IN190039	2	1	7	11	0	-88
IN190040	1	4	1	11	4	75
