CHILDID	OUTID	REMRELR3	REMESTR3	REMGODR3
IN030036	1	13	0	200
IN030039	1	13	600	1000
IN030040	1	13	300	200
IN030043	1	13	0	500
IN030045	1	13	5000	-88
IN030047	1	13	2000	0
IN030050	1	13	500	1500
IN030052	1	13	10000	0
IN030053	1	13	1000	500
IN030053	2	13	1000	500
IN030053	3	6	1000	500
IN030054	1	13	1000	1000
IN030055	1	13	500	1000
IN030057	1	13	-88	2000
IN030058	1	13	500	2000
IN030059	1	13	500	500
IN030060	1	13	0	350
IN030063	1	13	10000	-88
IN030065	1	13	300	1000
IN030066	1	13	300	0
IN030066	2	13	300	0
IN030066	3	13	300	0
IN030067	1	13	300	0
IN030070	1	5	5000	0
IN030071	1	8	50	150
IN030071	2	8	50	150
IN030071	3	13	100	300
IN030072	1	13	2000	0
IN030073	1	13	6000	3000
IN030075	1	13	400	0
IN030078	1	13	-88	600
IN030079	1	13	200	600
IN030080	1	13	500	1500
IN030081	1	13	0	2500
IN030082	1	13	500	3000
IN030086	1	13	400	-88
IN030088	1	13	400	-88
IN030088	2	13	400	-88
IN030090	1	13	1000	1000
IN030092	1	13	2000	500
IN030092	2	13	2000	500
IN030092	3	13	2000	500
IN030093	1	13	500	500
IN030095	1	6	-88	200
IN030096	1	13	700	2000
IN030098	1	6	3600	0
IN030099	1	13	0	1000
IN030099	2	13	0	1000
IN040008	1	13	500	200
IN040035	1	17	1500	-88
IN040064	1	13	0	500
IN040070	1	13	0	12000
IN040077	1	13	-88	1500
IN040079	1	6	3000	1500
IN040079	2	22	1500	-88
IN040083	1	13	0	500
IN040083	2	13	0	1500
IN040096	1	13	10000	-88
IN050001	1	13	0	500
IN050002	1	13	0	350
IN050003	1	13	500	300
IN050004	1	13	1500	500
IN050004	2	13	1500	500
IN050006	1	13	300	1000
IN050007	1	13	200	300
IN050008	1	13	0	500
IN050009	1	13	300	1000
IN050010	1	13	3000	2000
IN050011	1	5	0	200
IN050012	1	13	1000	0
IN050013	1	1	500	0
IN050013	2	1	500	0
IN050014	1	13	200	500
IN050016	1	13	0	1500
IN050017	1	13	0	1000
IN050019	1	13	0	500
IN050019	2	13	0	500
IN050020	1	13	1000	1000
IN050021	1	13	200	500
IN050022	1	13	200	1000
IN050025	1	13	0	1000
IN050028	1	13	500	1000
IN050029	1	13	0	3500
IN050030	1	13	0	500
IN050031	1	13	100	300
IN050031	2	13	100	300
IN050032	1	13	1000	3000
IN050033	1	13	200	1000
IN050034	1	13	1000	3000
IN050035	1	13	200	300
IN050035	2	13	200	300
IN050035	3	13	200	300
IN050036	1	13	-88	150
IN050036	2	13	-88	150
IN050037	1	13	-88	1200
IN050039	1	13	0	600
IN050040	1	13	50	300
IN050040	2	13	50	300
IN050040	3	13	0	300
IN050041	1	13	0	200
IN050041	2	13	0	200
IN050041	3	13	0	500
IN050042	1	13	0	500
IN050044	1	13	0	300
IN050045	1	7	500	400
IN050046	1	13	800	2000
IN050047	1	13	200	1000
IN050048	1	13	200	600
IN050050	1	3	500	2000
IN050052	1	13	500	500
IN050053	1	13	300	250
IN050055	1	13	0	200
IN050055	2	9	0	300
IN050055	3	16	500	0
IN050057	1	13	50	500
IN050057	2	13	50	500
IN050057	3	13	50	500
IN050057	4	13	50	500
IN050058	1	13	50	200
IN050059	1	13	0	50000
IN050060	1	6	24000	1000
IN050064	1	13	0	1000
IN050065	1	13	0	500
IN050066	1	13	0	500
IN050068	1	13	0	350
IN050069	1	13	0	300
IN050070	1	13	250	1000
IN050071	1	3	-88	300
IN050072	1	13	200	500
IN050073	1	13	0	1000
IN050075	1	13	500	500
IN050077	1	13	1000	500
IN050080	1	6	10000	1000
IN050084	1	13	0	200
IN050084	2	13	0	200
IN050084	3	13	0	200
IN050089	1	13	0	500
IN050089	2	11	0	1000
IN050091	1	6	5000	-88
IN050094	1	13	800	2000
IN050098	1	13	-88	600
IN050100	1	13	-88	500
IN060001	1	13	500	1000
IN060002	1	13	1500	2000
IN060007	1	13	0	1000
IN060010	1	13	3000	-77
IN060010	2	13	1000	-77
IN060011	1	13	150	1000
IN060013	1	13	1500	2000
IN060016	1	13	1000	600
IN060017	1	13	0	250
IN060022	1	13	200	400
IN060023	1	13	500	1500
IN060025	1	13	2000	5000
IN060027	1	13	500	0
IN060030	1	13	600	1000
IN060033	1	13	 	900
IN060036	1	13	200	1000
IN060037	1	13	1200	600
IN060040	1	13	3000	3000
IN060043	1	13	200	300
IN060044	1	6	1000	-88
IN060045	1	13	600	0
IN060050	1	13	1000	500
IN060051	1	13	 	200
IN060054	1	13	1000	10000
IN060054	2	13	0	500
IN060055	1	13	500	500
IN060056	1	13	500	1200
IN060057	1	13	1000	500
IN060057	2	13	1000	500
IN060057	3	13	1000	500
IN060060	1	13	100	350
IN060062	1	13	300	700
IN060064	1	13	100	250
IN060065	1	13	100	250
IN060066	1	7	0	250
IN060067	1	13	1000	500
IN060071	1	13	500	500
IN060072	1	13	3000	-88
IN060075	1	13	500	2000
IN060077	1	13	2500	5000
IN060078	1	13	200	500
IN060079	1	13	50	200
IN060080	1	13	2500	2300
IN060081	1	13	700	3000
IN060082	1	13	200	1000
IN060087	1	13	1000	1000
IN060089	1	13	300	700
IN060091	1	13	100	0
IN060093	1	13	500	1500
IN060096	1	13	0	1000
IN060098	1	13	200	300
IN070001	1	13	4000	3000
IN070004	1	13	100	300
IN070005	1	13	200	1000
IN070007	1	13	500	2000
IN070009	1	13	0	200
IN070010	1	13	-88	3000
IN070011	1	6	15000	0
IN070012	1	13	0	600
IN070014	1	13	-88	300
IN070015	1	5	3000	-88
IN070021	1	13	-88	500
IN070021	2	6	-88	500
IN070023	1	13	600	2000
IN070027	1	13	50	300
IN070029	1	19	3000	2000
IN070033	1	26	1000	350
IN070039	1	13	500	500
IN070043	1	16	200	700
IN070046	1	13	150	-88
IN070049	1	13	200	600
IN070050	1	13	0	300
IN070053	1	5	300	200
IN070053	2	13	300	1500
IN070054	1	13	0	1000
IN070054	2	13	0	1000
IN070058	1	13	0	3000
IN070062	1	13	200	1000
IN070063	1	13	500	3000
IN070064	1	13	3000	10000
IN070066	1	13	1000	800
IN070067	1	13	200	800
IN070069	1	13	30	600
IN070072	1	13	4000	800
IN070074	1	13	300	750
IN070077	1	5	2000	2000
IN070079	1	14	-88	12000
IN070080	1	7	5000	1200
IN070081	1	6	3500	1800
IN070081	2	13	0	2500
IN070088	1	13	0	500
IN070092	1	19	1000	2000
IN070095	1	13	2000	0
IN070099	1	26	600	600
IN070100	1	13	0	900
IN080002	1	13	-88	4000
IN080004	1	13	5000	3000
IN080005	1	13	-88	1000
IN080011	1	13	-88	4000
IN080014	1	13	0	2500
IN080022	1	13	-88	300
IN080031	1	15	150000	50000
IN080039	1	22	0	1500
IN080042	1	7	1500	-88
IN080052	1	13	0	4000
IN080058	1	13	-88	4000
IN080059	1	13	0	1800
IN080074	1	13	-88	2000
IN080083	1	13	-88	300
IN080087	1	13	-88	2000
IN080092	1	13	-88	10000
IN080096	1	22	-88	3000
IN090005	1	13	-88	2000
IN090005	2	13	-88	1800
IN090009	1	13	-88	6000
IN090009	2	13	-88	3000
IN090015	1	13	-88	3000
IN090018	1	13	-88	1000
IN090025	1	13	-88	1000
IN090025	2	14	1116	-88
IN090040	1	13	-88	2000
IN090042	1	13	-88	500
IN090043	1	13	-88	800
IN090045	1	22	1500	500
IN090050	1	22	3000	4000
IN090065	1	13	3000	2000
IN090072	1	13	-88	400
IN090073	1	13	-88	500
IN090084	1	13	-88	1500
IN090086	1	13	-88	500
IN090088	1	13	-88	2000
IN090090	1	13	-88	1000
IN090095	1	13	-88	300
IN090100	1	13	-88	500
IN100003	1	22	800	-88
IN100018	1	22	4000	0
IN100019	1	22	1200	-88
IN100024	1	13	1000	-88
IN100044	1	22	200	0
IN100060	1	22	0	120
IN100078	1	22	400	0
IN110003	1	13	120	1000
IN110009	1	1	2000	6000
IN110010	1	13	0	2000
IN110014	1	13	0	5000
IN110015	1	13	100	1500
IN110019	1	13	-88	1000
IN110020	1	13	-88	2000
IN110021	1	13	0	400
IN110023	1	13	-88	500
IN110024	1	13	-88	1000
IN110025	1	13	0	3000
IN110027	1	13	-88	310
IN110028	1	13	-88	1500
IN110029	1	13	-88	1000
IN110029	2	14	-88	1000
IN110033	1	13	0	1000
IN110034	1	13	-88	1500
IN110035	1	13	0	2000
IN110036	1	13	0	1000
IN110038	1	13	-88	1000
IN110039	1	13	0	1000
IN110040	1	13	-88	700
IN110041	1	13	0	1000
IN110042	1	13	 	6000
IN110043	1	13	0	1000
IN110045	1	13	-88	1500
IN110046	1	13	-88	1000
IN110047	1	13	0	1000
IN110048	1	13	0	2000
IN110052	1	13	0	2000
IN110055	1	13	0	1500
IN110058	1	13	50	800
IN110059	1	13	0	1500
IN110063	1	13	-88	2000
IN110068	1	13	0	650
IN110070	1	13	-88	2000
IN110073	1	13	88	2000
IN110074	1	13	0	1000
IN110075	1	13	-88	4000
IN110078	1	13	-88	2000
IN110080	1	13	0	3000
IN110082	1	13	-88	1000
IN110083	1	13	-88	2000
IN110084	1	13	-88	1000
IN110086	1	13	0	3000
IN110087	1	13	-88	1500
IN110090	1	13	0	500
IN110091	1	13	800	-88
IN110092	1	13	0	500
IN110095	1	13	0	2000
IN110096	1	13	0	650
IN110098	1	13	-88	1000
IN110102	1	13	-88	1000
IN110103	1	7	-88	300
IN120002	1	13	-88	1000
IN120003	1	13	0	1000
IN120004	1	13	-88	1000
IN120009	1	13	-88	500
IN120011	1	13	-88	3000
IN120014	1	13	-88	1500
IN120016	1	13	-88	2000
IN120018	1	13	-88	1000
IN120019	1	13	-88	1000
IN120020	1	13	0	3000
IN120021	1	13	-88	800
IN120022	1	13	-88	1000
IN120023	1	13	0	1500
IN120024	1	13	-88	1500
IN120028	1	13	-88	4000
IN120030	1	13	-88	500
IN120032	1	13	-88	1500
IN120033	1	13	0	7500
IN120034	1	7	-88	1000
IN120035	1	13	-88	1500
IN120038	1	13	0	800
IN120040	1	13	50	1500
IN120042	1	13	-88	1000
IN120048	1	13	-88	1000
IN120049	1	13	-88	1000
IN120050	1	13	-88	600
IN120052	1	13	-88	1500
IN120053	1	13	200	1500
IN120053	2	13	200	1500
IN120055	1	13	-88	1000
IN120057	1	13	-88	2000
IN120057	2	13	-88	1500
IN120057	3	13	200	1800
IN120058	1	13	-88	500
IN120060	1	13	-88	1000
IN120061	1	13	200	2000
IN120062	1	13	-88	2000
IN120064	1	7	500	1000
IN120065	1	13	-88	1500
IN120066	1	13	-88	1000
IN120067	1	13	-88	500
IN120068	1	13	300	1500
IN120068	2	13	150	1500
IN120069	1	13	-88	6000
IN120070	1	13	-88	1000
IN120072	1	13	100	1000
IN120073	1	13	0	1000
IN120077	1	13	-88	1500
IN120079	1	13	-88	1000
IN120082	1	13	-88	500
IN120083	1	13	-88	1000
IN120084	1	13	200	1500
IN120084	2	13	100	1500
IN120087	1	13	0	1000
IN120090	1	13	-88	1500
IN120090	2	13	50	1500
IN120095	1	13	150	1800
IN120097	1	13	-88	1500
IN120099	1	13	-88	3000
IN120101	1	13	100	400
IN130003	1	13	-88	400
IN130004	1	13	0	500
IN130007	1	13	150	1500
IN130007	2	13	200	1500
IN130007	3	13	150	1500
IN130009	1	13	-88	1000
IN130010	1	13	-88	1000
IN130012	1	13	-88	1000
IN130013	1	13	-88	500
IN130015	1	13	-88	3000
IN130019	1	1	500	1000
IN130022	1	13	0	600
IN130023	1	1	-88	1000
IN130024	1	13	200	1200
IN130025	1	13	-88	1500
IN130026	1	13	-88	1000
IN130029	1	13	-88	1000
IN130030	1	13	-88	700
IN130031	1	13	-88	500
IN130032	1	13	0	1000
IN130034	1	13	0	600
IN130036	1	13	-88	500
IN130042	1	13	-88	1000
IN130044	1	13	200	1000
IN130045	1	13	200	1500
IN130048	1	13	-88	2000
IN130049	1	13	-88	500
IN130052	1	13	0	500
IN130053	1	13	-88	1000
IN130054	1	13	-88	800
IN130056	1	13	-88	600
IN130057	1	13	-88	500
IN130058	1	13	-88	500
IN130060	1	13	-88	500
IN130061	1	13	-88	500
IN130062	1	13	-88	200
IN130063	1	13	-88	3000
IN130064	1	13	-88	2000
IN130066	1	13	 	1000
IN130067	1	13	-88	1000
IN130068	1	13	-88	500
IN130069	1	13	200	700
IN130069	2	13	100	800
IN130069	3	13	200	500
IN130069	4	13	100	1000
IN130070	1	13	0	500
IN130071	1	13	 	500
IN130072	1	13	-88	4000
IN130073	1	13	-88	1000
IN130074	1	13	-88	1000
IN130075	1	13	0	500
IN130076	1	7	-88	500
IN130077	1	13	300	1000
IN130077	2	13	300	1000
IN130083	1	13	-88	500
IN130085	1	13	-88	1000
IN130086	1	13	0	500
IN130087	1	13	-88	1000
IN130088	1	13	0	500
IN130090	1	13	-88	1000
IN130092	1	13	-88	300
IN130094	1	13	-88	400
IN130095	1	13	100	500
IN130095	2	13	100	500
IN130097	1	13	-88	300
IN130098	1	13	-88	500
IN130101	1	13	-88	2000
IN140001	1	7	600	-88
IN140004	1	13	-88	1000
IN140009	1	13	-88	4000
IN140011	1	5	200	-88
IN140011	2	14	-88	150
IN140012	1	13	116	-88
IN140012	2	13	50	-88
IN140013	1	13	-88	250
IN140013	2	13	-88	250
IN140019	1	13	-88	1000
IN140021	1	13	-88	1000
IN140022	1	13	-88	3000
IN140024	1	13	-88	2000
IN140025	1	5	-88	1000
IN140028	1	13	2000	-88
IN140028	2	18	-88	800
IN140029	1	13	-88	2000
IN140032	1	13	-88	800
IN140032	2	13	-88	500
IN140032	3	5	-88	500
IN140032	4	6	-88	500
IN140033	1	13	-88	600
IN140033	2	13	-88	1000
IN140033	3	5	-88	300
IN140033	4	6	-88	500
IN140033	5	22	-88	600
IN140035	1	13	-88	300
IN140035	2	13	-88	300
IN140041	1	14	100	0
IN140041	2	14	100	0
IN140042	1	16	-88	350
IN140042	2	14	-88	315
IN140042	3	14	-88	250
IN140044	1	13	-88	500
IN140045	1	14	51	0
IN140045	2	16	51	0
IN140045	3	16	51	0
IN140046	1	13	2000	1000
IN140046	2	13	1500	500
IN140046	3	6	-88	2000
IN140047	1	13	-88	500
IN140048	1	13	-88	500
IN140050	1	14	216	0
IN140050	2	16	50	0
IN140055	1	13	-88	300
IN140055	2	13	-88	500
IN140055	3	16	-88	400
IN140056	1	13	12000	3000
IN140056	2	5	-88	2000
IN140057	1	13	-88	2500
IN140059	1	13	-88	1500
IN140059	2	14	500	-88
IN140060	1	13	-88	600
IN140061	1	13	10000	20000
IN140061	2	22	10000	-88
IN140062	1	13	-88	500
IN140063	1	14	-88	2000
IN140064	1	13	-88	400
IN140064	2	13	-88	200
IN140066	1	14	-88	3000
IN140067	1	22	100	0
IN140067	2	22	100	0
IN140067	3	13	100	0
IN140067	4	1	100	0
IN140067	5	1	100	0
IN140068	1	19	50	-88
IN140069	1	14	500	500
IN140069	2	16	-88	500
IN140069	3	13	500	-88
IN140069	4	19	-88	2000
IN140070	1	16	-88	10000
IN140070	2	13	-88	10000
IN140076	1	13	-88	500
IN140080	1	13	10000	-88
IN140081	1	13	-88	2000
IN140081	2	14	2500	-88
IN140082	1	14	100	-88
IN140082	2	6	100	-88
IN140084	1	14	4000	1000
IN140085	1	13	516	0
IN140086	1	13	-88	30000
IN140086	2	16	-88	5000
IN140087	1	13	-88	10000
IN140090	1	22	500	0
IN140090	2	13	600	0
IN140090	3	13	1000	0
IN140090	4	14	1000	0
IN140091	1	13	21	0
IN140092	1	14	10000	500
IN140092	2	19	-88	250
IN140093	1	13	1000	0
IN140094	1	13	-88	200
IN140096	1	13	-88	1000
IN140099	1	13	-88	500
IN140100	1	13	-88	300
IN150003	1	13	0	250
IN150003	2	5	0	350
IN150007	1	13	100	0
IN150008	1	13	1000	-88
IN150008	2	14	500	-88
IN150008	3	13	5000	-88
IN150013	1	13	516	0
IN150017	1	13	-88	600
IN150018	1	22	116	0
IN150019	1	13	-88	300
IN150020	1	13	3000	3000
IN150021	1	1	5000	5000
IN150021	2	1	-88	5000
IN150028	1	13	-88	500
IN150030	1	13	1000	-88
IN150031	1	13	216	0
IN150032	1	14	-88	2000
IN150033	1	16	200	0
IN150034	1	13	-88	1800
IN150037	1	6	-88	3000
IN150037	2	13	-88	7000
IN150037	3	16	-88	4000
IN150039	1	13	1000	600
IN150040	1	13	-88	1000
IN150041	1	14	500	0
IN150042	1	22	100	-88
IN150042	2	16	100	-88
IN150043	1	16	-88	1200
IN150046	1	13	1000	0
IN150046	2	13	500	0
IN150046	3	6	500	0
IN150047	1	5	0	500
IN150047	2	13	0	500
IN150053	1	13	-88	600
IN150054	1	13	1000	-88
IN150055	1	13	-88	500
IN150058	1	13	100	0
IN150058	2	13	100	0
IN150060	1	13	216	-88
IN150060	2	5	1016	-88
IN150062	1	14	-88	1000
IN150062	2	15	-88	600
IN150065	1	13	516	0
IN150065	2	19	50	0
IN150067	1	13	-88	5000
IN150070	1	13	-88	1000
IN150072	1	13	116	0
IN150072	2	13	100	0
IN150073	1	13	-88	500
IN150074	1	16	300	2300
IN150076	1	13	-88	1000
IN150076	2	7	500	1500
IN150077	1	13	2000	3500
IN150078	1	14	-88	11000
IN150080	1	13	-88	2500
IN150080	2	13	-88	3000
IN150082	1	14	0	2000
IN150082	2	13	516	0
IN150082	3	14	200	0
IN150082	4	16	516	0
IN150082	5	14	516	0
IN150082	6	14	1000	0
IN150083	1	13	-88	5000
IN150083	2	13	-88	3000
IN150083	3	5	-88	1500
IN150083	4	6	-88	1500
IN150083	5	19	-88	2000
IN150083	6	13	-88	10000
IN150086	1	13	10000	5000
IN150087	1	13	-88	1000
IN150088	1	13	2400	500
IN150091	1	13	-88	1500
IN150091	2	13	-88	500
IN150092	1	13	-88	500
IN150092	2	14	-88	300
IN150093	1	16	-88	1500
IN150098	1	13	-88	700
IN160001	1	13	13000	400
IN160003	1	13	0	200
IN160004	1	14	-88	1500
IN160004	2	13	-88	1000
IN160006	1	6	500	3000
IN160006	2	13	-88	3000
IN160007	1	13	1000	-88
IN160009	1	13	5000	-88
IN160010	1	13	500	1500
IN160011	1	19	1500	-88
IN160015	1	19	800	-88
IN160016	1	13	0	800
IN160017	1	19	300	-88
IN160019	1	13	-88	5000
IN160021	1	13	-88	10500
IN160022	1	13	0	1200
IN160024	1	13	-88	1000
IN160024	2	6	18000	-88
IN160024	3	14	-88	2500
IN160024	4	6	10000	-88
IN160025	1	13	-88	3000
IN160026	1	13	-88	4500
IN160027	1	16	500	2000
IN160028	1	14	-88	500
IN160030	1	14	500	0
IN160031	1	13	1000	700
IN160031	2	13	1500	1000
IN160031	3	13	10000	0
IN160033	1	13	1000	0
IN160034	1	13	500	2000
IN160035	1	13	500	1000
IN160035	2	5	-88	1500
IN160035	3	13	1016	3000
IN160035	4	13	2000	-88
IN160036	1	13	-88	2000
IN160036	2	6	-88	1000
IN160038	1	14	100	0
IN160039	1	13	-88	500
IN160042	1	19	300	-88
IN160043	1	19	800	-88
IN160044	1	14	0	2000
IN160045	1	13	2000	-88
IN160047	1	13	500	5000
IN160048	1	13	200	-88
IN160048	2	13	300	-88
IN160048	3	5	500	-88
IN160050	1	19	2000	-88
IN160051	1	13	-88	500
IN160052	1	16	200	-88
IN160053	1	13	-88	1800
IN160053	2	14	2000	250
IN160054	1	13	500	0
IN160059	1	13	-88	3000
IN160060	1	13	-88	500
IN160063	1	13	1500	500
IN160064	1	19	1300	-88
IN160065	1	13	0	5000
IN160066	1	19	2000	-88
IN160069	1	14	0	4000
IN160071	1	13	-88	5000
IN160071	2	13	-88	1200
IN160071	3	13	-88	1500
IN160072	1	14	-88	6000
IN160073	1	13	200	350
IN160073	2	13	200	300
IN160073	3	13	150	-88
IN160075	1	7	-88	2000
IN160080	1	16	-88	500
IN160080	2	14	-88	1000
IN160082	1	16	-88	5000
IN160088	1	13	5000	300
IN160089	1	14	5000	0
IN160090	1	13	0	8000
IN160091	1	16	-88	400
IN160092	1	13	-88	700
IN160093	1	13	150	0
IN160096	1	13	-88	5000
IN160097	1	13	0	6000
IN160097	2	13	116	0
IN160097	3	13	116	0
IN160099	1	14	500	-88
IN170002	1	13	-88	5000
IN170002	2	13	-88	5000
IN170004	1	5	1000	400
IN170005	1	17	-88	1000
IN170005	2	13	-88	750
IN170005	3	13	-88	500
IN170005	4	13	-88	500
IN170005	5	13	-88	750
IN170005	6	13	-88	500
IN170005	7	13	-88	500
IN170006	1	14	-88	400
IN170006	2	16	-88	400
IN170007	1	5	-88	1000
IN170009	1	5	200	100
IN170011	1	7	500	500
IN170014	1	7	2000	2000
IN170015	1	13	-88	2150
IN170016	1	6	-88	1000
IN170017	1	13	-88	1200
IN170018	1	13	-88	1000
IN170019	1	6	-77	300
IN170021	1	13	-88	500
IN170023	1	13	1000	200
IN170023	2	5	200	-88
IN170024	1	13	1000	300
IN170026	1	19	500	200
IN170030	1	13	1000	-88
IN170032	1	13	1500	1500
IN170035	1	16	-88	10000
IN170038	1	13	150	-88
IN170039	1	16	-88	800
IN170040	1	5	-88	1000
IN170041	1	13	-88	1000
IN170042	1	13	2000	2000
IN170043	1	13	-88	2500
IN170043	2	1	1200	800
IN170044	1	13	-88	1000
IN170046	1	13	-88	2000
IN170049	1	16	1100	-88
IN170049	2	19	500	-88
IN170053	1	13	500	0
IN170055	1	19	100	-88
IN170055	2	13	-88	500
IN170056	1	6	1000	100
IN170056	2	13	400	200
IN170056	3	19	200	-88
IN170057	1	14	-88	300
IN170061	1	16	2000	16000
IN170062	1	16	-88	700
IN170062	2	13	-88	300
IN170063	1	13	-88	2000
IN170064	1	16	-88	2000
IN170067	1	13	20000	20000
IN170068	1	6	6000	-88
IN170068	2	13	-88	500
IN170071	1	7	30000	24000
IN170072	1	13	3000	3000
IN170073	1	13	2000	2000
IN170074	1	13	3000	-88
IN170074	2	13	3000	-88
IN170075	1	13	-88	3000
IN170075	2	19	1000	200
IN170077	1	13	500	1500
IN170078	1	13	-88	1000
IN170078	2	19	2000	500
IN170080	1	13	400	-77
IN170080	2	13	500	-77
IN170081	1	13	400	1000
IN170082	1	13	-88	400
IN170084	1	13	-88	3000
IN170084	2	19	500	-88
IN170086	1	19	1000	-77
IN170088	1	7	60000	110000
IN170088	2	13	-88	5000
IN170088	3	6	-88	700
IN170088	4	17	-88	500
IN170089	1	13	-88	200
IN170091	1	16	101	-88
IN170091	2	19	-88	500
IN170092	1	5	-88	1000
IN170093	1	6	-88	1000
IN170094	1	13	1000	200
IN170095	1	13	-88	1000
IN170096	1	13	3000	3000
IN170097	1	13	2000	2000
IN170099	1	19	101	-88
IN170100	1	13	1000	1000
IN170100	2	13	2000	-88
IN180001	1	13	-88	1500
IN180001	2	13	-88	2000
IN180002	1	13	-88	800
IN180003	1	14	-88	500
IN180005	1	13	-88	4000
IN180006	1	5	200	-77
IN180007	1	13	-88	300
IN180008	1	13	-88	5000
IN180009	1	13	300	2000
IN180011	1	13	-88	7000
IN180011	2	18	-88	500
IN180011	3	17	-88	500
IN180011	4	19	-88	200
IN180013	1	14	-88	700
IN180014	1	7	500	400
IN180015	1	13	-88	1500
IN180015	2	13	-88	1500
IN180015	3	16	-88	300
IN180015	4	19	-88	400
IN180017	1	13	-88	1000
IN180019	1	13	-88	2000
IN180021	1	13	-88	6000
IN180022	1	13	250	250
IN180023	1	16	-88	600
IN180023	2	19	200	-88
IN180027	1	14	400	-77
IN180028	1	14	600	-77
IN180030	1	14	300	-77
IN180031	1	7	30000	57700
IN180031	2	16	-88	3000
IN180031	3	13	-88	6000
IN180032	1	13	-88	3000
IN180034	1	13	-88	1000
IN180036	1	16	-88	500
IN180038	1	13	500	200
IN180039	1	16	-88	1500
IN180040	1	13	-88	20000
IN180041	1	13	-88	2000
IN180041	2	13	-88	2000
IN180043	1	13	-88	1000
IN180043	2	13	-88	1000
IN180043	3	14	-88	1000
IN180043	4	14	-88	1000
IN180043	5	13	-88	1000
IN180043	6	13	-88	1000
IN180043	7	14	-88	1000
IN180043	8	14	-88	1000
IN180045	1	13	-88	80000
IN180045	2	1	-88	48000
IN180046	1	7	-88	18000
IN180046	2	19	101	-88
IN180047	1	13	-88	2000
IN180047	2	13	-88	2400
IN180049	1	13	-77	600
IN180049	2	13	-77	400
IN180050	1	13	500	3000
IN180050	2	5	250	-88
IN180051	1	13	-88	1000
IN180052	1	19	500	200
IN180052	2	19	400	-88
IN180055	1	13	1000	3500
IN180055	2	19	200	-88
IN180056	1	13	1500	1000
IN180057	1	13	-88	2000
IN180057	2	19	200	-88
IN180059	1	19	100	-88
IN180059	2	13	100	1000
IN180061	1	13	500	1500
IN180061	2	19	101	-88
IN180064	1	13	-88	3500
IN180064	2	19	200	-88
IN180067	1	13	-88	1000
IN180068	1	16	100	-88
IN180068	2	19	100	-88
