CHILDID	ID	DISABR3	ACTR3	MONTHSR3	DAYSR3	HOURSR3
IN100084	1	0	13	12	30	8
IN100084	2	0	15	12	26	7
IN100084	3	0	17	10	23	8
IN100085	0	0	17	10	24	8
IN100085	3	0	13	12	26	6
IN100085	4	0	15	12	30	4
IN100085	5	0	17	88	88	88
IN100086	0	0	17	10	26	9
IN100086	1	0	13	12	30	8
IN100086	2	0	13	12	30	9
IN100086	3	0	15	12	26	10
IN100086	4	0	17	10	26	9
IN100087	0	1	17	10	24	9
IN100087	2	4	17	88	88	88
IN100087	3	0	13	12	30	8
IN100087	4	0	15	12	28	10
IN100087	5	0	17	10	24	9
IN100089	0	0	17	10	24	9
IN100089	1	0	12	10	25	10
IN100089	2	0	15	12	26	10
IN100089	3	0	17	10	24	9
IN100089	4	0	17	10	24	9
IN100090	0	0	17	9	26	8
IN100090	1	0	12	12	26	9
IN100090	2	0	15	12	30	4
IN100090	3	0	17	9	26	8
IN100090	4	0	17	9	26	8
IN100091	0	0	17	10	24	8
IN100091	2	0	13	12	24	7
IN100091	4	0	15	12	20	4
IN100091	5	0	15	12	10	2
IN100091	6	0	12	12	24	7
IN100091	7	0	17	10	24	8
IN100092	0	0	17	10	24	8
IN100092	1	0	17	88	88	88
IN100092	2	0	15	12	10	2
IN100092	3	0	13	12	24	8
IN100092	4	0	15	12	30	4
IN100092	5	0	17	10	24	8
IN100093	0	0	17	10	23	7
IN100093	1	0	12	12	26	8
IN100093	2	0	5	8	18	8
IN100093	3	0	17	10	22	7
IN100094	0	0	17	10	24	8
IN100094	1	0	13	12	30	8
IN100094	2	0	9	9	20	5
IN100094	3	0	17	10	24	8
IN100095	0	0	17	10	25	9
IN100095	1	0	13	12	30	8
IN100095	2	0	15	12	28	10
IN100095	3	0	17	10	26	9
IN100095	4	0	17	10	24	9
IN100096	0	0	17	9	23	7
IN100096	2	0	13	12	30	7
IN100096	3	0	13	12	30	7
IN100096	4	0	15	10	25	6
IN100096	5	0	13	12	30	8
IN100096	6	0	17	7	23	7
IN100097	0	0	17	10	24	9
IN100097	1	0	12	9	22	8
IN100097	2	0	13	11	10	3
IN100097	3	0	17	10	24	9
IN100098	0	0	17	9	23	7
IN100098	1	0	13	12	30	7
IN100098	2	0	15	12	30	6
IN100098	3	0	17	88	88	88
IN100099	0	0	17	10	24	8
IN100099	1	0	13	12	30	9
IN100099	2	0	13	12	30	9
IN100100	0	0	17	10	23	8
IN100100	2	0	12	8	23	7
IN100100	3	0	17	10	23	8
IN100100	4	0	17	88	88	88
IN110001	0	0	17	9	24	10
IN110001	1	0	9	7	25	10
IN110001	2	0	5	5	20	7
IN110001	3	0	17	9	24	10
IN110002	0	0	17	9	23	7
IN110002	1	0	5	8	20	8
IN110002	2	0	5	9	22	9
IN110002	3	0	17	9	24	8
IN110003	0	0	17	9	23	7
IN110003	1	5	17	88	88	88
IN110003	2	0	7	12	20	8
IN110003	3	0	7	12	21	8
IN110003	4	0	7	12	20	8
IN110003	5	0	17	9	21	7
IN110003	6	0	17	9	24	7
IN110004	0	0	17	9	24	7
IN110004	3	0	1	6	26	9
IN110004	6	0	5	5	21	8
IN110004	8	0	17	88	88	88
IN110005	0	0	17	9	21	7
IN110005	1	5	17	88	88	88
IN110005	2	0	7	9	15	8
IN110005	3	0	1	10	10	7
IN110005	4	0	1	10	15	8
IN110005	5	0	4	11	20	10
IN110005	7	0	7	8	20	8
IN110005	12	0	17	88	88	88
IN110005	13	0	17	9	23	7
IN110005	14	1	5	10	15	8
IN110007	0	0	17	9	24	9
IN110007	4	0	1	6	26	7
IN110007	5	0	5	5	16	6
IN110007	8	5	17	9	24	9
IN110008	0	0	17	10	24	9
IN110008	5	0	9	8	25	12
IN110008	6	0	5	12	20	8
IN110008	8	0	17	10	24	9
IN110009	0	0	17	9	25	7
IN110009	10	0	13	12	28	9
IN110009	11	0	13	12	25	7
IN110010	0	0	17	9	25	7
IN110010	2	0	13	12	25	7
IN110010	3	0	15	11	20	6
IN110010	7	0	17	9	25	7
IN110010	8	0	17	9	25	7
IN110011	0	0	17	9	24	7
IN110011	1	0	13	12	13	8
IN110011	2	0	7	12	12	8
IN110011	3	0	17	9	23	7
IN110012	0	0	17	10	24	9
IN110012	3	0	1	12	23	9
IN110012	4	0	5	12	18	7
IN110012	5	0	15	10	25	4
IN110012	6	0	17	10	24	9
IN110013	0	0	17	9	22	7
IN110013	1	0	17	88	88	88
IN110013	2	0	4	12	22	9
IN110013	3	0	5	5	15	8
IN110013	4	0	12	2	20	8
IN110013	5	0	5	5	20	8
IN110013	7	0	17	9	25	9
IN110013	8	0	17	9	20	7
IN110014	0	0	17	9	24	8
IN110014	2	0	17	88	88	88
IN110014	3	0	17	88	88	88
IN110014	4	0	1	6	27	7
IN110014	5	0	1	5	16	7
IN110014	6	1	1	6	25	7
IN110014	7	1	15	10	16	7
IN110014	8	1	17	9	24	8
IN110014	9	1	17	9	24	8
IN110015	0	0	17	9	25	8
IN110015	1	0	1	10	28	9
IN110015	2	0	1	10	28	9
IN110015	3	0	17	9	25	8
IN110016	0	0	15	9	20	7
IN110016	1	0	4	10	22	9
IN110016	2	0	1	9	20	8
IN110016	3	0	15	9	22	7
IN110016	4	0	15	9	24	7
IN110017	0	0	17	9	20	7
IN110017	1	0	15	6	22	2
IN110017	2	0	5	8	15	8
IN110017	3	0	5	8	20	8
IN110017	4	4	17	88	88	88
IN110017	6	0	17	9	22	8
IN110017	7	0	17	9	24	8
IN110017	8	0	17	9	21	8
IN110018	0	0	17	9	25	8
IN110018	1	0	17	88	88	88
IN110018	3	0	1	6	28	9
IN110018	4	0	1	6	28	9
IN110018	5	0	17	9	25	8
IN110018	6	0	17	9	25	8
IN110019	0	0	17	9	25	8
IN110019	2	0	12	10	25	9
IN110019	3	0	5	9	26	8
IN110019	4	0	17	9	25	8
IN110020	0	0	17	9	25	6
IN110020	1	0	5	8	20	8
IN110020	2	0	5	8	25	8
IN110020	3	0	17	9	25	6
IN110020	4	0	17	88	88	88
IN110021	0	0	17	9	24	7
IN110021	2	0	1	6	26	9
IN110021	4	0	15	12	20	9
IN110021	8	0	17	9	24	7
IN110022	0	0	17	9	24	8
IN110022	1	0	5	7	20	6
IN110022	2	0	5	6	20	6
IN110022	28	0	17	9	24	8
IN110023	0	0	17	9	26	8
IN110023	5	0	1	6	30	6
IN110023	6	0	1	6	30	6
IN110023	9	0	17	9	26	4
IN110024	0	0	17	9	25	6
IN110024	2	0	15	12	30	5
IN110024	4	0	5	8	25	8
IN110024	5	0	5	9	25	8
IN110024	10	0	17	9	25	6
IN110024	28	0	17	9	25	6
IN110025	0	0	17	9	25	7
IN110025	1	0	5	5	20	8
IN110025	2	0	5	5	20	8
IN110025	3	0	10	9	25	7
IN110025	4	0	5	5	15	7
IN110025	5	0	17	9	25	7
IN110025	28	0	17	9	25	7
IN110027	0	1	17	9	26	8
IN110027	5	1	1	3	30	6
IN110027	6	1	1	3	30	6
IN110027	8	1	17	9	26	8
IN110028	0	0	17	9	26	8
IN110028	3	0	1	8	30	6
IN110028	4	0	1	8	30	6
IN110028	5	0	17	9	26	8
IN110028	28	0	17	9	26	8
IN110029	0	0	17	9	24	8
IN110029	1	4	17	88	88	88
IN110029	2	0	13	12	26	8
IN110029	3	0	15	12	30	6
IN110029	28	0	17	9	24	8
IN110030	0	0	17	9	25	8
IN110030	1	0	9	12	20	4
IN110030	2	0	9	10	27	8
IN110030	3	0	17	9	25	8
IN110031	0	0	17	9	25	6
IN110031	1	0	1	6	20	8
IN110031	2	0	15	12	30	2
IN110031	3	0	1	8	20	8
IN110031	4	0	1	7	25	8
IN110031	5	0	17	88	88	88
IN110033	0	0	17	9	25	7
IN110033	1	0	5	7	25	6
IN110033	2	0	5	6	20	6
IN110033	3	0	17	9	25	6
IN110034	0	0	17	9	25	6
IN110034	1	0	1	6	15	6
IN110034	2	0	1	6	20	8
IN110034	3	0	5	7	20	8
IN110034	5	0	9	12	20	8
IN110034	6	0	15	12	30	5
IN110034	7	0	4	12	25	6
IN110034	8	0	17	9	25	6
IN110034	9	0	15	1	10	4
IN110035	0	0	17	9	24	8
IN110035	4	0	9	12	15	8
IN110035	5	0	15	8	29	9
IN110035	6	0	17	6	20	6
IN110035	7	0	9	12	16	9
IN110035	8	0	17	88	88	88
IN110036	0	0	17	9	24	7
IN110036	1	0	5	8	20	8
IN110036	2	0	5	9	22	8
IN110036	3	0	17	9	25	9
IN110036	4	0	17	9	20	8
IN110037	0	0	17	9	25	8
IN110037	2	0	1	6	20	8
IN110037	3	0	15	10	26	4
IN110037	4	0	12	7	27	8
IN110037	5	0	12	7	27	8
IN110037	6	0	13	12	30	8
IN110037	7	0	17	9	25	8
IN110037	8	0	4	10	25	6
IN110038	0	0	17	9	25	6
IN110038	1	0	5	9	25	8
IN110038	2	0	5	8	25	8
IN110038	28	0	17	9	25	6
IN110039	0	0	17	9	24	8
IN110039	6	0	7	6	24	9
IN110039	7	0	7	5	19	9
IN110039	9	0	17	9	24	7
IN110039	29	0	17	88	88	88
IN110040	0	0	17	9	25	8
IN110040	2	0	5	7	20	8
IN110040	3	0	5	7	20	8
IN110040	4	0	12	8	22	8
IN110040	5	0	12	8	22	8
IN110040	6	0	15	10	26	6
IN110040	7	0	12	8	22	8
IN110040	8	0	12	8	22	8
IN110040	9	0	12	8	22	8
IN110040	10	0	17	9	25	8
IN110040	11	0	17	9	25	8
IN110041	0	0	17	9	24	7
IN110041	5	0	5	8	23	9
IN110041	6	0	5	7	20	7
IN110041	9	0	17	9	24	7
IN110041	29	0	17	9	24	8
IN110042	0	0	17	9	23	7
IN110042	1	0	17	88	88	88
IN110042	2	0	15	6	20	2
IN110042	3	0	5	8	23	8
IN110042	4	0	5	8	20	8
IN110042	5	0	5	9	20	8
IN110042	8	0	17	9	24	8
IN110042	9	0	17	9	23	8
IN110042	11	0	5	7	15	8
IN110043	0	0	17	9	24	8
IN110043	2	0	1	7	26	9
IN110043	3	0	15	8	29	8
IN110043	6	0	17	9	24	7
IN110043	7	0	17	88	88	88
IN110044	0	1	17	10	26	8
IN110044	6	1	1	8	20	6
IN110044	7	1	1	8	20	6
IN110044	13	1	17	10	26	8
IN110045	0	0	17	10	25	8
IN110045	3	0	1	7	15	6
IN110045	4	0	9	10	25	4
IN110045	6	0	17	10	25	7
IN110046	0	0	17	10	25	7
IN110046	1	0	1	8	15	6
IN110046	2	0	1	7	20	6
IN110046	3	0	15	12	30	6
IN110046	4	0	17	10	25	6
IN110046	28	0	17	10	25	6
IN110046	29	0	17	88	88	88
IN110047	0	0	17	10	25	6
IN110047	1	0	4	8	20	5
IN110047	2	0	15	12	20	2
IN110047	3	0	5	7	25	8
IN110047	4	0	5	8	25	8
IN110047	5	0	5	8	20	8
IN110047	6	0	17	10	25	8
IN110047	7	0	17	10	25	8
IN110048	0	0	17	10	25	6
IN110048	3	0	5	8	20	8
IN110048	4	0	1	7	20	8
IN110048	5	0	5	7	15	8
IN110048	6	0	5	8	20	8
IN110048	7	0	17	10	25	8
IN110048	8	0	17	10	25	6
IN110048	28	0	17	10	25	6
IN110050	0	0	17	10	25	7
IN110050	2	0	17	88	88	88
IN110050	3	0	9	12	25	8
IN110050	4	0	1	8	25	7
IN110050	5	0	15	11	25	6
IN110050	6	0	12	10	20	8
IN110050	7	0	17	10	25	6
IN110050	8	0	15	10	25	6
IN110050	9	0	17	88	88	88
IN110051	0	0	17	10	25	7
IN110051	1	0	1	11	25	6
IN110051	2	0	1	11	25	6
IN110051	3	0	17	10	25	7
IN110051	28	0	17	10	25	7
IN110051	29	0	17	10	25	7
IN110052	0	1	17	9	24	8
IN110052	2	1	5	11	26	7
IN110052	3	1	5	11	23	7
IN110052	28	1	17	9	24	8
IN110053	0	0	17	9	20	7
IN110053	1	0	5	6	15	8
IN110053	2	0	5	6	20	8
IN110053	3	0	17	88	88	88
IN110054	0	0	17	9	24	7
IN110054	1	0	5	8	9	9
IN110054	2	1	5	8	15	9
IN110054	3	0	15	12	25	6
IN110054	4	0	17	12	25	4
IN110054	5	0	17	88	88	88
IN110055	0	1	17	9	24	7
IN110055	1	3	12	9	25	8
IN110055	2	1	12	9	25	8
IN110055	3	1	12	9	25	8
IN110055	4	1	17	9	24	8
IN110056	0	0	17	9	24	7
IN110056	3	0	5	8	20	9
IN110056	4	0	5	7	22	8
IN110057	0	0	17	9	22	7
IN110057	1	0	5	4	20	8
IN110057	2	0	5	5	22	8
IN110057	3	0	17	9	25	9
IN110057	28	0	17	9	22	8
IN110058	0	0	17	9	20	7
IN110058	1	0	5	8	25	8
IN110058	2	0	5	8	23	8
IN110059	0	0	17	9	24	7
IN110059	3	1	12	6	25	9
IN110059	4	1	12	6	25	9
IN110059	29	1	17	9	24	8
IN110060	0	0	17	9	20	7
IN110060	1	0	12	10	20	8
IN110060	2	0	12	10	15	8
IN110060	3	0	17	9	22	8
IN110060	4	0	17	9	20	7
IN110061	0	0	17	9	24	7
IN110061	1	0	88	88	88	88
IN110061	2	0	5	8	10	8
IN110061	3	0	12	10	15	9
IN110061	4	0	12	10	12	9
IN110061	5	0	15	8	20	4
IN110061	6	0	17	88	88	88
IN110063	0	0	17	12	26	8
IN110063	1	0	12	3	26	10
IN110063	2	0	12	3	26	10
IN110063	3	0	17	12	26	8
IN110063	4	1	5	3	18	6
IN110063	5	0	5	3	18	6
IN110064	0	0	17	9	25	8
IN110064	2	0	17	88	88	88
IN110064	3	0	1	10	25	8
IN110064	4	0	1	10	20	8
IN110064	5	0	17	9	25	8
IN110065	0	0	17	9	24	7
IN110065	1	0	5	8	15	8
IN110065	2	0	15	12	26	4
IN110065	28	0	17	9	25	7
IN110066	0	0	17	9	25	7
IN110066	1	0	17	88	88	88
IN110066	2	0	12	6	20	7
IN110066	3	0	5	5	20	6
IN110066	28	0	17	9	25	7
IN110067	0	0	17	9	25	8
IN110067	1	5	17	88	88	88
IN110067	2	0	10	10	26	5
IN110067	3	0	10	11	27	6
IN110067	4	0	10	11	27	8
IN110067	5	0	10	11	27	9
IN110067	6	0	17	9	25	8
IN110067	28	0	17	9	25	8
IN110068	0	0	17	9	24	8
IN110068	3	0	5	7	27	9
IN110068	4	0	5	12	26	10
IN110068	5	0	17	9	24	8
IN110068	6	0	17	9	24	8
IN110069	0	0	17	9	20	7
IN110069	1	0	17	88	88	88
IN110069	2	0	12	4	25	10
IN110069	3	0	5	8	15	8
IN110069	4	0	17	9	22	8
IN110069	5	0	17	9	20	7
IN110070	0	0	17	9	25	8
IN110070	1	0	17	88	88	88
IN110070	2	0	4	7	20	4
IN110070	3	0	1	8	20	5
IN110070	4	0	1	9	25	8
IN110070	5	0	1	8	23	8
IN110070	6	0	1	7	20	8
IN110070	7	0	17	9	25	8
IN110070	8	0	17	9	25	6
IN110070	9	0	15	12	30	4
IN110070	10	0	17	88	88	88
IN110071	0	0	17	9	25	7
IN110071	2	0	12	8	20	6
IN110071	3	0	15	11	25	6
IN110071	4	0	17	9	25	7
IN110071	28	0	17	9	25	7
IN110072	0	0	17	9	24	7
IN110072	1	0	13	12	25	10
IN110072	2	0	15	12	25	4
IN110072	3	0	12	12	20	9
IN110072	4	0	5	12	10	8
IN110072	5	0	12	10	15	10
IN110072	6	0	12	10	15	10
IN110072	7	0	5	12	10	8
IN110072	28	0	17	9	24	7
IN110073	0	0	17	10	25	8
IN110073	2	0	15	5	15	3
IN110073	3	0	13	12	25	8
IN110073	4	0	9	8	20	8
IN110073	5	0	1	6	25	8
IN110073	6	0	13	12	25	8
IN110073	7	0	17	10	25	8
IN110073	8	0	17	10	25	8
IN110073	9	0	17	10	25	6
IN110073	10	0	17	10	25	6
IN110073	11	0	17	10	25	6
IN110073	12	0	15	10	20	4
IN110073	13	0	17	88	88	88
IN110073	14	0	17	88	88	88
IN110074	0	0	17	9	24	9
IN110074	2	0	17	88	88	88
IN110074	3	0	1	5	26	10
IN110074	4	0	1	5	18	8
IN110074	5	0	17	9	24	9
IN110075	0	0	17	9	25	6
IN110075	1	0	17	88	88	88
IN110075	2	0	17	88	88	88
IN110075	3	0	15	12	30	2
IN110075	4	1	9	12	15	7
IN110075	5	0	5	6	25	8
IN110075	6	0	12	12	15	7
IN110075	7	0	5	7	20	8
IN110075	8	0	1	7	20	6
IN110075	10	0	1	6	15	8
IN110075	11	0	17	9	25	6
IN110075	12	0	17	9	25	6
IN110075	13	0	17	9	25	6
IN110075	14	0	17	88	88	88
IN110075	15	0	17	88	88	88
IN110075	28	0	17	9	25	6
IN110076	0	4	17	9	24	9
IN110076	1	0	12	12	25	10
IN110076	2	0	12	12	25	10
IN110076	28	0	17	9	24	9
IN110077	0	0	17	9	25	7
IN110077	1	0	17	88	88	88
IN110077	2	0	17	88	88	88
IN110077	3	0	1	8	20	6
IN110077	4	0	15	11	25	6
IN110077	5	0	17	9	25	7
IN110077	6	0	17	9	25	7
IN110077	28	0	17	9	25	7
IN110078	0	0	17	9	26	8
IN110078	2	0	13	12	30	8
IN110078	3	0	5	7	26	9
IN110078	5	0	5	7	26	9
IN110078	8	0	17	9	26	8
IN110079	0	0	17	9	25	7
IN110079	1	0	17	88	88	88
IN110079	2	0	5	6	20	6
IN110079	3	0	5	6	15	6
IN110079	4	0	17	9	25	7
IN110080	0	0	17	9	22	7
IN110080	1	0	12	4	20	9
IN110080	2	0	12	4	20	9
IN110080	28	0	17	9	24	8
IN110081	0	0	17	9	22	7
IN110081	1	0	15	10	20	3
IN110081	2	0	5	6	20	9
IN110081	3	0	5	7	22	8
IN110081	4	0	17	9	20	7
IN110081	5	0	17	88	88	88
IN110082	0	0	17	9	25	6
IN110082	1	0	12	8	25	8
IN110082	2	0	5	9	20	8
IN110082	3	0	17	88	88	88
IN110083	0	0	17	9	26	8
IN110083	2	0	1	8	25	9
IN110083	3	0	11	8	25	9
IN110083	4	0	17	9	26	8
IN110084	0	0	17	9	25	8
IN110084	1	0	12	11	25	9
IN110084	2	0	12	11	20	6
IN110084	3	0	17	9	25	8
IN110085	0	0	17	9	26	7
IN110085	3	0	9	12	30	24
IN110085	4	0	15	12	30	9
IN110085	7	0	17	9	30	7
IN110086	0	0	17	9	24	8
IN110086	1	0	17	88	88	88
IN110086	2	0	17	88	88	88
IN110086	5	0	1	4	26	7
IN110086	6	0	15	12	25	8
IN110086	7	0	9	12	15	9
IN110086	8	0	15	12	22	6
IN110086	9	2	9	12	20	9
IN110086	10	0	1	5	23	9
IN110086	13	0	17	9	24	7
IN110087	0	1	17	9	26	8
IN110087	3	1	12	4	28	10
IN110087	4	1	5	3	20	6
IN110087	28	1	17	9	26	8
IN110087	29	1	17	9	26	8
IN110088	0	0	17	9	22	7
IN110088	1	0	17	88	88	88
IN110088	2	0	12	10	20	8
IN110088	3	0	12	10	15	8
IN110088	28	0	17	9	24	8
IN110089	0	0	17	9	25	7
IN110089	1	0	1	6	15	9
IN110089	2	0	15	12	26	4
IN110089	3	0	12	10	15	8
IN110089	4	0	12	10	10	8
IN110089	5	1	13	12	25	8
IN110089	6	0	13	12	25	8
IN110089	7	0	17	9	24	7
IN110089	8	0	17	9	25	7
IN110089	9	0	15	12	23	4
IN110089	10	0	17	88	88	88
IN110089	28	5	17	88	88	88
IN110090	0	0	17	9	24	7
IN110090	1	0	4	12	28	10
IN110090	2	0	15	12	30	8
IN110090	3	0	15	10	18	6
IN110090	28	0	17	9	24	7
IN110091	0	1	17	9	30	9
IN110091	1	1	12	7	20	8
IN110091	2	1	5	6	25	6
IN110091	3	1	5	6	25	6
IN110091	4	1	17	9	30	9
IN110092	0	0	17	9	24	8
IN110092	3	0	9	12	25	10
IN110092	4	0	15	12	30	10
IN110092	28	0	17	9	24	8
IN110093	0	0	17	9	23	7
IN110093	1	0	5	6	20	8
IN110093	2	0	5	6	25	8
IN110093	28	4	17	9	22	7
IN110094	0	0	17	9	26	8
IN110094	1	0	1	8	20	6
IN110094	2	0	1	8	20	6
IN110094	3	0	15	12	25	6
IN110094	4	0	17	88	88	88
IN110094	5	0	17	88	88	88
IN110094	28	0	17	9	26	8
IN110094	29	0	17	9	26	8
IN110095	0	0	17	9	25	7
IN110095	1	0	13	12	25	7
IN110095	2	0	15	11	25	6
IN110095	3	0	13	10	25	7
IN110095	4	0	15	11	25	6
IN110095	28	0	17	9	25	7
IN110096	0	0	17	9	24	8
IN110096	2	0	13	12	24	8
IN110096	3	0	15	12	28	10
IN110096	28	0	17	9	24	8
IN110097	0	0	17	10	25	7
IN110097	1	0	17	88	88	88
IN110097	2	0	1	6	25	6
IN110097	3	0	1	6	25	6
IN110097	4	0	5	5	20	6
IN110097	5	0	1	5	20	6
IN110097	6	0	12	10	20	6
IN110097	7	0	15	10	25	6
IN110097	8	0	15	10	25	6
IN110097	9	0	4	11	25	7
IN110097	10	0	17	10	25	7
IN110097	11	0	17	10	25	7
IN110097	12	0	15	10	20	6
IN110097	13	0	17	10	25	6
IN110097	14	0	17	88	88	88
IN110097	28	0	17	10	25	7
IN110097	29	0	15	10	25	6
IN110097	30	0	17	88	88	88
IN110097	31	0	17	88	88	88
IN110098	0	0	17	9	25	6
IN110098	1	0	12	10	20	8
IN110098	2	0	10	12	23	8
IN110099	0	0	17	9	25	8
IN110099	1	0	9	10	24	8
IN110099	2	0	12	10	24	8
IN110099	3	0	12	10	24	8
IN110099	4	0	17	9	25	8
IN110100	0	0	17	9	25	8
IN110100	2	0	1	7	25	8
IN110100	3	0	5	7	25	8
IN110100	4	0	17	9	25	8
IN110100	5	0	17	88	88	88
IN110102	0	0	17	9	25	6
IN110102	1	0	5	9	20	8
IN110102	2	0	5	8	20	8
IN110102	3	0	17	9	25	8
IN110103	0	1	17	9	24	9
IN110103	1	1	12	12	23	7
IN110103	2	1	5	 	26	6
IN110103	28	1	17	9	24	9
IN110104	0	1	17	9	24	9
IN110104	3	1	11	8	30	7
IN110104	4	1	15	9	30	8
IN110104	8	1	17	88	88	88
IN110104	28	1	17	9	24	9
IN110104	29	1	17	88	88	88
IN110104	30	1	17	88	88	88
IN120001	0	0	17	9	25	8
IN120001	1	0	5	10	20	9
IN120001	2	0	5	10	25	9
IN120001	3	0	17	9	25	8
IN120002	0	0	17	9	25	6
IN120002	1	0	12	7	25	8
IN120002	2	0	5	8	25	8
IN120002	3	0	17	9	25	6
IN120003	0	0	17	9	25	7
IN120003	1	0	1	10	25	6
IN120003	2	0	5	10	20	6
IN120003	3	0	17	9	25	7
IN120004	0	0	17	9	25	8
IN120004	1	0	9	7	26	10
IN120004	2	0	5	10	20	9
IN120004	3	0	17	9	25	8
IN120005	0	0	17	9	23	7
IN120005	1	0	17	88	88	88
IN120005	2	0	5	9	20	8
IN120005	3	0	5	10	25	8
IN120005	4	0	17	9	20	7
IN120006	0	0	17	9	25	7
IN120006	2	0	5	6	12	9
IN120006	3	0	4	12	25	15
IN120006	4	0	15	12	20	6
IN120006	5	0	17	9	24	7
IN120006	6	0	17	9	24	7
IN120006	7	0	17	88	88	88
IN120007	0	0	17	9	24	7
IN120007	4	0	15	12	20	5
IN120007	7	0	5	6	15	10
IN120007	8	0	5	6	12	9
IN120007	9	0	5	6	15	8
IN120007	10	0	5	6	10	9
IN120007	11	0	17	88	88	88
IN120008	0	0	17	9	25	8
IN120008	3	0	1	6	29	9
IN120008	4	0	5	7	25	9
IN120008	5	0	17	9	25	8
IN120009	0	0	17	9	25	8
IN120009	1	0	15	12	20	3
IN120009	2	0	9	12	25	10
IN120009	3	0	5	9	26	8
IN120009	4	0	17	9	25	8
IN120010	0	0	17	9	25	7
IN120010	2	0	9	8	20	7
IN120010	3	0	5	6	20	6
IN120010	4	0	17	9	25	7
IN120011	0	0	17	9	25	8
IN120011	4	0	1	6	17	9
IN120011	6	0	9	10	26	9
IN120012	0	0	17	9	25	8
IN120012	4	0	1	10	26	10
IN120012	6	0	5	7	20	9
IN120012	28	0	17	9	25	8
IN120013	0	0	17	9	25	7
IN120013	2	0	1	10	25	6
IN120013	3	0	5	5	25	6
IN120013	4	0	17	9	25	7
IN120014	0	0	17	9	25	8
IN120014	2	0	1	6	20	4
IN120014	3	0	1	7	15	5
IN120014	4	0	1	8	20	5
IN120014	5	0	1	6	25	6
IN120014	6	0	7	9	25	8
IN120015	0	0	17	9	22	8
IN120015	5	0	10	12	20	10
IN120015	6	0	15	12	25	7
IN120015	7	0	17	9	23	8
IN120015	8	0	17	9	22	8
IN120015	9	0	17	9	24	8
IN120016	0	0	17	9	23	7
IN120016	1	0	12	12	20	8
IN120016	2	0	5	12	15	8
IN120016	3	0	17	9	20	7
IN120017	0	0	17	9	25	7
IN120017	1	0	10	11	25	8
IN120017	2	0	5	10	20	6
IN120017	3	0	17	9	25	7
IN120018	0	0	17	9	25	7
IN120018	3	0	5	10	20	6
IN120018	4	0	5	6	20	6
IN120018	7	0	17	9	25	7
IN120019	0	0	17	9	25	6
IN120019	1	0	5	8	25	8
IN120019	2	1	5	7	23	8
IN120019	3	0	17	88	88	88
IN120019	4	0	17	88	88	88
IN120020	0	0	17	9	25	7
IN120020	1	0	4	6	25	6
IN120020	2	0	4	6	25	5
IN120020	3	0	1	10	25	6
IN120020	4	0	15	10	25	6
IN120020	5	0	17	9	25	7
IN120020	6	0	17	9	25	7
IN120021	0	0	17	9	25	6
IN120021	1	0	15	12	20	2
IN120021	2	0	13	12	15	24
IN120021	3	0	5	7	25	8
IN120021	5	0	17	9	25	8
IN120022	0	0	17	9	25	8
IN120022	1	0	10	10	25	8
IN120022	2	0	15	12	30	6
IN120022	3	0	17	9	25	8
IN120023	0	0	17	9	24	7
IN120023	3	0	1	8	20	8
IN120023	4	0	1	7	24	8
IN120023	5	0	17	9	20	7
IN120024	0	0	17	9	22	8
IN120024	1	0	13	9	25	8
IN120024	2	0	10	12	20	9
IN120024	3	0	17	9	20	8
IN120025	0	0	17	9	25	7
IN120025	1	0	17	88	88	88
IN120025	2	0	12	7	15	10
IN120025	3	0	5	8	14	7
IN120025	4	0	17	88	88	88
IN120026	0	0	17	9	25	8
IN120026	3	0	10	10	28	10
IN120026	4	0	10	12	20	6
IN120026	28	0	17	9	25	8
IN120027	0	0	17	9	22	7
IN120027	1	0	1	8	20	8
IN120027	2	0	5	7	25	8
IN120028	0	0	17	9	24	7
IN120028	1	0	17	88	88	88
IN120028	2	0	5	5	20	8
IN120028	3	0	5	7	22	8
IN120028	4	0	5	8	20	8
IN120028	5	0	17	9	22	7
IN120029	0	0	17	9	24	7
IN120029	1	0	17	88	88	88
IN120029	2	1	17	88	88	88
IN120029	3	0	10	12	20	9
IN120029	4	0	88	88	88	88
IN120029	5	0	15	12	25	6
IN120029	6	0	15	12	20	4
IN120029	7	4	17	88	88	88
IN120029	8	0	17	9	24	7
IN120030	0	0	17	9	25	8
IN120030	1	0	12	10	24	9
IN120030	2	0	5	4	20	9
IN120030	4	0	17	9	25	8
IN120031	0	0	17	9	25	8
IN120031	2	0	10	8	27	10
IN120031	3	0	15	12	30	6
IN120031	4	0	17	9	25	8
IN120032	0	0	17	9	25	9
IN120032	1	0	10	12	20	6
IN120032	2	0	15	12	30	4
IN120032	3	0	17	9	25	8
IN120032	28	0	17	9	25	8
IN120033	0	0	17	9	24	7
IN120033	1	0	1	5	20	8
IN120033	2	0	1	7	22	9
IN120033	3	0	11	6	20	8
IN120033	4	0	4	12	23	9
IN120033	5	0	5	8	20	8
IN120033	6	0	5	8	22	8
IN120033	7	0	17	9	24	7
IN120033	8	0	17	9	22	7
IN120034	0	0	17	9	25	7
IN120034	1	0	12	10	25	7
IN120034	2	0	15	11	25	6
IN120034	6	0	5	10	15	7
IN120034	7	0	17	9	25	7
IN120034	8	0	17	9	25	7
IN120035	0	0	17	9	25	8
IN120035	5	0	10	12	30	8
IN120035	7	0	1	6	20	6
IN120035	8	0	17	9	25	8
