CHILDID	PLOTID	LAREAR3	LUNITR3	LOWNR3	LUSER3	COLLATR3	TRANSR3	LNDCRTR3	SEECRTR3
ET171026	4	2	4	1	5	0	3	2	88
ET171026	5	3	4	4	5	0	0	77	88
ET171027	1	101.75	17	1	1	1	1	1	88
ET171028	1	1	4	1	1	1	1	2	88
ET171028	2	2	4	1	5	1	3	2	88
ET171028	3	3	4	1	5	1	3	2	88
ET171028	4	1	4	1	5	1	3	2	88
ET171028	5	3	4	4	5	0	0	77	88
ET171028	6	2	4	4	5	0	0	77	88
ET171028	7	1	4	4	5	0	0	77	88
ET171028	8	1	4	4	5	0	0	77	88
ET171029	1	1	4	1	1	1	1	2	88
ET171029	2	2	4	1	5	1	1	2	88
ET171029	3	1.5	4	1	5	1	1	2	88
ET171029	4	2	4	1	5	1	1	2	88
ET171029	5	1	4	4	5	0	0	77	88
ET171029	6	1	4	1	5	1	1	2	88
ET171030	1	900	17	1	2	0	1	2	88
ET171030	2	3	4	1	5	0	3	2	88
ET171030	3	3	4	1	5	0	3	2	88
ET171030	4	1	4	1	5	0	3	2	88
ET171030	5	1.5	4	1	5	0	3	2	88
ET171030	6	2	4	1	5	0	3	2	88
ET171030	7	100	17	1	10	0	3	2	88
ET171030	8	100	17	1	10	0	3	2	88
ET171031	1	1	4	1	2	0	0	2	88
ET171031	2	2	4	1	5	0	0	2	88
ET171031	3	2	4	1	5	0	0	2	88
ET171031	4	1.5	4	1	5	0	0	2	88
ET171031	5	1	4	1	5	0	0	2	88
ET171031	6	2	4	4	5	0	0	2	88
ET171031	7	1	4	1	5	0	0	2	88
ET171032	1	.25	4	1	1	1	0	2	88
ET171032	2	2	4	1	2	1	1	2	88
ET171032	3	3	4	1	5	1	2	2	88
ET171032	4	3	4	1	5	1	2	2	88
ET171032	5	2	4	1	5	1	2	2	88
ET171032	6	.25	4	1	5	1	2	2	88
ET171032	7	5	4	4	5	0	0	77	88
ET171033	1	.5	4	1	1	1	1	2	88
ET171033	2	2	4	1	5	1	1	2	88
ET171033	3	2	4	1	5	1	1	2	88
ET171033	4	1	4	1	5	1	1	2	88
ET171034	1	400	17	1	1	0	1	2	88
ET171034	2	2	4	1	10	0	1	2	88
ET171034	3	2	4	1	10	0	1	2	88
ET171034	4	1	4	1	10	0	1	2	88
ET171035	1	1	4	1	1	0	1	2	88
ET171035	2	3	4	1	5	0	1	2	88
ET171035	3	4	4	1	5	0	1	2	88
ET171035	4	2	4	1	5	0	1	2	88
ET171037	1	1	4	1	2	0	1	2	88
ET171037	2	3	4	1	5	0	1	2	88
ET171037	3	2	4	1	5	0	1	2	88
ET171037	4	1	4	1	5	0	1	2	88
ET171038	1	400	17	1	1	0	1	2	88
ET171038	2	2	4	1	5	0	0	2	88
ET171038	3	2	4	1	5	0	0	2	88
ET171038	4	2	4	1	5	0	0	2	88
ET171039	1	400	17	1	2	0	1	2	88
ET171039	2	2	4	1	5	0	3	2	88
ET171039	3	1.5	4	1	5	0	3	2	88
ET171039	4	1.5	4	1	5	0	3	2	88
ET171040	1	.5	4	1	2	1	1	2	88
ET171040	2	2	4	1	5	1	3	2	88
ET171040	3	3	4	1	5	1	3	2	88
ET171041	1	.5	4	1	1	1	1	2	88
ET171041	2	1	4	1	10	1	1	2	88
ET171041	3	1	4	1	10	1	1	2	88
ET171042	1	.5	4	1	1	1	1	2	88
ET171042	2	3	4	1	5	1	1	2	88
ET171042	3	2	4	1	5	1	1	2	88
ET171042	4	2	4	1	5	1	1	2	88
ET171043	1	.5	4	1	1	0	1	2	88
ET171043	2	1	4	1	5	0	0	2	88
ET171043	3	4	4	1	5	0	0	2	88
ET171043	4	3	4	1	5	0	0	2	88
ET171043	5	2	4	1	5	0	0	2	88
ET171044	1	900	17	1	2	0	1	2	88
ET171044	2	3	4	1	5	0	3	2	88
ET171044	3	3	4	1	5	0	3	2	88
ET171044	4	1	4	1	5	0	3	2	88
ET171044	5	1.5	4	1	5	0	3	2	88
ET171044	6	2	4	1	5	0	3	2	88
ET171044	7	100	17	1	10	0	3	2	88
ET171044	8	100	17	1	10	0	3	2	88
ET171045	1	1	4	1	2	0	1	2	88
ET171045	2	2	4	1	5	0	1	2	88
ET171045	3	2	4	1	5	0	1	2	88
ET171045	4	2	4	1	5	0	1	2	88
ET171045	5	1	4	4	5	0	0	77	88
ET171046	1	.05	4	1	2	1	1	2	88
ET171046	2	2	4	1	5	1	2	2	88
ET171046	3	1	4	1	5	1	2	2	88
ET171046	4	2	4	1	10	1	2	2	88
ET171046	5	1	4	1	10	1	2	2	88
ET171047	1	1.25	4	1	1	1	1	2	88
ET171047	2	1.5	4	1	5	1	1	2	88
ET171047	3	1.5	4	1	5	1	1	2	88
ET171047	4	1.5	4	1	5	1	1	2	88
ET171047	5	1	4	4	5	0	0	77	88
ET171047	6	2	4	4	5	0	0	77	88
ET171047	7	1	4	4	5	0	0	77	88
ET171048	1	1	4	1	1	1	1	2	88
ET171048	2	2	4	1	5	1	1	2	88
ET171048	3	1	4	1	5	1	1	2	88
ET171048	4	.5	4	1	11	1	1	2	88
ET171049	1	.25	4	2	2	1	1	2	88
ET171049	2	2	4	1	5	1	3	2	88
ET171049	3	2	4	1	5	1	3	2	88
ET171049	4	3	4	1	5	1	3	2	88
ET171049	5	.25	4	4	5	0	0	77	88
ET171049	6	2	4	4	5	0	0	77	88
ET171049	7	2	4	4	5	0	0	77	88
ET171049	8	2	4	4	5	0	0	77	88
ET171050	1	1	4	1	2	0	1	2	88
ET171050	2	3	4	1	10	0	0	2	88
ET171050	3	2	4	1	10	0	0	2	88
ET171050	4	1	4	1	10	0	0	2	88
ET181001	1	.12	4	1	1	1	1	2	88
ET181001	2	1	4	1	5	1	1	2	88
ET181001	3	.5	4	1	5	1	1	2	88
ET181001	4	.12	4	1	5	1	1	2	88
ET181002	1	300	17	1	1	1	1	2	88
ET181002	2	1	4	1	5	0	2	2	88
ET181002	3	1	4	1	5	0	2	2	88
ET181002	4	2	4	1	5	0	2	2	88
ET181002	5	.25	4	1	5	0	2	2	88
ET181002	6	.25	4	1	13	0	2	2	88
ET181003	1	140	17	1	1	1	1	2	88
ET181003	2	.5	4	1	5	1	1	2	88
ET181003	3	1	4	1	5	1	1	2	88
ET181003	4	.5	4	1	5	1	1	2	88
ET181003	5	1	4	1	5	1	1	2	88
ET181003	6	.25	4	1	5	1	1	2	88
ET181003	7	12	17	1	13	1	1	2	88
ET181003	8	15	3	1	5	1	1	2	88
ET181004	1	.12	4	1	1	1	0	2	88
ET181004	2	.5	4	1	11	1	1	2	88
ET181004	3	.75	4	1	5	1	1	2	88
ET181004	4	.75	4	1	5	1	1	2	88
ET181005	1	150	17	1	1	1	1	2	88
ET181005	2	1	4	1	5	1	1	2	88
ET181005	3	1	4	1	5	1	1	2	88
ET181005	4	.5	4	1	5	1	1	2	88
ET181005	5	1	4	1	5	1	1	2	88
ET181005	6	12	17	1	13	0	0	2	88
ET181005	7	100	17	1	20	1	1	2	88
ET181006	1	400	17	1	1	0	1	2	88
ET181006	2	1.5	4	1	5	0	2	2	88
ET181006	3	1	4	1	5	0	2	2	88
ET181006	4	.25	4	1	5	0	1	2	88
ET181006	5	400	17	1	13	0	2	2	88
ET181007	1	400	17	1	1	1	1	2	88
ET181007	2	1	4	1	5	1	1	2	88
ET181007	3	1	4	1	5	1	1	2	88
ET181007	4	1.5	4	1	5	1	1	2	88
ET181007	5	.5	4	1	5	1	1	2	88
ET181007	6	30	17	1	5	1	1	2	88
ET181007	7	150	17	1	13	1	1	2	88
ET181008	1	.25	4	1	1	0	1	2	88
ET181008	2	400	17	1	5	0	1	2	88
ET181008	3	1.5	4	1	5	0	1	2	88
ET181008	4	.5	4	1	5	0	1	2	88
ET181008	5	.5	4	1	11	0	1	2	88
ET181008	6	1	4	1	5	0	1	2	88
ET181008	7	.45	17	1	13	0	1	2	88
ET181008	8	.25	4	1	13	0	1	2	88
ET181009	1	100	17	1	1	0	1	2	88
ET181009	2	1	4	1	5	0	1	2	88
ET181009	3	1	4	1	5	0	1	2	88
ET181009	4	1	4	1	5	0	1	2	88
ET181009	5	1	4	4	5	0	0	2	88
ET181009	6	.5	4	1	13	0	1	2	88
ET181010	1	400	17	1	1	1	1	2	88
ET181010	2	200	17	1	5	1	1	2	88
ET181010	3	100	17	1	20	1	1	2	88
ET181010	4	.5	4	1	13	1	1	2	88
ET181010	5	1.5	4	1	5	1	1	2	88
ET181010	6	1	4	1	5	1	1	2	88
ET181011	1	.25	4	1	1	0	1	2	88
ET181011	2	1	4	1	5	0	1	2	88
ET181011	3	1	4	1	5	0	1	2	88
ET181011	4	1	4	1	5	0	1	2	88
ET181011	5	.5	4	1	5	0	1	2	88
ET181011	6	.25	4	1	5	0	1	2	88
ET181011	7	.25	4	1	13	0	1	2	88
ET181012	1	300	17	1	1	0	2	2	88
ET181012	2	2	4	1	5	0	2	2	88
ET181012	3	2	4	1	5	0	2	2	88
ET181012	4	2	4	4	5	0	0	2	88
ET181012	5	2	4	4	5	0	0	2	88
ET181012	6	.125	4	1	5	0	2	2	88
ET181012	7	1000	17	1	13	0	2	2	88
ET181012	8	1	4	1	7	0	2	2	88
ET181012	9	1	4	4	7	0	0	2	88
ET181013	1	.25	4	1	1	0	1	2	88
ET181013	2	1	4	1	5	0	1	2	88
ET181013	3	1	4	1	5	0	1	2	88
ET181013	4	.5	4	1	5	0	1	2	88
ET181013	5	.5	4	1	5	0	1	2	88
ET181013	6	.25	4	1	5	0	1	2	88
ET181013	7	.25	4	1	13	0	1	2	88
ET181014	1	.25	4	1	1	1	3	2	88
ET181014	2	.5	4	1	5	1	3	2	88
ET181014	3	.5	4	1	5	1	3	2	88
ET181014	4	.5	4	1	5	1	3	2	88
ET181014	5	1	4	1	11	1	3	2	88
ET181014	6	.5	4	1	5	1	3	2	88
ET181014	7	.5	4	4	5	0	0	2	88
ET181014	8	.25	4	1	13	1	3	2	88
ET181015	1	1	4	1	1	1	1	2	88
ET181015	2	.12	4	1	5	1	1	2	88
ET181015	3	1	4	1	5	1	1	2	88
ET181015	4	1	4	1	5	1	1	2	88
ET181015	5	1	4	4	5	0	0	2	88
ET181015	6	.12	4	1	13	1	1	2	88
ET181016	1	300	17	1	1	1	1	2	88
ET181016	2	.5	4	1	5	1	1	2	88
ET181016	3	.5	4	1	5	1	1	2	88
ET181016	4	.5	4	1	5	1	1	2	88
ET181016	5	.5	4	1	5	1	1	2	88
ET181016	6	15	17	1	5	1	1	2	88
ET181016	7	2	4	1	13	1	1	2	88
ET181016	8	.5	4	1	20	1	1	2	88
ET181017	1	200	17	1	1	0	1	2	88
ET181017	2	1	4	1	5	1	1	2	88
ET181017	3	1	4	1	5	1	1	2	88
ET181017	4	1	4	1	5	1	1	2	88
ET181017	5	1	4	1	10	1	1	2	88
ET181017	6	.12	4	1	5	0	1	2	88
ET181017	7	.12	4	1	13	0	1	2	88
ET181018	1	.25	4	1	1	0	1	2	88
ET181018	2	.25	4	1	5	0	2	2	88
ET181018	3	.25	4	1	20	0	2	2	88
ET181018	4	.5	4	1	5	0	2	2	88
ET181018	5	.25	4	1	5	0	2	2	88
ET181018	6	.25	4	1	5	0	2	2	88
ET181018	7	1.5	4	1	5	0	2	2	88
ET181018	8	300	17	1	13	0	2	2	88
ET181019	1	.25	4	1	1	1	3	2	88
ET181019	2	.125	4	1	5	1	3	2	88
ET181019	3	1	4	1	5	1	3	2	88
ET181019	4	1	4	1	5	1	3	2	88
ET181019	5	1	4	1	5	1	3	2	88
ET181019	6	.12	4	1	13	1	3	2	88
ET181020	1	.5	4	1	5	0	2	2	88
ET181020	2	1	4	1	5	0	2	2	88
ET181020	3	12	17	2	3	0	0	2	88
ET181021	1	.12	4	1	1	1	1	2	88
ET181021	2	.12	4	1	5	1	1	2	88
ET181021	3	2	4	1	5	1	1	2	88
ET181021	4	1	4	1	5	1	1	2	88
ET181021	5	1	4	4	5	0	0	88	88
ET181021	6	.12	4	1	13	1	1	2	88
ET181022	1	.25	4	1	1	0	2	2	88
ET181022	2	.12	4	1	5	0	2	2	88
ET181022	3	.12	4	1	20	0	2	2	88
ET181022	4	2	4	1	5	0	2	2	88
ET181022	5	1	4	1	5	0	2	2	88
ET181022	6	.5	4	1	5	0	2	2	88
ET181022	7	.5	17	1	13	0	2	2	88
ET181023	1	250	17	1	1	1	1	2	88
ET181023	2	.5	4	1	5	1	1	2	88
ET181023	3	.5	4	1	5	1	1	2	88
ET181023	4	1	4	1	5	1	1	2	88
ET181023	5	.5	4	1	5	1	1	2	88
ET181023	6	.5	4	1	5	1	1	2	88
ET181023	7	.5	4	1	5	1	1	2	88
ET181023	8	.5	4	1	13	1	1	2	88
ET181024	1	.25	4	1	1	0	2	2	88
ET181024	2	.25	4	1	5	0	2	2	88
ET181024	3	1.5	4	1	5	0	2	2	88
ET181024	4	1.5	4	1	5	0	2	2	88
ET181024	5	.5	4	1	5	0	2	2	88
ET181024	6	2	4	1	5	0	2	2	88
ET181024	7	.25	4	1	20	0	2	2	88
ET181024	8	1.5	4	4	5	0	2	2	88
ET181025	1	.125	4	1	1	1	3	2	88
ET181025	2	.125	4	1	5	1	3	2	88
ET181025	3	1	4	1	5	1	3	2	88
ET181025	4	1	4	1	5	1	3	2	88
ET181025	5	.25	4	1	5	1	3	2	88
ET181025	6	1	4	4	5	0	0	77	88
ET181025	7	1	4	4	5	0	0	77	88
ET181025	8	1	20	1	13	1	3	2	88
ET181026	1	100	17	1	1	1	1	2	88
ET181026	2	1	4	1	5	1	1	2	88
ET181026	3	1	4	1	5	1	1	2	88
ET181026	4	.5	4	1	5	1	1	2	88
ET181026	5	.5	4	1	5	1	1	2	88
ET181026	6	100	17	1	20	1	1	2	88
ET181027	1	56	17	1	1	1	1	2	88
ET181027	2	.5	4	1	5	1	1	2	88
ET181027	3	1	4	1	5	1	1	2	88
ET181027	4	100	17	1	13	1	1	2	88
ET181028	1	.5	4	1	1	0	2	2	88
ET181028	2	.25	4	1	5	0	2	2	88
ET181028	3	.25	4	1	20	0	2	2	88
ET181029	1	400	17	1	1	0	1	2	88
ET181029	2	100	17	1	5	0	1	2	88
ET181029	3	.5	4	1	5	1	1	2	88
ET181029	4	.5	4	1	5	1	1	2	88
ET181029	5	.5	4	1	5	1	1	2	88
ET181029	6	1	4	1	5	1	1	2	88
ET181029	7	1	4	1	11	1	1	2	88
ET181029	8	1	4	1	13	1	1	2	88
ET181029	9	1	4	4	5	0	0	2	88
ET181029	10	1	4	4	5	0	0	2	88
ET181030	1	250	17	1	1	0	1	2	88
ET181030	2	.25	4	1	20	0	1	2	88
ET181030	3	.25	4	1	5	1	1	2	88
ET181030	4	1	4	1	5	1	1	2	88
ET181030	5	.5	4	1	5	1	1	2	88
ET181030	6	.12	4	1	13	1	1	2	88
ET181031	1	.25	4	1	1	0	1	2	88
ET181031	2	.25	4	1	5	0	1	2	88
ET181031	3	1.25	4	1	5	0	1	2	88
ET181031	4	1	4	1	11	0	1	2	88
ET181031	5	2	4	1	5	0	1	2	88
ET181031	6	.25	4	1	13	0	1	2	88
ET181031	7	.25	4	1	13	0	1	2	88
ET181031	8	1	4	1	5	0	1	2	88
ET181032	1	200	17	1	1	0	1	2	88
ET181032	2	1	4	1	5	1	1	2	88
ET181032	3	.12	4	1	13	1	1	2	88
ET181033	1	.25	4	1	1	0	2	2	88
ET181033	2	.25	4	1	5	0	2	2	88
ET181033	3	.25	4	1	5	0	2	2	88
ET181033	4	.25	4	1	5	0	2	2	88
ET181033	5	1	4	1	5	0	2	2	88
ET181033	6	.25	4	1	20	0	0	2	88
ET181034	1	400	17	1	1	1	1	2	88
ET181034	2	1	4	1	5	0	2	2	88
ET181034	3	3	4	1	5	0	2	2	88
ET181034	4	2	4	1	5	0	2	2	88
ET181034	5	50	17	1	13	0	0	2	88
ET181034	6	.25	4	1	5	1	2	2	88
ET181035	1	500	17	5	1	0	0	2	88
ET181035	2	.25	4	1	5	1	1	2	88
ET181035	3	1	4	1	5	1	1	2	88
ET181035	4	2	4	4	5	0	0	2	88
ET181035	5	400	17	1	20	1	1	2	88
ET181035	6	.5	4	1	13	1	1	2	88
ET181035	7	.12	4	1	5	1	1	2	88
ET181036	1	150	17	1	1	1	1	2	88
ET181036	2	2	4	1	5	1	1	2	88
ET181036	3	1	4	1	5	1	1	2	88
ET181036	4	.5	4	1	5	1	1	2	88
ET181036	5	.5	4	1	5	1	1	2	88
ET181036	6	12	17	1	13	1	1	2	88
ET181036	7	60	17	1	20	1	1	2	88
ET181037	1	.25	4	1	1	0	2	2	88
ET181037	2	.12	4	1	5	0	2	2	88
ET181037	3	1	4	1	5	0	2	2	88
ET181037	4	1	4	1	5	0	2	2	88
ET181037	5	1	4	1	5	0	2	2	88
ET181037	6	300	17	1	13	0	2	2	88
ET181038	1	168	17	1	1	1	1	2	88
ET181038	2	1	4	1	5	1	1	2	88
ET181038	3	1	4	1	5	1	1	2	88
ET181038	4	1	4	1	5	1	1	2	88
ET181038	5	.5	4	1	5	1	1	2	88
ET181038	6	40	17	1	5	1	1	2	88
ET181038	7	12	17	1	20	1	1	2	88
ET181038	8	50	17	1	13	1	1	2	88
ET181039	1	.25	4	1	1	1	1	2	88
ET181039	2	.25	4	1	5	1	1	2	88
ET181039	3	1	4	1	5	1	1	2	88
ET181039	4	1	4	1	5	1	1	2	88
ET181039	5	.25	4	1	13	1	1	2	88
ET181040	1	300	17	1	1	1	1	2	88
ET181040	2	2	4	1	5	0	2	2	88
ET181040	3	2	4	1	5	0	2	2	88
ET181040	4	.25	4	1	5	0	2	2	88
ET181040	5	120	17	1	13	0	2	2	88
ET181041	1	100	17	1	1	1	1	2	88
ET181041	2	2	4	1	5	1	1	2	88
ET181041	3	1	4	1	5	1	1	2	88
ET181041	4	1	4	1	5	1	1	2	88
ET181041	5	.12	4	1	13	1	1	2	88
ET181041	6	100	17	1	20	1	1	2	88
ET181041	7	150	17	1	5	1	1	2	88
ET181042	1	400	17	1	1	1	1	2	88
ET181042	2	3	4	1	5	0	2	2	88
ET181042	3	1	4	1	5	0	2	2	88
ET181042	4	.5	4	1	5	0	2	2	88
ET181042	5	2	4	4	5	0	0	2	88
ET181042	6	600	17	1	13	0	2	2	88
ET181042	7	500	17	1	5	0	2	2	88
ET181043	1	400	17	1	1	0	1	2	88
ET181043	2	.25	4	1	5	0	1	2	88
ET181043	3	16	17	1	5	0	1	2	88
ET181043	4	1	4	1	5	1	1	2	88
ET181043	5	1	4	1	5	1	1	2	88
ET181043	6	.12	4	1	13	0	1	2	88
ET181044	1	224	17	1	1	1	1	2	88
ET181044	2	36	17	1	5	1	1	2	88
ET181044	3	.5	4	1	5	1	1	2	88
ET181044	4	.5	4	1	5	1	1	2	88
ET181044	5	.5	4	1	5	1	1	2	88
ET181044	6	1	4	4	5	0	0	2	88
ET181044	7	200	17	1	13	1	1	2	88
ET181045	1	.25	4	1	1	0	2	2	88
ET181045	2	.25	4	1	11	0	2	2	88
ET181045	3	.25	4	1	20	0	2	2	88
ET181045	4	.25	4	1	5	0	2	2	88
ET181045	5	1	4	1	5	0	2	2	88
ET181046	1	224	17	1	1	1	1	2	88
ET181046	2	36	17	1	5	1	1	2	88
ET181046	3	.5	4	1	5	1	1	2	88
ET181046	4	.5	4	1	5	1	1	2	88
ET181046	5	.5	4	1	5	1	1	2	88
ET181046	6	1	4	4	5	0	0	2	88
ET181046	7	200	17	1	13	1	1	2	88
ET181047	1	.25	4	1	1	0	1	2	88
ET181047	2	1	4	1	5	0	1	2	88
ET181047	3	1	4	1	5	0	1	2	88
ET181047	4	1	4	1	5	0	1	2	88
ET181047	5	1	4	1	5	0	1	2	88
ET181047	6	.5	4	1	5	0	2	2	88
ET181047	7	.25	4	1	13	0	2	2	88
ET181048	1	400	17	1	1	1	1	2	88
ET181048	2	200	17	1	5	1	1	2	88
ET181048	3	100	17	1	20	1	1	2	88
ET181048	4	200	17	1	13	1	1	2	88
ET181048	5	1.5	4	1	5	1	1	2	88
ET181048	6	.25	4	1	5	1	1	2	88
ET181049	1	.25	4	1	1	1	1	2	88
ET181049	2	.12	4	1	20	1	1	2	88
ET181049	3	.5	4	1	5	1	1	2	88
ET181049	4	.25	4	1	5	1	1	2	88
ET181049	5	.25	4	1	5	1	1	2	88
ET181049	6	.12	4	1	13	1	3	2	88
ET181050	1	500	17	1	1	0	2	2	88
ET181050	2	.12	4	1	20	0	2	2	88
ET181050	3	.12	4	1	5	0	2	2	88
ET181050	4	1	4	1	5	0	2	2	88
ET181050	5	1.5	4	1	5	0	2	2	88
ET181050	6	1.5	4	1	5	0	2	2	88
ET181050	7	1	4	1	13	0	2	2	88
ET181050	8	2	4	4	5	0	0	2	88
ET181050	9	300	17	1	7	0	2	2	88
ET181050	10	900	17	1	7	0	2	2	88
ET191001	1	200	17	1	3	1	1	1	1
ET191001	2	2	4	1	10	1	1	2	88
ET191001	3	.5	4	1	13	1	1	2	88
ET191002	1	16	17	2	1	0	0	1	2
ET191003	1	32	17	2	1	0	0	77	88
ET191003	2	140	17	1	1	1	1	1	2
ET191004	1	16	17	2	1	0	0	77	88
ET191005	1	20	17	2	1	0	0	77	88
ET191005	2	125	17	1	11	1	1	1	2
ET191005	3	30	17	1	9	1	1	1	2
ET191006	1	250	17	1	1	1	1	1	2
ET191007	1	16	17	2	1	0	0	1	2
ET191008	1	200	17	2	1	0	0	77	88
ET191009	1	12	17	3	1	0	0	77	88
ET191010	1	250	17	1	1	1	1	1	1
ET191010	2	1	4	1	11	0	0	2	88
ET191010	3	1	4	1	10	0	0	2	88
ET191010	4	250	17	1	13	0	0	2	88
ET191011	1	125	17	2	3	0	0	77	88
ET191012	1	200	17	1	1	1	1	2	88
ET191012	2	2	4	1	10	1	1	2	88
ET191012	3	1	4	1	10	1	1	2	88
ET191012	4	.25	4	1	13	1	1	2	88
ET191013	1	40	17	2	3	0	0	77	88
ET191014	1	25	17	2	3	0	0	77	88
ET191014	2	2	4	1	11	1	1	2	88
ET191015	1	400	17	1	1	1	1	2	88
ET191016	1	250	17	1	1	1	1	1	2
ET191017	1	12	17	2	1	0	0	88	88
ET191017	2	1	4	1	10	1	3	2	88
ET191017	3	1	4	1	10	1	3	2	88
ET191017	4	.12	4	1	13	1	3	2	88
ET191018	1	400	17	1	3	1	1	1	1
ET191018	2	.5	4	1	5	1	1	1	1
ET191018	3	.5	4	1	11	1	1	1	1
ET191018	4	.5	4	1	11	1	1	1	1
ET191018	5	.25	4	1	13	1	1	1	1
ET191019	1	250	17	3	1	0	0	77	88
ET191019	2	1	4	1	10	1	1	2	88
ET191019	3	1	4	1	13	1	1	2	88
ET191019	4	30	17	2	8	0	0	77	88
ET191020	1	300	17	1	1	1	1	1	1
ET191020	2	.5	4	1	10	1	1	2	88
ET191020	3	.5	4	1	10	1	1	2	88
ET191020	4	.5	4	1	10	1	1	2	88
ET191021	1	16	17	2	1	0	0	77	88
ET191022	1	300	17	1	3	1	1	1	2
ET191022	2	1	4	1	10	0	0	2	88
ET191022	3	1	4	1	10	0	0	2	88
ET191022	4	.5	4	1	10	0	0	2	88
ET191022	5	200	17	1	13	0	0	2	88
ET191023	1	16	17	2	1	0	0	2	88
ET191023	2	.5	4	1	10	0	0	2	88
ET191024	1	175	17	1	3	0	1	2	88
ET191024	2	200	17	1	11	0	2	2	88
ET191024	3	.25	4	1	20	0	2	2	88
ET191024	4	.25	4	1	13	0	2	2	88
ET191025	1	180	17	1	1	1	1	1	2
ET191025	2	16	17	2	3	0	0	1	2
ET191026	1	12	17	1	3	1	1	1	2
ET191026	2	.5	4	1	10	1	1	2	88
ET191026	3	16	17	1	13	1	1	2	88
ET191027	1	200	17	2	3	0	0	77	88
ET191028	1	300	17	1	1	1	1	1	2
ET191028	2	1	4	1	10	0	1	2	88
ET191029	1	175	17	1	3	1	1	1	1
ET191029	2	1	4	1	5	1	1	2	88
ET191029	3	.5	4	1	13	1	1	2	88
ET191030	1	100	17	2	3	0	0	77	88
ET191031	1	200	17	1	1	1	1	2	88
ET191031	2	2	4	1	10	1	2	2	88
ET191031	3	.12	4	1	13	1	2	2	88
ET191032	1	320	17	2	1	0	0	77	88
ET191033	1	200	17	1	1	1	1	1	2
ET191033	2	1	4	1	10	1	1	2	88
ET191033	3	.12	4	1	13	1	1	2	88
ET191034	1	250	17	1	1	1	1	1	1
ET191034	2	2	4	1	5	0	1	2	88
ET191034	3	2	4	1	5	0	1	2	88
ET191035	1	12	17	2	1	0	0	77	88
ET191036	1	12	17	2	3	0	0	77	88
ET191037	1	91	17	1	1	1	1	2	88
ET191037	2	16	17	2	8	0	0	77	88
ET191037	3	2	4	1	5	0	2	2	88
ET191038	1	300	17	2	1	0	0	77	88
ET191039	1	500	17	1	1	1	1	1	1
ET191040	1	350	17	1	1	1	1	1	2
ET191040	2	1	4	1	11	1	1	2	88
ET191040	3	.12	4	1	13	0	1	2	88
ET191041	1	150	17	1	3	1	1	1	2
ET191041	2	1.5	4	1	5	0	1	2	88
ET191042	1	200	17	1	1	1	1	2	88
ET191042	2	3	4	1	10	1	1	2	88
ET191042	3	.12	4	1	13	1	1	2	88
ET191043	1	500	17	1	1	1	1	1	1
ET191044	1	350	17	1	3	1	1	1	1
ET191045	1	100	17	2	1	0	0	77	88
ET191045	2	2	4	1	10	0	1	2	88
ET191046	1	600	17	1	1	1	1	2	88
ET191046	2	120	17	1	11	1	1	2	88
ET191046	3	1	4	1	11	1	1	2	88
ET191047	1	25	17	2	3	0	0	77	88
ET191048	1	350	17	1	3	1	1	1	1
ET191048	2	.5	4	1	10	1	1	2	88
ET191048	3	.5	4	1	10	1	1	2	88
ET191048	4	.5	4	1	10	1	1	2	88
ET191048	5	150	17	2	8	0	0	77	88
ET191049	1	250	17	1	1	1	1	1	1
ET191049	2	168	17	1	9	1	1	1	1
ET191050	1	375	17	1	1	1	1	1	2
ET191050	2	.5	4	1	10	1	1	2	88
ET191050	3	.5	4	1	10	1	1	2	88
ET191050	4	.5	4	1	10	1	1	2	88
ET191050	5	20	17	2	8	0	0	77	88
ET191051	1	175	17	1	1	1	1	1	2
ET191051	2	9	17	2	8	0	0	2	88
ET191051	3	2	4	1	5	1	2	2	88
ET201001	1	1	4	1	2	1	1	2	88
ET201001	2	1.5	4	1	5	1	3	2	88
ET201001	3	1.5	4	1	5	1	3	2	88
ET201001	4	1.5	4	1	11	1	3	2	88
ET201001	5	1	4	4	5	0	0	77	88
ET201001	6	1	4	4	5	0	0	77	88
ET201001	7	500	17	1	9	1	1	1	88
ET201001	8	450	17	1	9	1	1	1	88
ET201002	1	1	4	1	1	1	1	2	88
ET201002	2	2	4	1	11	0	0	2	88
ET201002	3	1.5	4	1	5	0	0	2	88
ET201002	4	1.5	4	1	5	0	0	2	88
ET201002	5	1	4	1	5	0	0	2	88
ET201002	6	1	4	4	5	0	0	77	88
ET201002	7	1	4	4	5	0	0	77	88
ET201002	8	.5	4	4	5	0	0	77	88
ET201003	1	.5	4	1	2	1	1	2	88
ET201003	2	2	4	1	10	1	1	2	88
ET201003	3	.5	4	1	10	1	1	2	88
ET201003	4	1.5	4	1	11	1	1	2	88
ET201004	1	1	4	1	2	1	1	2	88
ET201004	2	1	4	1	5	1	77	2	88
ET201004	3	1	4	1	5	1	77	2	88
ET201004	4	.5	4	4	5	0	0	2	88
ET201005	1	400	17	1	1	1	2	2	88
ET201005	2	2	4	1	5	1	2	2	88
ET201005	3	1	4	1	5	1	2	2	88
ET201005	4	1	4	1	5	1	2	2	88
ET201005	5	1	4	1	5	1	2	2	88
ET201006	1	1	4	1	1	0	1	2	88
ET201006	2	1	4	1	5	0	3	2	88
ET201006	3	1	4	1	5	0	3	2	88
ET201006	4	1	4	4	5	0	0	77	88
ET201006	5	1	4	4	5	0	0	77	88
