CHILDCODE	SIBFNDR5	DINT	SIBWGHBR	SIBWGDOC	ENRSIBR5	SIBCARR5	SIBDOMR5	SIBFRMR5	SIBOUTR5	SIBPARR5	SIB20R5	FEAS01R5	FEAS02R5	FEAS03R5	FEAS04R5	FEAS05R5	FEAS06R5	FEAS07R5	FEAS08R5	FEAS09R5	FEAS10R5	FEAS11R5	FEAS12R5	FEAS13R5	FEAS14R5	FEAS15R5	FEAS16R5	FEAS17R5	FEAS18R5	FEAS19R5	FEAS20R5	FEAS21R5	FEAS22R5	FEAS23R5	FEAS24R5	SASHCLR5	SASHWKR5	SPLDECR5	SNOCHCR5	SCLTRGR5	STRYHDR5	SFTRWRR5	SEMBBKR5	SASHSHR5	SBRJOBR5	SWRUNIR5
110019	1	01/11/2016 13:09:54	 	 	1	0	1	1	0	1	0	3	4	1	3	2	4	3	4	4	3	4	3	3	3	4	3	4	2	3	4	3	3	4	3	5	3	3	5	4	3	4	1	4	5	5
110021	1	22/11/2016 14:55:40	 	 	1	1	1	0	0	1	0	3	3	2	2	4	4	2	3	3	3	4	4	3	3	4	2	4	3	3	3	2	3	4	3	4	3	3	2	3	4	5	4	4	5	5
110023	1	21/11/2016 15:50:53	 	 	0	0	0	0	1	1	0	3	3	2	3	2	3	2	3	3	2	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	4	2	3	3	4	4	3	4	4	4
110024	1	21/11/2016 15:35:05	 	 	0	0	1	1	0	1	0	3	4	2	3	3	4	3	4	3	2	4	3	3	3	4	3	4	3	3	4	3	3	4	3	3	4	2	1	3	4	3	4	4	5	5
110025	1	21/11/2016 11:35:00	 	 	1	1	1	1	0	1	0	4	4	2	3	4	3	3	3	3	4	4	3	3	3	4	2	4	3	3	4	2	3	4	3	3	3	2	2	3	4	5	2	3	5	4
110026	1	22/11/2016 19:52:50	 	 	1	0	1	1	0	1	1	4	 	2	3	3	 	3	 	3	3	 	3	2	3	 	2	 	2	3	 	3	3	 	2	4	5	3	1	3	5	4	2	 	5	 
110027	0	24/11/2016 14:49:43	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
110028	1	08/11/2016 16:50:54	 	 	1	1	1	1	0	1	0	3	4	2	2	3	4	3	3	3	2	3	3	3	2	3	2	3	3	3	3	3	2	3	2	5	4	1	1	3	4	4	4	5	5	5
110029	1	08/11/2016 11:37:48	 	 	1	0	1	0	0	1	0	3	4	3	4	4	4	3	4	4	4	4	4	4	4	4	3	4	3	4	4	3	3	4	4	5	5	4	3	5	5	5	2	4	5	5
110031	1	08/11/2016 16:02:46	 	 	1	0	1	1	0	1	0	4	4	3	3	3	4	4	4	3	3	4	3	3	3	4	3	4	3	3	4	2	3	4	3	3	4	3	4	5	4	5	2	3	5	4
110034	1	17/11/2016 11:13:20	 	 	1	1	1	0	0	1	0	3	4	2	3	2	4	2	3	3	2	3	2	3	3	4	2	3	3	3	3	2	2	2	3	4	4	3	2	4	4	5	3	4	4	4
110035	0	16/12/2016 11:59:21	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
110036	1	14/11/2016 17:58:13	 	 	0	0	1	1	1	1	1	3	 	2	3	2	 	3	 	2	3	 	3	3	3	 	3	 	2	3	 	3	3	 	2	4	4	3	2	4	4	4	2	 	4	 
110037	0	17/12/2016 11:06:55	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
110040	1	17/11/2016 16:38:22	 	 	0	0	1	1	0	1	0	3	3	2	2	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	2	3	3	3	3	3	2	3	3	4	4	4	4	4	4
110043	1	15/11/2016 07:44:34	 	 	0	1	1	1	1	1	1	3	 	3	3	4	 	3	 	3	2	 	3	3	4	 	2	 	3	3	 	3	2	 	3	4	4	3	2	4	5	4	3	 	4	 
110046	1	17/11/2016 16:14:28	 	 	1	0	1	1	0	1	0	3	4	3	3	3	4	3	4	3	3	4	3	3	2	4	2	4	3	3	4	3	3	4	3	3	3	4	2	4	4	4	4	4	4	4
110050	0	04/11/2016 08:51:57	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
110051	1	05/11/2016 18:36:09	 	 	1	0	1	1	0	1	0	3	4	2	3	2	4	2	3	4	2	4	2	3	3	3	3	2	3	3	3	3	3	3	2	4	4	5	3	4	2	1	3	4	3	4
110052	0	03/11/2016 08:33:15	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
110053	1	11/11/2016 15:46:15	 	 	0	0	0	0	1	1	0	4	4	3	4	2	4	3	3	3	3	4	3	3	2	4	3	4	3	4	3	3	3	4	3	4	4	3	3	4	3	4	3	3	4	4
110054	0	03/11/2016 11:57:17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
110056	1	25/11/2016 15:22:42	 	 	1	0	1	1	0	1	0	4	4	2	3	2	3	2	3	3	2	3	2	2	2	3	2	3	2	2	3	2	2	3	2	4	3	3	2	3	4	4	2	4	5	5
110057	1	21/11/2016 13:53:41	 	 	1	0	1	1	0	1	0	3	4	2	3	3	4	2	4	2	3	4	3	3	3	4	3	3	3	3	4	2	3	4	3	3	2	2	3	3	4	4	4	3	4	4
110058	1	15/12/2016 15:38:11	 	 	1	0	1	1	0	1	0	3	3	2	3	3	2	3	2	3	2	3	2	3	3	2	3	2	2	3	2	3	3	3	3	4	3	3	3	4	4	4	3	4	3	4
110060	1	26/11/2016 17:48:28	 	 	0	0	1	1	1	1	0	3	4	2	3	3	4	2	3	3	3	3	3	3	3	4	3	3	3	3	4	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4
110064	0	25/11/2016 22:34:25	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
110066	1	26/11/2016 17:21:15	 	 	1	0	1	1	0	1	0	3	3	2	2	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	2	3	3	3	4	4	2	2	3	4	4	4	4	4	4
110067	1	25/11/2016 11:12:58	 	 	0	1	1	1	1	1	0	3	3	2	3	2	3	2	3	3	2	3	3	3	2	3	2	3	2	2	3	2	3	3	2	3	2	3	3	2	4	3	3	3	4	4
110068	1	26/11/2016 17:17:48	 	 	1	0	1	1	0	1	0	3	4	3	2	3	3	3	4	3	3	4	3	3	2	3	2	3	2	3	3	2	3	4	3	3	3	4	4	3	5	5	4	3	4	5
110069	0	12/11/2016 11:04:38	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
110073	1	19/11/2016 11:26:16	 	 	0	0	1	1	1	1	0	4	4	2	4	2	4	2	4	4	2	4	2	4	4	4	2	4	2	4	4	2	4	4	2	5	5	2	5	4	5	5	5	5	4	5
110074	1	09/11/2016 11:31:02	 	 	1	0	1	1	0	1	0	4	4	3	4	3	4	3	3	3	4	4	3	3	3	3	3	4	3	3	4	3	3	3	3	4	5	4	2	4	5	5	5	4	5	5
110076	1	10/11/2016 11:00:44	 	 	1	0	1	0	0	1	0	4	4	3	4	3	4	3	3	2	3	4	3	3	3	4	3	4	3	3	4	3	3	4	3	4	4	5	2	2	5	5	4	3	5	3
110078	1	05/11/2016 18:35:00	 	 	0	0	1	1	1	1	1	3	 	2	2	2	 	2	 	3	3	 	3	3	2	 	2	 	2	3	 	2	2	 	3	3	3	2	2	3	4	4	4	 	4	 
110080	1	06/11/2016 11:56:19	 	 	1	0	1	0	0	1	0	3	3	4	3	2	3	2	3	3	2	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	4	4	4	2	3	4	4	4	4	4
110082	1	05/11/2016 09:50:44	 	 	1	0	1	0	0	1	0	3	4	2	4	3	4	2	3	2	3	4	3	4	3	3	3	3	3	3	4	3	2	4	3	4	4	3	3	5	5	5	3	4	5	4
110083	1	04/11/2016 13:06:39	 	 	0	0	1	1	1	1	1	3	 	3	3	2	 	3	 	3	3	 	2	3	3	 	2	 	3	3	 	2	3	 	3	3	4	3	4	3	4	4	4	 	4	 
110084	1	07/11/2016 11:41:04	 	 	1	0	0	1	0	1	0	3	3	2	3	2	3	2	2	3	2	3	3	3	3	3	3	3	3	3	2	3	2	2	3	3	4	2	4	2	5	4	3	3	5	3
110086	1	08/11/2016 10:00:20	 	 	1	0	1	0	0	1	0	3	4	3	2	3	4	3	4	3	2	4	2	3	3	4	3	4	3	3	4	3	3	4	2	3	4	4	3	2	4	4	3	3	4	3
110087	1	07/11/2016 12:08:12	 	 	1	0	1	0	0	1	0	3	4	3	3	3	4	2	3	3	3	4	3	3	3	4	2	3	3	3	3	2	3	3	3	3	4	3	2	4	4	4	4	3	4	3
110090	1	16/11/2016 12:29:17	 	 	0	0	1	1	1	1	1	3	 	1	3	3	 	3	 	3	3	 	3	3	3	 	2	 	3	3	 	3	3	 	3	4	4	3	2	3	4	4	4	 	4	 
110091	1	02/11/2016 12:30:39	 	 	1	1	1	1	0	1	0	3	4	2	3	3	4	3	4	3	4	4	2	3	3	3	3	3	4	4	3	2	3	4	3	4	4	3	2	4	5	4	5	5	5	5
110093	1	30/11/2016 10:16:34	 	 	1	1	1	1	0	1	0	3	4	2	4	3	4	2	3	3	3	4	3	3	3	4	2	4	2	3	4	2	3	4	3	3	4	4	2	3	4	4	5	3	4	4
110094	1	30/11/2016 11:48:42	 	 	0	0	1	1	1	1	0	2	3	3	2	2	3	3	2	2	3	3	2	3	3	3	2	3	3	2	3	2	3	3	3	3	3	2	4	4	4	4	4	2	4	4
110095	1	26/03/2017 11:28:42	 	 	1	0	1	1	0	1	0	3	4	3	3	3	4	3	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	4	3	4	3	4	4	4	4	4	5	4
110096	1	01/12/2016 14:43:59	 	 	0	0	1	0	1	1	0	3	3	2	2	2	3	2	2	3	3	3	3	3	2	4	3	3	2	3	3	2	3	2	3	3	3	3	3	4	4	3	4	3	4	3
110098	1	30/11/2016 11:00:08	 	 	0	0	1	1	0	1	0	2	4	2	2	2	3	2	3	3	2	4	2	2	2	3	2	3	3	2	3	2	2	3	3	3	3	3	2	2	4	3	3	3	4	4
110099	1	01/12/2016 14:32:49	 	 	1	0	1	1	0	1	0	2	4	2	3	3	3	2	3	3	3	3	4	3	3	3	3	3	3	3	3	3	2	3	3	4	4	5	2	3	5	4	5	4	5	5
110101	0	18/11/2016 13:08:44	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
110108	1	22/11/2016 11:27:07	 	 	0	0	1	1	0	1	1	3	 	2	3	1	 	2	 	3	3	 	4	3	1	 	3	 	4	4	 	2	1	 	3	4	3	2	2	4	5	1	1	 	1	 
110115	1	28/11/2016 16:51:14	 	 	0	1	1	1	1	1	0	3	4	3	3	3	4	2	3	3	4	3	3	3	2	3	2	4	3	3	3	3	3	3	3	4	3	2	2	4	4	4	3	4	4	4
110119	1	19/11/2016 10:40:28	 	 	1	0	1	1	0	1	0	2	4	3	3	2	3	3	3	3	2	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	4	3	2	4	4	4	4	3	5	4
110121	1	16/11/2016 08:31:21	 	 	1	0	1	1	0	1	0	3	4	1	3	3	4	3	4	3	3	3	3	3	3	3	4	4	3	3	3	1	3	4	2	4	4	2	2	2	5	4	4	2	5	4
110126	0	04/11/2016 16:25:06	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120001	1	09/12/2016 14:03:01	 	 	1	0	1	1	0	1	0	3	4	2	3	2	4	3	3	3	3	3	2	3	3	3	3	3	3	3	4	3	3	3	3	3	3	4	3	4	4	4	4	4	4	4
120003	1	07/12/2016 11:28:48	 	 	1	0	1	0	0	1	0	3	4	2	3	3	4	2	3	3	1	4	3	3	3	3	2	4	3	3	3	2	2	4	3	4	4	4	3	4	5	5	4	4	5	4
120004	0	10/12/2016 17:00:50	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120007	1	04/12/2016 18:10:27	 	 	0	0	1	1	1	1	0	4	4	3	4	3	4	3	3	3	3	4	4	3	3	3	3	4	3	3	3	3	3	4	3	3	3	3	3	3	4	4	4	4	4	4
120009	1	04/12/2016 16:57:12	 	 	1	1	1	1	0	1	0	3	4	2	3	3	3	3	3	3	2	3	3	3	3	3	2	3	3	3	3	2	3	3	3	3	4	2	2	2	5	4	2	4	4	4
120010	1	02/12/2016 17:59:07	 	 	1	1	0	0	0	1	0	3	4	2	3	3	4	3	4	3	3	4	3	3	3	4	3	3	3	3	4	3	3	4	3	4	4	5	2	3	4	3	4	3	4	5
120011	1	05/12/2016 12:13:22	 	 	1	0	1	1	0	1	0	3	4	3	3	3	4	3	4	3	3	4	3	3	3	4	2	4	3	3	4	2	3	4	3	4	4	3	3	4	4	4	5	4	5	4
120012	1	06/12/2016 11:31:12	 	 	1	0	0	0	0	1	0	3	2	4	1	1	2	2	2	2	2	2	3	4	1	3	1	2	2	3	3	4	2	1	2	3	 	1	 	5	2	4	4	1	2	5
120013	1	01/12/2016 08:01:09	 	 	1	0	1	0	0	1	0	3	3	3	3	3	4	3	4	3	3	3	3	3	3	4	3	4	3	3	3	3	3	3	3	4	4	4	3	4	5	5	5	5	4	5
120014	1	08/12/2016 12:07:21	 	 	1	0	1	0	0	1	0	2	3	1	2	2	3	2	2	2	2	2	3	3	3	3	2	2	2	2	3	2	2	2	2	2	4	2	2	4	4	4	5	5	5	5
120017	1	29/11/2016 19:30:28	 	 	0	1	1	1	0	1	1	2	 	3	2	3	 	3	 	3	3	 	3	3	2	 	2	 	3	3	 	3	3	 	3	3	4	3	2	4	4	4	3	 	4	 
120018	1	28/11/2016 11:15:23	 	 	0	0	1	1	1	1	0	3	4	2	3	2	4	3	3	3	3	3	2	3	3	3	2	4	2	3	3	2	2	3	2	4	5	2	4	2	4	4	4	4	2	5
120020	1	29/11/2016 15:50:55	 	 	1	0	1	1	0	1	0	3	4	3	3	3	4	2	4	2	3	4	2	3	3	4	2	4	3	3	4	3	3	3	3	3	2	2	3	3	4	4	4	4	5	4
120022	1	02/12/2016 11:00:06	 	 	1	0	1	1	0	1	0	3	4	2	3	3	4	3	4	3	3	4	3	3	3	4	2	3	3	3	4	2	3	4	3	3	3	2	2	3	4	4	4	4	4	4
120024	1	29/11/2016 18:26:53	 	 	1	0	1	0	0	1	0	3	4	3	3	3	3	2	4	3	3	3	4	3	3	4	3	3	3	3	3	2	3	3	3	4	4	4	3	4	4	3	3	4	4	4
120026	1	28/11/2016 17:54:57	 	 	1	1	1	1	0	1	0	3	4	2	3	3	4	3	3	3	3	4	2	3	2	4	3	4	3	3	3	2	2	4	3	3	4	3	2	3	4	4	3	4	5	4
120029	1	29/11/2016 14:51:31	 	 	0	0	1	1	1	1	0	3	3	2	3	2	3	2	3	3	3	3	3	3	2	3	3	3	3	3	3	2	3	3	3	3	3	2	4	3	4	4	4	3	4	3
120030	1	08/12/2016 14:31:40	 	 	0	1	1	1	0	1	0	3	4	3	3	3	4	2	3	3	3	3	3	3	2	4	2	3	3	3	3	3	3	3	3	3	4	3	3	4	4	3	3	3	4	3
120033	1	08/12/2016 09:56:24	 	 	1	0	1	0	0	1	0	3	4	2	2	2	3	2	3	3	2	4	2	2	2	4	3	3	2	4	3	2	2	4	2	2	3	4	3	2	5	4	3	3	5	3
120034	1	27/12/2016 10:41:49	 	 	0	1	1	1	0	1	0	3	3	2	3	2	3	2	3	3	2	3	2	2	2	2	2	3	2	2	3	3	3	3	3	4	2	2	3	4	2	3	3	4	3	3
120035	1	07/12/2016 15:58:36	 	 	0	1	1	1	0	1	0	3	4	2	2	2	3	2	3	3	2	3	2	2	2	3	2	4	2	2	3	2	2	3	2	2	2	2	2	3	4	2	3	3	3	3
120036	1	07/12/2016 09:41:26	 	 	0	1	1	0	0	1	0	2	3	2	2	3	3	2	4	4	3	3	2	2	2	3	2	3	3	3	4	2	3	4	3	4	4	2	1	2	4	3	1	2	3	4
120037	1	21/12/2016 18:25:51	 	 	1	0	1	1	0	1	0	3	3	2	3	3	4	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	4	3	2	4	5	4	4	4	4	4
120039	1	16/12/2016 11:37:04	 	 	1	0	1	1	0	1	0	3	3	2	3	3	3	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	4	4	2	4	4	4	4	4	4
120043	1	18/12/2016 17:44:26	 	 	0	1	1	1	1	1	0	3	3	2	2	2	3	2	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	4	3	4	4	3	4	4	3
120045	1	15/12/2016 11:38:49	 	 	1	0	1	0	0	1	0	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	2	3	3	3	3	2	3	3	3	3	3	3	3	3	4	4	3	4	4	4
120046	1	17/12/2016 16:35:03	 	 	1	0	1	0	0	1	0	3	4	2	3	3	4	3	3	3	3	3	3	3	3	4	2	3	3	3	3	3	3	3	3	3	4	4	3	4	4	4	4	4	5	4
120048	1	13/12/2016 16:40:08	 	 	0	1	1	1	1	1	0	3	4	2	3	3	4	3	3	4	2	3	4	3	2	3	3	4	3	3	3	4	3	4	3	3	4	4	4	3	5	5	4	3	5	4
120049	1	14/12/2016 10:29:13	 	 	1	1	1	0	0	1	0	2	4	3	3	3	4	3	3	3	3	4	3	3	3	3	3	4	3	3	3	3	3	4	3	4	3	4	4	4	5	5	4	3	4	4
120050	1	13/12/2016 19:38:31	 	 	1	0	0	0	0	1	0	3	4	3	3	3	4	3	4	3	2	3	3	3	3	3	2	3	3	3	3	2	3	3	3	4	 	4	 	4	5	4	3	4	5	4
120053	1	25/12/2016 10:36:11	 	 	1	0	1	1	1	1	0	4	4	3	3	3	4	3	3	3	3	4	4	3	3	4	3	3	3	4	3	3	3	3	3	4	4	3	2	3	4	5	5	4	5	5
120054	1	17/12/2016 11:30:42	 	 	1	1	1	1	0	1	0	3	4	3	3	3	4	3	4	4	2	4	3	4	4	4	2	4	4	3	3	3	3	4	2	5	5	2	2	5	5	5	5	5	5	5
120055	1	06/12/2016 11:03:08	 	 	1	0	1	0	0	1	0	3	4	3	3	3	4	2	4	3	3	4	3	3	3	4	3	4	3	3	3	2	3	4	3	4	4	4	4	4	5	4	4	4	4	4
120059	1	17/12/2016 13:12:33	 	 	1	0	1	1	0	1	0	2	4	2	2	3	3	3	3	3	2	2	3	3	2	3	3	3	2	3	2	2	2	4	2	3	3	2	2	4	4	5	4	4	5	5
120060	1	17/12/2016 11:50:50	 	 	1	1	1	0	0	1	0	3	4	2	3	3	4	2	3	2	3	4	3	3	3	3	2	2	3	3	4	2	3	3	2	3	3	4	4	4	4	4	3	3	4	4
120061	1	26/12/2016 12:54:51	 	 	1	1	1	1	0	1	0	3	3	3	3	4	3	4	4	3	3	3	3	3	3	4	3	4	3	3	3	3	3	4	3	4	4	4	4	4	4	5	4	4	5	4
120062	1	26/12/2016 11:40:40	 	 	1	0	1	1	0	1	0	3	3	3	4	3	3	3	4	3	3	4	3	3	2	3	3	4	3	3	4	3	3	4	3	3	4	2	3	4	3	5	3	3	4	3
120063	1	29/12/2016 12:51:42	 	 	1	0	1	0	0	1	0	3	4	3	3	3	4	2	3	3	3	3	3	4	3	2	3	3	3	3	3	2	3	3	3	4	4	4	2	4	4	4	4	3	5	4
120066	1	30/12/2016 11:29:40	 	 	1	0	1	0	0	1	0	3	4	3	3	3	4	2	3	3	2	3	2	3	3	3	2	3	3	3	3	2	3	3	3	3	3	4	4	4	4	4	4	4	4	4
120067	0	22/12/2016 11:24:34	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120069	1	24/12/2016 10:40:50	 	 	1	0	1	1	0	1	0	3	3	2	2	3	4	2	3	3	2	4	3	3	2	3	2	3	2	3	3	3	2	3	2	4	3	4	2	2	4	4	4	4	5	4
120070	1	25/12/2016 12:56:47	 	 	1	0	1	0	0	1	0	3	4	3	4	2	4	3	4	3	3	4	2	3	4	2	4	4	2	4	4	3	2	3	3	3	5	2	3	4	5	4	2	4	3	5
120072	1	24/12/2016 12:17:02	 	 	1	1	1	1	1	1	0	3	4	3	3	3	4	3	4	4	3	4	3	3	3	3	3	3	3	3	3	3	4	4	4	5	4	2	3	4	4	5	4	4	5	3
120076	1	18/12/2016 11:57:31	 	 	1	0	1	0	0	1	0	3	4	3	2	2	3	2	3	3	2	3	2	3	3	4	2	3	3	3	3	2	3	3	3	4	3	4	2	2	3	3	4	4	4	4
120077	1	23/12/2016 11:14:29	 	 	1	0	1	0	0	1	0	3	4	2	3	4	4	3	4	3	4	4	3	3	4	3	3	4	3	3	4	2	3	4	3	4	4	5	3	5	5	4	4	4	5	4
120078	1	23/12/2016 19:00:12	 	 	0	0	1	1	1	1	0	3	4	3	2	3	4	3	3	3	2	3	3	3	3	3	2	3	3	3	3	3	3	3	3	4	3	2	3	4	4	4	4	4	4	4
120081	1	25/12/2016 19:11:09	 	 	1	0	1	1	0	1	0	4	4	2	3	3	4	4	3	3	4	3	3	3	4	3	4	4	3	3	4	4	3	4	3	3	4	3	4	3	5	4	3	4	4	5
120083	0	23/12/2016 11:54:01	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120084	1	28/12/2016 08:11:20	 	 	0	0	0	0	0	1	0	3	3	1	3	2	4	2	1	3	1	4	2	3	4	3	4	4	2	3	3	2	2	3	2	3	 	4	 	4	5	4	4	4	3	3
120085	1	27/12/2016 12:40:03	 	 	1	0	1	0	0	1	0	2	4	3	2	3	4	2	3	4	1	3	3	1	2	2	2	4	3	2	2	3	2	4	3	4	3	5	4	3	5	5	3	3	5	4
120086	1	20/12/2016 11:22:50	 	 	1	1	1	1	0	1	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	3	2	3	3	3	2	3	3	4	4	3	2	3	4	4	4	4	3	4
120087	1	27/12/2016 08:09:01	 	 	1	0	1	1	0	1	0	3	3	2	2	3	3	2	3	3	2	4	1	3	3	3	2	3	2	3	3	2	2	3	2	3	3	4	4	2	4	4	3	3	3	4
120088	1	21/12/2016 11:15:08	 	 	0	1	1	1	1	1	0	4	4	3	4	3	4	2	2	3	4	3	3	3	3	3	2	3	2	3	3	2	3	3	3	3	3	2	4	4	4	3	4	4	3	4
120090	1	31/12/2016 12:01:13	 	 	1	0	1	1	0	1	0	3	4	2	3	4	4	3	3	3	3	4	3	3	3	4	3	3	3	3	3	2	3	4	3	4	4	3	1	3	5	5	3	4	5	5
120092	1	12/12/2016 10:57:19	 	 	1	0	1	1	0	1	0	3	4	1	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	2	3	4	4	2	4	5	4
120093	1	14/12/2016 18:35:05	 	 	1	1	1	0	0	1	0	3	4	2	2	3	4	4	4	3	4	3	3	4	4	4	3	3	3	3	3	4	3	3	3	3	3	5	3	3	3	4	3	3	3	5
120094	1	13/12/2016 12:31:04	 	 	1	0	0	1	0	1	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3
120095	1	12/12/2016 12:00:14	 	 	1	0	0	0	0	1	0	3	4	3	3	3	4	2	4	3	3	4	3	3	3	3	3	4	3	3	4	3	3	4	3	3	 	4	 	4	5	5	4	3	4	4
120096	1	14/12/2016 17:33:18	 	 	1	0	1	1	0	1	0	4	4	2	4	3	4	2	4	3	3	4	3	3	2	4	3	3	3	3	3	2	3	4	3	3	3	3	4	4	5	4	3	3	5	3
120097	1	12/12/2016 12:01:21	 	 	1	0	0	0	0	1	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	 	3	 	3	3	3	3	3	3	3
120098	1	14/12/2016 12:25:53	 	 	0	0	1	1	1	1	1	4	 	2	1	3	 	4	 	3	4	 	3	3	4	 	3	 	4	3	 	3	4	 	3	3	4	2	1	4	5	4	4	 	5	 
120099	1	13/12/2016 11:37:07	 	 	0	0	0	1	0	1	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4
120100	1	13/12/2016 11:17:50	 	 	1	0	1	1	1	1	0	3	4	2	2	3	4	3	4	3	3	4	3	3	3	4	2	3	3	3	4	3	2	3	3	4	3	3	3	4	4	4	3	3	4	4
120115	1	28/11/2016 13:26:39	 	 	1	0	1	1	0	1	0	3	4	3	3	2	4	3	3	3	3	4	3	3	2	3	3	3	3	3	4	3	3	3	3	3	4	2	4	3	5	5	4	4	5	4
120124	1	04/12/2016 11:17:14	 	 	1	0	1	1	0	1	0	3	4	2	3	3	4	3	4	3	3	4	2	3	3	4	3	4	2	3	4	2	3	4	3	3	2	2	4	3	4	4	4	4	4	4
120126	1	29/11/2016 12:02:58	 	 	1	1	1	0	0	1	0	3	3	3	3	4	3	3	4	3	3	1	3	3	3	4	3	4	3	3	3	4	3	4	3	4	5	4	3	5	4	5	5	5	4	5
120134	0	17/12/2016 13:00:53	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120135	1	28/12/2016 13:20:46	 	 	0	0	1	1	1	1	0	3	3	2	3	3	4	2	3	3	3	3	3	3	3	3	2	3	3	3	3	2	3	3	3	3	3	3	2	4	4	4	4	4	5	3
120139	1	29/12/2016 10:35:28	 	 	0	0	1	1	0	1	1	3	 	3	3	2	 	2	 	3	3	 	3	3	2	 	2	 	3	3	 	4	3	 	3	3	4	3	2	3	4	2	4	 	3	 
120140	0	28/12/2016 11:41:37	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120141	1	28/12/2016 16:33:37	 	 	1	0	1	0	0	1	0	3	3	3	4	3	3	2	3	3	2	3	3	3	3	3	3	3	3	3	3	2	3	3	3	4	4	3	4	4	4	4	3	4	4	4
120146	1	16/12/2016 19:00:19	 	 	0	1	1	1	0	1	0	3	4	3	2	3	4	3	3	3	3	4	3	3	3	3	2	3	3	3	4	2	3	3	3	3	4	4	3	4	5	4	4	4	5	4
120148	1	24/12/2016 12:06:16	 	 	1	0	1	0	0	1	0	3	4	2	3	3	4	2	3	3	3	3	2	3	3	3	3	3	3	3	4	2	3	3	3	3	4	4	2	4	4	4	4	3	4	4
