CHILDCODE	DINT	R4HSEHLD	HEADIDR5	IDvar1	IDvar7	ASTWRKR5	IDvar3	DSCCURR5	DSCAGOR5	WHYCHR51	WHYCHR52	CMPHHR5	IDvar5	IDvar6	OWNHSER5	MRTGR5	NUMRMR5	ELECR5	WALLR5	ROOFR5	FLOORR5	DRWTRR5	WTRTRMR5	TOILETR5	COOKR5	HTUSDR5	TYPHTR5	RURICKR5	INVESTR5	INVSTR51	INVSTR52	INVSTR53	HRDJNTR5	APPJNTR5	SMTJNTR5	SYRJNTR5	EMTJNTR5	EYRJNTR5	TIMJNTR5	EXPJNTR5	AFFJNTR5	NUMJNTR5	EVLJNTR5	HRDBONR5	AFFBONR5	NUMBONR5	MTBONOR5	YRBONOR5	ENDDINT	hhsize	elecq	drwaterq	toiletq	cookingq	hq	cd	sv	wi
108012	07/04/2017 18:46:28	0	0	0	0	1	0	3	3	 	 	4	0	0	0	0	7	1	3	5	1	1	1	1	8	0	 	88	1	7	88	 	0	 	 	 	 	 	 	 	 	 	 	1	0	 	 	 	07/04/2017 19:45:45	3	1	1	1	1	.501114726066589	.5	1	.667038261890411
108013	18/12/2016 10:30:39	0	0	0	0	0	0	3	3	 	 	4	0	0	0	0	1	1	3	4	1	1	6	1	88	0	 	0	0	 	 	 	0	 	 	 	 	 	 	 	 	 	 	1	0	 	 	 	18/12/2016 10:38:18	1	1	1	1	0	.750445902347565	.16666667163372	.75	.555704176425934
108015	16/10/2016 14:45:02	1	1	0	0	1	0	4	5	12	88	5	0	0	1	0	3	1	3	4	21	1	5	1	16	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	16/10/2016 15:16:22	8	1	1	1	0	.500132381916046	.416666656732559	.75	.555599689483643
108016	13/10/2016 17:12:11	1	1	2	2	1	2	3	4	21	88	4	2	2	1	0	6	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	13/10/2016 17:33:49	6	1	1	1	1	.750445902347565	.666666686534882	1	.805704176425934
108017	10/09/2016 16:15:50	1	1	2	2	0	2	3	3	 	 	4	2	2	0	0	3	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	10/09/2016 16:41:49	7	1	1	1	1	.75015926361084	.666666686534882	1	.805608689785004
108020	15/10/2016 10:04:59	1	2	2	2	0	2	4	4	 	 	5	2	2	1	0	1	1	1	6	4	1	1	6	8	0	 	88	1	9	88	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	15/10/2016 10:28:41	3	1	1	1	1	.25011146068573	.416666656732559	1	.555592715740204
108021	14/10/2016 17:04:46	1	1	2	2	1	2	3	3	 	 	4	2	2	1	0	2	1	1	22	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	14/10/2016 19:41:08	5	1	1	1	1	.250144898891449	.75	1	.66671496629715
108022	14/10/2016 15:17:27	1	1	2	2	1	2	3	3	 	 	5	2	2	1	0	12	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	14/10/2016 15:31:11	3	1	1	1	1	.751950740814209	.5	1	.750650227069855
108023	12/10/2016 17:20:34	1	1	2	2	0	2	4	4	 	 	5	2	2	1	0	2	1	3	4	1	1	1	1	8	0	 	88	1	17	88	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	12/10/2016 17:48:15	3	1	1	1	1	.750278651714325	.916666686534882	1	.888981819152832
108024	14/10/2016 15:31:59	1	9	1	1	0	1	3	4	10	88	4	1	1	1	0	3	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	14/10/2016 15:59:38	5	1	1	1	1	.750245213508606	.5	1	.750081717967987
108025	21/07/2016 18:41:30	1	1	2	2	1	2	4	4	 	 	4	2	2	1	1	3	1	23	6	4	3	1	1	8	0	 	88	1	1	88	 	0	 	 	 	 	 	 	 	 	 	 	1	0	 	 	 	21/07/2016 19:09:54	5	1	0	1	1	.250245243310928	.666666686534882	.75	.555637300014496
108026	16/10/2016 12:04:36	0	0	0	0	0	0	3	3	 	 	4	0	0	0	0	1	1	3	4	1	1	1	1	11	0	 	88	0	 	 	 	0	 	 	 	 	 	 	 	 	 	 	1	0	 	 	 	16/10/2016 12:18:37	1	1	1	1	0	.750445902347565	.16666667163372	.75	.555704176425934
108027	18/10/2016 15:15:27	0	0	0	0	0	0	5	3	72	88	4	0	0	0	0	1	1	1	6	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	18/10/2016 15:25:30	2	1	1	1	1	.50019508600235	0	1	.50006502866745
108028	11/10/2016 08:06:32	1	2	2	2	0	2	3	3	 	 	4	2	2	1	0	5	1	3	4	1	1	1	1	16	0	 	88	0	 	 	 	0	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	11/10/2016 08:20:42	8	1	1	1	0	.750257790088654	.416666656732559	.75	.638974845409393
108029	10/10/2016 11:45:40	1	1	2	2	1	2	3	3	 	 	4	2	2	1	0	5	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	10/10/2016 12:08:12	6	1	1	1	1	.750362277030945	.5	1	.75012081861496
118001	03/11/2016 14:18:47	1	1	2	2	0	2	4	4	 	 	4	2	2	1	0	2	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	03/11/2016 14:41:50	5	1	1	1	1	.750144898891449	.416666656732559	1	.722270488739014
118002	05/11/2016 09:00:54	1	2	2	2	1	2	5	5	 	 	5	2	2	0	0	2	1	23	6	4	1	1	1	8	0	 	0	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	05/11/2016 09:14:54	3	1	1	1	1	.250278681516647	.583333313465118	1	.611203968524933
118003	03/11/2016 17:21:06	1	16	16	16	1	16	3	5	9	88	5	16	16	1	0	2	1	8	6	4	10	1	1	8	0	 	0	1	15	88	 	1	3	4	2015	11	2015	240	80	0	 	 	1	0	 	 	 	03/11/2016 17:54:27	3	1	0	1	1	.250278681516647	.5	.75	.500092923641205
118004	08/11/2016 08:35:58	1	1	0	0	0	0	3	3	 	 	4	0	0	1	0	6	1	3	4	1	1	1	1	8	0	 	88	1	5	6	88	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	08/11/2016 08:48:40	4	1	1	1	1	.75069671869278	.666666686534882	1	.805787801742554
118005	13/07/2016 11:09:10	1	3	3	3	1	3	4	4	 	 	4	3	3	0	0	2	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	13/07/2016 11:37:42	3	1	1	1	1	.750278651714325	.5	1	.750092923641205
118006	03/11/2016 12:16:37	1	16	16	16	0	16	3	4	12	88	4	16	16	0	0	6	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	03/11/2016 12:45:51	6	1	1	1	1	.750445902347565	.583333313465118	1	.777926445007324
118007	05/11/2016 16:15:01	1	11	7	7	0	7	4	3	58	88	4	7	7	1	0	3	1	23	6	1	1	1	1	8	0	 	0	0	 	 	 	0	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	05/11/2016 16:38:36	6	1	1	1	1	.50019508600235	.583333313465118	1	.694509506225586
118009	15/01/2017 09:28:55	1	22	5	5	0	5	4	4	 	 	4	5	5	1	0	2	1	23	6	1	5	1	6	8	0	 	88	0	 	 	 	0	 	 	 	 	 	 	 	 	 	 	1	0	 	 	 	15/01/2017 09:53:51	5	1	0	1	1	.500144898891449	.5	.75	.583381652832031
118010	28/10/2016 08:49:25	1	2	2	2	1	2	5	5	 	 	4	2	2	1	0	3	1	1	6	4	10	1	1	16	0	 	1	0	 	 	 	1	1	8	2011	 	 	120	20	0	 	 	1	0	 	 	 	28/10/2016 08:59:52	4	1	0	1	0	.250320464372635	.16666667163372	.5	.305662363767624
118011	18/07/2016 12:44:45	0	10	0	0	0	0	3	3	 	 	4	0	0	0	0	2	1	23	6	1	5	1	6	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	18/07/2016 13:06:59	5	1	0	1	1	.500144898891449	.5	.75	.583381652832031
118013	15/07/2016 12:30:42	1	0	0	0	0	0	3	3	 	 	5	0	0	0	77	1	1	3	24	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	15/07/2016 09:39:33	2	1	1	1	1	.50019508600235	.416666656732559	1	.638953924179077
118014	12/01/2017 18:52:54	0	0	0	0	0	0	3	4	19	88	4	0	0	1	0	1	1	3	4	1	1	1	1	8	0	 	0	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	12/01/2017 19:08:23	1	1	1	1	1	.750445902347565	.25	1	.666815280914307
118015	12/01/2017 09:53:38	0	0	0	0	0	0	4	4	 	 	5	0	0	0	77	1	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	12/01/2017 10:04:56	1	1	1	1	1	.750445902347565	0	1	.583481967449188
118017	29/10/2016 09:19:15	1	0	20	20	1	20	3	4	1	4	3	20	20	1	0	1	1	1	6	11	7	5	6	16	0	 	0	0	 	 	 	1	1	7	2015	 	 	1	15	0	 	 	1	0	 	 	 	29/10/2016 10:02:09	5	1	0	1	0	.250044584274292	.25	.5	.33334818482399
118018	08/11/2016 11:44:45	0	5	0	0	0	0	3	5	19	88	4	0	0	0	0	2	1	3	4	1	1	5	1	8	0	 	0	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	08/11/2016 09:36:24	2	1	1	1	1	.750445902347565	.666666686534882	1	.805704176425934
118020	16/12/2016 17:08:37	1	0	0	0	1	0	3	4	16	88	5	0	0	0	77	1	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	16/12/2016 17:40:11	2	1	1	1	1	.75019508600235	.5	1	.75006502866745
118022	14/01/2017 12:55:55	0	0	0	0	0	0	3	3	 	 	4	0	0	0	0	5	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	14/01/2017 13:07:35	1	1	1	1	1	.752452373504639	.0833333358168602	1	.611928582191467
118023	23/07/2016 08:11:41	0	0	0	0	0	0	4	5	26	88	5	0	0	0	0	1	1	23	6	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	23/07/2016 08:35:32	1	1	1	1	1	.500445902347565	.416666656732559	1	.639037549495697
118024	18/12/2016 10:05:42	0	0	0	0	0	0	3	3	 	 	4	0	0	0	0	1	1	7	6	4	3	1	6	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	18/12/2016 10:33:12	1	1	0	1	1	.250445872545242	.25	.75	.416815280914307
118027	13/01/2017 08:20:32	1	0	0	0	1	0	3	3	 	 	5	0	0	0	0	1	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	13/01/2017 09:16:23	3	1	1	1	1	.75011146068573	.583333313465118	1	.777814924716949
118028	29/10/2016 06:59:21	1	0	0	0	1	0	5	5	 	 	4	0	0	0	77	1	1	3	4	1	1	5	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	29/10/2016 07:22:06	2	1	1	1	1	.75019508600235	.416666656732559	1	.722287237644196
118029	24/09/2016 09:36:50	1	11	0	0	1	0	3	3	 	 	4	0	0	0	77	2	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	24/09/2016 09:58:57	6	1	1	1	1	.75011146068573	.75	1	.833370506763458
118030	06/11/2016 17:16:43	0	3	0	0	0	0	3	3	 	 	4	0	0	0	0	2	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	06/11/2016 17:24:04	2	1	1	1	1	.750445902347565	.333333343267441	1	.694593131542206
128002	15/01/2017 16:14:54	0	29	28	28	1	28	3	3	 	 	4	0	28	1	0	4	1	20	4	1	1	1	1	8	0	 	88	1	3	5	88	0	 	 	 	 	 	 	 	 	 	 	1	0	 	 	 	15/01/2017 16:40:24	4	1	1	1	1	.500445902347565	.833333313465118	1	.777926445007324
128003	20/06/2016 16:35:18	1	1	1	1	0	1	4	3	49	53	4	1	1	0	0	2	1	3	4	1	1	1	1	8	0	 	88	1	7	88	 	0	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	20/06/2016 17:38:41	3	1	1	1	1	.750278651714325	.583333313465118	1	.777870655059814
128004	06/07/2016 16:47:59	1	1	2	2	1	2	4	5	12	21	4	2	2	1	0	3	1	23	6	4	5	1	6	8	0	 	88	1	8	88	 	0	 	 	 	 	 	 	 	 	 	 	1	0	 	 	 	06/07/2016 17:37:19	11	1	0	1	1	.250081062316895	.583333313465118	.75	.527804791927338
128006	22/06/2016 10:51:20	1	1	2	2	1	2	3	3	 	 	4	2	2	1	0	4	1	6	4	1	1	1	1	8	0	 	88	0	 	 	 	0	 	 	 	 	 	 	 	 	 	 	1	0	 	 	 	22/06/2016 11:21:09	7	1	1	1	1	.50023090839386	.75	1	.750076949596405
128007	03/07/2016 12:30:19	0	0	0	0	0	0	1	3	26	88	1	0	0	0	0	1	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	0	 	 	 	 	 	 	 	 	 	 	1	0	 	 	 	03/07/2016 12:39:26	1	1	1	1	1	.750445902347565	.16666667163372	1	.639037549495697
128008	20/06/2016 15:26:12	1	1	2	2	0	2	4	5	12	31	4	1	2	1	0	6	1	3	4	1	1	1	1	8	0	 	88	1	7	5	3	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	20/06/2016 16:12:53	5	1	1	1	1	.750546216964722	.583333313465118	1	.777959823608398
128009	10/09/2016 11:06:19	1	2	2	2	1	2	3	3	 	 	4	2	2	1	0	2	1	3	4	6	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	0	 	 	 	 	10/09/2016 11:31:24	3	1	1	1	1	.750278651714325	.583333313465118	1	.777870655059814
128010	04/07/2016 15:20:38	1	1	1	1	0	1	4	5	12	88	6	1	1	0	0	2	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	0	 	 	 	 	 	 	 	 	 	 	1	0	 	 	 	04/07/2016 15:45:49	5	1	1	1	1	.750144898891449	.666666686534882	1	.805603802204132
128011	23/06/2016 15:11:14	0	8	7	7	1	7	4	3	50	62	5	7	7	1	0	3	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	23/06/2016 16:15:09	6	1	1	1	1	.75019508600235	.5	1	.75006502866745
128012	13/07/2016 18:53:24	1	4	2	2	1	2	3	3	 	 	4	2	2	1	0	4	1	3	4	6	1	4	1	8	0	 	88	1	13	4	88	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	13/07/2016 19:33:13	6	1	1	1	1	.750278651714325	.833333313465118	1	.861203968524933
128013	25/06/2016 14:16:38	1	2	2	2	1	2	3	3	 	 	4	2	2	1	0	7	1	3	4	21	1	1	1	8	0	 	88	0	 	 	 	0	 	 	 	 	 	 	 	 	 	 	1	0	 	 	 	25/06/2016 14:48:13	6	1	1	1	1	.50052946805954	.666666686534882	1	.72239875793457
128014	09/07/2016 15:14:22	1	1	2	2	0	2	3	4	34	88	4	2	2	1	0	3	1	3	4	1	1	1	1	8	0	 	88	1	4	13	13	0	 	 	 	 	 	 	 	 	 	 	1	0	 	 	 	09/07/2016 15:36:27	4	1	1	1	1	.750320494174957	.75	1	.833440124988556
128016	28/06/2016 14:46:08	1	1	1	1	1	1	5	5	 	 	5	1	1	1	0	2	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	0	 	 	 	 	 	 	 	 	 	 	1	0	 	 	 	28/06/2016 15:27:12	13	1	1	1	1	.750021457672119	.75	1	.833340466022491
128019	26/06/2016 10:24:29	1	1	3	3	1	3	3	3	 	 	4	3	3	1	0	5	1	3	4	1	1	1	1	8	0	 	88	1	1	7	88	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	26/06/2016 10:54:44	5	1	1	1	1	.750445902347565	.75	1	.833481967449188
128020	11/07/2016 16:53:18	1	1	2	2	1	2	3	4	18	20	5	2	2	1	0	6	1	3	4	1	1	1	1	8	0	 	88	1	7	3	13	0	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	11/07/2016 17:27:59	5	1	1	1	1	.750546216964722	.583333313465118	1	.777959823608398
128021	24/06/2016 18:21:43	1	1	2	2	1	2	4	5	22	88	4	2	2	1	0	1	1	23	6	1	1	1	1	8	0	 	88	1	18	3	16	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	24/06/2016 19:19:45	6	1	1	1	1	.500027894973755	.833333313465118	1	.777787029743195
128022	26/06/2016 13:35:31	1	1	2	2	0	2	4	4	 	 	4	2	2	1	0	4	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	0	 	 	 	 	 	 	 	 	 	 	1	0	 	 	 	26/06/2016 14:07:43	7	1	1	1	1	.75023090839386	.583333313465118	1	.777854740619659
128023	21/07/2016 09:26:12	1	2	2	2	1	2	3	3	 	 	4	2	2	0	0	4	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	0	 	 	 	 	 	 	 	 	 	 	1	0	 	 	 	20/07/2016 18:35:51	3	1	1	1	1	.75061309337616	.75	1	.833537757396698
128024	25/06/2016 14:43:52	1	1	1	1	0	1	3	3	 	 	4	1	1	1	0	3	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	25/06/2016 15:11:20	3	1	1	1	1	.750445902347565	.583333313465118	1	.777926445007324
128025	21/06/2016 13:21:28	1	4	4	4	1	4	4	4	 	 	4	4	4	1	0	4	1	1	4	1	1	1	1	8	0	 	88	0	 	 	 	0	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	28/06/2016 18:42:19	4	1	1	1	1	.500445902347565	.333333343267441	1	.611259758472443
128026	22/06/2016 12:21:21	1	2	2	2	1	2	3	4	20	19	4	2	2	1	0	4	1	3	4	20	1	1	1	8	0	 	88	0	 	 	 	0	 	 	 	 	 	 	 	 	 	 	1	0	 	 	 	22/06/2016 12:52:22	8	1	1	1	1	.50019508600235	.5	1	.666731655597687
128028	27/06/2016 17:54:32	1	1	2	2	1	2	3	3	 	 	4	2	2	1	0	5	1	3	4	1	1	1	1	8	0	 	88	1	7	1	5	0	 	 	 	 	 	 	 	 	 	 	1	0	 	 	 	27/06/2016 18:38:19	6	1	1	1	1	.750362277030945	.833333313465118	1	.861231863498688
128030	24/06/2016 16:00:57	1	7	1	1	0	1	3	3	 	 	4	1	1	1	0	6	1	3	6	1	1	1	1	8	0	 	88	1	1	88	 	0	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	24/06/2016 16:32:52	11	1	1	1	1	.750217854976654	.5	1	.750072658061981
128031	29/06/2016 20:01:25	1	1	1	1	1	1	4	4	 	 	3	1	1	0	0	4	1	3	4	1	9	1	1	8	0	 	88	0	 	 	 	0	 	 	 	 	 	 	 	 	 	 	1	0	 	 	 	29/06/2016 21:08:18	9	1	0	1	1	.750167191028595	.5	.75	.666722357273102
128032	24/06/2016 16:10:47	1	1	2	2	0	2	4	3	50	72	6	2	2	1	0	4	1	3	4	21	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	24/06/2016 16:42:22	5	1	1	1	1	.500345587730408	.75	1	.750115215778351
128033	15/07/2016 15:25:34	1	8	1	1	1	1	3	4	18	20	4	1	1	0	0	4	1	3	4	11	1	1	1	8	0	 	88	1	4	3	9	0	 	 	 	 	 	 	 	 	 	 	1	0	 	 	 	15/07/2016 15:56:40	4	1	1	1	1	.500445902347565	.916666686534882	1	.805704176425934
128034	04/07/2016 16:21:23	1	16	2	2	1	2	4	3	58	88	4	2	2	1	0	4	1	23	6	1	5	1	6	8	0	 	0	0	 	 	 	0	 	 	 	 	 	 	 	 	 	 	1	0	 	 	 	04/07/2016 16:50:23	5	1	0	1	1	.500345587730408	.833333313465118	.75	.694559633731842
128037	28/06/2016 13:27:58	0	0	16	16	0	16	3	3	 	 	4	16	16	0	0	1	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	0	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	28/06/2016 13:59:00	3	1	1	1	1	.75011146068573	.416666656732559	1	.722259342670441
128038	04/10/2016 16:14:21	1	2	2	2	0	2	3	3	 	 	4	2	2	1	0	4	1	3	4	1	1	1	1	8	0	 	0	1	7	88	 	0	 	 	 	 	 	 	 	 	 	 	1	0	 	 	 	04/10/2016 16:35:28	6	1	1	1	1	.750278651714325	.666666686534882	1	.805648505687714
128039	25/06/2016 10:35:42	1	1	1	2	1	2	3	3	 	 	4	2	2	1	0	9	1	3	4	1	1	1	1	8	0	 	88	1	5	2	13	0	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	25/06/2016 11:59:34	11	1	1	1	1	.750354707241058	.833333313465118	1	.861229360103607
128040	22/06/2016 10:11:10	0	0	0	0	1	0	3	3	 	 	3	0	0	0	0	3	1	3	4	1	1	1	1	8	0	 	88	1	6	88	 	0	 	 	 	 	 	 	 	 	 	 	1	0	 	 	 	22/06/2016 10:43:02	8	1	1	1	1	.750132381916046	.75	1	.833377420902252
128041	23/06/2016 13:20:27	1	1	2	2	0	2	4	3	72	88	5	2	2	1	0	7	1	3	6	4	1	1	1	8	0	 	88	1	5	13	88	0	 	 	 	 	 	 	 	 	 	 	1	0	 	 	 	23/06/2016 17:10:50	8	1	1	1	1	.500383198261261	.583333313465118	1	.694572150707245
128042	26/06/2016 11:19:38	1	2	2	2	1	2	3	3	 	 	4	2	0	0	0	6	1	3	4	1	1	1	1	8	0	 	88	1	3	5	88	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	26/06/2016 11:55:15	4	1	1	1	1	.75069671869278	.833333313465118	1	.861343383789063
128043	17/07/2016 15:35:46	1	1	2	2	0	2	3	3	 	 	4	2	2	0	0	5	1	3	4	1	1	1	1	8	0	 	88	1	2	5	6	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	17/07/2016 15:55:30	4	1	1	1	1	.750571310520172	.666666686534882	1	.805746018886566
128044	24/06/2016 14:50:17	1	2	2	2	0	2	4	4	 	 	6	2	2	1	0	3	1	23	6	4	1	1	1	8	0	 	0	0	 	 	 	0	 	 	 	 	 	 	 	 	 	 	1	0	 	 	 	24/06/2016 16:04:11	4	1	1	1	1	.250320464372635	.5	1	.583440124988556
128045	20/06/2016 16:24:14	1	1	2	2	1	2	4	4	 	 	4	2	2	1	0	3	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	20/06/2016 17:01:31	7	1	1	1	1	.75015926361084	.666666686534882	1	.805608689785004
128046	25/06/2016 15:32:39	1	1	2	2	1	2	3	4	16	22	2	2	2	0	0	5	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	0	 	 	 	 	 	 	 	 	 	 	1	0	 	 	 	05/07/2016 10:36:43	5	1	1	1	1	.750445902347565	.833333313465118	1	.861259758472443
128047	28/06/2016 11:55:09	0	0	0	0	1	0	3	4	20	88	4	0	0	0	0	4	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	0	 	 	 	 	 	 	 	 	 	 	1	0	 	 	 	05/07/2016 10:29:42	2	1	1	1	1	.75094747543335	.5	1	.750315845012665
128048	14/07/2016 10:22:06	1	8	2	2	1	2	3	3	 	 	4	2	2	1	0	3	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	14/07/2016 12:40:20	9	1	1	1	1	.75011146068573	.75	1	.833370506763458
128049	21/06/2016 16:39:57	1	1	2	2	0	2	3	3	 	 	4	2	2	1	1	5	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	0	 	 	 	 	 	 	 	 	 	 	1	0	 	 	 	21/06/2016 17:11:38	6	1	1	1	1	.750362277030945	.75	1	.833454132080078
128050	22/06/2016 14:23:25	1	1	1	1	0	1	4	4	 	 	4	1	1	1	1	4	1	3	4	21	1	1	1	8	0	 	0	0	 	 	 	0	 	 	 	 	 	 	 	 	 	 	1	0	 	 	 	22/06/2016 15:03:29	6	1	1	1	1	.500278651714325	.666666686534882	1	.72231513261795
128051	29/06/2016 16:43:28	1	1	2	2	0	2	4	3	72	88	4	2	2	1	0	3	1	23	6	1	1	1	1	8	0	 	88	0	 	 	 	0	 	 	 	 	 	 	 	 	 	 	1	0	 	 	 	29/06/2016 17:16:55	6	1	1	1	1	.50019508600235	.666666686534882	1	.722287237644196
138002	21/06/2016 15:44:48	1	1	1	1	1	1	3	3	 	 	4	1	1	1	0	5	1	3	4	1	1	1	1	8	0	 	0	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	21/06/2016 16:25:22	8	1	1	1	1	.750257790088654	.75	1	.833419263362885
138004	26/06/2016 08:14:11	1	1	1	1	1	1	4	5	12	88	5	1	1	1	0	3	1	3	6	1	1	1	1	8	0	 	88	1	5	88	 	0	 	 	 	 	 	 	 	 	 	 	1	0	 	 	 	26/06/2016 08:44:28	6	1	1	1	1	.75019508600235	.416666656732559	1	.722287237644196
138005	05/07/2016 12:13:36	1	2	0	0	1	0	3	3	 	 	4	0	0	1	0	5	1	3	4	1	1	1	1	8	0	 	88	1	3	88	 	0	 	 	 	 	 	 	 	 	 	 	1	0	 	 	 	05/07/2016 12:35:09	4	1	1	1	1	.750571310520172	.75	1	.833523750305176
138007	16/07/2016 17:31:27	1	16	0	0	0	0	3	3	 	 	4	0	0	1	0	3	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	0	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	25/06/2016 14:17:04	4	1	1	1	1	.750320494174957	.666666686534882	1	.805662393569946
138008	29/06/2016 14:46:16	1	1	2	2	0	2	3	3	 	 	4	2	2	1	0	2	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	29/06/2016 15:17:11	4	1	1	1	1	.75019508600235	.75	1	.833398342132568
138009	20/06/2016 15:40:29	1	1	2	2	1	2	4	3	54	28	4	2	2	1	0	5	1	3	4	1	1	1	1	8	0	 	88	1	5	7	6	1	0	 	 	 	 	 	 	 	 	 	0	 	 	 	 	20/06/2016 16:53:54	3	1	1	1	1	.750780284404755	.833333313465118	1	.861371219158173
138011	27/06/2016 10:18:58	1	1	1	1	0	1	3	3	 	 	4	1	1	1	0	4	1	3	4	1	1	1	1	8	0	 	88	1	6	1	88	0	 	 	 	 	 	 	 	 	 	 	1	0	 	 	 	27/06/2016 10:38:45	4	1	1	1	1	.750445902347565	.666666686534882	1	.805704176425934
