CHILDCODE	SPPGIDR5	SUPKNDR5	SUPWHOR5	SUPSRTR5	SUPENDR5	SUPFRQR5	SUPRIDR5
20068	2	25	35	2004	9999	8	70
20073	1	18	41	2006	9999	5	70
20074	1	18	41	2008	9999	7	70
20074	2	5	35	2008	9999	6	1
20076	1	5	13	2008	2009	7	13
20077	1	17	52	2007	9999	1	0
20078	1	18	5	2005	9999	7	70
20078	2	5	13	2007	2007	8	1
20079	1	5	13	2008	9999	1	2
20080	1	18	6	2005	9999	6	70
20081	1	18	6	1999	9999	7	70
20081	2	5	35	2008	9999	7	80
20084	1	8	6	2004	9999	5	2
20085	1	25	6	2007	2007	9	1
20085	2	5	58	2008	9999	1	1
20089	1	8	6	1997	2008	1	2
20090	1	16	35	2007	2007	9	80
20095	1	25	60	1998	9999	9	70
20097	1	5	35	2005	9999	7	1
20097	2	17	60	2002	9999	1	80
20097	3	18	6	2003	9999	1	70
20098	1	5	35	1999	9999	7	70
30001	1	18	6	2007	9999	5	70
30002	1	25	35	2008	2008	8	70
30003	1	18	6	2005	9999	6	70
30004	1	18	6	2008	2008	5	70
30004	2	19	60	2003	9999	1	0
30006	1	25	35	2008	2009	9	70
30007	1	8	6	2007	9999	7	5
30007	2	18	6	2007	9999	7	70
30010	1	18	6	2005	9999	5	70
30011	1	18	6	2006	2006	7	1
30014	1	5	35	1997	9999	7	1
30014	2	25	35	2008	2008	9	70
30015	1	18	6	2008	2008	2	70
30018	1	20	35	2009	9999	9	0
30019	1	25	6	1983	9999	9	2
30020	1	18	6	2005	9999	8	70
30022	1	5	13	2007	2008	1	2
30023	1	5	13	2006	9999	1	7
30025	1	5	58	2004	9999	8	2
30026	1	18	41	2008	9999	7	70
30026	2	5	35	2006	2007	5	3
30027	1	17	77	2007	9999	1	0
30028	1	5	13	2004	9999	8	2
30028	2	18	6	2008	9999	6	70
30032	1	22	35	2007	2007	9	1
30032	2	5	60	2007	2007	9	1
30032	3	5	13	2008	2008	9	2
30033	1	5	35	2005	9999	7	1
30035	1	18	41	2002	9999	7	70
30035	2	20	35	1998	9999	8	80
30035	3	25	35	2007	9999	8	70
30036	1	18	41	2007	9999	7	70
30037	1	25	6	1983	9999	9	80
30037	2	25	35	1999	9999	1	80
30039	1	 	 	 	 	 	 
30047	1	5	35	2006	9999	7	3
30048	1	5	60	2007	2007	8	80
30053	1	18	6	2006	9999	6	70
30054	1	18	6	2006	9999	6	70
30055	1	17	60	2003	9999	1	3
30055	2	5	13	2005	9999	1	1
30056	1	17	35	2000	9999	5	80
30056	2	22	35	2000	9999	5	80
30056	3	25	6	2001	9999	8	3
30056	4	18	6	2001	9999	5	70
30056	5	25	41	2008	2008	8	70
30057	1	5	14	2008	9999	7	2
30061	1	18	6	2008	9999	1	70
30062	1	1	5	2005	9999	2	1
30062	2	18	6	2005	9999	5	70
30064	1	17	60	2005	9999	1	0
30064	2	25	60	2008	2008	8	1
30064	3	5	60	1996	9999	1	1
30065	1	18	35	2006	2008	7	70
30065	2	5	13	2006	9999	7	1
30066	1	18	6	2007	9999	6	70
30068	1	18	41	2008	9999	7	70
30069	1	5	58	2008	9999	7	2
30069	2	18	5	1995	9999	5	70
30071	1	18	6	2004	9999	7	70
30071	2	7	6	2006	9999	5	70
30071	3	8	6	2001	9999	5	70
30077	1	18	6	2005	9999	5	70
30078	1	8	6	2000	9999	7	70
30078	2	18	6	2000	9999	7	2
30079	1	31	35	2006	9999	1	80
30079	2	25	6	1988	9999	8	80
30080	1	25	6	1986	9999	8	70
30082	1	5	13	2006	9999	8	2
30084	1	5	35	2006	9999	7	1
30084	2	18	6	2007	9999	7	70
30087	1	17	57	2006	2008	1	80
30089	1	8	6	2005	9999	5	2
30090	1	5	35	1997	9999	7	1
30090	2	25	35	2008	2008	9	70
30090	3	18	6	2004	9999	5	70
30091	1	5	13	2003	9999	1	2
30095	1	12	35	2008	2008	8	0
30097	1	18	6	2000	9999	6	70
30097	2	5	35	2006	9999	7	80
40001	1	25	1	2000	9999	8	4
40001	2	7	6	1996	9999	2	70
40001	3	17	60	2005	9999	1	0
40002	1	25	6	1997	9999	6	70
40002	2	5	13	2008	9999	8	2
40003	1	5	60	500000	9999	8	1
40004	1	25	6	1999	9999	5	70
40005	1	24	35	1994	9999	77	70
40006	1	17	60	2004	9999	1	0
40006	3	25	6	1999	9999	6	70
40006	4	18	35	2000	9999	8	70
40009	1	12	37	2004	9999	1	16
40010	1	25	39	2007	9999	6	1
40011	1	17	60	2005	2007	1	0
40013	1	17	54	1998	9999	1	0
40015	1	25	6	1998	9999	5	70
40016	1	25	6	2001	9999	6	70
40017	1	18	6	1999	9999	2	70
40018	1	17	37	2008	9999	1	80
40018	2	25	60	2004	9999	9	80
40019	1	7	6	2002	9999	7	3
40021	1	8	6	2006	9999	7	80
40021	2	17	60	2006	9999	1	0
40022	1	7	6	2004	9999	5	70
40022	2	17	60	2006	9999	1	0
40023	1	25	6	1999	9999	5	70
40024	1	25	6	2001	9999	7	70
40024	2	5	13	2006	9999	9	1
40025	1	5	60	2008	9999	2	2
40025	2	17	60	2008	9999	8	0
40025	3	25	6	1999	9999	5	70
40026	2	7	6	2006	9999	2	70
40026	3	17	60	2006	9999	1	0
40027	1	18	6	1999	9999	2	70
40028	1	24	6	2000	9999	5	2
40029	1	18	6	2003	9999	2	70
40029	2	5	1	2003	9999	2	70
40030	1	17	37	1998	9999	2	0
40031	1	7	6	1997	9999	7	19
40032	1	25	37	2006	9999	1	0
40033	1	21	24	2008	9999	7	70
40034	1	7	14	2004	9999	7	80
40035	1	5	13	1997	9999	1	70
40036	1	25	54	2002	9999	1	80
40036	2	25	60	2008	9999	9	0
40036	3	25	60	2008	9999	9	5
40036	4	25	35	2001	9999	7	1
40037	1	3	38	1999	9999	8	80
40037	2	4	38	1999	9999	8	80
40037	3	20	35	2009	9999	8	80
40037	4	1	5	1996	9999	6	70
40038	1	25	6	2000	9999	2	70
40038	2	5	13	2005	9999	8	1
40039	1	25	6	1998	9999	7	70
40039	2	25	60	2007	2008	9	70
40039	3	5	13	2008	9999	9	2
40039	4	25	37	2007	2007	8	0
40040	1	15	24	2008	9999	5	80
40041	1	17	60	2005	9999	1	80
40041	2	5	60	2005	9999	5	2
40041	3	25	6	2002	9999	2	70
40042	1	8	6	1999	9999	1	80
40042	2	8	6	2000	9999	1	2
40043	1	7	6	2004	9999	2	70
40043	2	5	1	1998	9999	9	6
40044	1	24	35	1994	9999	77	70
40045	1	7	6	1996	9999	2	70
40046	1	7	6	1998	9999	5	70
40048	1	18	6	1998	9999	2	80
40049	1	7	14	1997	9999	5	70
40050	1	7	6	2006	9999	7	70
40051	1	5	13	1991	9999	8	2
40053	1	5	1	2007	9999	7	2
40054	1	8	6	2000	9999	5	2
40055	1	7	6	2003	9999	7	70
40056	1	25	6	1999	9999	5	70
40057	1	8	6	2003	9999	5	2
40059	1	5	13	2008	9999	8	2
40059	2	25	6	2000	9999	2	70
40059	3	25	60	2006	2008	1	80
40060	1	17	37	2008	9999	1	0
40060	2	17	60	2003	9999	1	0
40060	3	25	35	2004	9999	9	70
40061	1	25	5	2006	9999	1	80
40061	2	25	5	2007	9999	1	1
40065	1	25	60	2006	9999	1	80
40068	1	8	6	1997	9999	5	80
40070	1	12	60	2005	2007	1	0
40072	1	17	60	2000	2009	1	5
40073	1	8	6	2003	9999	6	1
40074	1	7	6	1998	9999	6	70
40075	1	25	37	1998	9999	1	0
40076	1	7	6	2005	9999	5	0
40080	1	7	6	1998	9999	9	70
40081	1	8	6	2000	2008	5	2
40082	1	25	6	2000	9999	2	70
40082	2	7	6	2005	9999	4	80
40082	3	25	60	2007	2009	8	0
40083	1	7	14	2006	9999	5	80
40084	1	1	5	2006	9999	1	1
40084	2	7	6	1991	9999	7	70
40085	1	25	37	2008	9999	1	0
40085	2	25	6	2002	9999	4	70
40085	3	5	60	2008	2008	8	2
40086	1	1	5	1986	9999	2	5
40087	1	5	13	2006	9999	8	80
40089	1	17	54	2006	9999	1	80
40091	1	5	13	1999	9999	9	2
40092	1	17	37	2006	9999	1	0
40097	1	25	6	2000	9999	4	70
40097	2	7	6	2004	9999	2	70
40097	3	5	13	2001	9999	8	2
40098	1	7	14	2005	9999	7	0
40100	1	17	37	2007	9999	1	0
50001	1	8	6	2002	9999	5	2
50001	2	21	24	2008	9999	7	80
50002	1	3	38	1998	9999	8	80
50002	2	4	38	1998	9999	8	80
50002	3	12	35	2009	9999	1	5
50003	1	7	6	2000	9999	6	3
50003	2	15	38	2008	9999	8	80
50003	3	21	24	2008	9999	7	80
50004	1	1	5	1996	9999	7	70
50004	2	3	38	2008	9999	8	80
50004	3	4	38	2008	9999	8	80
50004	4	20	35	2008	9999	8	80
50004	5	17	35	2008	9999	1	80
50006	1	21	24	2008	9999	7	80
50006	2	20	35	2008	2008	8	0
50007	1	22	24	2008	9999	7	80
50007	2	20	60	2008	9999	9	80
50008	1	22	24	2008	2008	7	80
50008	2	1	5	2002	9999	1	70
50008	3	20	60	2008	9999	9	80
50009	1	21	24	2008	9999	7	2
50010	1	1	5	2003	9999	1	1
50010	2	8	6	2009	9999	5	2
50011	1	1	5	2001	9999	1	1
50011	2	21	24	2008	9999	7	1
50012	1	7	6	1990	9999	5	70
50012	2	15	38	2007	9999	8	2
50014	1	7	6	2000	9999	2	1
50016	1	4	38	2002	9999	7	80
50016	2	3	38	2002	9999	7	80
50017	1	21	24	2008	9999	7	80
50017	2	20	35	2008	9999	8	80
50018	1	4	24	2008	9999	8	80
50018	2	3	38	2008	9999	8	80
50019	1	15	38	2000	9999	9	80
50020	1	1	5	2000	9999	2	2
50020	2	21	24	2008	9999	7	80
50022	1	21	24	2008	9999	6	80
50023	1	1	5	1998	9999	1	1
50023	2	21	24	2008	9999	7	1
50024	1	3	38	1997	9999	8	80
50024	2	4	38	1997	9999	8	80
50026	1	4	38	1998	2008	8	80
50026	2	3	38	1998	2008	8	80
50027	1	3	38	1997	9999	8	80
50027	2	4	38	1997	9999	8	80
50028	1	3	38	2000	9999	8	80
50028	2	4	38	2000	9999	8	80
50030	1	21	24	2008	2008	7	80
50030	2	20	35	2009	9999	8	80
50031	1	7	6	2000	9999	6	1
50031	2	4	38	2009	9999	8	80
50031	3	3	38	2009	9999	8	80
50032	1	22	24	2008	2009	7	80
50032	2	20	60	2008	9999	9	80
50033	1	3	38	1999	9999	8	70
50033	2	4	38	1999	9999	8	70
50033	3	7	6	2002	9999	6	70
50033	4	25	6	2002	9999	6	70
50033	5	17	35	2008	9999	1	0
50033	6	20	35	2008	9999	8	0
50033	7	20	35	2008	9999	8	0
50034	1	7	6	2000	9999	6	2
50034	2	8	6	2000	9999	5	2
50035	1	8	6	2000	2008	5	2
50035	2	4	38	2008	9999	9	80
50035	3	3	38	2008	9999	9	80
50037	1	7	6	2000	9999	6	1
50037	2	4	38	2008	9999	8	80
50037	3	3	38	2008	9999	8	80
50038	1	21	24	2008	9999	7	80
50039	1	 	 	 	 	 	 
50040	1	7	6	2006	9999	5	2
50041	1	1	5	2001	9999	4	70
50041	2	25	5	2008	9999	1	70
50041	3	20	35	2008	9999	8	80
50042	1	21	24	2008	9999	7	80
50042	2	8	6	2004	9999	5	2
50043	1	20	35	2009	9999	9	0
50043	2	21	24	2008	2008	8	1
50043	3	17	35	2009	9999	8	0
50045	1	21	24	2008	9999	7	80
50045	2	20	35	2008	9999	8	80
50046	1	1	5	2001	9999	1	1
50046	2	7	6	1990	9999	2	70
50046	3	4	38	2007	9999	8	80
50047	1	15	38	1994	9999	8	80
50047	2	1	5	2002	9999	7	70
50047	3	20	60	2008	9999	9	0
50048	1	22	24	2008	2009	7	80
50048	2	20	60	2008	9999	9	5
50049	1	1	5	1998	9999	1	1
50049	2	15	38	2007	9999	8	70
50050	1	8	6	2000	9999	6	1
50050	2	4	38	1997	9999	8	80
50050	3	3	38	1997	9999	6	80
50051	1	1	5	2001	9999	7	70
50051	2	21	24	2008	9999	7	80
50051	3	17	35	2008	9999	1	80
50051	4	20	35	2008	9999	8	80
50052	1	1	5	1998	9999	1	1
50052	3	8	6	1999	2007	5	5
50053	1	1	5	19997	9999	2	18
50053	2	21	24	2008	9999	6	80
50054	1	24	6	2008	2008	5	6
50055	1	22	24	2008	2008	9	80
50055	2	20	60	2007	9999	9	0
50056	1	18	41	2007	9999	6	70
50056	2	24	39	2007	9999	2	80
50057	1	17	27	2009	9999	1	6
50057	2	21	24	2008	9999	7	80
50058	1	1	5	2000	9999	4	70
50058	2	21	24	2008	9999	7	80
50058	3	20	35	2008	9999	9	0
50058	4	7	6	2004	9999	6	80
50059	1	1	5	1996	9999	2	1
50059	2	21	24	2008	9999	7	80
50060	1	21	24	2008	9999	7	70
50060	2	15	38	2000	9999	8	80
50060	3	20	35	2008	9999	9	80
50061	1	17	35	2008	9999	1	0
50061	2	25	6	1999	9999	5	70
50061	3	15	38	2000	9999	8	1
50061	4	3	38	2000	9999	8	80
50061	5	4	38	2000	9999	8	80
50061	6	20	35	2008	9999	8	0
50062	1	17	35	2008	9999	1	80
50063	1	8	6	2007	9999	9	1
50063	2	3	38	2008	9999	9	80
50063	3	4	38	2008	9999	9	80
50064	1	3	38	2000	9999	8	80
50064	2	4	38	2000	9999	8	80
50064	3	5	13	2009	9999	7	2
50064	4	17	35	2008	9999	1	0
50064	5	20	35	2008	9999	8	80
50066	1	7	6	1998	9999	7	70
50066	2	8	6	1997	9999	5	2
50068	1	1	5	1999	9999	6	70
50068	2	21	24	2008	9999	7	80
50068	3	20	35	2008	9999	8	80
50070	1	7	6	2002	9999	5	70
50070	2	20	35	2008	2008	8	0
50072	1	3	38	1999	9999	8	80
50072	2	4	38	1999	9999	8	80
50073	1	21	24	2008	9999	7	80
50073	2	1	5	2002	9999	5	70
50073	3	20	35	2008	9999	9	0
50073	4	25	5	2008	9999	1	70
50074	1	7	6	1984	9999	7	70
50074	2	4	38	2006	9999	8	80
50074	3	3	38	2006	9999	8	80
50075	1	3	38	1997	9999	8	80
50075	2	4	38	1997	9999	8	70
50075	3	21	24	2008	2008	7	70
50076	1	21	24	2008	9999	7	80
50076	2	8	6	2001	2006	5	2
50077	1	8	6	2004	9999	5	2
50077	2	3	38	2002	9999	9	80
50077	3	4	38	2002	9999	9	80
50078	1	1	5	2000	9999	2	1
50079	1	21	24	2008	9999	7	1
50081	1	3	38	1999	9999	8	80
50081	2	4	38	1999	9999	9	80
50082	1	3	38	2002	9999	8	80
50082	2	4	38	2002	9999	8	80
50082	3	1	5	2003	9999	4	70
50082	4	25	5	2008	9999	1	70
50082	5	20	35	2008	9999	8	80
50083	1	1	5	1992	9999	6	70
50083	2	20	35	2008	9999	9	80
50083	3	3	38	2006	9999	8	80
50083	4	4	38	2006	9999	8	80
50084	1	21	24	2008	9999	7	80
50084	2	17	35	2008	9999	1	0
50085	1	1	5	2000	9999	2	80
50085	2	21	24	2008	9999	1	80
50086	1	21	24	2008	9999	7	80
50087	1	21	24	2008	9999	7	1
50088	1	21	24	2008	9999	7	70
50088	2	20	35	2008	9999	8	0
50089	1	1	5	1997	9999	2	1
50089	2	21	24	2008	9999	6	80
50090	1	1	5	1996	9999	6	70
50090	2	21	24	2008	9999	7	1
50090	3	20	35	2008	9999	8	80
50091	1	21	24	2008	9999	7	70
50091	2	1	5	1998	9999	1	1
50092	1	21	24	2008	9999	7	0
50093	1	22	24	2008	9999	7	70
50094	1	4	38	1996	9999	8	70
50094	2	1	5	1993	9999	9	70
50094	3	22	24	2008	2008	9	70
50094	4	3	38	1996	9999	8	70
50095	1	22	24	2008	9999	7	80
50095	2	20	60	2008	9999	9	80
50096	1	21	24	2008	9999	7	80
50097	1	1	5	1997	9999	2	1
50098	1	1	5	2001	9999	1	1
50099	1	1	5	2000	9999	2	80
50100	1	1	5	1993	9999	7	70
50100	2	20	35	2008	9999	9	80
60002	1	1	1	1971	9999	6	2
60002	2	5	13	1993	9999	1	1
60002	3	13	5	2007	9999	1	1
60004	1	1	5	2004	9999	2	2
60005	1	3	38	1995	9999	6	80
60005	2	5	13	2008	9999	1	2
60008	1	1	5	2001	9999	2	1
60009	1	1	1	2007	9999	7	1
60009	2	5	13	1999	9999	1	1
60009	3	7	6	2005	9999	2	80
60009	4	11	6	2005	9999	2	80
60009	5	8	6	2001	9999	2	80
60009	6	18	6	2001	9999	1	80
60010	1	5	13	1997	9999	1	16
60011	1	18	6	2006	9999	2	2
60011	2	17	60	2009	9999	1	15
60012	1	5	13	1997	9999	1	1
60012	2	1	5	2007	9999	2	1
60013	1	1	5	1998	9999	1	70
60014	1	1	5	2004	9999	2	1
60016	1	1	5	2007	9999	7	1
60016	2	5	13	2004	9999	1	1
60016	3	13	5	2008	2008	1	1
60016	4	7	6	2004	9999	6	80
60016	5	8	6	2004	9999	6	80
60016	6	11	6	2004	9999	6	80
60016	7	18	6	2004	9999	1	80
60017	1	5	13	2002	9999	1	2
60018	1	1	5	1999	9999	2	1
60019	1	1	1	2008	9999	1	1
60019	2	5	13	2001	9999	1	2
60019	3	18	6	2002	9999	1	1
60020	1	1	1	2008	9999	6	1
60020	2	8	6	2004	9999	7	80
60020	3	18	5	2006	9999	1	80
60021	1	1	5	2002	9999	2	1
60022	1	1	5	1989	9999	2	1
60024	1	1	5	2003	9999	2	1
60026	1	1	5	1998	9999	1	70
60026	2	5	13	2002	9999	1	1
60027	1	1	5	2000	9999	2	1
60028	1	1	5	2006	9999	1	70
60029	1	4	38	2000	9999	9	70
60030	1	1	5	2008	9999	7	1
60030	2	18	6	2005	9999	1	80
60031	1	5	13	2006	9999	1	1
60031	2	18	6	2006	9999	1	70
60031	3	1	4	2005	9999	1	70
60033	1	8	6	2004	9999	7	2
60033	2	18	6	2004	9999	7	2
60033	3	1	5	2008	9999	7	1
60034	1	1	5	1985	9999	2	70
60034	2	5	13	2002	9999	1	1
60035	1	5	13	2002	9999	1	2
60035	2	1	5	2000	9999	2	1
60037	2	5	13	2007	9999	1	1
60038	1	5	13	2006	9999	1	18
60038	2	15	38	1995	9999	5	0
60039	1	1	5	2003	9999	2	1
60040	1	15	38	1994	9999	6	70
60040	2	18	6	2005	9999	4	80
60042	1	5	13	2008	9999	1	24
60042	2	18	6	2000	9999	1	80
60042	3	1	5	1995	9999	1	24
60042	4	13	60	2006	9999	1	24
60043	1	1	5	1989	9999	2	1
60043	2	18	6	1993	9999	2	70
60043	3	5	14	1998	9999	1	2
60043	4	3	38	1999	2006	5	1
60045	1	1	5	1986	9999	5	1
60045	2	5	13	2002	2007	1	2
60046	1	1	1	2004	9999	7	80
60046	3	18	6	1983	9999	1	80
60047	1	1	5	2004	9999	2	1
60049	1	1	5	2002	9999	2	1
60050	1	8	6	2003	9999	2	2
60050	2	18	6	2005	9999	2	80
60050	3	15	38	2005	9999	1	7
60051	1	1	5	1999	9999	5	1
60051	2	5	13	1998	9999	1	1
60054	1	1	1	2007	9999	1	2
60054	2	13	5	2007	2007	1	1
60054	3	18	6	2001	9999	1	80
60059	1	1	6	2002	9999	2	1
60060	1	1	1	1979	9999	1	1
60060	2	5	13	1997	9999	1	1
60060	3	7	6	2002	9999	7	3
60060	4	11	6	2002	9999	7	3
60060	5	13	5	2006	9999	1	3
60061	1	3	38	2003	9999	2	2
60061	2	17	6	2005	9999	1	2
60062	1	1	1	2003	9999	1	1
60062	2	7	6	2005	9999	1	80
60062	3	8	6	2006	9999	1	2
60062	4	11	6	2006	9999	1	80
60062	5	13	5	2008	9999	1	1
60062	6	18	6	2003	9999	1	80
60063	1	1	5	2003	9999	2	1
60064	1	1	5	2002	9999	1	70
60065	1	1	1	2007	9999	6	1
60065	2	10	5	2006	9999	1	1
60065	3	18	6	2002	9999	1	1
60066	1	1	5	2004	9999	7	1
60066	2	5	13	2001	2007	1	1
60066	3	7	6	1998	9999	7	2
60066	4	11	6	1998	9999	7	2
60066	5	8	6	1998	9999	7	2
60066	6	18	6	1998	9999	1	70
60066	7	13	5	2009	2009	1	1
60067	1	1	5	2002	9999	2	1
60068	1	1	5	1995	9999	6	1
60068	2	18	5	2005	9999	2	70
60068	3	13	5	2008	2008	1	1
60071	1	1	5	1980	9999	6	1
60071	2	18	6	2005	9999	1	80
60072	1	1	5	2008	9999	6	1
60072	2	18	6	1999	9999	2	80
60073	1	4	38	2002	9999	1	70
60074	1	5	13	2007	9999	1	1
60074	2	1	13	2000	9999	5	16
60075	1	1	5	2002	9999	2	1
60076	1	12	22	2009	2009	1	80
60077	1	5	13	2001	9999	1	2
60077	2	1	5	2000	9999	5	70
60078	1	5	27	2007	9999	2	1
60078	2	12	22	2004	9999	1	80
60081	1	1	5	2004	9999	2	2
60082	1	5	13	1996	9999	1	1
60083	1	1	5	2003	9999	2	1
60085	1	1	5	2003	9999	2	1
60086	1	3	38	1983	9999	6	80
60086	2	4	38	1983	9999	6	80
60086	3	5	13	2000	9999	1	2
60086	4	17	60	2008	9999	1	6
60086	5	18	6	1985	9999	2	2
60087	1	1	5	2007	9999	7	1
60087	2	18	6	2006	9999	7	70
60087	3	5	13	2004	2007	1	2
60088	1	5	13	1998	2008	1	2
60088	2	18	6	2000	9999	1	70
60089	1	1	5	2002	9999	2	1
60091	1	1	5	2000	2008	1	70
60092	1	5	13	2005	9999	1	2
60092	2	8	6	2005	9999	2	2
60092	3	7	6	2005	9999	2	2
60092	4	11	6	2005	9999	2	2
60092	5	18	6	2006	9999	1	80
60093	1	1	5	2000	9999	1	2
60093	2	5	13	1995	9999	1	1
60094	1	18	6	2003	9999	1	70
60094	2	1	5	2007	9999	2	2
60096	1	5	13	2007	9999	1	3
60096	2	7	6	2003	9999	1	5
60096	3	8	6	2003	9999	1	5
60096	4	11	6	2003	9999	1	5
60096	5	18	6	2003	9999	1	5
60096	6	13	5	2007	9999	1	5
60097	1	1	5	2003	9999	2	1
60098	1	1	5	2000	9999	2	1
70001	1	1	60	2008	9999	1	1
70001	2	1	5	2000	9999	2	1
70001	3	18	6	2000	9999	5	70
70001	4	8	6	1986	9999	5	2
70001	5	5	13	2000	9999	1	1
70002	1	1	5	1990	9999	1	1
70002	2	8	6	2002	9999	6	2
70002	3	18	6	1993	9999	2	80
70003	1	1	5	1999	9999	7	1
70003	2	3	38	1999	9999	5	80
70003	3	4	38	1999	9999	5	80
70003	4	5	13	2005	9999	1	2
70003	5	18	6	2003	9999	7	70
70004	1	5	13	2002	9999	1	2
70004	2	8	6	1998	9999	1	2
70004	3	18	6	1996	9999	1	80
70004	4	13	5	2007	9999	1	1
70005	1	1	5	2005	9999	5	70
70006	1	18	6	2004	9999	1	70
70006	2	4	38	2005	9999	6	1
70006	3	22	77	2008	2008	1	1
70007	1	1	5	2003	9999	1	1
70008	1	1	5	2007	9999	6	1
70008	2	13	5	2007	9999	1	1
70008	3	18	6	2002	9999	5	70
70009	1	1	5	2000	9999	1	70
70010	1	1	5	1998	9999	7	70
70010	2	5	13	2007	9999	1	2
70012	1	3	38	2000	9999	2	1
70012	2	18	6	2002	9999	5	70
70012	3	1	5	2002	9999	5	3
70013	1	1	5	1999	9999	1	70
70014	1	17	77	2006	9999	1	0
70014	2	8	6	1999	9999	6	2
70014	3	1	5	2002	9999	6	1
70014	4	18	6	2002	9999	4	70
70015	1	5	13	2008	9999	1	2
70015	2	18	6	2001	9999	1	70
70016	1	1	5	1994	9999	1	1
70016	2	3	38	2007	9999	7	80
70016	3	4	38	2008	9999	6	80
70016	4	8	6	2002	9999	7	2
70016	5	18	6	2002	9999	6	2
70017	1	1	5	2003	9999	2	1
70018	1	1	5	2002	9999	2	1
70019	1	1	5	2003	9999	6	1
70019	2	5	13	2002	9999	1	2
70019	3	18	6	2002	9999	5	70
70020	1	1	5	2002	9999	2	1
70021	1	3	38	2007	2007	2	1
70021	2	1	5	2007	9999	1	1
70021	3	18	6	2003	9999	1	70
70021	4	8	6	2004	2008	5	10
70022	1	1	5	1996	9999	7	1
70023	1	18	6	2002	9999	7	70
70023	2	8	6	2001	2006	5	2
70023	3	21	11	2007	2007	4	1
70024	1	25	38	2004	9999	6	70
70025	1	8	6	1998	9999	7	2
70025	2	18	6	1995	9999	5	80
