CHILDCODE	SPPGIDR5	SUPKNDR5	SUPWHOR5	SUPSRTR5	SUPENDR5	SUPFRQR5	SUPRIDR5
90056	3	21	32	2008	9999	7	70
90057	1	1	5	1999	9999	1	70
90057	2	18	6	2000	9999	3	70
90057	3	8	6	1999	9999	5	2
90057	4	21	32	2008	9999	7	70
90058	1	1	5	1996	9999	1	70
90058	2	8	6	2000	9999	5	2
90058	3	21	32	2008	9999	7	70
90058	4	5	13	2007	9999	1	80
90059	1	1	5	1999	9999	1	70
90059	2	5	13	2006	9999	1	1
90059	3	21	32	2008	9999	7	70
90060	1	1	5	1990	9999	1	70
90060	2	7	6	2000	9999	1	70
90060	3	21	32	2008	9999	7	70
90061	1	8	6	2004	9999	5	70
90062	1	1	5	1998	9999	1	70
90062	2	18	6	2002	9999	6	70
90062	3	5	13	2000	9999	1	2
90062	5	8	6	2000	9999	5	2
90062	6	21	32	2008	9999	7	70
90062	7	3	38	1998	9999	5	70
90063	1	1	5	1997	9999	1	70
90063	2	8	6	2000	9999	5	2
90063	3	21	32	2008	9999	7	70
90064	1	1	5	1986	9999	5	70
90064	2	5	13	1996	2006	1	2
90064	3	21	32	2008	9999	7	70
90064	4	16	60	1988	9999	7	70
90064	5	25	6	1992	9999	6	70
90065	1	8	6	2008	9999	5	3
90066	1	1	5	1986	9999	3	70
90066	2	4	38	2001	9999	7	70
90066	3	8	6	2000	9999	5	2
90066	4	18	6	1998	9999	6	70
90066	5	21	32	2008	9999	7	80
90067	1	1	5	1997	9999	1	70
90067	2	21	32	2008	9999	7	70
90067	3	18	6	2000	9999	7	70
90067	4	8	6	1998	9999	5	2
90067	5	5	13	1997	9999	1	1
90068	1	1	5	1988	9999	7	70
90068	2	8	6	1996	9999	5	3
90068	3	21	32	2008	9999	7	70
90068	4	18	6	1996	9999	6	70
90069	1	21	32	2008	9999	7	70
90069	2	7	6	2000	9999	7	1
90069	3	5	13	2008	9999	1	1
90070	1	1	5	1996	9999	5	70
90070	2	5	13	2000	9999	7	2
90070	3	8	6	1998	9999	5	2
90070	4	21	32	2008	9999	6	70
90070	5	4	38	2004	9999	6	70
90071	1	1	5	1998	9999	1	70
90071	2	18	6	1998	9999	4	70
90071	3	21	32	2008	9999	7	70
90072	1	1	5	1988	9999	6	70
90072	2	8	6	1998	9999	5	2
90072	3	21	32	2008	9999	7	70
90072	4	24	6	1998	9999	5	70
90073	1	1	5	1996	9999	5	70
90073	2	4	38	1997	9999	7	80
90073	3	21	32	2008	9999	7	80
90073	4	8	6	2004	2006	5	2
90073	5	18	6	2004	9999	6	70
90075	1	1	5	1998	9999	1	70
90075	2	18	6	2002	9999	7	70
90075	3	5	13	1996	9999	1	2
90075	4	8	6	1999	9999	5	2
90075	5	21	32	2008	9999	7	70
90076	1	1	5	1997	9999	1	70
90076	2	18	6	1998	9999	5	70
90076	3	21	32	2008	9999	7	70
90076	4	8	6	1998	9999	5	2
90076	5	5	13	2008	9999	1	2
90076	6	5	39	2007	3300	1	2
90076	7	3	38	1999	9999	5	70
90077	1	1	5	1994	9999	6	70
90077	2	18	6	1998	9999	5	70
90077	3	21	32	2008	9999	7	70
90077	4	4	38	2003	2008	6	70
90078	1	1	5	2005	9999	1	70
90078	2	21	32	2008	9999	7	70
90079	1	1	5	1986	9999	3	70
90079	2	5	13	2006	9999	7	2
90079	3	18	6	1999	9999	6	70
90079	4	21	32	2008	9999	7	70
90080	1	1	5	1999	9999	1	70
90080	2	21	32	2008	9999	7	70
90080	3	8	6	2000	9999	5	2
90080	4	4	38	2003	9999	6	70
90081	1	1	5	1996	9999	1	70
90081	2	21	32	2008	9999	7	70
90081	3	5	13	2008	9999	1	80
90084	1	1	5	1996	9999	2	70
90084	2	8	6	1999	9999	5	2
90084	3	21	32	2008	9999	7	70
90085	1	8	6	2000	9999	5	5
90085	2	21	32	2008	9999	7	70
90086	1	1	5	1999	9999	1	70
90086	2	21	32	2008	9999	7	70
90086	3	8	6	2000	9999	1	2
90087	1	1	5	1994	9999	5	70
90087	2	21	32	2008	9999	7	70
90087	3	5	13	1993	9999	1	4
90087	4	18	6	1996	9999	6	70
90088	1	1	5	1997	9999	1	70
90088	2	18	6	2000	9999	6	70
90088	3	5	13	2006	9999	1	2
90088	4	21	32	2008	9999	7	70
90089	1	1	5	1999	9999	1	70
90089	2	21	32	2008	9999	7	70
90089	3	8	6	2001	9999	5	2
90090	1	1	5	2000	9999	1	70
90090	2	21	32	2008	9999	7	70
90090	3	5	13	2007	2008	1	4
90092	1	1	5	1998	9999	5	70
90092	2	18	6	199	9999	6	70
90092	3	21	32	2008	9999	7	70
90093	1	1	5	1986	9999	5	70
90093	2	5	13	1998	9999	7	4
90093	3	21	32	2008	9999	7	70
90093	4	18	6	1998	9999	5	70
90094	1	1	5	1998	9999	1	70
90094	2	18	6	1998	9999	7	70
90094	3	8	6	1998	9999	5	2
90094	4	21	32	2008	9999	7	70
90095	1	1	5	1994	9999	6	70
90095	2	8	6	1999	9999	5	2
90095	3	21	32	2008	9999	7	70
90095	4	18	6	1998	9999	6	70
90095	5	4	38	2001	9999	7	70
90095	6	5	13	1998	9999	1	1
90096	1	1	5	1996	9999	3	70
90096	2	5	13	2007	9999	7	2
90096	3	8	6	1999	9999	5	3
90096	4	21	32	2008	9999	7	70
100001	1	18	6	2007	9999	3	80
100005	1	8	6	1996	9999	5	80
100008	1	 	 	 	 	 	 
100009	1	 	 	 	 	 	 
100010	1	18	6	2005	9999	1	70
100011	1	17	43	2003	9999	1	2
100011	2	5	13	2006	9999	2	2
100014	1	18	6	2004	9999	1	70
100015	1	18	6	1993	9999	5	80
100016	1	21	32	2009	9999	1	1
100018	1	18	6	2007	9999	8	70
100019	1	 	 	 	 	 	 
100020	1	18	6	2007	9999	2	70
100021	1	8	6	1996	2009	5	2
100022	1	 	 	 	 	 	 
100023	1	5	13	2008	2008	8	1
100024	1	18	6	2008	9999	5	70
100025	1	18	6	2007	2008	1	80
100026	1	18	6	2007	9999	5	70
100027	1	8	6	2002	9999	1	2
100028	1	5	13	2008	2008	8	1
100031	1	8	6	2006	9999	2	2
100031	2	5	13	2006	2008	1	2
100032	1	17	8	1999	9999	1	0
100032	2	18	6	2007	9999	7	70
100032	4	17	8	2008	9999	1	0
100034	1	18	6	2006	9999	5	70
100035	1	1	5	2000	9999	7	70
100035	2	18	6	2000	9999	6	70
100036	1	7	56	2006	2008	2	19
100037	1	18	6	2008	9999	2	70
100038	1	8	6	1995	9999	7	80
100039	1	18	6	2007	9999	8	80
100044	1	8	6	2001	9999	2	2
100048	1	23	34	2008	2008	1	2
100049	1	18	6	2002	9999	1	70
100050	1	21	11	2009	9999	5	3
100051	1	18	6	2007	9999	1	2
100052	1	5	13	2007	9999	1	1
100053	1	7	57	2007	9999	3	80
100053	2	24	36	2008	2009	1	70
100054	1	18	6	2006	2006	8	80
100055	1	 	 	 	 	 	 
100056	1	4	38	2008	9999	3	2
100057	1	1	5	2007	9999	1	11
100059	1	18	6	2000	9999	5	80
100060	1	5	13	2009	9999	1	2
100061	1	8	6	2006	9999	5	2
100062	1	8	6	2006	9999	2	80
100065	1	8	6	1998	9999	5	2
100065	2	18	6	2005	9999	2	90
100066	1	5	13	2006	9999	1	1
100067	1	12	8	2002	9999	2	0
100068	1	8	6	1995	9999	2	80
100071	1	21	5	2008	9999	1	80
100071	2	5	13	2007	9999	1	2
100072	1	8	6	1997	9999	8	2
100072	2	18	6	2006	9999	1	70
100073	1	12	8	2007	9999	7	8
100073	2	5	13	2008	9999	1	1
100074	1	8	6	2002	9999	5	3
100074	2	5	13	2008	9999	1	3
100075	1	1	5	2000	9999	1	70
100075	2	18	6	2005	9999	1	70
100076	1	13	8	2004	9999	1	2
100076	2	8	6	1999	9999	3	2
100076	3	5	13	2006	9999	1	2
100077	1	5	13	2006	9999	1	4
100078	1	 	 	 	 	 	 
100080	1	5	13	2007	2008	8	1
100081	1	12	8	2006	9999	5	18
100081	2	5	13	2006	9999	1	2
100082	1	5	1	2004	9999	7	2
100082	2	18	6	2008	9999	1	70
100083	1	8	6	1997	9999	5	2
100084	1	8	6	1994	9999	5	2
100085	1	18	6	1998	9999	1	80
100087	1	17	35	2006	2008	1	80
100092	1	 	 	 	 	 	 
100094	1	8	6	1998	9999	5	3
100094	2	18	6	1998	9999	6	70
100095	1	8	6	2000	9999	5	2
100096	1	17	60	2007	9999	1	4
100096	2	8	60	2007	9999	4	2
100098	1	8	6	1998	9999	5	3
100099	1	5	14	2007	9999	7	16
100099	2	8	6	1998	9999	1	2
100099	3	18	6	2006	9999	7	70
110002	1	18	6	2004	9999	2	80
110003	1	18	6	2006	9999	4	80
110003	2	1	5	2003	9999	3	1
110003	3	16	6	2004	2008	3	2
110004	1	18	6	2007	9999	5	70
110005	1	5	13	2008	9999	1	2
110005	2	18	6	2008	9999	3	2
110005	3	6	7	2008	2008	8	80
110006	1	18	6	2009	9999	5	80
110007	1	17	60	2006	9999	7	80
110007	2	18	6	2003	9999	5	70
110008	1	18	6	-77	9999	3	80
110009	1	1	5	2003	9999	2	1
110009	2	8	6	1997	9999	7	2
110009	3	18	6	2006	9999	2	70
110009	4	5	13	2005	9999	1	1
110011	1	1	5	2006	9999	1	0
110011	2	18	6	2003	9999	1	70
110012	1	18	6	2003	9999	4	70
110012	2	5	13	2005	9999	1	2
110012	3	8	6	2003	9999	5	2
110013	1	8	6	2000	9999	1	2
110014	1	1	5	1995	9999	7	1
110014	2	8	6	1995	2008	1	2
110014	3	5	13	1998	9999	1	1
110015	1	1	5	2000	9999	4	80
110015	2	18	6	2001	9999	5	80
110016	1	1	5	2004	9999	1	2
110016	2	18	6	2000	9999	3	70
110017	1	1	5	1997	9999	2	80
110017	2	25	6	2008	9999	6	70
110017	3	8	6	2000	9999	5	2
110017	4	18	6	2007	9999	2	70
110017	5	25	6	2008	9999	5	19
110017	6	25	6	2008	9999	2	80
110019	1	1	5	1990	9999	1	1
110019	2	18	6	2000	9999	3	80
110020	1	1	5	2003	9999	1	1
110020	2	8	6	1997	9999	4	80
110020	3	18	6	2003	9999	2	70
110021	1	18	6	2002	9999	3	80
110022	1	1	5	1988	9999	5	1
110022	2	18	6	1999	9999	5	70
110022	3	8	6	1989	9999	5	2
110023	1	25	6	2008	9999	3	70
110023	2	1	5	2000	9999	1	70
110023	3	18	6	2006	9999	3	70
110023	4	5	13	2005	9999	1	1
110024	1	5	13	2008	9999	8	12
110025	1	18	6	2007	9999	2	70
110025	2	8	6	2007	9999	5	2
110026	1	1	5	1997	9999	1	80
110026	2	18	6	2006	9999	2	2
110028	1	18	6	2009	9999	6	80
110029	1	18	6	2008	9999	7	70
110029	2	5	13	2005	9999	1	2
110029	3	8	6	1996	9999	7	2
110030	1	18	6	2009	9999	6	80
110030	2	8	6	2008	9999	5	3
110033	1	5	13	2007	999932	1	1
110034	1	18	6	2008	9999	1	80
110035	1	8	6	2007	9999	5	2
110035	2	18	6	2008	9999	3	80
110036	1	1	6	1995	9999	2	4
110036	2	18	6	2000	2008	7	70
110036	3	5	13	2006	9999	1	5
110037	1	18	6	2009	9999	3	2
110038	1	1	5	2004	9999	1	1
110038	2	13	5	2002	9999	1	1
110038	3	18	6	2006	9999	2	70
110038	4	8	6	2000	9999	5	2
110039	1	8	6	1997	9999	5	2
110039	2	5	13	2007	2008	1	2
110040	1	18	6	2004	9999	2	70
110041	2	18	6	2008	9999	1	3
110042	1	 	 	 	 	 	 
110043	1	18	6	2008	9999	3	80
110045	1	5	13	2008	9999	1	2
110046	1	18	6	2009	9999	3	2
110047	1	1	5	2000	9999	1	1
110047	2	18	6	1998	9999	2	70
110047	3	5	13	2002	9999	1	1
110048	1	1	5	2004	9999	1	1
110048	2	12	60	2006	9999	1	6
110048	3	18	6	1994	9999	3	80
110049	1	5	13	1999	9999	1	2
110051	1	1	5	2000	9999	2	17
110051	2	18	6	1998	9999	3	70
110052	1	18	6	2006	9999	1	70
110052	2	25	6	2006	2007	7	7
110052	3	5	13	2002	9999	1	2
110053	1	18	6	2008	9999	1	16
110054	1	1	5	1996	9999	5	70
110054	2	8	6	2006	9999	5	11
110054	3	18	6	1997	9999	6	70
110055	1	1	5	2002	9999	2	1
110055	2	8	6	2001	9999	5	2
110055	3	5	13	2008	9999	1	1
110056	1	18	6	2008	9999	7	3
110056	2	8	6	2007	9999	2	3
110059	1	13	5	2000	9999	2	1
110059	2	18	6	2003	9999	5	80
110059	3	5	13	2008	9999	1	1
110059	4	8	6	1998	9999	8	2
110060	1	18	6	2000	9999	7	70
110063	1	1	5	1998	9999	1	16
110063	2	8	6	1997	9999	8	17
110063	3	18	6	2006	9999	1	70
110065	1	8	6	1995	9999	5	2
110065	3	1	5	1995	9999	6	1
110065	4	18	6	2004	9999	4	80
110066	1	18	6	2008	9999	1	80
110067	1	18	6	2009	9999	6	80
110068	1	8	6	2004	9999	5	2
110068	2	18	6	2005	9999	2	70
110068	3	13	5	2008	9999	1	2
110068	4	5	13	2002	2008	1	2
110068	5	12	60	2007	9999	1	3
110069	1	18	6	2008	9999	3	2
110069	2	5	13	2007	2008	8	1
110070	1	1	5	1999	9999	7	1
110070	2	8	6	1995	9999	5	2
110070	3	5	13	2008	9999	1	1
110070	4	18	6	2000	9999	4	1
110071	1	1	5	1998	9999	2	1
110071	2	18	6	2006	9999	2	70
110071	3	10	5	2006	9999	2	1
110071	4	5	13	1997	9999	7	1
110072	1	5	13	2008	9999	1	2
110072	2	8	6	1997	9999	5	2
110073	1	1	5	2000	9999	6	1
110073	2	18	6	2006	9999	2	80
110074	1	1	5	2003	9999	4	80
110074	2	8	6	1998	2008	5	2
110074	3	18	6	2004	9999	6	80
110074	4	5	13	1999	9999	1	2
110075	1	1	5	1998	9999	6	1
110075	2	5	13	2003	2008	1	1
110076	1	8	6	2007	9999	2	70
110077	1	 	 	 	 	 	 
110078	1	8	6	1999	9999	5	2
110078	2	1	5	1995	9999	2	1
110079	1	8	6	1998	9999	1	70
110079	2	18	6	2006	9999	2	70
110079	3	25	6	2008	9999	6	8
110081	1	1	5	1998	9999	1	80
110081	2	8	6	1997	9999	8	2
110083	1	8	6	1999	9999	5	2
110083	2	1	5	1997	9999	4	1
110083	3	18	6	2002	9999	5	80
110084	1	8	6	2003	9999	5	2
110084	2	1	5	2005	9999	2	1
110084	3	18	6	2005	9999	1	1
110084	4	13	35	2002	9999	2	1
110085	1	1	5	2000	9999	2	1
110085	2	18	6	2002	9999	1	80
110086	1	8	6	1997	2009	5	2
110088	1	8	6	2007	9999	5	2
110089	1	8	6	2001	9999	5	2
110089	2	1	5	2000	9999	3	1
110089	3	18	6	2005	9999	1	80
110091	1	1	5	2000	9999	1	80
110091	2	18	6	2007	9999	2	80
110092	1	8	6	2005	9999	1	2
110092	2	18	6	2008	9999	1	80
110093	1	1	5	1999	9999	6	1
110093	2	8	6	1999	9999	5	2
110094	1	5	13	2008	9999	1	1
110094	2	8	6	2004	9999	5	2
110094	3	1	5	2000	9999	4	1
110094	4	18	6	2005	9999	6	80
110096	1	1	5	1990	9999	1	6
110098	1	13	5	1999	9999	2	1
110098	2	14	6	2000	9999	2	7
110098	3	18	6	2003	9999	5	80
110098	4	8	6	2007	2007	5	7
110099	1	8	6	1998	9999	5	4
110099	2	18	6	1999	9999	5	80
110100	1	1	5	1998	9999	6	1
110100	2	8	6	2000	9999	5	2
110100	3	17	35	2004	9999	1	80
120001	1	1	6	2005	9999	1	70
120002	1	25	35	2008	9999	9	70
120005	1	25	35	2008	9999	9	70
120006	1	1	5	2000	9999	2	80
120007	1	8	6	2008	9999	7	19
120008	1	1	1	1990	9999	1	70
120008	2	8	6	-77	9999	7	70
120009	1	16	51	2008	9999	9	70
120009	2	25	35	2007	9999	9	70
120011	1	1	5	1998	9999	2	70
120013	1	18	6	2002	9999	1	70
120014	1	1	5	2003	9999	5	70
120014	3	18	6	2004	9999	5	70
120014	4	24	6	2004	9999	2	2
120014	5	5	5	2004	9999	1	0
120014	6	16	60	2008	9999	9	70
120015	1	1	5	1998	9999	1	70
120015	2	16	6	2002	9999	2	70
120015	3	5	11	2006	9999	1	2
120016	1	1	5	2003	9996	5	70
120016	2	18	6	2004	9999	1	70
120016	3	16	60	2008	9999	8	70
120016	4	5	5	2003	9999	1	1
120018	1	1	5	2002	9999	1	70
120018	2	18	6	2004	9999	1	70
120019	1	25	35	2008	9999	9	70
120020	1	18	6	2006	9999	2	1
120021	1	1	5	1994	9999	2	70
120021	2	16	60	1999	9999	9	70
120021	3	18	6	1997	9999	1	70
120023	1	8	6	2008	9999	1	2
120024	1	1	5	2003	9999	2	70
120025	1	1	5	1996	9999	1	70
120025	2	18	6	2000	9999	1	70
120026	1	1	5	1995	9999	1	70
120026	2	18	6	2008	9999	2	70
120026	3	16	11	2004	9999	9	70
120026	4	5	5	2004	9999	1	70
120027	1	1	5	1966	9999	2	70
120027	2	18	6	2000	9999	1	70
120029	1	16	77	2007	9999	7	70
120031	1	18	6	2004	9999	1	70
120032	1	1	5	1999	9999	1	70
120032	2	18	6	2006	9999	1	70
120032	3	16	11	2006	9999	9	70
120032	4	5	5	1999	9999	1	70
120034	1	1	5	1997	9999	1	70
120035	1	1	5	2002	9999	7	70
120035	2	16	60	2002	9999	9	70
120035	4	1	5	2002	9999	8	2
120036	1	1	5	1995	9999	4	70
120036	2	16	11	2006	9999	9	70
120036	3	5	5	1995	9999	1	70
120037	1	1	5	1992	9999	2	70
120037	2	5	5	1995	9999	1	70
120037	3	5	11	2003	2008	1	1
120039	1	1	5	2003	9999	2	70
120039	2	5	5	2003	9999	1	70
120039	3	13	5	2004	9999	2	70
120039	4	18	6	2003	9999	1	70
120039	5	24	6	2008	9999	5	80
120039	6	16	60	2008	9999	9	70
120040	1	1	5	2007	9999	1	70
120040	2	21	35	2008	9999	1	70
120041	1	1	5	2002	9999	1	70
120041	2	25	6	2003	9999	1	70
120041	3	16	60	2007	9999	1	70
120043	1	1	5	1995	9999	1	70
120043	2	8	6	2003	9999	1	70
120044	1	25	35	2007	9999	9	70
120045	1	1	5	1998	9999	1	70
120045	2	18	6	2003	9999	7	70
120046	1	1	5	2003	9999	2	70
120046	2	18	6	2006	9999	5	70
120046	3	16	60	2008	9999	9	70
120047	1	1	5	2001	9999	1	70
120047	2	16	11	2008	9999	9	70
120047	3	8	6	198	2008	5	2
120048	1	16	35	2008	9999	7	70
120049	1	1	5	-77	9999	2	70
120050	1	1	5	1999	9999	1	70
120050	2	18	6	2001	9999	1	70
120050	3	21	35	2008	2008	8	70
120051	1	25	35	2007	9999	9	70
120053	1	1	35	2000	9999	6	70
120054	1	8	6	2005	9999	1	0
120055	1	18	6	2004	9999	5	70
120055	2	8	6	2006	9999	9	4
120056	1	1	5	2003	9999	5	70
120056	2	18	6	2003	9999	2	70
120056	3	5	11	2007	9999	1	80
120056	4	5	5	2004	9999	1	70
120056	5	16	60	2002	9999	9	70
120058	1	1	5	1996	9999	1	1
120058	2	18	6	2002	9999	1	70
120058	3	5	11	2003	9999	8	2
120059	1	1	5	1994	9999	7	70
120060	1	25	35	2007	9999	9	70
120061	1	1	5	1999	9999	1	70
120061	2	16	60	2004	9999	9	70
120061	3	5	5	1999	9999	1	70
120063	1	1	5	1994	9999	4	70
120063	2	8	6	2004	9999	5	2
120063	3	5	5	1999	9999	1	70
120063	4	21	5	2008	2008	9	70
120064	1	1	5	2003	9999	1	70
120064	2	5	13	2004	9999	7	2
120065	1	16	60	2007	9999	9	70
120066	1	1	5	1999	9999	4	70
120066	2	18	6	2004	9999	1	70
120066	3	8	6	1999	9999	5	2
120066	4	16	60	2007	9999	9	70
120067	1	1	5	1998	9999	2	70
120067	2	18	6	2000	9999	1	70
120069	1	1	5	2002	9999	1	70
120070	1	1	5	2002	9999	2	70
120071	1	1	5	1997	9999	1	70
120072	1	1	5	2001	9999	1	70
120072	2	8	6	2000	9999	2	2
120073	1	1	5	1999	9999	1	70
120073	2	18	6	1997	9999	5	70
120073	3	25	6	2007	9999	8	6
120073	4	16	60	2007	9999	9	70
120074	1	1	5	-77	9999	1	70
120075	1	1	5	2003	9999	2	70
120075	2	18	6	2002	9999	1	70
120075	3	24	6	2003	9999	1	2
120075	4	16	60	2004	9999	9	70
120076	1	1	5	1999	9999	1	70
120076	2	5	5	2003	9999	1	70
120076	3	16	60	2007	9999	9	70
120076	4	18	6	2004	9999	1	70
120077	1	1	5	2002	9999	1	70
120078	1	1	5	2003	9999	1	70
120078	2	16	60	2008	9999	9	70
120079	1	1	5	-99	9999	1	70
120079	2	16	60	2008	9999	9	70
120080	1	18	6	2006	9999	7	70
120080	2	16	60	2008	9999	88	70
120081	1	1	5	2002	9999	7	1
120081	2	23	6	2006	9999	6	2
120081	3	18	6	2004	9999	1	70
120081	4	13	5	2002	9999	1	1
120081	5	24	6	2004	9999	1	2
120081	7	21	5	2008	9999	9	70
120082	1	1	5	1999	9999	1	70
120082	2	16	60	2008	9999	9	70
120083	1	1	5	1996	9999	2	1
120083	2	8	6	2001	9999	2	80
120085	1	1	5	2000	9999	1	70
120085	2	18	6	2000	9999	2	1
120086	1	18	6	2006	9999	1	70
120087	1	1	5	2001	9999	1	70
120087	2	8	5	2005	9999	2	80
120090	1	1	5	1999	9999	4	70
120090	2	5	5	2004	9999	1	70
120090	3	18	6	2005	9999	1	70
120091	1	1	5	2005	9999	1	70
120092	1	25	35	2008	9999	9	70
120093	1	1	5	1990	9999	1	70
120093	2	18	6	2003	9999	4	70
120094	1	1	5	2002	9999	2	70
120096	1	1	5	2002	9999	1	70
120096	2	8	6	2000	9999	5	2
120096	3	16	5	2008	9999	9	70
120097	1	25	35	2008	9999	9	70
120099	1	1	5	2002	9999	2	70
120099	2	18	6	2002	9999	4	70
120099	3	16	11	2004	9999	9	70
120099	4	5	11	2007	9999	7	2
120100	1	1	5	2000	9999	1	70
130001	1	5	13	2007	9999	6	1
130001	2	18	6	2003	9999	5	70
130002	1	18	6	2003	9999	5	80
130003	1	5	6	2004	9999	6	70
130003	2	8	6	2001	9999	5	70
130004	1	5	58	2004	9999	9	2
130004	2	8	6	2002	9999	5	2
130004	3	18	6	2004	9999	1	70
130005	1	5	13	2004	9999	5	70
130005	2	18	6	2001	9999	6	70
130005	3	8	6	2003	9999	5	70
130007	1	5	58	2001	9999	9	2
130007	2	5	13	2006	9999	9	2
130007	3	18	6	2006	9999	1	2
130008	1	18	6	2000	9999	2	70
130010	1	18	6	2004	9999	5	80
130011	1	18	6	2000	9999	5	70
130013	1	1	5	1997	9999	2	1
130013	2	18	6	2000	9999	5	70
130014	1	8	6	2001	9999	6	70
130014	2	7	6	2001	9999	4	70
130014	3	5	13	2003	9999	5	70
130015	1	5	58	2004	9999	9	8
130015	2	18	6	2003	9999	7	80
130017	1	5	58	2001	9999	9	2
130017	2	5	13	2004	9999	7	1
130017	3	8	6	2006	9999	5	2
130017	4	18	6	2002	9999	7	80
130018	1	18	6	2000	9999	2	70
130018	2	5	60	2007	9999	6	1
130019	1	5	13	2004	9999	5	70
130019	2	18	6	2003	9999	6	70
130019	3	16	6	2001	9999	5	70
130021	1	18	6	2004	9999	7	1
130022	1	5	58	2006	9999	9	2
130022	2	18	6	2006	9999	1	70
130023	1	5	58	2000	9999	9	2
130023	2	5	13	2003	9999	7	2
130023	3	18	6	2000	9999	7	2
130024	1	5	13	2002	9999	3	1
130024	2	8	6	2001	9999	5	70
130024	3	18	6	2002	9999	6	70
130025	1	18	6	2000	9999	2	70
130026	1	8	6	2000	9999	7	2
130027	1	5	13	2008	9999	1	1
130027	2	8	6	2006	9999	5	2
130027	3	18	6	2004	9999	1	2
130028	1	18	6	2003	9999	5	70
130028	2	5	13	2001	9999	5	70
130028	3	8	6	2000	9999	5	70
130029	1	1	5	2008	9999	2	80
130029	2	18	6	2005	9999	5	70
130029	3	5	41	2003	9999	9	2
130030	1	1	5	2004	9999	2	1
130030	2	5	60	2007	9999	9	2
130030	3	18	6	2004	9999	5	70
130032	1	5	13	2004	9999	1	2
130032	2	18	6	2005	9999	5	80
130033	1	1	5	1998	9999	7	1
130033	2	18	6	2000	9999	7	70
130034	1	1	5	1999	9999	2	2
130034	2	18	6	2000	9999	5	70
130035	1	18	6	2006	9999	2	2
130035	2	8	6	2000	2008	5	2
130035	3	5	60	2007	9999	7	2
130036	1	18	6	2003	9999	4	70
130036	2	5	60	2003	9999	9	1
130037	1	8	6	2001	9999	6	70
130037	2	5	13	2002	9999	4	70
130037	3	18	6	2002	9999	6	70
130039	1	5	60	2009	9999	1	1
130039	2	18	6	2006	9999	6	70
130039	3	12	60	2005	9999	1	0
130040	1	18	6	2006	9999	4	70
130040	2	5	60	2002	9999	1	3
130041	1	18	6	2003	9999	5	80
130042	1	18	6	2003	9999	6	70
130042	2	7	6	2003	9999	5	70
130043	1	8	6	2002	2007	5	2
130043	2	18	6	2006	9999	7	2
130043	3	24	6	2008	9999	7	2
130044	1	5	58	2002	9999	9	2
130044	2	5	13	2004	9999	5	2
130044	3	5	13	2002	9999	7	1
130044	4	8	6	1995	9999	5	2
130044	5	18	6	2006	9999	5	80
130045	1	18	6	2001	9999	6	70
130045	2	8	6	2000	9999	6	70
130045	3	5	13	2003	9999	5	70
130046	1	18	6	2000	9999	2	70
130047	1	1	5	1998	9999	2	70
130047	2	18	6	2000	9999	6	70
130048	1	5	13	2007	9999	7	1
130048	2	8	6	1995	9999	5	2
130048	3	18	6	2008	9999	1	2
130049	1	5	13	2001	9999	5	2
130049	2	8	6	2002	9999	6	70
130049	3	18	6	2005	9999	6	70
130050	1	18	6	2005	9999	5	70
130050	2	5	60	2006	9999	9	2
130051	1	18	6	2004	9999	5	70
130051	2	8	6	2002	9999	5	70
130051	3	5	13	2004	9999	4	70
130052	1	18	6	2000	9999	2	70
130053	1	18	6	2000	9999	2	70
130054	1	8	6	1996	9999	5	2
130054	2	18	6	2006	9999	1	2
130055	1	18	6	2001	9999	5	70
130055	2	5	13	2002	9999	6	1
130055	3	8	6	2004	9999	5	80
130057	1	18	6	2000	9999	5	70
130058	1	5	13	2004	9999	1	80
130058	2	5	60	1998	9999	7	1
130058	3	8	6	1996	9999	5	2
130058	4	18	6	1998	9999	4	80
130059	1	1	5	1998	9999	2	2
130059	2	18	6	2000	9999	5	70
130060	1	5	13	2008	9999	1	1
130060	2	18	6	2005	9999	5	70
130060	3	1	5	2006	9999	1	1
130062	1	1	5	2007	9999	2	1
130062	2	18	6	2005	9999	5	70
130062	3	5	60	2006	9999	9	2
130063	1	1	5	1998	9999	2	1
130063	2	18	6	2000	9999	5	70
130064	1	5	13	2006	9999	7	1
130064	2	8	6	1999	9999	5	2
130064	3	18	6	2006	9999	7	2
130064	4	25	35	2002	9999	1	1
130065	1	18	6	2004	9999	5	70
130065	2	7	6	2003	9999	4	70
130066	1	18	6	2003	9999	4	80
130066	2	12	35	2007	9999	1	0
130067	1	18	6	2000	9999	6	70
130070	1	8	6	2002	9999	5	70
130070	2	5	6	2001	9999	5	70
130070	3	18	6	2001	9999	5	70
130071	1	18	6	2004	9999	7	80
130072	1	18	6	2006	9999	7	80
130073	1	18	6	2000	9999	2	70
130074	1	8	6	2003	9999	8	2
130075	1	18	6	2005	9999	4	70
130079	1	18	6	2006	9999	6	70
130079	2	5	13	2003	9999	1	80
130080	1	18	6	2000	9999	2	70
130080	2	5	13	2008	9999	5	2
130081	1	1	5	1998	9999	2	1
130081	2	8	6	2000	9999	7	2
130082	1	1	5	1998	9999	2	1
130082	2	18	6	2000	9999	2	70
130083	1	1	5	1998	9999	2	1
130083	2	18	6	2000	9999	5	70
130084	1	18	6	2000	9999	2	70
130085	1	18	6	2001	9999	5	70
130085	2	5	13	2003	9999	5	70
130085	3	10	6	2002	9999	5	2
130086	1	18	6	2006	9999	6	70
