CHILDCODE	ASSTIDR4	ASSETR5	TOTASSR5	ASACTR5	NMOWNR5	VLASTR5
40053	1	30	5	26	5	75000
40053	2	25	1	24	1	500000
40053	3	88	 	 	 	 
40054	1	13	10	7	10	20000
40054	2	88	 	 	 	 
40054	3	88	 	 	 	 
40055	1	23	7	23	7	15000
40055	2	1	5	11	5	400
40055	3	88	 	 	 	 
40056	1	 	 	 	 	 
40056	2	 	 	 	 	 
40056	3	 	 	 	 	 
40057	1	24	1	23	1	50000
40057	2	88	 	 	 	 
40057	3	88	 	 	 	 
40058	1	 	 	 	 	 
40058	2	 	 	 	 	 
40058	3	 	 	 	 	 
40059	1	30	6	26	5	50
40059	2	88	 	 	 	 
40059	3	88	 	 	 	 
40060	1	30	3	27	3	30
40060	2	88	 	 	 	 
40060	3	88	 	 	 	 
40061	1	 	 	 	 	 
40061	2	 	 	 	 	 
40061	3	 	 	 	 	 
40064	1	 	 	 	 	 
40064	2	 	 	 	 	 
40064	3	 	 	 	 	 
40065	1	 	 	 	 	 
40065	2	 	 	 	 	 
40065	3	 	 	 	 	 
40067	1	 	 	 	 	 
40067	2	 	 	 	 	 
40067	3	 	 	 	 	 
40068	1	 	 	 	 	 
40068	2	 	 	 	 	 
40068	3	 	 	 	 	 
40070	1	 	 	 	 	 
40070	2	 	 	 	 	 
40070	3	 	 	 	 	 
40071	1	1	18	11	18	7600
40071	2	88	 	 	 	 
40071	3	88	 	 	 	 
40072	1	 	 	 	 	 
40072	2	 	 	 	 	 
40072	3	 	 	 	 	 
40073	1	30	15	26	15	1500
40073	2	88	 	 	 	 
40073	3	88	 	 	 	 
40074	1	13	6	7	6	3000
40074	2	88	 	 	 	 
40074	3	88	 	 	 	 
40075	1	 	 	 	 	 
40075	2	 	 	 	 	 
40075	3	 	 	 	 	 
40076	1	26	2	25	2	2000
40076	2	22	1	22	1	150
40076	3	88	 	 	 	 
40077	1	25	1	24	1	80000
40077	2	88	 	 	 	 
40077	3	88	 	 	 	 
40078	1	 	 	 	 	 
40078	2	 	 	 	 	 
40078	3	 	 	 	 	 
40079	1	88	 	 	 	 
40079	2	88	 	 	 	 
40079	3	88	 	 	 	 
40080	1	 	 	 	 	 
40080	2	 	 	 	 	 
40080	3	 	 	 	 	 
40081	1	 	 	 	 	 
40081	2	 	 	 	 	 
40081	3	 	 	 	 	 
40082	1	 	 	 	 	 
40082	2	 	 	 	 	 
40082	3	 	 	 	 	 
40083	1	 	 	 	 	 
40083	2	 	 	 	 	 
40083	3	 	 	 	 	 
40084	1	30	1	26	1	500
40084	2	1	6	11	6	450
40084	3	88	 	 	 	 
40085	1	30	2	11	2	600
40085	2	88	 	 	 	 
40085	3	88	 	 	 	 
40086	1	1	6	11	6	400
40086	2	4	2	11	2	300
40086	3	8	3	11	3	170
40087	1	 	 	 	 	 
40087	2	 	 	 	 	 
40087	3	 	 	 	 	 
40089	1	 	 	 	 	 
40089	2	 	 	 	 	 
40089	3	 	 	 	 	 
40090	1	 	 	 	 	 
40090	2	 	 	 	 	 
40090	3	 	 	 	 	 
40091	1	 	 	 	 	 
40091	2	 	 	 	 	 
40091	3	 	 	 	 	 
40092	1	 	 	 	 	 
40092	2	 	 	 	 	 
40092	3	 	 	 	 	 
40094	1	13	9	7	8	4130
40094	2	88	 	 	 	 
40094	3	88	 	 	 	 
40095	1	13	12	7	12	800
40095	2	88	 	 	 	 
40095	3	88	 	 	 	 
40097	1	13	8	7	8	2400
40097	2	23	5	23	5	600
40097	3	24	1	23	1	350
40098	1	15	10	26	8	1000
40098	2	88	 	 	 	 
40098	3	88	 	 	 	 
40100	1	 	 	 	 	 
40100	2	 	 	 	 	 
40100	3	 	 	 	 	 
50001	1	4	7	11	7	500
50001	2	1	5	11	5	400
50001	3	88	 	 	 	 
50002	1	8	1	29	1	100
50002	2	88	 	 	 	 
50002	3	88	 	 	 	 
50003	1	8	2	11	2	700
50003	2	88	 	 	 	 
50003	3	88	 	 	 	 
50004	1	4	10	11	10	1300
50004	2	30	2	11	2	400
50004	3	1	8	11	5	250
50006	1	 	 	 	 	 
50006	2	 	 	 	 	 
50006	3	 	 	 	 	 
50007	1	 	 	 	 	 
50007	2	 	 	 	 	 
50007	3	 	 	 	 	 
50008	1	1	7	11	7	290
50008	2	88	 	 	 	 
50008	3	88	 	 	 	 
50009	1	4	7	11	7	600
50009	2	1	2	11	2	250
50009	3	88	 	 	 	 
50010	1	4	5	11	5	400
50010	2	1	3	11	3	360
50010	3	88	 	 	 	 
50011	1	4	7	11	7	600
50011	2	1	5	11	5	560
50011	3	88	 	 	 	 
50012	1	 	 	 	 	 
50012	2	 	 	 	 	 
50012	3	 	 	 	 	 
50014	1	22	3	22	3	150
50014	2	88	 	 	 	 
50014	3	88	 	 	 	 
50016	1	8	2	11	2	300
50016	2	88	 	 	 	 
50016	3	88	 	 	 	 
50017	1	21	1	21	1	7000
50017	2	88	 	 	 	 
50017	3	88	 	 	 	 
50018	1	8	1	29	0	 
50018	2	88	 	 	 	 
50018	3	88	 	 	 	 
50019	1	4	7	11	7	600
50019	2	1	3	11	3	300
50019	3	88	 	 	 	 
50020	1	4	2	11	2	800
50020	2	1	3	11	3	150
50020	3	88	 	 	 	 
50021	1	1	5	11	5	170
50021	2	88	 	 	 	 
50021	3	88	 	 	 	 
50022	1	4	1	11	1	400
50022	2	8	3	11	3	150
50022	3	88	 	 	 	 
50023	1	30	4	26	4	5000
50023	2	4	6	11	6	500
50023	3	1	3	11	3	300
50024	1	4	1	11	1	350
50024	2	1	3	11	3	150
50024	3	88	 	 	 	 
50026	1	4	7	11	7	350
50026	2	1	1	11	1	120
50026	3	88	 	 	 	 
50027	1	4	2	11	2	700
50027	2	1	3	11	3	150
50027	3	88	 	 	 	 
50028	1	4	1	11	1	400
50028	2	1	4	11	3	150
50028	3	88	 	 	 	 
50030	1	15	23	12	20	4000
50030	2	88	 	 	 	 
50030	3	88	 	 	 	 
50031	1	8	2	11	2	250
50031	2	88	 	 	 	 
50031	3	88	 	 	 	 
50032	1	15	4	12	4	3175
50032	2	88	 	 	 	 
50032	3	88	 	 	 	 
50033	1	8	2	11	2	60
50033	2	88	 	 	 	 
50033	3	88	 	 	 	 
50034	1	25	1	24	1	500000
50034	2	24	1	23	1	10000
50034	3	88	 	 	 	 
50035	1	1	2	29	2	200
50035	2	88	 	 	 	 
50035	3	88	 	 	 	 
50036	1	 	 	 	 	 
50036	2	 	 	 	 	 
50036	3	 	 	 	 	 
50037	1	8	2	11	2	250
50037	2	88	 	 	 	 
50037	3	88	 	 	 	 
50038	1	4	6	11	6	500
50038	2	1	2	11	2	170
50038	3	88	 	 	 	 
50039	1	30	1	26	0	 
50039	2	88	 	 	 	 
50039	3	88	 	 	 	 
50040	1	4	1	11	1	350
50040	2	88	 	 	 	 
50040	3	88	 	 	 	 
50041	1	21	1	21	1	6000
50041	2	23	2	23	2	1000
50041	3	4	1	11	0	 
50042	1	4	6	11	6	500
50042	2	1	4	11	4	400
50042	3	88	 	 	 	 
50043	1	30	2	27	2	20
50043	2	88	 	 	 	 
50043	3	88	 	 	 	 
50045	1	4	2	11	2	400
50045	2	1	5	11	5	300
50045	3	8	3	11	3	120
50046	1	 	 	 	 	 
50046	2	 	 	 	 	 
50046	3	 	 	 	 	 
50047	1	 	 	 	 	 
50047	2	 	 	 	 	 
50047	3	 	 	 	 	 
50048	1	1	12	11	12	375
50048	2	88	 	 	 	 
50048	3	88	 	 	 	 
50049	1	4	5	11	5	300
50049	2	1	2	11	2	200
50049	3	88	 	 	 	 
50050	1	8	2	11	2	250
50050	2	88	 	 	 	 
50050	3	88	 	 	 	 
50051	1	30	4	26	4	800
50051	2	4	1	11	1	1400
50051	3	1	10	11	7	350
50052	1	30	10	26	10	11000
50052	2	4	5	11	5	400
50052	3	1	3	11	3	360
50053	1	4	1	11	1	450
50053	2	1	2	11	2	100
50053	3	88	 	 	 	 
50054	1	 	 	 	 	 
50054	2	 	 	 	 	 
50054	3	 	 	 	 	 
50055	1	 	 	 	 	 
50055	2	 	 	 	 	 
50055	3	 	 	 	 	 
50056	1	23	3	23	3	200
50056	2	88	 	 	 	 
50056	3	88	 	 	 	 
50057	1	 	 	 	 	 
50057	2	 	 	 	 	 
50057	3	 	 	 	 	 
50058	1	4	2	11	0	 
50058	2	1	3	11	3	120
50058	3	8	1	11	0	 
50059	1	4	1	11	1	400
50059	2	1	3	11	3	150
50059	3	88	 	 	 	 
50060	1	1	1	11	1	90
50060	2	88	 	 	 	 
50060	3	88	 	 	 	 
50061	1	15	12	12	12	2500
50061	2	8	3	29	3	240
50061	3	88	 	 	 	 
50062	1	30	1	26	1	600
50062	2	13	4	7	0	 
50062	3	88	 	 	 	 
50063	1	13	4	7	4	500
50063	2	88	 	 	 	 
50063	3	88	 	 	 	 
50064	1	30	12	26	12	900
50064	2	8	3	29	3	430
50064	3	88	 	 	 	 
50066	1	30	6	26	6	1400
50066	2	88	 	 	 	 
50066	3	88	 	 	 	 
50068	1	4	1	11	0	 
50068	2	1	5	11	4	200
50068	3	8	3	11	3	120
50070	1	13	1	7	0	 
50070	2	88	 	 	 	 
50070	3	88	 	 	 	 
50072	1	30	12	26	11	420
50072	2	8	3	11	1	10
50072	3	1	1	11	1	60
50073	1	4	1	11	1	1200
50073	2	1	5	11	3	150
50073	3	8	2	11	2	80
50074	1	8	1	26	1	150
50074	2	88	 	 	 	 
50074	3	88	 	 	 	 
50075	1	1	1	11	1	100
50075	2	88	 	 	 	 
50075	3	88	 	 	 	 
50076	1	13	4	7	4	400
50076	2	4	6	11	6	300
50076	3	1	1	11	1	100
50077	1	4	5	11	0	 
50077	2	1	3	11	0	 
50077	3	88	 	 	 	 
50078	1	4	1	11	1	400
50078	2	1	3	11	3	225
50078	3	88	 	 	 	 
50079	1	4	8	11	8	650
50079	2	1	2	11	2	250
50079	3	88	 	 	 	 
50081	1	4	1	11	1	400
50081	2	1	2	11	2	150
50081	3	88	 	 	 	 
50082	1	4	1	11	1	700
50082	2	1	5	11	5	5
50082	3	8	3	11	3	200
50083	1	4	2	11	2	400
50083	2	1	5	11	4	240
50083	3	8	4	11	4	160
50084	1	4	6	11	6	400
50084	2	1	2	11	2	220
50084	3	88	 	 	 	 
50085	1	4	1	11	1	400
50085	2	1	3	11	3	180
50085	3	88	 	 	 	 
50086	1	4	1	11	1	350
50086	2	1	2	11	2	120
50086	3	88	 	 	 	 
50087	1	4	5	11	5	350
50087	2	1	2	11	2	250
50087	3	88	 	 	 	 
50088	1	30	15	26	15	850
50088	2	88	 	 	 	 
50088	3	88	 	 	 	 
50089	1	4	1	11	1	400
50089	2	1	3	11	2	120
50089	3	88	 	 	 	 
50090	1	4	1	11	1	920
50090	2	1	7	11	4	240
50090	3	8	3	11	3	220
50091	1	4	6	11	6	700
50091	2	1	1	11	1	100
50091	3	88	 	 	 	 
50092	1	4	6	11	6	450
50092	2	1	3	11	3	300
50092	3	88	 	 	 	 
50093	1	1	12	11	12	720
50093	2	88	 	 	 	 
50093	3	88	 	 	 	 
50094	1	1	7	11	7	640
50094	2	88	 	 	 	 
50094	3	88	 	 	 	 
50095	1	1	6	11	6	460
50095	2	88	 	 	 	 
50095	3	88	 	 	 	 
50096	1	4	1	11	1	450
50096	2	1	4	11	4	240
50096	3	88	 	 	 	 
50097	1	4	2	11	2	700
50097	2	1	5	11	4	280
50097	3	88	 	 	 	 
50098	1	4	6	11	6	400
50098	2	1	2	11	2	200
50098	3	88	 	 	 	 
50099	1	4	2	11	2	800
50099	2	1	3	11	2	180
50099	3	88	 	 	 	 
50100	1	4	1	11	1	1200
50100	2	1	4	11	4	200
50100	3	8	2	11	2	120
60002	1	1	16	11	15	410
60002	2	4	2	11	2	120
60002	3	88	 	 	 	 
60003	1	1	9	11	3	200
60003	2	4	6	11	3	230
60003	3	88	 	 	 	 
60004	1	1	8	11	8	300
60004	2	4	1	11	1	150
60004	3	88	 	 	 	 
60005	1	1	11	11	8	500
60005	2	4	7	11	7	600
60005	3	88	 	 	 	 
60007	1	4	4	11	4	280
60007	2	1	13	11	13	500
60007	3	88	 	 	 	 
60008	1	1	9	11	9	270
60008	2	4	2	11	2	150
60008	3	5	1	11	1	8000
60009	1	1	10	11	10	420
60009	2	4	1	11	1	150
60009	3	88	 	 	 	 
60010	1	4	2	11	2	200
60010	2	1	14	11	14	730
60010	3	5	1	11	1	9000
60011	1	1	5	11	5	132
60011	2	4	1	11	1	60
60011	3	88	 	 	 	 
60012	1	4	2	11	2	200
60012	2	1	8	11	8	250
60012	3	88	 	 	 	 
60013	1	1	8	11	8	600
60013	2	4	5	11	5	450
60013	3	88	 	 	 	 
60014	1	1	4	11	4	150
60014	2	4	1	11	1	100
60014	3	88	 	 	 	 
60016	1	5	1	11	1	5000
60016	2	1	16	11	16	580
60016	3	3	1	11	1	550
60017	1	1	11	11	11	420
60017	2	4	8	11	8	1100
60017	3	88	 	 	 	 
60018	1	1	9	11	9	400
60018	2	4	2	11	2	300
60018	3	88	 	 	 	 
60019	1	1	9	11	9	184
60019	2	4	1	11	1	100
60019	3	88	 	 	 	 
60020	1	1	16	11	16	615
60020	2	4	2	11	2	185
60020	3	3	1	11	1	420
60021	1	1	6	11	6	200
60021	2	4	1	11	1	70
60021	3	88	 	 	 	 
60022	1	11	7	11	7	500
60022	2	4	8	11	6	460
60022	3	88	 	 	 	 
60023	1	1	1	11	1	30
60023	2	88	 	 	 	 
60023	3	88	 	 	 	 
60024	1	1	10	11	10	400
60024	2	4	1	11	1	120
60024	3	88	 	 	 	 
60025	1	23	6	23	6	90
60025	2	88	 	 	 	 
60025	3	88	 	 	 	 
60026	1	1	7	11	7	370
60026	2	11	6	11	6	400
60026	3	88	 	 	 	 
60027	1	1	4	11	4	160
60027	2	4	1	11	1	90
60027	3	2	1	11	1	7000
60028	1	1	12	11	9	475
60028	2	4	5	11	5	400
60028	3	88	 	 	 	 
60029	1	1	2	11	2	60
60029	2	88	 	 	 	 
60029	3	88	 	 	 	 
60030	1	1	6	11	6	290
60030	2	4	1	11	1	100
60030	3	88	 	 	 	 
60031	1	1	6	11	6	125
60031	2	4	1	11	1	150
60031	3	5	1	11	1	9000
60032	1	2	1	24	1	7000
60032	2	1	9	11	9	180
60032	3	4	2	11	2	140
60033	1	1	10	11	10	400
60033	2	4	1	11	1	100
60033	3	88	 	 	 	 
60034	1	1	10	11	10	700
60034	2	4	8	11	8	450
60034	3	88	 	 	 	 
60035	1	4	7	11	6	400
60035	2	1	14	11	11	8000
60035	3	88	 	 	 	 
60037	1	1	6	11	6	186
60037	2	4	1	11	1	140
60037	3	88	 	 	 	 
60038	1	1	5	11	5	50
60038	2	4	1	11	1	100
60038	3	88	 	 	 	 
60039	1	1	12	11	12	360
60039	2	4	1	11	1	80
60039	3	5	1	11	1	2000
60040	1	1	7	11	7	107
60040	2	4	1	11	1	30
60040	3	88	 	 	 	 
60041	1	1	5	11	5	250
60041	2	4	1	11	1	80
60041	3	88	 	 	 	 
60042	1	1	13	11	13	452
60042	2	4	1	11	1	80
60042	3	88	 	 	 	 
60043	1	4	1	11	1	250
60043	2	1	8	11	8	590
60043	3	88	 	 	 	 
60045	1	1	16	11	16	1100
60045	2	4	5	11	5	560
60045	3	88	 	 	 	 
60046	1	1	9	11	9	460
60046	2	4	3	11	3	260
60046	3	88	 	 	 	 
60047	1	1	6	11	6	250
60047	2	4	1	11	1	70
60047	3	88	 	 	 	 
60048	1	1	2	11	2	120
60048	2	88	 	 	 	 
60048	3	88	 	 	 	 
60049	1	1	5	11	5	200
60049	2	4	1	11	1	90
60049	3	88	 	 	 	 
60050	1	1	10	11	10	480
60050	2	4	1	11	1	150
60050	3	88	 	 	 	 
60051	1	4	6	11	6	290
60051	2	1	6	11	6	400
60051	3	88	 	 	 	 
60053	1	 	 	 	 	 
60053	2	 	 	 	 	 
60053	3	 	 	 	 	 
60054	1	1	12	11	12	490
60054	2	4	2	11	2	160
60054	3	88	 	 	 	 
60055	1	1	8	11	8	600
60055	2	4	2	11	2	400
60055	3	5	1	11	0	 
60056	1	1	14	11	12	900
60056	2	4	7	11	7	450
60056	3	88	 	 	 	 
60058	1	15	6	12	6	500
60058	2	88	 	 	 	 
60058	3	88	 	 	 	 
60059	1	1	7	11	7	250
60059	2	4	2	11	2	140
60059	3	88	 	 	 	 
60060	1	1	30	11	30	1150
60060	2	4	2	11	2	250
60060	3	88	 	 	 	 
60061	1	4	1	11	1	400
60061	2	1	11	11	11	1100
60061	3	88	 	 	 	 
60062	1	5	1	11	1	8000
60062	2	1	11	11	11	222
60062	3	4	1	11	1	110
60063	1	1	5	11	5	200
60063	2	4	2	11	2	160
60063	3	88	 	 	 	 
60064	1	1	18	11	17	1300
60064	2	4	11	11	11	800
60064	3	88	 	 	 	 
60065	1	1	8	11	8	250
60065	2	4	2	11	2	200
60065	3	88	 	 	 	 
60066	1	1	13	11	13	510
60066	2	4	1	11	1	150
60066	3	88	 	 	 	 
60067	1	1	6	11	6	250
60067	2	4	1	11	1	90
60067	3	88	 	 	 	 
60068	1	1	10	11	10	200
60068	2	4	2	11	2	360
60068	3	88	 	 	 	 
60071	1	1	11	11	11	160
60071	2	4	2	11	2	120
60071	3	88	 	 	 	 
60072	1	1	14	11	14	510
60072	2	4	1	11	1	100
60072	3	88	 	 	 	 
60073	1	1	2	11	2	60
60073	2	88	 	 	 	 
60073	3	88	 	 	 	 
60074	1	1	12	11	12	800
60074	2	4	8	11	8	540
60074	3	88	 	 	 	 
60075	1	1	7	11	7	280
60075	2	4	1	11	1	80
60075	3	88	 	 	 	 
60076	1	4	1	11	1	300
60076	2	1	5	11	5	310
60076	3	88	 	 	 	 
60077	1	1	8	11	6	400
60077	2	4	6	11	6	490
60077	3	88	 	 	 	 
60078	1	21	1	21	0	 
60078	2	30	1	21	1	100
60078	3	88	 	 	 	 
60080	1	1	16	11	16	550
60080	2	4	1	11	1	150
60080	3	88	 	 	 	 
60081	1	1	6	11	6	200
60081	2	4	2	11	2	200
60081	3	88	 	 	 	 
60082	1	1	12	11	11	700
60082	2	4	6	11	6	380
60082	3	88	 	 	 	 
60083	1	1	6	11	6	350
60083	2	4	1	11	1	120
60083	3	88	 	 	 	 
60084	1	4	1	11	1	100
60084	2	1	5	11	5	305
60084	3	88	 	 	 	 
60085	1	1	8	11	8	340
60085	2	4	2	11	2	160
60085	3	88	 	 	 	 
60086	1	4	1	11	1	200
60086	2	1	1	11	1	80
60086	3	88	 	 	 	 
60087	1	1	11	11	11	870
60087	2	4	2	11	2	280
60087	3	3	1	11	0	 
60088	1	4	1	11	1	250
60088	2	1	8	11	8	355
60088	3	88	 	 	 	 
60089	1	1	10	11	10	300
60089	2	4	2	11	2	120
60089	3	88	 	 	 	 
60091	1	4	10	11	10	900
60091	2	1	13	11	13	600
60091	3	88	 	 	 	 
60092	1	1	8	11	8	270
60092	2	4	1	11	1	100
60092	3	88	 	 	 	 
60093	1	4	7	11	7	375
60093	2	1	9	11	9	300
60093	3	88	 	 	 	 
60094	1	1	14	11	12	360
60094	2	4	2	11	2	400
60094	3	88	 	 	 	 
60095	1	23	2	23	2	5500
60095	2	88	 	 	 	 
60095	3	88	 	 	 	 
60096	1	1	7	11	7	280
60096	2	4	1	11	1	80
60096	3	88	 	 	 	 
60097	1	1	5	11	5	200
60097	2	4	1	11	1	110
60097	3	88	 	 	 	 
60098	1	1	6	11	6	240
60098	2	4	1	11	1	100
60098	3	88	 	 	 	 
60100	1	1	5	11	5	250
60100	2	4	1	11	1	100
60100	3	88	 	 	 	 
70001	1	1	4	11	4	260
70001	2	4	1	11	1	200
70001	3	3	1	11	0	 
70002	1	1	8	11	8	720
70002	2	4	1	11	1	150
70002	3	88	 	 	 	 
70003	1	1	4	11	4	230
70003	2	4	1	11	1	150
70003	3	88	 	 	 	 
70004	1	2	1	24	1	8000
70004	2	1	16	11	16	690
70004	3	4	3	11	3	300
70005	1	1	8	11	7	500
70005	2	4	5	11	0	 
70005	3	88	 	 	 	 
70006	1	4	1	11	1	100
70006	2	1	5	11	5	280
70006	3	88	 	 	 	 
70007	1	1	12	11	12	810
70007	2	4	6	11	6	460
70007	3	2	1	24	1	10000
70008	1	1	8	11	8	370
70008	2	4	1	11	1	150
70008	3	88	 	 	 	 
70009	1	1	7	11	6	350
70009	2	4	6	11	6	400
70009	3	88	 	 	 	 
70010	1	4	8	11	8	700
70010	2	1	9	11	8	650
70010	3	13	10	11	10	800
70011	1	1	1	11	1	50
70011	2	88	 	 	 	 
70011	3	88	 	 	 	 
70012	1	1	3	11	3	220
70012	2	4	1	11	1	150
70012	3	88	 	 	 	 
70013	1	4	6	11	6	475
70013	2	2	1	24	1	8000
70013	3	1	9	11	9	600
70014	1	2	1	24	1	7000
70014	2	1	10	11	10	570
70014	3	4	1	11	1	150
70015	1	2	9	11	9	710
70015	2	4	1	11	1	150
70015	3	3	1	11	0	 
70016	1	1	12	11	12	400
70016	2	4	1	11	1	60
70016	3	88	 	 	 	 
70017	1	1	5	11	5	250
70017	2	4	1	11	1	130
70017	3	88	 	 	 	 
70018	1	1	6	11	6	300
70018	2	4	2	11	2	180
70018	3	88	 	 	 	 
70019	1	1	10	11	6	300
70019	2	4	1	11	1	150
70019	3	13	3	11	3	290
70020	1	1	7	11	7	400
70020	2	4	2	11	2	240
70020	3	88	 	 	 	 
70021	1	1	5	11	4	94
70021	2	4	2	11	1	130
70021	3	88	 	 	 	 
70022	1	1	15	11	15	690
70022	2	4	9	11	9	330
70022	3	88	 	 	 	 
70023	1	1	4	11	4	220
70023	2	4	1	11	1	150
70023	3	88	 	 	 	 
70024	1	13	2	7	1	50
70024	2	88	 	 	 	 
70024	3	88	 	 	 	 
70025	1	1	9	11	9	560
70025	2	4	1	11	1	150
70025	3	88	 	 	 	 
70026	1	1	5	11	5	230
70026	2	4	1	11	1	150
70026	3	13	4	7	4	500
70027	1	13	9	7	9	880
70027	2	88	 	 	 	 
70027	3	88	 	 	 	 
70028	1	 	 	 	 	 
70028	2	 	 	 	 	 
70028	3	 	 	 	 	 
70029	1	23	50	12	50	500
70029	2	88	 	 	 	 
70029	3	88	 	 	 	 
70030	1	4	1	11	1	150
70030	2	1	4	11	4	280
70030	3	88	 	 	 	 
70031	1	1	5	11	5	580
70031	2	4	1	11	1	150
70031	3	88	 	 	 	 
70032	1	1	3	11	3	180
70032	2	88	 	 	 	 
70032	3	88	 	 	 	 
70033	1	1	4	11	4	280
70033	2	4	1	11	1	150
70033	3	88	 	 	 	 
70034	1	1	11	11	11	540
70034	2	4	1	11	1	100
70034	3	88	 	 	 	 
70035	1	 	 	 	 	 
70035	2	 	 	 	 	 
70035	3	 	 	 	 	 
70036	1	1	6	11	6	400
70036	2	4	1	11	1	200
70036	3	88	 	 	 	 
70037	1	 	 	 	 	 
70037	2	 	 	 	 	 
70037	3	 	 	 	 	 
70038	1	1	12	11	12	590
70038	2	4	1	11	1	150
70038	3	3	1	11	1	500
70039	1	 	 	 	 	 
70039	2	 	 	 	 	 
70039	3	 	 	 	 	 
70040	1	 	 	 	 	 
70040	2	 	 	 	 	 
70040	3	 	 	 	 	 
70041	1	1	12	11	12	810
70041	2	4	2	11	2	200
70041	3	88	 	 	 	 
70042	1	1	7	11	7	300
70042	2	88	 	 	 	 
70042	3	88	 	 	 	 
70043	1	1	4	11	4	320
70043	2	4	1	11	1	140
70043	3	88	 	 	 	 
70044	1	1	4	11	4	235
70044	2	4	1	11	1	150
70044	3	88	 	 	 	 
70045	1	1	9	11	9	580
70045	2	4	1	11	1	150
70045	3	2	1	24	1	7000
70046	1	1	11	11	11	600
70046	2	4	2	11	2	300
70046	3	88	 	 	 	 
70047	1	1	13	11	13	1000
70047	2	4	5	11	5	450
70047	3	2	1	24	1	8000
70048	1	1	4	11	4	250
70048	2	4	1	11	1	120
70048	3	88	 	 	 	 
70049	1	1	5	11	5	250
70049	2	4	1	11	1	120
70049	3	88	 	 	 	 
70050	1	1	13	11	13	696
70050	2	4	1	11	1	150
70050	3	88	 	 	 	 
70051	1	1	9	11	9	490
70051	2	4	2	11	2	200
70051	3	2	1	24	1	8000
70052	1	1	1	11	1	50
70052	2	88	 	 	 	 
70052	3	88	 	 	 	 
70054	1	1	7	11	6	300
70054	2	4	1	11	1	210
70054	3	2	1	11	1	7000
70056	1	1	13	11	13	550
70056	2	4	9	11	9	600
70056	3	88	 	 	 	 
70057	1	1	5	11	5	190
70057	2	4	1	11	1	100
70057	3	88	 	 	 	 
70058	1	4	5	11	5	300
70058	2	1	8	11	8	500
70058	3	88	 	 	 	 
70059	1	4	5	11	5	210
70059	2	1	11	11	7	355
70059	3	88	 	 	 	 
70060	1	2	1	24	1	8000
70060	2	1	11	11	11	510
70060	3	4	1	11	1	100
70061	1	1	9	11	9	600
70061	2	4	1	11	1	300
70061	3	30	2	11	2	200
70062	1	1	7	11	7	350
70062	2	4	5	11	5	340
70062	3	88	 	 	 	 
70063	1	1	8	11	8	140
70063	2	4	1	11	0	 
70063	3	88	 	 	 	 
70064	1	1	6	11	6	300
70064	2	4	1	11	1	150
70064	3	88	 	 	 	 
70065	1	1	5	11	5	170
70065	2	4	1	11	1	70
70065	3	88	 	 	 	 
70067	1	1	6	11	6	360
70067	2	4	1	11	1	100
70067	3	88	 	 	 	 
70068	1	1	3	11	3	150
70068	2	4	1	11	1	140
70068	3	2	1	11	1	8000
70069	1	4	10	11	10	600
70069	2	1	12	11	12	750
70069	3	88	 	 	 	 
70070	1	2	1	24	1	5000
70070	2	1	6	11	6	180
70070	3	4	1	11	1	50
70071	1	1	10	11	10	260
70071	2	4	1	11	1	100
70071	3	88	 	 	 	 
70072	1	 	 	 	 	 
70072	2	 	 	 	 	 
70072	3	 	 	 	 	 
70073	1	1	9	11	9	400
70073	2	4	1	11	1	60
70073	3	88	 	 	 	 
70074	1	1	6	11	6	300
70074	2	4	2	11	2	170
70074	3	2	1	11	1	6000
70075	1	1	4	11	4	140
70075	2	4	1	11	1	70
70075	3	88	 	 	 	 
70076	1	1	3	11	3	150
70076	2	88	 	 	 	 
70076	3	88	 	 	 	 
70077	1	1	4	11	0	 
70077	2	4	1	11	0	 
70077	3	88	 	 	 	 
70078	1	 	 	 	 	 
70078	2	 	 	 	 	 
70078	3	 	 	 	 	 
70079	1	1	8	11	8	1200
70079	2	3	1	11	1	600
70079	3	4	1	11	1	50
70080	1	4	5	11	5	400
70080	2	1	7	11	7	-77
70080	3	88	 	 	 	 
70081	1	 	 	 	 	 
70081	2	 	 	 	 	 
70081	3	 	 	 	 	 
70082	1	1	10	11	10	780
70082	2	4	6	11	6	700
70082	3	88	 	 	 	 
70083	1	1	9	11	9	620
70083	2	4	1	11	1	40
70083	3	88	 	 	 	 
70084	1	4	8	11	8	700
70084	2	1	5	11	5	450
70084	3	88	 	 	 	 
70085	1	 	 	 	 	 
70085	2	 	 	 	 	 
70085	3	 	 	 	 	 
70086	1	1	8	11	8	400
70086	2	88	 	 	 	 
70086	3	88	 	 	 	 
70087	1	 	 	 	 	 
70087	2	 	 	 	 	 
70087	3	 	 	 	 	 
70088	1	1	5	11	4	330
70088	2	88	 	 	 	 
70088	3	88	 	 	 	 
70089	1	1	6	11	5	500
70089	2	4	4	11	4	360
70089	3	13	7	7	7	-77
70090	1	1	7	11	7	420
70090	2	4	7	11	7	440
70090	3	16	1	20	0	 
70091	1	4	6	11	6	280
70091	2	1	8	11	8	470
70091	3	88	 	 	 	 
70092	1	30	1	5	1	50
70092	2	1	1	5	1	30
70092	3	88	 	 	 	 
70094	1	1	4	11	4	221
70094	2	4	1	11	1	100
70094	3	13	1	7	1	70
70096	1	1	7	11	7	400
70096	2	88	 	 	 	 
70096	3	88	 	 	 	 
70097	1	1	3	11	3	210
