CHILDCODE	SRMNIDR5	RMTR5	AMNTCAR5	AMNTKIR5
60038	13	N	 	 
60039	1	N	 	 
60039	2	N	 	 
60039	3	N	 	 
60039	4	N	 	 
60039	5	N	 	 
60039	6	N	 	 
60039	7	N	 	 
60039	8	N	 	 
60039	9	N	 	 
60039	10	N	 	 
60039	11	N	 	 
60039	12	N	 	 
60039	13	N	 	 
60040	1	N	 	 
60040	2	N	 	 
60040	3	Y	4800	20
60040	4	N	 	 
60040	5	N	 	 
60040	6	N	 	 
60040	7	N	 	 
60040	8	N	 	 
60040	9	N	 	 
60040	10	N	 	 
60040	11	N	 	 
60040	12	N	 	 
60040	13	N	 	 
60041	1	N	 	 
60041	2	N	 	 
60041	3	N	 	 
60041	4	N	 	 
60041	5	N	 	 
60041	6	N	 	 
60041	7	N	 	 
60041	8	N	 	 
60041	9	N	 	 
60041	10	N	 	 
60041	11	N	 	 
60041	12	N	 	 
60041	13	N	 	 
60042	1	N	 	 
60042	2	N	 	 
60042	3	N	 	 
60042	4	N	 	 
60042	5	N	 	 
60042	6	N	 	 
60042	7	N	 	 
60042	8	N	 	 
60042	9	N	 	 
60042	10	N	 	 
60042	11	N	 	 
60042	12	N	 	 
60042	13	N	 	 
60043	1	N	 	 
60043	2	N	 	 
60043	3	N	 	 
60043	4	N	 	 
60043	5	N	 	 
60043	6	N	 	 
60043	7	N	 	 
60043	8	N	 	 
60043	9	N	 	 
60043	10	N	 	 
60043	11	N	 	 
60043	12	N	 	 
60043	13	N	 	 
60045	1	N	 	 
60045	2	N	 	 
60045	3	N	 	 
60045	4	N	 	 
60045	5	N	 	 
60045	6	N	 	 
60045	7	N	 	 
60045	8	N	 	 
60045	9	N	 	 
60045	10	N	 	 
60045	11	N	 	 
60045	12	N	 	 
60045	13	N	 	 
60046	1	N	 	 
60046	2	N	 	 
60046	3	N	 	 
60046	4	N	 	 
60046	5	N	 	 
60046	6	N	 	 
60046	7	N	 	 
60046	8	N	 	 
60046	9	N	 	 
60046	10	N	 	 
60046	11	N	 	 
60046	12	N	 	 
60046	13	N	 	 
60047	1	N	 	 
60047	2	N	 	 
60047	3	N	 	 
60047	4	N	 	 
60047	5	N	 	 
60047	6	N	 	 
60047	7	N	 	 
60047	8	N	 	 
60047	9	N	 	 
60047	10	N	 	 
60047	11	N	 	 
60047	12	N	 	 
60047	13	N	 	 
60048	1	N	 	 
60048	2	N	 	 
60048	3	N	 	 
60048	4	N	 	 
60048	5	N	 	 
60048	6	N	 	 
60048	7	N	 	 
60048	8	N	 	 
60048	9	N	 	 
60048	10	N	 	 
60048	11	N	 	 
60048	12	N	 	 
60048	13	N	 	 
60049	1	N	 	 
60049	2	N	 	 
60049	3	N	 	 
60049	4	N	 	 
60049	5	N	 	 
60049	6	N	 	 
60049	7	N	 	 
60049	8	Y	1000	800
60049	9	N	 	 
60049	10	N	 	 
60049	11	N	 	 
60049	12	N	 	 
60049	13	N	 	 
60050	1	N	 	 
60050	2	N	 	 
60050	3	Y	2000	3900
60050	4	N	 	 
60050	5	N	 	 
60050	6	N	 	 
60050	7	N	 	 
60050	8	N	 	 
60050	9	N	 	 
60050	10	N	 	 
60050	11	N	 	 
60050	12	N	 	 
60050	13	N	 	 
60051	1	N	 	 
60051	2	N	 	 
60051	3	N	 	 
60051	4	N	 	 
60051	5	N	 	 
60051	6	N	 	 
60051	7	N	 	 
60051	8	N	 	 
60051	9	N	 	 
60051	10	N	 	 
60051	11	N	 	 
60051	12	N	 	 
60051	13	N	 	 
60053	1	N	 	 
60053	2	N	 	 
60053	3	N	 	 
60053	4	N	 	 
60053	5	N	 	 
60053	6	N	 	 
60053	7	N	 	 
60053	8	N	 	 
60053	9	N	 	 
60053	10	N	 	 
60053	11	N	 	 
60053	12	N	 	 
60053	13	N	 	 
60054	1	N	 	 
60054	2	N	 	 
60054	3	N	 	 
60054	4	N	 	 
60054	5	N	 	 
60054	6	N	 	 
60054	7	N	 	 
60054	8	N	 	 
60054	9	N	 	 
60054	10	N	 	 
60054	11	N	 	 
60054	12	N	 	 
60054	13	N	 	 
60055	1	N	 	 
60055	2	N	 	 
60055	3	N	 	 
60055	4	N	 	 
60055	5	N	 	 
60055	6	N	 	 
60055	7	N	 	 
60055	8	N	 	 
60055	9	N	 	 
60055	10	N	 	 
60055	11	N	 	 
60055	12	N	 	 
60055	13	N	 	 
60056	1	N	 	 
60056	2	N	 	 
60056	3	N	 	 
60056	4	N	 	 
60056	5	N	 	 
60056	6	N	 	 
60056	7	N	 	 
60056	8	N	 	 
60056	9	N	 	 
60056	10	N	 	 
60056	11	N	 	 
60056	12	N	 	 
60056	13	N	 	 
60058	1	N	 	 
60058	2	N	 	 
60058	3	N	 	 
60058	4	N	 	 
60058	5	N	 	 
60058	6	Y	0	200
60058	7	N	 	 
60058	8	N	 	 
60058	9	N	 	 
60058	10	N	 	 
60058	11	N	 	 
60058	12	N	 	 
60058	13	N	 	 
60059	1	N	 	 
60059	2	N	 	 
60059	3	N	 	 
60059	4	N	 	 
60059	5	N	 	 
60059	6	N	 	 
60059	7	N	 	 
60059	8	N	 	 
60059	9	N	 	 
60059	10	N	 	 
60059	11	N	 	 
60059	12	N	 	 
60059	13	N	 	 
60060	1	N	 	 
60060	2	N	 	 
60060	3	N	 	 
60060	4	N	 	 
60060	5	N	 	 
60060	6	N	 	 
60060	7	N	 	 
60060	8	N	 	 
60060	9	N	 	 
60060	10	N	 	 
60060	11	N	 	 
60060	12	N	 	 
60060	13	N	 	 
60061	1	N	 	 
60061	2	N	 	 
60061	3	Y	1200	0
60061	4	N	 	 
60061	5	N	 	 
60061	6	N	 	 
60061	7	N	 	 
60061	8	N	 	 
60061	9	N	 	 
60061	10	N	 	 
60061	11	N	 	 
60061	12	N	 	 
60061	13	N	 	 
60062	1	N	 	 
60062	2	N	 	 
60062	3	N	 	 
60062	4	N	 	 
60062	5	N	 	 
60062	6	N	 	 
60062	7	N	 	 
60062	8	N	 	 
60062	9	N	 	 
60062	10	N	 	 
60062	11	N	 	 
60062	12	N	 	 
60062	13	N	 	 
60063	1	N	 	 
60063	2	N	 	 
60063	3	N	 	 
60063	4	N	 	 
60063	5	N	 	 
60063	6	N	 	 
60063	7	N	 	 
60063	8	N	 	 
60063	9	N	 	 
60063	10	N	 	 
60063	11	N	 	 
60063	12	N	 	 
60063	13	N	 	 
60064	1	N	 	 
60064	2	N	 	 
60064	3	N	 	 
60064	4	N	 	 
60064	5	N	 	 
60064	6	N	 	 
60064	7	N	 	 
60064	8	N	 	 
60064	9	N	 	 
60064	10	N	 	 
60064	11	N	 	 
60064	12	N	 	 
60064	13	N	 	 
60065	1	N	 	 
60065	2	N	 	 
60065	3	N	 	 
60065	4	N	 	 
60065	5	N	 	 
60065	6	N	 	 
60065	7	N	 	 
60065	8	N	 	 
60065	9	N	 	 
60065	10	N	 	 
60065	11	N	 	 
60065	12	N	 	 
60065	13	N	 	 
60066	1	N	 	 
60066	2	N	 	 
60066	3	N	 	 
60066	4	N	 	 
60066	5	N	 	 
60066	6	N	 	 
60066	7	N	 	 
60066	8	N	 	 
60066	9	N	 	 
60066	10	N	 	 
60066	11	N	 	 
60066	12	N	 	 
60066	13	N	 	 
60067	1	N	 	 
60067	2	N	 	 
60067	3	N	 	 
60067	4	N	 	 
60067	5	N	 	 
60067	6	N	 	 
60067	7	N	 	 
60067	8	N	 	 
60067	9	N	 	 
60067	10	N	 	 
60067	11	N	 	 
60067	12	N	 	 
60067	13	N	 	 
60068	1	N	 	 
60068	2	N	 	 
60068	3	N	 	 
60068	4	N	 	 
60068	5	N	 	 
60068	6	N	 	 
60068	7	N	 	 
60068	8	N	 	 
60068	9	N	 	 
60068	10	N	 	 
60068	11	N	 	 
60068	12	N	 	 
60068	13	N	 	 
60071	1	N	 	 
60071	2	N	 	 
60071	3	N	 	 
60071	4	N	 	 
60071	5	N	 	 
60071	6	N	 	 
60071	7	N	 	 
60071	8	Y	0	700
60071	9	N	 	 
60071	10	N	 	 
60071	11	N	 	 
60071	12	N	 	 
60071	13	N	 	 
60072	1	N	 	 
60072	2	N	 	 
60072	3	N	 	 
60072	4	N	 	 
60072	5	N	 	 
60072	6	N	 	 
60072	7	N	 	 
60072	8	N	 	 
60072	9	N	 	 
60072	10	N	 	 
60072	11	N	 	 
60072	12	N	 	 
60072	13	N	 	 
60073	1	N	 	 
60073	2	N	 	 
60073	3	Y	2400	400
60073	4	N	 	 
60073	5	N	 	 
60073	6	N	 	 
60073	7	N	 	 
60073	8	N	 	 
60073	9	N	 	 
60073	10	N	 	 
60073	11	N	 	 
60073	12	N	 	 
60073	13	N	 	 
60074	1	N	 	 
60074	2	N	 	 
60074	3	N	 	 
60074	4	Y	500	900
60074	5	N	 	 
60074	6	N	 	 
60074	7	N	 	 
60074	8	N	 	 
60074	9	N	 	 
60074	10	N	 	 
60074	11	N	 	 
60074	12	N	 	 
60074	13	N	 	 
60075	1	N	 	 
60075	2	N	 	 
60075	3	N	 	 
60075	4	N	 	 
60075	5	N	 	 
60075	6	N	 	 
60075	7	N	 	 
60075	8	N	 	 
60075	9	N	 	 
60075	10	N	 	 
60075	11	N	 	 
60075	12	N	 	 
60075	13	N	 	 
60076	1	N	 	 
60076	2	N	 	 
60076	3	N	 	 
60076	4	N	 	 
60076	5	N	 	 
60076	6	Y	0	200
60076	7	N	 	 
60076	8	N	 	 
60076	9	N	 	 
60076	10	N	 	 
60076	11	N	 	 
60076	12	N	 	 
60076	13	N	 	 
60077	1	N	 	 
60077	2	N	 	 
60077	3	N	 	 
60077	4	N	 	 
60077	5	N	 	 
60077	6	N	 	 
60077	7	N	 	 
60077	8	N	 	 
60077	9	N	 	 
60077	10	N	 	 
60077	11	N	 	 
60077	12	N	 	 
60077	13	N	 	 
60078	1	N	 	 
60078	2	N	 	 
60078	3	N	 	 
60078	4	N	 	 
60078	5	N	 	 
60078	6	Y	0	146
60078	7	N	 	 
60078	8	N	 	 
60078	9	N	 	 
60078	10	N	 	 
60078	11	N	 	 
60078	12	N	 	 
60078	13	N	 	 
60080	1	N	 	 
60080	2	N	 	 
60080	3	N	 	 
60080	4	N	 	 
60080	5	N	 	 
60080	6	N	 	 
60080	7	N	 	 
60080	8	N	 	 
60080	9	N	 	 
60080	10	N	 	 
60080	11	N	 	 
60080	12	N	 	 
60080	13	N	 	 
60081	1	N	 	 
60081	2	N	 	 
60081	3	N	 	 
60081	4	N	 	 
60081	5	N	 	 
60081	6	N	 	 
60081	7	N	 	 
60081	8	N	 	 
60081	9	N	 	 
60081	10	N	 	 
60081	11	N	 	 
60081	12	N	 	 
60081	13	N	 	 
60082	1	N	 	 
60082	2	N	 	 
60082	3	N	 	 
60082	4	N	 	 
60082	5	N	 	 
60082	6	N	 	 
60082	7	N	 	 
60082	8	N	 	 
60082	9	N	 	 
60082	10	N	 	 
60082	11	N	 	 
60082	12	N	 	 
60082	13	N	 	 
60083	1	N	 	 
60083	2	N	 	 
60083	3	N	 	 
60083	4	N	 	 
60083	5	N	 	 
60083	6	N	 	 
60083	7	N	 	 
60083	8	N	 	 
60083	9	N	 	 
60083	10	N	 	 
60083	11	N	 	 
60083	12	N	 	 
60083	13	N	 	 
60084	1	N	 	 
60084	2	N	 	 
60084	3	N	 	 
60084	4	N	 	 
60084	5	N	 	 
60084	6	N	 	 
60084	7	N	 	 
60084	8	N	 	 
60084	9	N	 	 
60084	10	N	 	 
60084	11	N	 	 
60084	12	N	 	 
60084	13	N	 	 
60085	1	N	 	 
60085	2	N	 	 
60085	3	N	 	 
60085	4	N	 	 
60085	5	N	 	 
60085	6	N	 	 
60085	7	N	 	 
60085	8	N	 	 
60085	9	N	 	 
60085	10	N	 	 
60085	11	N	 	 
60085	12	N	 	 
60085	13	N	 	 
60086	1	N	 	 
60086	2	N	 	 
60086	3	Y	4000	2000
60086	4	N	 	 
60086	5	N	 	 
60086	6	Y	0	200
60086	7	N	 	 
60086	8	N	 	 
60086	9	N	 	 
60086	10	N	 	 
60086	11	N	 	 
60086	12	N	 	 
60086	13	N	 	 
60087	1	N	 	 
60087	2	N	 	 
60087	3	N	 	 
60087	4	N	 	 
60087	5	N	 	 
60087	6	N	 	 
60087	7	N	 	 
60087	8	N	 	 
60087	9	N	 	 
60087	10	N	 	 
60087	11	N	 	 
60087	12	N	 	 
60087	13	N	 	 
60088	1	N	 	 
60088	2	N	 	 
60088	3	N	 	 
60088	4	N	 	 
60088	5	N	 	 
60088	6	N	 	 
60088	7	N	 	 
60088	8	N	 	 
60088	9	N	 	 
60088	10	N	 	 
60088	11	N	 	 
60088	12	N	 	 
60088	13	N	 	 
60089	1	N	 	 
60089	2	N	 	 
60089	3	N	 	 
60089	4	N	 	 
60089	5	N	 	 
60089	6	N	 	 
60089	7	N	 	 
60089	8	N	 	 
60089	9	N	 	 
60089	10	N	 	 
60089	11	N	 	 
60089	12	N	 	 
60089	13	N	 	 
60091	1	N	 	 
60091	2	N	 	 
60091	3	N	 	 
60091	4	Y	200	0
60091	5	N	 	 
60091	6	N	 	 
60091	7	N	 	 
60091	8	N	 	 
60091	9	N	 	 
60091	10	N	 	 
60091	11	N	 	 
60091	12	N	 	 
60091	13	N	 	 
60092	1	N	 	 
60092	2	N	 	 
60092	3	N	 	 
60092	4	N	 	 
60092	5	N	 	 
60092	6	N	 	 
60092	7	N	 	 
60092	8	N	 	 
60092	9	N	 	 
60092	10	N	 	 
60092	11	N	 	 
60092	12	N	 	 
60092	13	N	 	 
60093	1	N	 	 
60093	2	N	 	 
60093	3	N	 	 
60093	4	N	 	 
60093	5	N	 	 
60093	6	N	 	 
60093	7	N	 	 
60093	8	N	 	 
60093	9	N	 	 
60093	10	N	 	 
60093	11	N	 	 
60093	12	N	 	 
60093	13	N	 	 
60094	1	N	 	 
60094	2	N	 	 
60094	3	N	 	 
60094	4	N	 	 
60094	5	N	 	 
60094	6	N	 	 
60094	7	N	 	 
60094	8	N	 	 
60094	9	N	 	 
60094	10	N	 	 
60094	11	N	 	 
60094	12	N	 	 
60094	13	N	 	 
60095	1	N	 	 
60095	2	N	 	 
60095	3	N	 	 
60095	4	N	 	 
60095	5	N	 	 
60095	6	N	 	 
60095	7	N	 	 
60095	8	N	 	 
60095	9	N	 	 
60095	10	N	 	 
60095	11	N	 	 
60095	12	N	 	 
60095	13	N	 	 
60096	1	N	 	 
60096	2	N	 	 
60096	3	N	 	 
60096	4	N	 	 
60096	5	N	 	 
60096	6	N	 	 
60096	7	N	 	 
60096	8	N	 	 
60096	9	N	 	 
60096	10	N	 	 
60096	11	N	 	 
60096	12	N	 	 
60096	13	N	 	 
60097	1	N	 	 
60097	2	N	 	 
60097	3	N	 	 
60097	4	N	 	 
60097	5	N	 	 
60097	6	N	 	 
60097	7	N	 	 
60097	8	N	 	 
60097	9	N	 	 
60097	10	N	 	 
60097	11	N	 	 
60097	12	N	 	 
60097	13	N	 	 
60098	1	N	 	 
60098	2	N	 	 
60098	3	N	 	 
60098	4	N	 	 
60098	5	N	 	 
60098	6	N	 	 
60098	7	N	 	 
60098	8	N	 	 
60098	9	N	 	 
60098	10	N	 	 
60098	11	N	 	 
60098	12	N	 	 
60098	13	N	 	 
60100	1	N	 	 
60100	2	N	 	 
60100	3	N	 	 
60100	4	N	 	 
60100	5	N	 	 
60100	6	N	 	 
60100	7	N	 	 
60100	8	N	 	 
60100	9	N	 	 
60100	10	N	 	 
60100	11	N	 	 
60100	12	N	 	 
60100	13	N	 	 
70001	1	N	 	 
70001	2	N	 	 
70001	3	N	 	 
70001	4	Y	0	4000
70001	5	N	 	 
70001	6	N	 	 
70001	7	N	 	 
70001	8	N	 	 
70001	9	N	 	 
70001	10	N	 	 
70001	11	N	 	 
70001	12	N	 	 
70001	13	N	 	 
70002	1	N	 	 
70002	2	N	 	 
70002	3	N	 	 
70002	4	Y	30000	0
70002	5	N	 	 
70002	6	N	 	 
70002	7	N	 	 
70002	8	N	 	 
70002	9	N	 	 
70002	10	N	 	 
70002	11	N	 	 
70002	12	N	 	 
70002	13	N	 	 
70003	1	N	 	 
70003	2	N	 	 
70003	3	Y	3000	2100
70003	4	Y	5300	0
70003	5	N	 	 
70003	6	N	 	 
70003	7	N	 	 
70003	8	Y	100	0
70003	9	N	 	 
70003	10	N	 	 
70003	11	N	 	 
70003	12	N	 	 
70003	13	N	 	 
70004	1	N	 	 
70004	2	N	 	 
70004	3	N	 	 
70004	4	N	 	 
70004	5	N	 	 
70004	6	N	 	 
70004	7	N	 	 
70004	8	N	 	 
70004	9	N	 	 
70004	10	N	 	 
70004	11	N	 	 
70004	12	N	 	 
70004	13	N	 	 
70005	1	N	 	 
70005	2	N	 	 
70005	3	N	 	 
70005	4	N	 	 
70005	5	N	 	 
70005	6	N	 	 
70005	7	N	 	 
70005	8	N	 	 
70005	9	N	 	 
70005	10	N	 	 
70005	11	N	 	 
70005	12	N	 	 
70005	13	N	 	 
70006	1	N	 	 
70006	2	N	 	 
70006	3	Y	0	300
70006	4	N	 	 
70006	5	N	 	 
70006	6	N	 	 
70006	7	N	 	 
70006	8	N	 	 
70006	9	N	 	 
70006	10	N	 	 
70006	11	N	 	 
70006	12	N	 	 
70006	13	N	 	 
70007	1	N	 	 
70007	2	N	 	 
70007	3	N	 	 
70007	4	N	 	 
70007	5	N	 	 
70007	6	N	 	 
70007	7	N	 	 
70007	8	N	 	 
70007	9	N	 	 
70007	10	N	 	 
70007	11	Y	12000	0
70007	12	N	 	 
70007	13	N	 	 
70008	1	N	 	 
70008	2	N	 	 
70008	3	N	 	 
70008	4	N	 	 
70008	5	N	 	 
70008	6	N	 	 
70008	7	N	 	 
70008	8	N	 	 
70008	9	N	 	 
70008	10	N	 	 
70008	11	N	 	 
70008	12	N	 	 
70008	13	N	 	 
70009	1	N	 	 
70009	2	N	 	 
70009	3	N	 	 
70009	4	N	 	 
70009	5	N	 	 
70009	6	N	 	 
70009	7	N	 	 
70009	8	N	 	 
70009	9	N	 	 
70009	10	N	 	 
70009	11	N	 	 
70009	12	N	 	 
70009	13	N	 	 
70010	1	N	 	 
70010	2	N	 	 
70010	3	N	 	 
70010	4	N	 	 
70010	5	N	 	 
70010	6	N	 	 
70010	7	N	 	 
70010	8	N	 	 
70010	9	N	 	 
70010	10	N	 	 
70010	11	N	 	 
70010	12	N	 	 
70010	13	N	 	 
70011	1	N	 	 
70011	2	N	 	 
70011	3	N	 	 
70011	4	N	 	 
70011	5	N	 	 
70011	6	N	 	 
70011	7	N	 	 
70011	8	N	 	 
70011	9	N	 	 
70011	10	N	 	 
70011	11	N	 	 
70011	12	N	 	 
70011	13	N	 	 
70012	1	N	 	 
70012	2	N	 	 
70012	3	Y	1600	1430
70012	4	N	 	 
70012	5	N	 	 
70012	6	N	 	 
70012	7	N	 	 
70012	8	N	 	 
70012	9	N	 	 
70012	10	N	 	 
70012	11	N	 	 
70012	12	N	 	 
70012	13	N	 	 
70013	1	N	 	 
70013	2	N	 	 
70013	3	N	 	 
70013	4	N	 	 
70013	5	N	 	 
70013	6	N	 	 
70013	7	N	 	 
70013	8	N	 	 
70013	9	N	 	 
70013	10	N	 	 
70013	11	N	 	 
70013	12	N	 	 
70013	13	N	 	 
70014	1	N	 	 
70014	2	N	 	 
70014	3	N	 	 
70014	4	N	 	 
70014	5	N	 	 
70014	6	Y	0	645
70014	7	N	 	 
70014	8	N	 	 
70014	9	N	 	 
70014	10	N	 	 
70014	11	N	 	 
70014	12	N	 	 
70014	13	N	 	 
70015	1	N	 	 
70015	2	N	 	 
70015	3	N	 	 
70015	4	N	 	 
70015	5	N	 	 
70015	6	N	 	 
70015	7	Y	0	100
70015	8	N	 	 
70015	9	N	 	 
70015	10	N	 	 
70015	11	N	 	 
70015	12	N	 	 
70015	13	N	 	 
70016	1	N	 	 
70016	2	N	 	 
70016	3	Y	1200	1125
70016	4	N	 	 
70016	5	N	 	 
70016	6	N	 	 
70016	7	N	 	 
70016	8	Y	12000	0
70016	9	N	 	 
70016	10	N	 	 
70016	11	N	 	 
70016	12	N	 	 
70016	13	N	 	 
70017	1	N	 	 
70017	2	N	 	 
70017	3	N	 	 
70017	4	N	 	 
70017	5	N	 	 
70017	6	N	 	 
70017	7	N	 	 
70017	8	N	 	 
70017	9	N	 	 
70017	10	N	 	 
70017	11	N	 	 
70017	12	N	 	 
70017	13	N	 	 
70018	1	N	 	 
70018	2	N	 	 
70018	3	N	 	 
70018	4	N	 	 
70018	5	N	 	 
70018	6	N	 	 
70018	7	N	 	 
70018	8	N	 	 
70018	9	N	 	 
70018	10	N	 	 
70018	11	N	 	 
70018	12	N	 	 
70018	13	N	 	 
70019	1	N	 	 
70019	2	N	 	 
70019	3	N	 	 
70019	4	N	 	 
70019	5	N	 	 
70019	6	N	 	 
70019	7	N	 	 
70019	8	Y	0	196
70019	9	N	 	 
70019	10	N	 	 
70019	11	N	 	 
70019	12	N	 	 
70019	13	N	 	 
70020	1	N	 	 
70020	2	N	 	 
70020	3	N	 	 
70020	4	N	 	 
70020	5	N	 	 
70020	6	N	 	 
70020	7	N	 	 
70020	8	N	 	 
70020	9	N	 	 
70020	10	N	 	 
70020	11	N	 	 
70020	12	N	 	 
70020	13	N	 	 
70021	1	N	 	 
70021	2	N	 	 
70021	3	Y	440	440
70021	4	N	 	 
70021	5	N	 	 
70021	6	N	 	 
70021	7	N	 	 
70021	8	N	 	 
70021	9	N	 	 
70021	10	N	 	 
70021	11	N	 	 
70021	12	N	 	 
70021	13	N	 	 
70022	1	N	 	 
70022	2	N	 	 
70022	3	N	 	 
70022	4	N	 	 
70022	5	N	 	 
70022	6	N	 	 
70022	7	N	 	 
70022	8	N	 	 
70022	9	N	 	 
70022	10	N	 	 
70022	11	N	 	 
70022	12	N	 	 
70022	13	N	 	 
70023	1	N	 	 
70023	2	N	 	 
70023	3	N	 	 
70023	4	N	 	 
70023	5	N	 	 
70023	6	N	 	 
70023	7	N	 	 
70023	8	N	 	 
70023	9	N	 	 
70023	10	N	 	 
70023	11	N	 	 
70023	12	N	 	 
70023	13	N	 	 
70024	1	N	 	 
70024	2	N	 	 
70024	3	N	 	 
70024	4	N	 	 
70024	5	N	 	 
70024	6	N	 	 
70024	7	N	 	 
70024	8	Y	1500	0
70024	9	N	 	 
70024	10	N	 	 
70024	11	N	 	 
70024	12	N	 	 
70024	13	N	 	 
70025	1	N	 	 
70025	2	N	 	 
70025	3	N	 	 
70025	4	N	 	 
70025	5	N	 	 
70025	6	N	 	 
70025	7	N	 	 
70025	8	Y	0	1230
70025	9	N	 	 
70025	10	N	 	 
70025	11	N	 	 
70025	12	N	 	 
70025	13	N	 	 
70026	1	N	 	 
70026	2	N	 	 
70026	3	N	 	 
70026	4	N	 	 
70026	5	N	 	 
70026	6	N	 	 
70026	7	N	 	 
70026	8	N	 	 
70026	9	N	 	 
70026	10	N	 	 
70026	11	N	 	 
70026	12	N	 	 
70026	13	N	 	 
70027	1	N	 	 
70027	2	N	 	 
70027	3	N	 	 
70027	4	N	 	 
70027	5	N	 	 
70027	6	N	 	 
70027	7	N	 	 
70027	8	N	 	 
70027	9	N	 	 
70027	10	N	 	 
70027	11	N	 	 
70027	12	N	 	 
70027	13	N	 	 
70028	1	N	 	 
70028	2	N	 	 
70028	3	Y	1000	1500
70028	4	N	 	 
70028	5	N	 	 
70028	6	Y	0	15
70028	7	N	 	 
70028	8	Y	0	1800
70028	9	N	 	 
70028	10	N	 	 
70028	11	N	 	 
70028	12	N	 	 
70028	13	N	 	 
70029	1	N	 	 
70029	2	N	 	 
70029	3	Y	0	7200
70029	4	N	 	 
70029	5	N	 	 
70029	6	N	 	 
70029	7	N	 	 
70029	8	N	 	 
70029	9	N	 	 
70029	10	N	 	 
70029	11	N	 	 
70029	12	N	 	 
70029	13	N	 	 
70030	1	N	 	 
70030	2	N	 	 
70030	3	N	 	 
70030	4	N	 	 
70030	5	N	 	 
70030	6	N	 	 
70030	7	N	 	 
70030	8	N	 	 
70030	9	N	 	 
70030	10	N	 	 
70030	11	N	 	 
70030	12	N	 	 
70030	13	N	 	 
70031	1	N	 	 
70031	2	N	 	 
70031	3	N	 	 
70031	4	N	 	 
70031	5	N	 	 
70031	6	N	 	 
70031	7	N	 	 
70031	8	N	 	 
70031	9	N	 	 
70031	10	N	 	 
70031	11	N	 	 
70031	12	N	 	 
70031	13	N	 	 
70032	1	N	 	 
70032	2	N	 	 
70032	3	N	 	 
70032	4	N	 	 
70032	5	N	 	 
70032	6	N	 	 
70032	7	N	 	 
70032	8	N	 	 
70032	9	N	 	 
70032	10	N	 	 
70032	11	N	 	 
70032	12	N	 	 
70032	13	N	 	 
70033	1	N	 	 
70033	2	Y	400	460
70033	3	N	 	 
70033	4	N	 	 
70033	5	N	 	 
70033	6	N	 	 
70033	7	N	 	 
70033	8	Y	3000	1000
70033	9	N	 	 
70033	10	N	 	 
70033	11	N	 	 
70033	12	N	 	 
70033	13	N	 	 
70034	1	N	 	 
70034	2	N	 	 
70034	3	N	 	 
70034	4	N	 	 
70034	5	N	 	 
70034	6	N	 	 
70034	7	N	 	 
70034	8	Y	2100	0
70034	9	N	 	 
70034	10	N	 	 
70034	11	N	 	 
70034	12	N	 	 
70034	13	N	 	 
70035	1	N	 	 
70035	2	N	 	 
70035	3	Y	600	840
70035	4	N	 	 
70035	5	N	 	 
70035	6	N	 	 
70035	7	N	 	 
70035	8	Y	0	90
70035	9	N	 	 
70035	10	N	 	 
70035	11	N	 	 
70035	12	Y	0	2500
70035	13	N	 	 
70036	1	N	 	 
70036	2	N	 	 
70036	3	N	 	 
70036	4	N	 	 
70036	5	N	 	 
70036	6	N	 	 
70036	7	N	 	 
70036	8	N	 	 
70036	9	N	 	 
70036	10	N	 	 
70036	11	N	 	 
70036	12	N	 	 
70036	13	N	 	 
70037	1	N	 	 
70037	2	N	 	 
70037	3	N	 	 
70037	4	N	 	 
70037	5	N	 	 
70037	6	N	 	 
70037	7	N	 	 
70037	8	N	 	 
70037	9	N	 	 
70037	10	N	 	 
70037	11	N	 	 
70037	12	N	 	 
70037	13	N	 	 
70038	1	N	 	 
70038	2	N	 	 
70038	3	N	 	 
70038	4	N	 	 
70038	5	N	 	 
70038	6	N	 	 
70038	7	N	 	 
70038	8	Y	3600	600
70038	9	Y	4800	1000
70038	10	N	 	 
70038	11	N	 	 
70038	12	N	 	 
70038	13	N	 	 
70039	1	N	 	 
70039	2	N	 	 
70039	3	N	 	 
70039	4	N	 	 
70039	5	N	 	 
70039	6	N	 	 
70039	7	N	 	 
70039	8	Y	0	2700
70039	9	N	 	 
70039	10	N	 	 
70039	11	N	 	 
70039	12	N	 	 
70039	13	N	 	 
70040	1	N	 	 
70040	2	N	 	 
70040	3	N	 	 
70040	4	N	 	 
70040	5	N	 	 
70040	6	N	 	 
70040	7	N	 	 
70040	8	N	 	 
70040	9	N	 	 
70040	10	N	 	 
70040	11	N	 	 
70040	12	N	 	 
70040	13	N	 	 
70041	1	N	 	 
70041	2	N	 	 
70041	3	N	 	 
70041	4	N	 	 
70041	5	N	 	 
70041	6	N	 	 
70041	7	N	 	 
70041	8	N	 	 
70041	9	N	 	 
70041	10	N	 	 
70041	11	N	 	 
70041	12	N	 	 
70041	13	N	 	 
70042	1	N	 	 
70042	2	N	 	 
70042	3	N	 	 
70042	4	N	 	 
70042	5	N	 	 
70042	6	N	 	 
70042	7	N	 	 
70042	8	N	 	 
70042	9	N	 	 
70042	10	N	 	 
70042	11	N	 	 
70042	12	N	 	 
70042	13	N	 	 
70043	1	N	 	 
70043	2	N	 	 
70043	3	N	 	 
70043	4	N	 	 
70043	5	N	 	 
70043	6	N	 	 
70043	7	N	 	 
70043	8	N	 	 
70043	9	N	 	 
70043	10	N	 	 
70043	11	N	 	 
70043	12	N	 	 
70043	13	N	 	 
