CHILDCODE	LIDR4	GAVCRDR5	WHORCVR5	TKEOUTR5	LOANMTR5	LOANYRR5	AMTCRDR5	INTRTR5	AMTINTR5	FINPAYR5	PYTIMER5	NOBACKR5
180058	1	10	2	1	3	2007	100	0	 	1	1	 
180060	1	7	1	1	12	2008	4000	600	 	0	 	 
180061	1	10	1	2	11	2007	500	0	 	1	1	 
180061	2	10	1	2	12	2008	300	0	 	1	1	 
180062	1	8	2	4	2	2007	2000	0	 	0	 	 
180062	2	12	1	1	10	2006	600	0	 	1	1	 
180063	1	10	1	1	5	2008	700	0	 	1	1	 
180064	1	8	2	2	9	2007	100	0	 	1	1	 
180065	1	8	1	2	9	2008	2000	0	 	0	 	 
180065	2	10	2	2	11	2008	500	0	 	0	 	 
180065	3	10	2	2	1	2009	200	0	 	0	 	 
180065	4	8	2	2	10	2008	500	0	 	1	1	 
180065	5	8	1	2	2	2009	500	0	 	1	1	 
180066	1	10	2	1	10	2008	250	0	 	1	0	12
180066	2	10	2	2	9	2008	200	0	 	1	0	11
180066	3	10	2	1	10	2008	250	0	 	1	1	 
180067	1	10	1	1	10	2008	1000	0	 	0	 	 
180067	2	10	1	1	11	2006	1500	0	 	1	1	 
180068	1	8	1	2	8	2008	1000	0	 	1	1	 
180068	2	8	1	2	9	2008	800	0	 	1	1	 
180069	1	10	1	14	7	2008	2250	0	 	1	1	 
180070	1	7	1	19	9	2006	100000	10	 	1	1	 
180070	2	8	1	19	11	2008	10000	0	 	0	 	 
180070	3	8	1	19	1	2009	15000	0	 	0	 	 
180072	1	8	2	1	12	2008	300	0	 	1	1	 
180072	2	10	2	2	8	2007	200	0	 	1	1	 
180075	1	8	2	2	2	2008	200	0	 	1	1	 
180075	2	8	2	2	12	2008	100	0	 	1	1	 
180075	3	8	2	2	12	2007	300	0	 	1	1	 
180076	1	8	1	1	9	2008	1000	0	 	1	1	 
180076	2	8	1	2	5	2008	400	0	 	1	1	 
180076	3	8	1	2	5	2007	1000	0	 	1	1	 
180077	1	10	2	2	11	2008	300	0	 	1	1	 
180077	2	1	1	1	9	2007	1200	24	 	1	1	 
180077	3	10	2	2	1	2006	150	0	 	1	1	 
180079	1	2	1	2	7	2008	300	0	 	0	 	 
180079	2	12	1	1	10	2008	600	0	 	0	 	 
180080	1	8	4	5	1	2008	37000	0	 	0	 	 
180081	1	8	1	1	12	2008	200	0	 	1	1	 
180081	2	8	1	1	7	2007	100	0	 	1	1	 
180082	1	8	1	2	3	2008	200	0	 	1	1	 
180083	1	7	1	2	12	2008	5000	-77	375	0	 	 
180083	2	8	1	2	1	2009	400	0	 	0	 	 
180084	1	7	1	1	8	2006	5000	750	 	0	 	 
180084	2	12	1	1	10	2008	600	0	 	0	 	 
180084	3	2	1	4	8	2008	580	0	 	0	 	 
180084	4	8	1	1	8	2008	2500	0	 	0	 	 
180085	1	12	1	1	10	2008	350	0	 	0	 	 
180085	2	8	1	3	1	2009	500	0	 	0	 	 
180086	1	10	1	3	12	2008	5000	0	 	1	1	 
180086	2	10	1	2	5	2008	500	0	 	1	1	 
180086	3	10	1	3	7	2007	6000	0	 	1	1	 
180087	1	8	1	2	5	2008	600	0	 	1	1	 
180087	2	8	1	2	10	2008	700	0	 	0	 	 
180087	3	10	2	2	11	2008	100	0	 	1	1	 
180087	4	8	2	2	1	2009	200	0	 	0	 	 
180087	5	13	2	2	2	2009	150	0	 	0	 	 
180089	1	7	1	1	12	2007	10000	1500	 	0	 	 
180090	1	8	1	2	11	2008	600	0	 	1	1	 
180090	2	2	1	1	9	2008	225	0	 	0	 	 
180091	1	7	1	14	7	2006	5000	500	 	0	 	 
180091	2	9	1	18	4	2008	500	100	 	1	1	 
180091	3	9	1	18	2	2009	1000	100	 	1	1	 
180093	1	10	2	2	12	2008	100	0	 	0	 	 
180093	2	8	2	2	11	2008	500	0	 	0	 	 
180094	1	8	2	18	7	2006	6000	0	 	1	0	12
180094	2	10	2	18	7	2006	3000	0	 	1	1	 
180094	3	2	1	1	10	2007	500	9	 	1	1	 
180094	4	8	1	2	3	2008	10000	0	 	0	 	 
180094	5	8	2	2	5	2008	870	0	 	0	 	 
180095	1	 	 	 	 	 	 	 	 	 	 	 
180096	1	7	1	14	9	2006	10000	350	 	0	 	 
180096	2	9	1	2	5	2008	200	0	 	1	1	 
180100	1	12	6	1	11	2008	3000	290	 	0	 	 
180100	2	10	6	2	2	2009	100	0	 	0	 	 
180100	3	10	6	2	3	2007	100	0	 	0	 	 
190001	1	7	1	3	12	2008	20000	17	 	0	 	 
190001	2	8	2	3	5	2008	30000	0	 	0	 	 
190002	1	7	1	3	9	2007	20000	15	 	0	 	 
190003	1	8	1	4	10	2009	1000	0	 	0	 	 
190004	1	6	2	19	1	2009	700	0	 	0	 	 
190004	2	6	2	19	2	2009	300	0	 	0	 	 
190004	3	6	2	19	3	2009	200	0	 	0	 	 
190004	4	10	2	2	6	2006	200	0	 	0	 	 
190005	1	7	1	3	9	2007	500000	5	 	0	 	 
190006	1	9	1	3	5	2007	10000	10	 	1	1	 
190007	1	8	2	2	3	2009	350	0	 	1	1	 
190007	2	8	2	2	6	2008	500	0	 	1	1	 
190008	1	8	1	2	7	2008	100	0	 	1	1	 
190009	1	7	2	3	12	2008	20000	1542	 	0	 	 
190010	1	10	2	19	1	2008	200000	0	 	0	 	 
190011	1	10	2	2	2	2009	200	0	 	0	 	 
190011	2	10	2	3	1	2009	450	0	 	0	 	 
190011	3	10	2	2	10	2008	800	0	 	0	 	 
190011	4	10	2	5	10	2008	1300	0	 	1	1	 
190012	1	10	1	2	2	2009	400	0	 	0	 	 
190012	2	10	1	2	1	2009	200	0	 	1	1	 
190012	3	8	1	2	7	2008	1000	0	 	1	1	 
190012	4	8	1	1	9	2007	1230	0	 	1	1	 
190014	1	8	1	2	9	2008	800	0	 	0	 	 
190015	1	7	1	3	3	2008	20000	720	 	0	 	 
190015	2	10	1	2	1	2009	200	0	 	0	 	 
190015	3	10	1	2	12	2008	100	0	 	1	1	 
190015	4	10	1	2	10	2008	6000	0	 	0	 	 
190016	1	8	1	3	9	2006	30000	18	 	1	1	 
190016	2	13	2	2	11	2008	1600	0	 	1	0	11
190016	3	8	2	3	1	2009	1000	0	 	1	1	 
190017	1	6	2	3	6	2008	15000	14	 	0	 	 
190018	1	9	1	2	3	2009	1790	0	 	1	1	 
190018	2	9	1	2	3	2009	1790	0	 	1	1	 
190018	3	9	1	2	7	2008	1600	0	 	1	1	 
190019	1	10	2	2	1	2009	400	0	 	1	1	 
190021	1	10	2	19	2	2009	1000	0	 	1	1	 
190021	2	10	2	19	12	2008	1000	0	 	1	1	 
190021	3	10	2	19	1	2009	1000	0	 	1	1	 
190021	4	7	1	19	9	2006	80000	9	 	0	 	 
190022	1	8	1	1	3	2009	2000	0	 	0	 	 
190024	1	10	3	19	1	2009	2000	0	 	1	1	 
190024	2	11	3	19	2	2009	500	0	 	1	1	 
190024	3	6	3	19	11	2008	10000	5	 	0	 	 
190025	1	9	2	3	4	2007	5000	5	 	0	 	 
190025	2	13	2	2	3	2009	120	0	 	1	1	 
190026	1	10	2	2	1	2009	120	0	 	1	1	 
190026	2	8	2	2	2	2009	600	0	 	1	1	 
190026	3	8	2	7	3	2007	1000	0	 	1	1	 
190031	1	7	2	8	5	2006	20000	2000	 	0	 	 
190031	2	10	2	3	1	2009	250	0	 	0	 	 
190033	1	10	2	2	9	2008	300	0	 	0	 	 
190033	2	8	2	2	11	2008	1500	0	 	0	 	 
190033	3	8	2	2	1	2009	100	0	 	0	 	 
190033	4	8	2	2	2	2009	400	0	 	0	 	 
190034	1	13	2	2	3	2009	150	0	 	1	1	 
190034	2	10	2	2	3	2009	100	0	 	1	1	 
190034	3	13	2	2	12	2008	2500	0	 	1	1	 
190034	4	13	2	2	5	2008	500	0	 	1	1	 
190034	5	13	2	3	10	2008	500	0	 	1	1	 
190035	1	10	2	3	1	2009	2000	0	 	1	1	 
190035	2	10	2	3	2	2009	2000	0	 	1	1	 
190035	3	10	2	3	3	2009	3000	0	 	0	 	 
190035	4	10	2	3	5	2008	5000	0	 	1	1	 
190035	5	10	2	3	10	2008	3000	0	 	1	1	 
190036	1	7	1	10	4	2006	15000	15	 	1	1	 
190036	2	10	2	2	3	2009	200	0	 	1	1	 
190036	3	13	2	2	3	2009	650	0	 	1	1	 
190036	4	13	2	2	5	2008	1000	0	 	1	1	 
190037	1	15	1	3	9	2006	3000	12	 	1	1	 
190037	2	8	1	4	1	2009	600	0	 	0	 	 
190038	1	8	2	2	2	2008	1000	0	 	1	1	 
190039	1	7	8	8	7	2008	14000	18	 	0	 	 
190039	2	7	8	8	7	2007	7000	18	 	1	1	 
190039	3	7	8	14	7	2006	7000	18	 	1	1	 
190040	1	 	 	 	 	 	 	 	 	 	 	 
190041	1	7	10	1	12	2007	20000	-77	1666	0	 	 
190042	1	10	2	3	3	2009	600	0	 	0	 	 
190042	2	10	2	3	2	2009	900	0	 	0	 	 
190042	3	10	2	3	11	2009	1000	0	 	1	1	 
190043	1	15	2	15	1	2009	300	0	 	1	1	 
190043	2	15	2	3	2	2008	1650	0	 	1	1	 
190044	1	7	1	8	12	2006	20000	1560	 	0	 	 
190044	2	10	1	3	3	2009	100	0	 	1	1	 
190044	3	8	1	3	4	2009	2000	0	 	0	 	 
190046	1	10	1	2	1	2009	500	0	 	1	1	 
190046	2	10	1	2	2	2009	300	0	 	1	1	 
190046	3	10	1	2	5	2008	1000	0	 	1	1	 
190046	4	10	1	2	12	2008	800	0	 	1	1	 
190047	1	7	1	19	1	2009	20000	18	 	0	 	 
190047	2	10	1	2	1	2009	2000	0	 	0	 	 
190047	3	8	1	2	11	2008	600	0	 	0	 	 
190048	1	7	1	3	9	2007	30000	18	 	0	 	 
190048	2	13	2	3	11	2008	5000	0	 	0	 	 
190048	3	8	2	3	1	2009	3000	0	 	1	0	6
190049	1	10	2	3	3	2009	1000	0	 	0	 	 
190049	2	13	2	3	1	2009	7000	0	 	0	 	 
190049	3	13	2	3	6	2008	16000	0	 	1	1	 
190049	4	10	2	3	2	2008	2000	0	 	1	0	6
190050	1	10	2	3	1	2009	500	0	 	1	1	 
190050	2	10	2	3	3	2009	1000	0	 	1	1	 
190051	1	7	2	1	9	2007	12000	9	 	0	 	 
190051	2	1	2	1	10	2006	700	0	 	1	1	 
190051	3	10	2	2	9	2008	3000	0	 	1	1	 
190051	4	10	2	2	9	2008	3000	0	 	0	 	 
190052	1	7	2	3	3	2008	10000	18	 	0	 	 
190052	2	10	2	3	3	2009	200	0	 	1	1	 
190052	3	13	2	3	6	2008	600	0	 	1	1	 
190052	4	13	2	3	10	2008	650	0	 	1	1	 
190053	1	8	2	3	1	2009	600	0	 	1	1	 
190053	2	8	2	3	2	2009	600	0	 	1	1	 
190053	3	8	2	3	3	2009	600	0	 	1	1	 
190053	4	8	2	3	4	2009	600	0	 	0	 	 
190053	5	8	2	3	1	2008	600	0	 	1	1	 
190053	6	8	2	3	2	2008	600	0	 	1	1	 
190053	7	8	2	3	3	2008	600	0	 	1	1	 
190053	8	10	2	3	4	2008	600	0	 	1	1	 
190054	1	7	1	3	8	2007	20000	15	 	0	 	 
190055	1	7	2	4	7	2006	10000	15	 	1	1	 
190056	1	7	1	1	12	2008	10000	15	 	0	 	 
190056	2	10	1	1	2	2009	5000	0	 	0	 	 
190057	1	7	1	3	10	2007	30000	4500	 	0	 	 
190057	2	6	1	3	11	2007	400000	36000	 	0	 	 
190058	1	10	1	2	8	2008	200	0	 	0	 	 
190059	1	7	1	4	3	2007	20000	15	 	1	1	 
190060	1	10	2	4	2	2009	4500	0	 	1	1	 
190060	2	10	2	4	3	2009	2250	0	 	0	 	 
190060	3	10	2	4	1	2008	2250	0	 	1	1	 
190062	1	15	2	19	4	2007	19000	0	 	0	 	 
190063	1	7	1	3	10	2007	60000	-77	5	1	1	 
190064	1	7	1	4	8	2006	20000	17	 	0	 	 
190064	2	10	1	3	1	2009	2003	0	 	1	1	 
190064	3	10	1	4	12	2008	1600	0	 	1	1	 
190066	1	8	1	7	12	2008	300	0	 	1	0	11
190066	2	8	1	1	1	2009	250	0	 	1	0	11
190066	3	10	1	2	3	2009	190	0	 	0	 	 
190067	1	8	2	15	1	2009	200	0	 	1	1	 
190069	1	8	1	2	5	2007	4000	0	 	0	 	 
190070	1	7	1	3	5	2008	20000	15	 	0	 	 
190070	2	8	3	3	4	2009	1000	0	 	0	 	 
190072	1	6	2	3	11	2008	10000	5	 	0	 	 
190072	2	13	2	3	3	2009	500	0	 	0	 	 
190072	3	13	2	3	12	2008	100	0	 	1	1	 
190073	1	8	2	2	2	2009	2000	0	 	1	1	 
190079	1	8	4	2	1	2009	4000	0	 	1	1	 
190079	2	8	4	2	6	2008	600	0	 	1	1	 
190080	1	10	1	3	1	2009	1400	0	 	1	1	 
190080	2	10	1	3	2	2009	1400	0	 	1	1	 
190080	3	10	1	3	4	2009	1400	0	 	1	1	 
190080	4	10	1	3	4	2009	1400	0	 	1	1	 
190082	1	8	1	3	2	2009	500	0	 	0	 	 
190082	2	8	1	8	9	2008	2000	0	 	0	 	 
190083	1	15	2	19	9	2007	10000	5	 	0	 	 
190083	2	10	2	2	12	2008	1300	0	 	0	 	 
190083	3	10	2	2	4	2009	200	0	 	0	 	 
190084	1	8	16	1	1	2009	500	0	 	1	1	 
190084	2	8	16	2	4	2008	550	0	 	1	1	 
190085	1	10	1	2	1	2009	200	0	 	1	1	 
190085	2	13	1	2	7	2008	280	0	 	1	1	 
190086	1	8	2	41	11	2008	50000	5000	 	0	 	 
190087	1	8	16	1	7	2007	5000	0	 	1	1	 
190090	1	7	1	8	10	2007	5000	17	 	0	 	 
190090	2	10	2	2	1	2009	100	0	 	1	1	 
190090	3	10	2	2	2	2009	1200	0	 	1	1	 
190092	1	10	8	3	3	2009	5000	0	 	0	 	 
190092	2	10	8	3	11	2008	50000	0	 	0	 	 
190093	1	6	2	19	1	2800	2009	0	 	1	1	 
190093	2	6	2	19	12	2008	2500	0	 	1	1	 
190093	3	6	2	19	10	2008	1800	0	 	1	1	 
190096	1	7	2	3	9	2006	7000	-77	-77	0	 	 
190096	2	13	2	2	2	2009	850	0	 	0	 	 
190096	3	13	2	2	9	2008	550	0	 	1	1	 
190096	4	13	2	2	1	2007	630	0	 	1	1	 
190097	1	7	8	1	3	2008	10000	17	 	0	 	 
190097	2	8	8	4	3	2009	1000	0	 	0	 	 
190098	1	8	2	4	2	2008	3000	0	 	1	1	 
190099	1	10	2	2	1	2009	100	0	 	1	0	11
190099	2	10	2	2	3	2009	150	0	 	0	 	 
190099	3	10	2	2	11	2008	100	0	 	1	0	11
190100	1	7	2	3	10	2006	10000	18	 	0	 	 
190100	2	10	2	7	9	2008	500	0	 	0	 	 
190100	3	10	2	7	6	2008	500	0	 	1	1	 
200001	1	7	1	8	3	2009	120000	12	 	0	 	 
200002	1	10	2	3	2	2009	300	0	 	1	1	 
200002	2	10	2	2	3	2008	500	0	 	1	1	 
200003	1	7	1	1	5	2007	3000	15	 	0	 	 
200005	1	2	3	2	10	2007	3000	9	 	1	1	 
200006	1	7	2	1	12	2008	40000	12	 	0	 	 
200006	2	8	2	8	9	2006	25000	0	 	1	1	 
200007	1	7	2	3	12	2008	15000	15	 	0	 	 
200008	1	2	2	1	10	2007	3000	9	 	1	1	 
200008	2	2	2	1	5	2006	4500	9	 	1	1	 
200009	1	10	1	1	10	2007	800	0	 	0	 	 
200009	2	10	1	2	11	2008	200	0	 	0	 	 
200012	1	2	16	1	2	2009	815	0	 	0	 	 
200012	2	2	1	3	9	2008	3000	15	 	0	 	 
200013	1	1	1	1	10	2008	1500	12	 	1	0	2
200014	1	2	1	1	9	2007	3000	9	 	0	 	 
200014	2	10	1	2	1	2009	1000	0	 	0	 	 
200015	1	2	2	1	9	2007	2650	-77	-77	1	0	12
200015	2	9	2	2	4	2008	1500	0	 	1	1	 
200015	3	9	2	6	12	2008	100	0	 	0	 	 
200016	1	10	2	2	8	2008	100	0	 	1	1	 
200016	2	11	2	2	3	2008	250	0	 	1	1	 
200018	1	7	1	3	1	2009	15000	15	 	0	 	 
200018	2	8	1	18	1	2009	2000	0	 	0	 	 
200018	3	10	1	2	5	2008	1000	0	 	1	1	 
200020	1	7	3	2	5	2008	20000	15	 	0	 	 
200024	1	1	1	1	3	2009	640	0	 	0	 	 
200028	1	10	1	1	9	2008	750	0	 	0	 	 
200028	2	8	1	2	11	2008	100	0	 	0	 	 
200028	3	8	1	7	2	2009	1500	0	 	0	 	 
200029	1	10	1	1	9	2008	3000	0	 	1	1	 
200029	2	10	1	2	1	2009	3000	0	 	0	 	 
200029	3	10	2	2	3	2009	150	0	 	0	 	 
200032	1	7	2	1	1	2009	30000	15	 	0	 	 
200036	1	2	1	1	3	2009	600	0	 	0	 	 
200038	1	3	2	1	11	2008	500	0	 	0	 	 
200039	1	7	1	3	13	2008	10000	15	 	0	 	 
200040	1	2	1	1	10	2006	600	5	 	1	1	 
200040	2	2	1	1	10	2007	515	4	 	1	1	 
200041	1	2	1	1	10	2008	650	9	 	0	 	 
200041	2	2	1	1	10	2007	520	9	 	1	1	 
200041	3	2	1	1	10	2006	520	9	 	1	1	 
200043	1	10	2	1	9	2008	400	0	 	0	 	 
200045	1	6	2	1	9	2008	3000	15	 	0	 	 
200045	2	10	2	1	2	2009	600	0	 	0	 	 
200047	1	2	1	1	10	2007	1350	9	 	1	1	 
200047	2	2	1	1	10	2008	1350	9	 	1	1	 
200048	1	2	1	1	2	2009	798	12	 	0	 	 
200048	2	2	1	1	10	2008	1250	12	 	1	1	 
200048	3	2	1	1	10	2007	1250	12	 	1	1	 
200049	1	7	1	14	4	2008	3000	8	 	0	 	 
200049	2	2	1	1	9	2007	3000	12	 	0	 	 
200050	1	7	1	1	9	2008	9000	15	 	0	 	 
200051	1	1	1	1	3	2009	612	0	 	0	 	 
200052	1	10	1	2	7	2007	0	0	 	1	1	 
200054	1	2	1	14	4	2008	3000	9	 	1	1	 
200055	1	7	2	1	4	2008	3000	18	 	0	 	 
200056	1	1	1	1	2	2009	800	0	 	0	 	 
200056	2	1	1	1	10	2008	630	0	 	1	1	 
200058	1	8	1	18	9	2006	1000	0	 	1	1	 
200059	1	5	1	1	4	2008	3000	9	 	0	 	 
200059	2	8	1	2	10	2008	2000	0	 	0	 	 
200059	3	8	1	2	1	2009	2000	0	 	0	 	 
200059	4	8	1	15	12	2008	1000	0	 	0	 	 
200060	1	8	2	2	2	2008	200	0	 	1	1	 
200060	2	8	2	15	1	2009	100	0	 	1	1	 
200061	1	7	1	1	10	2008	3000	15	 	0	 	 
200061	2	8	1	2	12	2008	500	0	 	1	1	 
200062	1	10	1	1	2	2009	800	0	 	0	 	 
200063	1	10	1	2	1	2009	100	0	 	0	 	 
200063	2	8	2	2	5	2007	1500	0	 	0	 	 
200064	1	2	17	1	10	2006	1500	10	 	1	1	 
200064	2	2	17	1	10	2007	1400	10	 	1	1	 
200064	3	2	17	1	2	2007	1500	10	 	1	1	 
200067	1	10	1	1	4	2008	2000	0	 	1	1	 
200067	2	2	1	1	10	2007	2000	-77	-77	1	1	 
200069	1	 	 	 	 	 	 	 	 	 	 	 
200073	1	2	1	1	10	2008	700	-77	-77	1	1	 
200074	1	1	2	1	6	2008	2060	160	 	1	1	 
200075	1	10	13	18	4	2007	13000	0	 	0	 	 
200076	1	2	1	1	2	2009	800	-77	20	1	1	 
200079	1	10	1	7	8	2008	3000	0	 	0	 	 
200080	1	10	1	2	1	2009	1300	0	 	0	 	 
200080	2	10	1	17	9	2008	15000	0	 	0	 	 
200081	1	2	1	1	10	2008	800	9	 	0	 	 
200082	1	 	 	 	 	 	 	 	 	 	 	 
200087	1	10	1	1	1	2008	1000	0	 	1	1	 
200088	1	10	2	7	11	2008	300	0	 	1	1	 
200088	2	10	1	2	2	2009	400	0	 	1	1	 
200089	1	2	2	1	8	2008	1800	9	 	0	 	 
200090	1	2	1	1	4	2007	1600	9	 	1	1	 
200092	1	1	2	1	3	2007	800	15	 	0	 	 
200093	1	7	2	1	12	2008	5000	18	 	0	 	 
200098	1	7	1	17	1	2008	8000	18	 	0	 	 
200100	1	8	1	2	3	2009	400	0	 	0	 	 
