CHILDCODE	MEMIDR5	MEMMOVR5	RELATER5	PRMCRER5	LIVHSER5	YRDIEDR5	AGER4	MEMAGER5	MEAGMTR5	MEMSEXR5	CHLBRNR5	RWHLIVR5	RSEECHR5	RCHLVER5	RLNLIVR5	RELHHR5	MRTLSTR5	MTHRHHR5	FTHRHHR5	THSVILR5	BURBRLR5	BRNREG5	BRNZONR5	GETFAMN	FAMBKBR5	FMURRLR5	FAMREGR5	FAMZNER5	STRT18R5	GRDE18R5	STLL18R5	HSSTRTR5	PANELSIB	ATTPRER5	WHYNPRR5	GETSCHSTYR	GETSCHSTMN	STRYRR5	STRMNR5	GRADER5	STILLR5	WHYNOTR5	AGEGRDR5	TYPLSTR5	PERFR5	TYPATDR5	WHSCHR5	FEESR5	EXTTUTR5	SLEEPR5	CHCARER5	HHCHRER5	NPYWRKR5	PAYWRKR5	SCHOOLR5	STUDYR5	PLAYR5	MEMCNSR5	DISABR5	MEMAFCR5	MEMLNGR5	MLNHLR51	HTSFFR51	SEEKTRR4	WHSEEKR4	MEMSMKR5	MEMTOBR5	OFTSMKR5	MEMALCR5	OFTALCR5
10001	18	 	7	0	1	 	5	8	 	2	 	 	 	 	 	23	 	8	98	 	 	 	 	0	 	 	 	 	 	 	 	1	0	 	 	1	1	2009	1	0	1	 	 	 	 	 	 	 	 	10	1	2	0	0	8	0	3	N	 	 	 	 	 	 	 	 	 	 	 	 
10001	19	 	14	0	4	 	3	6	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10001	20	 	14	0	4	 	0	3	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10001	21	 	7	0	1	 	 	0	6	1	 	 	 	 	 	23	 	8	98	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 
10002	0	 	0	 	1	 	11	15	 	1	 	 	 	 	 	23	0	2	1	 	 	 	 	0	 	 	 	 	 	 	 	1	0	 	 	0	0	 	 	8	1	 	 	 	2	4	3	125	0	8	0	1	0	0	8	2	5	N	 	 	 	 	 	 	 	 	 	 	 	 
10002	1	 	1	0	1	 	43	46	 	1	 	 	 	 	 	 	1	99	99	 	 	 	 	0	 	 	 	 	1	8	0	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	1	2
10002	2	 	1	1	1	 	31	34	 	2	0	 	 	 	 	0	1	98	98	 	 	 	 	0	 	 	 	 	1	8	0	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	1	4
10002	3	 	7	0	1	 	7	10	 	2	 	 	 	 	 	23	 	2	1	 	 	 	 	0	 	 	 	 	 	 	 	1	1	1	 	0	0	 	 	4	1	 	 	 	2	4	 	100	0	8	0	1	0	0	8	1	6	N	0	 	0	 	 	 	 	0	0	 	2	 
10004	0	 	0	 	1	 	12	15	 	1	 	 	 	 	 	23	0	3	2	 	 	 	 	0	 	 	 	 	 	 	 	1	0	 	 	0	0	 	 	7	1	 	 	 	3	4	1	0	0	9	0	1	0	0	8	1	5	N	 	 	 	 	 	 	 	 	 	 	 	 
10004	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10004	2	 	1	0	1	 	51	54	 	1	 	 	 	 	 	 	1	99	99	 	 	 	 	0	 	 	 	 	1	9	0	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	1	2
10004	3	 	1	1	1	 	46	49	 	2	0	 	 	 	 	0	1	99	99	 	 	 	 	0	 	 	 	 	1	11	0	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	22	4	4	3	0	0	 	1	5
10004	4	 	7	0	1	 	29	32	 	2	 	 	 	 	 	23	0	3	2	 	 	 	 	0	 	 	 	 	1	9	0	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 
10004	5	 	7	0	1	 	27	30	 	1	 	 	 	 	 	23	0	3	2	 	 	 	 	0	 	 	 	 	1	11	0	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	 	 	 	 	 	 	 	 	 	 	 	 
10004	6	 	7	0	4	 	26	29	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10004	7	 	7	0	4	 	24	27	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10005	0	 	0	 	1	 	12	15	 	2	 	 	 	 	 	23	0	2	99	 	 	 	 	0	 	 	 	 	 	 	 	1	0	 	 	0	0	 	 	7	1	 	 	 	2	4	4	120	0	9	0	1	0	0	7	1	6	N	 	 	 	 	 	 	 	 	 	 	 	 
10005	1	 	1	0	3	2007	41	 	 	 	 	 	 	1	13	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10005	2	 	1	1	1	 	39	42	 	2	0	 	 	 	 	 	3	99	99	 	 	 	 	0	 	 	 	 	0	 	 	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	18	6	4	1	0	0	 	0	4
10005	3	 	7	0	1	 	21	24	 	1	 	 	 	 	 	23	0	2	99	 	 	 	 	0	 	 	 	 	1	6	0	 	0	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 
10005	4	 	7	0	1	 	19	22	 	1	 	 	 	 	 	23	0	2	99	 	 	 	 	0	 	 	 	 	1	7	0	 	0	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 
10005	5	 	7	0	1	 	19	22	 	2	 	 	 	 	 	23	0	2	99	 	 	 	 	0	 	 	 	 	1	8	0	 	1	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	0	5
10006	0	 	0	 	1	 	11	14	 	2	 	 	 	 	 	23	0	2	1	 	 	 	 	0	 	 	 	 	 	 	 	1	0	 	 	0	0	 	 	8	1	 	 	 	2	1	5	4350	0	8	1	1	0	0	9	2	3	N	 	 	 	 	 	 	 	 	 	 	 	 
10006	1	 	1	0	1	 	41	44	 	1	 	 	 	 	 	 	1	99	99	 	 	 	 	0	 	 	 	 	1	24	0	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	1	2
10006	2	 	1	1	1	 	37	40	 	2	0	 	 	 	 	23	1	99	99	 	 	 	 	0	 	 	 	 	1	11	0	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	1	4
10006	3	 	13	0	4	 	33	36	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10006	4	 	14	0	4	 	31	34	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10006	5	 	20	0	4	 	29	32	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10006	6	 	19	0	1	 	26	29	 	2	 	 	 	 	 	19	0	98	99	 	 	 	 	0	 	 	 	 	1	10	3	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 
10006	7	 	19	0	4	 	35	38	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10006	8	 	14	0	4	 	25	28	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10006	9	 	7	0	1	 	9	12	 	2	 	 	 	 	 	23	0	2	1	 	 	 	 	0	 	 	 	 	 	 	 	1	1	1	 	0	0	 	 	6	1	 	 	 	3	1	 	3701	0	9	1	1	0	0	9	1	3	N	0	 	0	 	 	 	 	0	0	 	2	 
10006	10	 	7	0	1	 	5	8	 	2	 	 	 	 	 	23	 	2	1	 	 	 	 	0	 	 	 	 	 	 	 	1	0	 	 	0	0	 	 	1	1	 	 	 	 	 	 	 	 	8	2	0	0	0	8	1	5	N	 	 	 	 	 	 	 	 	 	 	 	 
10006	11	 	22	0	1	 	22	25	 	2	 	 	 	 	 	15	0	98	99	 	 	 	 	0	 	 	 	 	1	4	0	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 
10006	12	 	7	0	1	 	1	4	 	1	 	 	 	 	 	23	 	2	1	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 
10007	0	 	0	 	1	 	11	14	 	2	 	 	 	 	 	23	0	8	4	 	 	 	 	0	 	 	 	 	 	 	 	1	0	 	 	0	0	 	 	7	1	 	 	 	3	1	5	6476	0	10	1	2	0	0	8	1	2	N	 	 	 	 	 	 	 	 	 	 	 	 
10007	1	 	22	0	1	 	66	69	 	1	 	 	 	 	 	3	3	99	99	 	 	 	 	0	 	 	 	 	0	 	 	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 
10007	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10007	3	 	19	0	3	2006	81	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10007	4	 	1	1	1	 	45	48	 	1	 	 	 	 	 	 	1	99	99	 	 	 	 	0	 	 	 	 	1	12	0	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	1	2
10007	5	 	13	0	4	 	38	41	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10007	6	 	13	0	1	 	35	38	 	1	 	 	 	 	 	7	5	99	1	 	 	 	 	0	 	 	 	 	1	8	0	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 
10007	7	 	19	0	4	 	36	39	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10007	8	 	1	0	1	 	31	34	 	2	1	 	 	 	 	0	1	98	98	0	2	4	404	1	1	Rural	 	 	1	8	0	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	2	 
10007	9	 	14	0	4	 	25	28	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10007	15	 	14	0	4	 	15	18	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10007	16	 	14	0	4	 	8	11	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10007	17	 	28	0	77	 	21	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10007	18	 	14	0	4	 	25	28	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10008	0	 	0	 	1	 	12	15	 	2	 	 	 	 	 	26	0	98	98	 	 	 	 	0	 	 	 	 	 	 	 	1	0	 	 	0	0	 	 	10	1	 	 	 	1	4	10	0	3000	8	0	1	0	0	10	3	2	N	 	 	 	 	 	 	 	 	 	 	 	 
10008	1	 	5	1	1	 	51	54	 	2	 	 	 	 	 	 	3	99	99	 	 	 	 	0	 	 	 	 	1	28	0	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	22	2001	4	2	0	0	 	1	5
10008	2	 	13	0	4	 	36	39	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10008	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10008	4	 	13	0	1	 	32	35	 	1	 	 	 	 	 	23	0	1	99	 	 	 	 	0	 	 	 	 	1	11	0	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	 	 	 	 	 	 	 	 	 	 	 	 
10008	5	 	13	0	4	 	30	33	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10008	6	 	1	0	4	 	29	32	 	2	1	8	6	1	1	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10008	7	 	13	0	4	 	27	30	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10008	8	 	13	0	1	 	25	28	 	1	 	 	 	 	 	23	0	1	99	 	 	 	 	0	 	 	 	 	1	10	0	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 
10008	9	 	13	0	1	 	23	26	 	1	 	 	 	 	 	23	0	1	99	 	 	 	 	0	 	 	 	 	1	10	0	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	 	 	 	 	 	 	 	 	 	 	 	 
10008	10	 	15	0	1	 	 	3	 	2	 	 	 	 	 	26	 	98	98	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 
10009	0	 	0	 	1	 	12	15	 	1	 	 	 	 	 	23	0	3	1	 	 	 	 	0	 	 	 	 	 	 	 	1	0	 	 	0	0	 	 	8	1	 	 	 	1	1	4	6000	0	9	0	1	0	0	7	2	5	N	 	 	 	 	 	 	 	 	 	 	 	 
10009	1	 	1	0	1	 	59	62	 	1	 	 	 	 	 	 	1	98	99	 	 	 	 	0	 	 	 	 	1	8	0	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	17	3	2	11	0	0	 	1	2
10009	2	 	13	0	4	 	56	59	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10009	3	 	1	1	1	 	51	54	 	2	0	 	 	 	 	0	1	99	99	 	 	 	 	0	 	 	 	 	1	28	0	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	1	4
10009	4	 	7	0	2	 	26	29	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10009	5	 	7	0	2	 	24	27	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10009	6	 	7	0	1	 	20	23	 	2	 	 	 	 	 	23	0	3	1	 	 	 	 	0	 	 	 	 	1	34	1	 	0	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	 	 	 	 	 	 	 	 	 	 	 	 
10009	7	 	7	0	1	 	19	22	 	2	 	 	 	 	 	23	0	3	1	 	 	 	 	0	 	 	 	 	1	35	1	 	1	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	0	 	0	 	 	 	 	0	0	 	0	4
10010	0	 	0	 	1	 	12	15	 	2	 	 	 	 	 	23	0	2	1	 	 	 	 	0	 	 	 	 	 	 	 	1	0	 	 	0	0	 	 	7	1	 	 	 	3	4	10	0	0	8	0	2	0	0	8	2	4	N	 	 	 	 	 	 	 	 	 	 	 	 
10010	1	 	1	0	1	 	48	51	 	1	 	 	 	 	 	 	1	99	98	 	 	 	 	0	 	 	 	 	1	35	0	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	0	 	0	 	 	 	 	0	0	 	1	2
10010	2	 	1	1	1	 	46	49	 	2	0	 	 	 	 	0	1	99	99	 	 	 	 	0	 	 	 	 	1	5	0	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	4	3	1	3	0	0	 	1	4
10010	3	 	7	0	1	 	8	11	 	1	 	 	 	 	 	23	 	2	1	 	 	 	 	0	 	 	 	 	 	 	 	1	1	1	 	0	0	 	 	4	1	 	 	 	3	2	 	8000	0	10	0	1	0	0	8	1	4	N	0	 	0	 	 	 	 	0	0	 	2	 
10011	0	 	0	 	1	 	12	15	 	2	 	 	 	 	 	23	0	2	1	 	 	 	 	0	 	 	 	 	 	 	 	1	0	 	 	0	0	 	 	7	1	 	 	 	2	4	3	0	0	7	0	2	0	0	7	3	5	N	 	 	 	 	 	 	 	 	 	 	 	 
10011	1	 	1	0	1	 	56	59	 	1	 	 	 	 	 	 	1	99	99	 	 	 	 	0	 	 	 	 	1	4	0	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	2	 
