CHILDCODE	DINT	PRIDRSR5	HHSIZE	HEADID	RESPOND	HEADLANG	CARELANG	CHLDLANG	PECLOC5	PECODPT5	PECODISTR5	PECODIS5	ANTHRHSE5	ANTHRADD5	PECODIS15	PEMUDANZ5	PEUBIC5	PHONE5	PEHPOST5	PEDCVIV5	PEDPAGT5	PEDPOC5	PEDPPA5	CHLDDNI5	TIENDNI5	DOCDNI5	ADDSAME5	CLUSTID5	YLCOMM5	PLACEID5	LINKCMM5	PLACENR5	LONGCOMM5	TRNSCOMM5	MINIADM5	PEMINIID5	TYPESITE5	PEMUDR45
101079	09/10/2016	2	7	1	2	31	31	31	 	2	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE10C03	0	 	 	 	0	 	1	0
101080	10/10/2016	1	5	1	1	31	31	31	 	2	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE10C03	0	 	 	 	0	 	1	0
101081	07/10/2016	2	6	5	2	31	31	31	 	2	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE10C05	0	 	 	 	0	 	1	0
101082	08/10/2016	4	6	4	4	31	31	31	 	2	 	 	0	 	 	 	 	1	1	1	1	1	0	1	1	1	1	 	1	PE10C05	0	 	 	 	0	 	1	0
101083	09/10/2016	2	4	2	2	31	31	31	 	2	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE10C05	0	 	 	 	0	 	1	1
101084	10/10/2016	1	4	5	1	31	31	31	 	2	 	 	0	 	 	 	 	1	1	0	1	0	0	1	1	1	1	 	1	PE10C05	0	 	 	 	0	 	1	0
101085	10/10/2016	2	4	1	2	31	31	31	 	2	 	 	0	 	 	 	 	1	1	0	1	0	0	1	1	1	1	 	1	PE10C05	0	 	 	 	0	 	1	0
101086	10/10/2016	2	6	1	2	31	31	31	 	2	 	 	0	 	 	 	 	1	1	0	1	0	0	88	 	 	1	 	1	PE10C05	0	 	 	 	0	 	1	0
101087	11/10/2016	1	6	2	1	31	31	31	 	2	 	 	0	 	 	 	 	1	0	 	 	 	 	0	 	 	1	 	1	PE10C05	0	 	 	 	0	 	1	0
101088	17/10/2016	1	4	1	1	31	31	31	 	2	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	1	PE10C05	0	 	 	 	0	 	1	0
101089	16/10/2016	1	4	1	1	31	31	31	 	2	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	3	1	 	1	PE10C05	0	 	 	 	0	 	1	0
101090	13/10/2016	1	5	1	1	31	31	31	 	2	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE10C05	0	 	 	 	0	 	1	0
101091	15/10/2016	2	4	1	2	31	31	31	 	2	 	 	0	 	 	 	5	1	1	0	1	0	0	1	1	1	0	 	1	PE10C05	0	 	 	 	0	 	1	1
101092	19/10/2016	1	4	1	1	31	31	31	 	2	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE10C05	0	 	 	 	0	 	1	0
101093	13/10/2016	2	2	2	2	31	31	31	 	2	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE10C05	0	 	 	 	0	 	1	0
101094	18/10/2016	2	6	1	2	31	31	31	 	2	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	1	PE10C05	0	 	 	 	0	 	1	0
101095	12/10/2016	1	8	1	2	31	31	31	 	2	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE10C05	0	 	 	 	0	 	1	0
101096	13/10/2016	2	4	1	2	31	31	31	 	2	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE10C05	0	 	 	 	0	 	1	0
101097	07/01/2017	1	3	1	1	31	31	31	 	2	 	 	1	1	 	 	 	1	1	1	0	0	0	1	77	 	1	 	1	PE10C05	0	 	 	 	0	 	1	0
101098	08/10/2016	2	4	2	2	31	31	31	 	2	 	 	0	 	 	 	 	0	1	1	0	0	0	1	0	 	1	 	1	PE10C03	0	 	 	 	0	 	1	0
101099	16/10/2016	2	4	1	2	31	31	31	 	2	 	 	1	1	 	 	2	1	1	1	0	0	0	1	1	1	0	 	0	 	0	 	 	 	1	PE10MC05	2	1
101101	16/10/2016	2	5	2	1	31	31	31	 	2	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	3	1	 	1	PE10C05	0	 	 	 	0	 	1	0
101102	13/10/2016	1	14	2	1	31	31	31	 	2	 	 	0	 	 	 	 	1	1	1	0	0	0	1	0	 	1	 	1	PE10C05	0	 	 	 	0	 	1	0
101103	12/10/2016	1	4	2	1	31	31	31	 	2	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE10C05	0	 	 	 	0	 	1	0
101104	11/10/2016	2	6	1	2	31	31	31	 	2	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE10C06	0	 	 	 	0	 	1	0
101105	14/10/2016	2	7	1	2	31	31	31	 	2	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE10C05	0	 	 	 	0	 	1	0
111003	06/11/2016	2	5	1	2	31	31	31	 	10	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	0	 	0	 	 	 	0	 	2	0
111004	14/01/2017	2	4	2	2	31	31	31	 	15	 	 	0	 	 	 	5	1	1	1	0	0	0	88	 	 	0	 	0	 	0	 	 	 	0	 	1	88
111005	28/10/2016	2	6	1	2	31	31	31	 	10	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE11C01	0	 	 	 	0	 	1	0
111006	20/07/2016	1	5	9	1	31	31	31	 	15	 	 	0	 	 	 	 	1	1	0	1	0	0	1	1	1	1	 	0	 	0	 	 	 	1	PE13MC06	1	0
111008	06/11/2016	2	7	1	2	31	31	31	 	10	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE11C01	0	 	 	 	0	 	1	0
111010	28/10/2016	1	6	1	1	31	31	31	 	10	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE11C01	0	 	 	 	0	 	1	0
111011	29/10/2016	2	5	1	2	31	31	31	 	10	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	1	PE11C08	0	 	 	 	0	 	2	0
111012	24/07/2016	2	8	2	1	31	31	31	 	15	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	3	1	 	0	 	0	 	 	 	1	PE80MC97	1	0
111013	29/10/2016	1	8	1	1	31	31	31	 	10	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	3	1	 	1	PE11C01	0	 	 	 	0	 	1	0
111014	28/10/2016	1	7	2	1	31	31	31	 	10	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	1	PE11C01	0	 	 	 	0	 	1	0
111017	27/10/2016	2	6	2	2	31	31	31	 	10	 	 	2	1	 	 	 	1	1	0	1	0	0	88	 	 	1	 	0	 	1	PE11C01	60	1	0	 	2	0
111018	21/07/2016	2	6	17	2	31	31	31	 	15	 	 	0	 	 	 	2	1	1	1	0	0	0	1	1	1	0	 	0	 	0	 	 	 	1	PE87MC48	1	1
111019	24/07/2016	8	5	3	8	31	31	31	 	15	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	3	1	 	0	 	0	 	 	 	1	PE80MC97	1	0
111020	27/10/2016	2	5	1	2	31	31	31	 	10	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE11C03	0	 	 	 	0	 	2	0
111021	27/10/2016	2	3	2	2	31	31	31	 	10	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE11C03	0	 	 	 	0	 	2	88
111022	22/07/2016	2	5	16	2	31	31	32	 	15	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	0	 	0	 	 	 	1	PE81MC32	2	0
111024	28/10/2016	16	7	20	16	31	31	31	 	10	 	 	2	1	 	 	 	1	0	 	 	 	 	1	1	3	1	 	1	PE11C01	0	 	 	 	0	 	1	0
111025	06/07/2016	17	6	16	17	31	31	31	 	15	 	 	2	1	 	 	2	1	1	1	0	0	0	1	1	3	0	 	0	 	0	 	 	 	1	PE12MC33	1	1
111028	28/10/2016	1	5	1	2	31	32	31	 	10	 	 	0	 	 	 	 	0	1	0	1	0	0	88	 	 	1	 	0	 	0	 	 	 	0	 	2	1
111030	06/11/2016	1	6	2	1	31	31	31	 	10	 	 	0	 	 	 	 	1	1	1	0	0	0	0	 	 	1	 	1	PE11C03	0	 	 	 	0	 	2	0
111032	01/02/2017	2	4	11	2	31	31	31	 	12	 	 	0	 	 	 	5	1	1	1	0	0	0	1	1	1	0	 	0	 	0	 	 	 	1	PE85MC40	1	88
111033	27/10/2016	2	6	1	2	31	31	31	 	10	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	0	 	1	PE11C03	60	1	0	 	2	0
111034	27/10/2016	1	8	1	2	31	31	31	 	10	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	1	PE11C03	0	 	 	 	0	 	2	0
111035	27/10/2016	2	14	2	2	31	31	31	 	10	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	3	1	 	1	PE11C03	0	 	 	 	0	 	2	0
111036	03/11/2016	2	7	1	2	31	31	31	 	10	 	 	0	 	 	 	 	1	1	0	1	0	0	88	 	 	1	 	1	PE80C06	0	 	 	 	0	 	1	0
111037	28/10/2016	2	6	1	2	31	31	31	 	10	 	 	0	 	 	 	 	0	0	 	 	 	 	1	1	1	1	 	1	PE11C01	0	 	 	 	0	 	1	0
111038	27/10/2016	2	8	1	2	31	31	31	 	10	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	0	 	1	PE11C01	30	1	0	 	2	0
111039	27/10/2016	1	8	2	1	31	31	31	 	10	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	0	 	1	PE11C01	40	1	0	 	2	0
111040	04/11/2016	1	4	2	1	31	31	31	 	10	 	 	0	 	 	 	 	1	1	1	1	0	0	1	1	1	1	 	1	PE80C16	0	 	 	 	0	 	1	0
111041	05/11/2016	3	6	1	2	31	31	31	 	10	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	0	 	0	 	 	 	1	PE85MC10	2	0
111042	01/11/2016	2	6	1	2	31	31	31	 	10	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	0	 	0	 	 	 	1	PE82MC48	1	0
111044	20/07/2016	2	4	1	2	31	31	31	 	15	 	 	0	 	 	 	 	1	1	1	1	0	0	88	 	 	1	 	0	 	0	 	 	 	1	PE81MC30	1	0
111045	30/10/2016	2	4	1	2	31	31	31	 	10	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	3	1	 	1	PE11C02	0	 	 	 	0	 	2	0
111046	29/10/2016	1	7	1	1	31	31	31	 	10	 	 	0	 	 	 	2	1	1	1	0	0	0	1	1	1	0	 	1	PE11C02	0	 	 	 	0	 	1	88
111048	01/11/2016	1	7	9	1	31	31	31	 	10	 	 	0	 	 	 	 	1	1	1	1	0	0	1	1	1	1	 	0	 	0	 	 	 	1	PE85MC07	2	0
111049	14/07/2016	19	9	24	19	31	31	31	 	15	 	 	1	1	 	 	 	1	1	1	0	0	0	1	1	1	1	 	0	 	0	 	 	 	1	PE87MC30	1	1
111050	04/11/2016	1	6	1	1	31	31	31	 	10	 	 	0	 	 	 	2	1	1	1	0	0	0	1	1	1	0	 	0	 	0	 	 	 	1	PE11MC04	2	1
111051	29/10/2016	19	6	20	19	31	31	31	 	10	 	 	1	1	 	 	2	1	1	1	0	0	0	1	1	1	0	 	1	PE11C02	0	 	 	 	0	 	1	88
111052	18/07/2016	2	5	16	2	31	31	31	 	15	 	 	1	1	 	 	1	1	0	 	 	 	 	1	1	3	0	 	0	 	0	 	 	 	1	PE83MC05	1	1
111054	29/10/2016	1	6	2	1	31	31	31	 	10	 	 	2	1	 	 	5	1	1	1	0	0	0	1	1	1	1	 	1	PE11C06	0	 	 	 	0	 	2	0
111056	07/11/2016	2	6	1	2	31	31	31	 	10	 	 	2	1	 	 	5	1	1	1	0	0	0	1	1	1	0	 	1	PE11C02	0	 	 	 	0	 	1	1
111057	04/11/2016	1	5	1	1	31	31	31	 	10	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	3	1	 	0	 	0	 	 	 	1	PE85MC25	2	0
111058	05/11/2016	2	5	1	2	31	31	31	 	19	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	3	1	 	0	 	0	 	 	 	1	PE81MC38	1	0
111059	29/10/2016	2	2	2	2	31	31	31	 	10	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	1	PE11C08	0	 	 	 	0	 	2	0
111062	02/11/2016	2	7	1	2	31	31	31	 	10	 	 	1	1	 	 	 	1	1	0	1	0	0	88	 	 	0	 	1	PE11C07	0	 	 	 	0	 	2	0
111063	21/07/2016	1	5	1	1	31	31	31	 	15	 	 	0	 	 	 	 	1	1	1	1	1	0	88	 	 	1	 	0	 	0	 	 	 	1	PE87MC41	1	1
111064	03/11/2016	1	6	1	1	31	31	31	 	10	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE80C26	0	 	 	 	0	 	2	0
111065	14/07/2016	3	7	19	3	31	31	31	 	15	 	 	0	 	 	 	 	1	0	 	 	 	 	88	 	 	1	 	0	 	0	 	 	 	1	PE87MC26	1	1
111066	30/10/2016	2	5	1	2	31	31	31	 	10	 	 	0	 	 	 	 	1	1	0	1	0	0	88	 	 	1	 	1	PE11C01	0	 	 	 	0	 	1	0
111068	31/10/2016	2	6	1	2	31	31	31	 	10	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	1	PE11C05	0	 	 	 	0	 	1	0
111070	19/12/2016	2	4	2	2	31	31	31	 	15	 	 	0	 	 	 	2	1	1	1	0	0	0	1	1	1	0	 	0	 	0	 	 	 	1	PE82MC87	1	1
111071	09/07/2016	1	6	2	1	31	31	31	 	15	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	3	1	 	0	 	0	 	 	 	1	PE87MC12	1	1
111072	06/11/2016	2	4	6	2	31	31	31	 	25	 	 	0	 	 	 	 	1	1	0	1	0	0	88	 	 	1	 	0	 	0	 	 	 	1	PE83MC61	1	0
111074	04/11/2016	2	6	1	2	31	31	31	 	10	 	 	1	1	 	 	4	1	1	1	0	0	0	1	1	1	0	 	1	PE80C26	0	 	 	 	0	 	2	1
111076	03/11/2016	2	6	1	2	31	31	31	 	10	 	 	0	 	 	 	 	1	1	1	1	0	0	1	1	1	1	 	1	PE80C16	0	 	 	 	0	 	1	0
111077	31/10/2016	2	5	1	2	31	31	31	 	10	 	 	1	1	 	 	 	1	0	 	 	 	 	1	1	1	1	 	1	PE11C05	0	 	 	 	0	 	1	0
111079	01/11/2016	1	7	2	1	31	31	31	 	10	 	 	1	1	 	 	 	0	1	1	0	0	0	0	 	 	1	 	0	 	0	 	 	 	1	PE85MC08	2	0
111080	09/07/2016	2	5	10	2	31	31	31	 	15	 	 	0	 	 	 	 	1	1	1	1	0	0	1	1	1	1	 	0	 	0	 	 	 	1	PE84MC40	1	0
111081	13/07/2016	2	5	1	2	31	31	31	 	15	 	 	0	 	 	 	 	1	1	1	1	0	0	79	 	 	1	 	0	 	0	 	 	 	1	PE84MC40	1	0
111082	05/11/2016	1	8	18	1	31	31	31	 	10	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	0	 	0	 	 	 	1	PE82MC52	1	0
111085	30/10/2016	2	4	2	2	31	31	31	 	10	 	 	1	1	 	 	2	1	1	1	0	0	0	1	1	1	0	 	1	PE11C05	0	 	 	 	0	 	1	1
111087	31/10/2016	2	7	1	2	31	31	31	 	10	 	 	1	1	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE11C05	0	 	 	 	0	 	1	0
111089	30/10/2016	1	4	1	1	31	31	31	 	10	 	 	0	 	 	 	 	1	1	0	0	1	0	1	1	1	1	 	1	PE11C05	0	 	 	 	0	 	2	0
111090	15/01/2016	2	4	1	2	31	31	31	 	10	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	3	1	 	1	PE11C05	0	 	 	 	0	 	1	0
111091	30/10/2016	1	7	2	1	31	31	31	 	10	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE11C05	0	 	 	 	0	 	2	0
111092	11/01/2017	2	9	1	2	31	31	31	 	15	 	 	0	 	 	 	5	1	0	 	 	 	 	1	1	1	0	 	0	 	0	 	 	 	0	 	1	1
111093	30/10/2016	2	8	1	2	31	31	31	 	10	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	1	PE11C05	0	 	 	 	0	 	2	0
111094	03/11/2016	18	2	18	18	31	31	31	 	10	 	 	1	1	 	 	4	1	1	1	0	0	0	1	1	1	0	 	1	PE80C34	0	 	 	 	0	 	1	1
111095	30/10/2016	1	6	1	1	31	31	31	 	10	 	 	0	 	 	 	 	1	1	1	1	0	0	1	1	1	1	 	1	PE11C04	0	 	 	 	0	 	2	0
111096	31/10/2016	2	4	1	2	31	31	31	 	10	 	 	1	1	 	 	 	1	0	 	 	 	 	1	1	1	1	 	1	PE11C05	0	 	 	 	0	 	1	88
111097	31/10/2016	2	5	1	2	31	31	31	 	10	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE11C05	0	 	 	 	0	 	1	0
111098	30/10/2016	1	2	1	1	31	31	31	 	10	 	 	0	 	 	 	 	0	0	 	 	 	 	1	1	1	1	 	1	PE11C04	0	 	 	 	0	 	2	0
111099	31/10/2016	2	5	1	2	31	31	31	 	10	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE11C05	0	 	 	 	0	 	1	0
111100	31/10/2016	1	4	17	1	31	31	31	 	10	 	 	0	 	 	 	 	1	1	0	1	0	0	88	 	 	1	 	1	PE11C07	0	 	 	 	0	 	2	0
111102	31/10/2016	2	3	1	2	31	31	31	 	10	 	 	0	 	 	 	 	1	1	0	1	0	0	88	 	 	1	 	1	PE11C07	0	 	 	 	0	 	2	0
121001	23/06/2016	2	4	1	2	31	31	31	 	15	 	 	0	 	 	 	 	1	1	1	1	1	0	1	1	3	1	 	1	PE12C02	0	 	 	 	0	 	1	0
121002	05/11/2016	2	5	1	2	31	31	31	 	19	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	3	1	 	0	 	0	 	 	 	1	PE85MC16	1	0
121003	20/06/2016	1	10	2	1	31	31	31	 	15	 	 	0	 	 	 	 	1	1	1	1	1	0	1	1	3	1	 	1	PE12C02	0	 	 	 	0	 	1	0
121004	23/06/2016	2	6	3	2	31	31	31	 	15	 	 	0	 	 	 	 	1	0	 	 	 	 	88	 	 	1	 	1	PE12C02	0	 	 	 	0	 	1	0
121005	22/06/2016	19	6	16	1	31	31	31	 	15	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	1	PE12C02	0	 	 	 	0	 	1	0
121006	22/06/2016	2	6	2	2	31	31	31	 	15	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	1	PE12C02	0	 	 	 	0	 	1	0
121007	07/07/2016	1	6	9	1	31	31	31	 	15	 	 	0	 	 	 	 	1	1	1	0	0	0	88	 	 	1	 	0	 	0	 	 	 	1	PE81MC27	1	0
121008	22/06/2016	2	9	1	2	31	31	31	 	15	 	 	0	 	 	 	 	1	1	0	1	0	0	1	1	3	1	 	0	 	1	PE12C02	10	1	0	 	1	0
121009	26/06/2016	2	4	1	2	31	31	31	 	15	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	3	1	 	1	PE12C02	0	 	 	 	0	 	1	0
121010	22/06/2016	2	4	2	2	31	31	31	 	15	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	1	PE12C02	0	 	 	 	0	 	1	0
121011	27/06/2016	2	5	1	2	31	31	31	 	15	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE12C03	0	 	 	 	0	 	1	0
121012	21/06/2016	1	3	1	1	31	31	31	 	15	 	 	0	 	 	 	 	1	1	0	1	0	0	1	1	1	1	 	0	 	1	PE12C02	5	1	0	 	1	0
121013	16/07/2016	2	3	2	2	31	31	31	 	15	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	3	1	 	0	 	0	 	 	 	1	PE80MC88	1	0
121014	20/06/2016	2	9	3	2	31	31	31	 	15	 	 	0	 	 	 	 	1	1	1	1	1	0	1	1	1	1	 	1	PE12C02	0	 	 	 	0	 	1	0
121015	22/06/2016	2	5	1	2	31	31	31	 	15	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	1	PE12C02	0	 	 	 	0	 	1	0
121016	20/06/2016	2	9	1	2	31	31	31	 	15	 	 	0	 	 	 	 	1	1	1	1	1	0	1	1	3	1	 	1	PE12C02	0	 	 	 	0	 	1	0
121017	15/07/2016	2	3	2	2	31	31	31	 	15	 	 	1	1	 	 	 	1	1	1	0	0	0	1	1	3	1	 	0	 	0	 	 	 	1	PE81MC08	1	0
121018	29/06/2016	2	8	3	2	31	31	31	 	15	 	 	0	 	 	 	 	1	1	1	0	0	0	1	0	 	1	 	1	PE12C02	0	 	 	 	0	 	1	1
121019	26/06/2016	2	7	1	2	31	31	31	 	15	 	 	0	 	 	 	 	1	1	0	0	1	0	1	1	1	1	 	1	PE12C02	0	 	 	 	0	 	1	0
121021	25/06/2016	1	4	1	1	31	31	31	 	15	 	 	0	 	 	 	 	1	1	1	1	1	0	1	1	1	1	 	1	PE12C02	0	 	 	 	0	 	1	0
121022	24/06/2016	2	6	1	2	31	31	31	 	15	 	 	0	 	 	 	 	1	1	1	1	1	0	88	 	 	1	 	1	PE12C02	0	 	 	 	0	 	1	0
121024	20/06/2016	2	9	1	2	31	31	31	 	15	 	 	0	 	 	 	 	1	1	1	1	1	0	1	1	3	1	 	1	PE12C02	0	 	 	 	0	 	1	0
121025	21/06/2016	2	4	1	2	31	31	31	 	15	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	3	1	 	1	PE12C02	0	 	 	 	0	 	1	0
121026	24/06/2016	2	5	1	2	31	31	31	 	15	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	3	1	 	1	PE12C02	0	 	 	 	0	 	1	0
121027	07/07/2016	2	5	1	2	31	31	31	 	15	 	 	0	 	 	 	 	1	1	1	1	1	0	1	1	1	1	 	0	 	0	 	 	 	1	PE12MC23	1	0
121028	21/06/2016	2	5	1	2	31	31	31	 	15	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	3	1	 	1	PE12C03	0	 	 	 	0	 	1	0
121029	20/06/2016	2	7	2	2	31	31	31	 	15	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE12C02	0	 	 	 	0	 	1	0
121030	21/06/2016	2	4	1	2	31	31	31	 	15	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	3	1	 	1	PE12C02	0	 	 	 	0	 	1	0
121031	25/06/2016	2	4	1	2	31	31	31	 	15	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	3	1	 	1	PE12C02	0	 	 	 	0	 	1	0
121032	08/07/2016	2	4	6	2	31	31	31	 	15	 	 	1	1	 	 	2	1	1	1	1	0	0	99	 	 	0	 	0	 	0	 	 	 	1	PE12MC35	1	1
121034	27/06/2016	8	9	9	8	31	31	31	 	15	 	 	0	 	 	 	 	1	1	0	0	1	0	1	1	3	1	 	0	 	1	PE12C02	5	1	0	 	1	0
121035	20/06/2016	2	8	1	2	31	31	31	 	15	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	0	 	1	PE12C02	10	1	0	 	1	0
121036	25/06/2016	2	5	1	2	31	31	31	 	15	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	3	1	 	1	PE12C03	0	 	 	 	0	 	1	0
121037	29/06/2016	2	5	1	2	31	31	31	 	15	 	 	0	 	 	 	 	1	1	0	1	0	0	1	1	1	1	 	1	PE12C02	0	 	 	 	0	 	1	0
121039	05/07/2016	2	5	1	2	31	31	31	 	15	 	 	0	 	 	 	 	1	1	1	1	0	1	88	 	 	1	 	1	PE12C02	0	 	 	 	0	 	1	0
121040	02/07/2016	2	2	2	2	31	31	31	 	15	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	0	 	1	PE12C03	0	 	 	 	0	 	1	1
121041	25/06/2016	2	5	1	2	31	31	31	 	15	 	 	0	 	 	 	 	1	1	0	1	0	0	1	1	1	1	 	0	 	1	PE12C02	10	1	0	 	1	0
121042	24/06/2016	2	4	1	2	31	31	31	 	15	 	 	0	 	 	 	2	1	0	 	 	 	 	1	1	1	0	 	0	 	0	 	 	 	1	PE12MC13	1	0
121043	26/06/2016	2	3	2	2	31	31	31	 	15	 	 	0	 	 	 	 	1	1	1	1	0	1	1	1	1	1	 	1	PE12C03	0	 	 	 	0	 	1	1
121044	06/07/2016	2	5	2	2	31	31	31	 	15	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	0	 	0	 	 	 	1	PE12MC07	1	0
121045	23/06/2016	2	4	2	2	31	31	31	 	15	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	1	PE12C02	0	 	 	 	0	 	1	0
121046	19/07/2016	2	4	1	2	31	31	31	 	15	 	 	0	 	 	 	 	1	1	1	1	1	0	0	 	 	1	 	0	 	0	 	 	 	1	PE82MC97	1	0
121047	21/06/2016	1	5	9	1	31	31	31	 	15	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE12C03	0	 	 	 	0	 	1	0
121048	28/06/2016	2	6	1	2	31	31	31	 	15	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE12C02	0	 	 	 	0	 	1	0
121049	25/06/2016	2	6	17	2	31	31	32	 	15	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	3	1	 	1	PE12C03	0	 	 	 	0	 	1	0
121050	26/06/2016	2	3	2	2	31	31	31	 	15	 	 	1	1	 	 	 	1	0	 	 	 	 	1	0	 	1	 	1	PE12C02	0	 	 	 	0	 	1	0
121051	20/06/2016	5	5	5	5	31	31	31	 	15	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	1	PE12C03	0	 	 	 	0	 	1	0
121052	22/06/2016	2	3	1	2	31	31	31	 	15	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE12C03	0	 	 	 	0	 	1	0
121053	21/06/2016	1	6	1	2	31	31	31	 	15	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	1	PE12C02	0	 	 	 	0	 	1	0
121054	25/06/2016	2	7	1	2	31	31	31	 	15	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	1	PE12C02	0	 	 	 	0	 	1	0
121055	20/07/2016	3	8	2	3	31	31	31	 	7	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	3	1	 	0	 	0	 	 	 	1	PE80MC46	1	0
121056	20/06/2016	2	5	1	2	31	31	31	 	15	 	 	0	 	 	 	 	1	0	 	 	 	 	88	 	 	1	 	1	PE12C02	0	 	 	 	0	 	1	0
121057	20/06/2016	1	12	2	1	31	31	31	 	15	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE12C03	0	 	 	 	0	 	1	0
121058	24/06/2016	5	7	4	5	31	31	31	 	15	 	 	1	1	 	 	 	1	1	1	0	0	0	1	1	3	1	 	1	PE12C02	0	 	 	 	0	 	1	0
