CHILDCODE	SPPGIDR5	SUPKNDR5	SUPWHOR5	SUPSRTR5	SUPENDR5	SUPFRQR5	SUPRIDR5	SUPEXPR5	SUPIMR501	SUPIMR502
170020	1	3	36	2013	99	6	80	3	4	5
170020	2	1	36	2015	99	4	80	4	1	4
170021	1	2	36	2015	2015	6	90	5	0	88
170022	1	3	36	2006	99	6	7	2	4	88
170022	2	5	45	2007	99	6	8	2	6	88
170023	1	5	45	2015	99	6	3	2	6	88
170025	1	5	45	2005	99	6	3	3	5	8
170026	1	5	36	2007	99	6	2	2	4	77
170027	1	5	45	2013	99	6	5	2	6	88
170028	2	5	45	2014	99	5	3	3	4	5
170029	1	4	45	2007	99	6	2	2	4	6
170031	1	5	45	2015	99	6	2	4	6	88
170031	2	3	36	2009	99	6	80	4	6	88
170031	3	17	36	2014	99	6	2	4	4	88
170032	1	1	36	2015	99	6	2	4	1	5
170034	1	5	45	2014	99	6	2	3	6	88
170034	2	3	36	2006	99	6	80	4	6	88
170035	1	3	36	2010	99	6	80	4	1	4
170035	2	5	36	2009	99	6	2	4	6	5
170036	1	4	36	2015	99	5	4	2	1	2
170037	1	3	36	2004	99	6	3	3	0	88
170037	2	17	36	2015	99	6	4	3	4	88
170038	1	4	36	2007	99	5	1	3	1	88
170038	2	3	36	2007	99	5	2	3	4	88
170039	1	3	36	2006	99	6	80	4	6	5
170040	1	1	36	2014	2015	4	80	4	4	5
170040	2	3	36	2014	99	6	80	4	1	4
170040	3	9	48	2015	99	6	3	4	0	88
170043	1	3	36	2013	99	6	80	4	1	4
170043	2	5	45	2009	99	6	32	4	2	6
170044	1	3	36	2007	99	5	4	2	1	88
170044	2	5	45	2010	99	5	5	3	4	88
170045	1	3	36	2006	99	6	3	4	1	88
170046	1	5	45	2015	99	6	4	4	6	88
170046	2	1	36	2012	99	6	1	4	6	88
170048	1	3	36	2006	99	6	9	4	5	88
170049	1	3	36	2007	99	5	2	3	1	88
170049	2	5	45	2010	99	5	3	3	4	88
170050	1	1	36	2012	99	6	4	4	6	5
170051	1	3	36	2007	99	5	3	2	1	88
170051	2	5	45	2010	99	5	4	2	6	88
170053	1	5	45	2015	99	6	80	4	6	88
170053	2	3	36	2011	99	6	4	4	4	88
170053	3	1	36	2012	99	6	3	4	6	88
170054	1	5	45	2012	99	6	4	3	4	88
170055	2	5	45	2015	99	6	4	4	6	88
170055	3	3	36	2011	99	6	80	4	6	88
170057	1	3	36	2006	99	6	2	4	5	88
170058	1	5	45	2012	99	6	3	4	4	88
170058	2	17	36	2014	99	6	3	4	5	88
170059	1	5	45	2010	99	6	4	3	2	88
170060	1	3	36	2006	99	6	2	4	5	88
170061	1	1	36	2014	99	6	4	4	4	5
170062	1	5	45	2009	99	5	7	3	4	88
170062	2	14	36	2007	99	5	6	3	1	88
170063	1	3	36	2013	99	6	80	2	1	88
170064	1	 	 	 	 	 	 	 	 	 
170065	1	3	36	2008	99	6	80	5	2	88
170065	2	1	36	2014	2015	6	80	4	1	6
170065	3	5	36	2006	99	6	2	4	4	5
170066	1	3	36	2010	99	6	80	3	1	88
170067	1	1	36	2015	99	6	2	4	6	88
170067	2	5	45	2015	99	6	4	3	4	88
170067	3	3	36	2002	99	6	80	4	4	88
170068	1	5	45	2002	99	8	5	2	4	1
170069	1	5	36	2013	99	6	2	3	4	88
170069	2	5	45	2010	99	5	3	3	6	88
170070	1	1	36	2014	99	4	3	4	2	4
170070	2	5	45	2007	99	6	5	4	1	4
170070	3	3	36	2010	99	6	80	3	2	88
170073	1	3	36	2007	99	6	80	4	1	4
170073	2	5	45	2009	99	6	3	4	2	5
170074	1	5	36	99	2007	6	6	4	4	5
170075	1	3	36	2014	99	6	5	4	4	1
170076	1	1	36	2013	99	6	31	4	4	88
170076	2	5	45	2015	99	6	32	4	6	88
170076	3	3	36	2013	99	6	80	3	6	1
170077	1	5	36	2015	2015	6	80	3	1	4
170078	1	3	36	2007	99	5	6	3	1	88
170078	2	5	36	2013	99	5	5	3	4	88
170079	1	1	36	2012	99	6	4	4	1	5
170080	1	5	45	2012	99	5	4	2	4	88
170081	1	5	45	2012	99	6	2	2	6	88
170081	2	3	36	2011	99	6	2	4	4	88
170082	1	5	36	2010	99	6	5	3	4	5
170084	1	3	36	2011	99	6	80	4	6	88
170084	2	5	45	2013	99	6	80	3	6	88
170086	1	1	36	2010	99	6	2	4	5	88
170087	1	3	36	2011	99	6	4	4	1	5
170088	1	3	36	2011	99	6	2	4	1	5
170089	1	3	36	2014	99	6	2	4	6	1
170091	1	3	36	2012	99	6	3	4	6	88
170091	2	5	45	2015	99	6	3	4	4	88
170092	1	12	36	2008	99	6	5	4	4	5
170093	1	4	36	2007	99	5	3	3	1	88
170093	2	5	45	2012	99	5	4	2	4	88
170094	1	1	36	2015	99	6	10	4	5	88
170094	2	3	36	2011	99	6	80	4	1	88
170094	3	5	45	2013	99	6	10	3	5	88
170095	1	5	45	2015	99	6	3	4	6	88
170095	2	3	36	2011	99	6	80	2	6	88
170096	1	5	45	2003	99	6	3	4	2	4
170096	2	3	36	2013	99	6	80	2	1	5
170097	1	3	36	2015	99	6	80	4	1	88
170097	2	3	36	2011	99	6	31	4	5	88
170097	3	3	36	2012	99	6	30	4	1	88
170098	1	3	36	2007	99	5	1	2	1	88
170098	2	5	45	2010	99	5	2	2	4	88
170099	1	5	45	2008	99	6	2	2	4	88
170100	1	3	36	2011	99	6	4	4	5	1
180001	1	3	36	2008	99	6	80	4	5	4
180002	1	5	45	2013	99	6	5	4	6	88
180002	2	3	36	2011	99	6	80	2	4	88
180005	1	3	36	2012	99	6	80	4	1	5
180006	1	1	36	2014	2015	6	3	3	4	1
180006	2	3	36	2007	99	6	80	4	2	88
180007	1	1	36	2010	99	6	2	4	5	7
180008	1	3	36	2005	99	6	80	3	1	4
180008	2	5	45	1999	99	6	4	3	2	4
180009	1	3	36	2007	99	5	1	3	1	88
180009	2	5	45	2010	99	5	2	3	4	88
180010	1	5	45	2012	2016	6	5	2	2	88
180010	2	1	36	2014	99	4	3	3	4	88
180011	1	5	45	2014	99	6	4	3	6	88
180011	2	3	36	2011	99	6	80	3	6	88
180012	1	3	36	2011	99	6	80	4	1	88
180013	1	3	36	2014	99	6	80	4	1	6
180014	1	17	36	2014	2014	6	2	3	6	88
180014	2	5	45	2014	99	6	2	4	5	88
180014	3	3	36	2010	99	6	80	4	6	88
180015	1	1	36	2015	99	4	3	3	2	88
180016	1	5	45	2000	99	5	2	2	1	88
180017	1	1	36	2013	99	6	4	4	4	5
180019	1	3	36	2012	99	6	80	3	1	88
180019	2	5	45	2014	99	6	4	3	3	88
180020	1	5	36	2009	99	6	4	3	5	4
180021	2	15	36	2008	9	6	3	4	7	88
180022	1	1	36	2014	99	4	1	3	1	4
180022	2	3	36	2012	99	6	80	3	2	4
180022	3	5	45	2002	99	6	2	4	1	5
180023	1	3	36	2011	99	6	80	3	7	88
180023	2	5	45	2014	99	6	2	4	1	88
180024	1	3	36	2014	99	6	80	4	5	1
180025	1	3	36	2007	99	5	3	2	1	88
180025	2	5	45	2010	9	5	4	2	4	88
180028	1	12	36	2016	99	6	0	4	4	4
180030	1	4	36	2007	99	5	1	3	1	88
180030	2	5	45	2010	99	5	2	2	4	88
180031	1	1	36	2014	2014	4	2	2	0	88
180031	2	5	45	2006	99	6	3	4	4	2
180032	1	5	45	2013	99	6	2	3	7	88
180032	2	3	36	2011	99	6	80	2	4	88
180034	1	3	36	2011	99	6	4	3	6	88
180034	2	17	36	2014	99	6	4	2	6	88
180036	1	17	36	2014	99	6	3	3	6	88
180036	2	5	45	2014	99	6	3	4	5	88
180036	3	3	36	2012	99	6	80	4	4	88
180039	1	3	36	2007	99	5	4	3	1	88
180039	2	5	45	2012	99	5	5	2	2	88
180040	1	3	36	2008	99	6	80	4	2	88
180040	2	5	45	2013	99	6	12	4	0	88
180041	1	3	36	2014	99	6	80	4	1	5
180042	1	 	 	 	 	 	 	 	 	 
180043	1	3	36	2008	99	6	80	4	5	88
180044	1	3	36	2006	99	6	2	5	5	1
180045	1	3	36	2011	99	6	6	3	7	88
180045	2	5	45	2013	99	6	6	4	1	6
180045	3	1	36	2015	99	6	90	4	6	88
180046	1	3	36	2007	99	6	80	2	6	88
180047	1	1	36	2012	99	6	1	3	4	88
180047	2	3	36	2011	99	6	80	4	6	88
180048	1	5	45	2013	99	6	13	4	6	88
180048	2	3	36	2007	99	6	80	4	7	88
180049	1	3	36	2007	99	6	80	3	2	4
180049	2	1	36	2014	99	4	1	3	4	79
180051	1	4	36	2007	99	5	3	2	1	88
180053	1	1	36	2014	99	4	1	3	4	1
180053	2	5	45	2006	99	6	2	4	2	4
180054	1	5	45	2014	99	6	2	3	7	88
180054	2	5	45	2014	99	6	4	4	6	88
180054	3	3	36	2007	99	6	80	4	5	88
180056	1	3	36	2007	99	5	2	3	1	88
180057	1	1	36	2015	99	4	1	3	2	4
180057	2	3	36	2007	99	6	80	4	4	2
180059	1	5	45	2014	99	6	2	4	6	88
180059	2	3	36	2007	99	6	80	3	6	88
180059	3	1	36	2015	99	6	90	3	1	88
180060	1	5	36	2010	99	8	1	3	4	88
180061	1	 	 	 	 	 	 	 	 	 
180064	1	5	36	2010	99	5	2	3	4	88
180064	2	5	45	2012	99	5	3	3	1	88
180065	1	3	36	2008	99	6	80	4	5	1
180067	1	4	36	2006	99	6	3	3	2	4
180067	2	5	45	2005	99	6	3	4	2	4
180068	1	3	36	2008	99	6	80	4	5	1
180069	1	5	45	2014	99	6	3	4	7	88
180069	2	3	36	2008	99	6	80	4	6	88
180070	1	5	45	2015	99	6	3	4	4	88
180070	2	3	36	2007	99	6	80	3	1	88
180071	1	3	36	2008	99	4	31	4	1	5
180072	1	3	36	2008	99	6	80	4	5	1
180073	1	5	36	2010	99	6	1	3	1	88
180073	2	3	36	2007	99	6	2	3	4	88
180076	1	5	45	2013	99	6	4	3	6	88
180076	2	1	36	2015	99	6	1	4	6	88
180076	3	3	36	2007	99	6	80	4	4	88
180077	1	3	36	2014	99	6	80	3	2	4
180077	2	5	45	2004	99	6	3	4	4	2
180079	1	5	36	2012	99	6	2	3	4	88
180079	2	5	45	2013	99	6	3	3	6	88
180080	1	1	36	2014	99	6	1	3	4	5
180081	1	3	36	2008	99	6	80	4	6	88
180081	2	17	36	2013	99	6	2	3	4	88
180082	1	5	45	2013	99	6	4	4	6	88
180082	2	3	36	2008	99	6	80	3	4	88
180083	1	5	45	2014	99	6	4	3	1	88
180083	2	5	45	2014	99	6	2	4	3	88
180083	3	3	36	2008	99	6	1	2	5	88
180084	1	1	36	2015	99	4	1	3	5	88
180085	1	3	36	2007	99	5	3	3	1	88
180085	2	5	45	2012	99	5	4	3	4	88
180086	1	5	36	2010	99	5	8	3	4	88
180086	2	5	45	2010	99	5	9	2	6	88
180087	1	1	36	2011	99	6	2	4	4	5
180088	1	3	36	2008	99	6	4	3	6	88
180088	2	5	45	2013	99	6	4	3	6	88
180089	1	3	36	2008	99	4	2	4	1	4
180090	1	5	45	2010	99	5	5	2	4	88
180093	1	3	36	2006	99	6	80	4	5	1
180095	1	5	45	2015	99	6	8	4	1	5
180096	1	3	36	2010	99	6	80	4	5	1
180097	1	3	36	2008	99	6	80	4	5	1
180098	1	3	36	2011	99	6	80	4	6	5
180099	1	1	36	2015	99	6	3	3	4	88
180099	2	5	45	2002	99	6	5	3	5	88
180100	1	1	36	2015	99	4	80	4	4	5
190002	1	5	45	2014	99	6	4	3	3	88
190002	2	3	36	2008	99	6	80	3	5	88
190003	1	3	36	2015	99	6	80	4	5	1
190004	1	3	36	2006	99	6	80	4	5	6
190005	1	3	36	2007	99	6	1	3	1	88
190005	2	5	36	2010	99	5	2	3	4	88
190007	1	5	36	2015	99	6	2	3	4	88
190007	2	4	36	2007	99	5	3	3	1	88
190008	1	5	45	2015	99	6	4	3	3	88
190008	2	3	36	2008	99	6	80	3	5	88
190009	1	1	36	99	2012	6	3	3	4	88
190011	1	3	36	2008	99	6	80	2	3	88
190011	2	5	45	2013	99	6	2	3	5	88
190013	1	1	36	2012	99	6	2	3	4	5
190014	1	3	36	2007	99	6	80	3	6	88
190014	2	5	45	2013	99	6	2	3	4	88
190015	1	5	45	2016	99	6	4	3	6	88
190015	2	3	36	2007	99	6	80	4	4	88
190016	1	5	45	2016	99	6	8	3	6	88
190017	1	5	36	2012	99	6	4	3	4	88
190017	2	4	36	2007	99	5	5	3	1	88
190017	3	5	45	2015	99	6	6	3	4	88
190020	1	1	36	2010	99	6	3	3	4	88
190021	1	5	45	2013	99	6	3	3	5	88
190021	2	3	36	2008	99	6	80	3	1	88
190022	1	4	36	2007	9	5	2	3	1	88
190022	2	5	45	2013	99	5	3	3	4	88
190025	1	3	36	2008	99	6	80	4	1	5
190026	1	1	36	2014	99	6	1	3	2	88
190029	1	5	36	2010	99	4	3	4	1	4
190031	1	5	36	2010	9	6	3	3	4	88
190031	2	5	45	2010	99	5	2	2	6	88
190032	1	3	36	2014	99	6	80	4	5	1
190033	1	3	36	2007	99	6	80	2	6	6
190033	2	5	45	2015	99	6	4	4	4	88
190034	1	5	45	2013	99	6	3	3	7	88
190034	2	3	36	2008	99	6	80	3	6	88
190035	1	3	36	2013	99	6	80	4	1	5
190036	1	3	36	2008	99	6	80	2	7	88
190036	2	5	45	2014	99	6	4	4	5	88
190037	2	1	36	2015	99	6	2	3	4	88
190037	3	5	45	2007	99	6	2	4	2	4
190038	1	1	36	2010	99	6	3	3	5	88
190039	1	3	36	2007	99	6	80	4	5	1
190040	1	3	36	2008	99	6	10	3	2	4
190040	2	6	36	2004	99	3	11	5	0	88
190041	1	5	45	2015	99	5	2	3	4	88
190042	1	1	36	2011	99	6	1	3	4	88
190043	1	3	36	2008	99	6	9	3	5	88
190044	1	3	36	2014	99	6	80	4	1	5
190045	1	3	36	2007	99	6	80	3	5	88
190045	2	5	45	2013	99	6	4	4	6	88
190045	3	1	36	2011	99	6	90	4	6	88
190046	1	1	36	2012	99	6	2	3	4	88
190047	1	3	36	2013	99	6	80	3	2	5
190047	2	5	45	2003	99	6	3	4	4	2
190049	1	5	36	2012	99	5	2	2	4	88
190050	1	5	45	2013	99	6	4	4	1	88
190050	2	3	36	2008	99	6	80	2	5	88
190051	1	12	36	2014	2015	6	9	4	4	6
190052	1	3	36	2008	99	6	80	4	2	5
190054	1	3	36	2007	99	5	1	3	1	88
190054	2	5	45	2012	99	5	2	3	4	88
190055	1	4	36	2007	9	5	1	2	1	88
190055	2	5	45	2012	99	5	2	3	4	88
190056	1	3	36	2007	99	5	3	3	1	88
190056	2	5	45	2012	99	5	4	3	4	88
190058	1	3	36	2007	99	6	80	4	4	88
190058	2	5	45	2011	2015	6	5	2	1	4
190059	1	3	36	2006	99	6	80	4	1	5
190060	1	3	36	2006	99	6	80	4	5	1
190062	1	3	36	2008	99	6	80	4	1	5
190063	1	4	36	2008	99	6	80	3	6	88
190063	2	5	45	2015	99	6	6	4	1	88
190063	3	17	36	2013	99	6	6	2	4	88
190064	1	5	45	2015	99	6	1	3	6	88
190064	2	3	36	2008	99	6	80	3	4	5
190064	3	1	36	2015	99	6	2	3	1	88
190065	1	3	36	2008	99	6	80	3	6	88
190065	2	5	45	2013	99	6	4	4	5	88
190066	1	3	36	2007	99	6	80	3	6	88
190066	2	5	45	2013	99	6	2	4	4	88
190067	1	3	36	2008	99	6	80	4	5	1
190068	1	4	36	2008	99	6	80	3	6	88
190068	2	5	45	2014	99	6	3	3	4	88
190069	1	3	36	2008	99	6	80	4	5	1
190070	1	5	45	2013	99	6	7	3	5	88
190070	2	1	36	2014	99	6	6	2	1	88
190070	3	3	36	2008	99	6	80	3	3	88
190071	1	3	36	2015	99	6	80	4	4	5
190071	2	12	36	2014	99	3	0	4	4	6
190072	1	1	36	2015	99	6	2	3	1	88
190072	2	3	36	2008	99	6	80	3	6	88
190072	3	5	45	2013	99	6	13	4	6	88
190073	1	3	36	2008	99	6	80	88	6	88
190073	2	5	45	2013	99	6	4	3	6	88
190074	1	3	36	2006	99	6	80	4	1	5
190075	1	3	36	2007	99	5	3	3	1	88
190075	2	5	45	2007	99	5	4	3	4	88
190076	1	3	36	2016	99	6	5	2	4	88
190076	2	5	45	2002	99	7	3	4	4	5
190077	1	1	36	2011	99	6	3	4	5	88
190078	1	3	36	2008	99	6	80	4	1	5
190079	1	1	36	2012	99	6	5	3	5	88
190080	1	3	36	2006	99	6	80	4	5	1
190081	1	4	36	2010	99	5	2	3	1	88
190081	2	5	45	2012	99	5	3	4	4	88
190082	1	5	45	2013	99	6	7	4	6	88
190082	2	3	36	2009	99	6	80	4	4	88
190083	1	3	36	2006	99	6	80	4	5	1
190084	1	3	36	2007	99	5	4	3	1	88
190085	1	1	36	99	2012	6	4	3	6	88
190086	1	5	45	2013	99	6	2	3	6	88
190087	1	1	36	99	2010	6	5	3	5	88
190088	1	3	36	2007	99	5	1	2	2	88
190090	1	12	36	2015	99	1	8	4	6	3
190090	2	5	36	2013	99	6	3	3	8	0
190091	1	3	36	2008	99	6	80	4	7	88
190092	1	3	36	2006	9	6	80	4	5	1
190093	1	3	36	2008	99	6	80	3	6	88
190094	1	5	45	2014	99	6	4	3	6	88
190094	2	3	36	2008	99	6	80	3	3	88
190095	1	3	36	2007	99	6	80	3	5	88
190096	1	3	36	2006	99	6	80	4	5	1
190098	1	3	36	2007	99	6	80	3	2	5
190100	1	3	36	2008	99	6	80	3	4	88
190100	2	1	36	2013	99	6	3	2	3	88
200001	1	5	45	2007	99	3	2	4	0	88
200006	1	5	45	2016	2016	6	2	5	4	88
200009	1	5	45	2013	99	4	2	3	0	0
200011	1	5	45	2011	99	6	2	3	0	0
200012	1	 	 	 	 	 	 	 	 	 
200015	1	5	45	2011	99	3	4	5	0	88
200020	1	5	45	2016	99	3	2	4	0	88
200020	2	6	36	2015	99	3	5	4	0	88
200023	1	5	45	2014	99	3	2	4	4	88
200024	1	5	45	2014	99	3	2	4	0	88
200029	1	13	45	2009	99	5	4	3	0	0
200035	1	5	45	2008	99	4	2	3	0	88
200040	1	5	45	2012	99	4	2	3	0	0
200049	1	5	45	2013	99	6	2	3	0	0
200050	1	5	45	2011	99	6	2	3	0	88
200051	1	16	36	2013	99	6	0	4	4	1
200054	1	5	45	2011	99	4	2	3	0	0
200057	1	5	45	2013	99	6	2	3	0	0
200058	1	5	45	2006	99	7	2	4	1	88
