CHILDCODE	SPPGIDR5	SUPKNDR5	SUPWHOR5	SUPSRTR5	SUPENDR5	SUPFRQR5	SUPRIDR5	SUPEXPR5	SUPIMR501	SUPIMR502
20030	1	16	36	2011	99	1	80	4	1	6
20030	2	3	36	2010	99	5	80	4	2	5
20031	1	3	36	2010	99	5	80	4	1	5
20032	1	6	36	1996	99	3	1	4	1	5
20032	2	3	36	2009	99	4	2	4	1	5
20035	1	3	36	2009	99	5	80	4	1	5
20037	1	12	36	2012	99	3	80	3	4	6
20038	1	12	36	2014	99	6	0	4	1	4
20040	1	12	36	2011	99	1	3	3	1	6
20040	2	3	36	2009	99	5	80	4	2	4
20042	1	3	36	2009	99	4	80	4	1	5
20044	1	5	36	2013	2015	6	2	3	5	88
20045	1	16	36	2010	99	1	0	4	4	6
20045	2	3	36	2009	99	5	80	3	1	4
20047	1	12	36	2013	99	6	80	3	4	6
20048	1	12	36	2010	99	1	80	4	1	4
20049	1	1	36	2014	2016	6	1	2	4	8
20051	1	10	36	2014	2016	6	3	3	7	0
20051	2	12	36	2009	99	1	80	4	1	4
20051	3	3	36	2009	99	5	80	4	4	2
20053	1	3	36	2009	99	5	80	4	1	4
20053	2	12	36	2009	99	1	80	4	1	4
20054	1	16	36	2011	99	1	80	4	4	6
20054	3	3	36	2013	99	4	80	3	1	5
20055	2	19	36	2015	2016	7	80	5	5	0
20056	1	16	36	2013	99	6	0	4	4	6
20056	2	12	50	2016	99	88	2	5	2	4
20056	3	3	36	2013	99	5	2	3	1	2
20057	1	16	36	2011	99	1	80	4	1	6
20058	1	16	36	2011	99	1	0	4	1	4
20059	1	16	36	2012	99	1	80	4	2	6
20059	2	3	36	2013	99	5	80	4	1	4
20060	1	16	36	2015	99	1	0	4	1	6
20061	1	16	36	2011	99	1	0	4	1	4
20062	1	16	36	2011	99	1	80	4	1	4
20062	2	3	36	2013	99	1	80	4	1	6
20063	1	3	36	2013	99	4	80	4	1	2
20064	1	16	36	2011	99	1	80	4	2	6
20064	2	3	36	2013	99	1	80	4	5	1
20066	1	3	36	2009	99	5	1	3	2	5
20067	1	 	 	 	 	 	 	 	 	 
20068	1	12	36	2012	99	4	80	3	4	6
20068	2	3	36	2010	99	5	2	3	2	5
20069	1	16	36	2011	99	1	80	4	1	4
20069	2	3	36	2010	99	5	2	3	2	4
20070	1	3	36	2011	99	5	80	3	1	5
20070	2	16	36	2010	99	1	80	4	1	4
20071	1	3	36	2010	99	5	2	3	2	4
20071	2	16	36	2010	99	1	0	3	2	6
20073	1	12	36	2011	99	4	80	3	4	6
20073	2	3	36	2007	99	5	80	3	2	5
20074	1	16	36	2009	99	1	0	4	1	4
20074	2	3	36	2009	99	5	80	4	1	5
20075	1	3	36	2009	99	5	80	3	4	2
20075	2	16	36	2013	99	1	0	4	1	4
20076	1	14	36	2015	99	5	80	3	1	4
20076	2	16	44	2013	99	1	80	4	4	6
20078	1	3	36	2006	99	5	80	4	2	4
20078	2	16	36	2011	99	1	0	3	1	6
20079	1	3	36	2013	99	5	80	3	5	4
20079	2	16	44	2010	99	1	80	3	4	6
20080	1	1	36	2015	2016	6	6	3	1	0
20080	2	3	36	2008	99	5	80	3	1	4
20080	3	16	44	2013	99	1	80	4	4	6
20081	1	3	36	2009	99	4	80	4	1	7
20081	2	16	36	2013	99	8	3	3	6	1
20082	1	6	36	2014	99	3	0	3	5	1
20082	2	16	36	2013	99	1	3	4	1	4
20082	3	3	36	2011	99	5	80	3	1	6
20083	1	3	36	2009	99	4	80	4	4	1
20083	2	16	36	2012	99	6	80	4	6	1
20084	1	16	36	2013	99	5	80	4	4	6
20084	2	3	36	2010	99	5	80	4	2	5
20085	1	16	36	2009	99	1	0	4	1	4
20085	2	3	36	2012	99	5	2	4	2	5
20086	1	3	36	2007	99	5	80	4	1	4
20087	1	16	36	2012	99	6	0	4	1	4
20088	1	3	36	2010	99	6	80	4	7	2
20089	1	12	36	2012	99	6	80	3	4	6
20089	2	3	36	2008	99	6	80	3	1	5
20090	1	3	36	2007	99	5	1	4	7	1
20090	2	16	36	2011	99	6	80	4	6	1
20091	1	12	36	2014	99	6	80	4	4	1
20092	1	11	49	2015	99	1	0	4	5	4
20092	2	3	36	2009	99	5	80	4	1	4
20093	1	16	36	2012	99	1	80	3	4	6
20093	2	3	36	2010	99	5	2	3	5	1
20095	1	3	36	2008	99	5	80	4	1	5
20095	2	16	36	2013	99	1	0	4	4	6
20097	1	16	36	2013	99	1	80	4	1	6
20097	2	3	36	2009	99	4	80	4	1	5
20098	1	16	36	2016	99	6	0	4	4	6
20099	1	16	36	2015	99	4	0	4	1	4
30021	1	5	45	2006	99	6	3	4	1	4
30026	1	19	36	2015	2016	6	5	4	8	5
30075	1	5	45	2006	99	7	3	4	6	88
30075	2	12	45	2014	99	7	7	4	1	88
30093	1	5	45	2010	99	7	4	4	4	1
30097	1	19	36	2016	99	7	3	4	4	1
30097	2	5	45	2006	99	7	4	4	4	1
30100	1	19	36	2013	2014	6	3	4	8	7
40001	1	3	36	2012	99	4	80	4	7	5
40001	2	16	44	2013	99	4	0	4	7	2
40002	1	9	36	2000	99	8	80	4	5	88
40002	2	16	36	2009	99	1	80	4	4	1
40002	3	3	36	2005	99	5	80	4	5	4
40003	1	16	36	2011	99	1	80	4	6	4
40004	1	3	36	2013	99	8	80	4	4	5
40004	2	16	44	2008	99	1	80	4	4	1
40005	1	16	44	2013	99	6	0	4	1	4
40005	2	3	36	2010	99	5	80	3	1	5
40006	1	16	36	2014	99	6	0	4	1	4
40006	2	3	36	2009	99	4	80	4	1	5
40007	1	16	36	2014	99	1	80	4	6	2
40007	2	3	36	2007	99	6	80	4	7	4
40008	1	16	36	2016	99	1	5	4	4	6
40008	2	3	36	2007	99	6	80	2	7	2
40009	1	12	36	2011	99	1	4	4	1	4
40009	2	3	36	2010	99	5	80	4	1	4
40010	1	16	36	2010	99	1	80	4	1	4
40010	2	3	36	2009	99	4	80	4	5	6
40011	1	16	44	2011	99	1	80	4	88	88
40011	2	3	36	2009	99	5	80	4	5	2
40012	1	3	36	2009	99	5	80	3	5	6
40012	2	16	44	2013	99	1	0	4	4	6
40013	1	3	36	2005	99	6	80	4	5	88
40013	2	16	36	2013	99	1	80	4	2	1
40014	1	3	36	2009	99	5	80	4	1	5
40014	2	16	44	2013	99	1	80	4	4	1
40015	1	16	44	2013	99	6	80	4	1	4
40015	2	4	36	2009	99	5	80	4	1	5
40016	1	4	36	2015	99	5	80	4	1	4
40017	1	16	44	2009	99	1	80	4	88	88
40017	2	3	36	2009	99	4	80	3	1	5
40018	1	16	36	2011	99	1	0	4	6	1
40018	2	3	36	2009	99	4	80	4	7	2
40019	1	4	36	2010	99	4	2	4	1	5
40020	1	3	36	2010	99	5	2	4	1	4
40020	2	12	36	2014	99	1	0	4	1	6
40021	1	16	44	2016	99	6	0	4	1	6
40021	2	3	36	2010	99	5	80	4	1	5
40022	1	16	36	2012	99	1	0	4	2	6
40022	5	3	36	2009	99	4	80	4	7	1
40023	1	3	36	2005	99	5	80	4	5	88
40024	1	16	44	2012	99	6	0	4	1	4
40024	2	3	36	2009	99	4	80	4	4	5
40025	1	12	21	2012	99	1	80	4	1	2
40025	2	3	36	2005	99	6	80	4	5	88
40027	1	5	36	2013	2016	8	4	3	1	5
40027	2	16	44	2009	99	1	7	4	88	0
40028	1	16	36	2012	99	1	80	4	2	1
40028	2	3	36	2005	99	6	80	4	5	88
40029	1	3	36	2006	99	5	80	4	1	4
40029	2	16	44	2010	99	1	0	4	1	4
40030	1	3	36	2012	99	6	2	4	7	2
40030	2	16	44	2010	99	6	80	4	6	4
40031	1	3	36	2009	99	5	80	4	5	1
40032	1	3	36	2009	99	5	80	3	2	4
40032	2	16	44	2009	99	1	80	3	2	6
40034	1	16	36	2012	99	1	0	4	1	2
40034	2	3	36	2005	99	6	80	4	7	5
40036	1	16	44	2010	99	1	3	4	0	88
40036	2	3	36	2009	99	5	80	4	1	5
40037	1	16	36	2011	99	1	80	4	1	2
40037	2	3	36	2008	99	6	80	4	7	5
40038	1	12	36	2013	99	6	4	4	0	88
40038	2	3	36	2009	99	5	80	3	1	5
40039	1	16	36	2012	99	6	80	4	1	6
40039	2	3	36	2010	99	4	80	3	1	5
40041	1	3	36	2008	99	5	80	4	1	4
40041	2	16	44	2008	99	1	80	4	2	4
40042	1	16	36	2014	99	1	80	4	6	2
40042	3	3	36	2009	99	4	80	4	2	4
40043	1	16	44	2009	99	1	0	4	1	6
40043	2	3	36	2009	99	5	80	4	1	5
40045	1	16	44	2012	99	6	80	4	1	4
40045	2	3	36	2009	99	1	80	4	4	6
40046	1	3	36	2006	99	5	80	4	5	4
40046	2	16	44	2013	99	1	80	4	1	2
40047	1	3	36	2010	99	5	80	3	5	2
40048	1	16	44	2012	99	6	80	4	1	4
40048	2	3	36	2008	99	4	80	3	4	5
40049	1	16	44	2009	99	1	0	4	4	1
40049	2	3	36	2010	99	5	80	4	4	5
40050	1	16	44	2013	99	1	0	4	6	1
40050	2	4	36	2008	99	6	80	4	7	5
40051	1	3	36	2008	99	6	80	4	7	5
40051	2	16	49	2011	99	1	0	4	6	1
40052	1	3	36	2009	99	5	80	4	4	1
40052	2	16	44	2010	99	1	0	4	1	4
40053	1	16	44	2010	99	1	80	4	1	4
40053	2	3	36	2009	99	5	80	3	1	4
40054	1	3	36	2010	99	5	2	4	5	1
40055	1	16	44	2008	99	1	0	4	4	6
40055	2	3	36	2009	99	5	80	3	1	5
40056	1	16	44	2013	99	6	80	4	5	1
40056	2	3	36	2009	99	5	80	4	4	5
40057	1	16	36	2013	99	4	80	3	1	4
40058	1	12	36	2014	99	1	80	3	1	6
40059	1	12	36	2011	99	6	0	4	6	1
40060	1	3	36	2014	99	1	80	4	1	4
40063	1	16	36	2013	99	6	0	4	4	1
40064	1	3	36	2007	99	6	1	4	2	7
40067	1	16	36	2013	99	1	0	4	4	6
40068	1	16	44	2008	99	1	80	4	4	1
40069	1	16	36	2012	99	1	80	4	6	1
40069	2	3	36	2007	99	4	80	4	7	2
40073	1	3	36	2008	99	6	2	4	7	5
40073	2	16	36	2015	99	1	0	4	1	6
40074	1	12	8	2013	99	6	0	4	4	1
40074	2	16	36	2013	99	1	3	4	4	6
40075	1	3	36	2009	99	5	80	4	1	4
40076	1	16	36	2012	99	6	0	4	4	1
40081	1	16	44	2012	99	1	0	4	1	2
40082	1	16	44	2012	99	1	80	4	1	2
40082	2	3	36	2008	99	5	80	4	1	5
40083	1	16	36	2015	99	1	3	4	4	6
40084	1	16	36	2014	99	1	0	4	6	4
40084	2	3	36	2007	99	4	2	4	2	5
40085	1	16	36	2012	99	1	80	4	6	4
40086	1	16	44	2012	99	6	0	4	1	4
40087	1	3	36	2005	99	6	80	4	1	5
40087	2	16	44	2010	99	1	80	4	2	1
40088	1	16	44	2012	99	1	0	4	1	2
40088	2	3	36	2005	99	6	80	4	1	4
40089	1	16	36	2009	99	1	80	3	2	4
40089	2	3	36	2009	99	5	8	4	1	4
40090	1	3	36	2008	99	6	80	4	5	88
40090	2	16	44	2012	99	1	80	4	0	88
40091	1	16	44	2012	99	6	80	4	1	4
40091	2	3	36	2008	99	4	80	3	1	4
40092	1	16	44	2013	0	6	0	4	1	4
40092	2	3	36	2007	99	1	80	3	4	6
40093	1	16	36	2012	99	1	0	4	6	4
40093	2	3	36	2007	99	4	80	4	4	2
40093	3	16	7	2012	99	1	3	4	0	88
40094	1	16	44	2012	99	6	80	4	1	4
40094	2	3	36	2010	99	5	80	4	4	5
40095	1	16	44	2012	99	6	80	4	88	88
40095	2	3	36	2009	99	4	80	3	5	0
40097	1	3	36	2005	99	6	80	4	5	4
40098	1	3	36	2007	99	4	80	4	1	4
40099	1	16	44	2012	99	6	80	4	1	4
40099	2	3	36	2008	99	5	80	4	4	5
40100	1	16	44	2012	99	6	80	4	1	4
40100	2	3	36	2008	99	5	80	4	5	4
50026	1	5	45	2014	99	6	4	4	1	88
50029	1	5	45	2006	99	6	2	4	1	88
50029	2	12	45	2015	99	6	4	4	6	88
50036	1	5	36	2013	99	6	2	4	5	88
50038	1	5	45	2010	99	6	2	3	1	88
50047	1	12	36	2010	99	4	80	4	4	1
50047	2	3	36	2011	99	2	80	4	5	4
50048	1	3	36	2008	99	4	80	3	1	5
50048	2	12	36	2010	99	1	0	4	1	6
50049	1	3	36	2007	99	4	80	4	2	4
50049	2	12	36	2012	99	1	0	4	1	4
50050	1	12	36	2012	99	1	3	4	0	88
50050	2	3	36	2008	99	5	80	4	1	4
50051	1	3	36	2010	99	5	80	4	4	5
50051	2	12	36	2011	99	1	80	4	1	6
50052	1	16	36	2012	99	6	80	4	1	4
50053	1	16	36	2011	99	1	4	4	1	2
50053	2	3	36	2008	99	6	80	4	5	4
50054	1	16	36	2010	99	6	80	4	4	6
50054	2	3	36	2008	99	5	80	3	1	5
50055	1	12	36	2013	99	6	7	4	0	88
50055	2	3	36	2009	99	5	80	4	1	4
50056	1	16	36	2011	99	6	4	4	4	1
50056	2	3	36	2009	99	5	80	3	4	5
50057	1	12	36	2010	99	1	80	3	1	6
50057	2	3	36	2009	99	5	80	4	4	5
50058	1	3	36	2007	99	4	2	4	5	2
50058	2	12	36	2012	99	1	80	4	1	6
50061	1	16	36	2013	99	6	0	3	4	1
50064	1	16	36	2014	99	6	80	4	4	1
50065	1	12	36	2013	99	6	2	4	4	1
50065	2	3	36	2009	99	5	2	4	2	5
50066	1	16	36	2010	99	6	80	4	1	4
50067	1	3	36	2010	99	4	80	4	1	5
50068	1	16	36	2013	99	6	3	4	0	88
50069	1	16	36	2012	99	1	4	4	6	0
50070	1	16	36	2011	0	6	80	4	4	1
50070	2	3	36	2011	99	2	80	4	2	5
50071	1	5	36	2013	99	6	6	4	5	88
50072	1	3	36	2007	99	4	80	4	5	1
50073	1	3	36	2007	99	4	80	4	5	2
50073	2	12	36	2013	99	1	0	3	4	1
50075	1	16	36	2013	99	1	0	4	4	6
50075	2	3	36	2008	99	6	80	4	5	0
50077	1	12	36	2013	99	6	3	4	4	1
50077	2	3	36	2009	99	5	2	3	4	5
50078	1	16	36	2011	99	1	80	4	1	4
50079	1	16	36	2009	99	6	0	4	4	1
50079	2	3	36	2008	99	5	80	3	4	1
50081	1	3	36	2007	99	4	80	4	4	1
50082	1	3	36	2008	99	6	80	4	5	1
50082	2	12	36	2013	99	1	80	4	1	2
50083	1	3	36	2008	99	6	80	4	5	4
50083	2	16	36	2014	99	1	7	4	1	2
50084	1	12	36	2013	99	1	80	4	4	6
50084	2	3	36	2008	99	5	2	4	4	5
50085	1	12	36	2014	99	1	80	4	4	1
50085	2	3	36	2009	99	5	80	4	4	5
50086	1	16	36	2013	99	1	80	4	1	4
50087	1	12	36	2010	99	1	80	4	4	6
50087	2	3	36	2010	99	5	8	3	4	5
50089	1	16	36	2011	99	6	0	4	1	4
50089	2	3	36	2009	99	4	80	3	5	4
50090	1	12	36	2013	99	1	0	3	4	6
50093	1	12	36	2014	99	1	0	4	1	4
50093	2	3	36	2010	99	5	3	3	4	2
50095	1	3	36	2008	99	6	80	5	5	1
50096	1	16	36	2013	99	1	0	4	1	6
50098	1	3	36	2008	99	6	80	4	4	0
50099	1	3	36	2007	99	4	80	4	6	2
50099	2	12	36	2012	99	1	80	4	1	6
50100	1	3	36	2007	99	4	80	4	5	2
50100	2	12	36	2013	99	1	0	3	1	4
60010	1	12	45	2015	99	6	3	4	6	88
60012	1	5	45	2013	99	6	3	4	1	6
60015	1	1	45	2014	99	6	2	4	6	1
60038	1	5	45	2007	99	6	2	4	2	88
60045	1	5	45	2013	99	8	2	4	5	88
60046	1	4	36	0	99	4	2	3	1	5
60049	1	5	45	2008	99	6	4	4	4	88
60049	2	12	45	2015	99	6	0	4	6	88
60051	1	5	45	2008	99	6	5	4	1	88
60051	2	12	36	2015	99	6	28	4	1	88
60055	1	4	36	99	99	4	4	3	1	6
60057	1	5	45	0	0	6	2	4	5	1
60058	1	5	45	0	99	6	3	3	1	5
60059	1	 	 	 	 	 	 	 	 	 
60060	1	4	36	0	0	4	2	4	1	5
60061	1	5	45	2008	99	6	2	4	1	5
60062	1	12	45	2014	2015	7	7	4	1	88
60064	1	19	36	2015	99	6	2	4	9	88
60065	1	5	45	2008	99	6	4	4	1	9
60072	1	1	50	2013	99	6	2	4	1	5
60077	1	1	36	2014	99	6	7	4	1	2
60089	1	5	36	2013	99	6	4	3	1	6
60092	1	5	45	2011	99	6	4	4	1	88
60097	4	19	36	0	0	3	2	4	1	5
60098	1	5	45	2009	99	6	2	4	1	88
60098	2	12	45	2015	2016	7	29	4	4	88
70002	1	5	45	2007	99	7	7	4	1	88
70010	1	6	36	2015	99	3	29	4	2	88
70012	1	5	45	0	0	6	2	3	1	5
70013	1	 	 	 	 	 	 	 	 	 
70016	1	6	36	0	0	3	4	4	1	5
70022	1	5	45	0	99	6	4	4	1	6
70023	1	3	45	-77	99	6	4	3	1	5
70027	1	12	45	2013	2015	6	2	4	4	6
70028	1	5	45	0	0	6	2	3	1	4
70029	1	5	45	-77	-77	6	2	3	1	5
70030	1	1	50	2014	2015	6	1	4	5	4
70033	1	19	36	2013	99	3	1	4	0	88
70034	1	9	36	2016	99	6	4	4	5	88
70041	1	17	36	0	0	6	1	3	5	0
70048	1	 	 	 	 	 	 	 	 	 
70050	1	12	36	2014	2015	7	0	3	4	88
70051	1	1	36	2015	2016	6	3	2	1	6
70052	1	12	36	2014	2015	7	0	1	4	88
70056	1	5	45	2006	99	6	6	3	1	88
70059	1	12	45	2014	2015	6	3	4	4	88
70060	1	15	36	0	99	1	3	3	5	1
70062	1	 	 	 	 	 	 	 	 	 
70064	1	1	50	2014	2016	6	3	4	0	88
70066	1	5	42	2013	2015	6	6	4	4	6
70068	1	5	45	2015	99	6	6	2	5	8
70069	1	19	36	2011	99	3	2	4	0	88
70070	1	5	45	2008	99	6	8	4	1	5
70070	2	9	43	2011	2015	1	17	4	0	88
70072	3	5	45	2015	99	77	5	4	0	88
70074	1	5	45	0	0	6	2	4	1	4
70076	1	5	45	0	99	6	5	4	1	6
70083	1	5	45	2006	99	8	3	4	4	1
70083	2	12	45	2014	2016	6	28	4	1	88
70084	1	5	45	2016	99	8	4	2	4	88
70087	1	12	36	2014	99	6	28	4	0	88
70090	1	5	45	2013	99	6	5	4	1	9
70091	1	16	36	2011	2015	7	28	4	0	88
70092	1	5	36	0	0	6	2	4	1	5
70094	1	5	45	2015	99	6	2	4	5	1
70097	1	5	45	2013	99	6	2	4	0	88
70097	2	6	36	2013	99	3	3	5	1	88
70099	1	19	36	2014	99	6	3	3	2	88
70100	1	 	 	 	 	 	 	 	 	 
80001	1	5	36	2008	99	6	80	4	1	0
80001	2	9	36	2005	99	3	80	4	5	0
80002	1	1	36	2006	99	6	2	2	6	0
80003	1	19	36	2015	99	6	0	3	1	0
80007	1	16	36	2013	99	6	0	4	4	0
80007	2	17	36	2016	2016	6	1	4	0	88
80008	1	5	36	2015	2015	6	4	3	0	88
80010	1	17	36	2015	2015	6	2	4	5	0
80010	2	5	36	2015	2015	6	2	3	0	88
80013	1	19	36	2014	2015	6	0	4	4	5
80014	1	12	36	2010	99	6	2	2	0	77
80019	1	9	36	2010	99	3	80	3	0	0
80020	1	5	36	2015	2015	2	2	4	0	88
80020	2	17	36	2016	2016	6	80	4	5	0
80022	1	1	36	2008	99	6	2	2	0	77
80023	1	1	36	2007	99	8	2	2	4	0
80025	1	5	36	2008	99	8	3	4	1	5
80025	2	17	36	2016	2016	8	3	4	5	88
80025	4	19	36	2014	99	6	0	4	4	1
80026	1	12	36	2013	99	6	0	4	4	0
80026	2	17	36	2016	2016	6	2	4	5	0
80028	1	12	36	2015	99	6	4	4	0	88
80029	1	5	36	2015	2015	6	3	3	0	88
80029	2	12	36	2013	99	6	5	4	0	88
80030	1	19	36	2015	2015	6	1	4	4	0
80030	2	12	36	2014	2016	6	3	4	4	0
80031	1	5	36	2005	99	6	3	4	0	0
80031	2	9	36	2008	99	3	80	4	5	0
80035	1	17	36	2016	99	6	3	3	5	0
80036	1	5	36	2010	99	8	3	4	4	1
80036	2	17	36	2016	2016	8	1	4	5	88
80037	1	17	36	2015	2015	8	4	3	5	88
80040	1	5	36	2012	99	8	6	4	1	4
80041	1	12	36	2008	99	6	3	2	1	4
80042	1	14	45	2009	99	6	4	4	1	0
80045	1	12	36	2014	99	8	5	4	4	1
80049	1	5	36	2015	2015	6	2	3	0	88
80052	1	16	36	2014	99	6	28	4	4	6
80054	1	1	36	2008	99	6	4	3	0	88
80054	2	5	36	2015	2015	6	5	4	4	0
80056	1	5	45	2015	99	8	2	4	1	5
80056	2	19	36	2012	2015	6	28	4	6	1
80057	1	19	36	2014	99	6	28	3	4	1
80066	1	5	36	2015	99	8	3	3	4	1
80068	1	12	36	2005	99	6	5	1	4	0
80069	1	5	36	2009	99	6	80	3	1	4
80070	1	 	 	 	 	 	 	 	 	 
80071	1	19	36	2014	2015	6	3	4	0	88
80071	2	5	36	2015	2015	6	29	4	4	0
80072	1	16	36	2015	99	6	4	4	0	88
80072	2	16	36	2013	99	6	3	4	0	88
80074	1	6	36	2011	99	3	0	3	5	0
80077	1	5	36	2008	99	6	3	4	4	0
80079	1	19	36	2015	99	6	0	3	0	88
80081	1	19	36	2015	2016	6	3	4	4	0
80081	2	5	36	2015	2015	6	4	3	0	88
80081	3	12	36	2015	99	6	28	4	0	88
80082	1	19	36	2014	99	6	0	3	0	88
80084	1	1	36	2010	99	4	1	3	3	0
80084	2	5	36	2010	99	8	2	4	5	1
80085	1	17	36	2016	2016	6	2	4	5	0
80085	2	19	36	2015	2015	6	2	4	0	88
80087	1	5	36	2005	99	6	80	3	4	1
80087	2	9	36	2005	99	3	80	4	5	0
80089	1	9	36	2008	99	6	3	2	5	1
80091	1	5	36	2015	2015	6	1	3	0	88
80091	2	19	36	2015	99	6	2	4	4	0
80093	1	1	36	2005	99	6	4	4	8	0
80094	1	12	36	2014	99	6	0	3	4	88
80096	1	5	36	2015	2015	6	4	4	4	0
80096	2	19	36	2015	2015	6	3	4	4	0
80096	3	12	36	2015	2015	6	28	4	0	88
80097	1	12	36	2013	99	6	28	4	4	0
80097	2	12	36	2015	99	6	0	4	4	0
80097	3	17	36	2015	2015	6	2	4	5	0
80100	1	19	36	2015	99	6	3	2	6	1
90001	1	1	36	2013	99	6	4	4	0	0
90002	1	5	45	2015	99	6	3	4	1	4
90003	1	9	36	2000	99	3	80	3	5	0
90003	2	5	36	2009	99	6	4	3	4	0
90005	1	5	45	2014	99	4	3	4	4	1
90007	1	5	36	2015	99	6	4	4	4	0
90009	1	5	36	2003	99	7	3	3	4	0
90009	2	9	36	2007	99	3	80	4	5	0
90009	3	4	36	2000	99	4	80	3	0	88
90012	1	9	36	2011	99	4	2	4	3	0
90014	1	5	36	2016	99	7	2	4	5	4
90016	1	9	36	2000	99	3	80	3	5	0
90016	2	5	36	2008	99	5	2	3	4	0
90019	1	 	 	 	 	 	 	 	 	 
90021	1	5	36	2006	99	6	2	3	4	0
90022	1	9	36	2010	99	6	80	4	5	0
90022	2	5	36	2000	99	5	3	3	4	0
90023	1	12	36	2015	99	6	4	3	4	1
90024	1	4	36	2005	99	4	80	3	4	0
90025	1	5	45	2015	99	6	2	2	1	0
90026	1	5	36	2014	99	6	5	4	1	6
90027	1	1	36	2013	2013	6	3	3	0	88
90027	2	9	36	2011	99	3	80	4	5	0
90028	1	5	36	2014	2015	6	4	4	1	4
90029	1	5	36	2005	99	6	14	3	0	88
90029	2	9	36	2005	99	3	80	3	5	0
90033	1	17	36	2014	0	6	2	4	5	0
90034	1	16	36	2012	99	6	0	4	6	1
90036	1	5	36	2015	2016	6	2	4	1	5
90037	1	16	36	2010	99	6	4	4	4	8
90038	1	5	36	2008	99	6	2	3	4	0
90038	2	4	36	2000	99	4	80	3	4	0
90041	1	9	36	2016	99	3	8	4	5	0
90042	1	9	36	2010	99	3	80	3	5	0
90043	1	5	36	2005	99	6	2	3	0	0
90045	1	9	36	2012	99	5	80	3	5	88
90051	1	 	 	 	 	 	 	 	 	 
90053	1	5	36	2014	2016	6	4	3	1	5
90057	1	5	36	2012	2015	6	4	3	1	5
90058	1	5	36	2015	99	6	2	4	1	0
90058	2	9	36	2005	99	3	80	4	5	0
90060	1	5	36	2015	2016	6	2	4	4	2
