CHILDCODE	ASSTIDR5	ASSETR5	NUMASTR5	ASACTR5	NMOWNR5	VLASTR5
130045	3	30	30	23	30	2400
130045	4	30	2	26	2	150
130045	5	30	1	23	1	1800
130045	6	30	1	23	1	3000
130046	1	1	6	11	6	600
130046	2	3	1	11	0	 
130046	3	7	1	11	0	 
130046	4	4	3	11	0	 
130047	1	30	10	26	10	12000
130048	1	1	25	11	25	1000
130048	2	7	1	11	0	 
130048	3	4	3	11	0	 
130048	4	2	1	11	0	 
130049	1	1	13	11	13	500
130049	2	7	1	11	0	 
130049	3	2	1	11	0	 
130049	4	4	3	11	0	 
130050	1	1	4	11	4	500
130050	2	3	1	11	0	 
130050	3	7	1	11	0	 
130051	1	1	3	5	3	200
130053	1	1	3	11	3	300
130053	2	7	1	11	0	 
130053	3	4	2	11	2	1200
130054	1	1	5	11	5	300
130054	2	30	2	26	2	30000
130055	1	1	4	11	4	500
130055	2	3	1	11	0	 
130055	3	7	1	11	0	 
130056	1	1	4	11	4	500
130057	1	5	1	11	1	75000
130057	2	2	1	11	1	8000
130057	3	4	3	11	3	2000
130057	4	1	4	11	4	200
130057	5	7	1	11	0	 
130057	6	3	1	11	0	 
130058	1	23	7	23	7	1500
130058	2	1	5	11	5	300
130058	3	3	1	11	1	10000
130059	1	1	10	11	10	1000
130059	2	2	1	11	0	 
130059	3	4	1	11	0	 
130059	4	7	1	11	0	 
130060	1	1	6	11	6	200
130060	2	5	1	11	0	 
130060	3	7	1	11	0	 
130061	1	1	8	11	8	100
130061	2	7	1	11	0	 
130061	3	5	1	11	1	60000
130062	1	1	3	11	3	700
130062	2	4	3	11	3	3000
130062	3	5	1	11	1	50000
130062	4	3	1	11	1	200
130063	1	7	1	11	1	450000
130063	2	5	2	11	2	100000
130063	3	1	32	11	32	3000
130065	1	1	4	11	4	400
130065	2	7	1	11	0	 
130066	1	1	3	11	3	1000
130066	2	4	3	11	0	 
130066	3	7	1	11	0	 
130067	1	1	4	26	4	500
130067	2	7	1	11	0	 
130067	3	2	1	11	0	 
130067	4	4	3	11	0	 
130068	1	1	14	11	14	650
130068	2	4	3	11	3	2500
130070	1	1	5	11	5	500
130070	2	3	1	11	0	 
130070	3	7	1	11	0	 
130071	1	1	5	29	5	400
130072	1	1	4	11	4	400
130072	2	4	2	11	0	 
130072	3	3	1	11	0	 
130072	4	7	1	11	0	 
130073	1	1	4	11	4	300
130073	2	3	1	11	0	 
130073	3	7	1	11	0	 
130074	1	1	5	11	5	500
130074	2	4	1	11	0	 
130074	3	7	1	11	0	 
130076	1	7	1	11	0	 
130076	2	1	5	11	0	 
130078	1	1	5	11	5	400
130078	2	3	1	11	0	 
130078	3	7	1	11	0	 
130079	1	1	4	5	4	300
130080	1	7	1	11	0	 
130081	1	1	3	11	3	100
130082	1	1	10	11	10	1000
130082	2	7	1	11	0	 
130083	1	1	5	5	5	200
130084	1	30	4	26	4	26
130084	2	1	3	11	3	200
130085	1	1	3	11	3	100
130085	2	5	1	11	1	30000
130086	1	1	3	11	3	300
130086	2	7	1	11	0	 
130086	3	5	1	11	0	 
130088	1	1	3	11	3	100
130088	2	7	1	11	0	 
130088	3	8	11	11	11	450
130088	4	30	3	26	3	60000
130089	1	1	5	11	5	300
130090	1	1	4	11	4	300
130090	2	4	2	11	0	 
130090	3	3	1	11	0	 
130090	4	7	1	11	0	 
130091	1	1	2	11	2	200
130092	1	1	3	11	3	300
130093	1	1	2	11	2	100
130094	1	1	4	11	4	550
130094	2	3	1	11	0	 
130094	3	7	1	11	0	 
130094	4	4	3	11	0	 
130095	1	30	6	26	6	2500
130097	1	1	3	11	3	100
130098	1	1	10	11	10	600
140004	1	13	6	8	6	800
140005	1	25	1	24	1	40000
140008	1	25	2	31	2	800000
140009	1	25	2	24	2	600000
140009	2	21	2	21	2	8000
140010	1	21	1	21	1	3000
140011	1	9	12	2	12	12500
140012	1	25	1	24	1	45000
140013	1	1	1	5	1	100
140018	1	17	6	16	6	6000
140021	1	30	15	23	10	200000
140024	1	1	4	5	4	750
140025	1	30	120	23	120	80000
140026	1	17	30	26	30	10000
140028	1	30	7	23	7	5000
140030	1	25	1	24	1	40000
140032	1	23	4	23	4	1200
140033	1	23	27	23	27	2800
140033	3	2	25	23	25	12000
140037	1	17	30	16	30	15000
140038	1	13	15	16	15	2000
140042	1	25	1	24	1	30000
140044	1	25	1	25	1	550000
140046	1	30	9	23	9	120000
140048	1	21	1	21	1	1600
140048	2	11	20	4	0	 
140049	1	12	3	8	3	4000
140051	1	30	5	23	5	18000
140054	1	 	 	 	 	 
140057	1	23	8	17	8	8000
140059	1	30	15	23	15	200000
140062	1	23	11	23	11	25000
140062	2	25	1	24	1	100000
140063	1	25	1	24	0	 
140064	1	 	 	 	 	 
140069	1	26	20	25	20	20000
140072	1	25	1	24	0	 
140076	1	21	2	21	2	12000
140078	1	23	6	23	6	8000
140082	1	7	1	11	1	80000
140085	1	13	4	5	4	1000
140092	1	30	6	23	6	800
140092	2	21	1	21	1	1500
140094	1	21	1	21	0	 
140097	1	21	2	21	2	5000
140099	1	30	6	26	6	6000
150001	1	7	1	11	1	200000
150001	2	3	1	11	1	4000
150001	3	4	2	11	2	1800
150001	4	1	5	11	5	2500
150002	1	1	3	11	3	300
150002	2	4	3	11	0	 
150002	3	3	1	11	1	3000
150003	1	1	4	11	4	350
150003	2	2	1	11	1	10000
150003	3	3	1	11	1	2000
150003	4	4	2	11	2	1500
150003	5	8	5	11	5	400
150004	1	25	1	24	1	120000
150004	2	1	6	11	6	320
150005	1	1	4	5	4	140
150006	1	15	150	23	150	20000
150006	2	1	4	11	4	250
150007	1	4	2	11	0	 
150007	2	1	5	11	5	1500
150007	3	8	6	11	0	 
150007	4	3	1	11	0	 
150008	1	4	3	11	3	3000
150008	2	1	3	11	3	200
150008	3	2	1	11	1	8000
150008	4	3	1	11	1	500
150008	5	8	3	11	3	300
150009	1	1	4	11	4	200
150010	1	1	5	11	5	2000
150010	2	3	1	11	0	 
150010	3	4	4	11	2	3500
150011	1	1	5	5	5	380
150012	1	2	1	11	1	15000
150012	2	4	3	11	3	3000
150012	3	1	6	11	6	1800
150014	1	1	3	11	3	150
150014	2	8	2	11	2	250
150015	1	1	2	11	2	150
150015	2	8	2	11	2	80
150016	1	1	2	11	2	200
150016	2	2	1	11	1	10000
150016	3	4	2	11	2	2000
150016	4	8	4	11	4	200
150017	1	1	4	11	4	1000
150017	2	4	3	11	2	400
150017	3	3	3	11	3	1000
150017	4	8	4	11	0	 
150018	1	25	1	24	1	300000
150018	2	21	1	21	1	600
150020	1	23	25	23	25	30000
150022	1	1	4	11	4	1500
150022	2	2	1	11	1	12000
150022	3	3	1	11	1	3500
150022	4	4	4	11	4	8000
150023	1	7	1	11	0	 
150023	2	2	1	11	1	8000
150023	3	4	2	11	2	3000
150023	4	3	1	11	1	2000
150023	5	1	4	11	4	1500
150024	1	2	1	11	1	15000
150024	2	4	3	11	3	4500
150024	3	3	1	11	1	7500
150024	4	1	5	11	5	1200
150025	1	7	1	11	0	 
150025	2	2	1	11	1	4000
150025	3	3	1	11	1	1000
150025	4	1	4	5	4	1000
150026	1	1	3	11	3	400
150026	2	4	2	11	2	800
150026	3	2	1	11	1	1000
150026	4	3	1	11	0	 
150027	1	1	8	11	8	700
150027	2	2	1	11	1	15000
150027	3	4	1	11	1	1500
150027	4	3	1	11	0	 
150027	5	7	1	11	0	 
150028	1	1	8	11	5	1200
150028	2	4	2	11	1	1000
150028	3	3	1	11	0	 
150028	4	2	1	11	1	0
150028	5	7	1	11	0	 
150029	1	1	4	11	4	1200
150029	2	3	1	11	0	 
150029	3	4	2	11	2	2500
150029	4	7	1	11	0	 
150031	1	1	3	11	3	500
150031	2	2	1	11	1	5000
150031	3	3	5	11	5	600
150031	4	4	3	11	3	800
150031	5	7	1	11	1	200000
150031	6	8	5	11	5	300
150032	1	21	1	21	1	1000
150032	2	23	2	14	2	100000
150033	1	1	3	11	3	250
150033	2	2	1	11	1	10000
150033	3	3	1	11	1	300
150033	4	4	2	11	2	800
150033	5	8	4	11	4	400
150034	1	1	6	11	6	3400
150034	2	3	1	11	1	800
150034	3	4	2	11	2	1500
150035	1	2	1	11	1	30000
150035	2	4	4	11	4	3000
150035	3	3	1	11	1	2500
150035	4	1	5	11	5	200
150036	1	1	3	11	3	200
150036	2	2	1	11	1	6000
150036	3	3	1	11	1	600
150036	4	4	1	11	1	300
150036	5	5	1	11	1	6000
150036	6	8	4	11	4	250
150037	1	30	2	23	2	100000
150038	1	1	2	11	2	100
150038	2	3	1	11	1	400
150038	3	25	2	24	2	50000
150039	1	7	1	11	1	450000
150039	2	5	1	11	1	4500
150039	3	3	1	11	1	4000
150039	4	1	5	11	5	500
150040	1	1	3	5	3	150
150041	1	1	5	11	5	300
150042	1	1	3	11	3	250
150042	2	3	1	11	1	400
150042	3	4	2	11	2	600
150042	4	8	3	11	3	300
150044	1	1	8	11	8	1200
150044	2	3	2	11	0	 
150044	3	4	2	11	0	 
150044	4	7	1	11	0	 
150045	1	1	3	5	3	180
150046	1	9	7	2	7	3000
150047	1	7	1	11	0	 
150047	2	3	1	11	1	2000
150047	3	1	4	11	4	1000
150048	1	1	3	11	3	750
150048	2	3	1	11	1	1500
150048	3	4	2	11	0	 
150048	4	7	1	11	0	 
150049	1	1	3	11	3	300
150049	2	2	1	11	1	10000
150049	3	3	1	11	1	4000
150049	4	4	3	11	3	4000
150049	5	8	6	11	6	800
150050	1	1	3	11	3	500
150050	2	3	1	11	0	 
150050	3	7	1	11	0	 
150052	1	1	3	5	3	80
150053	1	7	1	11	0	 
150053	2	1	4	5	4	800
150055	1	1	4	26	0	 
150056	1	1	4	5	4	200
150058	1	2	1	11	1	20000
150058	2	7	1	11	0	 
150058	3	4	4	11	4	6500
150058	4	3	1	11	1	2000
150058	5	1	5	11	5	1600
150059	1	1	1	11	1	30
150060	1	1	7	11	7	2000
150060	2	3	1	11	1	4500
150060	3	7	1	11	0	 
150060	4	4	3	11	3	2000
150062	1	1	5	5	5	1200
150064	1	1	6	11	6	1500
150064	2	2	1	11	1	10000
150064	3	3	1	11	0	 
150064	4	4	4	11	4	4500
150064	5	7	1	11	0	 
150065	1	30	1	24	1	10000
150066	1	1	4	5	4	160
150067	2	1	3	11	3	500
150067	3	4	2	11	2	700
150067	4	3	1	11	1	300
150067	5	2	1	11	1	5000
150067	6	8	5	11	5	600
150068	1	1	4	11	4	1000
150068	2	3	1	11	0	 
150068	3	4	2	11	0	 
150068	4	7	1	11	1	0
150069	1	1	3	11	3	300
150069	2	2	1	11	1	15000
150069	3	3	1	11	1	2500
150069	4	4	3	11	3	1200
150069	5	8	5	11	5	250
150070	1	1	10	11	10	1400
150070	2	3	1	11	0	 
150070	3	4	2	11	2	1000
150071	1	5	1	11	1	6000
150071	2	7	1	11	1	300000
150071	3	1	6	11	6	2500
150072	1	1	10	11	10	2500
150072	2	3	1	11	0	 
150072	3	7	1	11	0	 
150072	4	4	2	11	0	 
150073	1	1	3	5	3	100
150075	1	1	4	11	4	1200
150075	2	3	1	11	0	 
150075	3	4	2	11	0	 
150075	4	7	1	11	0	 
150076	1	1	11	11	11	2800
150076	2	3	1	11	1	9500
150076	3	2	1	11	1	10000
150076	4	4	4	11	4	2500
150076	5	7	1	11	0	 
150077	1	1	3	11	3	300
150077	2	3	1	11	1	800
150077	3	4	1	11	1	800
150077	4	8	2	11	2	100
150078	1	1	3	11	3	300
150078	2	3	1	11	1	1000
150078	3	4	2	11	2	2000
150078	4	8	5	11	5	600
150079	1	1	3	11	1	200
150079	2	3	1	11	0	 
150079	3	4	1	11	0	 
150079	4	7	1	11	0	 
150081	1	30	1	26	1	600000
150082	1	1	6	11	6	450
150082	2	25	1	24	1	60000
150083	1	1	3	11	3	350
150083	2	2	1	11	1	10000
150083	3	3	1	11	1	1000
150083	4	4	3	11	3	1500
150083	5	8	5	11	5	200
150084	1	25	1	24	1	250000
150084	2	1	5	11	5	220
150085	1	25	1	24	0	 
150085	2	1	4	5	4	1000
150086	1	1	2	11	2	600
150086	2	3	1	11	0	 
150086	3	4	1	11	0	 
150086	4	7	1	11	0	 
150087	1	1	8	11	8	1000
150087	2	7	1	11	0	 
150087	3	3	1	11	0	 
150087	4	4	1	11	0	 
150088	1	7	1	24	0	 
150089	1	2	1	11	1	8000
150089	2	4	2	11	2	3000
150089	3	7	1	11	0	 
150089	4	3	1	11	1	3000
150089	5	1	6	11	6	1700
150090	1	7	1	11	0	 
150090	2	3	1	11	0	 
150090	3	1	3	5	3	750
150091	1	1	6	11	6	700
150091	2	4	2	11	0	 
150091	3	3	1	11	0	 
150091	4	7	1	11	0	 
150092	1	1	8	11	8	1000
150092	2	4	2	11	2	1500
150092	3	3	1	11	1	1800
150092	4	2	1	11	0	 
150092	5	7	1	11	0	 
150093	1	1	3	11	3	300
150093	2	3	1	11	1	1200
150093	3	8	5	11	5	600
150094	1	1	3	11	3	740
150094	2	3	1	11	0	 
150094	3	4	1	11	0	 
150094	4	7	1	11	0	 
150095	1	23	14	23	14	3000
150096	1	1	8	11	8	2000
150096	2	3	1	11	1	7000
150096	3	4	3	11	3	3000
150096	4	2	1	11	1	10000
150096	5	7	1	11	0	 
150097	1	1	4	11	4	200
150098	1	7	1	11	0	 
150098	2	4	1	11	1	1500
150098	3	1	4	5	4	1000
150098	4	21	1	21	1	3000
150099	1	1	3	11	3	200
150099	2	3	1	11	1	500
150099	3	4	2	11	2	800
150099	4	8	4	11	4	300
150100	1	1	6	11	6	800
150100	2	3	1	11	1	9500
150100	3	7	1	11	1	380000
160001	1	25	1	24	1	50000
160002	1	1	4	11	4	1500
160002	2	7	1	11	0	88
160002	3	3	1	11	0	88
160006	1	1	10	11	0	2000
160006	2	7	1	11	0	-88
160006	3	3	1	11	0	-88
160007	1	1	3	11	3	500
160007	2	2	1	11	1	12000
160007	3	4	3	11	3	3000
160007	4	3	1	11	1	5000
160007	6	8	4	11	4	600
160008	1	1	4	5	4	450
160009	1	1	3	5	3	600
160009	2	8	3	5	3	350
160010	1	13	3	5	2	300
160012	1	21	2	21	2	12500
160014	1	1	5	11	5	2000
160014	2	4	3	11	3	3200
160014	3	3	1	11	1	1500
160014	4	7	1	11	0	88
160016	1	5	1	11	1	18000
160016	2	4	4	11	4	6500
160016	3	1	5	11	5	600
160016	4	3	1	11	0	2000
160017	1	1	3	11	3	1000
160017	2	8	2	5	2	200
160018	1	1	2	11	2	700
160018	2	4	2	11	2	1000
160019	1	1	4	11	4	500
160019	2	4	2	11	0	1500
160019	3	7	1	11	0	-88
160020	1	1	5	11	4	1200
160020	2	4	3	11	0	2500
160021	1	1	4	11	4	1500
160021	2	3	1	11	0	88
160021	3	7	1	11	0	88
160022	1	1	3	11	3	800
160022	2	4	3	11	3	6000
160022	3	8	4	11	4	700
160024	1	1	3	11	3	1100
160024	2	1	1	11	0	88
160024	3	7	1	11	0	88
160026	1	7	1	11	0	88
160026	2	4	2	11	0	88
160026	3	1	3	11	3	1200
160027	1	5	1	11	1	35000
160027	2	3	1	11	1	8000
160027	3	4	4	11	4	5800
160029	1	1	5	11	3	1000
160029	2	3	1	11	1	7000
160029	3	4	4	11	4	15000
160029	4	8	5	11	5	300
160030	1	8	2	11	2	200
160031	1	1	3	11	3	800
160031	2	7	1	11	0	88
160031	3	3	1	11	1	2200
160032	1	4	1	11	1	1000
160033	1	5	1	11	1	50000
160033	2	4	7	11	7	7000
160033	3	3	1	11	1	8000
160033	4	1	8	11	8	4000
160034	1	2	1	11	1	10000
160034	2	3	1	11	1	10000
160034	3	1	10	11	10	3000
160034	4	4	2	11	2	3000
160035	1	1	1	11	1	300
160035	2	4	1	11	1	1000
160036	1	1	3	11	3	1500
160036	2	4	1	11	1	1300
160037	1	25	2	24	1	700000
160037	2	30	1	26	1	150000
160037	3	5	1	11	1	55000
160037	4	3	1	11	1	10000
160037	5	4	3	11	1	1500
160037	6	1	6	11	6	4500
160038	1	1	5	11	5	250
160038	2	4	2	11	0	-88
160038	3	7	1	11	0	-88
160039	1	30	11	23	1	5000
160040	1	13	15	4	15	20000
160040	2	1	5	11	5	400
160041	1	1	10	11	10	3000
160042	2	4	5	11	0	88
160042	3	1	3	11	0	88
160042	4	3	2	11	0	88
160043	1	1	6	11	6	2000
160043	2	3	1	11	1	3000
160043	3	4	3	11	3	2500
160044	1	5	1	11	1	18000
160044	2	4	3	11	2	1500
160044	3	1	5	11	5	200
160046	1	5	1	11	1	150000
160046	2	3	1	11	1	6000
160046	3	1	6	11	6	600
160047	1	1	4	11	4	1500
160047	2	3	1	11	1	5000
160047	3	4	3	11	3	4000
160047	4	7	1	11	0	0
160048	1	1	4	11	4	800
160048	2	3	1	11	1	8000
160048	3	4	4	11	4	8000
160048	4	8	5	11	5	500
160049	1	25	1	24	1	400000
160050	1	1	5	11	5	4500
160050	2	2	1	11	1	30000
160050	3	3	1	11	1	10000
160051	1	3	1	11	1	9000
160051	2	5	1	11	0	88
160051	3	4	4	11	4	4500
160051	4	1	8	11	8	3000
160052	1	1	2	11	2	300
160052	2	2	1	11	1	25000
160052	3	3	1	11	1	10000
160052	4	8	8	11	8	500
160053	1	1	3	11	3	900
160053	2	3	1	11	1	10000
160053	3	2	1	11	1	50000
160053	4	8	10	11	10	1000
160055	1	1	4	11	4	200
160055	2	4	2	11	0	-88
160055	3	3	1	11	0	-88
160056	1	1	4	11	4	9500
160056	2	7	1	11	0	0
160056	3	3	1	11	0	6000
160058	1	1	10	11	10	2000
160058	2	2	1	11	1	25000
160059	1	1	3	11	3	600
160059	2	3	1	11	1	5000
160059	3	4	2	11	2	6000
160059	4	8	3	11	3	150
160060	1	5	1	11	1	50000
160060	2	3	1	11	1	10000
160060	3	4	6	11	6	18000
160060	4	1	6	5	6	3500
160063	1	5	1	11	1	5000
160063	2	4	5	11	4	4500
160063	3	1	8	11	8	1500
160063	4	2	1	11	1	5000
160063	5	3	2	11	1	3500
160063	6	21	1	21	1	3000
160065	1	1	6	11	6	3000
160065	2	3	1	11	0	88
160065	3	4	4	11	3	4000
160065	4	7	1	11	0	88
160066	1	3	1	11	0	10000
160066	2	1	8	11	8	1500
160066	3	4	3	11	3	1500
160067	1	1	2	5	2	400
160068	1	1	8	11	8	4500
160068	2	3	4	11	4	3500
160068	3	4	3	11	3	5000
160069	1	30	2	30	2	5000
160070	1	23	3	23	3	300
160071	1	1	3	11	3	300
160071	2	4	6	11	0	 
160072	1	1	5	11	5	3400
160072	2	3	1	11	0	88
160072	3	7	1	11	0	88
160073	1	5	1	11	1	50000
160073	2	3	1	11	1	10000
160073	3	7	1	11	0	88
160074	1	1	3	11	3	900
160074	2	3	1	11	1	10000
160074	3	8	5	11	5	500
160074	4	4	3	11	0	0
160075	1	8	3	11	3	300
160076	1	3	5	11	5	1500
160077	1	1	6	11	6	400
160077	2	3	1	11	0	4000
160077	3	4	3	11	3	2000
160077	4	7	1	11	0	200000
160078	1	3	4	5	4	560
160079	1	1	3	5	3	450
160080	1	1	4	11	4	400
160080	2	21	3	21	3	15000
160081	1	2	1	11	1	5000
160081	2	4	4	11	4	5000
160081	3	5	1	11	1	12000
160081	4	1	6	11	6	1500
160081	5	3	1	11	1	2000
160082	1	21	1	21	1	3000
160083	1	1	3	5	3	250
160086	1	1	10	11	10	2000
160086	2	4	2	11	2	3000
160086	3	7	1	11	0	300000
160086	4	3	1	11	0	7000
160087	1	1	3	11	3	1000
160087	2	8	2	11	2	250
160090	1	1	3	11	3	600
160090	2	4	3	11	3	5000
160090	3	5	1	11	1	35000
160090	4	8	5	11	5	500
160091	1	4	2	11	2	88
160091	2	1	4	11	4	650
160093	1	1	2	11	2	300
160093	2	8	3	11	3	350
160097	1	5	2	11	2	40000
160097	2	7	1	11	0	88
160097	3	4	3	11	3	4500
160097	4	1	4	11	4	500
160098	1	1	6	11	6	500
160099	1	1	5	11	5	450
160100	1	1	5	11	5	4000
160100	2	3	1	11	1	3000
160100	3	4	4	11	4	7000
160100	4	7	1	11	0	88
170001	1	4	3	11	3	1000
170001	2	1	3	11	3	1000
170001	3	25	1	24	1	15000
170003	1	1	4	11	4	1100
170004	1	4	3	11	3	1500
170005	1	30	4	26	4	500
170007	1	13	4	7	0	 
170008	1	7	1	11	0	0
170008	2	4	1	11	0	0
170008	3	1	1	29	0	0
170009	1	1	2	11	2	400
170009	2	7	1	11	0	0
170010	1	7	1	11	0	0
170010	2	5	5	11	5	12000
170010	3	4	2	11	0	0
170011	1	4	3	11	3	2000
170011	2	1	1	11	1	1000
170012	1	4	2	11	0	0
170012	2	1	4	11	4	500
170013	1	1	5	11	5	700
170013	2	13	4	7	2	300
170014	1	1	5	11	5	500
170015	1	1	10	11	10	10000
170015	2	5	9	11	9	4000
170016	1	1	2	11	2	1000
170016	2	4	1	11	1	1200
170016	3	3	1	11	1	1000
170016	4	7	1	11	0	-77
170017	1	1	4	11	4	1600
170017	2	13	10	8	10	2500
170018	1	1	5	11	5	1500
170018	2	5	1	11	1	30000
170019	1	1	6	11	6	1300
170019	2	4	3	11	3	3000
170019	3	3	2	11	2	4000
170019	4	7	1	11	0	0
170020	1	7	1	11	0	0
170020	2	4	2	11	2	8000
170020	4	1	5	11	5	1200
170021	1	1	5	11	5	1000
170021	2	21	1	21	1	3500
170022	1	1	3	11	3	600
170022	2	4	3	11	3	900
170022	3	7	1	11	0	0
170022	5	8	2	11	2	200
170023	1	1	4	11	4	2500
170023	2	7	1	11	0	0
170023	3	3	1	11	0	0
170024	1	7	1	11	0	0
170024	2	1	5	11	5	200
170025	1	1	2	11	2	500
170026	1	1	3	11	3	600
170026	2	7	1	11	0	0
170027	1	1	10	11	10	2500
170027	2	4	2	11	2	2300
170027	3	5	1	11	1	20000
170027	4	7	1	11	0	0
170028	1	1	2	11	2	300
170029	1	1	3	11	3	500
170029	2	7	1	11	0	0
170030	1	1	5	11	5	1200
170030	2	4	3	11	3	2500
170030	3	7	1	11	0	0
170031	1	1	5	11	5	1700
170031	2	21	1	21	1	3000
170031	3	7	1	11	0	0
170032	1	1	6	11	6	1500
170032	2	4	5	11	4	3500
170032	3	7	1	11	0	0
170032	4	3	1	11	0	0
170033	1	1	7	11	7	600
170034	1	1	8	11	8	2500
170034	2	4	2	11	2	1600
170035	2	7	1	11	0	0
170035	3	5	8	11	8	20000
170035	4	4	3	11	2	8000
170036	1	1	2	11	2	300
170037	1	1	5	11	5	200
170038	1	1	3	29	3	450
170039	1	1	5	11	5	300
170039	2	7	1	11	0	0
170040	1	7	1	11	0	0
170040	2	4	3	11	3	12000
170040	3	5	8	11	8	20000
170041	1	30	16	7	16	12000
170042	1	17	6	16	6	8500
170043	1	7	1	11	0	0
170043	2	4	2	11	0	0
170044	1	1	3	11	3	800
170044	2	15	3	16	3	2000
170044	3	25	1	23	1	1
170045	1	1	5	11	5	455
170045	2	5	11	11	11	15000
170046	1	1	6	11	6	2000
170046	2	4	2	11	2	2000
170046	3	5	1	11	1	20000
170046	4	7	1	11	0	0
170046	5	6	1	11	1	10000
170048	1	1	4	11	4	400
170048	2	7	1	11	1	500000
170048	3	5	8	11	8	25000
170049	1	1	3	11	3	700
170049	2	4	1	11	1	1200
170049	3	7	1	11	0	0
170050	1	1	5	11	5	1400
170050	2	4	3	11	3	3500
170050	3	3	1	11	0	0
170050	4	7	1	11	0	0
170051	1	5	1	11	1	45000
170051	2	1	3	11	3	500
170051	3	4	1	11	1	500
170051	4	7	1	11	0	0
170052	1	1	6	11	6	1700
170052	2	4	4	11	4	3500
170052	3	3	1	11	1	4500
170053	1	1	7	11	7	2000
170053	2	4	5	11	5	4000
170053	3	25	1	24	1	100000
170053	4	7	1	11	0	0
170054	1	1	5	11	5	1800
170054	2	4	3	11	3	2000
170054	3	21	1	21	1	2000
170055	1	1	5	11	5	2100
170055	2	4	3	11	3	2700
170055	3	5	1	11	1	10000
170055	4	7	1	11	0	0
170056	1	13	3	7	3	1200
170057	1	1	3	11	3	250
170058	1	1	5	11	5	2500
170058	2	4	1	11	1	800
170058	3	5	1	11	1	25000
170059	1	4	2	11	2	12000
170059	2	1	6	29	6	2300
170060	1	1	5	11	5	500
170060	2	4	2	11	2	600
170060	3	5	21	11	21	20000
170061	1	1	5	11	5	1500
170061	2	4	2	11	2	4500
170061	3	5	1	11	1	55000
170061	4	3	1	11	0	0
170061	5	7	1	11	0	0
170062	1	1	3	11	3	600
170062	2	7	1	11	0	0
170062	3	4	3	11	3	2000
170063	1	4	5	11	5	20000
170063	2	5	15	11	15	21000
170063	3	1	5	11	5	1200
170064	1	1	5	11	5	1500
170064	2	3	1	11	1	2500
170064	3	4	3	11	3	3500
170064	4	7	1	11	0	0
170065	1	7	1	11	0	0
170065	2	4	3	11	3	10000
170065	3	8	8	11	8	2000
170066	1	5	1	11	1	20000
170066	2	7	1	11	0	0
170066	3	1	3	11	3	900
170067	1	1	5	11	5	2000
170067	2	4	1	11	1	600
170068	1	25	1	24	1	800000
170069	1	1	3	11	3	600
170069	2	7	1	11	0	0
170070	1	7	1	11	1	1
170070	2	4	2	11	0	0
170070	3	3	1	11	1	2500
170072	1	1	6	11	6	2400
170072	2	4	3	11	3	4700
170072	3	7	1	11	0	0
170073	1	7	1	11	0	0
170073	2	4	2	11	2	6000
170073	3	23	5	23	5	3000
170074	1	1	4	8	4	2500
170074	2	15	14	12	14	95000
170075	1	21	1	21	1	2000
170075	2	1	4	29	4	350
170076	1	1	10	11	10	1000
170076	2	13	6	7	6	600
170077	1	13	20	7	0	 
170078	1	1	3	11	3	600
170078	2	4	3	11	3	1100
170078	3	7	1	11	0	0
170079	1	1	5	11	5	1800
170079	2	4	3	11	3	5600
170079	3	7	1	11	0	0
170080	1	1	3	11	3	700
170080	2	4	3	11	3	2000
170080	3	7	1	11	0	0
170080	4	25	1	24	1	70900
170081	1	1	3	11	3	600
170081	2	9	6	2	6	3500
170082	1	9	6	2	6	20000
170082	2	30	1	9	1	2000
170082	3	21	1	21	1	2000
170083	1	9	5	2	2	200
170084	1	1	4	11	4	800
170084	2	4	3	11	3	2000
170084	3	7	1	11	0	0
170086	1	1	8	11	8	3300
170086	2	3	1	11	0	0
170086	3	4	4	11	4	6500
170086	4	7	1	11	0	0
170087	1	1	4	11	4	300
170087	2	7	1	11	0	0
170088	1	1	4	11	4	1500
170088	2	7	1	11	0	0
170089	1	1	4	11	4	580
170089	2	7	1	11	0	0
170091	1	1	6	11	6	500
170091	2	4	3	11	3	1500
170091	3	21	1	21	1	2000
170091	4	7	1	11	0	0
170092	1	1	5	11	5	1800
170092	2	4	3	11	3	5500
170092	3	7	1	11	0	0
170093	1	1	3	11	3	540
170093	2	4	3	11	3	1980
170093	3	7	1	11	0	0
170094	1	1	3	11	3	700
170094	2	4	3	11	3	1200
170094	3	7	1	11	0	 
170094	4	5	1	11	1	15000
170095	1	1	5	11	5	2300
170095	2	4	3	11	3	3200
170095	3	7	1	11	0	0
170096	1	1	2	29	2	200
170097	1	1	5	11	5	1700
170097	2	4	5	11	5	4000
170097	3	7	1	11	0	0
170098	1	1	3	11	3	500
170098	2	7	1	11	0	0
170099	1	5	12	11	12	30000
170099	2	4	3	11	3	2600
170099	3	1	5	11	3	3000
170100	1	1	4	11	4	200
170100	2	4	2	11	2	800
170100	3	7	1	11	0	0
180001	1	1	6	11	6	850
180001	2	7	1	11	1	400000
180002	1	1	3	11	3	700
180002	2	5	1	11	1	18000
180002	3	7	1	11	0	 
180003	1	1	2	11	2	250
180004	1	30	15	7	15	5000
180005	1	1	4	11	4	1000
180005	2	7	1	11	0	 
180006	1	4	5	11	5	4300
180006	2	5	15	11	15	50000
180006	3	1	4	11	4	860
180007	1	1	4	11	4	2400
180007	2	4	2	11	2	4500
180007	3	7	1	11	0	 
