PLACEID	LCPRIDR4	PPSTD0101	CDVEN0101	CDIR0101
19	32	135	19	4
19	33	2.25	19	4
19	34	14	19	10
19	35	-88	16	10
19	36	-88	16	13
19	37	14	19	10
19	38	17	19	10
19	39	12	19	10
19	40	140	6	5
19	41	140	6	4
19	42	140	6	5
19	43	-88	16	5
19	44	-88	16	13
19	45	250	19	7
19	46	40	19	11
19	47	16	19	5
19	48	55	19	4
19	49	-88	16	13
19	50	15	19	8
19	51	5	19	6
19	52	45	1	8
19	53	16	19	6
19	54	36	19	8
19	55	-88	16	13
19	56	1.20000004768372	1	4
19	57	-88	16	4
19	58	6	5	6
19	59	6	19	6
19	60	7	19	6
19	61	10	19	9
19	62	8	19	9
19	63	15	19	6
19	64	-88	16	11
19	65	16	19	4
19	66	8	19	6
19	67	-88	16	13
19	68	30	19	4
19	69	50	1	4
19	70	-88	88	13
19	71	75	19	10
20	0	-88	88	11
20	1	7.5	1	4
20	2	180	1	4
20	3	150	1	7
20	4	130	1	5
20	5	210	2	5
20	6	85	1	5
20	7	7	9	9
20	8	.200000002980232	9	9
20	9	1.20000004768372	9	9
20	10	2	9	9
20	11	12	1	1
20	12	90	7	3
20	13	16	1	3
20	14	-88	88	11
20	15	-88	88	11
20	16	16.5	19	6
20	17	12	19	6
20	18	6	19	6
20	19	6.5	19	5
20	20	5	19	5
20	21	-88	88	11
20	22	-88	88	11
20	23	10	19	6
20	24	24	1	3
20	25	7	19	7
20	26	10	19	10
20	27	14	19	6
20	28	-88	88	11
20	29	-88	88	11
20	30	12	1	10
20	31	15	1	10
20	32	120	19	10
20	33	2.5	1	10
20	34	14	19	9
20	35	-88	88	11
20	36	-88	16	11
20	37	14	19	8
20	38	14	19	8
20	39	12	19	8
20	40	120	6	12
20	41	140	6	12
20	42	145	6	12
20	43	-88	88	11
20	44	-88	88	11
20	45	200	19	9
20	46	36	19	9
20	47	12	19	9
20	48	80	1	3
20	49	-88	88	11
20	50	15	1	3
20	51	5	1	3
20	52	46	1	3
20	53	13	1	3
20	54	40	19	3
20	55	-88	88	11
20	56	1	1	3
20	57	-88	88	11
20	58	5	1	3
20	59	7	19	5
20	60	20	5	3
20	61	10	19	3
20	62	8	5	3
20	63	18	19	3
20	64	12	1	3
20	65	16	19	7
20	66	10	5	3
20	67	-88	88	11
20	68	30	19	10
20	69	12	18	8
20	70	-88	88	11
20	71	70	19	2
21	0	-88	16	8
21	1	10	1	6
21	2	1230	1	4
21	3	50	1	4
21	4	100	1	4
21	5	250	1	4
21	6	140	1	4
21	7	6	9	9
21	8	.25	9	9
21	9	1.5	9	9
21	10	3	9	9
21	11	12	1	6
21	12	90	1	5
21	13	15	19	6
21	14	17	2	10
21	15	14	2	10
21	16	15	19	6
21	17	13	19	6
21	18	7	19	6
21	19	9	19	6
21	20	6	19	6
21	21	11	19	6
21	22	7	19	6
21	23	9	19	6
21	24	13	19	6
21	25	6	19	6
21	26	8	19	6
21	27	10	19	6
21	28	-88	88	8
21	29	-88	88	8
21	30	8	1	5
21	31	10	1	5
21	32	130	19	11
21	33	2	19	6
21	34	12	19	12
21	35	18	19	12
21	36	88	88	8
21	37	8	19	6
21	38	16	19	12
21	39	13	19	12
21	40	120	6	13
21	41	140	6	13
21	42	100	6	14
21	43	-88	16	8
21	44	-88	16	8
21	45	200	1	5
21	46	42	1	15
21	47	9	1	15
21	48	70	19	6
21	49	-88	88	8
21	50	15	2	5
21	51	5	19	6
21	52	42	19	6
21	53	15	19	6
21	54	35	19	6
21	55	-88	88	8
21	56	1	1	4
21	57	-88	88	8
21	58	5	19	6
21	59	6	19	6
21	60	-88	16	8
21	61	8	19	6
21	62	8	19	6
21	63	15	19	6
21	64	-88	16	8
21	65	20	19	6
21	66	8	19	6
21	67	-88	88	8
21	68	8	19	6
21	69	60	1	5
21	70	-88	88	8
21	71	70	1	6
22	0	30	15	4
22	1	8	1	3
22	2	150	19	1
22	3	50	19	3
22	4	45	19	4
22	5	18	19	2
22	6	45	19	4
22	7	7	9	2
22	8	3	9	3
22	9	25	9	4
22	10	6	9	2
22	11	15	1	3
22	12	12	1	4
22	13	15	19	3
22	14	15.5	2	1
22	15	12.6000003814697	2	3
22	16	14	19	3
22	17	11	19	4
22	18	6.5	19	1
22	19	8	19	2
22	20	5	19	2
22	21	-77	16	3
22	22	10	19	4
22	23	-77	16	2
22	24	20	19	3
22	25	10	19	2
22	26	10	19	2
22	27	9	19	4
22	28	-77	16	2
22	29	-88	16	3
22	30	10	17	4
22	31	-77	16	1
22	32	130	19	2
22	33	2.25	19	3
22	34	-77	16	3
22	35	-77	16	4
22	36	-77	16	2
22	37	-77	16	3
22	38	10	19	2
22	39	10	19	2
22	40	120	6	3
22	41	150	6	3
22	42	-77	16	2
22	43	120	6	4
22	44	-77	16	4
22	45	100	19	1
22	46	60	17	3
22	47	9	19	3
22	48	60	19	3
22	49	-88	16	3
22	50	24	1	3
22	51	7	19	4
22	52	23	19	4
22	53	15	19	4
22	54	50	19	2
22	55	-88	16	3
22	56	2	1	3
22	57	-77	16	2
22	58	8	19	2
22	59	6	19	4
22	60	7	19	1
22	61	20	19	2
22	62	8	19	3
22	63	16	19	3
22	64	-77	16	2
22	65	10	19	3
22	66	8	19	3
22	67	-88	88	2
22	68	12	19	1
22	69	-77	16	4
22	70	-88	16	2
22	71	80	19	2
23	0	95	15	3
23	1	7	1	3
23	2	180	19	3
23	3	85	19	3
23	4	170	19	3
23	5	115	19	3
23	6	60	19	3
23	7	4	9	3
23	8	.100000001490116	9	3
23	9	3.5	9	3
23	10	10	9	3
23	11	17.5	1	4
23	12	40	1	3
23	13	17	14	3
23	14	-79	16	3
23	15	-79	16	3
23	16	15	19	4
23	17	12.5	19	4
23	18	8	19	4
23	19	10	19	4
23	20	6	19	4
23	21	8	19	4
23	22	7	19	4
23	23	46	7	4
23	24	22	19	4
23	25	7	19	4
23	26	11	19	4
23	27	11	19	4
23	28	-79	88	4
23	29	-88	88	4
23	30	14	7	3
23	31	16	7	3
23	32	150	7	3
23	33	2.29999995231628	7	3
23	34	30	19	3
23	35	35	19	3
23	36	-79	16	3
23	37	16	19	3
23	38	24	19	3
23	39	25	19	3
23	40	120	6	1
23	41	-79	16	1
23	42	160	7	1
23	43	200	6	1
23	44	-88	88	1
23	45	70	3	2
23	46	40	3	2
23	47	45	3	4
23	48	60	7	2
23	49	-88	88	2
23	50	15	1	3
23	51	5	1	3
23	52	45	1	3
23	53	30	19	3
23	54	33	19	3
23	55	-88	88	3
23	56	1.20000004768372	1	3
23	57	-79	16	3
23	58	8	19	3
23	59	15	19	3
23	60	21	19	3
23	61	10	19	3
23	62	8	19	3
23	63	30	19	3
23	64	18	7	3
23	65	24	19	3
23	66	7.5	19	3
23	67	-88	88	3
23	68	40	7	3
23	69	26	19	3
23	70	-88	88	3
23	71	140	1	3
24	0	92	15	15
24	1	6	1	9
24	2	350	18	8
24	3	180	18	8
24	4	300	18	8
24	5	330	18	8
24	6	150	18	8
24	7	5	9	5
24	8	.200000002980232	9	5
24	9	2.5	9	5
24	10	10.3000001907349	9	5
24	11	14	1	9
24	12	40	1	9
24	13	17	1	7
24	14	-88	16	3
24	15	-88	16	3
24	16	17	18	4
24	17	14	18	4
24	18	12	18	4
24	19	13	18	4
24	20	10	18	4
24	21	11	18	4
24	22	12	18	4
24	23	24	18	4
24	24	28	1	9
24	25	14	18	4
24	26	15	18	4
24	27	13	18	4
24	28	-88	16	7
24	29	-88	16	7
24	30	17	18	7
24	31	18	18	7
24	32	160	18	7
24	33	2.5	18	7
24	34	24	18	4
24	35	43	18	4
24	36	11	18	4
24	37	12	18	4
24	38	15	18	4
24	39	20	18	4
24	40	100	6	10
24	41	140	6	10
24	42	100	18	7
24	43	130	6	10
24	44	-88	16	8
24	45	250	18	11
24	46	48	19	12
24	47	37	19	12
24	48	85	1	9
24	49	-88	16	3
24	50	15	1	9
24	51	5	1	9
24	52	44	18	13
24	53	30	5	6
24	54	32	18	14
24	55	-88	16	7
24	56	1.25	1	9
24	57	-88	16	7
24	58	8	5	6
24	59	10	5	6
24	60	26	5	6
24	61	12	5	6
24	62	7	5	6
24	63	35	5	6
24	64	24	5	6
24	65	28	18	4
24	66	9	5	6
24	67	-88	16	7
24	68	30	18	7
24	69	20	1	9
24	70	-88	16	7
24	71	60	18	7
25	0	96	15	4
25	1	7	1	4
25	2	220	19	4
25	3	95	19	4
25	4	250	19	4
25	5	120	19	4
25	6	70	19	4
25	7	3	10	4
25	8	.100000001490116	10	4
25	9	3	10	4
25	10	8	10	4
25	11	16.5	1	2
25	12	38	1	4
25	13	16.5	16	2
25	14	-79	16	2
25	15	-79	16	2
25	16	17	19	4
25	17	12	19	4
25	18	8	19	4
25	19	9	19	4
25	20	7.5	19	4
25	21	7.59999990463257	19	4
25	22	8.5	19	4
25	23	48	7	4
25	24	21	19	4
25	25	12	19	4
25	26	16	19	4
25	27	14	19	4
25	28	-79	16	4
25	29	-88	88	4
25	30	15	7	4
25	31	24	7	4
25	32	160	7	4
25	33	2.5	1	4
25	34	22	19	4
25	35	40	19	4
25	36	-79	16	4
25	37	15	19	4
25	38	25	19	4
25	39	24	19	4
25	40	110	6	1
25	41	140	6	1
25	42	-79	16	1
25	43	160	6	1
25	44	-88	88	1
25	45	80	3	1
25	46	60	3	1
25	47	55	3	1
25	48	65	1	1
25	49	-88	88	1
25	50	15	1	2
25	51	5.40000009536743	19	2
25	52	47	19	2
25	53	28	19	2
25	54	35	19	2
25	55	-88	88	2
25	56	1.20000004768372	1	2
25	57	-79	16	2
25	58	8	19	2
25	59	20	19	2
25	60	30	19	2
25	61	18	19	2
25	62	6.5	19	2
25	63	21	19	2
25	64	20	19	2
25	65	32	19	2
25	66	8	19	2
25	67	-88	88	2
25	68	-79	16	4
25	69	28	7	4
25	70	-88	88	4
25	71	170	7	2
26	0	85	15	17
26	1	6	1	7
26	2	120	18	9
26	3	100	18	9
26	4	150	18	9
26	5	250	18	9
26	6	300	18	9
26	7	6	9	10
26	8	.200000002980232	9	10
26	9	2.75	9	10
26	10	10.5	9	10
26	11	14	1	7
26	12	43	1	7
26	13	16	1	7
26	14	-88	16	3
26	15	-88	16	3
26	16	17.2999992370605	18	3
26	17	11	18	3
26	18	11	18	3
26	19	10	18	3
26	20	9.5	18	3
26	21	12	18	5
26	22	10	18	5
26	23	26	18	5
26	24	25	18	3
26	25	12	18	11
26	26	12	18	11
26	27	13	18	11
26	28	-88	16	5
26	29	-88	16	5
26	30	16	18	12
26	31	18	18	12
26	32	180	18	12
26	33	2.25	18	11
26	34	26	18	6
26	35	41	18	6
26	36	15	18	6
26	37	16	18	6
26	38	16	18	6
26	39	20	18	6
26	40	120	6	8
26	41	130	6	8
26	42	80	7	12
26	43	125	6	8
26	44	-88	16	4
26	45	200	1	13
26	46	52	19	16
26	47	40	19	16
26	48	65	18	11
26	49	-88	15	4
26	50	14.5	1	7
26	51	4.5	1	7
26	52	44	18	14
26	53	24	18	4
26	54	38	18	15
26	55	-88	16	4
26	56	1.25	1	7
26	57	-88	16	4
26	58	6	5	4
26	59	10	5	4
26	60	26	5	4
26	61	16	5	4
26	62	8	5	4
26	63	20	5	4
26	64	24	5	4
26	65	30	5	6
26	66	10	5	4
26	67	-88	16	4
26	68	40	18	12
26	69	22	1	7
26	70	-88	16	5
26	71	120	18	12
27	0	78.5999984741211	19	8
27	1	7.5	1	8
27	2	150	19	5
27	3	70	19	5
27	4	70	19	5
27	5	230	19	5
27	6	100	19	5
27	7	5	9	4
27	8	-77	16	4
27	9	.5	9	4
27	10	10	9	4
27	11	13	1	6
27	12	50	1	6
27	13	16	17	5
27	14	15	2	5
27	15	12	2	5
27	16	18	18	3
27	17	12	18	3
27	18	9	18	3
27	19	8	18	3
27	20	5	18	3
27	21	12	18	3
27	22	15	18	3
27	23	30	18	3
27	24	30	18	3
27	25	10	18	3
27	26	17	18	3
27	27	12	18	3
27	28	12	18	3
27	29	-88	88	3
27	30	14	1	8
27	31	20	1	8
27	32	140	1	8
27	33	2.75	1	8
27	34	-77	16	3
27	35	-77	16	3
27	36	-77	16	3
27	37	14	18	3
27	38	15	18	3
27	39	-77	88	3
27	40	140	6	9
27	41	-77	16	9
27	42	150	19	6
27	43	-77	88	9
27	44	-88	88	9
27	45	280	1	3
27	46	35	1	5
27	47	10	1	5
27	48	85	1	6
27	49	-88	88	6
27	50	14.5	1	6
27	51	5	1	6
27	52	50	1	6
27	53	30	5	7
27	54	30	18	6
27	55	-88	88	6
27	56	1.20000004768372	1	3
27	57	-77	16	5
27	58	7	5	7
27	59	10	5	7
27	60	20	5	7
27	61	18	5	7
27	62	7	5	7
27	63	35	5	7
27	64	20	5	7
27	65	22	18	3
27	66	9	5	7
27	67	-88	5	7
27	68	46	1	6
27	69	23	1	6
27	70	-88	88	3
27	71	80	18	6
28	0	82	15	5
28	1	7	1	5
28	2	150	1	5
28	3	90	1	5
28	4	75	1	5
28	5	220	1	5
28	6	100	1	5
28	7	4	9	2
28	8	.200000002980232	9	2
28	9	.25	9	2
28	10	11	9	2
28	11	15	1	5
28	12	43	1	5
28	13	15.25	17	5
28	14	15	2	3
28	15	12	2	3
28	16	16.5	18	3
28	17	13	18	3
28	18	11	18	3
28	19	9.5	18	3
28	20	6.5	18	3
28	21	11	18	3
28	22	11	18	3
28	23	25	18	3
28	24	27	18	3
28	25	11	18	3
28	26	13	18	3
28	27	12	18	3
28	28	-88	16	3
28	29	-88	16	3
28	30	16	1	5
28	31	-88	16	5
28	32	140	18	5
28	33	2.5	1	5
28	34	-88	16	5
28	35	-88	16	5
28	36	12	18	5
28	37	12	18	5
28	38	20	18	5
28	39	28	18	5
28	40	110	6	4
28	41	-88	6	4
28	42	100	19	4
28	43	-88	16	5
28	44	-88	16	5
28	45	180	19	4
28	46	40	19	4
28	47	25	19	4
28	48	80	1	4
28	49	-88	16	5
28	50	14.5	2	4
28	51	4.5	1	4
28	52	45	1	5
28	53	25	5	5
28	54	38	1	5
28	55	-88	16	5
28	56	1.20000004768372	1	5
28	57	-88	16	5
28	58	6	19	5
28	59	8	5	5
28	60	16	5	5
28	61	10	1	5
28	62	8	5	5
28	63	36	19	5
28	64	18	5	5
28	65	20	4	5
28	66	11	5	5
28	67	-88	16	4
28	68	35	18	5
28	69	26	18	5
28	70	-88	16	5
28	71	47	4	5
29	0	60	1	1
29	1	5	2	1
29	2	120	3	1
29	3	50	3	1
29	4	140	3	1
29	5	200	3	1
29	6	60	3	1
29	7	5	9	1
29	8	.200000002980232	9	1
29	9	2.20000004768372	9	1
29	10	10	9	1
29	11	14	1	1
29	12	50	1	1
29	13	17	1	1
29	14	-79	16	1
29	15	-79	16	1
29	16	18	19	1
29	17	14	19	1
29	18	10	19	1
29	19	10	19	1
29	20	7	19	1
29	21	11	19	1
29	22	6	19	1
29	23	28	19	1
29	24	28	1	1
29	25	12	1	1
29	26	14	1	1
29	27	12	1	1
29	28	-79	16	1
29	29	-88	88	1
29	30	14	19	1
29	31	14	19	1
29	32	160	19	2
29	33	2.70000004768372	19	1
29	34	22	1	1
29	35	45	1	1
29	36	-79	16	1
29	37	16	19	1
29	38	24	19	1
29	39	25	19	1
29	40	100	1	1
29	41	120	7	1
29	42	80	7	1
29	43	140	7	1
29	44	-88	88	1
29	45	200	19	1
29	46	50	19	1
29	47	50	1	1
29	48	70	19	1
29	49	-88	88	1
29	50	14.5	1	1
29	51	4.5	1	1
29	52	25	1	1
29	53	20	1	1
29	54	38	1	1
29	55	-88	88	1
29	56	1.20000004768372	1	1
29	57	37	1	1
29	58	8	1	1
29	59	10	1	1
29	60	24	1	1
29	61	16	1	1
29	62	6	1	1
29	63	32	1	1
29	64	15	1	1
29	65	28	1	1
29	66	9	1	1
29	67	-88	88	1
29	68	18	19	1
29	69	40	19	1
29	70	-88	88	1
29	71	60	1	1
30	0	-77	1	5
30	1	4.5	1	5
30	2	30	1	7
30	3	75	1	7
30	4	41	1	7
30	5	20	1	7
30	6	25	1	7
30	7	2.79999995231628	9	9
30	8	.75	9	9
30	9	.449999988079071	9	9
30	10	.5	9	9
30	11	15	1	5
30	12	55	1	5
30	13	24	1	5
30	14	15	2	1
30	15	12	2	1
30	16	15	19	10
30	17	12	19	10
30	18	6	19	10
30	19	8	19	10
30	20	8	19	10
30	21	7	19	10
30	22	-77	16	10
30	23	-77	16	10
30	24	10	19	8
30	25	18	19	8
30	26	-77	16	8
30	27	19	19	8
30	28	13	19	8
30	29	-88	88	8
30	30	10	1	11
30	31	-77	16	11
30	32	125	1	11
30	33	2	1	11
30	34	-77	16	10
30	35	-77	16	10
30	36	-77	16	10
30	37	-77	16	10
30	38	-77	16	10
30	39	10	1	10
30	40	100	6	6
30	41	-77	16	6
30	42	-77	16	6
30	43	-77	16	6
30	44	-88	88	6
30	45	-77	16	1
30	46	70	1	12
30	47	-77	16	12
30	48	75	1	5
30	49	4	1	12
30	50	21	1	5
30	51	5	1	5
30	52	25	1	5
30	53	20	1	5
30	54	45	1	5
30	55	-88	88	5
30	56	1.25	1	5
30	57	-88	16	13
30	58	5	5	13
30	59	4	5	13
30	60	22	5	13
30	61	13	5	13
30	62	4.5	5	13
30	63	21	5	13
30	64	-77	16	13
30	65	19	19	10
30	66	10	5	13
30	67	-77	16	13
30	68	-77	16	11
30	69	23	1	11
30	70	-88	88	10
30	71	130	1	5
31	0	25	1	3
31	1	6	1	3
31	2	120	1	1
31	3	80	1	1
31	4	50	1	3
31	5	90	1	3
31	6	80	1	1
31	7	5	1	1
31	8	.150000005960464	1	1
31	9	1	1	1
31	10	1	1	1
31	11	12	1	1
31	12	8	1	3
31	13	21	1	1
31	14	-88	88	2
31	15	-88	88	2
31	16	17	19	4
31	17	12	19	4
31	18	7.5	19	4
31	19	8	19	4
31	20	7.69999980926514	19	4
31	21	-88	88	4
31	22	-88	88	4
31	23	26	19	4
31	24	35	19	4
31	25	12	19	4
31	26	20	19	4
31	27	16	19	4
31	28	-88	88	4
31	29	-88	88	4
31	30	10	1	1
31	31	20	1	1
31	32	120	1	1
31	33	2	19	4
31	34	-88	88	4
31	35	-88	88	4
31	36	-88	88	4
31	37	-88	88	4
31	38	-88	88	4
31	39	-88	88	4
31	40	100	1	1
31	41	-88	88	4
31	42	-88	88	4
31	43	-88	88	4
31	44	-88	88	4
31	45	-88	88	4
31	46	45	1	3
31	47	-88	88	3
31	48	90	1	3
31	49	-88	88	3
31	50	16	1	3
31	51	7	19	4
31	52	23	1	1
31	53	20	1	3
31	54	35	1	1
31	55	-88	88	1
31	56	1	1	3
31	57	-88	88	4
31	58	6	19	4
31	59	7	1	3
31	60	8	1	3
31	61	30	19	4
31	62	5	1	3
31	63	17	1	1
31	64	-88	88	1
31	65	15	1	1
31	66	10	1	3
31	67	-88	88	3
31	68	-88	88	4
31	69	-88	88	4
31	70	-88	88	4
31	71	150	19	4
32	0	20	1	1
32	1	5	1	1
32	2	80	1	1
32	3	150	1	1
32	4	50	1	1
32	5	170	1	1
32	6	150	1	1
32	7	2	1	1
32	8	1	1	2
32	9	.100000001490116	1	1
32	10	1	1	1
32	11	10	1	1
32	12	50	1	1
32	13	18	1	1
32	14	-88	88	2
32	15	-88	88	2
32	16	18.5	1	1
32	17	14	1	1
32	18	12	1	1
32	19	9	1	1
32	20	5.5	1	1
32	21	-88	88	3
32	22	6	1	1
32	23	25	1	1
32	24	16	1	1
32	25	12	1	1
32	26	12	1	1
32	27	12.5	1	1
32	28	-88	88	3
32	29	-88	88	3
32	30	13	1	1
32	31	15	1	1
32	32	180	1	1
32	33	2.5	1	1
32	34	-88	88	3
32	35	-88	88	3
32	36	-88	88	3
32	37	-88	88	3
32	38	-88	88	3
32	39	20	1	1
32	40	90	1	1
32	41	-88	88	3
32	42	-88	88	3
32	43	-88	88	3
32	44	-88	88	3
32	45	-88	88	3
32	46	70	1	1
32	47	14	1	1
32	48	90	1	1
32	49	-88	88	3
32	50	15.3999996185303	1	1
32	51	6	1	1
32	52	25	1	1
32	53	24	1	1
32	54	35	1	1
32	55	-88	88	3
32	56	1.25	1	1
32	57	-88	88	3
32	58	8	1	1
32	59	8	1	1
32	60	10	1	1
32	61	60	1	1
32	62	4	1	1
32	63	26	1	1
32	64	-88	88	3
32	65	20	88	1
32	66	12	1	1
32	67	-88	88	3
32	68	-88	88	3
32	69	-88	88	3
32	70	-88	88	3
32	71	160	1	1
33	0	5	1	1
33	1	6	1	1
33	2	25	1	1
33	3	40	1	1
33	4	85	1	1
33	5	20	1	1
33	6	140	1	1
33	7	0	10	4
33	8	6.19999980926514	9	4
33	9	9.89999961853027	10	4
33	10	14.5	10	4
33	11	15	1	1
33	12	50	1	1
33	13	15.3500003814697	1	3
33	14	15	12	1
33	15	12.5	12	1
33	16	12.6499996185303	19	2
33	17	11.6499996185303	19	4
33	18	7	19	2
33	19	8.30000019073486	19	4
33	20	8.30000019073486	19	1
33	21	7.30000019073486	19	2
33	22	6.65000009536743	19	3
33	23	-88	88	4
33	24	10	19	4
33	25	6.65000009536743	19	2
33	26	8	19	2
33	27	10	19	3
33	28	-88	88	2
33	29	-88	88	2
33	30	15	17	4
33	31	-88	88	3
33	32	120	19	2
33	33	1.75	19	2
33	34	13	19	4
33	35	-88	88	3
33	36	5	19	4
33	37	-88	88	3
33	38	5	19	2
33	39	15	19	2
33	40	66	17	2
33	41	-88	19	2
33	42	50	19	2
33	43	-88	19	2
33	44	-88	19	1
33	45	320	1	3
33	46	39	4	2
33	47	15	17	4
33	48	96	1	2
33	49	-88	16	2
33	50	16	1	2
33	51	6	1	4
33	52	25	1	4
33	53	6	19	2
33	54	35	19	2
33	55	-88	16	2
33	56	2	1	3
33	57	-88	16	4
33	58	8	19	2
33	59	7	19	4
33	60	-88	16	2
33	61	8	19	2
33	62	7	19	4
33	63	10	19	2
33	64	-88	16	4
33	65	18	19	2
33	66	8	19	2
33	67	-88	16	2
33	68	-88	19	4
33	69	-77	1	2
33	70	-88	19	3
33	71	70	19	3
34	0	4	1	1
34	1	6	1	2
34	2	120	1	1
34	3	90	1	1
34	4	40	1	1
34	5	140	1	2
34	6	150	1	2
34	7	4	9	2
34	8	1	10	2
34	9	.150000005960464	10	1
34	10	3	10	1
34	11	-77	88	2
34	12	50	1	1
34	13	16.2999992370605	17	2
34	14	-77	88	2
34	15	-77	88	1
34	16	16	19	1
34	17	12	19	1
34	18	7	19	1
34	19	7.65000009536743	19	1
34	20	6.65000009536743	19	1
34	21	9	19	2
34	22	7.65000009536743	19	2
34	23	-77	88	2
34	24	12	19	1
34	25	7	19	1
34	26	9	19	1
34	27	9	19	1
34	28	-77	16	2
34	29	-88	16	1
34	30	-88	16	1
34	31	-88	16	2
34	32	110	19	1
34	33	1.5	19	2
34	34	12	19	2
34	35	-88	16	1
34	36	7	19	1
34	37	7.25	19	2
34	38	12.5	19	2
34	39	10	19	1
34	40	50	17	1
34	41	-88	16	1
34	42	-88	16	1
34	43	-88	19	2
34	44	-88	19	2
34	45	-88	77	2
34	46	30	19	2
34	47	20	17	2
34	48	55	19	1
34	49	-88	19	2
34	50	15.3000001907349	1	2
34	51	5	19	1
34	52	24.6499996185303	1	2
34	53	5.5	19	2
34	54	35	19	2
34	55	-88	19	2
34	56	1	1	2
34	57	-77	16	1
34	58	5	16	2
34	59	10	16	2
34	60	12	16	1
34	61	6.34999990463257	19	1
34	62	5	19	1
34	63	13.3500003814697	19	1
34	64	-77	16	2
34	65	12	19	2
34	66	10	19	1
34	67	-88	1	2
34	68	-88	16	2
34	69	-88	19	1
34	70	-88	16	1
34	71	80	19	2
35	0	4	1	1
35	1	6	1	2
35	2	120	1	2
35	3	90	1	1
35	4	35	1	1
35	5	120	1	1
35	6	120	1	2
35	7	4	9	1
35	8	1	10	1
35	9	.150000005960464	10	1
35	10	3	9	1
35	11	14	1	2
35	12	50	1	2
35	13	16.2999992370605	17	1
35	14	14.6999998092651	17	2
35	15	12	17	2
35	16	16	19	2
35	17	12	19	2
35	18	7	19	2
35	19	7.65000009536743	19	1
35	20	6.65000009536743	19	1
35	21	9	19	1
35	22	7.65000009536743	19	1
35	23	20	19	1
35	24	12	19	2
35	25	6.65000009536743	19	1
35	26	9	19	1
35	27	9	19	1
35	28	-77	16	1
35	29	-88	19	2
35	30	-88	1	1
35	31	-88	1	2
35	32	110	19	1
35	33	1.5	1	2
35	34	12	19	1
35	35	-88	19	1
35	36	7	19	2
35	37	7.25	19	1
35	38	12.5	19	2
35	39	10	19	1
35	40	60	17	1
35	41	-88	19	2
35	42	-88	1	1
35	43	-88	1	1
35	44	-88	1	2
35	45	-88	1	2
35	46	30	17	1
35	47	20	17	2
35	48	50	19	1
35	49	-88	1	1
35	50	15.3000001907349	1	1
35	51	5	19	2
35	52	24.6499996185303	1	2
35	53	5.5	19	1
35	54	35	19	2
35	55	-88	1	2
35	56	1	1	2
35	57	-88	19	1
35	58	5	19	1
35	59	8	19	1
35	60	-77	19	2
35	61	6.34999990463257	19	1
35	62	5	19	1
35	63	13.3500003814697	19	2
35	64	-88	19	2
35	65	12	19	1
35	66	10	19	2
35	67	-88	19	1
35	68	-88	1	1
35	69	16	19	2
35	70	-88	19	1
35	71	80	19	1
36	0	4	1	1
36	1	6	1	2
36	2	40	1	1
36	3	80	1	1
36	4	40	1	3
36	5	120	1	2
36	6	140	1	2
36	7	0	10	3
36	8	1	10	1
36	9	.150000005960464	10	3
36	10	3	10	4
36	11	14	1	1
36	12	60	1	1
36	13	20	1	2
36	14	14.8000001907349	17	4
36	15	12	17	4
36	16	15	19	2
36	17	13.3500003814697	19	3
36	18	9	19	2
36	19	10	19	4
36	20	8.35000038146973	19	2
36	21	10	19	2
36	22	8.35000038146973	19	2
36	23	17	19	2
36	24	12	19	4
36	25	8	19	3
36	26	9	19	3
36	27	9	19	2
36	28	-77	19	2
36	29	-88	16	2
36	30	15	17	2
36	31	-88	16	1
36	32	130	19	2
36	33	1.5	19	4
36	34	-77	19	2
36	35	-88	16	4
36	36	7	19	2
36	37	7	19	2
36	38	13	19	2
36	39	13.3500003814697	19	2
36	40	50	17	1
36	41	-88	16	2
36	42	-88	16	4
36	43	-88	16	4
36	44	-88	16	2
36	45	20	17	4
36	46	35	17	2
36	47	12	17	2
36	48	48	19	2
36	49	-88	16	2
36	50	16.5	17	4
36	51	5.80000019073486	19	2
36	52	39	1	2
36	53	11	19	2
36	54	17.5	19	2
36	55	-88	19	2
36	56	2	17	2
36	57	-88	16	3
36	58	3	19	4
36	59	8	19	5
36	60	-88	16	4
36	61	14	19	2
36	62	4	19	2
36	63	13	19	2
36	64	-88	16	2
36	65	13.3500003814697	19	4
36	66	10	19	4
36	67	6	19	4
36	68	-88	16	1
36	69	16	19	4
36	70	-88	16	4
36	71	80	19	3
37	0	30	19	5
37	1	8	1	6
37	2	240	1	4
37	3	250	19	4
37	4	80	19	4
37	5	350	19	4
37	6	60	1	4
37	7	-88	16	6
37	8	1	10	7
37	9	12	9	7
37	10	10	9	7
37	11	13	1	6
37	12	50	1	6
37	13	15.1499996185303	17	6
37	14	 	12	6
37	15	-88	16	6
37	16	15	1	3
37	17	12	1	3
37	18	7	1	3
37	19	5.5	1	3
37	20	5.40000009536743	1	3
37	21	5	1	3
37	22	-88	16	3
37	23	45	7	5
37	24	18	7	5
37	25	17	19	5
37	26	18	7	5
37	27	18	19	5
37	28	17	19	5
37	29	0	16	5
37	30	9	17	5
37	31	25	14	5
37	32	130	14	5
37	33	2.5	1	6
37	34	-77	16	3
37	35	-77	16	3
37	36	-77	16	3
37	37	16	19	3
37	38	-77	16	3
37	39	-77	77	3
37	40	130	6	5
37	41	180	6	5
37	42	80	19	5
37	43	180	6	5
37	44	0	16	5
37	45	40	1	4
37	46	70	17	5
37	47	9	17	5
37	48	50	1	6
