childid	actidr3	actr3	actownr3	actmthr3	actdayhr3	acthrsr3	pymrecr3
PE028022	2	3	1	12	30	1	0
PE028023	1	2	1	12	7	1	0
PE028025	1	3	1	12	15	4	0
PE028025	2	2	1	12	15	5	0
PE038001	1	2	1	12	20	1	0
PE038001	2	1	1	12	20	1	0
PE038001	3	1	1	12	10	6	0
PE038002	1	2	1	12	30	1	0
PE038002	2	3	1	12	30	2	0
PE038003	1	3	1	7	5	2	0
PE038003	2	1	1	7	5	2	0
PE038004	1	1	1	7	30	2	0
PE038006	1	2	1	7	7	2	0
PE038006	2	1	1	7	4	2	0
PE038007	1	1	1	12	20	8	0
PE038007	2	2	1	12	30	4	0
PE038008	1	2	1	6	5	2	0
PE038009	1	2	1	12	30	1	0
PE038009	2	1	1	12	20	2	0
PE038010	1	4	2	4	7	1	1
PE038011	1	2	1	12	8	1	0
PE038011	2	4	1	12	20	1	0
PE038012	1	4	1	12	30	1	0
PE038012	2	2	1	12	30	1	0
PE038014	1	6	1	1	5	2	1
PE038015	1	1	1	12	7	9	3
PE038015	2	2	1	12	7	1	0
PE038016	1	2	1	12	31	1	0
PE038017	1	3	1	2	12	3	0
PE038019	1	1	1	12	5	8	0
PE038019	2	2	1	12	5	1	0
PE038020	1	1	2	2	30	3	1
PE038020	2	3	1	12	30	1	0
PE038021	1	1	1	6	15	9	0
PE038022	1	2	1	12	6	2	0
PE038024	1	1	1	1	4	2	1
PE038025	1	2	1	12	10	1	0
PE038025	2	2	1	12	15	1	0
PE048001	1	1	2	1	8	8	2
PE048002	1	2	1	3	7	3	0
PE048003	1	1	2	11	12	12	1
PE048005	1	1	2	1	30	9	1
PE048006	1	2	1	12	30	2	0
PE048007	1	1	1	10	7	3	0
PE048007	2	2	1	10	7	1	0
PE048007	3	3	1	10	7	2	0
PE048008	1	2	1	7	7	1	0
PE048009	1	2	1	12	30	2	0
PE048010	1	2	1	12	30	2	0
PE048010	2	1	1	12	30	2	0
PE048012	1	1	1	12	8	2	0
PE048012	2	2	1	12	30	1	0
PE048012	3	3	1	12	30	1	0
PE048013	1	2	1	12	7	2	0
PE048014	1	2	1	12	30	1	0
PE048014	2	2	1	12	4	1	0
PE048014	3	1	1	12	8	8	0
PE048015	1	2	1	12	12	1	0
PE048016	1	2	1	12	30	1	0
PE048016	2	2	1	12	30	1	0
PE048016	3	2	1	12	30	1	0
PE048017	1	1	1	12	12	2	0
PE048018	1	2	1	12	30	3	0
PE048018	2	2	1	12	30	1	0
PE048018	3	2	1	12	30	2	0
PE048019	1	6	2	2	26	9	1
PE048020	1	2	1	11	7	2	0
PE048021	1	2	1	12	8	1	0
PE048021	2	1	1	12	4	1	0
PE048021	3	1	1	12	8	1	0
PE048022	1	1	1	12	30	2	0
PE048022	2	2	1	12	30	4	0
PE048023	1	1	2	12	4	10	1
PE048023	2	2	1	12	30	2	0
PE048025	1	2	1	12	24	1	0
PE048025	2	2	1	12	24	1	0
PE048025	3	2	1	12	12	1	0
PE048025	4	1	1	12	20	8	0
PE048026	1	1	2	5	4	8	1
PE048026	2	2	1	12	4	1	0
PE058001	1	2	1	12	20	2	0
PE058001	2	2	1	12	20	1	0
PE058001	3	3	1	12	20	1	0
PE058003	1	2	1	12	30	2	0
PE058004	1	3	1	12	30	1	1
PE058004	2	2	1	12	30	1	1
PE058004	3	2	1	12	30	1	1
PE058004	4	2	1	12	30	1	1
PE058005	1	1	1	1	2	2	1
PE058006	1	2	1	12	7	1	0
PE058006	2	2	1	12	23	1	0
PE058007	1	7	1	5	30	3	0
PE058008	1	2	1	12	30	1	0
PE058011	1	2	1	12	30	2	0
PE058011	2	1	1	12	30	1	0
PE058011	3	3	1	12	30	1	0
PE058013	1	2	1	12	30	3	0
PE058013	2	3	1	12	30	1	0
PE058014	1	1	2	12	8	5	1
PE058014	2	2	1	12	30	1	0
PE058014	3	1	1	12	30	3	0
PE058015	1	4	1	12	30	1	0
PE058016	1	2	1	12	31	1	0
PE058017	1	2	1	2	16	1	0
PE058017	2	1	1	6	20	3	5
PE058019	1	6	2	7	4	12	1
PE058020	1	2	1	12	30	4	0
PE058020	2	3	1	12	30	9	0
PE058020	3	2	1	12	30	2	0
PE058021	1	3	1	12	30	3	0
PE058021	2	1	1	12	30	5	0
PE058023	1	2	1	12	7	4	0
PE058025	1	2	1	3	30	1	0
PE058026	1	2	1	12	30	2	0
PE058026	2	3	1	12	30	3	0
PE058027	1	1	1	12	3	2	0
PE058029	1	1	2	1	24	8	1
PE058030	1	1	1	12	12	3	0
PE068001	1	7	1	12	30	3	0
PE068002	1	2	1	12	30	2	0
PE068003	1	2	1	4	20	4	0
PE068004	1	2	1	12	30	1	0
PE068004	2	3	1	12	30	2	0
PE068004	3	1	1	12	8	1	0
PE068005	1	2	1	12	30	1	0
PE068007	1	4	1	4	30	4	0
PE068008	1	2	1	1	6	2	0
PE068008	2	2	1	12	20	1	0
PE068009	1	4	1	12	28	1	0
PE068010	1	2	1	12	30	1	0
PE068010	2	3	1	12	30	2	0
PE068010	3	1	1	12	8	1	0
PE068011	1	2	1	12	4	1	0
PE068011	2	2	1	12	4	2	0
PE068011	3	2	1	12	26	1	0
PE068012	1	3	1	7	7	3	0
PE068012	2	5	1	7	7	7	0
PE068013	1	2	1	12	30	3	0
PE068015	1	2	1	12	30	2	0
PE068015	2	4	1	12	30	4	0
PE068016	1	2	1	12	30	1	0
PE068016	2	2	1	12	30	1	0
PE068017	1	3	2	3	30	6	2
PE068017	2	1	2	1	15	8	1
PE068018	1	2	1	12	30	1	0
PE068018	2	3	1	12	30	1	0
PE068019	1	2	1	12	15	1	0
PE068020	1	3	1	12	30	2	0
PE068020	2	2	1	12	30	1	0
PE068021	1	2	1	10	7	2	0
PE068022	1	4	1	12	24	2	0
PE068022	2	2	1	12	16	1	0
PE068022	3	2	1	6	20	1	0
PE068023	1	2	1	12	8	1	0
PE068025	1	4	1	12	30	2	0
PE068025	2	2	1	12	30	2	0
PE068025	3	3	1	12	30	2	0
PE078001	1	7	1	12	20	1	5
PE078002	1	7	1	2	30	8	3
PE078002	2	2	1	4	4	8	0
PE078003	1	4	1	4	5	4	0
PE078005	1	2	1	12	2	2	0
PE078005	2	6	2	5	9	7	1
PE078006	1	3	1	12	30	2	0
PE078007	1	6	2	8	2	8	1
PE078007	2	2	1	6	8	1	0
PE078009	1	2	1	12	15	1	0
PE078011	1	3	1	12	7	2	0
PE078011	2	2	1	12	7	2	0
PE078012	1	7	2	12	4	4	1
PE078013	1	2	1	12	10	2	0
PE078013	2	3	1	12	15	2	0
PE078014	1	2	1	12	30	1	0
PE078015	1	3	1	5	7	1	0
PE078015	2	4	1	12	6	4	5
PE078016	1	2	1	12	20	2	0
PE078017	1	2	1	1	10	2	0
PE078017	2	2	1	12	7	1	0
PE078017	3	2	1	12	3	1	0
PE078018	1	2	1	12	20	1	0
PE078018	2	3	1	12	25	1	0
PE078019	1	4	2	12	20	1	1
PE078019	2	2	1	12	4	2	0
PE078019	3	2	1	12	5	2	0
PE078020	1	2	1	12	30	2	0
PE078020	2	4	1	12	30	3	0
PE078021	1	4	1	12	8	2	0
PE078021	2	2	1	12	8	1	0
PE078022	1	2	1	12	18	3	0
PE078023	1	2	1	12	5	1	0
PE078026	1	5	2	3	20	5	5
PE078027	1	5	2	12	2	8	5
PE078028	1	2	1	12	7	1	0
PE078029	1	2	1	12	15	1	0
PE078029	2	7	1	2	6	5	0
PE078030	1	2	1	12	30	2	0
PE078030	2	3	1	12	30	1	0
PE078031	1	2	1	12	20	2	0
PE078031	2	6	2	12	8	4	1
PE078032	1	2	1	12	30	4	0
PE078032	2	4	2	12	12	8	1
PE078033	1	2	1	12	8	2	0
PE078033	2	7	2	4	20	1	1
PE078034	1	2	1	12	20	1	0
PE078034	2	3	1	12	25	1	0
PE078035	1	2	1	12	30	1	0
PE078036	1	6	2	3	30	10	1
PE078036	2	6	2	8	20	10	1
PE078036	3	1	1	3	20	6	0
PE078037	1	2	1	12	30	1	0
PE078038	1	2	1	12	15	2	0
PE078039	1	3	1	12	30	1	0
PE078039	2	2	1	12	30	3	0
PE078039	3	1	1	12	30	3	0
PE078040	1	2	1	12	12	1	0
PE078041	1	4	1	2	30	4	5
PE078042	1	2	1	12	30	2	0
PE078042	2	2	1	12	8	12	0
PE078043	1	3	1	12	30	6	0
PE078043	2	4	2	2	20	8	1
PE078045	1	2	1	12	20	1	0
PE078045	2	2	1	12	25	2	0
PE078045	3	2	1	12	15	2	0
PE078046	1	2	1	12	26	1	0
PE078046	2	7	1	4	26	2	0
PE078047	1	2	1	12	30	2	0
PE078047	2	3	1	12	20	4	0
PE078048	1	2	1	8	7	2	0
PE078049	1	2	1	12	30	1	0
PE078049	2	4	1	12	30	3	0
PE078050	1	3	1	3	24	6	0
PE078050	2	2	1	12	30	2	0
PE078050	3	2	1	12	30	3	5
PE078051	1	2	1	12	5	3	0
PE078051	2	3	1	12	5	1	0
PE078051	3	6	2	2	15	14	1
PE078052	1	6	2	5	4	7	1
PE078052	2	6	2	5	4	5	1
PE088001	1	2	1	12	7	1	0
PE088001	2	4	1	12	7	1	0
PE088002	1	2	2	5	8	10	1
PE088003	1	6	2	1	4	6	1
PE088003	2	2	1	12	12	1	0
PE088003	3	2	1	12	8	1	0
PE088004	1	2	1	12	30	2	0
PE088004	2	4	1	9	30	2	0
PE088004	3	6	1	3	22	11	1
PE088005	1	3	2	6	12	3	0
PE088005	2	4	1	8	4	1	0
PE088005	3	2	1	12	4	2	0
PE088007	1	2	1	12	1	2	0
PE088007	2	4	1	12	30	2	0
PE088007	3	4	1	12	30	2	0
PE088008	1	2	1	12	30	1	0
PE088008	2	3	1	8	12	1	0
PE088009	1	2	1	12	18	1	0
PE088010	1	2	1	12	30	2	0
PE088010	2	3	1	12	30	2	0
PE088011	1	6	2	6	8	5	5
PE088011	2	2	1	12	30	1	0
PE088012	1	2	1	12	20	1	0
PE088012	2	4	1	12	5	2	0
PE088013	1	2	1	12	16	2	0
PE088014	1	2	1	12	30	2	0
PE088014	2	3	1	12	30	1	0
PE088015	1	2	1	12	13	2	0
PE088016	1	2	1	12	18	3	0
PE088017	1	2	1	12	30	1	0
PE088017	2	7	2	5	1	3	1
PE088018	1	7	1	12	30	1	0
PE088019	1	2	1	12	30	2	0
PE088020	1	2	1	12	25	2	0
PE088021	1	2	1	12	30	3	0
PE088022	1	2	1	12	5	2	0
PE088022	2	4	1	12	4	6	5
PE088023	1	4	2	4	8	7	1
PE088024	1	6	2	1	20	8	1
PE088025	1	2	1	12	20	2	0
PE088025	2	4	2	12	7	5	1
PE088026	1	2	1	12	20	2	0
PE088027	1	2	1	3	20	3	0
PE088028	1	2	1	12	30	2	0
PE088029	1	6	2	2	20	4	5
PE088029	2	6	2	1	18	10	1
PE088031	1	2	1	12	20	1	0
PE088031	2	2	1	12	15	1	0
PE088031	3	2	1	12	10	1	0
PE098001	1	1	2	1	22	9	1
PE098001	2	1	1	7	10	3	0
PE098002	1	1	1	12	30	2	0
PE098002	2	2	1	12	15	1	0
PE098002	3	3	1	12	18	1	0
PE098002	4	1	2	12	5	8	1
PE098003	1	3	2	5	20	5	5
PE098003	2	2	1	12	12	2	0
PE098003	3	6	2	6	24	8	3
PE098004	1	2	1	12	30	4	0
PE098004	2	1	1	12	30	2	0
PE098005	1	1	1	12	30	2	0
PE098005	2	2	1	12	30	2	0
PE098006	1	2	1	12	30	2	0
PE098007	1	2	1	12	30	2	0
PE098008	1	2	1	12	30	1	0
PE098008	2	1	1	12	30	2	0
PE098009	1	1	1	12	7	1	0
PE098009	2	2	1	12	4	1	0
PE098010	1	2	1	12	15	2	0
PE098010	2	1	1	12	30	2	0
PE098011	1	2	1	12	30	4	0
PE098011	2	3	1	12	30	2	0
PE098011	3	1	1	5	4	8	0
PE098012	1	1	1	12	30	1	0
PE098012	2	2	1	12	31	1	0
PE098012	3	4	1	12	30	2	0
PE098013	1	6	2	3	24	12	1
PE098013	2	2	1	9	30	1	0
PE098014	1	2	1	12	30	2	0
PE098014	2	1	1	12	6	5	0
PE098015	1	1	1	12	28	2	0
PE098015	2	2	1	12	25	1	0
PE098016	1	2	1	12	22	3	0
PE098017	1	2	1	12	24	3	0
PE098018	1	2	1	12	20	1	0
PE098018	2	3	1	12	18	1	0
PE098019	1	6	2	0	12	8	1
PE098019	2	1	1	12	15	3	0
PE098019	3	2	1	12	30	1	0
PE098020	1	6	2	1	24	4	1
PE098020	2	2	1	12	30	2	0
PE098021	1	2	1	12	30	2	0
PE098021	2	1	1	12	30	1	0
PE098021	3	6	2	11	15	3	1
PE098022	1	1	1	12	24	3	0
PE098022	2	2	1	12	30	1	0
PE098023	1	1	1	12	8	3	0
PE098023	2	2	1	12	30	1	0
PE098024	1	1	1	12	30	1	0
PE098024	2	2	1	12	20	1	0
PE098024	3	3	1	12	18	1	0
PE098025	1	2	1	12	12	3	0
PE098025	2	1	1	12	30	4	0
PE098026	1	2	1	12	30	1	0
PE098026	2	1	1	12	8	1	0
PE098028	1	2	1	12	30	3	0
PE098028	2	3	1	12	30	2	0
PE098028	3	1	2	2	20	8	3
PE098028	4	4	2	5	8	3	2
PE098029	1	2	1	12	6	1	0
PE098029	2	1	1	12	6	3	0
PE108001	1	2	1	12	8	2	0
PE108002	1	4	1	12	30	2	0
PE108003	1	2	1	12	4	1	0
PE108004	1	6	1	12	4	12	1
PE108005	1	2	1	12	20	2	0
PE108006	1	2	1	12	24	3	0
PE108006	2	3	2	12	5	3	5
PE108007	1	4	1	12	30	1	0
PE108007	2	2	1	12	12	1	0
PE108008	1	6	2	10	4	8	1
PE108009	1	2	1	12	30	1	0
PE108010	1	2	1	12	20	1	0
PE108010	2	3	1	12	20	1	0
PE108011	1	2	1	4	8	1	0
PE108013	1	2	1	12	30	1	0
PE108015	1	2	1	12	30	1	0
PE108015	2	3	2	2	30	9	2
PE108016	1	2	1	12	5	1	0
PE108016	2	4	1	12	5	1	0
PE108016	3	4	1	1	20	6	5
PE108017	1	2	1	12	30	1	0
PE108018	1	2	1	12	30	2	0
PE108018	2	3	1	12	30	2	0
PE108018	3	4	1	12	8	3	0
PE108019	1	2	1	12	4	2	0
PE108019	2	2	1	12	8	1	0
PE108020	1	2	1	12	30	1	0
PE108020	2	3	1	12	30	1	0
PE108021	1	2	1	12	30	1	0
PE108022	1	2	1	12	16	1	0
PE108023	1	2	1	12	10	3	0
PE108024	1	2	1	12	30	1	0
PE108025	1	2	1	12	30	3	0
PE108025	2	3	1	12	30	3	0
PE108025	3	4	1	12	30	2	0
PE108026	1	2	1	12	25	1	0
PE108027	1	6	2	2	10	9	1
PE108027	2	7	2	12	10	4	2
PE108027	3	3	2	6	5	10	5
PE108027	4	2	1	12	30	2	0
PE108028	1	2	1	12	7	1	0
PE108029	1	1	1	12	20	1	0
PE108029	2	2	1	12	30	2	0
PE118001	1	1	1	12	20	1	0
PE118001	2	2	1	12	30	1	0
PE118001	3	3	1	12	20	1	0
PE118002	1	2	1	12	25	3	0
PE118002	2	4	1	12	31	2	0
PE118003	1	2	1	12	30	2	0
PE118003	2	1	1	12	30	2	0
PE118004	1	2	1	12	30	3	0
PE118005	1	2	1	12	30	2	0
PE118006	1	1	2	12	4	8	1
PE118007	1	1	1	12	10	2	0
PE118007	2	2	1	12	15	2	0
PE118008	1	1	1	12	8	6	0
PE118008	2	2	1	12	24	3	0
PE118009	1	2	1	12	30	2	0
PE118009	2	1	1	12	30	2	0
PE118010	1	2	1	12	30	2	0
PE118010	2	4	1	12	30	3	0
PE118011	1	2	1	12	30	2	0
PE118011	2	1	1	12	15	3	0
PE118012	1	1	2	2	4	8	1
PE118013	1	1	2	1	15	8	1
PE118013	2	1	1	1	7	7	0
PE118014	1	1	1	12	3	1	0
PE118014	2	2	1	12	7	1	0
PE118015	1	2	1	12	30	2	0
PE118015	2	3	1	12	30	2	0
PE118015	3	1	1	12	20	2	0
PE118016	1	1	2	12	1	8	1
PE118016	2	2	1	12	7	1	0
PE118017	1	1	1	12	30	3	0
PE118017	2	2	1	12	30	2	0
PE118017	3	3	1	12	30	1	0
PE118018	1	1	1	12	2	10	0
PE118018	2	2	1	12	20	2	0
PE118019	1	2	1	12	30	3	0
PE118019	2	1	1	12	30	3	0
PE118020	1	1	1	1	15	8	0
PE118020	2	2	1	12	31	2	0
PE118020	3	1	2	1	3	7	1
PE118021	1	1	2	12	8	8	1
PE118021	2	2	1	12	30	2	0
PE118021	3	1	1	12	22	2	0
PE118022	1	2	1	12	12	2	5
PE118022	2	1	1	12	6	3	5
PE118023	1	1	2	0	20	8	1
PE118023	2	1	1	12	20	2	0
PE118023	3	3	1	12	10	1	0
PE118024	1	2	1	12	30	7	0
PE118027	1	2	1	12	30	2	0
PE118028	1	2	1	12	8	2	0
PE118028	2	1	1	12	5	5	0
PE118029	1	2	1	12	4	3	0
PE118029	3	4	1	12	4	2	0
PE118029	4	4	1	12	4	2	0
PE118030	1	2	1	12	30	1	0
PE128002	1	7	2	12	8	4	1
PE128002	2	3	1	12	20	1	0
PE128002	3	2	1	12	30	1	0
PE128003	1	2	1	12	30	3	0
PE128003	2	2	1	12	30	1	0
PE128004	1	4	1	12	30	4	0
PE128005	1	7	2	9	8	5	1
PE128006	1	2	1	7	30	2	0
PE128007	1	2	1	4	5	2	0
PE128007	2	3	1	3	7	4	0
PE128008	1	2	1	12	20	1	0
PE128008	2	2	1	10	20	1	0
PE128009	1	6	2	0	5	8	1
PE128010	1	2	1	12	30	2	0
PE128010	2	3	1	4	30	7	0
PE128011	1	2	1	12	20	1	0
PE128012	1	2	1	12	30	1	0
PE128013	1	6	2	1	18	11	1
PE128013	2	7	2	3	30	8	1
PE128014	1	2	1	12	30	1	0
PE128015	1	2	1	12	28	1	0
PE128015	2	2	1	12	12	1	0
PE128015	3	3	1	12	28	3	0
PE128015	4	4	1	6	16	1	0
PE128016	1	2	1	12	7	2	0
PE128017	1	4	1	12	7	5	0
PE128017	2	2	1	12	6	2	0
PE128017	3	3	1	12	6	1	0
PE128018	1	6	2	5	22	8	1
PE128018	2	2	1	12	30	2	0
PE128019	1	4	2	12	8	12	1
PE128020	1	4	1	12	8	6	5
PE128021	1	7	1	12	8	4	0
PE128022	1	4	2	3	30	6	3
PE128022	2	4	1	6	20	1	0
PE128022	3	4	1	6	4	1	0
PE128022	4	2	1	12	30	1	0
PE128023	1	2	1	12	30	1	0
PE128023	2	3	1	12	30	1	0
PE128024	1	2	1	8	2	2	0
PE128028	1	4	2	2	8	1	0
PE128029	1	6	2	3	28	7	1
PE128029	2	6	2	1	7	12	1
PE128030	1	6	2	1	12	11	1
PE128031	1	2	1	2	16	1	0
PE128031	2	2	1	2	16	2	0
PE128031	3	2	1	2	16	1	0
PE128031	4	2	1	2	16	2	0
PE128032	1	2	1	12	3	1	0
PE128032	2	2	1	12	12	1	0
PE128033	1	2	1	12	20	1	0
PE128034	1	2	1	0	0	1	0
PE128037	1	5	1	1	15	10	1
PE128037	2	6	2	1	7	10	1
PE128039	1	2	1	12	30	1	0
PE128041	1	7	1	5	8	4	1
PE128041	2	2	1	12	24	3	0
PE128042	1	7	2	0	1	1	1
PE128043	1	2	1	12	5	1	0
PE128044	1	6	2	1	20	9	1
PE128044	2	2	1	12	8	1	0
PE128044	3	2	1	12	15	1	0
PE128045	1	2	1	8	15	1	0
PE128046	1	2	1	12	30	1	0
PE128046	2	3	1	12	30	2	0
PE128047	1	2	1	12	16	1	0
PE128048	1	2	1	12	7	1	0
PE128049	1	4	1	12	7	8	5
PE128049	2	4	2	2	16	12	1
PE128051	1	2	1	12	24	3	0
PE128051	2	3	1	12	24	2	0
PE138002	1	4	1	12	12	1	0
PE138003	1	2	1	12	20	1	0
PE138004	1	3	1	12	30	2	0
PE138004	2	2	1	12	30	1	0
PE138007	1	4	1	12	4	4	5
PE138007	2	7	1	12	4	4	5
PE138007	3	3	1	12	25	1	0
PE138008	1	4	1	12	28	3	0
PE138009	1	7	1	12	15	1	0
PE138011	1	6	2	1	20	7	1
PE138012	1	2	1	3	8	1	0
PE138012	2	2	1	3	8	1	0
PE138012	3	2	1	3	8	1	0
PE138014	1	2	1	12	5	1	0
PE138014	2	4	1	6	20	1	0
PE138015	1	2	1	12	30	1	0
PE138016	1	2	1	12	12	1	0
PE138017	1	4	1	12	30	2	0
PE138017	2	2	1	12	30	2	0
PE138018	1	7	2	4	26	6	1
PE138019	1	6	2	6	28	7	1
PE138019	2	6	2	1	26	8	1
PE138020	1	7	2	12	26	9	1
PE138021	1	2	1	12	20	2	0
PE138021	2	7	1	6	10	3	1
PE138022	1	7	1	12	20	2	0
PE138022	2	2	1	12	20	2	0
PE138023	1	6	2	8	3	7	1
PE138024	1	2	1	12	15	1	0
PE138025	1	6	2	4	2	10	1
PE138025	2	2	1	1	5	2	0
PE138025	3	2	1	12	20	1	0
PE138026	1	2	1	12	30	3	0
PE138026	2	3	1	12	30	4	0
PE138026	3	6	2	2	24	12	1
PE138027	1	2	1	12	4	2	0
PE138027	2	3	1	8	15	2	0
PE138028	1	1	2	0	2	7	1
PE138028	2	2	1	10	16	1	0
PE138029	1	2	1	12	16	1	0
PE138030	1	3	2	12	20	10	1
PE138031	1	2	1	12	30	1	0
PE138032	1	6	1	6	10	4	1
PE138033	1	3	1	12	13	1	0
PE138033	2	2	1	12	20	1	0
PE138033	3	2	1	12	25	1	0
PE138034	1	6	2	1	14	9	1
PE138034	2	2	1	12	7	2	0
PE138035	1	3	1	12	20	2	0
PE138036	1	2	1	12	16	2	0
PE138037	1	2	1	10	4	4	0
PE138037	2	5	1	2	8	2	0
PE138037	3	7	1	2	8	2	0
PE138038	1	2	1	12	30	1	0
PE138039	1	2	1	12	30	1	0
PE138039	2	2	1	12	30	1	0
PE138039	3	2	1	12	30	1	0
PE138040	1	2	1	9	2	2	0
PE138040	2	6	1	12	8	8	3
PE138041	1	2	1	12	30	1	0
PE138042	1	2	1	12	20	2	0
PE138042	2	1	1	12	1	4	0
PE138044	1	2	1	12	8	1	0
PE138044	2	2	1	12	8	1	0
PE138045	1	2	1	12	7	1	0
PE138046	1	7	2	12	4	6	1
PE138047	1	4	2	2	24	8	3
PE138047	2	4	2	5	3	2	1
PE138047	3	2	1	3	2	2	0
PE138047	4	6	1	10	4	1	5
PE138048	1	6	2	0	5	4	0
PE138048	2	7	2	0	2	9	1
PE138048	3	2	2	1	4	1	1
PE138048	4	2	1	12	8	3	0
PE138048	5	2	1	12	8	1	0
PE138049	1	2	1	12	8	1	0
PE138050	1	6	2	4	6	8	3
PE138050	2	7	1	8	15	1	0
PE138050	3	2	1	9	20	1	0
PE138052	1	2	1	12	30	2	0
PE138052	2	3	1	12	30	1	0
PE138053	1	2	1	12	8	1	0
PE148001	1	2	1	12	30	1	0
PE148002	1	7	1	12	2	1	5
PE148002	2	2	1	12	30	1	0
PE148003	1	4	1	0	1	2	1
PE148003	2	1	1	12	7	1	0
PE148003	3	2	1	12	7	1	0
PE148003	4	2	1	12	7	1	0
PE148004	1	2	1	12	30	4	0
PE148004	2	3	1	12	30	2	0
PE148005	1	6	2	1	20	15	1
PE148005	2	2	1	12	12	1	0
PE148005	3	2	1	12	12	1	0
PE148005	4	3	1	12	12	2	0
PE148006	1	2	1	12	30	2	0
PE148006	2	3	1	12	7	4	0
PE148007	1	2	1	12	30	1	0
PE148008	1	4	1	12	5	4	5
PE148009	1	2	1	12	7	2	0
PE148009	2	3	1	12	7	2	0
PE148010	1	2	1	12	20	2	0
PE148010	2	3	1	7	24	1	0
PE148010	3	4	1	1	20	2	0
PE148011	1	6	2	2	26	6	1
PE148011	2	2	1	12	30	3	0
PE148012	1	2	1	12	8	1	0
PE148012	2	7	1	12	6	3	0
PE148013	1	2	1	12	12	3	0
PE148014	1	2	1	12	31	1	0
PE148015	1	2	1	12	6	1	0
PE148015	2	2	1	12	6	1	0
PE148015	3	2	1	12	6	1	0
