childid	cropid	crop	qntharv
PE011024	1	124	5
PE011024	2	4	1
PE011024	3	85	150
PE011024	4	44	200
PE011024	5	89	50
PE011051	1	4	100
PE011051	2	85	5
PE011076	1	4	600
PE011076	2	108	18
PE021003	1	4	1890
PE021004	1	89	7
PE021004	2	4	3552
PE021004	3	109	250
PE021004	4	45	300
PE021004	5	85	15
PE021004	6	69	18
PE021005	1	4	60
PE021006	1	4	3216
PE021007	1	4	1400
PE021010	1	4	352
PE021014	1	4	400
PE021016	1	4	1200
PE021018	1	4	870
PE021019	1	53	36
PE021020	1	4	1080
PE021020	2	45	1
PE021021	1	53	62
PE021022	1	4	432
PE021024	1	4	18
PE021027	1	89	3
PE021027	2	4	91
PE021033	1	53	220
PE021038	1	53	100
PE021038	2	4	60
PE021042	1	53	200
PE021042	2	44	2
PE021042	3	89	20
PE021043	1	4	1600
PE021045	1	4	84
PE021046	1	53	500
PE021047	1	53	36
PE021053	1	53	90
PE021055	1	53	184
PE021055	2	45	2
PE021055	3	108	3
PE021055	4	93	10
PE021055	5	108	1
PE021055	6	108	4
PE021055	7	56	500
PE021055	8	89	180
PE021055	9	85	1
PE021055	10	44	120
PE021055	11	69	2
PE021058	1	53	126
PE021064	1	4	168
PE021065	1	53	160
PE021065	2	4	240
PE021067	1	53	200
PE021068	1	53	30
PE021072	1	53	40000
PE021072	2	45	1
PE021072	3	109	1
PE021074	1	53	115
PE021075	1	89	30
PE021075	2	69	30
PE021075	3	53	80
PE021077	1	53	120
PE021078	1	53	475
PE021081	1	53	130
PE021081	2	4	1940
PE021083	1	53	20
PE021083	2	4	313
PE021084	1	4	960
PE021084	2	45	300
PE021084	3	108	50
PE021086	1	53	27
PE021091	1	53	40
PE021094	1	53	14
PE021099	1	53	250
PE031002	1	75	25
PE031002	2	44	30
PE031002	3	55	30
PE031002	4	89	4
PE031002	5	99	4
PE031002	6	12	2
PE031002	7	96	3
PE031003	1	44	4
PE031004	1	44	8
PE031004	2	99	2
PE031004	3	75	2
PE031005	1	75	2.5
PE031005	2	44	1
PE031005	3	55	2
PE031005	4	89	3
PE031005	5	12	5
PE031005	6	69	10
PE031006	1	44	15
PE031006	2	75	15
PE031007	1	44	24
PE031007	2	75	14
PE031008	1	85	2
PE031008	2	89	2
PE031008	3	44	4
PE031008	4	75	12
PE031010	1	44	3
PE031010	2	75	4
PE031010	3	99	2
PE031010	4	55	5
PE031011	1	44	4
PE031011	2	55	4
PE031011	3	99	1
PE031011	4	75	6
PE031012	1	17	3
PE031012	2	85	3
PE031012	3	75	2
PE031012	4	44	2
PE031013	1	44	9
PE031013	2	75	10
PE031013	3	89	2
PE031013	4	99	1
PE031013	5	55	12
PE031013	6	26	.5
PE031014	1	44	3
PE031014	2	75	4
PE031014	3	89	3
PE031014	4	99	2
PE031014	5	55	10
PE031015	1	44	6
PE031015	2	75	6
PE031015	3	99	2
PE031015	4	89	2
PE031015	5	67	40
PE031015	6	4	200
PE031015	7	17	35
PE031015	8	85	6
PE031016	1	17	2
PE031016	2	4	600
PE031016	3	89	3
PE031016	4	67	2
PE031016	5	44	4
PE031020	1	44	10
PE031020	2	89	5
PE031020	3	75	2
PE031020	4	67	10
PE031021	1	44	20
PE031021	2	75	6
PE031021	3	67	1
PE031022	1	44	12
PE031022	2	75	6
PE031027	1	44	2
PE031027	2	108	2
PE031027	3	102	5
PE031027	4	12	3
PE031027	5	96	20
PE031027	6	86	20
PE031030	1	4	15
PE031030	2	85	50
PE031031	1	89	5
PE031032	1	55	10
PE031032	2	75	12
PE031032	3	44	8
PE031032	4	99	6
PE031033	1	44	3
PE031033	2	55	10
PE031034	1	44	5
PE031034	2	75	6
PE031035	1	44	2
PE031035	2	96	6
PE031035	3	75	2
PE031037	1	12	6
PE031037	2	102	10
PE031037	3	108	10
PE031037	4	50	6
PE031037	5	108	3
PE031040	1	44	2
PE031040	2	99	1
PE031040	3	12	7
PE031040	4	6	7
PE031040	5	26	10
PE031040	6	102	3
PE031040	7	96	2
PE031041	1	44	5
PE031042	1	75	22
PE031042	2	44	30
PE031045	1	44	5
PE031045	2	75	5
PE031045	3	99	2
PE031045	4	89	5
PE031046	1	75	15
PE031046	2	44	12
PE031046	3	55	8
PE031046	4	99	1
PE031046	5	89	2
PE031047	1	75	10
PE031047	2	5	10
PE031047	3	99	5
PE031047	4	101	3
PE031048	1	75	15
PE031048	2	44	6
PE031048	3	26	4
PE031048	4	99	42
PE031049	1	44	6
PE031049	2	75	12
PE031049	3	99	3
PE031049	4	89	3
PE031049	5	55	6
PE031049	6	26	1.5
PE031049	7	72	20
PE031050	1	44	12
PE031050	2	99	2
PE031050	3	75	5
PE031050	4	89	2
PE031050	5	55	2
PE031052	1	55	1
PE031052	2	26	10
PE031052	3	89	1
PE031054	1	75	13
PE031054	2	44	2
PE031055	1	44	1
PE031055	2	75	3
PE031055	3	89	1
PE031055	4	67	1
PE031055	5	99	1
PE031056	1	44	4
PE031056	2	89	2
PE031056	3	99	3
PE031056	4	17	2
PE031057	1	75	10
PE031057	2	44	8
PE031057	3	89	1.5
PE031057	4	4	10
PE031057	5	69	3
PE031057	6	10	20
PE031058	1	44	8
PE031058	2	89	8
PE031058	3	75	3
PE031058	4	67	 
PE031059	1	75	2
PE031059	2	44	2
PE031059	3	89	1
PE031059	4	17	1
PE031059	5	67	20
PE031060	1	44	144
PE031060	2	89	144
PE031060	3	75	144
PE031060	4	4	8000
PE031060	5	17	24
PE031061	1	55	4
PE031061	2	44	5
PE031061	3	89	2
PE031062	1	96	20
PE031062	2	44	4
PE031062	3	89	4
PE031062	4	55	6
PE031062	5	69	8
PE031063	1	44	2
PE031063	2	75	2
PE031063	3	89	1
PE031064	1	44	12
PE031064	2	75	15
PE031064	3	4	2
PE031064	4	17	2
PE031064	5	67	2
PE031065	1	75	4
PE031065	2	44	6
PE031065	3	17	3
PE031065	4	67	2
PE031065	5	4	600
PE031065	6	104	800
PE031065	7	89	1
PE031066	1	44	12
PE031066	2	89	2
PE031066	3	67	2
PE031066	4	4	1
PE031066	5	17	1
PE031067	1	67	96
PE031067	2	17	1
PE031067	3	4	1
PE031068	1	44	4
PE031068	2	99	1
PE031068	3	4	30
PE031068	4	16	4
PE031068	5	67	50
PE031069	1	44	2
PE031069	2	99	1
PE031069	3	17	2
PE031070	1	17	30
PE031070	2	44	50
PE031070	3	99	50
PE031070	4	4	100
PE031070	5	67	100
PE031071	1	17	2
PE031071	2	4	10
PE031071	3	67	50
PE031072	1	4	1000
PE031072	2	17	1
PE031072	3	44	24
PE031072	4	99	12
PE031073	1	4	300
PE031074	1	44	10
PE031074	2	99	4
PE031074	3	17	2
PE031074	4	67	2
PE031074	5	4	50
PE031075	1	44	2
PE031075	2	99	2
PE031076	1	44	2
PE031076	2	99	2
PE031076	3	17	1.5
PE031076	4	4	1.5
PE031076	5	67	3
PE031076	6	85	1
PE031077	1	44	5
PE031077	2	17	3
PE031077	3	4	50
PE031077	4	67	50
PE031077	5	99	3
PE031078	1	44	4
PE031079	1	67	4
PE031079	2	44	10
PE031079	3	89	30
PE031080	1	44	5
PE031081	1	4	5000
PE031081	2	17	5
PE031081	3	51	2000
PE031081	4	44	1
PE031081	5	85	200
PE031081	6	104	5000
PE031083	1	44	2
PE031083	2	99	2
PE031083	3	89	3
PE031083	4	17	5
PE031083	5	4	2000
PE031083	6	67	40
PE031083	7	51	5
PE031084	1	17	15
PE031084	2	67	15
PE031084	3	4	1200
PE031085	1	99	1
PE031085	2	44	2
PE031085	3	4	200
PE031085	4	17	4
PE031086	1	67	3
PE031086	2	67	1.5
PE031086	3	4	3000
PE031087	1	44	12
PE031087	2	75	14
PE031087	3	99	5
PE031087	4	89	10
PE031087	5	4	4800
PE031087	6	67	15
PE031087	7	85	1
PE031087	8	17	3
PE031088	1	99	2
PE031088	2	75	2
PE031088	3	89	1
PE031088	4	4	500
PE031088	5	17	2
PE031089	1	4	100
PE031089	2	67	2
PE031089	3	17	1
PE031090	1	44	2
PE031091	1	67	5
PE031091	2	4	1000
PE031091	3	17	.5
PE031091	4	99	2
PE031091	5	89	1
PE031092	1	44	8
PE031092	2	75	6
PE031092	3	99	2
PE031092	4	89	4
PE031093	1	51	200
PE031093	2	108	.5
PE031093	3	17	2
PE031095	1	89	1
PE031095	2	44	1
PE031095	3	99	1
PE031096	1	17	50
PE031096	2	89	40
PE031096	3	99	30
PE031096	4	108	100
PE031096	5	108	50
PE031097	1	44	6
PE031097	2	75	9
PE031097	3	99	2
PE031097	4	26	3
PE031098	1	75	10
PE031098	2	44	7
PE031098	3	89	2
PE031098	4	99	1.5
PE031098	5	67	6
PE031100	1	44	10
PE031100	2	75	6
PE031100	3	99	1
PE031101	1	75	18
PE031101	2	44	8
PE031101	3	99	2
PE041001	1	55	100
PE041001	2	99	30
PE041001	3	44	5
PE041001	4	89	2
PE041001	5	101	3
PE041002	1	44	2
PE041002	2	89	1
PE041003	1	99	12
PE041003	2	44	30
PE041004	1	44	10
PE041004	2	55	20
PE041004	3	99	10
PE041005	1	44	8
PE041005	2	89	4
PE041005	3	55	20
PE041005	4	99	10
PE041006	1	44	2
PE041006	2	89	1
PE041006	3	99	30
PE041009	1	44	4
PE041009	2	89	2
PE041009	3	99	20
PE041010	1	84	 
PE041010	2	108	 
PE041013	1	75	10
PE041013	2	44	3
PE041013	3	101	1
PE041015	1	44	3
PE041015	2	99	60
PE041017	1	44	2
PE041017	2	89	1
PE041018	1	44	3
PE041018	2	55	2
PE041019	1	44	3
PE041019	2	99	2
PE041020	1	44	20
PE041020	2	55	45
PE041020	3	86	10
PE041020	4	75	6
PE041022	1	44	50
PE041022	2	55	100
PE041022	3	75	10
PE041022	4	99	20
PE041022	5	101	10
PE041023	1	55	80
PE041023	2	44	15
PE041023	3	89	2
PE041023	4	86	6
PE041023	5	101	10
PE041023	6	99	15
PE041023	7	12	35
PE041024	1	55	240
PE041024	2	44	20
PE041025	1	55	136
PE041025	2	44	7
PE041027	1	55	100
PE041029	1	44	12
PE041029	2	75	4
PE041029	3	55	10
PE041029	4	99	2
PE041029	5	101	2
PE041030	1	44	24
PE041030	2	55	150
PE041030	3	86	10
PE041030	4	99	2
PE041031	1	55	2
PE041031	2	12	1
PE041031	3	10	2
PE041032	1	44	5
PE041032	2	75	4
PE041032	3	99	2
PE041032	4	101	24.5
PE041033	1	44	9
PE041033	2	89	2
PE041033	3	55	14
PE041033	4	99	14
PE041033	5	101	5
PE041033	6	75	2
PE041034	1	44	30
PE041034	2	55	300
PE041034	3	86	1
PE041034	4	99	10
PE041035	1	44	10
PE041035	2	89	2
PE041036	1	44	20
PE041036	2	55	20
PE041036	3	89	3
PE041036	4	75	3
PE041037	1	55	240
PE041037	2	44	20
PE041037	3	75	8
PE041037	4	99	1
PE041037	5	89	1
PE041038	1	55	40
PE041039	1	44	10
PE041039	2	75	6
PE041039	3	89	2
PE041040	1	44	20
PE041040	2	55	50
PE041040	3	86	20
PE041040	4	89	6
PE041040	5	99	4
PE041040	6	101	3
PE041041	1	44	20
PE041041	2	55	50
PE041041	3	89	3
PE041041	4	12	20
PE041041	5	10	30
PE041042	1	44	45
PE041042	2	55	300
PE041042	3	89	8
PE041043	1	44	30
PE041043	2	99	14
PE041043	3	89	1
PE041044	1	55	50
PE041044	2	44	20
PE041044	3	89	10
PE041044	4	99	25
PE041045	1	55	12
PE041045	2	44	7
PE041045	3	89	2
PE041046	1	44	2
PE041047	1	44	18
PE041047	2	89	3
PE041048	1	44	10
PE041048	2	89	24
PE041049	1	55	500
PE041049	2	44	12
PE041050	1	44	10
PE041050	2	89	2
PE041050	3	55	15
PE041050	4	75	5
PE041050	5	99	1
PE041052	1	44	19
PE041052	2	89	5
PE041052	3	55	19
PE041052	4	99	4
PE041052	5	101	3
PE041052	6	12	10
PE041052	7	50	1
PE041053	1	44	16
PE041053	2	89	2
PE041054	1	55	50
PE041054	2	44	15
PE041054	3	101	10
PE041054	4	12	5
PE041054	5	99	5
PE041055	1	55	13
PE041055	2	44	10
PE041055	3	86	6
PE041055	4	12	2
PE041055	5	10	2
PE041055	6	89	1
PE041055	7	75	5
PE041056	1	44	15
PE041057	1	44	50
PE041057	2	55	40
PE041057	3	12	3
PE041057	4	10	1
PE041057	5	86	1
PE041057	6	99	1
PE041058	1	44	25
PE041058	2	67	10
PE041059	1	44	30
PE041059	2	55	15
PE041059	3	101	20
PE041060	1	55	50
PE041060	2	6	80
PE041060	3	10	50
PE041060	4	44	7
PE041061	1	44	2
PE041062	1	44	20
PE041062	2	89	4
PE041062	3	75	10
PE041062	4	55	100
PE041062	5	12	100
PE041062	6	102	20
PE041063	1	55	300
PE041063	2	12	50
PE041063	3	99	40
PE041063	4	101	20
PE041063	5	44	20
PE041064	1	44	20
PE041064	2	89	5
PE041065	1	44	10
PE041065	2	89	4
PE041066	1	44	18
PE041066	2	55	120
PE041066	3	89	5
PE041066	4	99	30
PE041066	5	101	30
PE041066	6	12	40
PE041066	7	10	20
PE041068	1	55	30
PE041068	2	44	20
PE041068	3	75	6
PE041068	4	99	4
PE041068	5	101	1.5
PE041068	6	12	15
PE041069	1	44	28
PE041069	2	55	1
PE041069	3	89	1
PE041069	4	75	1
PE041069	5	5	1
PE041069	6	99	1
PE041070	1	44	25
PE041070	2	89	10
PE041070	3	75	5
PE041070	4	55	80
PE041070	5	86	10
PE041071	1	44	25
PE041071	2	89	2
PE041071	3	75	1
PE041071	4	99	1
PE041071	5	5	2
PE041072	1	44	5
PE041072	2	89	2
PE041072	3	55	10
PE041072	4	101	1
PE041073	1	44	1
PE041073	2	89	1
PE041074	1	44	30
PE041074	2	55	200
PE041074	3	99	30
PE041074	4	75	30
PE041074	5	5	30
PE041074	6	12	25
PE041074	7	101	25
PE041075	1	44	8
PE041075	2	89	2
PE041075	3	55	15
PE041075	4	75	6
PE041076	1	44	8
PE041076	2	89	5
PE041076	3	55	200
PE041076	4	99	70
PE041076	5	75	10
PE041076	6	50	10
PE041077	1	44	5
PE041077	2	89	2
PE041078	1	55	4
PE041078	2	44	4
PE041079	1	44	20
PE041079	2	32	18
PE041079	3	89	10
PE041080	1	44	14
PE041080	2	12	9
PE041080	3	89	2
PE041081	1	44	17
PE041081	2	89	2
PE041081	3	86	10
PE041081	4	10	8
PE041081	5	55	17
PE041081	6	12	4
PE041081	7	102	100
PE041082	1	44	60
PE041082	2	89	15
PE041082	3	99	40
PE041082	4	55	1200
PE041082	5	10	30
PE041082	6	101	15
PE041082	7	102	6
PE041082	8	12	30
PE041082	9	75	15
PE041082	10	5	10
PE041082	11	86	8
PE041083	1	17	80
PE041083	2	32	10
PE041083	3	44	5
PE041085	1	44	18
PE041085	2	89	12
PE041085	3	55	75
PE041085	4	86	95
PE041086	1	44	10
PE041086	2	89	28
PE041086	3	101	5
PE041086	4	99	1
PE041086	5	75	4
PE041086	6	102	20
PE041086	7	10	80
PE041087	1	44	6
PE041087	2	12	5
PE041087	3	99	10
PE041089	1	44	15
PE041090	1	44	20
PE041090	2	75	6
PE041090	3	55	20
PE041091	1	44	25
PE041091	2	55	50
PE041091	3	89	2
PE041091	4	99	2
PE041092	1	89	9
PE041092	2	44	18
PE041093	1	55	30
PE041093	2	44	20
PE041093	3	86	10
PE041093	4	99	1
PE041093	5	75	10
PE041094	1	44	5
PE041094	2	89	1
PE041096	1	75	10
PE041096	2	44	12
PE041096	3	89	4
PE041096	4	55	40
PE041096	5	99	12
PE041098	1	44	2
PE041098	2	89	30
PE041098	3	108	2
PE041099	1	44	13
PE041099	2	89	3
PE041099	3	55	25
PE041099	4	86	10
PE041099	5	82	1
PE041099	6	87	3
PE041100	1	44	15
PE041100	2	89	2
PE041100	3	55	10
PE041100	4	86	10
PE041100	5	101	10
PE041100	6	75	5
PE041101	1	55	30
PE041101	2	75	6
PE041101	3	44	12
PE041101	4	86	10
PE051008	1	53	160
PE051008	2	44	1
PE051008	3	89	1
PE051008	4	124	25
PE051008	5	108	100
PE051008	6	4	10
PE051008	7	93	5
PE051009	1	53	30
PE051009	2	4	4
PE051011	1	53	45000
PE051011	2	44	100
PE051011	3	85	750
PE051011	4	89	50
PE051012	1	53	150
PE051013	1	53	130
PE051015	1	53	20000
PE051015	2	85	1500
PE051015	3	44	500
PE051015	4	4	15000
PE051015	5	89	50
PE051015	6	17	448
PE051016	1	44	10
PE051016	2	53	50
PE051016	3	17	38
PE051018	1	82	6
PE051018	2	44	5
PE051018	3	53	3
PE051020	1	53	200
PE051020	2	4	36
PE051020	3	44	6
PE051020	4	85	20
PE051020	5	108	6
PE051021	1	44	20
PE051021	2	85	20
PE051021	3	4	15
PE051021	4	53	9
PE051022	1	17	80
PE051022	2	4	 
PE051022	3	44	30
PE051024	1	53	6
PE051024	2	4	30
PE051024	3	89	4
PE051025	1	17	5
PE051025	2	85	912
PE051025	3	4	912
PE051026	1	17	20
PE051026	2	85	7
PE051026	3	4	10
PE051026	4	44	2
PE051027	1	17	23
PE051027	2	108	10
PE051027	3	45	3
PE051027	4	4	10
PE051028	1	17	30
PE051028	2	4	200
PE051028	3	45	50
PE051028	4	108	20
PE051028	5	108	300
PE051028	6	108	5
PE051029	1	17	6
PE051029	2	85	3
PE051030	1	17	25
PE051032	1	17	15
PE051033	1	44	5
PE051033	2	17	2
PE051033	3	4	50
PE051033	4	85	10
PE051033	5	89	30
PE051034	1	17	8
PE051036	1	17	100
PE051036	2	85	150
PE051036	3	4	40
PE051036	4	44	100
PE051037	1	17	8
PE051038	1	17	400
PE051038	2	90	200
PE051039	1	17	20
PE051039	2	85	5
PE051040	1	17	1680
PE051040	2	4	500
PE051040	3	108	150
PE051040	4	45	80
PE051041	1	17	8
PE051042	1	17	50
PE051042	2	44	20
PE051042	3	54	3000
PE051042	4	85	3
PE051042	5	89	1
PE051042	6	4	10
PE051043	1	89	4
PE051043	2	44	4
PE051043	3	17	30
PE051045	1	17	20
PE051045	2	85	2
PE051045	3	4	8
PE051045	4	45	4
PE051045	5	108	6
PE051045	6	51	4
PE051046	1	17	10
PE051046	2	4	15
PE051046	3	85	2
PE051046	4	108	2
PE051046	5	93	5
PE051048	1	85	192
PE051048	2	4	40
PE051048	3	89	48
PE051048	4	44	240
PE051049	1	17	21
PE051049	2	44	4
PE051049	3	4	10
PE051049	4	89	1
PE051051	1	17	25
PE051051	2	44	2
PE051051	3	4	50
PE051052	1	44	50
PE051052	2	85	10
PE051056	1	17	15
PE051056	2	4	144
PE051057	1	108	3
PE051057	2	85	2
PE051057	3	4	2
PE051057	4	51	1
PE051057	5	108	1
PE051058	1	17	40
PE051058	2	44	10
PE051059	1	17	20
PE051060	1	85	4
PE051061	1	17	12
PE051061	2	89	1
PE051061	3	44	1
PE051061	4	4	5
PE051061	5	85	1
PE051062	1	17	7
PE051062	2	4	20
PE051062	3	85	5
PE051064	1	17	30
PE051068	1	44	12
PE051068	2	17	15
PE051068	3	85	2
PE051068	4	89	2
PE051068	5	12	15
PE051068	6	108	3
PE051068	7	56	100
PE051069	1	17	20
PE051069	2	4	162
PE051069	3	44	10
PE051071	1	17	1120
PE051072	1	44	15
PE051073	1	17	560
PE051073	2	4	10
PE051073	3	67	20
PE051073	4	44	100
PE051075	1	17	20
PE051075	2	44	10
PE051075	3	85	3
PE051075	4	4	60
PE051076	1	17	10
PE051076	2	44	13
PE051077	1	17	15
PE051077	2	4	30
PE051078	1	17	15
PE051079	1	17	50
PE051080	1	17	8
PE051080	2	44	2
PE051080	3	85	2
PE051080	4	108	3
PE051080	5	4	10
PE051081	1	17	6
PE051083	1	17	8
PE051083	2	4	7
PE051083	3	108	20
PE051083	4	67	4
PE051083	5	108	50
PE051084	1	44	2
PE051084	2	69	10
PE051084	3	89	2
PE051085	1	17	5
PE051086	1	17	18
PE051086	2	4	900
PE051087	1	17	20
PE051087	2	44	20
PE051088	1	44	14
PE051088	2	104	3000
PE051088	3	17	4
PE051088	4	85	12
PE051088	5	108	3
PE051088	6	69	3
PE051089	1	17	15
PE051090	1	17	9
PE051090	2	4	3
PE051090	3	85	2
PE051091	1	17	20
PE051092	1	17	10
PE051092	2	44	14
PE051094	1	17	30
PE051094	2	54	1
PE051099	1	17	196
PE051099	2	4	30
PE051099	3	3	30
PE051100	1	17	432
PE051100	2	44	54
PE051100	3	85	672
PE051100	4	4	3840
PE051100	5	108	288
PE051101	1	89	1
PE051101	2	44	10
PE051101	3	85	30
PE051101	4	67	3
PE051101	5	4	20
PE051101	6	17	80
PE051102	1	17	40
PE051102	2	85	2
PE051102	3	4	30
PE051102	4	108	4
PE051104	1	44	6
PE051104	2	4	20
PE051104	3	89	2
PE051104	4	85	7
PE051104	5	17	20
PE061007	1	17	12
PE061007	2	4	50
PE061007	3	44	5
PE061007	4	89	1
PE061010	1	108	10
PE061010	2	93	200
PE061010	3	4	100
PE061019	1	85	20
PE061019	2	4	100
PE061019	3	17	3
PE061019	4	90	50
PE061019	5	53	6
PE061019	6	44	2
PE061019	7	89	4
PE061029	1	44	2
PE061029	2	85	1
PE061029	3	4	10
PE061037	1	51	40
PE061037	2	4	20
PE061037	3	85	3
PE061046	1	89	500
PE061046	2	44	40
PE061048	1	17	100
PE061048	2	85	3
PE061048	3	44	6
PE061054	1	102	600
PE061054	2	108	150
PE061054	3	16	250
PE061074	1	85	4
PE061074	2	4	7
PE061074	3	108	3
PE061074	4	89	9
PE061084	1	53	120
PE061089	1	85	150
PE061095	1	44	2
PE061095	2	4	100
PE061096	1	4	200
PE061096	2	85	10
PE061096	3	89	6
PE061096	4	44	10
PE061096	5	108	150
PE061096	6	3	100
PE061096	7	72	20
PE061096	8	45	200
PE061096	9	93	40
PE061096	10	51	50
PE061103	1	89	30
PE061103	2	4	180
PE061103	3	44	150
PE061103	4	108	144
PE071014	1	44	10
PE071014	2	99	30
PE071014	3	75	30
PE071014	4	12	20
PE071032	1	55	10
PE071032	2	44	5
PE071032	3	89	3
PE071032	4	101	8
PE071040	1	44	1
PE071054	1	44	3
PE071072	1	83	20
PE071073	1	44	2
PE071075	1	99	4
PE071079	1	55	12
PE071079	2	99	18
PE071086	1	55	5
PE071086	2	44	4
PE071086	3	89	100
PE071086	4	51	20
PE071086	5	4	100
PE071086	6	108	20
PE071087	1	55	5
PE071087	2	99	1
PE071087	3	101	1
PE081033	1	55	25
PE081033	2	75	50
PE081033	3	66	20
PE081033	4	96	40
PE081033	5	102	30
PE081033	6	99	50
PE081034	1	5	35
PE081034	2	75	50
PE081067	1	55	15
PE081067	2	44	6
PE081067	3	89	1
PE081067	4	99	2
PE081067	5	102	25
PE081067	6	50	15
PE081067	7	72	15
PE091001	1	44	2
PE091002	1	75	12
PE091002	2	5	6
PE091002	3	44	15
PE091002	4	101	8
PE091002	5	55	15
PE091002	6	87	15
PE091002	7	99	1
PE091003	1	75	3
PE091003	2	44	3
PE091003	3	99	1
PE091003	4	5	1
PE091004	1	75	4
PE091004	2	44	5
PE091004	3	101	2
PE091004	4	5	2
PE091004	5	87	24
PE091004	6	89	12
PE091005	1	75	2
PE091005	2	44	1
PE091005	3	99	3
PE091005	4	101	3
PE091005	5	83	3
PE091005	6	5	2
PE091005	7	55	2
PE091006	1	44	3
PE091006	2	75	2
PE091006	3	5	4
PE091007	1	75	2
PE091007	2	5	4
PE091007	3	44	4
PE091007	4	101	1
PE091007	5	99	3
PE091008	1	75	7
PE091008	2	5	1
PE091008	3	44	8
PE091008	4	99	1
PE091008	5	55	9
PE091009	1	44	15
PE091009	2	75	4
PE091009	3	55	5
PE091010	1	44	1
PE091011	1	83	2
PE091011	2	75	2
PE091011	3	99	1
PE091011	4	44	2
PE091012	1	44	6
PE091012	2	75	3
PE091012	3	5	1
PE091012	4	101	1
PE091012	5	99	.5
PE091012	6	89	3
PE091013	1	44	2
PE091013	2	75	2
PE091014	1	5	3
PE091014	2	75	2
PE091015	1	99	100
PE091015	2	44	150
PE091015	3	75	250
PE091016	1	44	50
PE091016	2	99	3
PE091018	1	75	20
PE091019	1	75	3
PE091019	2	101	1
PE091019	3	5	6
PE091019	4	44	3
PE091020	1	44	15
PE091020	2	101	1
PE091020	3	99	30
PE091020	4	75	5
PE091022	1	44	30
PE091022	2	89	2
PE091022	3	75	2
PE091022	4	99	.5
PE091022	5	5	4
PE091023	1	75	3
PE091023	2	44	4
PE091024	1	101	1.5
PE091024	2	75	2
PE091024	3	99	1
PE091026	1	75	6
PE091027	1	92	3
PE091027	2	108	20
PE091027	3	51	20
PE091028	1	44	1
PE091028	2	99	1
PE091028	3	75	40
PE091028	4	101	2
PE091033	1	108	160
PE091034	1	44	2
PE091034	2	55	1
PE091034	3	89	1
PE091035	1	108	36
PE091036	1	108	10
PE091037	1	44	.5
PE091039	1	44	2.5
PE091039	2	75	2
PE091040	1	44	2
PE091040	2	55	2
PE091041	1	75	1
PE091041	2	5	1
PE091041	3	55	2
PE091041	4	44	3
PE091043	1	75	5
PE091043	2	5	8
PE091043	3	101	2
PE091043	4	55	6
PE091043	5	44	15
PE091044	1	101	2
PE091044	2	75	4
PE091045	1	44	2
PE091045	2	5	2
PE091045	3	55	2
PE091047	1	75	4
PE091047	2	44	7
PE091047	3	5	2
PE091048	1	44	1
PE091049	1	44	120
PE091049	2	75	120
PE091049	3	99	24
PE091050	1	75	2
PE091050	2	55	24
PE091050	3	44	2
PE091051	1	44	10
PE091051	2	75	2
PE091052	1	75	2
PE091052	2	44	.5
PE091053	1	75	5
PE091053	2	5	3
PE091053	3	55	2
PE091053	4	44	4
PE091054	1	75	3
PE091055	1	44	5
PE091055	2	75	10
PE091057	1	75	2
PE091057	2	99	1
PE091057	3	44	2
PE091057	4	55	1
PE091058	1	75	1
PE091058	2	44	2
PE091059	1	55	10
PE091059	2	75	3
PE091059	3	44	2
PE091061	1	99	7
PE091061	2	75	5
PE091061	3	5	4
PE091061	4	44	3
PE091061	5	108	10
PE091062	1	75	15
PE091062	2	44	15
PE091063	1	44	1
PE091064	1	3	60
PE091065	1	75	9
PE091065	2	108	300
PE091065	3	44	2.5
PE091066	1	75	4
PE091066	2	44	4
PE091066	3	99	12
PE091067	1	99	2
PE091067	2	44	3
PE091067	3	108	1
PE091068	1	75	5
PE091068	2	44	11
PE091069	1	69	1
PE091069	2	44	2
PE091069	3	83	2
PE091071	1	83	6
PE091072	1	75	8
PE091072	2	44	8
PE091072	3	108	2000
PE091072	4	88	4
PE091072	5	87	1
PE091073	1	75	3
PE091073	2	55	4
PE091073	3	99	30
PE091073	4	44	5
PE091074	1	75	20
PE091074	2	44	2
PE091074	3	55	25
PE091075	1	75	4
PE091076	1	75	1
PE091076	2	55	1
PE091076	3	44	1
PE091077	1	55	10
PE091077	2	44	3
PE091077	3	75	5
PE091077	4	87	36
PE091077	5	96	3
PE091078	1	55	5
PE091078	2	44	4
PE091078	3	75	4
PE091079	1	75	3
PE091079	2	55	2
PE091079	3	86	30
PE091079	4	95	6
PE091079	5	5	30
PE091079	6	44	2
PE091080	1	75	2
PE091080	2	55	3
PE091080	3	99	1
PE091080	4	44	10
PE091081	1	75	50
PE091081	2	55	100
PE091082	1	75	1
PE091082	2	5	1
PE091085	1	75	8
PE091085	2	44	1
PE091085	3	5	4
PE091085	4	55	2
PE091086	1	75	10
PE091086	2	5	15
PE091086	3	55	30
PE091086	4	86	5
PE091086	5	99	3
PE091086	6	101	2
PE091087	1	55	6
PE091087	2	75	2
PE091088	1	55	3
PE091088	2	75	2
PE091089	1	75	80
PE091089	2	55	3
PE091089	3	44	5
PE091089	4	96	2
PE091089	5	99	1
PE091090	1	55	2
PE091090	2	75	2
PE091090	3	96	2
PE091091	1	55	2
PE091091	2	75	1
PE091092	1	75	5
PE091092	2	55	30
PE091092	3	96	10
PE091092	4	86	10
PE091092	5	5	5
PE091092	6	50	2
PE091093	1	75	2
