childid	orgid	orgcode	orgyrs	orgmths
PE191087	2	13	2	0
PE191089	1	6	1	0
PE191089	2	13	3	0
PE191092	1	6	2	2
PE191092	2	13	2	0
PE191094	1	13	5	0
PE191095	1	6	5	0
PE191095	2	13	1	0
PE191096	1	6	0	1
PE191096	2	13	1	0
PE191097	1	6	7	0
PE191098	1	6	4	0
PE191098	2	13	2	0
PE191100	1	6	3	0
PE191103	1	6	10	0
PE191104	1	6	5	0
PE201001	1	6	5	0
PE201005	1	6	6	0
PE201005	2	13	10	0
PE201010	1	6	3	0
PE201012	1	6	6	0
PE201012	2	11	5	0
PE201013	1	6	6	0
PE201013	2	13	2	0
PE201014	1	13	3	0
PE201015	1	6	2	0
PE201015	2	13	2	0
PE201016	1	13	4	0
PE201017	1	13	6	0
PE201018	1	6	3	6
PE201018	2	13	1	6
PE201018	3	5	2	0
PE201020	1	6	1	0
PE201022	1	6	1	0
PE201023	1	6	5	0
PE201024	1	6	5	0
PE201025	1	6	4	0
PE201026	1	6	3	0
PE201027	1	6	5	0
PE201030	1	13	7	0
PE201032	1	6	0	6
PE201032	2	13	0	3
PE201033	1	6	7	0
PE201033	2	13	5	0
PE201034	1	6	4	0
PE201035	1	6	2	0
PE201036	1	6	2	0
PE201038	1	6	5	0
PE201041	1	6	7	6
PE201041	2	11	1	6
PE201042	1	6	6	0
PE201042	2	5	5	0
PE201043	1	6	5	0
PE201044	1	6	5	0
PE201045	1	6	3	0
PE201048	1	6	0	1
PE201049	1	13	1	0
PE201050	1	6	0	2
PE201055	1	13	9	0
PE201056	1	6	2	0
PE201060	1	6	4	0
PE201061	1	13	0	7
PE201063	1	13	3	0
PE201065	1	6	6	0
PE201065	2	13	6	0
PE201066	1	6	5	3
PE201067	1	6	6	0
PE201067	2	13	2	0
PE201069	1	6	3	0
PE201070	1	6	9	0
PE201072	1	6	5	2
PE201072	2	13	1	0
PE201073	1	13	6	0
PE201074	1	13	6	0
PE201075	1	6	2	0
PE201076	1	13	2	0
PE201077	1	13	3	0
PE201077	2	6	2	0
PE201078	1	6	2	0
PE201079	1	6	2	0
PE201080	1	13	10	0
PE201081	1	6	6	0
PE201081	2	13	1	0
PE201083	1	6	9	0
PE201083	2	11	4	0
PE201085	1	6	4	0
PE201085	2	5	3	2
PE201087	1	6	0	5
PE201088	1	6	5	0
PE201090	1	6	5	0
PE201090	2	13	1	0
PE201092	1	6	5	0
PE201093	1	6	2	0
PE201093	2	13	3	0
PE201094	1	13	14	0
PE201094	2	6	12	0
PE201096	1	6	3	0
PE201096	2	13	4	0
PE201097	1	6	3	0
PE201099	1	6	3	0
PE201100	1	6	2	0
PE201101	1	6	7	0
PE201101	2	13	10	0
PE201102	1	13	6	0
