formno	childid	actid	actyest	whoact	choice
R2INDX	PE011047	4	11	7	1
R2INDX	PE011047	5	12	1	1
R2INDX	PE011048	1	1	5	1
R2INDX	PE011048	2	44	6	1
R2INDX	PE011048	3	12	12	1
R2INDX	PE011048	4	2	1	1
R2INDX	PE011049	1	1	5	1
R2INDX	PE011049	2	12	1	1
R2INDX	PE011049	3	2	1	0
R2INDX	PE011049	4	44	6	1
R2INDX	PE011049	5	11	1	1
R2INDX	PE011050	1	1	5	1
R2INDX	PE011050	2	23	3	1
R2INDX	PE011050	3	2	1	1
R2INDX	PE011050	4	12	1	1
R2INDX	PE011050	5	44	1	1
R2INDX	PE011050	6	5	1	1
R2INDX	PE011051	1	1	5	0
R2INDX	PE011051	2	2	1	0
R2INDX	PE011051	3	44	11	1
R2INDX	PE011052	1	1	5	0
R2INDX	PE011052	2	46	10	1
R2INDX	PE011052	3	2	1	0
R2INDX	PE011052	4	44	11	1
R2INDX	PE011052	5	12	1	1
R2INDX	PE011053	1	44	12	1
R2INDX	PE011053	2	12	12	1
R2INDX	PE011053	3	1	5	1
R2INDX	PE011053	4	2	1	1
R2INDX	PE011054	1	1	5	0
R2INDX	PE011054	2	2	1	0
R2INDX	PE011054	3	44	7	1
R2INDX	PE011054	4	12	1	1
R2INDX	PE011055	1	1	5	0
R2INDX	PE011055	2	44	8	1
R2INDX	PE011055	3	2	1	1
R2INDX	PE011055	4	12	1	1
R2INDX	PE011056	1	1	5	0
R2INDX	PE011056	2	12	1	1
R2INDX	PE011056	3	2	1	0
R2INDX	PE011056	4	44	7	1
R2INDX	PE011057	1	2	1	0
R2INDX	PE011057	2	44	11	1
R2INDX	PE011057	3	1	5	1
R2INDX	PE011057	4	12	1	1
R2INDX	PE011059	1	1	5	1
R2INDX	PE011059	2	12	1	1
R2INDX	PE011059	3	44	12	1
R2INDX	PE011059	4	45	11	1
R2INDX	PE011059	5	2	1	1
R2INDX	PE011060	1	1	5	0
R2INDX	PE011060	2	46	11	1
R2INDX	PE011060	3	2	1	1
R2INDX	PE011060	4	44	9	1
R2INDX	PE011060	5	12	1	1
R2INDX	PE011061	1	1	5	0
R2INDX	PE011061	2	2	1	0
R2INDX	PE011061	3	45	11	1
R2INDX	PE011061	4	12	7	1
R2INDX	PE011062	1	1	5	0
R2INDX	PE011062	2	2	2	0
R2INDX	PE011062	3	45	11	1
R2INDX	PE011062	4	12	2	1
R2INDX	PE011063	1	2	1	0
R2INDX	PE011063	2	12	1	1
R2INDX	PE011063	3	44	7	1
R2INDX	PE011063	4	1	5	0
R2INDX	PE011063	5	46	10	1
R2INDX	PE011064	1	1	5	0
R2INDX	PE011064	2	2	1	0
R2INDX	PE011064	3	12	6	1
R2INDX	PE011064	4	44	6	1
R2INDX	PE011065	1	1	5	0
R2INDX	PE011065	2	2	1	1
R2INDX	PE011065	3	12	6	1
R2INDX	PE011065	4	44	6	1
R2INDX	PE011066	1	1	5	1
R2INDX	PE011066	2	2	1	0
R2INDX	PE011066	3	45	10	1
R2INDX	PE011066	4	12	7	1
R2INDX	PE011066	5	44	7	1
R2INDX	PE011067	1	1	5	0
R2INDX	PE011067	2	2	12	1
R2INDX	PE011067	3	12	12	1
R2INDX	PE011067	4	45	11	1
R2INDX	PE011067	5	44	7	1
R2INDX	PE011068	1	1	5	0
R2INDX	PE011068	2	44	12	0
R2INDX	PE011068	3	2	1	0
R2INDX	PE011069	1	1	5	1
R2INDX	PE011069	2	12	1	1
R2INDX	PE011069	3	44	6	1
R2INDX	PE011070	1	1	5	1
R2INDX	PE011070	2	44	1	1
R2INDX	PE011070	3	2	1	1
R2INDX	PE011070	4	12	1	1
R2INDX	PE011070	5	5	1	1
R2INDX	PE011071	1	1	5	0
R2INDX	PE011071	2	2	1	0
R2INDX	PE011071	3	44	11	1
R2INDX	PE011071	4	45	11	1
R2INDX	PE011072	1	1	5	0
R2INDX	PE011072	2	2	1	0
R2INDX	PE011072	3	44	11	1
R2INDX	PE011073	1	1	5	1
R2INDX	PE011073	2	2	1	0
R2INDX	PE011073	3	45	11	1
R2INDX	PE011073	4	12	1	1
R2INDX	PE011074	1	1	5	1
R2INDX	PE011074	2	2	1	0
R2INDX	PE011074	3	44	6	1
R2INDX	PE011074	4	12	6	1
R2INDX	PE011075	1	1	5	1
R2INDX	PE011075	2	2	6	1
R2INDX	PE011075	3	44	8	1
R2INDX	PE011076	1	1	5	0
R2INDX	PE011076	2	45	11	1
R2INDX	PE011076	3	2	1	0
R2INDX	PE011076	4	18	1	1
R2INDX	PE011077	1	1	5	0
R2INDX	PE011077	2	44	1	1
R2INDX	PE011077	3	2	1	1
R2INDX	PE011077	4	12	1	1
R2INDX	PE011078	1	1	5	0
R2INDX	PE011078	2	46	10	1
R2INDX	PE011078	3	47	1	1
R2INDX	PE011078	4	44	9	1
R2INDX	PE011078	5	12	3	1
R2INDX	PE011078	6	2	1	0
R2INDX	PE011079	1	1	5	0
R2INDX	PE011079	2	2	1	0
R2INDX	PE011079	3	44	11	1
R2INDX	PE011079	4	45	11	1
R2INDX	PE011080	1	2	1	1
R2INDX	PE011080	2	5	1	1
R2INDX	PE011080	3	3	1	1
R2INDX	PE011080	4	1	5	1
R2INDX	PE011080	5	12	1	1
R2INDX	PE011081	1	45	9	1
R2INDX	PE011081	2	2	3	1
R2INDX	PE011081	3	1	5	1
R2INDX	PE011081	4	12	1	1
R2INDX	PE011082	1	1	3	1
R2INDX	PE011082	2	44	2	1
R2INDX	PE011083	1	17	1	1
R2INDX	PE011083	2	1	5	1
R2INDX	PE011083	3	12	6	1
R2INDX	PE011084	1	1	5	1
R2INDX	PE011084	2	2	1	1
R2INDX	PE011084	3	12	12	1
R2INDX	PE011084	4	44	12	1
R2INDX	PE011085	1	1	5	1
R2INDX	PE011085	2	44	1	1
R2INDX	PE011085	3	2	1	1
R2INDX	PE011085	4	12	1	1
R2INDX	PE011086	1	1	5	0
R2INDX	PE011086	2	2	1	0
R2INDX	PE011086	3	12	7	1
R2INDX	PE011086	4	44	7	1
R2INDX	PE011087	1	1	5	0
R2INDX	PE011087	2	2	1	0
R2INDX	PE011087	3	44	6	1
R2INDX	PE011087	4	12	1	1
R2INDX	PE011088	1	1	5	1
R2INDX	PE011088	2	44	1	1
R2INDX	PE011088	3	2	1	1
R2INDX	PE011088	4	45	11	1
R2INDX	PE011088	5	12	1	1
R2INDX	PE011089	1	1	5	1
R2INDX	PE011089	2	44	6	1
R2INDX	PE011089	3	45	10	1
R2INDX	PE011089	4	2	1	0
R2INDX	PE011089	5	12	6	1
R2INDX	PE011090	1	1	5	0
R2INDX	PE011090	2	2	2	0
R2INDX	PE011090	3	12	2	1
R2INDX	PE011090	4	44	10	1
R2INDX	PE011091	1	1	5	0
R2INDX	PE011091	2	2	1	0
R2INDX	PE011091	3	44	11	1
R2INDX	PE011091	4	45	11	1
R2INDX	PE011092	1	1	5	1
R2INDX	PE011092	2	2	1	0
R2INDX	PE011092	3	44	12	1
R2INDX	PE011092	4	12	1	1
R2INDX	PE011093	1	1	5	0
R2INDX	PE011093	2	46	11	1
R2INDX	PE011093	3	2	1	1
R2INDX	PE011093	4	44	7	1
R2INDX	PE011093	5	12	1	1
R2INDX	PE011094	1	1	5	2
R2INDX	PE011094	2	46	11	1
R2INDX	PE011094	3	2	1	2
R2INDX	PE011094	4	45	8	2
R2INDX	PE011095	1	2	1	1
R2INDX	PE011095	2	44	7	1
R2INDX	PE011095	3	1	5	1
R2INDX	PE011095	4	12	1	1
R2INDX	PE011096	1	44	12	1
R2INDX	PE011096	2	12	1	1
R2INDX	PE011096	3	1	5	1
R2INDX	PE011096	4	2	1	1
R2INDX	PE011097	1	1	5	1
R2INDX	PE011097	2	44	2	1
R2INDX	PE011097	3	12	2	1
R2INDX	PE011097	4	2	2	1
R2INDX	PE011097	5	23	2	1
R2INDX	PE011098	1	44	11	1
R2INDX	PE011098	2	1	5	1
R2INDX	PE011098	3	2	1	1
R2INDX	PE011098	4	12	12	1
R2INDX	PE011099	1	1	5	0
R2INDX	PE011099	2	2	1	0
R2INDX	PE011099	3	44	6	1
R2INDX	PE011099	4	12	6	1
R2INDX	PE011100	1	1	5	1
R2INDX	PE011100	2	12	12	1
R2INDX	PE011100	3	44	7	1
R2INDX	PE011100	4	2	1	1
R2INDX	PE021001	1	1	5	0
R2INDX	PE021001	2	2	1	1
R2INDX	PE021001	3	44	12	1
R2INDX	PE021002	1	1	5	0
R2INDX	PE021002	2	44	1	1
R2INDX	PE021002	3	45	1	1
R2INDX	PE021002	4	18	3	1
R2INDX	PE021003	1	1	5	0
R2INDX	PE021003	2	44	6	1
R2INDX	PE021003	3	2	1	1
R2INDX	PE021004	1	1	5	0
R2INDX	PE021004	2	2	6	1
R2INDX	PE021004	3	44	6	1
R2INDX	PE021005	1	1	5	0
R2INDX	PE021005	2	44	12	1
R2INDX	PE021005	3	2	1	1
R2INDX	PE021006	1	1	5	0
R2INDX	PE021006	2	2	1	1
R2INDX	PE021006	3	45	6	1
R2INDX	PE021006	4	44	7	1
R2INDX	PE021007	1	1	5	1
R2INDX	PE021007	2	46	11	1
R2INDX	PE021007	3	2	1	1
R2INDX	PE021007	4	12	1	1
R2INDX	PE021009	1	1	5	0
R2INDX	PE021009	2	2	1	1
R2INDX	PE021009	3	45	11	1
R2INDX	PE021010	1	1	5	1
R2INDX	PE021010	2	2	1	0
R2INDX	PE021010	3	45	9	1
R2INDX	PE021010	4	12	2	1
R2INDX	PE021011	1	1	5	1
R2INDX	PE021011	2	2	1	1
R2INDX	PE021011	3	45	6	1
R2INDX	PE021012	1	1	5	0
R2INDX	PE021012	2	2	1	1
R2INDX	PE021012	3	45	9	1
R2INDX	PE021013	1	1	5	1
R2INDX	PE021013	2	45	11	1
R2INDX	PE021013	3	2	1	1
R2INDX	PE021013	4	12	12	1
R2INDX	PE021014	1	1	5	1
R2INDX	PE021014	2	44	1	1
R2INDX	PE021014	3	2	1	1
R2INDX	PE021014	4	12	1	1
R2INDX	PE021015	1	1	5	0
R2INDX	PE021015	2	2	1	1
R2INDX	PE021015	3	12	6	1
R2INDX	PE021015	4	44	6	1
R2INDX	PE021016	1	1	5	1
R2INDX	PE021016	2	2	1	0
R2INDX	PE021016	3	44	9	1
R2INDX	PE021016	4	45	11	1
R2INDX	PE021016	5	12	6	1
R2INDX	PE021017	1	1	5	1
R2INDX	PE021017	2	44	1	1
R2INDX	PE021017	3	2	1	1
R2INDX	PE021017	4	12	1	1
R2INDX	PE021018	1	1	5	0
R2INDX	PE021018	2	2	1	0
R2INDX	PE021018	3	12	10	1
R2INDX	PE021018	4	44	11	1
R2INDX	PE021019	1	1	5	0
R2INDX	PE021019	2	46	11	1
R2INDX	PE021019	3	2	1	1
R2INDX	PE021019	4	12	1	1
R2INDX	PE021020	1	3	1	1
R2INDX	PE021020	2	45	11	1
R2INDX	PE021020	3	44	6	1
R2INDX	PE021021	1	1	5	1
R2INDX	PE021021	2	2	1	1
R2INDX	PE021021	3	12	1	1
R2INDX	PE021022	1	1	5	1
R2INDX	PE021022	2	12	1	1
R2INDX	PE021022	3	44	6	1
R2INDX	PE021022	4	2	1	1
R2INDX	PE021023	1	1	5	0
R2INDX	PE021023	2	44	4	0
R2INDX	PE021023	3	2	1	0
R2INDX	PE021023	4	12	1	1
R2INDX	PE021024	1	1	5	1
R2INDX	PE021024	2	2	1	1
R2INDX	PE021024	3	45	9	1
R2INDX	PE021024	4	44	6	1
R2INDX	PE021024	5	12	6	1
R2INDX	PE021025	1	2	1	0
R2INDX	PE021025	2	45	1	1
R2INDX	PE021026	1	44	1	1
R2INDX	PE021026	3	18	7	1
R2INDX	PE021026	20	12	7	1
R2INDX	PE021027	1	1	5	1
R2INDX	PE021027	2	45	9	1
R2INDX	PE021028	1	44	1	1
R2INDX	PE021028	2	45	6	1
R2INDX	PE021028	3	12	1	1
R2INDX	PE021029	1	1	5	0
R2INDX	PE021029	2	44	12	1
R2INDX	PE021029	3	12	6	1
R2INDX	PE021030	1	1	5	1
R2INDX	PE021030	2	46	11	1
R2INDX	PE021030	3	15	10	1
R2INDX	PE021030	4	2	2	1
R2INDX	PE021031	1	23	1	0
R2INDX	PE021031	2	45	11	1
R2INDX	PE021031	3	44	6	1
R2INDX	PE021031	4	23	1	0
R2INDX	PE021031	5	12	1	1
R2INDX	PE021032	1	1	5	1
R2INDX	PE021032	2	46	11	1
R2INDX	PE021032	3	2	1	1
R2INDX	PE021032	4	12	6	1
R2INDX	PE021033	1	1	5	1
R2INDX	PE021033	2	2	1	1
R2INDX	PE021033	3	44	7	1
R2INDX	PE021033	4	12	1	1
R2INDX	PE021034	1	1	5	0
R2INDX	PE021034	2	2	1	0
R2INDX	PE021035	1	1	5	0
R2INDX	PE021035	2	2	1	0
R2INDX	PE021035	3	44	9	0
R2INDX	PE021036	1	1	5	0
R2INDX	PE021036	2	2	6	0
R2INDX	PE021036	3	44	11	1
R2INDX	PE021037	1	1	5	0
R2INDX	PE021037	2	2	6	0
R2INDX	PE021037	3	44	6	0
R2INDX	PE021038	1	1	5	1
R2INDX	PE021038	2	44	12	1
R2INDX	PE021038	3	2	1	1
R2INDX	PE021038	4	12	1	1
R2INDX	PE021039	1	1	5	1
R2INDX	PE021039	2	2	1	1
R2INDX	PE021039	3	44	9	1
R2INDX	PE021040	1	1	5	0
R2INDX	PE021040	2	2	7	1
R2INDX	PE021040	3	44	7	1
R2INDX	PE021041	1	1	5	1
R2INDX	PE021041	2	2	1	1
R2INDX	PE021041	3	44	12	1
R2INDX	PE021042	1	1	5	1
R2INDX	PE021042	2	2	1	1
R2INDX	PE021042	3	44	6	1
R2INDX	PE021043	1	1	5	1
R2INDX	PE021043	2	2	1	0
R2INDX	PE021043	3	44	11	1
R2INDX	PE021043	4	12	7	1
R2INDX	PE021044	1	1	5	0
R2INDX	PE021044	2	2	1	1
R2INDX	PE021044	3	18	1	1
R2INDX	PE021044	4	12	1	1
R2INDX	PE021045	1	1	5	1
R2INDX	PE021045	2	2	1	1
R2INDX	PE021045	3	44	1	1
R2INDX	PE021045	4	12	1	1
R2INDX	PE021046	1	1	5	1
R2INDX	PE021046	2	2	1	1
R2INDX	PE021046	3	45	11	1
R2INDX	PE021046	4	12	8	1
R2INDX	PE021046	5	44	8	1
R2INDX	PE021047	1	44	6	1
R2INDX	PE021047	2	12	6	1
R2INDX	PE021047	3	45	11	1
R2INDX	PE021048	1	1	5	1
R2INDX	PE021048	2	2	1	1
R2INDX	PE021048	3	44	11	1
R2INDX	PE021048	4	12	6	1
R2INDX	PE021049	1	1	5	1
R2INDX	PE021049	2	45	12	1
R2INDX	PE021049	3	12	9	1
R2INDX	PE021050	1	1	5	0
R2INDX	PE021050	2	2	1	1
R2INDX	PE021050	3	44	7	1
R2INDX	PE021051	1	1	5	0
R2INDX	PE021051	2	2	1	0
R2INDX	PE021051	3	45	9	1
R2INDX	PE021051	4	12	1	1
R2INDX	PE021052	1	1	5	1
R2INDX	PE021052	2	2	6	1
R2INDX	PE021052	3	45	9	1
R2INDX	PE021052	4	12	12	1
R2INDX	PE021053	1	1	5	1
R2INDX	PE021053	2	2	1	1
R2INDX	PE021053	3	44	9	1
R2INDX	PE021054	1	1	5	1
R2INDX	PE021054	2	2	1	1
R2INDX	PE021054	3	44	6	1
R2INDX	PE021054	4	12	6	1
R2INDX	PE021055	1	1	5	1
R2INDX	PE021055	2	2	6	1
R2INDX	PE021055	3	44	6	1
R2INDX	PE021055	4	12	6	1
R2INDX	PE021055	5	7	6	1
R2INDX	PE021056	1	44	1	1
R2INDX	PE021057	1	45	9	1
R2INDX	PE021057	2	5	1	1
R2INDX	PE021057	3	44	7	1
R2INDX	PE021058	1	1	5	1
R2INDX	PE021058	2	46	11	1
R2INDX	PE021058	3	2	1	1
R2INDX	PE021058	4	45	10	1
R2INDX	PE021059	1	1	5	0
R2INDX	PE021059	2	46	11	1
R2INDX	PE021059	3	2	1	1
R2INDX	PE021059	4	12	1	1
R2INDX	PE021060	1	1	5	0
R2INDX	PE021060	2	2	1	0
R2INDX	PE021060	3	45	11	1
R2INDX	PE021060	4	12	3	1
R2INDX	PE021061	1	1	5	0
R2INDX	PE021061	2	2	1	0
R2INDX	PE021061	3	44	11	1
R2INDX	PE021062	1	1	5	1
R2INDX	PE021062	2	2	1	1
R2INDX	PE021062	3	44	1	1
R2INDX	PE021062	4	18	1	1
R2INDX	PE021063	1	1	5	1
R2INDX	PE021063	2	2	1	1
R2INDX	PE021063	3	44	9	1
R2INDX	PE021063	4	12	1	1
R2INDX	PE021064	1	1	5	0
R2INDX	PE021064	2	44	6	1
R2INDX	PE021065	1	1	5	0
R2INDX	PE021065	2	2	1	0
R2INDX	PE021065	3	45	8	1
R2INDX	PE021066	1	1	5	0
R2INDX	PE021066	2	2	1	0
R2INDX	PE021066	3	45	9	1
R2INDX	PE021067	1	1	5	0
R2INDX	PE021067	2	2	1	0
R2INDX	PE021067	3	44	9	1
R2INDX	PE021068	1	1	5	1
R2INDX	PE021068	2	2	1	1
R2INDX	PE021068	3	5	1	1
R2INDX	PE021068	4	12	6	1
R2INDX	PE021068	5	44	6	1
R2INDX	PE021069	1	1	5	0
R2INDX	PE021069	2	46	11	1
R2INDX	PE021069	3	5	1	0
R2INDX	PE021069	4	7	1	0
R2INDX	PE021069	5	12	1	1
R2INDX	PE021069	6	2	1	1
R2INDX	PE021070	1	44	11	1
R2INDX	PE021070	2	12	12	1
R2INDX	PE021071	1	1	5	0
R2INDX	PE021071	2	44	1	1
R2INDX	PE021071	3	2	1	0
R2INDX	PE021071	4	12	1	1
R2INDX	PE021072	1	1	5	0
R2INDX	PE021072	2	2	1	1
R2INDX	PE021072	3	44	1	1
R2INDX	PE021072	4	12	1	1
R2INDX	PE021073	1	1	5	0
R2INDX	PE021073	2	44	1	1
R2INDX	PE021073	3	2	1	1
R2INDX	PE021073	4	12	1	1
R2INDX	PE021074	1	1	5	0
R2INDX	PE021074	2	2	1	1
R2INDX	PE021074	3	45	1	1
R2INDX	PE021074	4	12	1	1
R2INDX	PE021075	1	44	1	1
R2INDX	PE021075	2	45	1	1
R2INDX	PE021075	3	12	6	1
R2INDX	PE021076	1	1	5	0
R2INDX	PE021076	2	44	1	1
R2INDX	PE021076	3	2	1	1
R2INDX	PE021077	1	1	5	1
R2INDX	PE021077	2	44	7	1
R2INDX	PE021077	3	45	11	1
R2INDX	PE021077	4	2	1	1
R2INDX	PE021077	5	12	1	1
R2INDX	PE021078	1	1	5	0
R2INDX	PE021078	2	2	6	0
R2INDX	PE021078	3	17	11	1
R2INDX	PE021078	4	45	10	1
R2INDX	PE021078	5	12	2	1
R2INDX	PE021079	1	1	5	0
R2INDX	PE021079	2	2	12	0
R2INDX	PE021079	3	44	10	1
R2INDX	PE021079	4	45	11	1
R2INDX	PE021080	1	1	5	0
R2INDX	PE021080	2	2	1	0
R2INDX	PE021080	3	12	9	1
R2INDX	PE021080	4	45	11	1
R2INDX	PE021081	1	1	5	1
R2INDX	PE021081	2	2	1	1
R2INDX	PE021081	3	45	11	1
R2INDX	PE021081	4	44	9	1
R2INDX	PE021081	5	12	1	1
R2INDX	PE021082	1	1	5	1
R2INDX	PE021082	2	44	6	1
R2INDX	PE021082	3	12	2	1
R2INDX	PE021083	1	1	5	1
R2INDX	PE021083	2	2	1	1
R2INDX	PE021083	3	44	1	1
R2INDX	PE021083	4	46	1	1
R2INDX	PE021083	5	12	1	1
R2INDX	PE021084	1	1	5	1
R2INDX	PE021084	2	2	1	0
R2INDX	PE021084	3	45	11	1
R2INDX	PE021084	4	44	12	1
R2INDX	PE021084	5	12	6	1
R2INDX	PE021086	1	1	5	0
R2INDX	PE021086	2	45	6	1
R2INDX	PE021086	3	13	2	1
R2INDX	PE021086	4	2	1	0
R2INDX	PE021086	5	12	1	1
R2INDX	PE021087	1	1	5	0
R2INDX	PE021087	2	12	12	1
R2INDX	PE021087	3	17	1	1
R2INDX	PE021087	4	5	1	1
R2INDX	PE021088	1	2	1	0
R2INDX	PE021088	2	17	7	1
R2INDX	PE021088	3	1	5	1
R2INDX	PE021089	1	1	5	1
R2INDX	PE021089	2	45	11	1
R2INDX	PE021089	3	2	1	1
R2INDX	PE021089	4	12	6	1
R2INDX	PE021090	1	1	5	0
R2INDX	PE021090	2	2	1	0
R2INDX	PE021090	3	44	9	1
R2INDX	PE021090	4	45	11	1
R2INDX	PE021091	1	1	5	1
R2INDX	PE021091	2	46	11	1
R2INDX	PE021091	3	12	2	1
R2INDX	PE021091	4	7	2	1
R2INDX	PE021091	5	2	2	1
R2INDX	PE021092	1	1	5	0
R2INDX	PE021092	2	2	1	0
