childid	passid	passet	numpass	valpass	decpass
PE081059	4	38	1	50	3
PE081059	5	34	0	 	 
PE081061	1	33	1	1000	3
PE081061	2	33	1	1000	3
PE081063	1	37	0	 	90
PE081064	1	33	5	350	80
PE081065	1	38	1	100	1
PE081067	1	18	3	20	1
PE081067	2	20	3	30	1
PE081067	3	6	3	10	1
PE081067	4	34	0	 	 
PE081068	1	34	1	3200	1
PE081069	1	40	2	8	80
PE081069	2	3	1	20	80
PE081069	3	33	1	200	80
PE081069	4	33	2	15	80
PE081069	5	18	2	10	80
PE081069	6	20	2	10	80
PE081070	1	35	1	1615	7
PE081070	2	25	1	200	7
PE081070	3	33	6	60	5
PE081070	4	36	1	300	5
PE081070	5	33	2	20	5
PE081070	6	39	1	50	5
PE081072	1	18	2	15	2
PE081072	2	40	1	5	2
PE081072	3	33	2	2	2
PE081072	4	40	1	8	2
PE081072	5	33	2	1	2
PE081072	6	26	1	15	2
PE081074	1	34	0	 	 
PE081075	1	33	2	1800	1
PE081075	2	33	1	170	1
PE081075	3	33	1	100	1
PE081075	4	33	1	500	1
PE081075	5	33	1	1000	1
PE081075	6	33	1	500	1
PE081077	1	34	1	12500	1
PE081077	2	34	1	9500	17
PE081077	3	34	1	9500	17
PE081079	1	39	1	35	1
PE081079	2	33	1	20	1
PE081079	3	33	1	10	1
PE081081	1	33	3	10	2
PE081081	2	33	1	12	2
PE081082	1	22	2	900	2
PE081082	2	34	1	6500	80
PE081083	1	34	1	11000	80
PE081084	1	33	1	1	2
PE081084	2	33	7	2	2
PE081084	3	33	99	1	2
PE081084	4	33	12	2	2
PE081087	1	40	3	10	17
PE081087	2	33	2	50	17
PE081087	3	30	1	50	17
PE081087	4	33	4	5	17
PE081087	5	33	50	5	17
PE081089	1	33	1	500	1
PE081089	2	33	0	 	 
PE081089	3	36	1	100	1
PE081089	4	33	1	5	1
PE081090	1	33	7	10	1
PE081090	2	33	2	15	1
PE081095	1	33	4	200	3
PE081095	2	33	8	20	3
PE081095	3	33	2	10	4
PE081095	4	33	1	120	4
PE081095	5	36	1	200	4
PE081096	1	34	1	10000	1
PE081098	1	34	2	20000	2
PE081099	1	33	1	350	1
PE081099	2	36	1	300	1
PE091001	1	18	8	35	1
PE091001	2	5	2	40	1
PE091001	3	20	1	50	1
PE091001	4	19	1	25	1
PE091002	1	20	3	35	80
PE091002	2	18	6	10	80
PE091002	3	18	3	10	80
PE091003	1	18	4	17	1
PE091003	2	20	2	40	1
PE091003	3	21	5	35	1
PE091004	1	18	3	10	80
PE091004	2	19	1	8	80
PE091004	3	20	1	15	80
PE091004	4	21	1	30	80
PE091004	5	6	1	60	80
PE091005	1	18	8	10	1
PE091005	2	20	3	25	1
PE091005	3	19	3	9	1
PE091005	4	33	1	40	2
PE091006	1	18	4	8	2
PE091006	2	5	1	15	2
PE091006	3	20	2	30	2
PE091006	4	21	3	8	2
PE091007	1	5	1	20	1
PE091007	2	20	2	20	1
PE091007	3	18	3	15	1
PE091007	4	21	1	15	1
PE091007	5	19	3	10	1
PE091008	1	18	1	10	1
PE091008	2	19	1	15	1
PE091008	3	20	1	10	1
PE091009	1	21	2	3	1
PE091009	2	18	1	3	1
PE091009	3	20	2	10	1
PE091009	4	18	2	5	1
PE091010	1	18	1	10	1
PE091010	2	19	2	13	1
PE091010	3	20	2	8	1
PE091011	1	6	1	15	1
PE091011	2	21	3	6	1
PE091011	3	21	1	15	1
PE091011	4	20	4	10	1
PE091011	5	19	3	10	1
PE091012	1	5	2	20	1
PE091012	2	21	1	20	1
PE091012	3	20	3	25	1
PE091012	4	18	6	10	1
PE091012	5	19	1	18	1
PE091013	1	18	2	10	1
PE091013	2	20	1	25	1
PE091013	3	5	1	40	1
PE091013	4	21	1	15	1
PE091014	1	18	4	10	1
PE091014	2	20	1	15	1
PE091014	3	3	0	 	 
PE091015	1	33	2	60	1
PE091015	2	33	6	25	1
PE091015	3	33	2	40	1
PE091015	4	36	1	800	2
PE091015	5	33	1	150	2
PE091016	1	18	2	20	80
PE091016	2	19	1	8	80
PE091016	3	20	2	12.5	80
PE091018	1	13	1	2800	80
PE091018	2	18	2	14	80
PE091018	3	19	1	10	80
PE091018	4	20	2	10	80
PE091018	5	33	1	190	80
PE091018	6	33	1	190	80
PE091019	1	5	1	20	2
PE091019	2	21	1	15	2
PE091019	3	20	3	18	2
PE091019	4	18	3	17	2
PE091020	1	18	5	20	1
PE091020	2	20	4	9	1
PE091020	3	19	4	10	1
PE091022	1	5	1	60	2
PE091022	2	18	6	12	2
PE091022	3	20	1	12	2
PE091022	4	21	1	50	2
PE091022	5	21	4	10	2
PE091023	1	18	4	18	3
PE091023	2	19	3	10	3
PE091023	3	20	5	13	3
PE091023	4	5	1	15	3
PE091023	5	21	1	15	3
PE091024	1	33	2	1	3
PE091024	2	33	2	3	3
PE091024	3	18	3	12	2
PE091024	4	21	3	10	2
PE091024	5	20	4	15	2
PE091025	1	33	1	10	2
PE091025	2	33	90	3	2
PE091025	3	18	11	13	2
PE091025	4	19	1	15	2
PE091025	5	20	3	22	2
PE091025	6	5	1	30	2
PE091026	1	21	1	5	1
PE091026	2	18	1	5	1
PE091028	1	18	10	10	3
PE091028	2	19	3	8	3
PE091028	3	20	2	10	3
PE091029	1	18	4	8	1
PE091029	2	20	1	25	1
PE091032	1	33	6	12	2
PE091032	2	33	4	3	2
PE091032	3	33	40	1	2
PE091033	1	8	1	30	3
PE091033	2	18	3	10	3
PE091033	3	19	2	8	3
PE091033	4	20	2	8	3
PE091034	1	18	4	10	1
PE091034	2	18	1	12	1
PE091035	1	18	4	7	1
PE091036	1	18	2	10	2
PE091036	2	34	0	 	 
PE091037	1	18	5	14	2
PE091037	2	19	4	4	2
PE091037	3	20	3	30	2
PE091039	1	18	1	30	1
PE091039	2	19	2	5	1
PE091039	3	20	1	40	1
PE091039	4	21	1	5	1
PE091040	1	18	4	20	80
PE091040	2	20	3	30	80
PE091040	3	21	2	15	80
PE091041	1	18	6	15	1
PE091041	2	20	2	17	1
PE091041	3	5	1	20	1
PE091041	4	21	2	15	1
PE091043	1	22	2	500	1
PE091043	2	18	7	9	1
PE091043	3	5	1	50	1
PE091043	4	20	2	30	1
PE091044	1	18	0	 	 
PE091044	2	20	0	 	 
PE091044	3	7	0	 	 
PE091044	4	21	0	 	 
PE091045	1	18	2	12	1
PE091045	2	20	2	18	1
PE091045	3	19	1	15	1
PE091046	1	20	2	15	1
PE091046	2	18	2	15	1
PE091046	3	33	1	15	1
PE091047	1	20	14	30	1
PE091047	2	18	11	20	1
PE091047	3	19	3	15	1
PE091047	4	33	2	20	1
PE091048	1	18	1	5	1
PE091048	2	5	1	5	1
PE091049	1	18	10	10	1
PE091049	2	20	5	15	1
PE091049	3	19	6	3	1
PE091049	4	5	1	10	1
PE091049	5	21	1	5	1
PE091050	1	18	4	7	1
PE091050	2	20	2	10	1
PE091050	3	19	2	10	1
PE091050	4	21	3	5	1
PE091051	1	18	3	15	1
PE091051	2	20	2	12	1
PE091051	3	5	1	20	1
PE091051	4	21	1	15	1
PE091051	5	19	2	10	1
PE091052	1	18	6	18	1
PE091052	2	19	1	5	1
PE091052	3	20	1	6	1
PE091053	1	20	3	17	2
PE091053	2	18	4	14	2
PE091053	3	19	4	7	2
PE091053	4	21	3	8	2
PE091054	1	18	3	10	1
PE091054	2	20	1	10	1
PE091054	3	5	0	 	 
PE091055	1	18	4	20	18
PE091055	2	20	3	30	18
PE091055	3	5	1	25	18
PE091055	4	7	1	25	18
PE091055	5	21	2	9	18
PE091057	1	20	2	15	1
PE091057	2	18	3	18	1
PE091057	3	5	1	20	1
PE091057	4	21	1	18	1
PE091058	1	20	1	20	1
PE091058	2	18	2	10	1
PE091059	1	18	6	15	80
PE091059	2	20	2	15	80
PE091059	3	19	2	12	80
PE091060	1	19	1	4	2
PE091061	1	18	1	30	2
PE091061	2	18	1	15	2
PE091061	3	21	1	120	2
PE091061	4	20	1	60	2
PE091061	5	19	2	12	2
PE091061	6	5	1	20	2
PE091062	1	3	1	30	80
PE091062	2	18	23	10	80
PE091062	3	19	15	8	80
PE091062	4	20	5	8	80
PE091063	1	18	6	23	1
PE091063	2	20	2	23	1
PE091063	3	19	2	5	1
PE091063	4	6	1	35	1
PE091064	1	33	15	5	1
PE091064	2	33	1	20	1
PE091064	3	30	2	10	1
PE091065	1	18	8	15	1
PE091065	2	5	2	50	1
PE091065	3	20	3	25	1
PE091065	4	19	5	12	1
PE091066	1	6	1	20	1
PE091066	2	18	3	10	1
PE091066	3	19	2	8	1
PE091066	4	20	2	8	1
PE091067	1	18	2	10	2
PE091067	2	19	2	8	2
PE091067	3	20	2	8	2
PE091068	1	5	2	20	2
PE091068	2	18	6	8	2
PE091068	3	20	3	20	2
PE091068	4	21	1	20	2
PE091069	1	18	4	10	2
PE091069	2	20	2	12	2
PE091069	3	19	2	5	2
PE091072	1	8	1	30	1
PE091072	2	18	3	10	1
PE091072	3	19	2	8	1
PE091072	4	20	2	8	1
PE091073	1	6	1	15	1
PE091073	2	18	3	10	1
PE091073	3	19	2	8	1
PE091073	4	20	2	8	1
PE091074	1	3	1	30	1
PE091074	2	8	1	45	1
PE091074	3	18	2	10	1
PE091074	4	19	2	8	1
PE091074	5	20	2	8	1
PE091075	1	18	3	5	2
PE091075	2	21	3	5	2
PE091077	1	20	3	8	2
PE091077	2	18	4	8	2
PE091077	3	5	1	10	2
PE091077	4	19	1	4	2
PE091077	5	3	1	15	2
PE091077	6	21	1	10	2
PE091078	1	33	2	600	1
PE091078	2	27	1	40	1
PE091078	3	22	1	500	2
PE091078	4	5	1	10	1
PE091078	5	18	6	5	1
PE091078	6	6	2	3	1
PE091079	1	18	6	15	1
PE091079	2	20	2	15	1
PE091079	3	19	2	5	1
PE091079	4	5	1	15	1
PE091079	5	21	3	10	1
PE091080	1	18	5	8	1
PE091080	2	21	3	10	1
PE091080	3	20	3	23	1
PE091080	4	19	2	5	1
PE091081	1	18	1	12	1
PE091081	2	20	1	12	1
PE091081	3	21	2	10	1
PE091082	1	18	6	5	1
PE091082	2	3	1	50	1
PE091082	3	6	3	10	1
PE091085	1	18	9	10	2
PE091085	2	20	4	10	2
PE091085	3	5	1	10	2
PE091085	4	18	1	9	2
PE091085	5	19	4	5	2
PE091086	1	18	34	10	2
PE091086	2	20	18	20	2
PE091086	3	19	10	5.5	2
PE091086	4	21	1	20	2
PE091086	5	5	3	15	2
PE091086	6	21	3	15	2
PE091087	1	18	4	5	1
PE091087	2	3	1	60	1
PE091089	1	6	2	12	1
PE091089	2	18	3	10	1
PE091089	3	19	2	8	1
PE091089	4	20	1	8	1
PE091090	1	18	3	17	1
PE091090	2	20	2	20	1
PE091091	1	5	1	10	2
PE091091	2	21	1	10	2
PE091091	3	18	2	3	2
PE091091	4	20	2	3	2
PE091091	5	19	2	1.5	2
PE091092	1	18	13	8	1
PE091092	2	20	1	20	1
PE091092	3	19	4	10	1
PE091092	4	5	3	25	1
PE091092	5	21	3	25	1
PE091093	1	18	4	10	1
PE091093	2	20	2	15	1
PE091093	3	19	2	5	1
PE091093	4	5	2	10	1
PE091094	1	18	6	10	3
PE091094	2	20	3	10	3
PE091094	3	6	2	5	3
PE091095	1	18	4	8	2
PE091095	2	20	4	30	2
PE091096	1	18	5	12	1
PE091096	2	20	3	15	1
PE091096	3	19	4	10	1
PE091096	4	5	3	20	1
PE091097	1	18	3	2	1
PE091097	2	5	1	10	1
PE091097	3	19	1	5	1
PE091098	1	18	10	10	1
PE091098	2	20	2	15	1
PE091098	3	21	6	10	1
PE091099	1	18	3	10	2
PE091099	2	20	2	18	2
PE091099	3	5	1	20	2
PE091099	4	21	2	18	2
PE091100	1	18	2	11	2
PE091100	2	19	1	5	2
PE091100	3	20	1	20	2
PE091101	1	18	19	13	1
PE091101	2	21	12	8	1
PE091101	3	20	14	30	1
PE091101	4	21	2	30	1
PE091101	5	19	4	6	1
PE091102	1	18	3	17	1
PE091102	2	20	2	10	1
PE091102	3	19	5	10	1
PE091102	4	5	3	20	1
PE091103	1	18	2	20	1
PE091103	2	20	1	23	1
PE101005	1	33	4	350	80
PE101005	2	35	25	400	80
PE101005	3	33	3	1500	80
PE101006	1	33	1	120	1
PE101006	2	33	1	40	1
PE101007	1	25	4	1800	2
PE101007	2	35	2	500	2
PE101009	1	34	0	 	 
PE101011	1	35	1	800	1
PE101011	2	33	1	60	2
PE101011	3	33	1	30	2
PE101012	1	3	0	 	 
PE101013	1	33	3	100	3
PE101013	2	33	1	500	3
PE101013	3	33	1	80	3
PE101013	4	33	1	40	3
PE101013	5	33	1	500	3
PE101013	6	33	4	200	3
PE101016	1	18	2	15	1
PE101016	2	20	2	17	1
PE101018	1	33	0	 	90
PE101018	2	32	0	 	90
PE101018	3	33	0	 	90
PE101018	4	33	0	 	90
PE101019	1	33	24	30	4
PE101019	2	33	1	2400	4
PE101019	3	33	1	2400	4
PE101019	4	33	4	300	2
PE101019	5	33	3	1000	2
PE101020	1	33	3	2045	80
PE101020	2	36	1	646	80
PE101020	3	33	5	25	80
PE101020	4	33	12	18	80
PE101020	5	33	3	80	80
PE101022	1	33	2	1500	80
PE101022	2	33	4	200	80
PE101022	3	33	2	100	80
PE101022	4	33	2	10	80
PE101022	5	33	1	20	80
PE101023	1	36	1	1120	3
PE101024	1	33	1	200	2
PE101024	2	33	1	800	80
PE101024	3	33	1	100	80
PE101024	4	33	1	800	80
PE101024	5	33	1	680	80
PE101024	6	33	1	480	80
PE101026	1	34	0	 	 
PE101028	1	33	3	2000	2
PE101028	2	33	3	1000	2
PE101028	3	33	2	600	2
PE101028	4	33	1	1000	2
PE101028	5	33	1	500	2
PE101032	1	18	4	18	3
PE101032	2	20	3	10	3
PE101032	3	19	5	15	3
PE101033	1	33	2	10	1
PE101033	2	33	3	5	1
PE101034	1	36	1	2000	1
PE101034	2	39	1	80	1
PE101034	3	33	2	80	1
PE101034	4	33	3	35	1
PE101035	1	33	1	200	80
PE101035	2	33	1	50	80
PE101035	3	34	1	32000	80
PE101035	4	34	1	96000	80
PE101039	1	33	2	30	80
PE101039	2	33	16	15	80
PE101039	3	33	8	40	80
PE101039	4	33	32	15	80
PE101040	1	20	2	20	2
PE101040	2	18	2	15	2
PE101040	3	5	1	15	2
PE101040	4	19	2	5	2
PE101040	5	21	1	20	2
PE101045	1	34	1	3200	2
PE101050	1	36	1	900	2
PE101051	1	18	2	10	2
PE101051	2	19	2	8	2
PE101051	3	20	2	8	2
PE101051	4	25	1	2500	1
PE101055	1	18	2	20	80
PE101055	2	19	1	5	80
PE101055	3	20	2	8	80
PE101057	1	35	6	1100	2
PE101057	2	33	1	150	2
PE101058	1	33	2	300	1
PE101058	2	26	1	800	1
PE101058	3	33	2	500	1
PE101058	4	30	1	500	1
PE101058	5	18	0	 	 
PE101059	1	34	0	 	 
PE101069	1	18	3	15	2
PE101069	2	20	2	30	2
PE101069	3	19	2	5	2
PE101069	4	3	33	60	2
PE101069	5	38	1	250	2
PE101070	1	35	1	1200	2
PE101071	1	21	0	 	 
PE101074	1	33	2	150	2
PE101074	2	36	1	200	2
PE101074	3	33	3	40	2
PE101074	4	39	1	70	2
PE101074	5	33	1	1000	2
PE101074	6	33	0	 	 
PE101076	1	36	1	300	2
PE101076	2	33	2	200	2
PE101076	3	33	5	350	2
PE101076	4	33	1	50	2
PE101078	1	18	8	16	1
PE101078	2	21	1	20	1
PE101078	3	21	2	10	1
PE101079	1	18	5	15	1
PE101079	2	34	3	39360	80
PE101079	3	21	2	10	2
PE101079	4	33	10	10	1
PE101079	5	33	1	100	2
PE101080	1	33	10	2	1
PE101081	1	18	4	30	1
PE101081	2	20	2	25	1
PE101081	3	19	1	20	1
PE101084	1	33	1	170	5
PE101084	2	33	1	5	5
PE101084	3	33	1	10	5
PE101085	1	35	11	1300	80
PE101086	1	33	3	7	1
PE101086	2	33	1	27	1
PE101086	3	33	3	5	1
PE101086	4	40	5	12	1
PE101086	5	40	1	10	1
PE101086	6	33	3	12	1
PE101087	1	37	0	 	 
PE101088	1	18	6	18	2
PE101088	2	20	1	20	2
PE101088	3	33	5	25	2
PE101088	4	33	3	5	2
PE101089	1	22	1	200	1
PE101091	1	34	0	 	 
PE101094	1	33	1	20	2
PE101094	2	33	6	5	2
PE101094	3	33	12	2	2
PE101095	1	33	1	3000	80
PE101095	2	39	1	300	80
PE101095	3	33	1	100	80
PE101096	1	33	2	180	1
PE101097	1	36	1	500	1
PE101097	2	33	2	100	1
PE101097	3	36	1	400	1
PE101097	4	33	3	20	1
PE101097	5	33	20	10	1
PE101097	6	33	80	5	1
PE101098	1	33	2	10	2
PE101098	2	33	2	2	2
PE101098	3	33	2	10	2
PE101099	1	22	3	300	2
PE101104	1	26	1	300	1
PE101104	2	33	15	5	1
PE101104	3	33	1	110	1
PE101104	4	34	1	800	1
PE111002	1	18	1	5	80
PE111002	2	18	1	5	80
PE111002	3	21	1	5	80
PE111002	4	33	1	400	80
PE111003	1	18	3	20	1
PE111003	2	1	1	20	1
PE111005	1	5	3	15	1
PE111005	2	6	5	18	1
PE111005	3	18	9	17	1
PE111005	4	19	3	12	1
PE111005	5	20	3	16	1
PE111006	1	18	7	25	9
PE111007	1	21	0	 	 
PE111007	2	18	0	 	 
PE111007	3	21	0	 	 
PE111007	4	19	0	 	 
PE111008	1	18	2	5	5
PE111008	2	18	2	5	5
PE111008	3	6	2	3	5
PE111008	4	6	22	3	5
PE111010	1	3	1	80	1
PE111010	2	6	1	20	1
PE111010	3	18	4	13	1
PE111010	4	19	2	10	1
PE111010	5	20	1	10	1
PE111011	1	21	1	2	1
PE111011	2	18	5	10	1
PE111011	3	6	1	3	1
PE111011	4	20	1	10	1
PE111012	1	33	2	150	1
PE111012	2	33	1	100	1
PE111012	3	33	3	100	1
PE111012	4	33	4	50	1
PE111012	5	33	14	10	1
PE111013	1	18	2	18	1
PE111013	2	18	1	20	1
PE111013	3	6	1	10	1
PE111013	4	21	1	10	1
PE111014	1	18	6	15	2
PE111014	2	20	1	30	2
PE111014	3	6	1	20	2
PE111015	1	18	1	10	16
PE111015	2	21	1	5	16
PE111015	3	21	2	10	16
PE111015	4	18	3	10	16
PE111015	5	6	1	12	16
PE111016	1	18	2	35	6
PE111016	2	20	1	25	6
PE111016	3	20	1	30	6
PE111016	4	6	1	10	6
PE111017	1	18	2	12	80
PE111017	2	18	2	15	80
PE111017	3	20	1	15	80
PE111017	4	6	1	12	80
PE111017	5	21	1	10	80
PE111018	1	21	2	10	16
PE111018	2	18	1	15	16
PE111018	3	18	1	12	16
PE111018	4	6	1	10	16
PE111019	1	18	6	5	2
PE111019	2	19	2	5	2
PE111019	3	20	2	7	2
PE111019	4	5	1	10	2
PE111019	5	3	1	20	2
PE111020	1	21	2	10	1
PE111020	2	6	2	10	1
PE111020	3	18	1	12	1
PE111020	4	20	1	20	1
PE111020	5	18	1	5	1
PE111021	1	18	2	8	1
PE111021	2	21	4	10	1
PE111021	3	20	1	25	1
PE111021	4	6	1	12	1
PE111023	1	3	3	6	2
PE111023	2	2	2	10	2
PE111024	1	6	1	10	2
PE111024	2	18	4	12	2
PE111024	3	19	20	10	2
PE111024	4	20	2	15	2
PE111024	5	21	1	12	2
PE111025	1	18	2	20	16
PE111025	2	21	2	10	16
PE111025	3	21	2	12	16
PE111029	1	8	1	40	2
PE111029	2	18	2	12	2
PE111029	3	19	1	10	2
PE111029	4	20	1	10	2
PE111030	1	18	9	14	2
PE111030	2	19	5	5	2
PE111030	3	20	4	13	2
PE111030	4	6	3	10	2
PE111032	1	8	1	40	5
PE111032	2	18	4	12	5
PE111032	3	19	1	10	5
PE111032	4	20	1	10	5
PE111034	1	18	4	10	1
PE111034	2	19	3	10	1
PE111034	3	20	2	12	1
PE111034	4	21	1	13	1
PE111035	1	6	1	12	2
PE111035	2	18	3	15	2
PE111035	3	19	3	10	2
PE111035	4	20	2	20	2
PE111035	5	21	2	10	2
PE111036	1	6	3	15	1
PE111036	2	18	3	10	1
PE111036	3	19	2	15	1
PE111036	4	20	2	15	1
PE111037	1	6	1	12	1
PE111037	2	19	3	10	1
PE111037	3	20	2	15	1
PE111038	1	18	4	25	1
PE111038	2	19	2	15	1
PE111038	3	6	1	15	1
PE111038	4	20	2	25	1
PE111039	1	18	1	27	2
PE111039	2	20	2	32	2
PE111039	3	21	2	15	2
PE111042	1	33	2	25	1
PE111042	2	33	3	20	1
PE111042	3	33	1	15	1
PE111042	4	33	1	120	1
PE111042	5	33	1	200	2
PE111044	1	38	1	300	2
PE111045	1	18	4	25	1
PE111045	2	6	3	10	1
PE111045	3	5	1	20	1
PE111045	4	21	1	10	1
PE111045	5	18	2	10	1
PE111045	6	20	2	30	1
PE111046	1	6	4	10	1
PE111046	2	21	4	10	1
PE111046	3	5	2	20	1
PE111046	4	21	3	10	1
PE111046	5	20	3	20	1
PE111046	6	18	3	25	1
PE111047	1	18	2	20	1
PE111047	2	21	3	10	1
PE111047	3	18	1	15	1
PE111048	1	18	2	12	2
PE111048	2	18	2	5	2
PE111048	3	21	2	5	2
PE111048	4	20	1	15	2
PE111048	5	19	2	4	2
PE111048	6	20	1	15	2
PE111049	1	18	3	15	1
PE111049	2	21	1	15	1
PE111049	3	21	1	15	1
PE111049	4	19	1	10	1
PE111050	1	21	1	8	1
PE111050	2	18	2	20	1
PE111050	3	21	4	4	1
PE111052	1	6	2	10	1
PE111052	2	21	5	10	1
PE111052	3	18	2	8	1
PE111052	4	18	2	5	1
PE111052	5	20	2	7	1
PE111052	6	33	4	2	2
PE111054	1	6	2	10	2
PE111054	2	18	2	10	2
PE111054	3	18	1	15	2
PE111054	4	20	2	15	2
PE111054	5	19	1	10	2
PE111056	1	6	2	10	1
PE111056	2	18	7	25	1
PE111056	3	21	3	2	1
PE111056	4	6	1	15	1
PE111056	5	20	3	20	1
PE111056	6	19	1	5	1
PE111057	1	21	1	10	1
PE111057	2	18	2	10	1
PE111057	3	18	1	15	1
PE111057	4	21	2	5	1
PE111057	5	6	1	20	1
PE111057	6	21	1	30	1
PE111059	1	21	3	8	2
PE111059	2	18	4	8	2
PE111059	3	18	2	12	2
PE111061	1	5	2	20	2
PE111061	2	6	3	10	2
PE111061	3	21	5	10	2
PE111061	4	18	2	30	2
PE111061	5	19	2	12	2
PE111063	1	20	1	10	2
PE111063	2	18	3	30	2
PE111063	3	21	7	5	2
PE111063	4	6	1	15	2
PE111063	5	18	2	20	2
PE111064	1	18	4	9	2
PE111064	2	20	2	13	2
PE111064	3	21	6	6	2
PE111065	1	18	4	30	1
PE111065	2	19	1	12	1
PE111065	3	20	2	30	1
PE111065	4	3	2	120	1
PE111066	1	33	0	 	 
PE111068	1	18	8	15	1
PE111068	2	19	1	10	1
PE111068	3	20	1	10	1
PE111068	4	6	2	16	1
PE111068	5	5	1	10	1
PE111069	1	21	2	5	2
PE111069	2	18	4	5	2
PE111069	3	21	5	2	2
PE111069	4	20	5	15	2
PE111069	5	19	4	3	2
PE111069	6	21	1	2	2
PE111071	1	18	2	15	1
PE111071	2	21	4	10	1
PE111074	1	21	2	4	1
PE111074	2	21	2	5	1
PE111074	3	18	3	10	1
PE111074	4	19	3	5	1
PE111074	5	20	2	10	1
PE111074	6	6	2	5	1
PE111076	1	18	2	10	1
PE111076	2	21	2	10	1
PE111076	3	19	1	10	1
PE111076	4	25	1	5000	1
PE111077	1	21	2	10	1
PE111077	2	6	6	5	1
PE111077	3	20	2	35	1
PE111077	4	18	2	10	1
PE111077	5	19	1	5	1
PE111079	1	18	3	27	90
PE111079	2	21	2	25	90
PE111079	3	20	2	25	90
PE111080	1	33	1	90	3
PE111080	2	33	1	15	3
PE111080	3	33	1	6	3
PE111080	4	33	3	1	3
PE111080	5	33	2	6	3
PE111080	6	20	2	30	3
PE111080	7	18	3	40	3
PE111081	1	33	1	250	1
PE111081	2	18	4	5	1
PE111081	3	20	2	5	1
PE111081	4	21	2	3.5	1
PE111083	1	33	1	100	2
PE111083	2	33	1	50	2
PE111083	3	33	1	50	2
PE111084	1	21	2	8	1
PE111084	2	18	3	12	1
PE111084	3	6	1	8	1
PE111085	1	18	2	10	4
PE111085	2	18	1	15	4
PE111085	3	6	2	10	4
PE111085	4	20	2	5	4
PE111085	5	19	2	5	4
PE111086	1	18	2	20	1
PE111086	2	21	1	10	1
PE111086	3	18	1	20	1
PE111087	1	18	3	10	1
PE111087	2	19	2	12	1
PE111087	3	20	2	10	1
PE111087	4	21	1	10	1
PE111087	5	25	1	2000	1
PE111089	1	21	1	7	1
PE111089	2	18	1	10	1
PE111089	3	21	2	7	1
PE111090	1	20	2	22	1
PE111090	2	18	1	15	1
PE111090	3	19	1	12	1
PE111091	1	6	1	10	2
PE111091	2	18	3	12	2
PE111091	3	20	2	10	2
PE111091	4	21	1	10	2
PE111092	1	18	4	10	80
PE111092	2	5	1	50	80
PE111092	3	6	2	50	80
PE111092	4	19	4	10	80
PE111092	5	8	1	70	80
PE111093	1	6	1	10	1
PE111093	2	18	1	18	1
PE111093	3	21	3	8	1
PE111094	1	18	6	7	2
PE111094	2	20	1	15	2
PE111094	3	19	2	5	2
PE111094	4	21	2	7	2
PE111094	5	21	3	15	2
PE111095	1	18	2	12	1
PE111095	2	18	4	14	1
PE111095	3	21	3	10	1
PE111095	4	6	2	12	1
PE111095	5	20	1	15	1
PE111096	1	18	2	20	1
PE111096	2	19	3	10	1
PE111096	3	20	2	30	1
PE111096	4	6	2	10	1
PE111096	5	5	1	7	1
PE111097	1	21	1	10	1
PE111097	2	18	1	18	1
PE111098	1	21	1	10	1
PE111098	2	21	1	20	1
PE111098	3	18	1	10	1
PE111098	4	18	2	10	1
PE111099	1	6	2	8	1
PE111099	2	21	2	9	1
PE111099	3	18	1	15	1
PE111099	4	5	1	10	1
PE111100	1	21	10	4	2
PE111100	2	6	5	3	2
PE111100	3	18	6	10	2
PE111100	4	20	5	10	2
PE111100	5	21	5	5	2
PE111100	6	21	4	25	2
PE111101	1	 	5	20	2
PE111101	2	 	1	10	2
PE111102	1	18	3	10	2
PE111102	2	19	2	12	2
PE111102	3	20	2	12	2
PE111102	4	21	1	10	2
PE121001	1	37	1	3200	1
PE121001	2	39	1	40	2
PE121001	3	33	1	10	2
PE121002	1	33	2	150	1
PE121004	1	33	2	10	3
PE121005	1	33	3	1	1
PE121005	2	40	1	5	1
PE121006	1	33	90	.1	4
PE121006	2	34	1	 	3
PE121006	3	36	1	400	4
PE121012	1	33	20	2.5	2
PE121012	2	33	9	40	2
PE121012	3	33	23	1	2
PE121012	4	33	1	300	2
PE121012	5	33	1	130	2
PE121012	6	33	1	15	2
PE121013	1	36	1	600	80
PE121014	1	33	1	300	5
PE121014	2	26	1	150	5
PE121015	1	33	1	150	80
PE121015	2	30	2	500	80
PE121015	3	33	1	100	80
PE121015	4	26	2	350	80
PE121015	5	35	1	1200	80
PE121015	6	34	1	500	80
PE121016	1	30	6	60	1
PE121016	2	33	1	50	1
PE121016	3	24	1	80	1
PE121016	4	34	1	80	2
PE121017	1	18	2	15	1
PE121017	2	33	0	 	 
PE121017	3	33	0	 	 
PE121017	4	33	0	 	 
PE121017	5	38	0	 	 
PE121018	1	18	1	15	6
PE121018	2	40	1	20	6
PE121018	3	33	1	10	6
PE121019	1	33	1	100	2
PE121021	1	22	2	960	1
PE121021	2	29	1	960	1
PE121023	1	34	0	 	 
PE121024	1	37	1	1600	80
PE121026	1	33	1	2000	1
PE121027	1	33	0	 	 
PE121027	2	33	2	80	2
PE121027	3	36	1	700	2
PE121027	4	33	10	5	2
PE121029	1	39	1	40	2
PE121029	2	33	1	1000	2
PE121029	3	30	1	200	1
PE121029	4	33	1	10	1
PE121029	5	22	1	200	7
PE121030	1	33	1	150	80
PE121030	2	33	2	200	80
