childid	foodid	foodcode	foodnum	foodamt	foodcost
PE111093	1	1	12	1	2.20000004768372
PE111093	2	3	12	5	1.20000004768372
PE111093	3	9	160	1	.5
PE111094	1	1	160	1	2
PE111094	2	9	160	1	.5
PE111094	3	10	160	1	2
PE111095	1	8	12	2	1
PE111095	2	1	12	2	2
PE111096	1	8	12	2	1
PE111097	1	1	4	2	2.20000004768372
PE111097	2	8	4	2	.5
PE111097	3	10	140	1	1
PE111098	1	1	160	1	1
PE111098	2	9	160	1	1
PE111098	3	8	12	1	1
PE111099	1	8	36	3	1
PE111099	2	1	36	3	2
PE111099	3	9	40	1	.5
PE111099	4	1	140	1	.5
PE111100	1	3	12	2	1
PE111100	2	1	12	6	1
PE111100	3	10	9	1	1
PE111101	1	3	12	3	1
PE111101	2	1	12	3	1
PE111101	3	10	96	1	1
PE111102	1	3	12	1	2
PE121004	1	1	210	1	.5
PE121007	1	10	120	4	.5
PE121008	1	1	210	2	1
PE121008	2	10	210	2	1
PE121009	1	1	12	6	2.20000004768372
PE121009	2	3	1	1	1
PE121011	1	1	48	2	2.09999990463257
PE121011	2	3	48	1	1.5
PE121012	1	10	194	1	1
PE121012	2	9	194	1	1
PE121012	3	10	194	1	1
PE121012	4	10	194	1	1
PE121012	5	10	194	1	1
PE121013	1	10	144	3	.5
PE121016	1	10	240	2	1
PE121017	1	10	240	3	.5
PE121018	1	1	9	8	2
PE121018	2	3	9	4	1.5
PE121019	1	1	160	2	.100000001490116
PE121019	2	9	160	2	.100000001490116
PE121020	1	1	240	5	.5
PE121022	1	10	240	3	.5
PE121024	1	10	100	3	.300000011920929
PE121024	2	1	180	1	.200000002980232
PE121024	3	9	180	1	.100000001490116
PE121026	1	10	240	1	.5
PE121029	1	1	96	2	2
PE121029	2	1	180	2	.5
PE121029	3	3	180	2	.200000002980232
PE121030	1	10	120	1	1.5
PE121032	1	1	72	3	2.20000004768372
PE121032	2	3	12	1	2
PE121035	1	1	210	4	2
PE121036	1	1	210	2	1
PE121037	1	1	20	1	.5
PE121037	2	9	20	1	.100000001490116
PE121038	1	8	10	1	3
PE121039	1	1	48	2	2
PE121039	2	3	48	1	1
PE121040	1	1	210	1	.5
PE121040	2	10	210	1	.5
PE121041	1	1	210	2	.5
PE121043	1	10	164	1	1
PE121044	1	10	120	4	.5
PE121047	1	1	22	2	2
PE121048	1	1	144	2	2.20000004768372
PE121048	2	3	24	1	1.5
PE121050	1	1	20	1	.5
PE121050	2	9	20	1	.100000001490116
PE121050	3	10	70	1	1.5
PE121051	1	10	194	2	.200000002980232
PE121053	1	10	100	6	1.5
PE121054	1	1	312	1	.200000002980232
PE121054	2	9	312	1	.100000001490116
PE121055	1	10	144	2	3
PE121055	2	10	144	2	.5
PE121055	3	15	144	2	.300000011920929
PE121059	1	1	200	2	.200000002980232
PE121059	2	9	200	2	.100000001490116
PE121062	1	10	160	1	1.5
PE121063	1	10	240	1	.699999988079071
PE121063	2	1	30	1	.5
PE121063	3	9	30	1	.200000002980232
PE121064	1	10	210	1	1
PE121065	1	1	36	3	2.20000004768372
PE121065	2	3	24	2	1
PE121066	1	10	240	1	1
PE121066	2	9	240	1	1
PE121067	1	10	194	1	1
PE121067	2	9	194	1	1
PE121067	3	1	194	1	1
PE121073	1	10	240	2	2
PE121073	2	10	220	1	3
PE121073	3	10	220	1	1
PE121073	4	15	220	1	.300000011920929
PE121073	5	10	220	1	1
PE121074	1	1	48	2	2
PE121074	2	10	240	3	.5
PE121076	1	10	264	1	1
PE121077	1	1	20	1	.300000011920929
PE121077	2	9	20	1	.200000002980232
PE121078	1	1	24	2	2.20000004768372
PE121078	2	3	24	1	2
PE121078	3	10	180	1	1
PE121080	1	1	20	1	.5
PE121080	2	9	20	1	5
PE121081	1	1	48	2	2
PE121081	2	3	48	1	2
PE121083	1	10	194	1	1
PE121083	2	10	194	1	1
PE121084	1	1	240	2	2
PE121085	1	10	288	3	.5
PE121090	1	10	180	2	.5
PE121091	1	10	240	5	.300000011920929
PE121091	2	1	180	4	.200000002980232
PE121091	3	9	180	4	.100000001490116
PE121094	1	1	12	6	2
PE121094	2	3	12	2	1.20000004768372
PE121098	1	1	24	3	2
PE121098	2	3	288	1	.5
PE121098	3	9	216	1	.300000011920929
PE121099	1	1	24	3	2.20000004768372
PE121099	2	3	24	1	2
PE121101	1	10	240	5	.5
PE121101	2	9	240	1	.300000011920929
PE121101	3	1	240	1	.5
PE131001	1	1	5	1	.5
PE131001	2	9	5	1	.100000001490116
PE131003	1	10	365	2	1
PE131007	1	1	160	2	.5
PE131007	2	9	160	2	.100000001490116
PE131010	1	1	15	1	.5
PE131010	2	9	15	1	.200000002980232
PE131019	1	10	29	4	5
PE131020	1	10	2	2	.5
PE131020	2	8	3	26	1.5
PE131020	3	7	3	8	2
PE131020	4	6	3	8	3
PE131020	5	5	3	2	3.5
PE131021	1	10	360	2	.5
PE131022	1	10	340	1	.200000002980232
PE131023	1	3	30	2	1
PE131026	1	10	240	3	.5
PE131028	1	10	260	5	.5
PE131028	2	1	260	5	.5
PE131029	1	1	40	1	.5
PE131029	2	9	40	1	1
PE131030	1	1	60	1	1
PE131030	2	9	60	1	.100000001490116
PE131031	1	10	15	3	.5
PE131032	1	10	120	1	.5
PE131034	1	10	220	4	.300000011920929
PE131035	1	10	182	4	.5
PE131043	1	10	240	1	1
PE131055	1	10	120	5	.5
PE131055	2	10	192	4	.899999976158142
PE131055	3	9	180	1	.5
PE131055	4	1	180	1	.5
PE131065	1	1	180	1	1
PE131065	2	9	180	1	.100000001490116
PE131066	1	9	60	1	.100000001490116
PE131066	2	1	60	1	.200000002980232
PE131069	1	1	160	1	.5
PE131069	2	9	160	1	.200000002980232
PE131070	1	1	40	1	.5
PE131070	2	9	40	1	.5
PE131071	1	10	240	2	.5
PE131071	2	1	25	1	.5
PE131071	3	9	25	1	.200000002980232
PE131072	1	10	240	1	.5
PE131075	1	10	220	1	.5
PE131075	2	9	40	1	.100000001490116
PE131075	3	1	40	1	.5
PE131076	1	10	240	2	.5
PE131080	1	10	240	2	.5
PE131082	1	10	248	2	.5
PE131082	2	1	20	1	.5
PE131082	3	9	20	1	.300000011920929
PE131086	1	10	240	4	.5
PE131088	1	10	192	5	.5
PE131089	1	1	20	1	.5
PE131089	2	9	2	1	.200000002980232
PE131090	1	1	160	2	.5
PE131090	2	9	160	2	.200000002980232
PE131091	1	1	12	4	.800000011920929
PE131091	2	3	12	1	3
PE131091	3	10	240	3	1.5
PE131093	1	10	160	4	.5
PE131094	1	10	240	3	.5
PE131095	1	10	240	4	.5
PE131097	1	3	48	6	1
PE131097	2	1	48	6	1
PE131097	3	10	240	4	.200000002980232
PE131101	1	10	2	4	.5
PE131102	1	10	240	2	.5
PE141001	1	1	48	1	.5
PE141001	2	3	48	290	.5
PE141002	1	1	48	2	1.60000002384186
PE141002	2	3	48	1	2
PE141003	1	1	48	2	1.60000002384186
PE141003	2	8	48	500	1
PE141003	3	10	96	2	2
PE141005	1	1	48	2	1.5
PE141005	2	8	48	280	.600000023841858
PE141006	1	1	36	2	1.5
PE141006	2	3	36	250	1
PE141007	1	1	48	2	1.60000002384186
PE141007	2	8	48	1	1.5
PE141008	1	1	48	2	2.20000004768372
PE141008	2	8	48	250	1
PE141008	3	10	144	1	3
PE141009	1	1	12	8	1
PE141009	2	3	12	8	3
PE141011	1	1	12	16	1
PE141011	2	8	12	2	3
PE141013	1	3	48	125	2
PE141013	2	1	48	2	1.70000004768372
PE141013	3	10	132	1	2
PE141016	1	1	48	2	2
PE141016	2	3	48	1	2
PE141017	1	1	48	1	1.5
PE141017	2	3	48	58	1
PE141019	1	1	48	2	1.5
PE141019	2	9	300	2	.200000002980232
PE141019	3	8	48	1	1
PE141020	1	1	48	4	1
PE141020	2	3	48	1	1.5
PE141022	1	1	48	2	1.5
PE141022	2	3	48	500	1
PE141023	1	1	48	1	2
PE141023	2	3	48	1	2
PE141025	1	1	24	7	1.5
PE141025	2	8	24	2	1
PE141026	1	1	48	2	2
PE141026	2	3	48	1	1
PE141026	3	1	140	4	.5
PE141026	4	9	140	4	.100000001490116
PE141026	5	10	132	1	1
PE141027	1	10	240	2	.5
PE141029	1	1	48	2	.5
PE141029	2	3	48	1	1.20000004768372
PE141030	1	1	12	1	1.5
PE141030	2	8	12	1	2
PE141030	3	1	180	2	1
PE141030	4	9	180	2	.5
PE141032	1	1	12	8	1.5
PE141032	2	8	12	2	2
PE141033	1	1	48	2	1.5
PE141033	2	3	48	250	1
PE141034	1	1	48	1	1
PE141034	2	3	48	.25	.899999976158142
PE141035	1	1	48	2	1.5
PE141035	2	3	48	250	.5
PE141037	1	1	48	2	1.5
PE141037	2	3	48	1	1.79999995231628
PE141038	1	1	12	6	1.5
PE141038	2	3	12	1	2
PE141039	1	3	48	580	2
PE141039	2	1	48	2	2
PE141041	1	1	48	1	1.79999995231628
PE141041	2	3	48	.25	1
PE141044	1	1	12	8	1.60000002384186
PE141044	2	8	12	1	1.5
PE141044	3	1	180	1	1
PE141044	4	9	180	1	.5
PE141046	1	1	48	2	1.5
PE141046	2	3	48	500	1
PE141050	1	1	112	4	1
PE141050	2	8	12	1	2
PE141051	1	1	48	1	2
PE141051	2	3	48	1	1
PE141053	1	1	48	2	1.79999995231628
PE141053	2	3	48	1	2
PE141054	1	1	48	3	2.20000004768372
PE141054	2	3	48	500	1
PE141055	1	1	48	1	1
PE141055	2	3	48	250	.5
PE141055	3	10	132	1	1
PE141059	1	3	160	2	1
PE141059	2	1	160	2	2
PE141060	1	1	24	2	2.09999990463257
PE141060	2	8	24	240	2
PE141061	1	1	48	2	2.20000004768372
PE141061	2	3	48	1	1.5
PE141067	1	1	48	2	1.5
PE141067	2	3	48	250	.800000011920929
PE141068	1	1	48	7	1.20000004768372
PE141068	2	3	48	2	1.5
PE141068	3	1	20	1	.5
PE141068	4	9	20	1	.100000001490116
PE141069	1	1	48	2	2
PE141069	2	8	48	500	2
PE141071	1	1	10	2	.5
PE141071	2	9	10	2	.100000001490116
PE141075	1	1	48	3	2.20000004768372
PE141075	2	3	48	2	1.5
PE141077	1	1	48	2	1
PE141077	2	3	48	1	1
PE141077	3	1	40	1	.699999988079071
PE141077	4	9	40	1	.100000001490116
PE141078	1	1	44	2	1.20000004768372
PE141078	2	3	44	250	.800000011920929
PE141079	1	1	48	4	2
PE141079	2	8	48	2	2
PE141085	1	1	48	2	1.79999995231628
PE141085	2	8	48	.25	3.59999990463257
PE141086	1	1	48	2	1
PE141086	2	3	48	1	1
PE141087	1	1	48	2	2
PE141087	2	3	48	.200000002980232	5
PE141088	1	1	48	1	1
PE141088	2	3	48	200	1.29999995231628
PE141089	1	1	24	1	2
PE141089	2	3	24	1	1
PE141091	1	1	48	1	2
PE141091	2	3	48	1	1
PE141094	1	1	240	1	.200000002980232
PE141096	1	1	24	2	1.5
PE141096	2	3	24	2	1
PE141096	3	1	40	2	1
PE141096	4	9	40	2	.200000002980232
PE141097	1	1	48	1	1.29999995231628
PE141097	2	3	48	1	.5
PE141098	1	3	48	1	6
PE141098	2	1	48	3	2.20000004768372
PE141100	1	1	48	2	1
PE141100	2	3	48	1	1
PE141102	1	9	26	1	.200000002980232
PE141102	2	1	26	1	.5
PE151001	1	8	48	4	2
PE151001	2	1	42	4	2.20000004768372
PE151001	3	10	200	1	5
PE151003	1	1	6	8	18
PE151003	2	8	6	4	4
PE151004	1	1	12	4	2
PE151004	2	3	12	4	1
PE151006	1	10	190	2	1
PE151007	1	1	10	2	2
PE151007	2	3	10	500	2
PE151008	1	1	12	2	2.20000004768372
PE151008	2	3	6	1	1
PE151010	1	1	36	3	2.20000004768372
PE151010	2	3	10	2	1
PE151010	3	10	100	1	1
PE151011	1	1	12	6	1
PE151011	2	8	12	1	2
PE151011	3	10	180	1	2
PE151012	1	10	120	3	1
PE151014	1	8	12	2	2
PE151014	2	1	12	8	2.40000009536743
PE151015	1	1	12	48	2
PE151015	2	8	12	12	1
PE151016	1	1	1	4	2.20000004768372
PE151016	2	8	12	1	1.5
PE151017	1	1	12	4	2.20000004768372
PE151017	2	8	12	1	2.5
PE151018	1	1	6	6	2.20000004768372
PE151018	2	8	6	2	3
PE151020	1	10	120	1	2
PE151021	1	1	3	5	2
PE151022	1	1	24	2	2
PE151022	2	10	1	1	2
PE151022	3	3	24	2	1
PE151023	1	1	12	4	2.20000004768372
PE151023	2	3	12	3	1
PE151023	3	10	36	2	1
PE151024	1	1	12	5	1.20000004768372
PE151024	2	10	240	1	1
PE151025	1	10	20	1	1
PE151026	1	10	30	1	1
PE151026	2	10	30	1	1
PE151027	1	1	11	4	2.20000004768372
PE151027	2	8	11	2	1.5
PE151027	3	10	360	2	1
PE151028	1	1	12	8	1.20000004768372
PE151028	2	6	12	2	1.5
PE151028	3	10	95	4	1
PE151029	1	1	12	6	2.20000004768372
PE151029	2	3	12	1	1.79999995231628
PE151030	1	1	24	6.19999980926514	2.20000004768372
PE151030	2	3	12	1	1
PE151030	3	10	180	1	2
PE151031	1	2	24	2	2
PE151034	1	1	12	6	2.20000004768372
PE151036	1	10	160	1	1
PE151036	2	10	200	1	1
PE151037	1	8	12	2	1
PE151037	2	1	12	3	2.20000004768372
PE151040	1	1	12	24	2.20000004768372
PE151041	1	1	12	9	2.20000004768372
PE151043	1	1	36	3	2.20000004768372
PE151043	2	3	36	3	1.20000004768372
PE151044	1	1	96	8	2
PE151044	2	3	120	10	1
PE151044	3	1	240	1	.5
PE151044	4	9	240	1	.100000001490116
PE151045	1	1	12	6	2.20000004768372
PE151046	1	1	12	4	2.20000004768372
PE151046	2	8	12	1	3
PE151047	1	10	120	5	1
PE151048	1	1	36	3	2
PE151048	2	3	36	3	1
PE151061	1	1	48	4	2
PE151061	2	3	72	6	1
PE151061	3	10	360	3	2
PE151063	1	1	36	3	2.20000004768372
PE151065	1	1	12	2	2
PE151066	1	10	48	2	.200000002980232
PE151066	2	10	80	5	.300000011920929
PE151069	1	1	12	3	2
PE151072	1	1	12	3	2.20000004768372
PE151072	2	3	9	5	2
PE151072	3	10	180	3	1
PE151073	1	10	9	1	1
PE151075	1	1	6	2	4
PE151075	2	3	6	2	2
PE151076	1	3	12	2	2
PE151076	2	1	12	2	2
PE151078	1	1	11	1	2.20000004768372
PE151078	2	10	96	1	1
PE151079	1	1	12	2	2
PE151079	2	3	12	2	1
PE151080	1	1	180	1	1
PE151080	2	9	180	1	.5
PE151080	3	10	180	1	1.5
PE151081	1	1	12	3	2
PE151082	1	1	12	6	2
PE151082	2	3	12	6	1.70000004768372
PE151082	3	15	4	1	35
PE151083	1	10	240	2	2.5
PE151086	1	10	200	1	2.5
PE151088	1	1	24	2	2
PE151091	1	1	36	3	2.20000004768372
PE151091	2	10	180	1	1
PE151091	3	3	36	3	1
PE151094	1	1	12	2	2
PE151094	2	10	9	1	1
PE151097	1	10	180	1	1
PE151099	1	1	36	12	2
PE151100	1	10	160	1	2
PE151101	1	1	12	3	2
PE151101	2	3	10	3	1
PE151102	1	1	24	2	2
PE151102	2	10	16	1	2
PE151104	1	8	6	3	1
PE151104	2	1	12	4	2
PE151105	1	10	180	1	1.5
PE151109	1	1	12	1	2
PE151109	2	10	288	1	1
PE151110	1	8	1	3	3
PE151110	2	15	1	2	3
PE151110	3	11	1	3	6
PE151110	4	5	1	1	4
PE151111	1	10	180	1	1
PE161001	1	1	4	6	1
PE161001	2	10	180	1	.5
PE161001	3	10	180	1	.5
PE161002	1	8	3	4	2
PE161002	2	5	3	1	5
PE161002	3	8	3	20	2
PE161002	4	6	3	2	1
PE161002	5	8	3	2	1
PE161002	6	1	11	9	1.20000004768372
PE161002	7	3	11	2	1.5
PE161002	8	10	100	1	1
PE161002	9	10	180	1	.5
PE161002	10	9	180	1	.300000011920929
PE161003	1	1	6	9	9
PE161003	2	1	6	2	5
PE161003	3	5	2	3	12
PE161003	4	2	2	4	6
PE161004	1	1	6	3	3
PE161004	2	1	24	1	.5
PE161004	3	9	240	1	.300000011920929
PE161004	4	5	1	18	4
PE161004	5	2	1	12	.5
PE161004	6	6	1	12	1.5
PE161005	1	9	280	2	.5
PE161005	2	10	280	2	.5
PE161006	1	5	1	10	5
PE161006	2	2	1	25	2
PE161006	3	15	1	4	1.5
PE161006	4	6	1	20	1
PE161006	5	10	7	1	1
PE161006	6	10	7	1	.5
PE161006	7	1	12	6	2
PE161007	1	1	12	3	1.29999995231628
PE161007	2	9	180	1	.300000011920929
PE161007	3	10	180	1	.5
PE161007	4	10	180	1	2
PE161009	1	3	68	17	2
PE161009	2	1	64	16	2
PE161009	3	10	160	1	2
PE161010	1	1	4	12	1.29999995231628
PE161010	2	3	4	4	1.5
PE161011	1	1	12	9	1.20000004768372
PE161011	2	3	12	2	1
PE161011	3	10	180	1	.5
PE161011	4	9	180	1	.100000001490116
PE161012	1	10	120	1	1
PE161012	2	10	120	1	.5
PE161012	3	9	120	1	.5
PE161012	4	1	4	9	1
PE161013	1	1	4	3	1.29999995231628
PE161013	2	8	4	500	1.5
PE161014	1	1	6	6	1.29999995231628
PE161014	2	3	6	1	1
PE161014	3	10	180	1	1
PE161014	4	9	180	1	.5
PE161015	1	8	6	2	2
PE161015	2	1	6	8	1.5
PE161015	3	8	3	10	2
PE161015	4	8	3	5	1
PE161015	5	5	3	2	4
PE161015	6	15	3	10	1.5
PE161015	7	6	3	8	1
PE161016	1	1	12	2	1.29999995231628
PE161016	2	3	12	500	1.5
PE161016	3	9	210	1	.5
PE161016	4	10	210	1	2
PE161016	5	10	200	1	.5
PE161017	1	10	140	1	1
PE161017	2	10	140	1	.5
PE161017	3	9	140	1	.300000011920929
PE161017	4	1	4	4	1
PE161017	5	3	4	1	2
PE161018	1	1	3	9	2
PE161018	2	3	3	500	1.5
PE161018	3	10	8	1	1
PE161019	1	1	6	3	1.20000004768372
PE161019	2	3	6	1.20000004768372	5
PE161020	1	1	12	12	2
PE161020	2	3	12	3	2
PE161020	3	10	180	1	1
PE161020	4	9	180	2	5
PE161020	5	10	180	2	1
PE161021	1	1	6	9	1.29999995231628
PE161021	2	3	6	2	3
PE161021	3	10	144	2	1
PE161021	4	10	240	1	1
PE161022	1	8	2	5	2
PE161022	2	5	2	1	5
PE161022	3	6	2	3	2
PE161022	4	10	120	1	1
PE161022	5	1	3	9	1.5
PE161023	1	1	6	3	1.20000004768372
PE161023	2	3	6	500	1.5
PE161023	3	10	120	1	2
PE161023	4	10	120	1	1
PE161024	1	1	12	9	1.29999995231628
PE161024	2	1	12	1	5
PE161025	1	1	6	6	1.20000004768372
PE161025	2	10	240	3	.5
PE161025	3	9	240	2	.300000011920929
PE161025	4	10	240	1	1
PE161025	5	3	6	500	1.79999995231628
PE161026	1	8	12	500	1
PE161026	2	1	12	3	1.29999995231628
PE161027	1	1	6	9	1.20000004768372
PE161027	2	3	6	2	2
PE161028	1	1	6	3	1.20000004768372
PE161028	2	3	6	500	1.29999995231628
PE161028	3	10	240	1	.5
PE161028	4	10	240	1	1
PE161029	1	1	4	12	1.29999995231628
PE161029	2	8	4	1	2
PE161030	1	1	6	9	1.29999995231628
PE161030	2	3	6	1	3
PE161030	3	10	160	1	.5
PE161030	4	9	160	2	.300000011920929
PE161030	5	10	160	1	.5
PE161031	1	10	280	1	.200000002980232
PE161031	2	9	280	1	3
PE161031	3	10	40	1	1
PE161032	1	1	12	3	1
PE161032	2	10	8	1	1
PE161032	3	10	8	1	.5
PE161033	1	1	12	6	1
PE161033	2	3	12	1	3
PE161034	1	10	220	1	2
PE161034	2	10	220	1	.5
PE161034	3	1	11	3	1.20000004768372
PE161034	4	3	11	500	.5
PE161035	1	1	4	3	1
PE161035	2	3	4	1	2.20000004768372
PE161036	1	1	12	7	1
PE161036	2	1	12	14	1.5
PE161036	3	10	12	3	2
PE161037	1	1	4	3	1
PE161038	1	1	9	3	1.20000004768372
PE161038	2	3	9	.5	1
PE161039	1	8	2	30	2.5
PE161039	2	6	2	15	1
PE161039	3	5	2	3	4
PE161039	4	1	6	6	1
PE161039	5	3	6	2	1
PE161039	6	2	1	8	1
PE161039	7	5	1	2	4
PE161039	8	6	1	7	1
PE161040	1	8	4	1	2
PE161040	2	1	4	6	1.29999995231628
PE161040	3	8	3	12	2
PE161040	4	5	3	1	4
PE161040	5	6	3	6	2
PE161041	1	8	3	15	2
PE161041	2	6	3	4	1
PE161041	3	5	3	2	4
PE161041	4	10	140	1	1
PE161041	5	9	140	1	1
PE161042	1	1	4	3	1.20000004768372
PE161042	2	8	4	50	2
PE161042	3	5	4	5	4
PE161042	4	8	4	50	.699999988079071
PE161042	5	7	4	24	1
PE161042	6	6	4	50	1.5
PE161042	7	6	4	50	1
PE161043	1	1	4	9	1
PE161043	2	3	4	3	1
PE161043	3	10	100	1	.5
PE161043	4	9	100	1	.200000002980232
PE161043	5	10	100	1	.5
PE161045	1	2	4	4	3
PE161045	2	6	4	4	1.60000002384186
PE161045	3	5	4	2	4
PE161045	4	1	6	3	1.20000004768372
PE161045	5	3	6	1	1.20000004768372
PE161046	1	1	12	2	1.20000004768372
PE161046	2	3	6	1	2.5
PE161046	3	10	240	1	.5
PE161046	4	9	240	1	.300000011920929
PE161047	1	1	69	6	1.20000004768372
PE161047	2	1	6	600	2
PE161047	3	10	21	1	.5
PE161047	4	9	21	1	.5
PE161048	1	1	4	3	1.20000004768372
PE161048	2	1	4	1	.800000011920929
PE161048	3	10	9	1	2
PE161049	1	10	160	1	.5
PE161050	1	1	4	6	1.20000004768372
PE161050	2	3	4	2	2
PE161050	3	10	140	1	2
PE161051	1	1	6	6	1
PE161051	2	10	100	1	1
PE161051	3	10	100	1	.5
PE161051	4	9	100	1	.200000002980232
PE161051	5	15	1	8	2
PE161051	6	5	1	2	4
PE161051	7	8	1	19	1.5
PE161052	1	1	5	3	1
PE161052	2	3	5	1	2
PE161052	3	10	160	1	.5
PE161052	4	9	160	1	.5
PE161052	5	10	96	1	.5
PE161052	6	8	1	12	2
PE161052	7	6	1	6	1
PE161052	8	5	1	5	4
PE161053	1	15	2	52	1.79999995231628
PE161053	2	5	2	18	5
PE161053	3	6	2	5	3
PE161053	4	2	2	50	3
PE161053	5	6	2	5	1
PE161053	6	1	7	5	2
PE161053	7	1	7	21	1
PE161054	1	1	12	9	1.20000004768372
PE161054	2	3	12	2	3
PE161054	3	10	160	1	1
PE161054	4	9	160	1	.5
PE161055	1	1	4	3	1
PE161055	2	1	12	1	.5
PE161056	1	1	4	3	1
PE161056	2	3	4	2	1.5
PE161056	3	10	180	1	1
PE161056	4	5	1	2	5
PE161056	5	8	1	3	2
PE161056	6	6	1	2	2
PE161056	7	6	1	2	1.5
PE161057	1	10	360	3	.5
PE161057	2	9	360	3	.300000011920929
PE161057	3	1	1	5	1
PE161057	4	8	1	12	2
PE161057	5	6	1	5	1.5
PE161057	6	5	1	3	4
PE161058	1	1	12	2	1.20000004768372
PE161058	2	3	12	1	3
PE161058	3	10	160	1	1
PE161058	6	10	160	1	1
PE161059	1	1	6	12	1.20000004768372
PE161059	2	3	6	250	1.5
PE161059	3	10	8	1	1
PE161060	1	10	180	1	.5
PE161060	2	10	180	1	1
PE161061	1	1	12	12	1.20000004768372
PE161061	2	3	12	2	3
PE161061	3	10	180	1	1
PE161061	4	9	180	1	.5
PE161062	1	1	4	6	1.29999995231628
PE161062	2	8	4	1	1.5
PE161062	3	2	3	5	2
PE161062	4	6	3	2	1
PE161062	5	5	3	3	5
PE161063	1	1	3	9	1.20000004768372
PE161063	2	3	3	2	3
PE161063	3	4	12	3	2.5
PE161064	1	1	12	12	1.20000004768372
PE161064	2	3	12	2	30
PE161064	3	10	160	1	.5
PE161064	4	9	160	1	.5
PE161066	1	10	176	1	1
PE161066	2	10	176	1	.5
PE161066	3	9	176	1	.200000002980232
PE161067	1	1	6	9	1.20000004768372
PE161067	2	1	6	2	3
PE161067	3	4	12	3	3
PE161068	1	1	4	3	1.20000004768372
PE161068	2	1	4	1	2
PE161068	3	10	8	1	1
PE161069	1	1	6	12	1.10000002384186
PE161069	2	1	6	1	3
PE161070	1	3	2	1	3
PE161070	2	1	2	5	1.10000002384186
PE161071	1	1	4	19	1.29999995231628
PE161071	2	8	4	2	1
PE161071	3	2	4	4	1
PE161071	4	6	4	3	1
PE161071	5	5	4	2	5
PE161072	1	1	6	2	1.20000004768372
PE161072	2	1	6	1	3
PE161073	1	1	6	3	1.20000004768372
PE161073	2	3	6	500	1
PE161073	3	10	9	1	1
PE161074	1	1	1	3	2
PE161074	2	1	1	500	1.5
PE161074	3	10	185	1	2
PE161075	1	1	6	3	1.29999995231628
PE161075	2	9	180	1	.5
PE161075	3	10	180	2	.5
PE161075	4	10	180	1	1
PE161076	1	1	6	3	1
PE161076	2	8	6	500	1.5
PE161077	1	1	6	3	1.10000002384186
PE161077	2	10	180	1	.5
PE161077	3	10	180	1	1
PE161078	1	9	180	1	.300000011920929
PE161078	2	10	180	1	.5
PE161079	1	1	4	3	1
PE161079	2	3	4	500	1.5
PE161079	3	10	154	1	1
PE161080	1	1	6	8	1
PE161080	2	3	6	2	3
PE161081	1	1	6	8	.800000011920929
PE161081	2	8	6	2	.5
PE161082	1	1	6	2	1.20000004768372
PE161082	2	3	6	1	1
PE161082	3	5	6	250	1
PE161082	4	10	9	1	1
PE161083	1	1	6	8	1.29999995231628
PE161083	2	8	6	2	1
PE161084	1	10	140	2	.5
PE161084	2	9	140	2	.5
PE161085	1	1	6	12	1.29999995231628
PE161085	2	8	6	1	2
PE161087	1	1	6	3	1
PE161087	2	3	6	2	3
PE161087	3	10	300	3	.5
PE161087	4	9	300	3	.5
PE161088	1	10	150	1	1
PE161088	2	9	150	1	.5
PE161089	1	1	5	6	1.20000004768372
PE161089	2	3	5	1	1
PE161089	3	10	140	1	.5
PE161089	4	9	140	1	.300000011920929
PE161089	5	10	140	1	1
PE161090	1	1	12	9	1
PE161090	2	3	12	1.5	2
PE161091	1	1	12	4	1
PE161091	2	9	180	2	.300000011920929
PE161091	3	10	180	2	.5
PE161092	1	1	6	4	1.20000004768372
PE161092	2	8	6	2	1
PE161093	1	1	12	5	1.20000004768372
PE161093	2	9	240	1	.300000011920929
PE161093	3	10	240	1	.5
PE161094	1	1	6	9	1.20000004768372
PE161094	2	8	6	2	2
PE161095	1	1	6	6	1.20000004768372
PE161095	2	3	6	1	3
PE161095	3	1	240	1	1
PE161095	4	9	240	1	.5
PE161096	1	9	180	1	.5
PE161096	2	10	180	1	.5
PE161097	1	10	140	1	2
PE161097	2	8	4	14	2
PE161097	3	6	4	2	1.5
PE161097	4	5	4	2	4
PE161098	1	1	180	1	1
PE161098	2	9	180	240	.5
PE161099	1	10	140	3	.5
PE161099	2	9	140	3	.5
PE161099	3	8	5	2	2
PE161099	4	1	5	6	1.20000004768372
PE161100	1	1	4	3	1
PE161100	2	3	4	1	1.5
PE161100	3	9	180	2	.5
PE161100	4	10	180	2	.5
PE161101	1	1	3	3	1.20000004768372
PE161101	2	3	3	500	1
PE161102	1	1	4	3	1
PE161102	2	10	160	1	.5
PE161103	1	10	120	1	.5
PE161103	2	9	120	1	.300000011920929
PE161103	3	1	2	6	1
PE161103	4	8	2	1	1.5
PE161104	1	1	12	4	1.20000004768372
PE161104	2	3	12	1	2
PE161104	3	4	12	3	2
PE161104	4	5	12	.25	.800000011920929
PE161104	5	8	12	1	1
PE161104	6	7	12	1	1.5
PE161104	7	6	12	.5	1
PE161105	1	1	12	12	1.20000004768372
PE161105	2	8	12	2	2
PE161106	1	1	6	3	1
PE161106	2	3	6	.5	1
PE161107	1	1	4	3	1
PE161107	2	3	4	2	2
PE161108	1	1	12	9	1
PE161108	2	3	12	1	2
PE171001	1	1	4	4	2.20000004768372
PE171001	2	3	4	1	2
PE171001	3	10	160	1	1
