CHILDCODE	DNFDIDR4	DONTYPR5	DONRCVR5	DONAMTR5	DONMSRR5	DONPRCR5	PRCMSRR5
91050	8	10	20	1	9	4	9
91050	9	10	20	1	9	4	9
91050	10	10	20	1	9	4	9
91050	11	10	20	1	9	4	9
91050	12	15	100	1	8	.5	10
91051	1	10	165	4	8	1	8
91051	2	9	165	4	7	.5	7
91051	3	10	120	4	9	2	9
91051	4	10	200	2	9	1.5	9
91052	1	10	140	2	9	3	9
91053	1	10	160	1	9	4	9
91054	1	10	200	3	9	18	9
91055	1	1	200	1	8	.200000002980232	8
91055	2	9	200	1	7	.5	7
91055	3	10	40	1	9	2	9
91055	4	10	40	1	9	2	9
91055	5	10	200	1	9	2	9
91055	6	10	200	1	9	2	9
91055	7	10	200	1	9	2	9
91057	1	8	80	1	8	1	8
91057	2	10	120	1	9	5	9
91057	3	9	80	1	7	.5	7
91058	1	1	120	1	5	1	5
91058	2	9	120	1	7	.5	7
91058	3	10	80	1	5	2	5
91059	1	10	85	2	6	1	8
91059	2	9	85	2	7	.5	7
91060	1	3	110	2	8	2	8
91060	2	9	110	2	7	1	7
91060	3	10	110	2	5	6	5
91061	1	10	180	1	5	4	5
91061	2	1	160	1	8	1	8
91061	3	9	160	1	7	.5	7
91061	4	10	64	1	9	2	9
91063	1	1	6	4	6	2.79999995231628	6
91063	2	3	6	1	2	4	2
91063	3	11	6	1	3	1.29999995231628	3
91063	4	10	180	5	8	1	8
91063	5	10	180	7	5	5	5
91063	6	10	180	5	7	1	7
91064	1	10	220	1	5	2	5
91064	2	10	220	1	5	1	5
91064	3	9	220	1	3	.5	3
91065	1	10	96	1	5	2	5
91065	2	1	64	1	8	.5	8
91065	3	9	64	1	7	.5	7
91066	1	10	24	1	9	3	9
91066	2	10	24	1	9	4	9
91066	3	10	24	1	9	4	9
91066	4	10	24	1	9	4	9
91066	5	10	24	1	9	4	9
91067	1	10	120	1	8	2	8
91067	2	10	80	1	8	2	8
91067	3	9	120	1	7	.600000023841858	7
91067	4	10	80	1	9	4	9
91067	5	10	80	1	9	4	9
91067	6	10	40	1	9	4	9
91068	1	10	120	1	9	5	9
91069	1	10	96	2	9	4	9
91069	2	9	64	2	7	1	7
91069	3	1	32	2	8	2	8
91069	4	3	32	2	8	2	8
91069	5	10	160	1	9	2.5	9
91071	1	10	40	1	9	3	9
91071	2	10	40	1	9	3	9
91071	3	10	40	1	9	3	9
91071	4	10	40	1	9	3	9
91072	1	1	6	14	6	35	6
91072	2	3	6	3	2	12	2
91072	3	7	6	4	7	10	7
91072	4	11	6	2	2	5	2
91074	1	10	120	1	8	1	8
91074	2	9	160	1	7	1	7
91074	3	10	100	1	9	3	9
91076	1	10	60	1	8	1	8
91076	2	9	60	1	7	.5	7
91077	1	10	85	3	8	.5	8
91077	2	9	85	3	7	.5	7
91077	3	10	65	3	9	1	9
91078	1	10	80	2	8	1.5	8
91078	2	10	160	2	8	1.5	8
91078	3	10	40	2	9	4	9
91078	4	10	80	2	9	4	9
91078	5	10	40	2	9	4	9
91078	6	10	80	2	9	4.5	9
91079	1	9	80	2	7	.600000023841858	7
91079	2	10	80	2	8	1.5	8
91079	3	10	80	2	8	1.5	8
91079	4	10	40	2	9	4	9
91079	5	10	40	2	9	4	9
91079	6	10	80	2	9	4	9
91080	1	10	10	2	9	8	9
91081	1	1	6	2	6	6	6
91081	2	3	6	1	2	4	2
91081	3	10	120	1	9	3	9
91081	4	10	80	1	9	1	9
91083	1	3	80	3	8	1	7
91083	2	9	80	3	7	.5	7
91083	3	10	180	3	7	4	7
91087	1	10	180	1	8	1	8
91087	2	9	180	1	7	.5	7
91087	3	10	90	1	9	2	9
91088	1	9	110	1	7	.5	7
91088	2	10	110	1	8	1	8
91088	3	10	110	1	9	2	9
91089	1	10	78	1	8	1	8
91089	2	9	78	1	7	.5	7
91089	3	10	30	1	9	3	9
91089	4	10	30	1	9	3	9
91090	1	10	96	1	9	3	9
91090	2	1	32	1	8	.5	8
91090	3	3	32	1	8	.5	8
91090	4	9	64	1	7	1	7
91091	1	10	100	2	8	1	8
91091	2	9	100	2	7	.5	7
91091	3	10	100	2	5	2.5	5
91093	1	10	180	1	5	5	5
91093	2	1	180	1	6	3	6
91094	1	10	190	1	5	2.5	5
91094	2	10	100	1	8	2	8
91096	1	10	200	3	8	3	8
91096	2	9	200	3	7	1.79999995231628	7
91098	1	10	220	5	5	25	5
91098	2	1	12	4	6	12	6
91098	3	3	12	1	2	4	2
91098	4	3	220	2	8	2	8
91098	5	9	220	2	7	1	7
91099	1	3	4	1	2	3	2
91099	2	1	4	1	6	5	6
91102	1	1	110	3	5	1	5
91102	2	9	110	3	3	.5	3
91102	3	10	110	3	5	3	5
91103	1	1	120	1	8	1	8
91103	2	9	120	1	7	.5	7
91103	3	10	40	1	9	2	9
91103	4	10	40	1	9	2	9
101005	1	15	12	1	2	7	2
101006	1	10	96	1	9	1.5	9
101006	2	3	32	1	8	1	8
101006	3	1	32	1	8	1	8
101006	4	9	64	1	7	.5	7
101012	1	3	120	1	8	1	8
101012	2	9	120	1	7	.5	7
101030	1	1	12	2	6	3	6
101030	2	3	12	1	4	2	4
101030	3	10	110	1	9	2	9
101032	1	1	40	1	8	1	8
101032	2	10	40	1	9	3.5	9
101032	3	10	40	1	9	3.5	9
101032	4	10	40	1	9	3.5	9
101032	5	10	40	1	9	1	9
101032	6	9	80	1	7	.5	7
101032	7	1	3	24	6	3.5	6
101032	8	3	3	4	2	4	2
101034	1	10	60	1	8	1	8
101034	2	9	60	1	7	.5	7
101038	1	10	130	1	5	2	5
101038	2	9	130	1	7	.200000002980232	7
101038	3	3	130	1	8	1	8
101040	1	10	120	1	9	5	9
101040	4	10	40	1	8	2	8
101040	5	1	120	1	8	2	8
101040	6	9	120	1	7	.5	7
101043	1	1	160	2	8	2	8
101043	2	9	160	2	7	.5	7
101044	1	10	84	1	5	3	5
101044	2	10	40	1	5	1	5
101046	1	10	28	1	8	1	8
101046	2	10	112	1	9	2	9
101046	3	9	28	1	7	.5	7
101048	1	1	36	4	6	12	6
101048	2	3	18	2	3	4	3
101055	1	10	140	1	5	2	5
101056	1	1	80	2	6	1	6
101056	2	9	80	2	7	.5	7
101061	1	1	240	2	8	1.29999995231628	8
101061	2	10	240	2	7	1	7
101062	1	10	60	1	8	1	8
101062	2	10	60	1	7	1	7
101066	1	1	160	2	6	1	6
101066	2	9	64	2	7	.5	7
101066	3	9	96	2	7	.5	7
101067	1	10	200	1	7	2	7
101067	2	1	200	1	6	2	6
101067	3	9	160	1	7	.600000023841858	7
101069	1	10	96	2	9	2	9
101069	2	9	64	2	7	.5	7
101069	3	1	192	1	8	1.5	6
101069	4	3	32	1	8	1	8
101071	1	1	80	1	8	1	8
101071	2	8	160	1	8	1	8
101071	5	9	160	1	7	1	7
101071	6	10	40	1	9	5	9
101074	1	10	112	1	9	2	9
101074	5	10	28	1	8	1	8
101074	6	10	28	1	8	1	8
101074	7	9	56	1	7	.5	7
101075	1	10	120	1	5	3	5
101075	2	3	120	1	8	.5	8
101077	1	1	12	4	6	12	6
101077	2	3	12	2	2	8	2
101078	1	1	48	4	6	3.20000004768372	6
101078	2	3	24	1	2	3.79999995231628	2
101084	1	10	96	1	9	1.5	9
101084	2	1	32	1	8	1	8
101084	3	3	32	1	8	1	8
101084	4	9	64	1	7	.5	7
101087	1	1	180	1	6	1.5	6
101087	2	9	180	1	7	.200000002980232	7
101090	1	10	60	1	8	1	8
101090	2	9	60	1	7	.5	7
101104	1	1	80	1	8	2	8
101104	2	1	120	1	8	2	8
101104	3	9	120	1	7	.5	7
101104	4	10	40	1	9	3	9
101104	5	10	40	1	9	5	9
111003	1	10	90	1	8	1	8
111003	2	10	90	1	9	3	9
111005	1	10	80	2	8	1	8
111005	2	10	120	2	9	2	9
111005	3	9	120	2	7	.600000023841858	7
111005	4	10	160	4	9	4	9
111005	6	10	80	4	9	4	9
111005	7	10	80	4	9	3	9
111005	8	1	12	1	6	3	6
111005	9	3	12	1	4	2	4
111006	1	1	155	1	7	1	7
111006	2	9	155	1	7	.200000002980232	7
111006	3	8	3	1	2	8	2
111006	4	8	3	1	2	5	2
111008	1	10	40	1	9	2	9
111008	2	10	40	1	9	2	9
111008	3	10	40	1	9	2	9
111008	4	3	40	1	8	1	8
111008	5	10	40	1	8	1	8
111008	6	10	80	1	8	1	8
111008	7	1	80	1	8	1	8
111008	8	1	6	6	6	18	6
111008	9	3	6	3	2	12	2
111008	10	9	200	1	7	.5	7
111010	1	1	140	1	8	1	8
111010	2	10	80	1	8	1	8
111010	4	9	200	1	7	.5	7
111010	5	10	40	1	9	3	9
111010	6	10	40	1	9	3	9
111010	7	10	40	1	9	2.5	9
111010	8	10	40	1	9	3	9
111010	9	10	40	1	9	3	9
111010	10	1	4	6	6	18	6
111010	11	3	4	2	2	8	2
111011	1	10	160	2	5	1	5
111011	2	9	160	2	7	.5	7
111011	3	10	160	3	5	3	5
111011	5	1	10	2	6	2.5	6
111012	1	1	30	5	7	3	7
111012	2	3	12	2	4	1.5	4
111012	3	10	80	1	5	1.5	5
111012	4	15	2	50	10	10	10
111013	1	1	240	3	5	1	5
111013	2	9	240	3	7	.5	7
111013	3	10	240	3	5	2	5
111014	1	10	160	3	5	2	5
111014	2	9	160	3	7	.5	7
111014	3	1	160	3	5	1	5
111017	1	10	96	2	9	3.5	9
111017	2	1	32	2	8	1	8
111017	3	3	32	2	8	1	8
111017	4	9	64	2	7	.5	7
111018	1	3	240	2	8	1	8
111018	2	9	240	2	7	.600000023841858	7
111020	1	10	200	2	9	4	9
111020	6	1	12	1	6	2	6
111020	7	3	12	1	4	1.5	4
111021	1	1	200	1	8	1	8
111021	2	9	200	1	7	.5	7
111021	3	10	40	1	9	3	9
111021	4	10	120	1	9	3	9
111024	1	10	110	3	8	1	8
111024	2	9	110	3	7	.5	7
111024	3	10	110	3	9	3	9
111028	1	10	96	2	9	6	9
111028	2	3	32	2	8	1	8
111028	3	1	32	2	8	1	8
111028	4	9	64	2	7	.5	7
111028	5	1	12	1	6	3	6
111028	6	3	12	1	7	4	7
111028	7	10	160	3	9	3.5	9
111030	1	1	12	4	6	3	6
111030	2	8	12	2	2	2	2
111030	3	1	200	3	8	2	8
111030	4	9	200	3	7	.5	7
111030	5	10	40	3	9	4	9
111030	6	10	40	3	9	3	9
111033	1	10	150	2	5	2	5
111034	1	10	30	2	7	1	8
111034	2	10	30	2	9	4	9
111034	3	10	30	2	8	1	8
111034	4	9	60	2	7	.5	7
111034	5	1	12	1	6	2.5	6
111034	6	3	12	1	4	1	4
111035	1	1	1000	1	8	1	8
111035	2	9	100	1	7	.5	7
111036	1	1	32	1	8	1	8
111036	2	3	32	1	8	1	8
111036	3	8	32	1	8	1	8
111036	4	9	96	1	7	.5	7
111036	5	10	64	1	9	3.5	9
111036	6	1	12	3	6	3.5	6
111036	7	3	12	1	2	4	2
111037	1	10	120	3	5	5	5
111037	2	1	8	2	6	3.20000004768372	6
111038	1	10	60	3	8	1	8
111038	2	10	60	3	8	1	8
111038	3	9	120	3	7	.5	7
111039	1	10	170	5	5	5	5
111044	1	10	72	2	8	2.5	8
111044	2	10	180	1	5	2	5
111045	5	1	2	2	6	7	6
111046	1	1	200	1	8	2	8
111046	2	1	6	1	6	3	6
111046	3	3	6	1	2	3	2
111046	4	1	120	1	8	2	8
111046	5	10	40	1	9	4	9
111046	6	10	40	1	9	4	9
111049	1	1	200	1	6	1.5	6
111049	2	9	200	1	7	.200000002980232	7
111049	3	10	200	1	7	.5	7
111049	4	1	4	25	6	3	6
111049	5	3	4	4	3	1.5	3
111049	6	7	3	4	2	15	2
111049	7	15	3	25	2	1.20000004768372	2
111049	8	15	3	5	2	3	2
111050	1	10	200	1	8	1	8
111050	2	9	200	1	7	.300000011920929	7
111050	3	10	40	1	9	8	9
111050	4	10	40	1	9	2	9
111051	1	10	80	1	8	1	8
111051	2	10	40	1	8	1	8
111051	3	8	40	1	8	1	8
111051	4	1	40	1	8	1	8
111051	5	9	200	1	7	.5	7
111051	6	10	40	1	9	2.5	9
111051	7	10	40	1	9	2.5	9
111051	8	10	40	1	9	2.5	9
111051	9	10	40	1	9	2.5	9
111051	10	10	40	1	9	2.5	9
111054	1	10	200	2	8	2	8
111054	2	9	200	2	7	.5	7
111054	3	10	40	2	9	5	9
111054	4	10	40	2	9	5	9
111054	5	10	40	2	9	5	9
111054	6	10	40	2	9	3	9
111056	1	1	200	2	8	2	8
111056	2	9	200	2	7	1	7
111056	3	10	40	2	9	6	9
111056	4	10	40	2	9	6	9
111057	1	1	4	2	6	3.70000004768372	6
111057	2	3	4	1	2	3	2
111058	1	3	120	1	8	2	8
111058	4	9	120	1	7	.5	7
111058	5	10	80	1	9	2.5	9
111058	7	1	6	6	6	3	6
111058	8	3	6	3	2	3.5	2
111059	1	1	12	1	6	2.29999995231628	5
111059	2	3	12	6	4	1	4
111062	1	10	64	2	9	1.5	9
111062	2	9	96	2	7	.5	7
111062	3	3	32	2	8	1	8
111062	4	1	32	2	8	1	8
111062	5	8	32	2	8	1	8
111062	6	10	160	2	9	4	9
111064	1	10	160	2	8	1	8
111064	3	10	40	2	9	4	9
111064	4	10	40	2	9	5	9
111064	5	1	40	2	7	2	7
111064	6	10	40	2	7	1	7
111065	1	1	200	1	6	1.29999995231628	6
111065	2	10	200	1	7	1	7
111066	1	10	160	3	9	3.5	9
111066	2	9	64	1	7	.5	7
111066	3	3	32	1	8	1	8
111066	4	1	32	1	8	1	8
111066	5	10	96	1	9	3	9
111068	1	1	165	2	8	1	8
111068	2	9	120	2	7	.5	7
111068	5	10	60	2	9	3	9
111072	1	1	32	1	8	1	8
111072	2	3	32	1	8	1	8
111072	3	8	32	1	8	1	8
111072	4	9	96	1	7	.5	7
111072	5	10	64	1	9	4	9
111072	6	10	160	1	9	4	9
111077	1	10	170	2	5	4	5
111077	2	10	170	2	5	5	5
111079	1	8	40	1	8	1	8
111079	2	10	40	1	8	1	8
111079	3	1	80	1	8	1	8
111079	4	9	200	1	7	.5	7
111079	5	10	160	1	9	1	9
111079	8	1	4	6	6	15	6
111079	9	8	4	2	2	8	2
111081	1	1	200	1	7	1	7
111081	2	10	200	1	7	.800000011920929	7
111082	1	10	180	1	6	1	6
111082	2	9	180	1	7	.5	7
111085	1	10	170	1	5	3	5
111085	2	10	170	1	8	1	8
111087	1	10	120	1	8	1	8
111087	3	10	80	1	8	1	8
111087	5	9	200	1	7	.5	7
111087	6	10	120	1	9	2	9
111087	7	10	40	1	9	1	8
111087	8	10	40	1	9	1	9
111089	1	10	130	1	5	5	5
111089	2	10	130	1	8	1	8
111091	1	9	80	4	3	.600000023841858	3
111091	2	10	40	4	8	2	8
111091	4	10	200	4	9	5	9
111092	1	9	90	3	7	.5	7
111092	2	1	90	3	6	1	6
111093	1	10	120	2	8	1	8
111093	2	9	120	2	7	.600000023841858	7
111093	3	10	120	2	9	6	9
111095	1	1	6	6	6	3.20000004768372	6
111095	2	3	6	2	2	3	2
111097	1	10	240	1	8	2	8
111097	3	9	200	1	7	.600000023841858	7
111097	4	10	80	1	9	5	9
111097	5	10	120	1	9	5	9
111099	1	1	200	1	8	1	8
111099	2	9	200	1	7	.5	7
111099	3	10	40	1	9	2	9
111099	4	10	40	1	9	3	9
111100	1	10	64	1	9	4	9
111100	2	1	64	1	8	1	8
111100	3	3	32	1	8	1	8
111100	4	9	96	1	7	.5	7
111100	5	10	160	1	9	4	9
121002	1	1	3	12	6	3.59999990463257	5
121004	1	1	240	3	8	3	8
121007	1	1	200	2	7	1.5	7
121007	2	10	200	2	7	1	7
121008	1	2	18	3	6	3	6
121008	2	3	6	1	3	1.29999995231628	3
121011	1	1	12	6	6	3	6
121011	2	3	12	2	4	2	4
121011	3	15	4	1	9	5	9
121012	1	15	5	1	7	5	7
121012	2	15	5	6	2	4	2
121012	3	15	5	7	10	2	10
121012	4	9	5	3	7	1	7
121012	5	10	120	2	9	5	9
121017	1	1	24	3	6	7.19999980926514	6
121017	2	3	60	1	4	3	4
121019	1	1	200	2	6	1	6
121019	2	10	200	2	5	1	5
121019	3	10	120	3	7	.5	7
121024	1	1	4	5	6	3	6
121024	2	3	4	2	4	1	4
121026	1	1	12	3	7	2.5	7
121026	2	3	8	2	4	2	7
121034	1	1	12	1	6	1.5	6
121034	2	10	12	1	7	.200000002980232	7
121034	3	10	12	2	8	1	8
121035	1	9	200	1	7	.300000011920929	7
121035	2	1	200	1	6	1.5	6
121036	1	1	200	1	6	2.59999990463257	6
121036	2	9	100	1	7	.200000002980232	7
121036	3	9	100	1	7	.600000023841858	7
121040	1	10	22	300	7	7	5
121041	1	9	200	1	7	.300000011920929	7
121041	2	10	200	1	6	2	6
121041	3	1	36	3	6	3	6
121041	4	10	12	2	4	2	4
121043	1	10	240	1	8	1	8
121043	2	9	80	1	7	.200000002980232	7
121043	3	1	1	80	6	1	6
121043	4	9	80	1	7	.600000023841858	7
121043	5	10	80	1	7	.5	7
121048	1	10	140	2	6	1.5	6
121048	2	10	140	2	7	.5	7
121048	3	9	40	2	7	.5	7
121048	4	10	80	2	7	.800000011920929	7
121049	2	10	200	1	7	2	7
121049	3	1	144	3	7	3	7
121049	4	3	96	2	7	2.40000009536743	7
121050	1	10	181	1	5	1.39999997615814	4
121051	1	1	48	2	6	2.5	6
121051	2	3	12	1	4	2	4
121054	1	10	200	2	5	2	5
121055	1	9	120	1	7	.200000002980232	7
121055	2	9	80	1	7	.600000023841858	7
121055	3	10	40	1	7	.5	7
121055	4	1	200	1	7	1	7
121056	1	1	60	1	6	1.5	6
121056	2	9	24	1	7	.5	7
121056	3	9	24	1	7	.5	7
121056	4	10	12	1	7	.600000023841858	7
121057	1	1	200	1	6	1	6
121057	2	10	200	1	5	1	5
121061	1	15	12	1	10	3	10
121063	1	1	200	1	6	1.5	6
121063	2	10	40	1	7	.5	7
121063	3	9	160	1	7	.5	7
121064	1	1	12	9	6	2.5	6
121064	2	3	12	3	2	2	2
121064	3	10	200	2	5	1	5
121064	4	1	200	2	6	1.5	6
121066	1	15	1	10	7	.300000011920929	7
121066	2	15	1	10	2	1	2
121067	1	3	160	1	6	1	6
121067	2	10	160	1	7	1.5	7
121067	3	10	160	1	7	1	7
121070	1	10	100	1	5	1.5	5
121070	2	15	24	1	2	1	2
121074	1	1	2	5	6	3	6
121074	2	10	200	1	8	1.5	8
121074	3	9	200	1	7	.5	7
121074	4	10	80	1	7	1	7
121076	1	1	200	1	6	1.5	6
121076	2	9	200	1	7	.100000001490116	7
121076	3	10	200	1	7	.5	7
121078	1	10	200	1	5	5	5
121078	2	9	200	1	7	1	7
121078	3	10	1200	1	7	1	7
121080	1	1	200	1	6	1.5	6
121080	2	9	200	1	7	.300000011920929	7
121081	1	1	400	2	6	1	6
121081	2	10	40	2	7	.400000005960464	7
121081	3	10	160	2	7	1	7
121081	4	1	96	2	6	6	6
121081	5	3	48	1	3	12	7
121084	1	10	96	8	5	6	7
121088	1	8	1	3	2	3	2
121089	1	9	200	1	7	.100000001490116	7
121089	2	1	200	1	6	1.5	6
121091	1	1	200	1	6	1.60000002384186	6
121091	2	9	200	1	7	.100000001490116	7
121091	3	15	200	1	7	.5	7
121091	4	15	1	1	10	26.6000003814697	10
121091	5	1	200	4	8	1	8
121094	1	1	240	1	8	1	8
121094	2	10	240	1	7	1	7
121094	3	10	240	1	8	1	8
121097	1	1	1	3	1	5	1
121098	1	15	6	1	10	123	10
131001	1	1	400	2	7	1	7
131001	2	9	400	2	7	.800000011920929	7
131006	1	1	32	5	8	1	8
131006	2	3	64	5	8	1	8
131006	4	9	96	5	7	.5	7
131006	5	10	64	5	9	3	9
131007	1	1	144	2	8	1	8
131011	1	1	35	2	5	1	5
131011	2	9	35	2	5	1	5
131023	1	1	190	1	7	1.20000004768372	7
131023	2	9	190	1	7	.5	7
131026	1	1	180	2	8	1	8
131026	2	9	180	2	7	.5	7
131026	3	10	180	2	9	3	9
131028	1	1	156	4	8	1	8
131032	1	1	60	1	6	1	6
131032	2	9	60	1	7	1	7
131034	1	1	240	2	7	1.20000004768372	7
131034	2	9	240	2	7	.200000002980232	7
131049	1	10	60	1	7	.800000011920929	7
131049	2	9	60	1	7	.300000011920929	7
131049	3	10	60	1	7	.400000005960464	7
131058	1	1	60	1	4	1	7
131058	2	9	60	1	7	.5	7
131058	3	15	30	1	7	1	7
131060	1	1	80	1	7	1	5
131060	2	9	80	1	7	1	7
131066	1	1	200	1	7	1.5	5
131066	2	9	200	1	7	.5	5
131066	3	15	50	1	7	.300000011920929	7
131067	1	1	200	2	7	1	5
131067	2	9	200	2	7	.300000011920929	7
131070	1	15	120	1	7	.5	7
131070	2	1	240	1	7	1	7
131070	3	9	120	1	10	.600000023841858	10
131081	1	10	150	1	8	.699999988079071	8
131081	2	9	150	1	7	.200000002980232	7
131082	1	10	200	1	5	3	5
131083	1	1	80	1	8	1	8
131083	2	9	80	1	7	.5	7
131085	1	1	180	1	7	1	7
131085	2	9	180	1	7	.200000002980232	7
131085	3	15	36	1	7	.300000011920929	7
131086	1	10	200	1	8	2	8
131086	2	9	200	1	8	1	7
131090	1	10	42	2	5	2	5
131092	1	6	7	2	2	12	2
131092	2	8	7	5	2	12	2
131092	3	11	7	5	2	12	2
131092	4	1	7	6	6	18	6
131092	5	5	7	1	1	5	1
131094	1	10	144	8	8	8	8
131095	1	1	180	1	7	1	7
131095	2	9	180	1	7	1	7
131101	1	10	180	1	5	3	5
131101	2	10	180	1	7	.5	7
131101	3	1	180	1	7	1.5	7
141002	1	1	5	1	4	2.5	4
141003	1	1	180	1	7	1	7
141003	2	9	108	1	7	.5	7
141003	3	10	72	1	7	.5	7
141006	1	1	80	1	7	1.5	7
141006	2	10	80	1	7	1	7
141011	1	1	48	1	4	2.5	4
141011	2	3	48	1	3	1.5	3
141015	1	1	48	1	7	3	7
141015	2	3	48	1	3	1	3
141017	1	1	12	2	3	3	3
141017	2	3	12	1	2	4	2
141018	1	1	9	4	6	2.59999990463257	6
141018	2	3	9	2	4	1	4
141018	3	10	180	1	7	2	7
141018	4	9	180	2	7	.5	7
141019	1	3	6	4	3	.699999988079071	3
141019	2	1	6	4	7	3.5	7
141020	1	10	200	1	7	.600000023841858	7
141020	2	10	200	1	7	1.20000004768372	7
141020	3	3	12	1	4	1.79999995231628	4
141020	4	1	12	1	4	2	7
141027	1	10	140	1	7	1	7
141027	2	10	140	1	7	.5	7
141028	1	1	108	2	8	1	8
141028	2	10	72	2	5	3	5
141028	3	9	108	2	7	.5	7
141031	1	1	200	1	6	1.20000004768372	6
141031	2	9	200	1	7	.200000002980232	7
141031	3	10	40	1	7	.5	7
141032	1	3	24	1	4	1.5	4
141032	2	1	24	1	3	2	3
141038	1	1	12	2	2	3	2
141038	2	3	12	2	2	4	2
141038	3	10	200	1	8	1.5	8
141038	4	9	200	1	7	.5	7
141040	1	1	180	1	8	1	8
141040	2	1	180	1	8	1	8
141040	3	10	180	1	9	1	9
141042	1	1	6	2	7	2.5	7
141042	2	3	6	2	4	3	4
141046	1	1	160	1	6	2.5	6
141048	1	1	12	2	7	3	4
141048	2	3	12	2	7	2	4
141050	1	3	24	1	2	5	2
141050	2	1	24	2	4	2.5	4
141056	1	10	108	1	7	1.70000004768372	7
141056	2	1	108	1	7	1.20000004768372	5
141065	1	3	7	1	4	2	4
141065	2	1	7	1	6	3.20000004768372	6
141065	3	10	200	1	7	1	7
141065	4	10	200	1	7	.800000011920929	7
141066	1	3	7	1	8	1	8
141068	1	1	12	1	7	3	7
141068	2	3	12	1	4	3	4
141068	3	10	200	1	5	2.5	5
141079	1	1	12	3	3	2.5	3
141079	2	3	12	2	4	1.20000004768372	4
141082	1	3	12	1	2	4	2
141082	2	1	12	1	4	2.79999995231628	4
141088	1	1	200	1	7	1.70000004768372	7
141088	2	9	200	1	7	1	7
141096	1	10	200	1	7	.5	7
141096	2	3	200	1	7	1	7
141097	1	1	12	4	7	2.5	7
141097	2	3	12	4	7	2	4
141103	1	1	12	4	3	1	3
151006	1	1	200	1	8	1	8
151006	2	9	200	1	7	.5	7
151006	3	10	40	1	9	5	9
151006	4	10	40	1	9	4	9
151010	1	1	200	1	8	1	8
151010	2	9	200	1	7	.699999988079071	7
151010	3	10	40	1	9	6	9
151014	1	1	32	1	8	1	8
151014	2	3	32	1	8	1	8
151014	3	8	32	1	8	1	8
151014	4	9	96	1	7	.5	7
151014	5	10	64	1	9	4	9
151016	1	1	200	1	8	.699999988079071	8
151016	2	9	120	1	7	.5	7
151016	3	10	40	1	9	5	9
151016	4	10	40	1	9	5	9
151017	1	1	32	1	8	1	8
151017	2	3	32	1	8	1	8
151017	3	8	32	1	8	1	8
151017	4	9	96	1	7	.5	7
151017	5	10	64	1	9	1	9
151021	1	10	120	2	5	2	5
151021	2	1	120	2	8	1	8
151021	4	9	120	2	7	.400000005960464	7
151022	1	10	75	1	5	2	5
151022	2	1	75	1	8	2	8
151027	1	10	100	1	9	4	9
151027	2	10	100	1	9	4	9
151027	3	10	200	1	9	3	9
151027	4	9	200	1	7	.600000023841858	7
151030	1	1	200	2	8	1.5	8
151030	2	10	120	2	9	3.5	9
151030	3	10	80	2	9	3	9
151032	1	10	160	2	8	1	8
151032	2	10	40	2	8	1	8
151032	3	9	200	2	7	.5	7
151033	1	1	32	3	8	1	8
151033	2	3	32	3	8	1	8
151033	3	8	32	3	8	1	8
151033	4	9	96	3	7	.5	7
151033	5	10	64	3	9	3.5	9
151034	1	1	32	3	8	1	8
151034	2	8	32	3	8	1	8
151034	3	3	32	3	8	1	8
151034	4	10	96	3	7	.5	7
151034	5	10	64	3	9	3	9
151034	6	10	160	3	9	4	9
151037	1	10	160	4	8	2	8
151037	2	10	40	4	8	2	8
151037	3	9	200	4	7	.600000023841858	7
151037	4	10	100	4	9	4	9
151037	5	10	100	4	9	4	9
151038	1	10	120	2	8	2	8
151038	2	9	120	2	7	1	7
151040	1	1	150	2	8	2	8
151040	2	9	150	2	7	.5	7
151040	3	10	150	2	5	3	5
151041	1	10	180	1	8	1	8
151041	2	9	120	1	7	.300000011920929	7
151041	3	10	180	1	9	3	9
151042	1	10	180	3	5	3	5
151042	2	9	90	3	7	.5	7
151042	3	1	6	27	6	4	6
151042	4	3	6	9	3	1	3
151042	5	10	180	3	8	1	8
151045	1	10	180	2	8	1	8
151045	2	9	180	2	7	.5	7
151045	3	10	180	2	9	3	9
151046	1	8	160	2	8	1	8
151046	2	9	160	2	7	1	7
151047	1	3	150	1	8	1	8
151047	2	9	150	1	7	.5	7
151047	3	10	80	1	9	3	9
151051	1	1	200	1	8	1	8
151051	2	9	200	1	7	.5	7
151051	3	10	200	1	8	1	8
151063	1	3	105	1	5	2	5
151063	2	9	105	1	3	.5	3
151063	3	10	105	1	5	3	5
151065	1	1	200	1	7	1.5	7
151065	2	15	200	1	7	1	7
151065	3	9	200	1	7	.400000005960464	7
151066	1	1	240	5	8	.800000011920929	8
151066	2	1	180	1	7	1.5	7
151066	3	9	180	1	7	.5	7
151067	1	1	32	2	8	1	8
151067	2	3	32	2	8	1	8
151067	3	8	32	2	8	1	8
151067	4	9	96	2	7	.5	7
151067	5	10	64	2	9	3.5	9
151069	1	10	100	1	8	2	8
151069	2	10	100	1	8	2	8
151069	3	10	100	1	9	4	9
151069	4	10	100	1	9	4	9
151069	5	9	200	1	7	.5	7
151070	1	1	200	1	8	1	8
151070	2	10	40	1	8	1.5	8
151070	3	9	200	1	7	.5	7
151070	4	10	40	1	9	5	9
151070	5	10	40	1	9	5	9
151077	1	10	190	1	5	2	5
151077	2	9	190	1	7	.5	7
151077	3	10	190	1	8	1	8
151080	1	1	210	1	6	1.5	5
151080	2	2	210	1	7	.5	7
