CHILDCODE	CROPIDR4	CROPR5	QNTHRVR5	OUTCRPR5
111008	1	44	216	2
111008	2	55	300	2
111010	1	44	120	2
111010	2	55	3600	2
111011	1	5	3	3
111011	2	44	2	10
111011	3	55	100	2
111013	1	55	200	2
111013	2	44	240	2
111013	3	101	30	2
111013	4	5	40	2
111014	1	55	360	2
111014	2	75	50	2
111014	3	5	80	2
111014	4	87	30	2
111017	1	44	120	2
111017	2	101	120	2
111017	3	55	200	2
111017	4	87	12	2
111020	1	5	4	10
111020	2	86	1	10
111020	3	96	4	10
111020	4	55	5	10
111020	5	44	4	10
111020	6	75	4	10
111021	1	55	78	2
111021	2	86	78	2
111021	3	96	78	2
111021	4	87	12	2
111021	5	44	24	2
111024	1	55	-88	88
111025	1	55	150	2
111025	2	101	20	2
111028	1	44	200	2
111028	2	5	200	2
111028	3	49	24	2
111028	4	87	12	2
111028	5	55	200	2
111028	6	96	100	2
111028	7	86	100	2
111028	8	95	100	2
111030	1	55	360	2
111033	1	55	250	2
111033	2	96	200	2
111035	1	101	4	3
111035	2	55	10	10
111035	3	96	4	10
111035	4	5	2	10
111037	1	44	3	3
111037	2	55	3	10
111037	3	5	2	3
111037	4	87	1	3
111037	5	75	1	3
111037	6	101	3	2
111037	7	50	5	6
111037	8	12	6	6
111037	9	6	3	6
111037	10	10	7	7
111038	1	55	560	2
111038	2	44	420	2
111039	1	99	3	3
111039	2	5	4	3
111039	3	44	5	10
111039	4	101	2	3
111039	5	75	2	3
111039	6	86	2	10
111039	7	55	300	2
111039	8	82	3	3
111041	1	17	1500	2
111041	2	4	500	7
111044	1	77	-77	77
111045	1	44	12	3
111045	2	75	20	3
111045	3	99	5	3
111045	4	101	2	3
111045	5	5	8	3
111045	6	87	2	3
111045	7	82	2	3
111045	8	55	24	10
111045	9	96	120	2
111045	10	86	120	2
111046	1	5	70	2
111046	2	44	200	2
111046	3	96	120	2
111046	4	55	560	2
111048	1	55	2000	2
111048	2	44	700	2
111048	3	5	400	2
111048	4	101	1500	2
111048	5	87	300	2
111048	6	108	100	2
111048	7	92	200	2
111050	1	89	70	2
111050	2	55	500	2
111050	3	44	300	2
111051	1	44	96	2
111051	2	55	150	2
111051	3	75	100	2
111051	4	99	48	2
111051	5	5	50	2
111051	6	101	40	2
111051	7	87	0	2
111052	1	88	 	 
111054	1	55	1750	2
111054	2	96	500	2
111054	3	87	200	2
111054	4	5	100	2
111054	5	101	100	2
111054	6	44	800	2
111054	7	82	100	2
111054	8	50	30	2
111054	9	10	50	8
111054	10	102	40	8
111056	1	44	24	2
111056	2	55	288	2
111056	3	101	192	2
111056	4	5	96	2
111059	1	55	210	2
111059	2	6	3	6
111059	3	96	70	2
111059	4	52	1	3
111059	5	86	2	3
111059	6	101	3	3
111059	7	108	1	6
111059	8	108	5	8
111066	1	44	24	2
111066	2	55	150	2
111068	1	55	15	10
111068	2	44	2	10
111070	1	55	-77	77
111070	2	96	-77	77
111070	3	44	-77	77
111070	4	99	-77	77
111070	5	5	-77	77
111070	6	75	-77	77
111072	1	4	100	2
111072	2	132	30	2
111072	3	108	30	2
111074	1	75	500	2
111074	2	44	800	2
111074	3	55	1400	2
111074	4	5	500	2
111074	5	96	600	2
111074	6	86	400	2
111074	7	87	200	2
111074	8	108	300	2
111077	1	44	30	2
111077	2	55	5	10
111079	1	55	480	2
111079	2	101	24	2
111079	3	96	144	2
111079	4	86	96	2
111085	1	101	2	3
111085	2	55	400	2
111085	3	44	300	2
111085	4	5	3	3
111085	5	75	3	3
111087	1	44	80	2
111089	1	55	5	10
111089	2	101	1	10
111089	3	87	1	3
111089	4	10	50	8
111089	5	50	50	8
111089	6	12	100	2
111089	7	6	40	7
111090	1	55	450	2
111090	2	44	120	2
111090	3	75	160	2
111090	4	87	12	2
111090	5	5	144	2
111090	6	101	72	2
111091	1	55	1000	2
111091	2	44	1200	2
111091	3	101	800	2
111091	4	75	400	2
111091	5	5	400	2
111091	6	87	200	2
111091	7	99	400	2
111091	8	96	1200	2
111091	9	86	1500	2
111091	10	95	1500	2
111093	1	101	3	3
111093	2	87	3	3
111093	3	55	420	10
111095	1	86	160	2
111095	2	96	200	2
111095	3	55	560	2
111095	4	87	24	2
111095	5	82	48	2
111095	6	44	14	2
111096	1	44	5	3
111096	2	55	1000	2
111096	3	96	1	10
111096	4	87	100	2
111096	6	5	1	10
111097	1	5	300	2
111097	2	44	600	2
111097	3	55	1500	2
111097	4	96	300	2
111097	5	86	300	2
111097	6	87	200	2
111097	7	101	300	2
111098	1	55	400	2
111098	2	96	210	2
111098	3	44	380	2
111098	4	5	50	2
111099	1	44	504	2
111099	2	75	144	2
111099	3	55	246	2
111099	4	101	144	2
111099	5	96	50	2
111099	6	86	50	2
111099	7	5	140	2
111100	1	55	100	2
111100	2	44	108	2
111102	1	44	60	2
111102	2	99	25	2
111102	3	75	30	2
121006	1	 	 	 
121029	1	99	22	2
121031	1	 	 	 
121058	1	 	 	 
121101	1	44	150	2
121101	2	75	150	2
131035	1	 	 	 
131039	1	 	 	 
131051	1	 	 	 
131063	1	108	3360	2
141026	1	 	 	 
141041	1	 	 	 
141049	1	44	50	2
141055	1	 	 	 
141057	1	 	 	 
141069	1	77	-77	77
141079	1	77	-77	77
141086	1	 	 	 
141093	1	 	 	 
141094	1	44	10	10
141094	2	89	1	10
141094	3	67	15	11
151001	1	90	150	2
151001	2	51	2100	2
151006	1	51	40000	2
151006	2	90	100	2
151009	1	51	1700	2
151010	1	90	550	2
151014	1	17	1000	2
151014	2	4	10	7
151019	1	90	500	2
151019	2	51	1500	2
151022	1	44	490	2
151022	2	5	540	2
151022	3	55	880	2
151022	4	75	360	2
151023	1	90	700	2
151024	1	53	1440	2
151024	2	44	300	2
151024	3	90	49	2
151026	1	17	330	2
151030	1	51	420	2
151030	2	90	21	2
151030	3	85	2400	2
151031	1	51	700	8
151032	1	4	2500	2
151032	2	85	13000	2
151033	1	17	37	10
151033	2	4	200	2
151033	3	85	30	2
151033	4	108	30	2
151033	5	89	20	2
151034	1	51	10000	2
151034	2	85	240	2
151034	3	4	30	7
151036	1	90	20	2
151036	2	51	5	2
151036	3	4	5	7
151036	4	45	5	2
151038	1	90	350	2
151038	2	89	10	2
151038	3	45	60	2
151038	4	108	60	8
151040	1	51	3600	2
151041	1	90	800	2
151041	2	51	10000	2
151041	3	4	4	7
151041	4	45	100	8
151041	5	85	1	3
151042	1	53	500	2
151042	2	108	200	2
151042	3	90	100	2
151042	4	51	5000	8
151042	5	51	500	8
151042	6	4	100	2
151042	7	85	20	3
151043	1	51	10000	2
151043	2	4	500	7
151043	3	45	300	2
151045	1	90	250	2
151045	2	85	20	3
151045	3	44	1000	2
151045	4	45	60	2
151045	5	4	10	7
151045	6	51	30	2
151046	1	44	400	2
151047	1	90	21	2
151048	1	90	500	2
151048	2	17	600	2
151061	1	90	210	2
151061	2	85	24	2
151061	3	89	24	2
151061	4	4	5	7
151061	5	45	150	8
151061	6	51	100	8
151063	1	90	300	2
151063	2	4	200	2
151063	3	85	50	2
151064	1	90	1500	2
151064	2	17	1000	2
151064	3	4	100	7
151064	4	85	500	2
151067	1	90	100	2
151067	2	17	50	2
151067	3	85	300	2
151067	4	44	20	2
151067	5	45	100	8
151067	6	4	20	7
151067	7	51	500	8
151069	1	132	500	2
151069	2	51	400	2
151069	3	93	200	2
151074	1	108	1820	2
151074	2	44	200	2
151074	3	89	30	2
151074	4	85	200	3
151074	5	4	500	2
151074	6	132	32	2
151077	1	90	500	2
151077	2	4	20	7
151077	3	45	150	2
151077	4	51	500	2
151077	5	3	100	2
151077	6	108	100	2
151082	1	17	600	2
151082	2	90	10000	2
151082	3	4	20	3
151082	4	85	15	3
151082	5	54	200	8
151082	6	67	30	8
151082	7	51	600	2
151082	8	109	5000	8
151082	9	45	7000	2
151082	10	91	8000	2
151082	11	82	1200	8
151082	12	17	50000	2
151083	1	90	700	2
151083	2	17	300	2
151085	1	17	200	2
151085	2	51	400	2
151085	3	90	600	2
151085	4	4	200	2
151086	1	90	800	2
151086	2	44	350	2
151087	1	4	20	7
151088	1	90	200	2
151088	2	45	10	2
151088	3	51	10	2
151088	4	108	100	8
151088	5	93	15	8
151088	6	4	2	7
151088	7	85	1	3
151088	8	108	1	3
151088	9	82	50	2
151088	10	89	20	2
151088	11	17	200	2
151089	1	17	10	10
151089	2	4	80	11
151091	1	51	44000	2
151091	2	90	1800	2
151091	3	4	300	2
151091	4	85	20	3
151092	1	51	50	11
151092	2	90	100	2
151095	1	4	20	7
151095	2	85	1600	2
151096	1	53	15	10
151096	2	90	8	10
151096	3	56	5	8
151096	4	85	3	3
151096	5	3	-77	2
151096	6	45	-77	2
151096	7	44	-77	2
151096	8	4	-77	7
151096	9	51	-77	2
151097	1	17	800	2
151097	2	90	1200	2
151097	3	4	64	7
151097	4	85	25	3
151097	5	44	120	2
151097	6	67	1800	8
151097	7	109	1080	8
151097	8	51	1080	8
151097	9	51	1080	8
151097	10	45	1080	8
151099	1	90	700	2
151099	2	17	200	2
151099	3	85	500	2
151101	1	90	250	2
151101	2	4	100	2
151101	3	44	50	2
151101	4	89	20	2
151104	1	4	20	2
151104	2	54	-77	77
151104	3	85	1000	2
151105	1	90	-77	77
151105	2	44	-77	77
151105	3	85	-77	77
151105	4	51	-77	77
151105	5	4	-77	77
151106	1	90	20	2
151106	2	4	40	2
151106	3	85	20	2
151106	4	108	20	2
151106	5	89	20	2
151106	6	51	30	2
151106	7	3	20	2
151107	1	44	300	2
151107	2	85	600	3
151107	3	90	200	2
151107	4	89	300	2
151107	5	54	30	8
151107	6	51	5	11
151107	7	3	5	11
151107	8	45	160	2
151107	9	4	20	7
151108	1	85	-77	77
151108	2	4	-77	77
151108	3	44	10	10
151108	4	85	-77	77
151108	5	45	-77	77
151108	6	51	-77	77
151109	1	90	800	2
151110	1	17	1500	2
151110	2	4	3000	2
151110	3	44	500	2
151110	4	89	100	2
151110	5	85	4000	2
151111	1	90	80	2
151111	2	85	90	3
151111	3	108	3	2
151111	4	45	-77	88
151112	1	17	1000	2
151112	2	85	600	2
151112	3	89	200	2
161002	1	44	250	2
161002	2	101	15	2
161002	3	5	300	2
161002	4	55	1000	2
161002	5	86	80	2
161002	6	75	90	2
161003	1	44	200	2
161003	2	55	1000	2
161004	1	44	100	2
161004	2	101	300	2
161004	4	99	50	2
161004	5	5	100	2
161004	6	55	500	2
161009	1	55	120	2
161009	2	86	100	2
161009	3	101	200	2
161009	4	5	140	2
161009	5	75	150	2
161009	6	44	50	2
161010	1	55	960	2
161010	2	44	480	2
161010	3	5	576	2
161012	1	44	4	2
161012	2	83	760	3
161015	1	101	80	2
161015	2	55	2000	2
161015	3	99	370	2
161015	4	95	400	2
161015	5	96	80	2
161015	6	5	500	2
161015	7	44	300	2
161015	8	87	80	2
161015	9	75	80	2
161017	1	55	800	2
161017	2	44	300	2
161017	3	101	2	10
161018	1	55	600	2
161019	1	55	700	2
161019	2	5	500	2
161019	3	99	200	2
161019	4	95	150	2
161019	5	96	200	2
161019	6	75	300	2
161021	1	55	1000	2
161021	2	5	4	10
161021	3	44	50	2
161022	1	55	2000	2
161022	2	5	500	2
161022	3	87	60	2
161022	4	44	60	2
161022	5	101	60	2
161023	1	87	500	2
161023	2	55	1000	2
161023	3	75	200	2
161023	4	5	500	2
161023	5	44	200	2
161023	6	86	300	2
161023	7	99	100	2
161023	8	101	100	2
161023	9	83	380	2
161024	1	55	2500	2
161025	1	44	50	2
161025	2	101	48	2
161025	3	75	120	2
161025	4	99	120	2
161026	1	44	100	2
161026	2	55	500	2
161026	3	5	350	2
161026	4	99	50	2
161026	5	101	50	2
161026	6	87	100	2
161026	7	83	2880	2
161027	1	44	60	2
161027	2	55	1000	2
161027	3	5	500	2
161027	4	75	300	2
161027	5	99	50	2
161027	6	101	50	2
161027	7	87	100	2
161029	1	44	1	10
161029	2	55	8000	2
161029	3	99	700	2
161029	4	101	2	10
161029	5	95	2	10
161029	6	96	5	10
161029	7	86	2	10
161030	1	44	200	2
161030	2	55	4000	2
161030	3	5	3000	2
161030	4	101	50	2
161030	5	99	50	2
161030	6	86	20	2
161030	7	83	1800	2
161031	1	55	1000	2
161031	2	44	400	2
161032	1	44	150	2
161032	2	55	1000	2
161032	3	101	50	2
161032	4	10	15	7
161033	2	44	200	2
161033	3	101	30	2
161035	1	55	500	2
161035	2	44	50	2
161036	1	55	500	2
161036	2	44	200	2
161036	3	87	50	2
161037	1	55	0	88
161037	2	44	0	88
161038	1	55	400	2
161038	2	101	50	2
161038	3	5	200	2
161038	4	75	100	2
161038	5	44	200	2
161038	6	86	50	2
161038	7	95	200	2
161038	8	87	23	2
161039	1	55	840	2
161039	2	44	600	2
161039	3	5	1176	2
161039	4	101	420	2
161040	1	44	50	2
161041	1	44	2	10
161041	2	55	1	11
161042	1	44	450	2
161042	2	101	1	3
161042	3	99	50	2
161042	4	5	150	2
161042	5	75	200	2
161044	1	 	 	 
161045	1	55	1000	2
161045	2	44	400	2
161045	3	5	700	2
161045	4	99	200	2
161045	5	75	500	2
161046	1	44	180	2
161046	2	55	700	2
161046	3	5	96	2
161047	1	101	70	2
161047	2	5	80	2
161047	3	99	120	2
161047	4	44	150	2
161047	5	55	400	2
161050	1	44	200	2
161050	2	55	500	2
161050	3	101	50	2
161051	1	55	3300	2
161051	2	44	180	2
161051	3	83	336	11
161052	1	55	1	4
161052	2	44	150	2
161052	3	99	150	2
161052	4	75	60	2
161052	5	86	100	2
161052	6	83	2300	2
161052	7	87	100	2
161053	1	101	40	2
161053	2	44	300	2
161053	3	55	440	2
161053	4	5	100	2
161053	5	87	100	2
161053	6	75	120	2
161053	7	99	120	2
161053	8	95	70	2
161053	9	96	70	2
161053	10	86	80	2
161054	1	44	10	2
161054	2	55	1	10
161054	3	55	200	2
161055	1	5	350	2
161055	2	101	70	2
161055	3	44	250	2
161055	5	55	300	2
161058	1	55	500	2
161058	2	44	250	2
161060	1	44	100	2
161060	2	55	300	2
161060	3	87	24	2
161061	1	55	500	2
161061	2	44	50	2
161062	1	44	300	2
161062	2	55	1500	2
161062	3	83	576	2
161062	4	75	100	2
161062	5	101	50	2
161062	6	99	25	2
161062	7	87	50	2
161062	8	108	20	8
161063	1	55	150	2
161063	2	44	100	2
161063	3	5	100	2
161064	1	55	500	2
161064	2	44	400	2
161064	3	5	300	2
161064	4	101	50	2
161064	5	96	100	2
161064	6	75	50	2
161064	7	108	1	3
161064	8	83	14000	2
161067	1	55	400	2
161067	2	5	300	2
161067	3	75	100	2
161067	4	44	50	2
161068	1	5	100	2
161068	2	44	100	2
161068	3	55	1500	2
161068	4	75	100	2
161068	5	99	80	2
161068	6	87	50	2
161069	1	5	700	2
161069	2	55	1500	2
161069	3	101	50	2
161069	4	86	300	2
161069	5	95	200	2
161069	6	96	200	2
161071	1	86	300	2
161071	2	55	500	2
161071	3	5	700	2
161071	4	101	50	2
161071	5	95	100	2
161072	1	55	2200	2
161072	2	5	500	2
161072	3	96	1	3
161072	5	44	100	2
161073	1	44	6	10
161073	2	108	48	8
161073	3	55	660	2
161073	4	5	10	10
161073	5	75	1	3
161074	1	5	150	2
161074	2	101	120	2
161074	3	44	200	2
161074	4	55	1200	2
161075	1	5	100	2
161075	2	86	400	2
161075	3	55	600	2
161075	4	101	150	2
161075	5	99	50	2
161075	6	96	100	2
161075	7	95	100	2
161076	1	5	60	2
161076	2	101	24	2
161076	3	55	400	2
161077	1	55	1000	2
161077	2	5	500	2
161077	3	86	100	2
161077	4	96	100	2
161079	1	99	50	2
161079	2	5	200	2
161079	3	101	50	2
161079	4	55	400	2
161079	5	86	50	2
161079	6	83	1250	2
161079	7	49	1250	2
161080	1	55	1200	2
161080	2	5	2	10
161081	1	55	600	2
161081	2	49	2	4
161081	3	44	400	2
161081	4	5	500	2
161082	1	101	10	2
161082	2	55	2100	2
161082	3	5	150	2
161082	4	49	50	2
161083	1	55	1	4
161083	2	86	220	2
161083	3	96	220	2
161083	4	87	200	2
161083	5	49	1900	11
161084	1	55	1000	2
161084	2	87	500	2
161084	3	99	200	2
161084	4	5	400	2
161084	5	95	350	2
161084	6	86	100	2
161084	7	44	300	2
161084	8	96	200	2
161084	9	75	100	2
161085	1	44	1000	2
161085	2	55	660	2
161085	3	101	2	10
161085	4	5	6	10
161086	1	55	1500	2
161086	2	101	100	2
161086	3	5	500	2
161087	1	55	20	4
161087	2	5	600	2
161087	3	75	200	2
161088	1	55	250	2
161089	1	55	200	2
161089	2	5	150	2
161089	3	49	50	2
161090	1	55	600	2
161090	2	44	50	2
161090	3	50	100	2
161090	4	75	100	2
161091	1	5	10	10
161091	2	75	3	10
161091	3	99	3	10
161091	4	101	1	10
161091	5	87	2	10
161091	6	55	2	10
161091	7	86	2	3
161091	8	96	1	10
161092	1	55	400	2
161093	1	55	1000	2
161093	2	5	200	2
161093	3	99	100	2
161093	4	101	100	2
161093	5	84	4000	2
161094	1	55	3500	2
161094	2	95	10	2
161094	3	44	100	2
161094	4	96	12	3
161095	1	44	80	2
161095	2	86	300	2
161095	3	96	200	2
161095	4	55	1000	2
161095	5	5	200	2
161096	1	108	53	2
161096	2	55	500	2
161096	3	5	200	2
161096	4	75	15	2
161096	5	49	80	2
161096	6	101	75	2
161096	7	44	50	2
161097	1	44	500	2
161097	2	55	1000	2
161097	3	96	100	2
161097	4	86	100	2
161097	5	5	300	2
161097	6	99	80	2
161098	1	44	80	2
161098	2	55	400	2
161098	3	5	320	2
161100	1	44	400	2
161100	2	75	300	2
161100	3	101	100	2
161100	4	55	1000	2
161100	5	5	300	2
161100	6	86	400	2
161101	1	101	1	3
161101	2	55	10	10
161102	1	55	1000	2
161102	2	44	12	2
161102	3	5	200	2
161102	4	101	50	2
161103	1	55	1000	2
161103	2	5	1	3
161103	3	87	2	3
161105	1	55	800	2
161105	2	5	300	2
161105	3	101	30	2
161105	4	75	100	2
161105	5	86	400	2
161105	6	84	4	11
161106	1	55	1000	2
161106	2	101	100	2
161106	3	108	1	4
161108	1	44	300	2
161108	2	5	80	2
161108	3	55	400	2
171001	1	55	18	10
171001	2	101	8	10
171004	1	55	1000	2
171004	2	101	100	2
171008	1	55	800	2
171008	2	44	15	10
171010	1	44	30	2
171010	2	87	12	2
171010	3	101	12	2
171010	4	55	25	2
171011	1	5	200	2
171019	1	55	10	10
171019	2	44	15	10
171021	1	101	20	2
171021	2	75	100	2
171022	1	55	140	2
171022	2	44	180	2
171026	1	44	350	2
171026	2	55	400	2
171026	3	87	13	2
171026	4	101	3	3
171026	5	86	2	3
171026	6	95	1	3
171026	7	96	1	3
171026	8	5	4	3
171026	9	75	4	3
171027	1	44	20	3
171027	2	75	10	3
171027	3	5	12	3
171027	4	55	25	3
171028	1	44	100	2
171028	2	75	150	2
171028	3	55	160	2
171028	4	86	50	2
171028	5	5	150	2
171030	1	5	150	2
171030	2	75	100	2
171030	3	44	150	2
171030	4	101	50	2
171031	1	44	700	2
171036	1	5	5	10
171036	2	101	2	3
171036	3	75	5	10
171036	4	87	1	88
171036	5	44	10	10
171036	6	55	3	10
171036	7	86	1	10
171038	1	55	500	2
171038	2	5	150	2
171038	3	99	5	3
171038	4	96	160	2
171038	5	86	80	2
171039	1	88	 	 
171041	1	75	100	2
171041	2	44	120	2
171042	1	55	240	2
171042	2	44	210	2
171042	3	5	140	2
171042	4	101	1	3
171042	5	75	70	2
171043	1	55	400	2
171043	2	101	4	10
171043	3	44	12	10
171044	1	44	50	2
171044	2	75	75	2
171044	3	101	50	2
171046	1	96	180	2
171046	2	86	100	2
171046	3	55	300	2
171046	4	101	150	2
171046	5	75	80	2
171046	6	5	160	2
171047	1	75	420	2
171047	2	44	140	2
171047	3	55	240	2
171047	4	5	140	2
171050	1	5	100	2
171050	2	44	50	2
171050	3	101	50	2
171050	4	75	100	2
171050	5	55	50	2
171050	6	96	25	2
171050	7	86	25	2
171053	1	101	40	2
171053	2	44	100	2
171053	3	75	80	2
171053	4	55	100	2
171055	1	5	10	10
171055	2	44	6	10
171055	3	55	5	10
171056	1	75	14	3
171056	2	5	14	3
171058	1	75	7	3
171058	2	44	140	2
171058	3	5	140	2
171058	4	101	2	3
171058	5	55	210	2
171059	1	75	50	2
171059	2	5	50	2
171059	3	44	10	2
171059	4	101	20	2
171060	1	5	50	2
171060	2	44	70	2
171060	3	75	80	2
171061	1	101	30	2
171061	2	5	46	2
171061	3	55	23	2
171062	1	5	240	2
171062	2	55	120	2
171062	3	75	120	2
171062	4	44	100	2
171064	1	44	100	2
171064	2	75	150	2
171064	3	5	80	2
171064	4	55	100	2
171064	5	87	6	2
171064	6	101	66	2
171065	1	75	8	3
171065	2	5	4	3
171065	3	44	4	3
171068	1	5	1	10
171068	2	44	1.5	10
171068	3	75	1	10
171069	1	5	120	2
171069	2	75	150	2
171069	3	55	200	2
171069	4	101	40	2
171069	5	87	13	2
171070	1	5	13	10
171070	2	75	12	10
171071	1	75	10	3
171071	2	5	12	3
171073	1	75	50	10
171073	2	5	50	10
171075	1	5	100	2
171076	1	75	8	3
171076	2	5	12	3
171076	3	75	8	3
171078	1	44	250	2
171078	2	101	50	2
171081	1	5	240	2
171081	2	75	120	2
171083	1	101	1	10
171083	2	75	3	10
171083	3	44	3	10
171084	1	75	4	3
171084	2	5	16	3
171084	3	44	18	3
171086	1	44	8	3
171086	2	101	10	3
171088	1	44	200	2
171088	2	55	200	2
171091	1	5	200	2
171091	2	44	100	2
171091	3	75	100	2
171091	4	55	100	10
171092	1	44	100	2
171092	2	55	120	2
171092	3	101	1	3
171092	4	5	240	2
171092	5	75	240	2
171095	1	83	3	11
171099	1	5	210	2
171099	2	75	170	2
171099	3	44	140	2
171099	4	55	110	2
171101	1	75	100	2
171101	2	44	20	3
171101	3	101	150	2
171101	4	87	20	2
171104	1	55	300	2
171104	2	44	250	2
171104	3	5	250	2
171104	4	75	350	2
181001	1	17	150	2
181001	2	4	600	2
181001	3	85	50	2
181001	4	108	200	2
181002	1	44	1000	2
181002	2	55	200	2
181002	3	5	300	2
181002	4	87	300	2
181004	1	44	400	2
181004	2	55	800	2
181004	3	101	80	2
181005	1	44	70	2
181005	2	55	320	2
181005	3	95	100	2
181005	4	108	3780	11
181006	1	55	1425	2
181006	2	86	190	2
181006	3	44	950	2
181006	4	5	190	2
181006	5	101	36	2
181006	6	96	475	2
181007	1	55	1365	2
181007	2	96	6	10
181007	3	44	600	2
181007	4	87	12	10
181008	1	44	150	2
181008	2	5	4	3
181008	3	75	4	3
181008	4	83	480	2
181009	1	55	9600	2
181009	2	44	625	2
181009	3	87	70	2
181009	4	5	240	2
181009	5	86	300	2
181009	6	96	2500	2
181009	7	83	672	11
181010	1	44	300	2
181010	2	86	1000	2
181010	3	55	2000	2
181010	4	5	350	2
181011	1	55	4000	2
181011	2	86	800	2
181011	3	5	400	2
181011	4	44	320	2
181011	5	83	336	11
181012	1	101	75	2
181012	2	44	200	2
181012	3	86	700	2
181012	4	55	1600	2
181013	1	55	400	2
181013	2	44	200	2
181013	3	75	250	2
181013	4	101	150	2
181013	5	95	150	2
181014	1	55	11000	2
181014	2	96	600	2
181014	3	86	200	2
181014	4	44	270	2
181014	5	108	210	11
181015	1	55	4000	2
181015	2	5	8	3
181015	3	86	8	3
181015	4	96	4	3
181016	1	44	660	2
181016	2	55	1100	2
181016	3	86	640	2
181016	4	5	300	2
181016	5	108	336	11
181017	1	95	3	10
181017	2	96	3	10
181017	3	86	4	10
181017	4	55	15	10
181017	5	101	2	10
181017	6	5	2	10
181018	1	55	5250	2
181018	2	44	1000	2
181018	3	101	200	10
181018	4	5	500	2
181018	5	75	250	2
181019	1	55	64	3
181019	2	44	40	3
181019	3	5	8	3
181019	4	87	5	3
181019	5	50	8	6
181020	1	44	210	2
181020	2	55	840	2
181020	3	101	525	2
181020	4	84	5040	11
181022	1	44	150	2
181022	2	55	400	2
181022	3	86	300	2
181022	4	108	672	11
181023	1	55	620	2
181023	2	96	80	2
181023	3	86	2	3
181023	4	5	3	3
181023	5	44	130	2
181024	1	55	1680	2
181024	2	5	350	2
181024	3	44	400	2
181024	4	96	600	2
181025	1	55	3840	2
181025	2	44	384	2
181025	3	5	288	2
181027	1	55	10400	2
181027	2	44	300	2
181027	3	5	400	2
181027	4	96	80	2
181027	5	108	980	11
181029	1	55	10000	2
181029	2	96	100	2
181029	3	49	200	2
181029	4	5	250	2
181030	1	55	2000	2
181030	2	44	25	2
181030	3	83	1800	2
181031	1	55	300	3
181031	2	84	-77	11
181031	3	44	100	3
181031	4	99	100	2
181031	5	101	100	2
181032	1	55	96	2
181032	2	44	84	2
181033	1	44	500	2
181033	2	86	500	2
181033	3	55	1976	2
181033	4	50	15	2
181033	5	5	750	10
181034	1	44	35	3
181034	2	55	70	3
181034	3	75	28	3
181036	1	44	120	2
181036	2	55	1200	2
181036	3	86	240	2
181036	4	95	240	2
181036	5	108	2520	11
181037	1	95	1	10
181037	2	5	2	10
181037	3	101	3	3
181037	4	44	2	10
181037	5	96	1	10
181037	6	55	30	10
181038	1	55	500	2
181038	2	5	200	2
181038	3	101	120	2
181038	4	86	100	2
181039	1	55	7680	2
181039	2	108	2070	2
181039	3	44	288	2
181040	1	55	40000	2
181040	2	44	500	2
181040	3	101	250	2
181040	4	86	1000	2
181040	5	5	800	2
181040	6	83	1200	2
181041	1	44	12	3
181041	2	55	56	3
181041	3	83	350	2
181041	4	5	4	3
181041	5	101	3	3
181042	1	55	5500	2
181042	2	5	80	2
181042	3	86	80	2
181042	4	96	160	2
181042	5	44	100	2
181042	6	108	1	3
181043	1	44	576	2
181043	2	55	1100	2
181043	3	5	420	2
181043	4	86	504	2
181043	5	101	168	2
181043	6	96	168	2
181044	1	55	120	3
181044	2	86	180	3
181044	3	49	15	3
181044	4	87	1	3
181045	1	55	1440	2
181045	2	44	360	2
181045	3	96	216	2
181045	4	5	288	2
181046	1	55	2000	2
181046	2	86	200	2
181046	3	101	4	3
181047	1	55	500	2
181047	2	5	100	2
181048	1	55	1248	2
181048	2	5	500	2
181048	3	96	150	2
181048	4	101	300	2
181049	1	44	50	2
181049	2	5	100	2
181049	3	96	500	2
181049	4	86	100	2
181050	1	55	2500	2
181050	2	44	500	2
181050	3	5	200	2
181051	1	55	2750	2
181051	2	5	300	2
181051	3	75	400	2
181051	4	44	300	2
181051	5	83	5400	2
181052	1	55	17000	2
181052	2	44	405	2
181052	3	5	650	2
181052	4	108	160	2
181052	5	101	2	3
181052	6	99	1	3
181052	7	83	860	11
181053	1	44	500	2
181053	2	101	50	2
181053	3	87	100	2
181053	4	55	3600	2
181056	1	5	4000	2
181056	2	55	3200	2
181056	3	86	3200	2
181056	4	44	400	2
181056	5	83	7200	2
181057	1	55	10000	2
181057	2	50	10	6
181058	1	55	19800	2
181058	2	5	320	2
181058	3	49	800	2
181058	4	86	180	2
181059	1	55	1000	2
181059	2	101	100	2
181059	3	44	250	2
181059	4	84	1008	11
181060	1	44	120	2
181060	2	101	120	2
181060	3	55	2000	2
181061	1	44	2	10
181061	2	55	500	2
181061	3	108	2	3
181061	4	87	1	10
181061	5	108	257	11
181062	1	44	150	2
181062	2	55	1000	2
181062	3	5	100	2
181062	4	101	50	2
181063	1	86	320	2
181063	2	55	864	2
181065	1	55	2000	2
181065	2	44	800	2
181065	3	5	100	2
181066	1	88	 	 
181067	1	17	1000	2
181067	3	85	240	2
181067	4	55	4000	2
181067	5	108	72	2
181068	1	55	3640	2
181068	2	87	3600	2
181068	3	44	1100	2
181068	4	5	6	10
181068	5	75	12	10
181068	6	84	2160	11
181068	7	101	2	10
181069	1	55	8800	2
181069	2	44	360	2
181069	3	75	160	2
181070	1	44	2	10
181070	2	101	20	2
181070	3	87	50	2
181070	4	75	70	2
181070	5	55	800	2
