CHILDCODE	IMEVIDR5	RKEVR5	PR2013R5	PR2014R5	PR2015R5	PR2016R5
71046	2	98	 	 	 	 
71046	3	98	 	 	 	 
71047	1	41	 	2	 	 
71047	2	98	 	 	 	 
71047	3	98	 	 	 	 
71048	1	39	 	 	 	4
71048	2	98	 	 	 	 
71048	3	98	 	 	 	 
71049	1	98	 	 	 	 
71049	2	98	 	 	 	 
71049	3	98	 	 	 	 
71050	1	69	 	 	4	 
71050	2	98	 	 	 	 
71050	3	98	 	 	 	 
71051	1	98	 	 	 	 
71051	2	98	 	 	 	 
71051	3	98	 	 	 	 
71052	1	98	 	 	 	 
71052	2	98	 	 	 	 
71052	3	98	 	 	 	 
71053	1	98	 	 	 	 
71053	2	98	 	 	 	 
71053	3	98	 	 	 	 
71054	1	98	 	 	 	 
71054	2	98	 	 	 	 
71054	3	98	 	 	 	 
71055	1	39	 	 	4	 
71055	2	98	 	 	 	 
71055	3	98	 	 	 	 
71056	1	98	 	 	 	 
71056	2	98	 	 	 	 
71056	3	98	 	 	 	 
71057	1	62	 	4	 	 
71057	2	98	 	 	 	 
71057	3	98	 	 	 	 
71058	1	98	 	 	 	 
71058	2	98	 	 	 	 
71058	3	98	 	 	 	 
71059	1	69	 	 	 	4
71059	2	98	 	 	 	 
71059	3	98	 	 	 	 
71060	1	38	 	 	77	 
71060	2	45	 	 	 	3
71060	3	98	 	 	 	 
71061	1	98	 	 	 	 
71061	2	98	 	 	 	 
71061	3	98	 	 	 	 
71062	1	98	 	 	 	 
71062	2	98	 	 	 	 
71062	3	98	 	 	 	 
71064	1	98	 	 	 	 
71064	2	98	 	 	 	 
71064	3	98	 	 	 	 
71066	1	38	3	3	3	3
71066	2	39	2	2	2	2
71066	3	98	 	 	 	 
71067	1	98	 	 	 	 
71067	2	98	 	 	 	 
71067	3	98	 	 	 	 
71068	1	98	 	 	 	 
71068	2	98	 	 	 	 
71068	3	98	 	 	 	 
71069	1	98	 	 	 	 
71069	2	98	 	 	 	 
71069	3	98	 	 	 	 
71070	1	98	 	 	 	 
71070	2	98	 	 	 	 
71070	3	98	 	 	 	 
71071	1	98	 	 	 	 
71071	2	98	 	 	 	 
71071	3	98	 	 	 	 
71072	1	45	 	 	 	2
71072	2	98	 	 	 	 
71072	3	98	 	 	 	 
71073	1	29	 	 	2	 
71073	2	98	 	 	 	 
71073	3	98	 	 	 	 
71074	1	38	3	 	 	 
71074	2	98	 	 	 	 
71074	3	98	 	 	 	 
71075	1	69	 	2	 	 
71075	2	98	 	 	 	 
71075	3	98	 	 	 	 
71076	1	98	 	 	 	 
71076	2	98	 	 	 	 
71076	3	98	 	 	 	 
71077	1	98	 	 	 	 
71077	2	98	 	 	 	 
71077	3	98	 	 	 	 
71078	1	98	 	 	 	 
71078	2	98	 	 	 	 
71078	3	98	 	 	 	 
71079	1	46	 	 	4	 
71079	2	98	 	 	 	 
71079	3	98	 	 	 	 
71080	1	63	4	4	4	4
71080	2	98	 	 	 	 
71080	3	98	 	 	 	 
71081	1	20	 	 	2	2
71081	2	1	 	 	 	2
71081	3	98	 	 	 	 
71082	1	98	 	 	 	 
71082	2	98	 	 	 	 
71082	3	98	 	 	 	 
71083	1	98	 	 	 	 
71083	2	98	 	 	 	 
71083	3	98	 	 	 	 
71084	1	98	 	 	 	 
71084	2	98	 	 	 	 
71084	3	98	 	 	 	 
71086	1	98	 	 	 	 
71086	2	98	 	 	 	 
71086	3	98	 	 	 	 
71087	1	39	 	 	4	 
71087	2	98	 	 	 	 
71087	3	98	 	 	 	 
71088	1	31	 	 	2	 
71088	2	69	2	2	2	2
71088	3	39	 	3	 	 
71089	1	62	 	 	3	 
71089	2	42	 	 	2	 
71089	3	98	 	 	 	 
71090	1	98	 	 	 	 
71090	2	98	 	 	 	 
71090	3	98	 	 	 	 
71091	1	98	 	 	 	 
71091	2	98	 	 	 	 
71091	3	98	 	 	 	 
71092	1	98	 	 	 	 
71092	2	98	 	 	 	 
71092	3	98	 	 	 	 
71093	1	2	 	 	 	2
71093	2	41	 	2	 	 
71093	3	98	 	 	 	 
71094	1	38	 	4	 	 
71094	2	40	 	4	 	 
71094	3	62	3	3	3	3
71095	1	45	 	 	3	3
71095	2	98	 	 	 	 
71095	3	98	 	 	 	 
71096	1	98	 	 	 	 
71096	2	98	 	 	 	 
71096	3	98	 	 	 	 
71097	1	35	 	3	 	 
71097	2	98	 	 	 	 
71097	3	98	 	 	 	 
71098	1	98	 	 	 	 
71098	2	98	 	 	 	 
71098	3	98	 	 	 	 
71099	1	98	 	 	 	 
71099	2	98	 	 	 	 
71099	3	98	 	 	 	 
71100	1	98	 	 	 	 
71100	2	98	 	 	 	 
71100	3	98	 	 	 	 
71101	1	98	 	 	 	 
71101	2	98	 	 	 	 
71101	3	98	 	 	 	 
71102	1	98	 	 	 	 
71102	2	98	 	 	 	 
71102	3	98	 	 	 	 
71103	1	98	 	 	 	 
71103	2	98	 	 	 	 
71103	3	98	 	 	 	 
71104	1	69	 	 	2	2
71104	2	63	 	4	 	 
71104	3	62	 	4	 	 
71105	1	98	 	 	 	 
71105	2	98	 	 	 	 
71105	3	98	 	 	 	 
71106	1	98	 	 	 	 
71106	2	98	 	 	 	 
71106	3	98	 	 	 	 
71109	1	98	 	 	 	 
71109	2	98	 	 	 	 
71109	3	98	 	 	 	 
81001	1	98	 	 	 	 
81001	2	98	 	 	 	 
81001	3	98	 	 	 	 
81002	1	98	 	 	 	 
81002	2	98	 	 	 	 
81002	3	98	 	 	 	 
81003	1	98	 	 	 	 
81003	2	98	 	 	 	 
81003	3	98	 	 	 	 
81004	1	98	 	 	 	 
81004	2	98	 	 	 	 
81004	3	98	 	 	 	 
81005	1	98	 	 	 	 
81005	2	98	 	 	 	 
81005	3	98	 	 	 	 
81006	1	12	 	 	 	2
81006	2	98	 	 	 	 
81006	3	98	 	 	 	 
81007	1	63	 	 	 	4
81007	2	98	 	 	 	 
81007	3	98	 	 	 	 
81008	1	98	 	 	 	 
81008	2	98	 	 	 	 
81008	3	98	 	 	 	 
81009	1	98	 	 	 	 
81009	2	98	 	 	 	 
81009	3	98	 	 	 	 
81010	1	98	 	 	 	 
81010	2	98	 	 	 	 
81010	3	98	 	 	 	 
81011	1	2	 	 	 	4
81011	2	45	 	 	 	3
81011	3	98	 	 	 	 
81012	1	2	 	 	4	 
81012	2	62	 	 	 	4
81012	3	36	 	 	 	4
81013	1	62	 	3	4	4
81013	2	1	 	 	 	4
81013	3	98	 	 	 	 
81014	1	69	4	 	 	 
81014	2	98	 	 	 	 
81014	3	98	 	 	 	 
81015	1	98	 	 	 	 
81015	2	98	 	 	 	 
81015	3	98	 	 	 	 
81016	1	62	 	 	 	4
81016	2	69	2	 	 	 
81016	3	98	 	 	 	 
81017	1	98	 	 	 	 
81017	2	98	 	 	 	 
81017	3	98	 	 	 	 
81018	1	38	 	 	 	4
81018	2	45	 	 	4	 
81018	3	98	 	 	 	 
81019	1	98	 	 	 	 
81019	2	98	 	 	 	 
81019	3	98	 	 	 	 
81020	1	39	 	 	4	 
81020	2	69	 	3	 	 
81020	3	98	 	 	 	 
81021	1	98	 	 	 	 
81021	2	98	 	 	 	 
81021	3	98	 	 	 	 
81022	1	98	 	 	 	 
81022	2	98	 	 	 	 
81022	3	98	 	 	 	 
81023	1	98	 	 	 	 
81023	2	98	 	 	 	 
81023	3	98	 	 	 	 
81025	1	62	 	 	 	3
81025	2	45	 	3	 	 
81025	3	98	 	 	 	 
81026	1	34	 	 	 	4
81026	2	98	 	 	 	 
81026	3	98	 	 	 	 
81027	1	98	 	 	 	 
81027	2	98	 	 	 	 
81027	3	98	 	 	 	 
81028	1	5	 	3	 	 
81028	2	10	 	 	4	3
81028	3	98	 	 	 	 
81029	1	98	 	 	 	 
81029	2	98	 	 	 	 
81029	3	98	 	 	 	 
81030	1	98	 	 	 	 
81030	2	98	 	 	 	 
81030	3	98	 	 	 	 
81031	1	36	 	 	 	3
81031	2	39	4	4	4	4
81031	3	38	 	 	 	3
81033	1	98	 	 	 	 
81033	2	98	 	 	 	 
81033	3	98	 	 	 	 
81034	1	69	 	 	2	 
81034	2	98	 	 	 	 
81034	3	98	 	 	 	 
81035	1	39	 	 	4	4
81035	2	98	 	 	 	 
81035	3	98	 	 	 	 
81036	1	98	 	 	 	 
81036	2	98	 	 	 	 
81036	3	98	 	 	 	 
81038	1	37	 	 	4	4
81038	2	62	 	 	 	4
81038	3	98	 	 	 	 
81040	1	41	 	 	 	2
81040	2	98	 	 	 	 
81040	3	98	 	 	 	 
81041	1	1	 	 	 	3
81041	2	69	 	 	 	3
81041	3	2	 	 	 	2
81042	1	98	 	 	 	 
81042	2	98	 	 	 	 
81042	3	98	 	 	 	 
81043	1	98	 	 	 	 
81043	2	98	 	 	 	 
81043	3	98	 	 	 	 
81044	1	98	 	 	 	 
81044	2	98	 	 	 	 
81044	3	98	 	 	 	 
81045	1	98	 	 	 	 
81045	2	98	 	 	 	 
81045	3	98	 	 	 	 
81046	1	37	 	4	3	 
81046	2	62	 	4	4	 
81046	3	98	 	 	 	 
81047	1	41	2	 	 	 
81047	2	98	 	 	 	 
81047	3	98	 	 	 	 
81049	1	98	 	 	 	 
81049	2	98	 	 	 	 
81049	3	98	 	 	 	 
81050	1	5	 	 	 	3
81050	2	98	 	 	 	 
81050	3	98	 	 	 	 
81051	1	41	 	 	2	 
81051	2	98	 	 	 	 
81051	3	98	 	 	 	 
81052	1	98	 	 	 	 
81052	2	98	 	 	 	 
81052	3	98	 	 	 	 
81053	1	37	 	 	3	 
81053	2	98	 	 	 	 
81053	3	98	 	 	 	 
81054	1	41	 	2	 	 
81054	2	98	 	 	 	 
81054	3	98	 	 	 	 
81056	1	98	 	 	 	 
81056	2	98	 	 	 	 
81056	3	98	 	 	 	 
81057	1	39	 	4	 	 
81057	2	98	 	 	 	 
81057	3	98	 	 	 	 
81058	1	40	4	 	 	 
81058	2	98	 	 	 	 
81058	3	98	 	 	 	 
81059	1	34	 	 	2	 
81059	2	98	 	 	 	 
81059	3	98	 	 	 	 
81060	1	98	 	 	 	 
81060	2	98	 	 	 	 
81060	3	98	 	 	 	 
81061	1	2	 	 	 	2
81061	2	98	 	 	 	 
81061	3	98	 	 	 	 
81062	1	40	 	 	4	 
81062	2	98	 	 	 	 
81062	3	98	 	 	 	 
81063	1	98	 	 	 	 
81063	2	98	 	 	 	 
81063	3	98	 	 	 	 
81064	1	98	 	 	 	 
81064	2	98	 	 	 	 
81064	3	98	 	 	 	 
81066	1	45	 	 	4	 
81066	2	98	 	 	 	 
81066	3	98	 	 	 	 
81067	1	 	 	 	 	 
81067	2	 	 	 	 	 
81067	3	 	 	 	 	 
81068	1	5	 	 	4	 
81068	2	98	 	 	 	 
81068	3	98	 	 	 	 
81069	1	98	 	 	 	 
81069	2	98	 	 	 	 
81069	3	98	 	 	 	 
81070	1	98	 	 	 	 
81070	2	98	 	 	 	 
81070	3	98	 	 	 	 
81071	1	98	 	 	 	 
81071	2	98	 	 	 	 
81071	3	98	 	 	 	 
81072	1	39	 	3	3	 
81072	2	98	 	 	 	 
81072	3	98	 	 	 	 
81073	1	39	 	3	3	2
81073	2	41	2	 	 	 
81073	3	98	 	 	 	 
81074	1	98	 	 	 	 
81074	2	98	 	 	 	 
81074	3	98	 	 	 	 
81075	1	36	4	4	4	4
81075	2	98	 	 	 	 
81075	3	98	 	 	 	 
81076	1	39	 	 	 	4
81076	2	62	 	 	 	4
81076	3	98	 	 	 	 
81077	1	29	 	 	4	 
81077	2	98	 	 	 	 
81077	3	98	 	 	 	 
81079	1	98	 	 	 	 
81079	2	98	 	 	 	 
81079	3	98	 	 	 	 
81080	1	98	 	 	 	 
81080	2	98	 	 	 	 
81080	3	98	 	 	 	 
81081	1	39	 	 	 	2
81081	2	98	 	 	 	 
81081	3	98	 	 	 	 
81082	1	98	 	 	 	 
81082	2	98	 	 	 	 
81082	3	98	 	 	 	 
81083	1	98	 	 	 	 
81083	2	98	 	 	 	 
81083	3	98	 	 	 	 
81084	1	98	 	 	 	 
81084	2	98	 	 	 	 
81084	3	98	 	 	 	 
81088	1	45	 	 	 	4
81088	2	46	 	 	 	2
81088	3	98	 	 	 	 
81089	1	38	 	 	4	 
81089	2	98	 	 	 	 
81089	3	98	 	 	 	 
81090	1	98	 	 	 	 
81090	2	98	 	 	 	 
81090	3	98	 	 	 	 
81091	1	98	 	 	 	 
81091	2	98	 	 	 	 
81091	3	98	 	 	 	 
81092	1	98	 	 	 	 
81092	2	98	 	 	 	 
81092	3	98	 	 	 	 
81093	1	40	 	4	 	 
81093	2	98	 	 	 	 
81093	3	98	 	 	 	 
81095	1	98	 	 	 	 
81095	2	98	 	 	 	 
81095	3	98	 	 	 	 
81096	1	36	 	 	 	2
81096	2	98	 	 	 	 
81096	3	98	 	 	 	 
81098	1	1	4	4	 	 
81098	2	39	 	 	 	2
81098	3	98	 	 	 	 
81099	1	98	 	 	 	 
81099	2	98	 	 	 	 
81099	3	98	 	 	 	 
81102	1	98	 	 	 	 
81102	2	98	 	 	 	 
81102	3	98	 	 	 	 
91001	1	38	2	2	2	2
91001	2	98	 	 	 	 
91001	3	98	 	 	 	 
91002	1	29	 	 	 	4
91002	2	98	 	 	 	 
91002	3	98	 	 	 	 
91003	1	24	 	 	3	3
91003	2	27	 	 	 	3
91003	3	98	 	 	 	 
91004	1	38	 	 	 	4
91004	2	37	 	 	4	 
91004	3	27	 	 	4	 
91006	1	98	 	 	 	 
91006	2	98	 	 	 	 
91006	3	98	 	 	 	 
91007	1	24	 	 	4	4
91007	2	30	 	 	 	4
91007	3	31	 	 	 	4
91008	1	35	 	4	 	 
91008	2	98	 	 	 	 
91008	3	98	 	 	 	 
91010	1	98	 	 	 	 
91010	2	98	 	 	 	 
91010	3	98	 	 	 	 
91011	1	28	 	 	 	3
91011	2	98	 	 	 	 
91011	3	98	 	 	 	 
91012	1	24	 	 	 	2
91012	2	98	 	 	 	 
91012	3	98	 	 	 	 
91013	1	31	 	 	 	2
91013	2	24	 	 	3	3
91013	3	98	 	 	 	 
91014	1	31	 	 	 	3
91014	2	24	 	 	 	3
91014	3	98	 	 	 	 
91015	1	20	 	 	4	 
91015	2	98	 	 	 	 
91015	3	98	 	 	 	 
91016	1	12	 	 	2	2
91016	2	29	 	 	 	4
91016	3	45	3	 	 	 
91017	1	98	 	 	 	 
91017	2	98	 	 	 	 
91017	3	98	 	 	 	 
91018	1	98	 	 	 	 
91018	2	98	 	 	 	 
91018	3	98	 	 	 	 
91019	1	98	 	 	 	 
91019	2	98	 	 	 	 
91019	3	98	 	 	 	 
91020	1	24	 	 	 	4
91020	2	29	 	 	 	3
91020	3	98	 	 	 	 
91022	1	24	 	 	 	4
91022	2	98	 	 	 	 
91022	3	98	 	 	 	 
91023	1	38	2	2	3	2
91023	2	98	 	 	 	 
91023	3	98	 	 	 	 
91024	1	62	4	 	 	 
91024	2	24	 	 	 	4
91024	3	29	 	 	 	4
91025	1	38	 	 	 	4
91025	2	98	 	 	 	 
91025	3	98	 	 	 	 
91027	1	62	 	3	 	 
91027	2	98	 	 	 	 
91027	3	98	 	 	 	 
91028	1	5	 	 	2	 
91028	2	24	 	 	 	4
91028	3	41	 	 	 	3
91029	1	98	 	 	 	 
91029	2	98	 	 	 	 
91029	3	98	 	 	 	 
91030	1	24	 	 	 	2
91030	2	98	 	 	 	 
91030	3	98	 	 	 	 
91031	1	98	 	 	 	 
91031	2	98	 	 	 	 
91031	3	98	 	 	 	 
91032	1	38	 	 	3	 
91032	2	98	 	 	 	 
91032	3	98	 	 	 	 
91033	1	45	 	 	 	2
91033	2	98	 	 	 	 
91033	3	98	 	 	 	 
91034	1	24	 	 	 	3
91034	2	98	 	 	 	 
91034	3	98	 	 	 	 
91035	1	98	 	 	 	 
91035	2	98	 	 	 	 
91035	3	98	 	 	 	 
91036	1	98	 	 	 	 
91036	2	98	 	 	 	 
91036	3	98	 	 	 	 
91037	1	98	 	 	 	 
91037	2	98	 	 	 	 
91037	3	98	 	 	 	 
91038	1	98	 	 	 	 
91038	2	98	 	 	 	 
91038	3	98	 	 	 	 
91039	1	62	 	 	4	4
91039	2	24	 	 	4	4
91039	3	28	 	 	 	3
91040	1	24	 	 	4	4
91040	2	98	 	 	 	 
91040	3	98	 	 	 	 
91041	1	24	 	 	 	2
91041	2	98	 	 	 	 
91041	3	98	 	 	 	 
91042	1	37	 	 	 	2
91042	2	98	 	 	 	 
91042	3	98	 	 	 	 
91043	1	24	 	 	 	2
91043	2	38	 	 	3	2
91043	3	98	 	 	 	 
91044	1	42	3	3	4	4
91044	2	98	 	 	 	 
91044	3	98	 	 	 	 
91045	1	98	 	 	 	 
91045	2	98	 	 	 	 
91045	3	98	 	 	 	 
91046	1	39	 	 	 	3
91046	2	98	 	 	 	 
91046	3	98	 	 	 	 
91047	1	37	4	4	4	4
91047	2	34	 	4	 	 
91047	3	24	 	 	4	4
91048	1	28	 	 	 	4
91048	2	24	 	 	 	1
91048	3	98	 	 	 	 
91049	1	24	 	 	 	2
91049	2	28	 	 	 	2
91049	3	98	 	 	 	 
91050	1	31	 	 	 	4
91050	2	24	 	 	 	3
91050	3	29	 	 	 	3
91051	1	24	 	 	 	2
91051	2	98	 	 	 	 
91051	3	98	 	 	 	 
91052	1	37	4	4	4	4
91052	2	24	4	4	4	4
91052	3	30	 	 	 	4
91053	1	34	4	 	 	 
91053	2	98	 	 	 	 
91053	3	98	 	 	 	 
91054	1	24	 	 	4	4
91054	2	98	 	 	 	 
91054	3	98	 	 	 	 
91055	1	39	 	 	1	 
91055	2	98	 	 	 	 
91055	3	98	 	 	 	 
91056	1	98	 	 	 	 
91056	2	98	 	 	 	 
91056	3	98	 	 	 	 
91057	1	24	 	 	 	3
91057	2	29	 	 	 	2
91057	3	98	 	 	 	 
91058	1	98	 	 	 	 
91058	2	98	 	 	 	 
91058	3	98	 	 	 	 
91059	1	98	 	 	 	 
91059	2	98	 	 	 	 
91059	3	98	 	 	 	 
91060	1	98	 	 	 	 
91060	2	98	 	 	 	 
91060	3	98	 	 	 	 
91061	1	24	 	 	 	4
91061	2	98	 	 	 	 
91061	3	98	 	 	 	 
91062	1	24	3	3	3	4
91062	2	98	 	 	 	 
91062	3	98	 	 	 	 
91063	1	3	 	2	 	 
91063	2	5	 	3	 	 
91063	3	98	 	 	 	 
91064	1	98	 	 	 	 
91064	2	98	 	 	 	 
91064	3	98	 	 	 	 
91065	1	38	 	4	 	 
91065	2	98	 	 	 	 
91065	3	98	 	 	 	 
91066	1	45	 	 	4	 
91066	2	98	 	 	 	 
91066	3	98	 	 	 	 
91067	1	24	 	 	4	4
91067	2	41	 	 	 	2
91067	3	98	 	 	 	 
91068	1	98	 	 	 	 
91068	2	98	 	 	 	 
91068	3	98	 	 	 	 
91069	1	38	4	4	4	4
91069	2	27	 	 	 	2
91069	3	29	 	 	 	2
91071	1	36	 	 	2	 
91071	2	98	 	 	 	 
91071	3	98	 	 	 	 
91072	1	35	 	 	 	4
91072	2	13	 	 	4	 
91072	3	29	 	 	 	4
91073	1	38	 	 	3	4
91073	2	2	 	 	 	4
91073	3	98	 	 	 	 
91074	1	24	 	 	4	4
91074	2	98	 	 	 	 
91074	3	98	 	 	 	 
91076	1	27	 	 	 	4
91076	2	98	 	 	 	 
91076	3	98	 	 	 	 
91077	1	13	 	 	 	2
91077	2	98	 	 	 	 
91077	3	98	 	 	 	 
91078	1	24	 	 	4	4
91078	2	3	 	 	4	 
91078	3	98	 	 	 	 
91079	1	24	 	 	4	4
91079	2	98	 	 	 	 
91079	3	98	 	 	 	 
91080	1	24	 	 	 	2
91080	2	29	 	 	 	2
91080	3	98	 	 	 	 
91081	1	24	 	 	 	4
91081	2	29	 	 	 	4
91081	3	98	 	 	 	 
91082	1	39	 	 	2	 
91082	2	98	 	 	 	 
91082	3	98	 	 	 	 
91083	1	4	 	 	 	2
91083	2	98	 	 	 	 
91083	3	98	 	 	 	 
91085	1	24	 	 	 	3
91085	2	98	 	 	 	 
91085	3	98	 	 	 	 
91086	1	24	 	 	 	4
91086	2	98	 	 	 	 
91086	3	98	 	 	 	 
91087	1	4	 	3	 	 
91087	2	24	 	 	4	4
91087	3	98	 	 	 	 
91088	1	98	 	 	 	 
91088	2	98	 	 	 	 
91088	3	98	 	 	 	 
91089	1	98	 	 	 	 
91089	2	98	 	 	 	 
91089	3	98	 	 	 	 
91090	1	38	 	4	4	4
91090	2	27	4	3	2	3
91090	3	28	3	3	3	3
91091	1	37	 	 	4	4
91091	2	29	 	 	2	2
91091	3	3	 	3	 	 
91093	1	39	 	 	4	 
91093	2	37	 	 	 	3
91093	3	98	 	 	 	 
91094	1	29	 	4	4	4
91094	2	36	 	3	 	 
91094	3	98	 	 	 	 
91095	1	24	 	 	 	3
91095	2	29	 	 	 	3
91095	3	98	 	 	 	 
91096	1	98	 	 	 	 
91096	2	98	 	 	 	 
91096	3	98	 	 	 	 
91098	1	39	 	 	4	3
91098	2	45	 	 	3	 
91098	3	46	 	 	2	 
91099	1	4	 	 	 	4
91099	2	24	 	 	 	4
91099	3	29	 	 	 	4
91100	1	37	 	 	 	4
91100	2	24	 	 	 	4
91100	3	29	 	 	 	4
91101	1	28	 	 	4	4
91101	2	27	 	 	 	4
91101	3	30	4	4	4	4
91102	1	27	 	 	4	4
91102	2	29	 	 	 	4
91102	3	28	 	 	 	4
91103	1	5	 	 	 	4
91103	2	24	 	 	 	4
91103	3	29	 	 	 	4
101001	1	98	 	 	 	 
101001	2	98	 	 	 	 
101001	3	98	 	 	 	 
101002	1	41	 	1	 	 
101002	2	98	 	 	 	 
101002	3	98	 	 	 	 
101003	1	38	 	2	 	 
101003	2	5	 	2	 	 
101003	3	98	 	 	 	 
101004	1	98	 	 	 	 
101004	2	98	 	 	 	 
101004	3	98	 	 	 	 
101005	1	39	 	 	2	4
101005	2	98	 	 	 	 
101005	3	98	 	 	 	 
101006	1	39	 	4	 	4
101006	2	98	 	 	 	 
101006	3	98	 	 	 	 
101008	1	98	 	 	 	 
101008	2	98	 	 	 	 
101008	3	98	 	 	 	 
101009	1	62	4	 	 	 
101009	2	69	 	 	 	2
101009	3	37	 	 	3	3
101010	1	98	 	 	 	 
101010	2	98	 	 	 	 
101010	3	98	 	 	 	 
101011	1	69	 	 	4	 
101011	2	98	 	 	 	 
101011	3	98	 	 	 	 
101012	1	98	 	 	 	 
101012	2	98	 	 	 	 
101012	3	98	 	 	 	 
101013	1	36	 	 	 	3
101013	2	69	 	 	4	4
101013	3	10	 	 	3	 
101014	1	37	 	 	3	 
101014	2	98	 	 	 	 
101014	3	98	 	 	 	 
101015	1	98	 	 	 	 
101015	2	98	 	 	 	 
101015	3	98	 	 	 	 
101016	1	38	 	 	3	 
101016	2	98	 	 	 	 
101016	3	98	 	 	 	 
101017	1	40	 	 	 	4
101017	2	98	 	 	 	 
101017	3	98	 	 	 	 
101018	1	37	4	4	 	 
101018	2	98	 	 	 	 
101018	3	98	 	 	 	 
101019	1	98	 	 	 	 
101019	2	98	 	 	 	 
101019	3	98	 	 	 	 
101020	1	5	 	 	 	2
101020	2	2	 	 	 	2
101020	3	98	 	 	 	 
101021	1	98	 	 	 	 
101021	2	98	 	 	 	 
101021	3	98	 	 	 	 
101022	1	98	 	 	 	 
101022	2	98	 	 	 	 
101022	3	98	 	 	 	 
101023	1	39	4	3	3	3
101023	2	98	 	 	 	 
101023	3	98	 	 	 	 
101024	1	98	 	 	 	 
101024	2	98	 	 	 	 
101024	3	98	 	 	 	 
101025	1	98	 	 	 	 
101025	2	98	 	 	 	 
101025	3	98	 	 	 	 
101026	1	98	 	 	 	 
101026	2	98	 	 	 	 
101026	3	98	 	 	 	 
101027	1	98	 	 	 	 
101027	2	98	 	 	 	 
101027	3	98	 	 	 	 
101028	1	41	 	1	 	 
101028	2	98	 	 	 	 
101028	3	98	 	 	 	 
101029	1	38	 	4	 	 
101029	2	98	 	 	 	 
101029	3	98	 	 	 	 
101030	1	98	 	 	 	 
101030	2	98	 	 	 	 
101030	3	98	 	 	 	 
101031	1	45	4	4	4	4
101031	2	46	 	4	 	 
101031	3	98	 	 	 	 
101032	1	24	 	 	 	3
101032	2	29	 	 	 	3
101032	3	98	 	 	 	 
101033	1	34	2	 	 	 
101033	2	98	 	 	 	 
101033	3	98	 	 	 	 
101034	1	63	 	 	4	 
101034	2	98	 	 	 	 
101034	3	98	 	 	 	 
101035	1	2	 	 	 	4
101035	2	45	 	 	 	4
101035	3	98	 	 	 	 
101036	1	98	 	 	 	 
101036	2	98	 	 	 	 
101036	3	98	 	 	 	 
101037	1	39	 	 	 	4
101037	2	98	 	 	 	 
101037	3	98	 	 	 	 
101038	1	41	4	4	4	 
101038	2	98	 	 	 	 
101038	3	98	 	 	 	 
101039	1	98	 	 	 	 
101039	2	98	 	 	 	 
101039	3	98	 	 	 	 
101040	1	45	 	4	 	 
101040	2	98	 	 	 	 
101040	3	98	 	 	 	 
101041	1	98	 	 	 	 
101041	2	98	 	 	 	 
101041	3	98	 	 	 	 
101043	1	40	 	2	 	 
101043	2	98	 	 	 	 
101043	3	98	 	 	 	 
101044	1	39	 	 	 	2
101044	2	37	 	 	 	4
101044	3	98	 	 	 	 
101045	1	1	 	 	4	 
101045	2	98	 	 	 	 
101045	3	98	 	 	 	 
101046	1	39	 	 	 	4
101046	2	38	 	 	4	4
101046	3	98	 	 	 	 
101048	1	62	 	 	 	4
101048	2	98	 	 	 	 
101048	3	98	 	 	 	 
101049	1	98	 	 	 	 
101049	2	98	 	 	 	 
101049	3	98	 	 	 	 
101050	1	98	 	 	 	 
101050	2	98	 	 	 	 
101050	3	98	 	 	 	 
101051	1	36	 	4	 	 
101051	2	2	2	 	 	 
101051	3	98	 	 	 	 
101052	1	45	4	 	 	 
101052	2	98	 	 	 	 
101052	3	98	 	 	 	 
101053	1	45	 	 	 	3
101053	2	98	 	 	 	 
101053	3	98	 	 	 	 
101054	1	98	 	 	 	 
101054	2	98	 	 	 	 
101054	3	98	 	 	 	 
101055	1	98	 	 	 	 
101055	2	98	 	 	 	 
101055	3	98	 	 	 	 
101056	1	98	 	 	 	 
101056	2	98	 	 	 	 
101056	3	98	 	 	 	 
101057	1	98	 	 	 	 
101057	2	98	 	 	 	 
101057	3	98	 	 	 	 
101058	1	41	 	1	 	 
101058	2	98	 	 	 	 
101058	3	98	 	 	 	 
101059	1	98	 	 	 	 
101059	2	98	 	 	 	 
101059	3	98	 	 	 	 
101060	1	98	 	 	 	 
101060	2	98	 	 	 	 
101060	3	98	 	 	 	 
101061	1	98	 	 	 	 
101061	2	98	 	 	 	 
101061	3	98	 	 	 	 
101062	1	98	 	 	 	 
101062	2	98	 	 	 	 
101062	3	98	 	 	 	 
101063	1	12	 	 	3	3
101063	2	1	 	 	 	3
101063	3	98	 	 	 	 
101064	1	39	4	 	 	 
101064	2	98	 	 	 	 
101064	3	98	 	 	 	 
101065	1	98	 	 	 	 
101065	2	98	 	 	 	 
101065	3	98	 	 	 	 
101066	1	98	 	 	 	 
101066	2	98	 	 	 	 
101066	3	98	 	 	 	 
101067	1	98	 	 	 	 
101067	2	98	 	 	 	 
101067	3	98	 	 	 	 
101069	1	40	 	 	4	4
101069	2	98	 	 	 	 
101069	3	98	 	 	 	 
101070	1	41	 	 	 	1
101070	2	63	4	 	 	 
101070	3	98	 	 	 	 
101071	1	98	 	 	 	 
101071	2	98	 	 	 	 
101071	3	98	 	 	 	 
101072	1	98	 	 	 	 
101072	2	98	 	 	 	 
101072	3	98	 	 	 	 
101073	1	98	 	 	 	 
101073	2	98	 	 	 	 
101073	3	98	 	 	 	 
101074	1	98	 	 	 	 
101074	2	98	 	 	 	 
101074	3	98	 	 	 	 
