CHILDCODE	MEMIDR5	EXISTHH	ALIVE	PANELSIB	MEMMOVR5	RELATER4	RELATER5	CAREGVR5	LIVHSER5	YRDIEDR5	AGER4	MEMAGER5	MEMSEXR5	CHLBRNR5	WHRNOWR5	SEENMER5	EVRLVDR5	LNGLVDR5	GETMOMBIRTH	GETCHILDBIRTH	MTHBRNR5	RELHHR5	MRTLSTR5	MTHRHHR5	FTHRHHR5	THSDISR5	BRNDISR5	GRADER5	STILLR5	SCHTYPR5	LSTTYPR5	ATTPRER5	AGESTR5	AGEGRDR5	SLEEPR5	CHCARER5	HHCHRER5	NPYWRKR5	PAYWRKR5	SCHOOLR5	STUDYR5	PLAYR5	MEMCNSR5	MEMHLTR5	MEMDISBR5	MEMAFCR5	MEMLNGR5	MLNHLR51	HTSFFR51	MEMSMKR5	SMKHSER5	DYSSMKR5	MEMALCR5	DYSALCR5
11015	3	1	1	0	 	6	6	0	4	 	65	68	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11015	4	1	1	0	 	6	6	0	4	 	52	55	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11015	5	1	1	0	 	13	13	0	4	 	38	41	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11015	6	1	1	0	 	12	13	0	2	 	28	31	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11015	7	1	1	0	 	13	13	0	4	 	20	23	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11015	8	1	1	0	 	13	13	0	4	 	15	18	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11015	9	1	1	0	 	13	13	0	4	 	15	18	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11015	10	1	1	0	 	13	13	0	4	 	15	18	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11015	11	1	1	0	 	13	13	0	4	 	32	35	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11015	12	1	1	0	 	13	13	0	4	 	28	31	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11015	13	1	1	0	 	13	13	0	4	 	43	46	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11015	14	1	1	0	 	13	13	0	4	 	30	33	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11015	15	1	1	0	 	13	13	0	4	 	26	29	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11015	16	1	1	0	 	13	13	0	4	 	23	26	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11015	17	1	1	0	 	13	13	0	4	 	26	29	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11015	18	1	1	0	 	13	13	0	4	 	11	14	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11015	19	1	1	0	 	14	14	0	4	 	10	13	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11015	20	1	1	1	 	9	9	0	1	 	9	12	1	 	 	 	 	 	0	0	8	3	 	2	21	 	 	7	1	4	 	1	6	 	9	0	1	0	0	5	2	5	N	3	0	 	1	4	48	0	 	1	0	 
11015	21	1	1	0	 	2	2	0	1	 	30	33	1	 	 	 	 	 	0	0	 	1	1	98	98	 	 	3	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
11016	0	1	1	0	 	0	0	 	1	 	11	14	1	 	 	 	 	 	0	0	12	3	6	2	1	 	 	9	1	4	 	1	6	 	12	0	0	0	0	7	2	4	N	 	 	 	 	 	 	 	 	 	 	 
11016	1	1	1	0	 	1	1	0	1	 	39	42	1	 	 	 	 	 	0	0	 	1	1	98	98	 	 	11	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	4	0	 	0	 	 	0	 	5	2	 
11016	2	1	1	0	 	1	1	1	1	 	35	38	2	1	 	 	 	 	0	0	 	2	1	98	98	 	 	15	0	 	1	 	 	 	 	 	 	 	 	 	 	 	N	4	0	 	0	 	 	0	 	1	2	 
11016	3	1	 	0	 	13	13	0	4	 	-88	37	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11016	4	1	 	0	 	13	13	0	4	 	-88	34	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11016	5	1	 	0	 	13	13	0	4	 	-88	32	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11016	6	1	 	0	 	13	13	0	4	 	-88	22	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11016	7	1	 	0	 	13	13	0	4	 	-88	35	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11016	8	1	 	0	 	23	21	0	4	 	-88	34	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11016	9	1	 	0	 	23	19	0	4	 	-88	64	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11016	10	1	 	0	 	19	21	0	4	 	-88	60	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11016	11	1	1	1	 	7	7	0	1	 	8	11	1	 	 	 	 	 	0	0	10	3	 	2	1	 	 	6	1	4	 	1	6	 	12	0	0	0	0	6	2	4	N	4	0	 	0	 	 	 	 	 	 	 
11016	12	1	1	0	 	7	7	0	1	 	3	6	1	 	 	 	 	 	0	0	9	3	 	2	1	 	 	1	1	4	 	1	6	 	9	0	0	0	0	6	2	7	N	 	 	 	 	 	 	 	 	 	 	 
11016	13	 	 	 	 	 	7	0	1	 	 	2	2	 	 	 	 	 	 	 	 	3	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
11017	0	1	1	0	 	0	0	 	1	 	11	14	1	 	 	 	 	 	0	0	9	3	6	2	1	 	 	7	1	4	 	1	6	 	11	2	1	0	0	6	1	5	N	 	 	 	 	 	 	 	 	 	 	 
11017	1	1	1	0	 	1	1	0	1	 	36	39	1	 	 	 	 	 	0	0	 	1	1	98	98	 	 	3	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	3	0	 	0	 	 	0	 	1	1	4
11017	2	1	1	0	 	1	1	1	1	 	34	37	2	1	 	 	 	 	0	0	 	2	1	98	98	 	 	5	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	3	0	 	0	 	 	0	 	1	0	 
11017	15	1	1	0	 	7	7	0	4	 	15	18	1	 	 	 	 	 	0	0	 	3	1	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11017	16	1	0	0	 	7	 	 	 	 	 	 	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11017	17	1	1	0	 	7	7	0	1	 	2	5	1	 	 	 	 	 	0	0	10	3	 	2	1	 	 	20	1	4	 	1	 	 	11	0	0	0	0	6	0	8	N	 	 	 	 	 	 	 	 	 	 	 
11017	18	 	 	 	 	 	7	0	1	 	 	3	2	 	 	 	 	 	 	 	 	3	 	2	1	 	 	0	0	 	88	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
11018	0	1	1	0	 	0	0	 	1	 	12	15	2	 	 	 	 	 	0	0	5	3	6	0	1	 	 	9	1	4	 	1	5	 	10	0	2	0	0	6	3	3	N	 	 	 	 	 	 	 	 	 	 	 
11018	1	1	1	0	 	1	1	0	1	 	50	53	1	 	 	 	 	 	0	0	 	1	1	98	98	 	 	8	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	3	0	 	0	 	 	0	 	1	1	3
11018	2	1	1	0	 	1	1	1	1	 	43	46	2	0	 	 	 	 	0	0	 	2	1	98	98	 	 	8	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	3	0	 	0	 	 	0	 	1	1	3
11018	3	1	1	0	 	7	7	0	4	 	22	25	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11018	4	1	1	0	 	7	7	0	4	 	18	21	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11018	5	1	1	0	 	7	7	0	1	 	17	20	1	 	 	 	 	 	0	0	 	3	6	98	98	 	 	11	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
11018	6	1	1	0	 	16	16	0	4	 	28	30	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11018	7	1	1	0	 	15	15	0	4	 	6	9	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11018	8	1	1	0	 	15	15	0	4	 	3	6	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11019	0	1	1	0	 	0	0	 	1	 	11	14	1	 	 	 	 	 	0	0	9	3	6	2	1	 	 	10	1	4	 	1	5	 	8	5	2	0	0	6	2	2	N	 	 	 	 	 	 	 	 	 	 	 
11019	1	1	1	0	 	1	1	0	1	 	36	40	1	 	 	 	 	 	0	0	 	1	1	98	98	 	 	11	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	4	0	 	0	 	 	0	 	1	1	4
11019	2	1	1	0	 	1	1	1	1	 	29	33	2	0	 	 	 	 	0	0	 	2	1	98	98	 	 	9	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	3	0	 	0	 	 	0	 	1	0	 
11019	3	1	1	1	 	7	7	0	1	 	10	13	1	 	 	 	 	 	0	0	4	3	6	2	1	 	 	7	1	4	 	1	6	 	8	3	1	0	0	6	0	6	N	4	0	 	0	 	 	0	 	1	0	 
11019	4	1	1	0	 	13	13	0	4	 	22	24	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11019	5	1	1	0	 	7	7	0	1	 	4	7	2	 	 	 	 	 	0	0	3	3	 	2	1	 	 	2	1	4	 	1	6	 	8	0	0	0	0	6	0	8	N	 	 	 	 	 	 	 	 	 	 	 
11019	6	1	1	0	 	7	7	0	1	 	2	4	2	 	 	 	 	 	0	0	 	3	 	2	1	 	 	20	1	4	 	1	 	 	7	0	0	0	0	5	0	10	N	 	 	 	 	 	 	 	 	 	 	 
11020	0	1	1	0	 	0	0	 	1	 	12	15	1	 	 	 	 	 	0	0	3	3	6	2	1	 	 	10	1	4	 	1	6	 	9	0	1	0	0	6	1	6	N	 	 	 	 	 	 	 	 	 	 	 
11020	1	1	1	0	 	1	1	1	1	 	44	47	1	 	 	 	 	 	0	0	 	1	3	98	98	 	 	14	1	1	 	 	 	 	 	 	 	 	 	 	 	 	N	3	0	 	0	 	 	0	 	1	0	 
11020	2	1	1	0	 	1	1	1	1	 	36	39	2	0	 	 	 	 	0	0	 	2	3	98	98	 	 	14	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	3	0	 	0	 	 	0	 	1	0	 
11021	0	1	1	0	 	0	0	 	1	 	12	15	2	 	 	 	 	 	0	0	5	3	6	2	1	 	 	10	1	4	 	1	6	 	9	0	2	0	0	5	2	4	N	 	 	 	 	 	 	 	 	 	 	 
11021	1	1	1	0	 	1	1	0	1	 	50	53	1	 	 	 	 	 	0	0	 	1	3	98	98	 	 	6	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	3	0	 	0	 	 	1	0	4	1	4
11021	2	1	1	0	 	1	1	1	1	 	43	46	2	0	 	 	 	 	0	0	 	2	3	98	98	 	 	6	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	3	0	 	0	 	 	0	 	1	0	 
11021	3	1	1	0	 	7	7	0	1	 	22	25	2	 	 	 	 	 	0	0	 	3	6	2	1	 	 	21	0	 	1	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
11021	4	1	1	0	 	7	7	0	1	 	18	21	2	 	 	 	 	 	0	0	 	3	6	2	1	 	 	11	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
11021	5	1	1	0	 	7	7	0	4	 	20	23	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11022	0	1	1	0	 	0	0	 	1	 	12	15	1	 	 	 	 	 	0	0	5	3	6	2	1	 	 	10	1	4	 	1	6	 	8	2	1	3	0	8	1	3	N	 	 	 	 	 	 	 	 	 	 	 
11022	1	1	1	0	 	1	1	0	1	 	47	50	1	 	 	 	 	 	0	0	 	1	1	98	98	 	 	11	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	4	0	 	0	 	 	0	 	1	1	3
11022	2	1	1	0	 	1	1	1	1	 	42	45	2	0	 	 	 	 	0	0	 	2	1	98	98	 	 	1	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	4	0	 	0	 	 	0	 	1	1	4
11022	3	1	1	0	 	9	9	0	1	 	23	26	1	 	 	 	 	 	0	0	 	7	6	2	98	 	 	14	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
11022	4	1	1	1	 	7	7	0	1	 	10	13	1	 	 	 	 	 	0	0	1	3	6	2	1	 	 	8	1	4	 	1	6	 	8	1	1	0	0	9	2	3	N	4	0	 	0	 	 	0	 	1	2	 
11022	5	1	1	0	 	7	7	0	1	 	5	8	1	 	 	 	 	 	0	0	3	3	 	2	1	 	 	3	1	4	 	1	6	 	8	0	1	0	0	7	2	3	N	 	 	 	 	 	 	 	 	 	 	 
11023	0	1	1	0	0	0	0	 	1	 	12	15	1	 	 	 	 	 	0	0	3	3	6	2	1	 	 	10	1	4	 	1	6	 	10	0	0	0	0	7	4	7	N	 	 	 	 	 	 	 	 	 	 	 
11023	1	1	1	0	0	1	1	0	1	 	33	36	1	 	 	 	 	 	0	0	 	1	3	98	98	 	 	11	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	4	0	 	0	 	 	1	1	2	1	3
11023	2	1	1	0	0	1	1	1	1	 	29	32	2	1	 	 	 	 	0	0	 	2	3	98	98	 	 	11	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	4	0	 	0	 	 	0	 	1	0	 
11023	3	1	1	1	0	7	7	0	1	 	7	10	2	 	 	 	 	 	0	0	11	3	 	2	1	 	 	5	1	4	 	1	6	 	10	0	0	0	0	7	4	5	N	4	0	 	0	 	 	 	 	 	 	 
11023	4	 	 	 	0	 	7	0	1	 	 	2	2	 	 	 	 	 	 	 	 	3	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
11024	0	1	1	0	 	0	0	 	1	 	12	15	2	 	 	 	 	 	0	0	6	3	6	2	1	 	 	10	1	4	 	1	5	 	9	1	2	2	0	6	2	3	N	 	 	 	 	 	 	 	 	 	 	 
11024	1	1	1	0	 	1	1	0	1	 	30	33	1	 	 	 	 	 	0	0	 	1	1	98	98	 	 	13	0	 	1	 	 	 	 	 	 	 	 	 	 	 	N	4	0	 	0	 	 	1	1	2	0	 
11024	2	1	1	0	 	1	1	1	1	 	30	33	2	0	 	 	 	 	0	0	 	2	1	98	98	 	 	11	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	3	0	 	1	21	5	0	 	1	0	 
11024	3	1	1	0	 	6	6	0	4	 	50	56	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11024	4	1	1	0	 	13	13	0	4	 	27	31	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11024	15	1	1	0	 	13	13	0	4	 	12	15	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11024	16	1	1	0	 	5	5	0	4	 	68	68	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11024	17	1	1	0	 	5	5	0	4	 	52	52	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11024	18	1	1	0	 	13	13	0	4	 	32	35	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11024	19	1	1	0	 	13	13	0	4	 	26	31	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11024	20	1	1	0	 	13	13	0	4	 	14	17	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11024	21	1	1	0	 	7	7	0	1	 	5	8	1	 	 	 	 	 	0	0	5	3	 	2	1	 	 	3	1	4	 	1	5	 	9	1	1	0	0	6	2	5	N	 	 	 	 	 	 	 	 	 	 	 
11024	22	1	1	0	 	7	7	0	1	 	1	4	2	 	 	 	 	 	0	0	 	3	 	2	1	 	 	20	1	4	 	1	 	 	11	0	0	0	0	6	1	6	N	3	0	 	1	17	4	 	 	 	 	 
11025	0	1	1	 	1	0	0	 	1	 	12	15	1	 	 	 	 	 	0	0	7	3	6	2	1	 	 	10	1	4	 	1	6	 	8	2	1	0	0	8	0	3	N	 	 	 	 	 	 	 	 	 	 	 
11025	1	1	1	 	1	1	1	0	1	 	38	41	1	 	 	 	 	 	0	0	 	1	3	98	98	 	 	14	0	 	5	 	 	 	 	 	 	 	 	 	 	 	Y	5	0	 	1	10	41	0	 	1	0	 
11025	2	1	1	 	1	1	1	1	1	 	35	38	2	1	 	 	 	 	0	0	 	2	3	98	98	 	 	14	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	3	0	 	0	 	 	0	 	1	1	4
11025	3	1	1	 	0	5	5	0	4	 	57	60	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11025	4	1	1	 	0	5	5	0	4	 	52	55	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11025	5	1	1	 	1	13	13	0	1	 	34	37	2	 	 	 	 	 	0	0	 	7	6	98	98	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
11025	6	1	1	 	1	13	13	0	1	 	30	33	1	 	 	 	 	 	0	0	 	7	6	98	98	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
11025	15	1	1	 	1	9	9	0	1	 	13	15	1	 	 	 	 	 	0	0	8	3	6	2	98	 	 	11	0	 	4	1	6	15	10	2	1	0	0	9	0	3	N	 	 	 	 	 	 	 	 	 	 	 
11025	16	1	1	 	1	7	7	0	1	 	0	2	2	 	 	 	 	 	0	0	 	3	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
11026	0	1	1	0	 	0	0	 	1	 	11	14	1	 	 	 	 	 	0	0	1	3	6	2	1	 	 	10	1	4	 	1	6	 	9	2	1	0	0	7	1	5	N	 	 	 	 	 	 	 	 	 	 	 
11026	1	1	1	0	 	1	1	0	1	 	38	41	1	 	 	 	 	 	0	0	 	1	3	98	98	 	 	16	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	4	0	 	0	 	 	0	 	1	0	 
11026	2	1	1	0	 	1	1	1	1	 	37	40	2	1	 	 	 	 	0	0	 	2	3	98	98	 	 	14	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	3	0	 	0	 	 	0	 	1	0	 
11026	3	1	1	0	 	7	7	0	1	 	16	20	1	 	 	 	 	 	0	0	 	3	6	2	1	 	 	16	1	1	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
11026	15	1	1	0	 	7	7	0	1	 	12	15	1	 	 	 	 	 	0	0	12	3	6	2	1	 	 	10	1	4	 	1	6	 	9	1	1	0	0	6	2	5	N	 	 	 	 	 	 	 	 	 	 	 
11026	16	1	1	1	 	7	7	0	1	 	7	10	2	 	 	 	 	 	0	0	9	3	 	2	1	 	 	5	1	4	 	1	6	 	9	1	1	0	0	6	2	5	N	5	0	 	0	 	 	 	 	 	 	 
11026	17	1	1	0	 	17	17	0	3	2016	82	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11026	18	1	1	0	 	6	6	0	4	 	62	65	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11026	19	 	 	 	 	 	7	0	1	 	 	1	1	 	 	 	 	 	 	 	 	3	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
11027	0	1	1	0	 	0	0	 	1	 	11	14	2	 	 	 	 	 	0	0	1	3	6	2	1	 	 	9	1	4	 	1	6	 	12	0	3	0	0	7	1	2	N	 	 	 	 	 	 	 	 	 	 	 
11027	1	1	1	0	 	1	1	0	1	 	50	53	1	 	 	 	 	 	0	0	 	1	1	98	98	 	 	6	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	3	1	3	1	10	5	0	 	1	1	3
11027	2	1	1	0	 	1	1	1	1	 	40	43	2	0	 	 	 	 	0	0	 	2	1	98	98	 	 	9	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	3	0	 	1	1	3	0	 	1	1	2
11027	3	1	1	0	 	7	7	0	1	 	21	24	1	 	 	 	 	 	0	0	 	3	1	2	1	 	 	9	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
11027	4	1	1	0	 	7	7	0	4	 	19	23	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11027	5	1	1	0	 	8	8	0	4	 	29	32	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11027	6	1	1	0	 	13	13	0	3	2015	39	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11027	7	1	1	0	 	16	16	0	1	 	16	19	2	 	 	 	 	 	0	0	 	4	1	98	98	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
11027	8	 	 	 	 	 	15	0	1	 	 	0	1	 	 	 	 	 	 	 	 	5	 	7	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
11028	0	1	1	0	 	0	0	 	1	 	12	15	2	 	 	 	 	 	0	0	6	3	6	1	98	 	 	10	1	4	 	1	5	 	8	0	1	0	0	8	2	4	N	 	 	 	 	 	 	 	 	 	 	 
11028	1	1	1	0	 	1	1	1	1	 	33	36	2	0	 	 	 	 	0	0	 	1	4	98	98	 	 	11	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	4	0	 	0	 	 	0	 	5	0	 
11028	2	1	1	0	 	7	7	0	1	 	16	19	2	 	 	 	 	 	0	0	 	3	6	1	98	 	 	13	1	4	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
11028	3	1	0	0	 	1	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11028	4	1	1	1	 	7	7	0	1	 	9	13	1	 	 	 	 	 	0	0	8	3	6	1	98	 	 	6	1	4	 	1	6	 	9	0	1	0	0	7	2	4	N	4	0	 	0	 	 	0	 	1	0	 
