CHILDCODE	MEMIDR5	EXISTHH	ALIVE	PANELSIB	MEMMOVR5	RELATER4	RELATER5	CAREGVR5	LIVHSER5	YRDIEDR5	AGER4	MEMAGER5	MEMSEXR5	CHLBRNR5	WHRNOWR5	SEENMER5	EVRLVDR5	LNGLVDR5	GETMOMBIRTH	GETCHILDBIRTH	MTHBRNR5	RELHHR5	MRTLSTR5	MTHRHHR5	FTHRHHR5	THSDISR5	BRNDISR5	GRADER5	STILLR5	SCHTYPR5	LSTTYPR5	ATTPRER5	AGESTR5	AGEGRDR5	SLEEPR5	CHCARER5	HHCHRER5	NPYWRKR5	PAYWRKR5	SCHOOLR5	STUDYR5	PLAYR5	MEMCNSR5	MEMHLTR5	MEMDISBR5	MEMAFCR5	MEMLNGR5	MLNHLR51	HTSFFR51	MEMSMKR5	SMKHSER5	DYSSMKR5	MEMALCR5	DYSALCR5
101092	3	1	1	1	 	7	7	0	1	 	7	9	1	 	 	 	 	 	0	0	9	3	 	2	1	 	 	4	1	4	 	1	6	 	10	0	0	0	0	7	4	4	N	4	0	 	0	 	 	 	 	 	 	 
101093	0	1	1	0	 	0	0	 	1	 	12	15	2	 	 	 	 	 	0	0	9	3	6	98	98	 	 	10	1	1	 	0	5	 	8	0	2	0	0	7	4	3	N	 	 	 	 	 	 	 	 	 	 	 
101093	1	1	1	0	 	1	1	1	1	 	42	45	2	0	 	 	 	 	0	0	 	1	2	98	98	 	 	19	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	3	0	 	1	9	5	0	 	1	0	 
101093	2	1	1	0	 	1	1	0	4	 	-88	47	1	 	2	5	1	3	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101093	3	1	1	0	 	7	7	0	4	 	18	21	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101093	4	1	1	0	 	5	5	0	4	 	73	76	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101094	0	1	1	0	 	0	0	 	1	 	12	15	2	 	 	 	 	 	0	0	8	3	6	2	1	 	 	9	1	4	 	1	7	 	10	0	1	4	0	8	3	1	N	 	 	 	 	 	 	 	 	 	 	 
101094	1	1	1	0	 	1	1	0	1	 	49	52	1	 	 	 	 	 	0	0	 	1	3	98	98	 	 	8	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	4	0	 	0	 	 	0	 	1	0	 
101094	2	1	1	0	 	1	1	1	1	 	48	50	2	0	 	 	 	 	0	0	 	2	3	98	98	 	 	4	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	3	0	 	0	 	 	0	 	1	0	 
101094	3	1	1	0	 	7	7	0	2	 	29	32	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101094	4	1	1	0	 	7	7	0	1	 	26	29	1	 	 	 	 	 	0	0	 	3	6	2	1	 	 	0	3	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
101094	5	1	1	0	 	7	7	0	1	 	22	24	2	 	 	 	 	 	0	0	 	3	6	2	1	 	 	16	1	4	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
101094	15	1	1	0	 	7	7	0	1	 	16	18	2	 	 	 	 	 	0	0	 	3	6	2	1	 	 	15	1	1	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
101095	0	1	1	0	 	0	0	 	1	 	12	15	2	 	 	 	 	 	0	0	10	3	6	2	1	 	 	9	1	1	 	1	6	 	7	1	2	0	0	6	2	6	N	 	 	 	 	 	 	 	 	 	 	 
101095	1	1	1	0	 	1	1	0	1	 	45	48	1	 	 	 	 	 	0	0	 	1	3	98	98	 	 	11	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	3	0	 	0	 	 	0	 	1	0	 
101095	2	1	1	0	 	1	1	1	1	 	51	54	2	0	 	 	 	 	0	0	 	2	3	98	98	 	 	19	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	4	0	 	0	 	 	0	 	1	0	 
101095	3	1	1	0	 	7	7	0	1	 	24	27	1	 	 	 	 	 	0	0	 	3	6	2	1	 	 	15	1	4	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
101095	4	1	1	0	 	7	7	0	1	 	22	24	2	 	 	 	 	 	0	0	 	3	6	2	1	 	 	15	1	4	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
101095	15	1	1	0	 	7	7	0	1	 	14	17	1	 	 	 	 	 	0	0	11	3	6	2	1	 	 	11	0	 	4	1	6	17	6	0	1	0	0	5	2	8	N	 	 	 	 	 	 	 	 	 	 	 
101095	16	1	1	1	 	7	7	0	1	 	9	12	1	 	 	 	 	 	0	0	3	3	 	2	1	 	 	7	1	4	 	1	6	 	8	0	1	0	0	7	3	4	N	3	1	2	0	 	 	0	 	1	0	 
101095	17	1	1	0	 	14	14	0	4	 	-88	-88	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101095	18	1	1	0	 	13	13	0	4	 	34	37	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101095	19	1	1	0	 	15	7	0	1	 	2	5	1	 	 	 	 	 	0	0	12	3	 	2	1	 	 	20	2	4	 	1	 	 	9	0	0	0	0	5	1	9	N	 	 	 	 	 	 	 	 	 	 	 
101096	0	1	1	0	 	0	0	 	1	 	11	14	1	 	 	 	 	 	0	0	1	3	6	2	1	 	 	9	2	9	 	0	6	 	10	0	1	0	0	6	1	6	N	 	 	 	 	 	 	 	 	 	 	 
101096	1	1	1	0	 	1	1	0	1	 	41	44	1	 	 	 	 	 	0	0	 	2	1	98	98	 	 	6	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	3	0	 	0	 	 	0	 	1	1	2
101096	2	1	1	0	 	1	1	1	1	 	49	52	2	0	 	 	 	 	0	0	 	1	1	98	98	 	 	6	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	3	0	 	0	 	 	0	 	1	0	 
101096	3	1	1	0	 	9	9	0	4	 	-88	26	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101096	15	1	1	0	 	7	7	0	1	 	14	17	1	 	 	 	 	 	0	0	10	3	6	2	1	 	 	11	0	 	4	0	6	16	10	0	0	1	8	0	0	5	N	 	 	 	 	 	 	 	 	 	 	 
101097	0	1	1	0	 	0	0	 	1	 	12	15	1	 	 	 	 	 	0	0	7	3	6	1	98	 	 	10	1	1	 	1	6	 	9	0	0	0	0	7	2	4	N	 	 	 	 	 	 	 	 	 	 	 
101097	1	1	1	0	 	1	1	1	1	 	40	43	2	0	 	 	 	 	0	0	 	1	2	98	98	 	 	11	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	3	0	 	0	 	 	0	 	1	1	4
101097	2	1	1	0	 	9	9	0	1	 	24	26	1	 	 	 	 	 	0	0	 	3	6	1	98	 	 	15	1	4	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
101097	3	1	1	0	 	9	9	0	4	 	24	25	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101097	4	1	1	0	 	2	2	0	4	 	47	50	1	 	4	6	1	2	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101098	0	1	1	0	 	0	0	 	1	 	12	15	2	 	 	 	 	 	0	0	1	3	6	2	98	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
101098	1	1	0	0	 	1	 	 	 	 	 	 	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101098	2	1	1	0	 	1	1	1	1	 	33	36	2	0	 	 	 	 	0	0	 	1	2	98	98	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
101098	3	1	1	0	 	5	5	0	4	 	57	60	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101098	4	1	1	0	 	5	5	0	4	 	64	67	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101098	5	1	1	0	 	13	13	0	4	 	29	32	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101098	6	1	1	0	 	13	13	0	4	 	27	30	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101098	7	1	1	0	 	13	13	0	4	 	29	32	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101098	8	1	1	1	 	7	7	0	1	 	10	12	2	 	 	 	 	 	0	0	9	3	 	2	98	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
101098	9	1	1	0	 	9	9	1	1	 	1	4	2	 	 	 	 	 	0	0	 	3	 	2	98	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
101099	0	1	1	0	 	0	0	 	1	 	12	14	1	 	 	 	 	 	0	0	3	3	6	2	1	 	 	8	1	4	 	0	6	 	8	1	1	0	0	7	1	6	N	 	 	 	 	 	 	 	 	 	 	 
101099	1	1	1	0	 	1	1	0	1	 	48	52	1	 	 	 	 	 	0	0	 	1	1	98	98	 	 	16	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	4	0	 	0	 	 	0	 	1	1	4
101099	2	1	1	0	 	1	1	1	1	 	36	39	2	1	 	 	 	 	0	0	 	2	1	98	98	 	 	11	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	4	0	 	0	 	 	0	 	1	1	4
101099	3	1	1	0	 	5	5	0	4	 	57	59	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101099	4	1	1	0	 	13	13	0	4	 	32	35	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101099	5	1	0	0	 	5	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101099	6	 	 	 	 	 	7	0	1	 	 	0	2	 	 	 	 	 	 	 	 	3	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
101101	0	1	1	0	 	0	0	 	1	 	11	14	2	 	 	 	 	 	0	0	2	3	6	1	2	 	 	9	1	4	 	1	6	 	9	0	0	0	0	9	2	2	N	 	 	 	 	 	 	 	 	 	 	 
101101	1	1	1	0	 	1	1	1	1	 	39	42	2	0	 	 	 	 	0	0	 	2	3	98	98	 	 	14	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	3	0	 	0	 	 	0	 	1	0	 
101101	2	1	1	0	 	1	1	0	1	 	36	39	1	 	 	 	 	 	0	0	 	1	3	98	98	 	 	16	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	3	0	 	1	17	6	0	 	1	1	4
101101	3	1	1	0	 	7	7	0	1	 	5	8	2	 	 	 	 	 	0	0	12	3	 	1	2	 	 	3	1	4	 	1	6	 	12	0	0	0	0	6	4	2	N	 	 	 	 	 	 	 	 	 	 	 
101101	4	1	1	0	 	7	7	0	1	 	4	7	1	 	 	 	 	 	0	0	1	3	 	1	2	 	 	2	1	4	 	1	6	 	12	0	0	0	0	7	3	2	N	 	 	 	 	 	 	 	 	 	 	 
101101	5	1	1	0	 	6	6	0	2	 	61	64	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101101	6	1	1	0	 	6	6	0	2	 	63	66	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101102	0	1	1	0	 	0	0	 	1	 	12	15	1	 	 	 	 	 	0	0	8	3	6	1	2	 	 	9	1	1	 	1	6	 	10	2	2	0	0	6	2	3	N	 	 	 	 	 	 	 	 	 	 	 
101102	1	1	1	0	 	1	1	1	1	 	45	47	2	1	 	 	 	 	0	0	 	2	1	98	98	 	 	3	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	4	0	 	0	 	 	0	 	1	1	4
101102	2	1	1	0	 	1	1	0	1	 	52	55	1	 	 	 	 	 	0	0	 	1	1	98	98	 	 	11	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	4	0	 	0	 	 	0	 	1	1	4
101102	3	1	1	0	 	7	7	0	4	 	-88	-88	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101102	4	1	1	0	 	7	7	0	1	 	26	29	1	 	 	 	 	 	0	0	 	3	3	1	2	 	 	11	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
101102	5	1	1	0	 	7	7	0	1	 	25	27	1	 	 	 	 	 	0	0	 	3	6	1	2	 	 	11	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
101102	6	1	1	0	 	7	7	0	1	 	22	25	2	 	 	 	 	 	0	0	 	3	1	1	2	 	 	13	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
101102	7	1	1	0	 	7	7	0	1	 	21	23	2	 	 	 	 	 	0	0	 	3	1	1	2	 	 	11	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
101102	8	 	 	 	 	 	7	0	1	 	 	1	1	 	 	 	 	 	 	 	 	3	 	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
101102	9	 	 	 	 	 	16	0	1	 	 	-77	2	 	 	 	 	 	 	 	 	4	 	98	98	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
101102	10	 	 	 	 	 	15	0	1	 	 	5	2	 	 	 	 	 	 	 	8	5	 	9	4	 	 	 	 	 	 	 	 	 	11	0	0	0	0	6	3	5	N	 	 	 	 	 	 	 	 	 	 	 
101102	11	 	 	 	 	 	16	0	1	 	 	27	1	 	 	 	 	 	 	 	 	4	1	98	98	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
101102	12	 	 	 	 	 	15	0	1	 	 	8	2	 	 	 	 	 	 	 	5	5	 	98	98	 	 	 	 	 	 	 	 	 	10	0	0	0	0	6	4	4	N	 	 	 	 	 	 	 	 	 	 	 
101102	13	 	 	 	 	 	16	0	1	 	 	21	1	 	 	 	 	 	 	 	 	4	1	98	98	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
101102	14	 	 	 	 	 	15	0	1	 	 	1	1	 	 	 	 	 	 	 	 	5	 	7	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
101103	0	1	1	0	 	0	0	 	1	 	11	14	1	 	 	 	 	 	0	0	4	3	6	1	2	 	 	9	1	7	 	1	6	 	8	0	1	0	0	6	4	5	N	 	 	 	 	 	 	 	 	 	 	 
101103	1	1	1	0	 	1	1	1	1	 	47	50	2	0	 	 	 	 	0	0	 	2	3	98	98	 	 	19	0	 	1	 	 	 	 	 	 	 	 	 	 	 	N	3	0	 	1	27	60	0	 	1	1	4
101103	2	1	1	0	 	1	1	0	1	 	49	53	1	 	 	 	 	 	0	0	 	1	3	98	98	 	 	19	0	 	1	 	 	 	 	 	 	 	 	 	 	 	N	3	0	 	1	15	60	0	 	1	1	4
101103	3	1	1	0	 	7	7	0	1	 	17	50	1	 	 	 	 	 	0	0	 	3	6	1	2	 	 	15	1	1	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
101104	0	1	1	0	 	0	0	 	1	 	12	15	1	 	 	 	 	 	0	0	6	3	6	2	1	 	 	9	1	4	 	1	6	 	8	1	2	0	0	6	2	3	N	 	 	 	 	 	 	 	 	 	 	 
101104	1	1	1	0	 	1	1	0	1	 	49	52	1	 	 	 	 	 	0	0	 	1	3	98	98	 	 	11	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	4	0	 	0	 	 	0	 	1	1	2
101104	2	1	1	0	 	1	1	1	1	 	47	50	2	0	 	 	 	 	0	0	 	2	3	98	98	 	 	6	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	3	0	 	0	 	 	0	 	1	0	 
101104	3	1	1	0	 	7	7	0	1	 	22	25	2	 	 	 	 	 	0	0	 	3	6	2	1	 	 	16	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
101104	4	1	1	0	 	7	7	0	1	 	20	23	1	 	 	 	 	 	0	0	 	3	6	2	1	 	 	15	1	4	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
101104	5	1	1	0	 	7	7	0	1	 	2	5	2	 	 	 	 	 	0	0	9	3	 	2	1	 	 	20	1	4	 	1	 	 	9	0	1	0	0	5	1	6	N	 	 	 	 	 	 	 	 	 	 	 
101105	0	1	1	0	 	0	0	 	1	 	12	15	1	 	 	 	 	 	0	0	10	3	6	2	1	 	 	10	1	1	 	1	5	 	7	3	3	0	0	6	2	4	N	 	 	 	 	 	 	 	 	 	 	 
101105	1	1	1	0	 	1	1	0	1	 	40	43	1	 	 	 	 	 	0	0	 	1	1	98	98	 	 	11	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	4	0	 	0	 	 	0	 	1	1	2
101105	2	1	1	0	 	1	1	1	1	 	40	43	2	0	 	 	 	 	0	0	 	2	1	98	3	 	 	11	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	3	0	 	0	 	 	0	 	1	1	4
101105	3	1	1	0	 	5	5	0	1	 	74	74	1	 	 	 	 	 	0	0	 	7	4	98	98	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
101105	4	1	1	0	 	13	13	0	4	 	-88	-88	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101105	5	1	1	1	 	7	7	0	1	 	7	10	1	 	 	 	 	 	0	0	9	3	 	2	1	 	 	4	1	1	 	1	6	 	10	0	2	0	0	5	2	6	N	3	0	 	0	 	 	 	 	 	 	 
101105	6	1	1	0	 	13	13	0	1	 	35	37	2	 	 	 	 	 	0	0	 	7	1	98	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
101105	7	1	1	0	 	13	13	0	1	 	40	43	1	 	 	 	 	 	0	0	 	7	1	98	98	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
101105	8	1	1	0	 	14	14	0	4	 	23	26	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111003	0	1	1	0	 	0	0	 	1	 	12	15	1	 	 	 	 	 	0	0	8	3	6	2	1	 	 	10	1	11	 	0	6	 	8	1	1	0	0	9	3	2	N	 	 	 	 	 	 	 	 	 	 	 
111003	1	1	1	0	 	1	1	0	1	 	47	50	1	 	 	 	 	 	0	0	 	1	1	98	98	 	 	2	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	4	0	 	0	 	 	0	 	1	1	3
111003	2	1	1	0	 	1	1	1	1	 	34	37	2	0	 	 	 	 	0	0	 	2	1	98	98	 	 	2	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	4	0	 	0	 	 	0	 	1	1	4
111003	3	1	1	0	 	6	6	0	4	 	-88	-88	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111003	4	1	1	0	 	13	13	0	4	 	-88	-88	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111003	5	1	0	0	 	6	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111003	15	1	1	0	 	14	14	0	4	 	-88	-88	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111003	16	1	1	0	 	7	9	0	4	 	14	18	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111003	17	1	1	1	 	7	7	0	1	 	9	12	2	 	 	 	 	 	0	0	7	3	 	2	1	 	 	7	1	4	 	0	6	 	8	1	3	0	0	7	3	3	N	4	0	 	0	 	 	0	 	1	0	 
111003	18	1	1	0	 	7	7	0	1	 	5	8	1	 	 	 	 	 	0	0	7	3	 	2	1	 	 	2	1	4	 	0	7	 	8	0	2	0	0	7	2	4	N	 	 	 	 	 	 	 	 	 	 	 
111004	0	 	 	0	 	0	0	 	1	 	 	15	2	 	 	 	 	 	0	1	12	7	6	0	2	0	 	10	1	1	 	1	6	 	10	0	0	0	0	6	2	5	N	 	 	 	 	 	 	 	 	 	 	 
111004	1	 	 	0	 	1	1	0	3	2015	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111004	2	 	 	0	 	7	7	1	1	 	 	25	1	 	 	 	 	 	0	0	 	1	1	0	2	 	 	16	0	 	1	 	 	 	 	 	 	 	 	 	 	 	N	3	0	 	0	 	 	0	 	1	1	4
111004	3	 	 	0	 	1	1	0	4	 	 	49	1	 	5	4	1	13	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111004	4	 	 	 	 	 	13	0	1	 	 	23	2	 	 	 	 	 	 	 	 	2	1	98	98	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
111004	5	 	 	 	 	 	15	0	1	 	 	0	1	 	 	 	 	 	 	 	 	3	 	4	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
111005	0	1	1	0	 	0	0	 	1	 	12	15	2	 	 	 	 	 	0	0	5	3	6	2	1	 	 	8	1	4	 	1	7	 	8	2	1	0	0	8	2	3	N	 	 	 	 	 	 	 	 	 	 	 
111005	1	1	1	0	 	1	1	0	1	 	56	59	1	 	 	 	 	 	0	0	 	1	3	98	98	 	 	2	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	3	0	 	0	 	 	0	 	1	0	 
111005	2	1	1	0	 	1	1	1	1	 	47	50	2	0	 	 	 	 	0	0	 	2	3	98	98	 	 	1	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	4	0	 	0	 	 	0	 	1	0	 
111005	3	1	1	0	 	7	7	0	4	 	28	31	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111005	4	1	1	0	 	7	7	0	4	 	88	29	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111005	5	1	1	0	 	7	7	0	4	 	16	19	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111005	15	1	1	0	 	7	7	0	1	 	15	18	1	 	 	 	 	 	0	0	 	3	6	2	1	 	 	9	1	4	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
111005	16	1	1	0	 	7	7	0	1	 	7	10	2	 	 	 	 	 	0	0	3	3	 	2	1	 	 	5	1	4	 	1	7	 	8	1	1	0	0	6	2	5	N	 	 	 	 	 	 	 	 	 	 	 
111005	17	1	1	1	 	7	7	0	1	 	4	7	2	 	 	 	 	 	0	0	6	3	 	2	1	 	 	2	1	4	 	1	6	 	9	0	1	0	0	7	2	4	N	4	0	 	0	 	 	 	 	 	 	 
111005	18	1	1	0	 	16	16	0	4	 	22	25	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111006	0	1	1	 	 	0	0	 	1	 	12	14	1	 	 	 	 	 	0	0	3	3	6	1	9	 	 	4	1	4	 	0	0	 	9	3	1	0	0	6	2	2	N	 	 	 	 	 	 	 	 	 	 	 
111006	1	1	1	 	 	1	1	1	1	 	31	33	2	0	 	 	 	 	0	0	 	2	1	98	98	 	 	11	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	2	0	 	0	 	 	0	 	1	0	 
111006	2	1	 	 	 	5	5	0	2	 	-88	57	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111006	3	1	 	 	 	5	5	0	2	 	-88	56	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
