CHILDCODE	LANDIDR5	LNDTYPR5	ALQTYR5	ALUNTR5	ALMUSER5	ALPRIRR5	NALQTYR5	NALUNTR5	NAMUSER5	BSLQTYR5	BSLUNTR5	BSMUSER5
101009	3	N	 	 	 	 	 	 	 	 	 	 
101009	4	N	 	 	 	 	 	 	 	 	 	 
101009	5	N	 	 	 	 	 	 	 	 	 	 
101009	6	N	 	 	 	 	 	 	 	 	 	 
101009	7	N	 	 	 	 	 	 	 	 	 	 
101010	1	Y	 	 	 	 	80	1	1	0	 	 
101010	2	N	 	 	 	 	 	 	 	 	 	 
101010	3	N	 	 	 	 	 	 	 	 	 	 
101010	4	N	 	 	 	 	 	 	 	 	 	 
101010	5	N	 	 	 	 	 	 	 	 	 	 
101010	6	N	 	 	 	 	 	 	 	 	 	 
101010	7	N	 	 	 	 	 	 	 	 	 	 
101011	1	Y	 	 	 	 	30	1	1	0	 	 
101011	2	N	 	 	 	 	 	 	 	 	 	 
101011	3	N	 	 	 	 	 	 	 	 	 	 
101011	4	N	 	 	 	 	 	 	 	 	 	 
101011	5	N	 	 	 	 	 	 	 	 	 	 
101011	6	N	 	 	 	 	 	 	 	 	 	 
101011	7	N	 	 	 	 	 	 	 	 	 	 
101012	1	Y	 	 	 	 	40	1	1	0	 	 
101012	2	N	 	 	 	 	 	 	 	 	 	 
101012	3	N	 	 	 	 	 	 	 	 	 	 
101012	4	N	 	 	 	 	 	 	 	 	 	 
101012	5	N	 	 	 	 	 	 	 	 	 	 
101012	6	N	 	 	 	 	 	 	 	 	 	 
101012	7	N	 	 	 	 	 	 	 	 	 	 
101013	1	Y	 	 	 	 	50	1	1	0	 	 
101013	2	N	 	 	 	 	 	 	 	 	 	 
101013	3	N	 	 	 	 	 	 	 	 	 	 
101013	4	N	 	 	 	 	 	 	 	 	 	 
101013	5	N	 	 	 	 	 	 	 	 	 	 
101013	6	N	 	 	 	 	 	 	 	 	 	 
101013	7	N	 	 	 	 	 	 	 	 	 	 
101014	1	N	 	 	 	 	 	 	 	 	 	 
101014	2	N	 	 	 	 	 	 	 	 	 	 
101014	3	Y	 	 	 	 	60	1	1	0	 	 
101014	4	N	 	 	 	 	 	 	 	 	 	 
101014	5	N	 	 	 	 	 	 	 	 	 	 
101014	6	N	 	 	 	 	 	 	 	 	 	 
101014	7	N	 	 	 	 	 	 	 	 	 	 
101015	1	Y	80	1	5	0	58	1	1	0	 	 
101015	2	N	 	 	 	 	 	 	 	 	 	 
101015	3	N	 	 	 	 	 	 	 	 	 	 
101015	4	N	 	 	 	 	 	 	 	 	 	 
101015	5	N	 	 	 	 	 	 	 	 	 	 
101015	6	N	 	 	 	 	 	 	 	 	 	 
101015	7	N	 	 	 	 	 	 	 	 	 	 
101016	1	N	 	 	 	 	 	 	 	 	 	 
101016	2	N	 	 	 	 	 	 	 	 	 	 
101016	3	N	 	 	 	 	 	 	 	 	 	 
101016	4	Y	 	 	 	 	70	1	1	0	 	 
101016	5	N	 	 	 	 	 	 	 	 	 	 
101016	6	N	 	 	 	 	 	 	 	 	 	 
101016	7	N	 	 	 	 	 	 	 	 	 	 
101017	1	N	 	 	 	 	 	 	 	 	 	 
101017	2	N	 	 	 	 	 	 	 	 	 	 
101017	3	Y	 	 	 	 	100	1	1	0	 	 
101017	4	N	 	 	 	 	 	 	 	 	 	 
101017	5	N	 	 	 	 	 	 	 	 	 	 
101017	6	N	 	 	 	 	 	 	 	 	 	 
101017	7	N	 	 	 	 	 	 	 	 	 	 
101018	1	Y	 	 	 	 	54	1	1	54	1	8
101018	2	N	 	 	 	 	 	 	 	 	 	 
101018	3	N	 	 	 	 	 	 	 	 	 	 
101018	4	N	 	 	 	 	 	 	 	 	 	 
101018	5	N	 	 	 	 	 	 	 	 	 	 
101018	6	N	 	 	 	 	 	 	 	 	 	 
101018	7	N	 	 	 	 	 	 	 	 	 	 
101019	1	Y	15000	1	5	0	115	1	3	0	 	 
101019	2	N	 	 	 	 	 	 	 	 	 	 
101019	3	N	 	 	 	 	 	 	 	 	 	 
101019	4	N	 	 	 	 	 	 	 	 	 	 
101019	5	N	 	 	 	 	 	 	 	 	 	 
101019	6	N	 	 	 	 	 	 	 	 	 	 
101019	7	N	 	 	 	 	 	 	 	 	 	 
101020	1	N	 	 	 	 	 	 	 	 	 	 
101020	2	N	 	 	 	 	 	 	 	 	 	 
101020	3	N	 	 	 	 	 	 	 	 	 	 
101020	4	Y	 	 	 	 	220	1	4	0	 	 
101020	5	N	 	 	 	 	 	 	 	 	 	 
101020	6	N	 	 	 	 	 	 	 	 	 	 
101020	7	N	 	 	 	 	 	 	 	 	 	 
101021	1	Y	1000	1	11	2	0	 	 	0	 	 
101021	2	N	 	 	 	 	 	 	 	 	 	 
101021	3	N	 	 	 	 	 	 	 	 	 	 
101021	4	Y	0	 	 	 	140	1	1	0	 	 
101021	5	N	 	 	 	 	 	 	 	 	 	 
101021	6	N	 	 	 	 	 	 	 	 	 	 
101021	7	N	 	 	 	 	 	 	 	 	 	 
101022	1	Y	 	 	 	 	70	1	1	0	 	 
101022	2	N	 	 	 	 	 	 	 	 	 	 
101022	3	N	 	 	 	 	 	 	 	 	 	 
101022	4	Y	 	 	 	 	0	 	 	32	1	8
101022	5	N	 	 	 	 	 	 	 	 	 	 
101022	6	N	 	 	 	 	 	 	 	 	 	 
101022	7	N	 	 	 	 	 	 	 	 	 	 
101023	1	Y	 	 	 	 	300	1	3	0	 	 
101023	2	N	 	 	 	 	 	 	 	 	 	 
101023	3	N	 	 	 	 	 	 	 	 	 	 
101023	4	N	 	 	 	 	 	 	 	 	 	 
101023	5	N	 	 	 	 	 	 	 	 	 	 
101023	6	N	 	 	 	 	 	 	 	 	 	 
101023	7	N	 	 	 	 	 	 	 	 	 	 
101024	1	Y	0	 	 	 	80	1	1	0	 	 
101024	2	N	 	 	 	 	 	 	 	 	 	 
101024	3	N	 	 	 	 	 	 	 	 	 	 
101024	4	N	 	 	 	 	 	 	 	 	 	 
101024	5	N	 	 	 	 	 	 	 	 	 	 
101024	6	N	 	 	 	 	 	 	 	 	 	 
101024	7	N	 	 	 	 	 	 	 	 	 	 
101025	1	Y	15000	1	5	3	400	1	3	0	 	 
101025	2	N	 	 	 	 	 	 	 	 	 	 
101025	3	N	 	 	 	 	 	 	 	 	 	 
101025	4	N	 	 	 	 	 	 	 	 	 	 
101025	5	N	 	 	 	 	 	 	 	 	 	 
101025	6	N	 	 	 	 	 	 	 	 	 	 
101025	7	N	 	 	 	 	 	 	 	 	 	 
101026	1	N	 	 	 	 	 	 	 	 	 	 
101026	2	N	 	 	 	 	 	 	 	 	 	 
101026	3	Y	 	 	 	 	110	1	1	20	1	8
101026	4	N	 	 	 	 	 	 	 	 	 	 
101026	5	N	 	 	 	 	 	 	 	 	 	 
101026	6	N	 	 	 	 	 	 	 	 	 	 
101026	7	N	 	 	 	 	 	 	 	 	 	 
101027	1	Y	 	 	 	 	100	1	1	0	 	 
101027	2	N	 	 	 	 	 	 	 	 	 	 
101027	3	N	 	 	 	 	 	 	 	 	 	 
101027	4	Y	 	 	 	 	0	 	 	10	1	8
101027	5	N	 	 	 	 	 	 	 	 	 	 
101027	6	N	 	 	 	 	 	 	 	 	 	 
101027	7	N	 	 	 	 	 	 	 	 	 	 
101028	1	Y	 	 	 	 	50	1	1	0	 	 
101028	2	N	 	 	 	 	 	 	 	 	 	 
101028	3	N	 	 	 	 	 	 	 	 	 	 
101028	4	N	 	 	 	 	 	 	 	 	 	 
101028	5	N	 	 	 	 	 	 	 	 	 	 
101028	6	N	 	 	 	 	 	 	 	 	 	 
101028	7	N	 	 	 	 	 	 	 	 	 	 
101029	1	Y	 	 	 	 	342	1	1	0	 	 
101029	2	N	 	 	 	 	 	 	 	 	 	 
101029	3	N	 	 	 	 	 	 	 	 	 	 
101029	4	N	 	 	 	 	 	 	 	 	 	 
101029	5	N	 	 	 	 	 	 	 	 	 	 
101029	6	N	 	 	 	 	 	 	 	 	 	 
101029	7	N	 	 	 	 	 	 	 	 	 	 
101030	1	Y	 	 	 	 	300	1	1	0	 	 
101030	2	N	 	 	 	 	 	 	 	 	 	 
101030	3	N	 	 	 	 	 	 	 	 	 	 
101030	4	N	 	 	 	 	 	 	 	 	 	 
101030	5	N	 	 	 	 	 	 	 	 	 	 
101030	6	N	 	 	 	 	 	 	 	 	 	 
101030	7	N	 	 	 	 	 	 	 	 	 	 
101031	1	Y	400	1	5	0	60	1	1	0	 	 
101031	2	N	 	 	 	 	 	 	 	 	 	 
101031	3	N	 	 	 	 	 	 	 	 	 	 
101031	4	N	 	 	 	 	 	 	 	 	 	 
101031	5	N	 	 	 	 	 	 	 	 	 	 
101031	6	N	 	 	 	 	 	 	 	 	 	 
101031	7	N	 	 	 	 	 	 	 	 	 	 
101032	1	Y	10000	1	5	0	120	1	1	0	 	 
101032	2	N	 	 	 	 	 	 	 	 	 	 
101032	3	N	 	 	 	 	 	 	 	 	 	 
101032	4	N	 	 	 	 	 	 	 	 	 	 
101032	5	N	 	 	 	 	 	 	 	 	 	 
101032	6	N	 	 	 	 	 	 	 	 	 	 
101032	7	N	 	 	 	 	 	 	 	 	 	 
101033	1	Y	 	 	 	 	90	1	1	0	 	 
101033	2	N	 	 	 	 	 	 	 	 	 	 
101033	3	N	 	 	 	 	 	 	 	 	 	 
101033	4	N	 	 	 	 	 	 	 	 	 	 
101033	5	N	 	 	 	 	 	 	 	 	 	 
101033	6	N	 	 	 	 	 	 	 	 	 	 
101033	7	N	 	 	 	 	 	 	 	 	 	 
101034	1	N	 	 	 	 	 	 	 	 	 	 
101034	2	N	 	 	 	 	 	 	 	 	 	 
101034	3	Y	 	 	 	 	50	1	1	0	 	 
101034	4	N	 	 	 	 	 	 	 	 	 	 
101034	5	N	 	 	 	 	 	 	 	 	 	 
101034	6	N	 	 	 	 	 	 	 	 	 	 
101034	7	N	 	 	 	 	 	 	 	 	 	 
101035	1	N	 	 	 	 	 	 	 	 	 	 
101035	2	N	 	 	 	 	 	 	 	 	 	 
101035	3	Y	 	 	 	 	50	1	1	0	 	 
101035	4	N	 	 	 	 	 	 	 	 	 	 
101035	5	N	 	 	 	 	 	 	 	 	 	 
101035	6	N	 	 	 	 	 	 	 	 	 	 
101035	7	N	 	 	 	 	 	 	 	 	 	 
101036	1	Y	1000	1	5	4	70	1	1	0	 	 
101036	2	N	 	 	 	 	 	 	 	 	 	 
101036	3	N	 	 	 	 	 	 	 	 	 	 
101036	4	N	 	 	 	 	 	 	 	 	 	 
101036	5	N	 	 	 	 	 	 	 	 	 	 
101036	6	N	 	 	 	 	 	 	 	 	 	 
101036	7	N	 	 	 	 	 	 	 	 	 	 
101037	1	Y	 	 	 	 	60	1	1	0	 	 
101037	2	N	 	 	 	 	 	 	 	 	 	 
101037	3	N	 	 	 	 	 	 	 	 	 	 
101037	4	N	 	 	 	 	 	 	 	 	 	 
101037	5	N	 	 	 	 	 	 	 	 	 	 
101037	6	N	 	 	 	 	 	 	 	 	 	 
101037	7	N	 	 	 	 	 	 	 	 	 	 
101038	1	N	 	 	 	 	 	 	 	 	 	 
101038	2	N	 	 	 	 	 	 	 	 	 	 
101038	3	Y	 	 	 	 	25	1	1	0	 	 
101038	4	N	 	 	 	 	 	 	 	 	 	 
101038	5	N	 	 	 	 	 	 	 	 	 	 
101038	6	N	 	 	 	 	 	 	 	 	 	 
101038	7	N	 	 	 	 	 	 	 	 	 	 
101039	1	Y	 	 	 	 	72	1	1	0	 	 
101039	2	N	 	 	 	 	 	 	 	 	 	 
101039	3	N	 	 	 	 	 	 	 	 	 	 
101039	4	Y	 	 	 	 	0	 	 	56	1	8
101039	5	N	 	 	 	 	 	 	 	 	 	 
101039	6	N	 	 	 	 	 	 	 	 	 	 
101039	7	N	 	 	 	 	 	 	 	 	 	 
101040	1	Y	120	1	5	0	50	1	1	0	 	 
101040	2	N	 	 	 	 	 	 	 	 	 	 
101040	3	N	 	 	 	 	 	 	 	 	 	 
101040	4	N	 	 	 	 	 	 	 	 	 	 
101040	5	Y	200	1	5	0	0	 	 	0	 	 
101040	6	N	 	 	 	 	 	 	 	 	 	 
101040	7	N	 	 	 	 	 	 	 	 	 	 
101041	1	N	 	 	 	 	 	 	 	 	 	 
101041	2	N	 	 	 	 	 	 	 	 	 	 
101041	3	Y	 	 	 	 	60	1	1	0	 	 
101041	4	N	 	 	 	 	 	 	 	 	 	 
101041	5	N	 	 	 	 	 	 	 	 	 	 
101041	6	N	 	 	 	 	 	 	 	 	 	 
101041	7	N	 	 	 	 	 	 	 	 	 	 
101043	1	N	 	 	 	 	 	 	 	 	 	 
101043	2	N	 	 	 	 	 	 	 	 	 	 
101043	3	N	 	 	 	 	 	 	 	 	 	 
101043	4	Y	 	 	 	 	30	1	1	0	 	 
101043	5	N	 	 	 	 	 	 	 	 	 	 
101043	6	N	 	 	 	 	 	 	 	 	 	 
101043	7	N	 	 	 	 	 	 	 	 	 	 
101044	1	N	 	 	 	 	 	 	 	 	 	 
101044	2	N	 	 	 	 	 	 	 	 	 	 
101044	3	N	 	 	 	 	 	 	 	 	 	 
101044	4	Y	 	 	 	 	13	1	1	0	 	 
101044	5	N	 	 	 	 	 	 	 	 	 	 
101044	6	N	 	 	 	 	 	 	 	 	 	 
101044	7	N	 	 	 	 	 	 	 	 	 	 
101045	1	Y	 	 	 	 	80	1	1	0	 	 
101045	2	N	 	 	 	 	 	 	 	 	 	 
101045	3	N	 	 	 	 	 	 	 	 	 	 
101045	4	N	 	 	 	 	 	 	 	 	 	 
101045	5	N	 	 	 	 	 	 	 	 	 	 
101045	6	N	 	 	 	 	 	 	 	 	 	 
101045	7	N	 	 	 	 	 	 	 	 	 	 
101046	1	Y	 	 	 	 	241	1	3	0	 	 
101046	2	N	 	 	 	 	 	 	 	 	 	 
101046	3	N	 	 	 	 	 	 	 	 	 	 
101046	4	N	 	 	 	 	 	 	 	 	 	 
101046	5	N	 	 	 	 	 	 	 	 	 	 
101046	6	N	 	 	 	 	 	 	 	 	 	 
101046	7	N	 	 	 	 	 	 	 	 	 	 
101048	1	Y	 	 	 	 	105	1	20	0	 	 
101048	2	N	 	 	 	 	 	 	 	 	 	 
101048	3	N	 	 	 	 	 	 	 	 	 	 
101048	4	Y	 	 	 	 	75	1	1	0	 	 
101048	5	N	 	 	 	 	 	 	 	 	 	 
101048	6	N	 	 	 	 	 	 	 	 	 	 
101048	7	N	 	 	 	 	 	 	 	 	 	 
101049	1	Y	 	 	 	 	80	1	1	0	 	 
101049	2	N	 	 	 	 	 	 	 	 	 	 
101049	3	N	 	 	 	 	 	 	 	 	 	 
101049	4	N	 	 	 	 	 	 	 	 	 	 
101049	5	N	 	 	 	 	 	 	 	 	 	 
101049	6	N	 	 	 	 	 	 	 	 	 	 
101049	7	N	 	 	 	 	 	 	 	 	 	 
101050	1	Y	 	 	 	 	50	1	1	0	 	 
101050	2	N	 	 	 	 	 	 	 	 	 	 
101050	3	N	 	 	 	 	 	 	 	 	 	 
101050	4	Y	 	 	 	 	0	 	 	100	1	8
101050	5	N	 	 	 	 	 	 	 	 	 	 
101050	6	N	 	 	 	 	 	 	 	 	 	 
101050	7	N	 	 	 	 	 	 	 	 	 	 
101051	1	Y	100	1	5	0	0	 	 	0	 	 
101051	2	N	 	 	 	 	 	 	 	 	 	 
101051	3	N	 	 	 	 	 	 	 	 	 	 
101051	4	Y	0	 	 	 	20	1	1	0	 	 
101051	5	N	 	 	 	 	 	 	 	 	 	 
101051	6	N	 	 	 	 	 	 	 	 	 	 
101051	7	Y	0	 	 	 	32	1	3	0	 	 
101052	1	N	 	 	 	 	 	 	 	 	 	 
101052	2	N	 	 	 	 	 	 	 	 	 	 
101052	3	N	 	 	 	 	 	 	 	 	 	 
101052	4	Y	 	 	 	 	50	1	1	0	 	 
101052	5	N	 	 	 	 	 	 	 	 	 	 
101052	6	N	 	 	 	 	 	 	 	 	 	 
101052	7	N	 	 	 	 	 	 	 	 	 	 
101053	1	Y	1	2	5	2	100	1	1	0	 	 
101053	2	N	 	 	 	 	 	 	 	 	 	 
101053	3	N	 	 	 	 	 	 	 	 	 	 
101053	4	N	 	 	 	 	 	 	 	 	 	 
101053	5	N	 	 	 	 	 	 	 	 	 	 
101053	6	N	 	 	 	 	 	 	 	 	 	 
101053	7	N	 	 	 	 	 	 	 	 	 	 
101054	1	Y	 	 	 	 	30	1	1	0	 	 
101054	2	N	 	 	 	 	 	 	 	 	 	 
101054	3	N	 	 	 	 	 	 	 	 	 	 
101054	4	N	 	 	 	 	 	 	 	 	 	 
101054	5	N	 	 	 	 	 	 	 	 	 	 
101054	6	N	 	 	 	 	 	 	 	 	 	 
101054	7	N	 	 	 	 	 	 	 	 	 	 
101055	1	Y	0	 	 	 	60	1	1	0	 	 
101055	2	N	 	 	 	 	 	 	 	 	 	 
101055	3	Y	100	1	5	1	0	 	 	0	 	 
101055	4	N	 	 	 	 	 	 	 	 	 	 
101055	5	N	 	 	 	 	 	 	 	 	 	 
101055	6	N	 	 	 	 	 	 	 	 	 	 
101055	7	N	 	 	 	 	 	 	 	 	 	 
101056	1	Y	 	 	 	 	400	1	3	0	 	 
101056	2	N	 	 	 	 	 	 	 	 	 	 
101056	3	N	 	 	 	 	 	 	 	 	 	 
101056	4	N	 	 	 	 	 	 	 	 	 	 
101056	5	N	 	 	 	 	 	 	 	 	 	 
101056	6	N	 	 	 	 	 	 	 	 	 	 
101056	7	N	 	 	 	 	 	 	 	 	 	 
101057	1	Y	 	 	 	 	71	1	3	0	 	 
101057	2	N	 	 	 	 	 	 	 	 	 	 
101057	3	N	 	 	 	 	 	 	 	 	 	 
101057	4	N	 	 	 	 	 	 	 	 	 	 
101057	5	N	 	 	 	 	 	 	 	 	 	 
101057	6	N	 	 	 	 	 	 	 	 	 	 
101057	7	N	 	 	 	 	 	 	 	 	 	 
101058	1	Y	500	1	11	0	120	1	1	50	1	8
101058	2	N	 	 	 	 	 	 	 	 	 	 
101058	3	N	 	 	 	 	 	 	 	 	 	 
101058	4	N	 	 	 	 	 	 	 	 	 	 
101058	5	N	 	 	 	 	 	 	 	 	 	 
101058	6	N	 	 	 	 	 	 	 	 	 	 
101058	7	N	 	 	 	 	 	 	 	 	 	 
101059	1	N	 	 	 	 	 	 	 	 	 	 
101059	2	N	 	 	 	 	 	 	 	 	 	 
101059	3	Y	 	 	 	 	60	1	1	0	 	 
101059	4	N	 	 	 	 	 	 	 	 	 	 
101059	5	N	 	 	 	 	 	 	 	 	 	 
101059	6	N	 	 	 	 	 	 	 	 	 	 
101059	7	N	 	 	 	 	 	 	 	 	 	 
101060	1	Y	 	 	 	 	180	1	1	0	 	 
101060	2	N	 	 	 	 	 	 	 	 	 	 
101060	3	N	 	 	 	 	 	 	 	 	 	 
101060	4	N	 	 	 	 	 	 	 	 	 	 
101060	5	N	 	 	 	 	 	 	 	 	 	 
101060	6	N	 	 	 	 	 	 	 	 	 	 
101060	7	N	 	 	 	 	 	 	 	 	 	 
101061	1	Y	 	 	 	 	125	1	1	0	 	 
101061	2	N	 	 	 	 	 	 	 	 	 	 
101061	3	N	 	 	 	 	 	 	 	 	 	 
101061	4	N	 	 	 	 	 	 	 	 	 	 
101061	5	N	 	 	 	 	 	 	 	 	 	 
101061	6	N	 	 	 	 	 	 	 	 	 	 
101061	7	N	 	 	 	 	 	 	 	 	 	 
101062	1	Y	6	2	5	3	60	1	1	0	 	 
101062	2	N	 	 	 	 	 	 	 	 	 	 
101062	3	N	 	 	 	 	 	 	 	 	 	 
101062	4	Y	0	 	 	 	0	 	 	20	1	8
101062	5	N	 	 	 	 	 	 	 	 	 	 
101062	6	N	 	 	 	 	 	 	 	 	 	 
101062	7	N	 	 	 	 	 	 	 	 	 	 
101063	1	Y	 	 	 	 	200	1	1	0	 	 
101063	2	N	 	 	 	 	 	 	 	 	 	 
101063	3	N	 	 	 	 	 	 	 	 	 	 
101063	4	Y	 	 	 	 	70	1	1	0	 	 
101063	5	N	 	 	 	 	 	 	 	 	 	 
101063	6	N	 	 	 	 	 	 	 	 	 	 
101063	7	N	 	 	 	 	 	 	 	 	 	 
101064	1	Y	 	 	 	 	58	1	1	0	 	 
101064	2	N	 	 	 	 	 	 	 	 	 	 
101064	3	N	 	 	 	 	 	 	 	 	 	 
101064	4	N	 	 	 	 	 	 	 	 	 	 
101064	5	N	 	 	 	 	 	 	 	 	 	 
101064	6	N	 	 	 	 	 	 	 	 	 	 
101064	7	N	 	 	 	 	 	 	 	 	 	 
101065	1	Y	200	1	5	4	120	1	1	0	 	 
101065	2	N	 	 	 	 	 	 	 	 	 	 
101065	3	N	 	 	 	 	 	 	 	 	 	 
101065	4	N	 	 	 	 	 	 	 	 	 	 
101065	5	N	 	 	 	 	 	 	 	 	 	 
101065	6	N	 	 	 	 	 	 	 	 	 	 
101065	7	N	 	 	 	 	 	 	 	 	 	 
101066	1	N	 	 	 	 	 	 	 	 	 	 
101066	2	N	 	 	 	 	 	 	 	 	 	 
101066	3	N	 	 	 	 	 	 	 	 	 	 
101066	4	Y	 	 	 	 	150	1	1	0	 	 
101066	5	N	 	 	 	 	 	 	 	 	 	 
101066	6	N	 	 	 	 	 	 	 	 	 	 
101066	7	N	 	 	 	 	 	 	 	 	 	 
101067	1	Y	10000	1	5	2	54	1	1	0	 	 
101067	2	N	 	 	 	 	 	 	 	 	 	 
101067	3	N	 	 	 	 	 	 	 	 	 	 
101067	4	N	 	 	 	 	 	 	 	 	 	 
101067	5	N	 	 	 	 	 	 	 	 	 	 
101067	6	N	 	 	 	 	 	 	 	 	 	 
101067	7	N	 	 	 	 	 	 	 	 	 	 
101069	1	N	 	 	 	 	 	 	 	 	 	 
101069	2	N	 	 	 	 	 	 	 	 	 	 
101069	3	Y	 	 	 	 	200	1	1	0	 	 
101069	4	N	 	 	 	 	 	 	 	 	 	 
101069	5	N	 	 	 	 	 	 	 	 	 	 
101069	6	N	 	 	 	 	 	 	 	 	 	 
101069	7	N	 	 	 	 	 	 	 	 	 	 
101070	1	Y	 	 	 	 	115	1	1	0	 	 
101070	2	N	 	 	 	 	 	 	 	 	 	 
101070	3	N	 	 	 	 	 	 	 	 	 	 
101070	4	N	 	 	 	 	 	 	 	 	 	 
101070	5	N	 	 	 	 	 	 	 	 	 	 
101070	6	N	 	 	 	 	 	 	 	 	 	 
101070	7	N	 	 	 	 	 	 	 	 	 	 
101071	1	Y	2500	1	5	4	105	1	1	0	 	 
101071	2	N	 	 	 	 	 	 	 	 	 	 
101071	3	N	 	 	 	 	 	 	 	 	 	 
101071	4	N	 	 	 	 	 	 	 	 	 	 
101071	5	N	 	 	 	 	 	 	 	 	 	 
101071	6	N	 	 	 	 	 	 	 	 	 	 
101071	7	N	 	 	 	 	 	 	 	 	 	 
101072	1	Y	 	 	 	 	120	1	1	0	 	 
101072	2	N	 	 	 	 	 	 	 	 	 	 
101072	3	N	 	 	 	 	 	 	 	 	 	 
101072	4	N	 	 	 	 	 	 	 	 	 	 
101072	5	N	 	 	 	 	 	 	 	 	 	 
101072	6	N	 	 	 	 	 	 	 	 	 	 
101072	7	N	 	 	 	 	 	 	 	 	 	 
101073	1	N	 	 	 	 	 	 	 	 	 	 
101073	2	N	 	 	 	 	 	 	 	 	 	 
101073	3	Y	 	 	 	 	164	1	1	0	 	 
101073	4	N	 	 	 	 	 	 	 	 	 	 
101073	5	N	 	 	 	 	 	 	 	 	 	 
101073	6	N	 	 	 	 	 	 	 	 	 	 
101073	7	N	 	 	 	 	 	 	 	 	 	 
101074	1	Y	600	1	5	4	150	1	3	0	 	 
101074	2	N	 	 	 	 	 	 	 	 	 	 
101074	3	N	 	 	 	 	 	 	 	 	 	 
101074	4	N	 	 	 	 	 	 	 	 	 	 
101074	5	N	 	 	 	 	 	 	 	 	 	 
101074	6	N	 	 	 	 	 	 	 	 	 	 
101074	7	N	 	 	 	 	 	 	 	 	 	 
101075	1	Y	 	 	 	 	80	1	1	0	 	 
101075	2	N	 	 	 	 	 	 	 	 	 	 
101075	3	N	 	 	 	 	 	 	 	 	 	 
101075	4	N	 	 	 	 	 	 	 	 	 	 
101075	5	N	 	 	 	 	 	 	 	 	 	 
101075	6	N	 	 	 	 	 	 	 	 	 	 
101075	7	N	 	 	 	 	 	 	 	 	 	 
101076	1	Y	 	 	 	 	70	1	4	0	 	 
101076	2	N	 	 	 	 	 	 	 	 	 	 
101076	3	N	 	 	 	 	 	 	 	 	 	 
101076	4	N	 	 	 	 	 	 	 	 	 	 
101076	5	N	 	 	 	 	 	 	 	 	 	 
101076	6	N	 	 	 	 	 	 	 	 	 	 
101076	7	N	 	 	 	 	 	 	 	 	 	 
101077	1	Y	 	 	 	 	90	1	1	0	 	 
101077	2	N	 	 	 	 	 	 	 	 	 	 
101077	3	N	 	 	 	 	 	 	 	 	 	 
101077	4	N	 	 	 	 	 	 	 	 	 	 
101077	5	N	 	 	 	 	 	 	 	 	 	 
101077	6	N	 	 	 	 	 	 	 	 	 	 
101077	7	N	 	 	 	 	 	 	 	 	 	 
101078	1	N	 	 	 	 	 	 	 	 	 	 
101078	2	N	 	 	 	 	 	 	 	 	 	 
101078	3	N	 	 	 	 	 	 	 	 	 	 
101078	4	N	 	 	 	 	 	 	 	 	 	 
101078	5	N	 	 	 	 	 	 	 	 	 	 
101078	6	N	 	 	 	 	 	 	 	 	 	 
101078	7	Y	 	 	 	 	60	1	1	0	 	 
101079	1	Y	 	 	 	 	110	1	3	0	 	 
101079	2	N	 	 	 	 	 	 	 	 	 	 
101079	3	N	 	 	 	 	 	 	 	 	 	 
101079	4	N	 	 	 	 	 	 	 	 	 	 
101079	5	N	 	 	 	 	 	 	 	 	 	 
101079	6	N	 	 	 	 	 	 	 	 	 	 
101079	7	N	 	 	 	 	 	 	 	 	 	 
101080	1	Y	10000	1	11	0	200	1	2	0	 	 
101080	2	N	 	 	 	 	 	 	 	 	 	 
101080	3	N	 	 	 	 	 	 	 	 	 	 
101080	4	N	 	 	 	 	 	 	 	 	 	 
101080	5	N	 	 	 	 	 	 	 	 	 	 
101080	6	N	 	 	 	 	 	 	 	 	 	 
101080	7	N	 	 	 	 	 	 	 	 	 	 
101081	1	Y	6	2	11	0	250	1	1	0	 	 
101081	2	N	 	 	 	 	 	 	 	 	 	 
101081	3	N	 	 	 	 	 	 	 	 	 	 
101081	4	N	 	 	 	 	 	 	 	 	 	 
101081	5	N	 	 	 	 	 	 	 	 	 	 
101081	6	N	 	 	 	 	 	 	 	 	 	 
101081	7	N	 	 	 	 	 	 	 	 	 	 
101082	1	Y	 	 	 	 	90	1	1	0	 	 
101082	2	N	 	 	 	 	 	 	 	 	 	 
101082	3	N	 	 	 	 	 	 	 	 	 	 
101082	4	N	 	 	 	 	 	 	 	 	 	 
101082	5	N	 	 	 	 	 	 	 	 	 	 
101082	6	N	 	 	 	 	 	 	 	 	 	 
101082	7	N	 	 	 	 	 	 	 	 	 	 
101083	1	Y	 	 	 	 	90	1	20	0	 	 
101083	2	N	 	 	 	 	 	 	 	 	 	 
101083	3	Y	 	 	 	 	120	1	1	0	 	 
101083	4	N	 	 	 	 	 	 	 	 	 	 
101083	5	N	 	 	 	 	 	 	 	 	 	 
101083	6	N	 	 	 	 	 	 	 	 	 	 
101083	7	N	 	 	 	 	 	 	 	 	 	 
101084	1	Y	 	 	 	 	40	1	1	0	 	 
101084	2	N	 	 	 	 	 	 	 	 	 	 
101084	3	N	 	 	 	 	 	 	 	 	 	 
101084	4	Y	 	 	 	 	0	 	 	80	1	8
101084	5	N	 	 	 	 	 	 	 	 	 	 
101084	6	N	 	 	 	 	 	 	 	 	 	 
101084	7	N	 	 	 	 	 	 	 	 	 	 
101085	1	Y	200	1	5	4	60	1	1	10	1	8
101085	2	N	 	 	 	 	 	 	 	 	 	 
