CHILDCODE	LANDIDR5	LNDTYPR5	ALQTYR5	ALUNTR5	ALMUSER5	ALPRIRR5	NALQTYR5	NALUNTR5	NAMUSER5	BSLQTYR5	BSLUNTR5	BSMUSER5
51099	1	Y	8	2	11	0	200	1	2	0	 	 
51099	2	N	 	 	 	 	 	 	 	 	 	 
51099	3	N	 	 	 	 	 	 	 	 	 	 
51099	4	N	 	 	 	 	 	 	 	 	 	 
51099	5	N	 	 	 	 	 	 	 	 	 	 
51099	6	N	 	 	 	 	 	 	 	 	 	 
51099	7	N	 	 	 	 	 	 	 	 	 	 
51100	1	Y	1	2	6	0	2500	1	1	0	 	 
51100	2	N	 	 	 	 	 	 	 	 	 	 
51100	3	N	 	 	 	 	 	 	 	 	 	 
51100	4	N	 	 	 	 	 	 	 	 	 	 
51100	5	N	 	 	 	 	 	 	 	 	 	 
51100	6	N	 	 	 	 	 	 	 	 	 	 
51100	7	N	 	 	 	 	 	 	 	 	 	 
51101	1	Y	2	2	5	0	400	1	1	0	 	 
51101	2	N	 	 	 	 	 	 	 	 	 	 
51101	3	N	 	 	 	 	 	 	 	 	 	 
51101	4	N	 	 	 	 	 	 	 	 	 	 
51101	5	N	 	 	 	 	 	 	 	 	 	 
51101	6	N	 	 	 	 	 	 	 	 	 	 
51101	7	N	 	 	 	 	 	 	 	 	 	 
51102	1	N	 	 	 	 	 	 	 	 	 	 
51102	2	N	 	 	 	 	 	 	 	 	 	 
51102	3	N	 	 	 	 	 	 	 	 	 	 
51102	4	Y	1	2	5	0	50	1	1	0	 	 
51102	5	N	 	 	 	 	 	 	 	 	 	 
51102	6	N	 	 	 	 	 	 	 	 	 	 
51102	7	N	 	 	 	 	 	 	 	 	 	 
51103	1	Y	15000	1	11	0	300	1	1	0	 	 
51103	2	N	 	 	 	 	 	 	 	 	 	 
51103	3	N	 	 	 	 	 	 	 	 	 	 
51103	4	Y	0	 	 	 	0	 	 	10	1	8
51103	5	N	 	 	 	 	 	 	 	 	 	 
51103	6	N	 	 	 	 	 	 	 	 	 	 
51103	7	N	 	 	 	 	 	 	 	 	 	 
51104	1	Y	5	2	5	4	640	1	1	0	 	 
51104	2	N	 	 	 	 	 	 	 	 	 	 
51104	3	N	 	 	 	 	 	 	 	 	 	 
51104	4	N	 	 	 	 	 	 	 	 	 	 
51104	5	N	 	 	 	 	 	 	 	 	 	 
51104	6	N	 	 	 	 	 	 	 	 	 	 
51104	7	N	 	 	 	 	 	 	 	 	 	 
51105	1	Y	 	 	 	 	300	1	3	0	 	 
51105	2	N	 	 	 	 	 	 	 	 	 	 
51105	3	N	 	 	 	 	 	 	 	 	 	 
51105	4	N	 	 	 	 	 	 	 	 	 	 
51105	5	N	 	 	 	 	 	 	 	 	 	 
51105	6	N	 	 	 	 	 	 	 	 	 	 
51105	7	N	 	 	 	 	 	 	 	 	 	 
61001	1	N	 	 	 	 	 	 	 	 	 	 
61001	2	N	 	 	 	 	 	 	 	 	 	 
61001	3	Y	 	 	 	 	100	1	3	0	 	 
61001	4	N	 	 	 	 	 	 	 	 	 	 
61001	5	N	 	 	 	 	 	 	 	 	 	 
61001	6	N	 	 	 	 	 	 	 	 	 	 
61001	7	N	 	 	 	 	 	 	 	 	 	 
61002	1	Y	 	 	 	 	100	1	20	0	 	 
61002	2	N	 	 	 	 	 	 	 	 	 	 
61002	3	N	 	 	 	 	 	 	 	 	 	 
61002	4	N	 	 	 	 	 	 	 	 	 	 
61002	5	N	 	 	 	 	 	 	 	 	 	 
61002	6	N	 	 	 	 	 	 	 	 	 	 
61002	7	N	 	 	 	 	 	 	 	 	 	 
61003	1	Y	 	 	 	 	200	1	4	0	 	 
61003	2	N	 	 	 	 	 	 	 	 	 	 
61003	3	N	 	 	 	 	 	 	 	 	 	 
61003	4	N	 	 	 	 	 	 	 	 	 	 
61003	5	N	 	 	 	 	 	 	 	 	 	 
61003	6	N	 	 	 	 	 	 	 	 	 	 
61003	7	N	 	 	 	 	 	 	 	 	 	 
61004	1	N	 	 	 	 	 	 	 	 	 	 
61004	2	N	 	 	 	 	 	 	 	 	 	 
61004	3	N	 	 	 	 	 	 	 	 	 	 
61004	4	Y	 	 	 	 	16	1	1	0	 	 
61004	5	N	 	 	 	 	 	 	 	 	 	 
61004	6	N	 	 	 	 	 	 	 	 	 	 
61004	7	N	 	 	 	 	 	 	 	 	 	 
61005	1	N	 	 	 	 	 	 	 	 	 	 
61005	2	N	 	 	 	 	 	 	 	 	 	 
61005	3	Y	 	 	 	 	20	1	1	0	 	 
61005	4	N	 	 	 	 	 	 	 	 	 	 
61005	5	N	 	 	 	 	 	 	 	 	 	 
61005	6	N	 	 	 	 	 	 	 	 	 	 
61005	7	N	 	 	 	 	 	 	 	 	 	 
61006	1	Y	 	 	 	 	108	1	1	0	 	 
61006	2	N	 	 	 	 	 	 	 	 	 	 
61006	3	N	 	 	 	 	 	 	 	 	 	 
61006	4	N	 	 	 	 	 	 	 	 	 	 
61006	5	N	 	 	 	 	 	 	 	 	 	 
61006	6	N	 	 	 	 	 	 	 	 	 	 
61006	7	N	 	 	 	 	 	 	 	 	 	 
61007	1	N	 	 	 	 	 	 	 	 	 	 
61007	2	N	 	 	 	 	 	 	 	 	 	 
61007	3	N	 	 	 	 	 	 	 	 	 	 
61007	4	Y	 	 	 	 	0	 	 	12	1	8
61007	5	N	 	 	 	 	 	 	 	 	 	 
61007	6	N	 	 	 	 	 	 	 	 	 	 
61007	7	Y	 	 	 	 	75	1	1	0	 	 
61008	1	Y	 	 	 	 	300	1	1	0	 	 
61008	2	N	 	 	 	 	 	 	 	 	 	 
61008	3	N	 	 	 	 	 	 	 	 	 	 
61008	4	N	 	 	 	 	 	 	 	 	 	 
61008	5	N	 	 	 	 	 	 	 	 	 	 
61008	6	N	 	 	 	 	 	 	 	 	 	 
61008	7	N	 	 	 	 	 	 	 	 	 	 
61009	1	N	 	 	 	 	 	 	 	 	 	 
61009	2	N	 	 	 	 	 	 	 	 	 	 
61009	3	N	 	 	 	 	 	 	 	 	 	 
61009	4	N	 	 	 	 	 	 	 	 	 	 
61009	5	N	 	 	 	 	 	 	 	 	 	 
61009	6	N	 	 	 	 	 	 	 	 	 	 
61009	7	Y	 	 	 	 	60	1	1	0	 	 
61010	1	Y	4	2	5	0	396	1	1	0	 	 
61010	2	N	 	 	 	 	 	 	 	 	 	 
61010	3	N	 	 	 	 	 	 	 	 	 	 
61010	4	N	 	 	 	 	 	 	 	 	 	 
61010	5	N	 	 	 	 	 	 	 	 	 	 
61010	6	N	 	 	 	 	 	 	 	 	 	 
61010	7	N	 	 	 	 	 	 	 	 	 	 
61011	1	N	 	 	 	 	 	 	 	 	 	 
61011	2	N	 	 	 	 	 	 	 	 	 	 
61011	3	N	 	 	 	 	 	 	 	 	 	 
61011	4	Y	 	 	 	 	50	1	1	0	 	 
61011	5	N	 	 	 	 	 	 	 	 	 	 
61011	6	N	 	 	 	 	 	 	 	 	 	 
61011	7	N	 	 	 	 	 	 	 	 	 	 
61012	1	Y	 	 	 	 	150	1	1	0	 	 
61012	2	N	 	 	 	 	 	 	 	 	 	 
61012	3	N	 	 	 	 	 	 	 	 	 	 
61012	4	N	 	 	 	 	 	 	 	 	 	 
61012	5	N	 	 	 	 	 	 	 	 	 	 
61012	6	N	 	 	 	 	 	 	 	 	 	 
61012	7	N	 	 	 	 	 	 	 	 	 	 
61013	1	Y	 	 	 	 	300	1	1	0	 	 
61013	2	N	 	 	 	 	 	 	 	 	 	 
61013	3	N	 	 	 	 	 	 	 	 	 	 
61013	4	N	 	 	 	 	 	 	 	 	 	 
61013	5	N	 	 	 	 	 	 	 	 	 	 
61013	6	N	 	 	 	 	 	 	 	 	 	 
61013	7	N	 	 	 	 	 	 	 	 	 	 
61014	1	Y	 	 	 	 	384	1	1	0	 	 
61014	2	N	 	 	 	 	 	 	 	 	 	 
61014	3	N	 	 	 	 	 	 	 	 	 	 
61014	4	N	 	 	 	 	 	 	 	 	 	 
61014	5	N	 	 	 	 	 	 	 	 	 	 
61014	6	N	 	 	 	 	 	 	 	 	 	 
61014	7	N	 	 	 	 	 	 	 	 	 	 
61015	1	Y	 	 	 	 	120	1	1	0	 	 
61015	2	N	 	 	 	 	 	 	 	 	 	 
61015	3	N	 	 	 	 	 	 	 	 	 	 
61015	4	N	 	 	 	 	 	 	 	 	 	 
61015	5	N	 	 	 	 	 	 	 	 	 	 
61015	6	N	 	 	 	 	 	 	 	 	 	 
61015	7	N	 	 	 	 	 	 	 	 	 	 
61016	1	Y	 	 	 	 	700	1	1	6	1	8
61016	2	N	 	 	 	 	 	 	 	 	 	 
61016	3	N	 	 	 	 	 	 	 	 	 	 
61016	4	N	 	 	 	 	 	 	 	 	 	 
61016	5	N	 	 	 	 	 	 	 	 	 	 
61016	6	N	 	 	 	 	 	 	 	 	 	 
61016	7	N	 	 	 	 	 	 	 	 	 	 
61017	1	Y	 	 	 	 	70	1	1	0	 	 
61017	2	N	 	 	 	 	 	 	 	 	 	 
61017	3	N	 	 	 	 	 	 	 	 	 	 
61017	4	N	 	 	 	 	 	 	 	 	 	 
61017	5	N	 	 	 	 	 	 	 	 	 	 
61017	6	N	 	 	 	 	 	 	 	 	 	 
61017	7	N	 	 	 	 	 	 	 	 	 	 
61018	1	Y	 	 	 	 	60	1	1	0	 	 
61018	2	N	 	 	 	 	 	 	 	 	 	 
61018	3	N	 	 	 	 	 	 	 	 	 	 
61018	4	N	 	 	 	 	 	 	 	 	 	 
61018	5	N	 	 	 	 	 	 	 	 	 	 
61018	6	N	 	 	 	 	 	 	 	 	 	 
61018	7	N	 	 	 	 	 	 	 	 	 	 
61019	1	Y	 	 	 	 	60	1	1	4	1	8
61019	2	N	 	 	 	 	 	 	 	 	 	 
61019	3	N	 	 	 	 	 	 	 	 	 	 
61019	4	N	 	 	 	 	 	 	 	 	 	 
61019	5	N	 	 	 	 	 	 	 	 	 	 
61019	6	N	 	 	 	 	 	 	 	 	 	 
61019	7	N	 	 	 	 	 	 	 	 	 	 
61021	1	Y	0	 	 	 	162	1	1	0	 	 
61021	2	N	 	 	 	 	 	 	 	 	 	 
61021	3	N	 	 	 	 	 	 	 	 	 	 
61021	4	N	 	 	 	 	 	 	 	 	 	 
61021	5	N	 	 	 	 	 	 	 	 	 	 
61021	6	N	 	 	 	 	 	 	 	 	 	 
61021	7	N	 	 	 	 	 	 	 	 	 	 
61022	1	N	 	 	 	 	 	 	 	 	 	 
61022	2	N	 	 	 	 	 	 	 	 	 	 
61022	3	Y	 	 	 	 	300	1	1	0	 	 
61022	4	N	 	 	 	 	 	 	 	 	 	 
61022	5	N	 	 	 	 	 	 	 	 	 	 
61022	6	N	 	 	 	 	 	 	 	 	 	 
61022	7	N	 	 	 	 	 	 	 	 	 	 
61023	1	Y	 	 	 	 	150	1	1	0	 	 
61023	2	N	 	 	 	 	 	 	 	 	 	 
61023	3	N	 	 	 	 	 	 	 	 	 	 
61023	4	N	 	 	 	 	 	 	 	 	 	 
61023	5	N	 	 	 	 	 	 	 	 	 	 
61023	6	N	 	 	 	 	 	 	 	 	 	 
61023	7	N	 	 	 	 	 	 	 	 	 	 
61024	1	Y	 	 	 	 	50	1	1	166	1	15
61024	2	N	 	 	 	 	 	 	 	 	 	 
61024	3	N	 	 	 	 	 	 	 	 	 	 
61024	4	N	 	 	 	 	 	 	 	 	 	 
61024	5	N	 	 	 	 	 	 	 	 	 	 
61024	6	N	 	 	 	 	 	 	 	 	 	 
61024	7	N	 	 	 	 	 	 	 	 	 	 
61025	1	N	 	 	 	 	 	 	 	 	 	 
61025	2	N	 	 	 	 	 	 	 	 	 	 
61025	3	N	 	 	 	 	 	 	 	 	 	 
61025	4	Y	 	 	 	 	120	1	3	0	 	 
61025	5	N	 	 	 	 	 	 	 	 	 	 
61025	6	N	 	 	 	 	 	 	 	 	 	 
61025	7	N	 	 	 	 	 	 	 	 	 	 
61026	1	Y	 	 	 	 	150	1	3	0	 	 
61026	2	N	 	 	 	 	 	 	 	 	 	 
61026	3	N	 	 	 	 	 	 	 	 	 	 
61026	4	N	 	 	 	 	 	 	 	 	 	 
61026	5	N	 	 	 	 	 	 	 	 	 	 
61026	6	N	 	 	 	 	 	 	 	 	 	 
61026	7	N	 	 	 	 	 	 	 	 	 	 
61027	1	N	 	 	 	 	 	 	 	 	 	 
61027	2	N	 	 	 	 	 	 	 	 	 	 
61027	3	Y	 	 	 	 	100	1	1	0	 	 
61027	4	N	 	 	 	 	 	 	 	 	 	 
61027	5	N	 	 	 	 	 	 	 	 	 	 
61027	6	N	 	 	 	 	 	 	 	 	 	 
61027	7	N	 	 	 	 	 	 	 	 	 	 
61028	1	N	 	 	 	 	 	 	 	 	 	 
61028	2	N	 	 	 	 	 	 	 	 	 	 
61028	3	N	 	 	 	 	 	 	 	 	 	 
61028	4	Y	 	 	 	 	100	1	1	0	 	 
61028	5	N	 	 	 	 	 	 	 	 	 	 
61028	6	N	 	 	 	 	 	 	 	 	 	 
61028	7	N	 	 	 	 	 	 	 	 	 	 
61029	1	Y	 	 	 	 	120	1	1	0	 	 
61029	2	N	 	 	 	 	 	 	 	 	 	 
61029	3	N	 	 	 	 	 	 	 	 	 	 
61029	4	N	 	 	 	 	 	 	 	 	 	 
61029	5	N	 	 	 	 	 	 	 	 	 	 
61029	6	N	 	 	 	 	 	 	 	 	 	 
61029	7	N	 	 	 	 	 	 	 	 	 	 
61031	1	Y	 	 	 	 	96	1	1	0	 	 
61031	2	N	 	 	 	 	 	 	 	 	 	 
61031	3	N	 	 	 	 	 	 	 	 	 	 
61031	4	N	 	 	 	 	 	 	 	 	 	 
61031	5	N	 	 	 	 	 	 	 	 	 	 
61031	6	N	 	 	 	 	 	 	 	 	 	 
61031	7	N	 	 	 	 	 	 	 	 	 	 
61032	1	Y	 	 	 	 	150	1	1	3	2	11
61032	2	N	 	 	 	 	 	 	 	 	 	 
61032	3	N	 	 	 	 	 	 	 	 	 	 
61032	4	N	 	 	 	 	 	 	 	 	 	 
61032	5	N	 	 	 	 	 	 	 	 	 	 
61032	6	N	 	 	 	 	 	 	 	 	 	 
61032	7	N	 	 	 	 	 	 	 	 	 	 
61033	1	Y	 	 	 	 	184.5	1	1	175	1	8
61033	2	N	 	 	 	 	 	 	 	 	 	 
61033	3	N	 	 	 	 	 	 	 	 	 	 
61033	4	N	 	 	 	 	 	 	 	 	 	 
61033	5	N	 	 	 	 	 	 	 	 	 	 
61033	6	N	 	 	 	 	 	 	 	 	 	 
61033	7	N	 	 	 	 	 	 	 	 	 	 
61034	1	N	 	 	 	 	 	 	 	 	 	 
61034	2	N	 	 	 	 	 	 	 	 	 	 
61034	3	N	 	 	 	 	 	 	 	 	 	 
61034	4	Y	 	 	 	 	90	1	1	0	 	 
61034	5	N	 	 	 	 	 	 	 	 	 	 
61034	6	N	 	 	 	 	 	 	 	 	 	 
61034	7	N	 	 	 	 	 	 	 	 	 	 
61035	1	Y	 	 	 	 	192	1	1	0	 	 
61035	2	N	 	 	 	 	 	 	 	 	 	 
61035	3	N	 	 	 	 	 	 	 	 	 	 
61035	4	N	 	 	 	 	 	 	 	 	 	 
61035	5	N	 	 	 	 	 	 	 	 	 	 
61035	6	N	 	 	 	 	 	 	 	 	 	 
61035	7	N	 	 	 	 	 	 	 	 	 	 
61036	1	N	 	 	 	 	 	 	 	 	 	 
61036	2	N	 	 	 	 	 	 	 	 	 	 
61036	3	Y	 	 	 	 	80	1	1	0	 	 
61036	4	Y	 	 	 	 	0	 	 	12	1	8
61036	5	N	 	 	 	 	 	 	 	 	 	 
61036	6	N	 	 	 	 	 	 	 	 	 	 
61036	7	N	 	 	 	 	 	 	 	 	 	 
61037	1	Y	 	 	 	 	160	1	1	0	 	 
61037	2	N	 	 	 	 	 	 	 	 	 	 
61037	3	N	 	 	 	 	 	 	 	 	 	 
61037	4	N	 	 	 	 	 	 	 	 	 	 
61037	5	N	 	 	 	 	 	 	 	 	 	 
61037	6	N	 	 	 	 	 	 	 	 	 	 
61037	7	N	 	 	 	 	 	 	 	 	 	 
61038	1	Y	0	 	 	 	120	1	1	0	 	 
61038	2	N	 	 	 	 	 	 	 	 	 	 
61038	3	N	 	 	 	 	 	 	 	 	 	 
61038	4	N	 	 	 	 	 	 	 	 	 	 
61038	5	N	 	 	 	 	 	 	 	 	 	 
61038	6	N	 	 	 	 	 	 	 	 	 	 
61038	7	N	 	 	 	 	 	 	 	 	 	 
61039	1	Y	 	 	 	 	130	1	1	0	 	 
61039	2	N	 	 	 	 	 	 	 	 	 	 
61039	3	N	 	 	 	 	 	 	 	 	 	 
61039	4	N	 	 	 	 	 	 	 	 	 	 
61039	5	N	 	 	 	 	 	 	 	 	 	 
61039	6	N	 	 	 	 	 	 	 	 	 	 
61039	7	N	 	 	 	 	 	 	 	 	 	 
61040	1	Y	43.2000007629395	2	11	0	200	1	1	0	 	 
61040	2	N	 	 	 	 	 	 	 	 	 	 
61040	3	N	 	 	 	 	 	 	 	 	 	 
61040	4	N	 	 	 	 	 	 	 	 	 	 
61040	5	N	 	 	 	 	 	 	 	 	 	 
61040	6	N	 	 	 	 	 	 	 	 	 	 
61040	7	N	 	 	 	 	 	 	 	 	 	 
61041	1	Y	0	 	 	 	486	1	1	0	 	 
61041	2	N	 	 	 	 	 	 	 	 	 	 
61041	3	N	 	 	 	 	 	 	 	 	 	 
61041	4	N	 	 	 	 	 	 	 	 	 	 
61041	5	N	 	 	 	 	 	 	 	 	 	 
61041	6	N	 	 	 	 	 	 	 	 	 	 
61041	7	Y	140	2	13	0	0	 	 	0	 	 
61043	1	N	 	 	 	 	 	 	 	 	 	 
61043	2	N	 	 	 	 	 	 	 	 	 	 
61043	3	N	 	 	 	 	 	 	 	 	 	 
61043	4	Y	 	 	 	 	100	1	1	0	 	 
61043	5	N	 	 	 	 	 	 	 	 	 	 
61043	6	N	 	 	 	 	 	 	 	 	 	 
61043	7	N	 	 	 	 	 	 	 	 	 	 
61044	1	N	 	 	 	 	 	 	 	 	 	 
61044	2	N	 	 	 	 	 	 	 	 	 	 
61044	3	Y	 	 	 	 	45	1	1	0	 	 
61044	4	N	 	 	 	 	 	 	 	 	 	 
61044	5	N	 	 	 	 	 	 	 	 	 	 
61044	6	N	 	 	 	 	 	 	 	 	 	 
61044	7	N	 	 	 	 	 	 	 	 	 	 
61045	1	Y	 	 	 	 	440	1	1	30	1	9
61045	2	N	 	 	 	 	 	 	 	 	 	 
61045	3	N	 	 	 	 	 	 	 	 	 	 
61045	4	N	 	 	 	 	 	 	 	 	 	 
61045	5	N	 	 	 	 	 	 	 	 	 	 
61045	6	N	 	 	 	 	 	 	 	 	 	 
61045	7	N	 	 	 	 	 	 	 	 	 	 
61046	1	Y	1	2	5	0	120	1	1	0	 	 
61046	2	N	 	 	 	 	 	 	 	 	 	 
61046	3	N	 	 	 	 	 	 	 	 	 	 
61046	4	N	 	 	 	 	 	 	 	 	 	 
61046	5	N	 	 	 	 	 	 	 	 	 	 
61046	6	N	 	 	 	 	 	 	 	 	 	 
61046	7	N	 	 	 	 	 	 	 	 	 	 
61047	1	Y	7	2	20	0	150	1	1	50	1	8
61047	2	N	 	 	 	 	 	 	 	 	 	 
61047	3	N	 	 	 	 	 	 	 	 	 	 
61047	4	N	 	 	 	 	 	 	 	 	 	 
61047	5	N	 	 	 	 	 	 	 	 	 	 
61047	6	N	 	 	 	 	 	 	 	 	 	 
61047	7	N	 	 	 	 	 	 	 	 	 	 
61048	1	Y	65	2	5	0	224	1	1	0	 	 
61048	2	N	 	 	 	 	 	 	 	 	 	 
61048	3	N	 	 	 	 	 	 	 	 	 	 
61048	4	N	 	 	 	 	 	 	 	 	 	 
61048	5	N	 	 	 	 	 	 	 	 	 	 
61048	6	N	 	 	 	 	 	 	 	 	 	 
61048	7	N	 	 	 	 	 	 	 	 	 	 
61049	1	N	 	 	 	 	 	 	 	 	 	 
61049	2	N	 	 	 	 	 	 	 	 	 	 
61049	3	N	 	 	 	 	 	 	 	 	 	 
61049	4	Y	 	 	 	 	500	1	1	0	 	 
61049	5	N	 	 	 	 	 	 	 	 	 	 
61049	6	N	 	 	 	 	 	 	 	 	 	 
61049	7	N	 	 	 	 	 	 	 	 	 	 
61050	1	Y	 	 	 	 	120	1	20	0	 	 
61050	2	N	 	 	 	 	 	 	 	 	 	 
61050	3	N	 	 	 	 	 	 	 	 	 	 
61050	4	Y	 	 	 	 	80	1	1	20	1	8
61050	5	N	 	 	 	 	 	 	 	 	 	 
61050	6	N	 	 	 	 	 	 	 	 	 	 
61050	7	N	 	 	 	 	 	 	 	 	 	 
61051	1	N	 	 	 	 	 	 	 	 	 	 
61051	2	N	 	 	 	 	 	 	 	 	 	 
61051	3	N	 	 	 	 	 	 	 	 	 	 
61051	4	N	 	 	 	 	 	 	 	 	 	 
61051	5	N	 	 	 	 	 	 	 	 	 	 
61051	6	N	 	 	 	 	 	 	 	 	 	 
61051	7	Y	 	 	 	 	36	1	1	0	 	 
61052	1	Y	 	 	 	 	100	1	1	0	 	 
61052	2	N	 	 	 	 	 	 	 	 	 	 
61052	3	N	 	 	 	 	 	 	 	 	 	 
61052	4	N	 	 	 	 	 	 	 	 	 	 
61052	5	N	 	 	 	 	 	 	 	 	 	 
61052	6	N	 	 	 	 	 	 	 	 	 	 
61052	7	N	 	 	 	 	 	 	 	 	 	 
61053	1	N	 	 	 	 	 	 	 	 	 	 
61053	2	N	 	 	 	 	 	 	 	 	 	 
61053	3	N	 	 	 	 	 	 	 	 	 	 
61053	4	Y	 	 	 	 	120	1	1	0	 	 
61053	5	N	 	 	 	 	 	 	 	 	 	 
61053	6	N	 	 	 	 	 	 	 	 	 	 
61053	7	N	 	 	 	 	 	 	 	 	 	 
61054	1	Y	0	 	 	 	300	1	1	0	 	 
61054	2	N	 	 	 	 	 	 	 	 	 	 
61054	3	N	 	 	 	 	 	 	 	 	 	 
61054	4	N	 	 	 	 	 	 	 	 	 	 
61054	5	N	 	 	 	 	 	 	 	 	 	 
61054	6	N	 	 	 	 	 	 	 	 	 	 
61054	7	N	 	 	 	 	 	 	 	 	 	 
61056	1	Y	0	 	 	 	140	1	1	0	 	 
61056	2	N	 	 	 	 	 	 	 	 	 	 
61056	3	N	 	 	 	 	 	 	 	 	 	 
61056	4	N	 	 	 	 	 	 	 	 	 	 
61056	5	N	 	 	 	 	 	 	 	 	 	 
61056	6	N	 	 	 	 	 	 	 	 	 	 
61056	7	N	 	 	 	 	 	 	 	 	 	 
61057	1	N	 	 	 	 	 	 	 	 	 	 
61057	2	N	 	 	 	 	 	 	 	 	 	 
61057	3	N	 	 	 	 	 	 	 	 	 	 
61057	4	N	 	 	 	 	 	 	 	 	 	 
61057	5	N	 	 	 	 	 	 	 	 	 	 
61057	6	N	 	 	 	 	 	 	 	 	 	 
61057	7	Y	 	 	 	 	100	1	1	0	 	 
61059	1	N	 	 	 	 	 	 	 	 	 	 
61059	2	N	 	 	 	 	 	 	 	 	 	 
61059	3	N	 	 	 	 	 	 	 	 	 	 
61059	4	N	 	 	 	 	 	 	 	 	 	 
61059	5	N	 	 	 	 	 	 	 	 	 	 
61059	6	N	 	 	 	 	 	 	 	 	 	 
61059	7	Y	 	 	 	 	36	1	3	0	 	 
61060	1	Y	 	 	 	 	20	1	1	50	1	8
61060	2	N	 	 	 	 	 	 	 	 	 	 
61060	3	N	 	 	 	 	 	 	 	 	 	 
61060	4	N	 	 	 	 	 	 	 	 	 	 
61060	5	N	 	 	 	 	 	 	 	 	 	 
61060	6	N	 	 	 	 	 	 	 	 	 	 
61060	7	N	 	 	 	 	 	 	 	 	 	 
61061	1	Y	53	2	5	0	130	1	1	0	 	 
61061	2	N	 	 	 	 	 	 	 	 	 	 
61061	3	N	 	 	 	 	 	 	 	 	 	 
61061	4	N	 	 	 	 	 	 	 	 	 	 
61061	5	N	 	 	 	 	 	 	 	 	 	 
61061	6	N	 	 	 	 	 	 	 	 	 	 
61061	7	N	 	 	 	 	 	 	 	 	 	 
61062	1	Y	 	 	 	 	40	1	1	0	 	 
61062	2	N	 	 	 	 	 	 	 	 	 	 
61062	3	N	 	 	 	 	 	 	 	 	 	 
61062	4	N	 	 	 	 	 	 	 	 	 	 
61062	5	N	 	 	 	 	 	 	 	 	 	 
61062	6	N	 	 	 	 	 	 	 	 	 	 
61062	7	N	 	 	 	 	 	 	 	 	 	 
61063	1	Y	 	 	 	 	150	1	2	0	 	 
61063	2	N	 	 	 	 	 	 	 	 	 	 
61063	3	N	 	 	 	 	 	 	 	 	 	 
61063	4	N	 	 	 	 	 	 	 	 	 	 
61063	5	N	 	 	 	 	 	 	 	 	 	 
61063	6	N	 	 	 	 	 	 	 	 	 	 
61063	7	N	 	 	 	 	 	 	 	 	 	 
61064	1	Y	 	 	 	 	150	1	3	0	 	 
61064	2	N	 	 	 	 	 	 	 	 	 	 
61064	3	N	 	 	 	 	 	 	 	 	 	 
61064	4	N	 	 	 	 	 	 	 	 	 	 
61064	5	N	 	 	 	 	 	 	 	 	 	 
61064	6	N	 	 	 	 	 	 	 	 	 	 
61064	7	N	 	 	 	 	 	 	 	 	 	 
61065	1	Y	 	 	 	 	500	1	1	0	 	 
61065	2	N	 	 	 	 	 	 	 	 	 	 
61065	3	N	 	 	 	 	 	 	 	 	 	 
61065	4	N	 	 	 	 	 	 	 	 	 	 
61065	5	N	 	 	 	 	 	 	 	 	 	 
61065	6	N	 	 	 	 	 	 	 	 	 	 
61065	7	N	 	 	 	 	 	 	 	 	 	 
61066	1	Y	 	 	 	 	180	1	1	0	 	 
61066	2	N	 	 	 	 	 	 	 	 	 	 
61066	3	N	 	 	 	 	 	 	 	 	 	 
61066	4	N	 	 	 	 	 	 	 	 	 	 
61066	5	N	 	 	 	 	 	 	 	 	 	 
61066	6	N	 	 	 	 	 	 	 	 	 	 
61066	7	N	 	 	 	 	 	 	 	 	 	 
61067	1	Y	 	 	 	 	180	1	1	99	1	11
61067	2	N	 	 	 	 	 	 	 	 	 	 
61067	3	N	 	 	 	 	 	 	 	 	 	 
61067	4	N	 	 	 	 	 	 	 	 	 	 
61067	5	N	 	 	 	 	 	 	 	 	 	 
61067	6	N	 	 	 	 	 	 	 	 	 	 
61067	7	N	 	 	 	 	 	 	 	 	 	 
61068	1	Y	 	 	 	 	300	1	1	0	 	 
61068	2	N	 	 	 	 	 	 	 	 	 	 
61068	3	N	 	 	 	 	 	 	 	 	 	 
61068	4	N	 	 	 	 	 	 	 	 	 	 
61068	5	N	 	 	 	 	 	 	 	 	 	 
61068	6	N	 	 	 	 	 	 	 	 	 	 
61068	7	N	 	 	 	 	 	 	 	 	 	 
61069	1	N	 	 	 	 	 	 	 	 	 	 
61069	2	N	 	 	 	 	 	 	 	 	 	 
61069	3	Y	 	 	 	 	200	1	1	0	 	 
61069	4	N	 	 	 	 	 	 	 	 	 	 
61069	5	N	 	 	 	 	 	 	 	 	 	 
61069	6	N	 	 	 	 	 	 	 	 	 	 
61069	7	N	 	 	 	 	 	 	 	 	 	 
61071	1	Y	 	 	 	 	198	1	1	0	 	 
61071	2	N	 	 	 	 	 	 	 	 	 	 
61071	3	N	 	 	 	 	 	 	 	 	 	 
61071	4	N	 	 	 	 	 	 	 	 	 	 
61071	5	N	 	 	 	 	 	 	 	 	 	 
61071	6	N	 	 	 	 	 	 	 	 	 	 
61071	7	N	 	 	 	 	 	 	 	 	 	 
61072	1	Y	 	 	 	 	180	1	1	0	 	 
61072	2	N	 	 	 	 	 	 	 	 	 	 
61072	3	N	 	 	 	 	 	 	 	 	 	 
61072	4	N	 	 	 	 	 	 	 	 	 	 
61072	5	N	 	 	 	 	 	 	 	 	 	 
61072	6	N	 	 	 	 	 	 	 	 	 	 
61072	7	N	 	 	 	 	 	 	 	 	 	 
