CHILDCODE	NONFODR5	BGHTR5	SPYRR5	SPNMR5
101013	24	0	 	 
101013	25	0	 	 
101013	26	1	1050	0
101013	27	0	 	 
101013	28	0	 	 
101013	29	0	 	 
101013	30	0	 	 
101013	31	0	 	 
101014	1	1	100	 
101014	2	1	140	 
101014	3	1	300	0
101014	4	1	500	1
101014	5	1	100	 
101014	6	1	100	 
101014	7	1	200	0
101014	8	1	400	1
101014	9	1	200	4
101014	10	1	150	0
101014	11	1	4500	1
101014	12	0	 	 
101014	13	0	 	 
101014	15	1	500	1
101014	16	0	 	 
101014	17	0	 	 
101014	18	0	 	 
101014	19	0	 	 
101014	20	0	 	 
101014	21	0	 	 
101014	22	0	 	 
101014	23	0	 	 
101014	24	0	 	 
101014	25	0	 	 
101014	26	0	 	 
101014	27	0	 	 
101014	28	0	 	 
101014	29	1	600	1
101014	30	0	 	 
101014	31	0	 	 
101015	1	1	500	 
101015	2	1	500	 
101015	3	0	 	 
101015	4	1	500	4
101015	5	1	460	 
101015	6	1	320	 
101015	7	0	 	 
101015	8	1	200	4
101015	9	1	350	4
101015	10	0	 	 
101015	11	1	1700	4
101015	12	0	 	 
101015	13	0	 	 
101015	15	1	200	4
101015	16	0	 	 
101015	17	1	60	0
101015	18	1	200	0
101015	19	0	 	 
101015	20	1	200	1
101015	21	1	200	0
101015	22	1	600	1
101015	23	1	1200	0
101015	24	0	 	 
101015	25	1	120	0
101015	26	0	 	 
101015	27	0	 	 
101015	28	0	 	 
101015	29	0	 	 
101015	30	0	 	 
101015	31	0	 	 
101016	1	0	 	 
101016	2	0	 	 
101016	3	1	80	2
101016	4	1	40	0
101016	5	1	40	 
101016	6	1	50	 
101016	7	1	25	4
101016	8	0	 	 
101016	9	0	 	 
101016	10	0	 	 
101016	11	1	10	1
101016	12	1	10	1
101016	13	0	 	 
101016	15	1	200	2
101016	16	0	 	 
101016	17	1	-77	 
101016	18	1	-77	 
101016	19	0	 	 
101016	20	0	 	 
101016	21	0	 	 
101016	22	0	 	 
101016	23	0	 	 
101016	24	0	 	 
101016	25	0	 	 
101016	26	0	 	 
101016	27	0	 	 
101016	28	0	 	 
101016	29	0	 	 
101016	30	0	 	 
101016	31	0	 	 
101017	1	0	 	 
101017	2	1	128	 
101017	3	1	145	4
101017	4	0	 	 
101017	5	0	 	 
101017	6	1	45	 
101017	7	1	55	4
101017	8	0	 	 
101017	9	0	 	 
101017	10	1	30	4
101017	11	1	2180	4
101017	12	0	 	 
101017	13	0	 	 
101017	15	1	280	3
101017	16	0	 	 
101017	17	0	 	 
101017	18	0	 	 
101017	19	0	 	 
101017	20	0	 	 
101017	21	0	 	 
101017	22	0	 	 
101017	23	0	 	 
101017	24	0	 	 
101017	25	0	 	 
101017	26	0	 	 
101017	27	0	 	 
101017	28	0	 	 
101017	29	0	 	 
101017	30	0	 	 
101017	31	0	 	 
101018	1	0	 	 
101018	2	0	 	 
101018	3	0	 	 
101018	4	1	150	3
101018	5	1	60	 
101018	6	1	50	 
101018	7	0	 	 
101018	8	1	100	4
101018	9	1	250	4
101018	10	0	 	 
101018	11	1	2400	4
101018	12	0	 	 
101018	13	0	 	 
101018	15	1	100	4
101018	16	0	 	 
101018	17	1	100	1
101018	18	1	400	1
101018	19	0	 	 
101018	20	0	 	 
101018	21	1	40	2
101018	22	0	 	 
101018	23	0	 	 
101018	24	0	 	 
101018	25	0	 	 
101018	26	1	1400	0
101018	27	0	 	 
101018	28	0	 	 
101018	29	0	 	 
101018	30	1	100	 
101018	31	0	 	 
101019	1	1	200	 
101019	2	1	300	 
101019	3	1	400	2
101019	4	0	 	 
101019	5	1	100	 
101019	6	1	150	 
101019	7	1	200	2
101019	8	0	 	 
101019	9	0	 	 
101019	10	1	500	2
101019	11	1	4400	2
101019	12	0	 	 
101019	13	1	1440	4
101019	15	1	1000	2
101019	16	0	 	 
101019	17	1	200	0
101019	18	1	200	0
101019	19	0	 	 
101019	20	1	400	1
101019	21	0	 	 
101019	22	0	 	 
101019	23	0	 	 
101019	24	0	 	 
101019	25	0	 	 
101019	26	0	 	 
101019	27	0	 	 
101019	28	0	 	 
101019	29	0	 	 
101019	30	0	 	 
101019	31	0	 	 
101020	1	0	 	 
101020	2	1	500	 
101020	3	1	400	0
101020	4	1	500	4
101020	5	0	 	 
101020	6	1	300	 
101020	7	1	500	0
101020	8	1	600	4
101020	9	1	80	4
101020	10	1	36	0
101020	11	1	4180	2
101020	12	0	 	 
101020	13	0	 	 
101020	15	1	260	2
101020	16	0	 	 
101020	17	1	50	4
101020	18	1	200	4
101020	19	0	 	 
101020	20	0	 	 
101020	21	1	150	0
101020	22	0	 	 
101020	23	0	 	 
101020	24	0	 	 
101020	25	0	 	 
101020	26	0	 	 
101020	27	0	 	 
101020	28	0	 	 
101020	29	0	 	 
101020	30	0	 	 
101020	31	0	 	 
101021	1	1	170	 
101021	2	1	100	 
101021	3	1	80	4
101021	4	0	 	 
101021	5	0	 	 
101021	6	1	80	 
101021	7	1	49	4
101021	8	0	 	 
101021	9	0	 	 
101021	10	0	 	 
101021	11	0	 	 
101021	12	0	 	 
101021	13	0	 	 
101021	15	1	590	4
101021	16	0	 	 
101021	17	0	 	 
101021	18	1	60	4
101021	19	0	 	 
101021	20	1	24	0
101021	21	0	 	 
101021	22	1	40	4
101021	23	0	 	 
101021	24	0	 	 
101021	25	0	 	 
101021	26	0	 	 
101021	27	0	 	 
101021	28	0	 	 
101021	29	0	 	 
101021	30	1	270	 
101021	31	1	80	 
101022	1	1	350	 
101022	2	1	480	 
101022	3	1	550	4
101022	4	0	 	 
101022	5	1	280	 
101022	6	1	570	 
101022	7	1	285	4
101022	8	0	 	 
101022	9	0	 	 
101022	10	1	137	4
101022	11	1	40	4
101022	12	1	60	2
101022	13	0	 	 
101022	15	1	455	4
101022	16	0	 	 
101022	17	0	 	 
101022	18	1	80	1
101022	19	0	 	 
101022	20	1	100	4
101022	21	0	 	 
101022	22	1	40	1
101022	23	0	 	 
101022	24	0	 	 
101022	25	0	 	 
101022	26	0	 	 
101022	27	0	 	 
101022	28	0	 	 
101022	29	0	 	 
101022	30	0	 	 
101022	31	0	 	 
101023	1	1	500	 
101023	2	1	600	 
101023	3	1	400	4
101023	4	1	1000	4
101023	5	1	300	 
101023	6	1	100	 
101023	7	1	100	0
101023	8	1	200	4
101023	9	1	200	4
101023	10	1	250	0
101023	11	1	2920	2
101023	12	0	 	 
101023	13	1	200	4
101023	15	1	300	4
101023	16	0	 	 
101023	17	1	200	2
101023	18	1	200	1
101023	19	1	100	4
101023	20	0	 	 
101023	21	0	 	 
101023	22	1	100	4
101023	23	0	 	 
101023	24	0	 	 
101023	25	0	 	 
101023	26	1	2240	1
101023	27	0	 	 
101023	28	0	 	 
101023	29	0	 	 
101023	30	0	 	 
101023	31	0	 	 
101024	1	1	150	 
101024	2	1	300	 
101024	3	0	 	 
101024	4	1	300	1
101024	5	1	120	 
101024	6	1	180	 
101024	7	0	 	 
101024	8	1	250	3
101024	9	1	300	4
101024	10	0	 	 
101024	11	0	 	 
101024	12	1	120	4
101024	13	0	 	 
101024	15	1	500	4
101024	16	0	 	 
101024	17	1	150	0
101024	18	1	100	0
101024	19	1	30	4
101024	20	0	 	 
101024	21	0	 	 
101024	22	0	 	 
101024	23	0	 	 
101024	24	0	 	 
101024	25	0	 	 
101024	26	1	2000	0
101024	27	0	 	 
101024	28	0	 	 
101024	29	1	3790	0
101024	30	0	 	 
101024	31	0	 	 
101025	1	1	300	 
101025	2	1	1000	 
101025	3	0	 	 
101025	4	1	2000	2
101025	5	0	 	 
101025	6	1	2000	 
101025	7	0	 	 
101025	8	1	1000	2
101025	9	1	1500	2
101025	10	0	 	 
101025	11	1	100	2
101025	12	1	70	2
101025	13	1	1500	2
101025	15	1	800	2
101025	16	1	600	0
101025	17	0	 	 
101025	18	1	200	4
101025	19	1	2000	1
101025	20	1	200	1
101025	21	1	1500	0
101025	22	1	600	2
101025	23	0	 	 
101025	24	0	 	 
101025	25	1	7000	0
101025	26	1	43200	0
101025	27	0	 	 
101025	28	0	 	 
101025	29	0	 	 
101025	30	0	 	 
101025	31	0	 	 
101026	1	1	180	 
101026	2	1	320	 
101026	3	1	280	3
101026	4	1	150	4
101026	5	1	124	 
101026	6	1	145	 
101026	7	1	210	2
101026	8	1	100	4
101026	9	1	110	4
101026	10	1	136	4
101026	11	1	2860	2
101026	12	0	 	 
101026	13	0	 	 
101026	15	1	408	2
101026	16	0	 	 
101026	17	0	 	 
101026	18	0	 	 
101026	19	0	 	 
101026	20	1	150	2
101026	21	0	 	 
101026	22	0	 	 
101026	23	0	 	 
101026	24	0	 	 
101026	25	0	 	 
101026	26	0	 	 
101026	27	0	 	 
101026	28	0	 	 
101026	29	0	 	 
101026	30	0	 	 
101026	31	0	 	 
101027	1	1	80	 
101027	2	1	85	 
101027	3	1	100	4
101027	4	0	 	 
101027	5	1	60	 
101027	6	1	50	 
101027	7	1	75	4
101027	8	0	 	 
101027	9	0	 	 
101027	10	1	65	4
101027	11	1	12	4
101027	12	0	 	 
101027	13	0	 	 
101027	15	1	192	4
101027	16	0	 	 
101027	17	0	 	 
101027	18	0	 	 
101027	19	0	 	 
101027	20	0	 	 
101027	21	0	 	 
101027	22	0	 	 
101027	23	0	 	 
101027	24	0	 	 
101027	25	0	 	 
101027	26	0	 	 
101027	27	0	 	 
101027	28	0	 	 
101027	29	0	 	 
101027	30	0	 	 
101027	31	0	 	 
101028	1	1	420	 
101028	2	1	600	 
101028	3	0	 	 
101028	4	1	850	1
101028	5	1	300	 
101028	6	1	370	 
101028	7	0	 	 
101028	8	1	280	3
101028	9	1	145	4
101028	10	0	 	 
101028	11	1	2300	4
101028	12	0	 	 
101028	13	0	 	 
101028	15	1	200	4
101028	16	0	 	 
101028	17	0	 	 
101028	18	0	 	 
101028	19	1	20	4
101028	20	1	60	4
101028	21	0	 	 
101028	22	0	 	 
101028	23	0	 	 
101028	24	0	 	 
101028	25	1	500	0
101028	26	1	12000	0
101028	27	0	 	 
101028	28	0	 	 
101028	29	0	 	 
101028	30	0	 	 
101028	31	0	 	 
101029	1	1	500	 
101029	2	1	1000	 
101029	3	1	1500	2
101029	4	1	300	0
101029	5	1	600	 
101029	6	1	250	 
101029	7	1	300	2
101029	8	1	100	0
101029	9	0	 	 
101029	10	1	800	2
101029	11	1	3680	1
101029	12	0	 	 
101029	13	0	 	 
101029	15	1	700	2
101029	16	0	 	 
101029	17	0	 	 
101029	18	0	 	 
101029	19	0	 	 
101029	20	1	40	0
101029	21	1	200	0
101029	22	0	 	 
101029	23	0	 	 
101029	24	0	 	 
101029	25	0	 	 
101029	26	0	 	 
101029	27	0	 	 
101029	28	0	 	 
101029	29	1	400	2
101029	30	0	 	 
101029	31	0	 	 
101030	1	0	 	 
101030	2	0	 	 
101030	3	0	 	 
101030	4	0	 	 
101030	5	0	 	 
101030	6	1	45	 
101030	7	1	50	4
101030	8	1	50	0
101030	9	1	73	0
101030	10	1	35	4
101030	11	0	 	 
101030	12	1	60	2
101030	13	0	 	 
101030	15	1	320	2
101030	16	1	1600	2
101030	17	0	 	 
101030	18	0	 	 
101030	19	0	 	 
101030	20	0	 	 
101030	21	0	 	 
101030	22	0	 	 
101030	23	0	 	 
101030	24	1	32	2
101030	25	0	 	 
101030	26	0	 	 
101030	27	0	 	 
101030	28	0	 	 
101030	29	0	 	 
101030	30	1	100	 
101030	31	1	260	 
101031	1	1	500	 
101031	2	1	300	 
101031	3	0	 	 
101031	4	1	480	4
101031	5	1	180	 
101031	6	1	250	 
101031	7	0	 	 
101031	8	1	120	4
101031	9	1	360	4
101031	10	0	 	 
101031	11	0	 	 
101031	12	1	50	4
101031	13	0	 	 
101031	15	1	140	4
101031	16	0	 	 
101031	17	1	60	4
101031	18	1	30	4
101031	19	0	 	 
101031	20	1	100	4
101031	21	1	55	0
101031	22	0	 	 
101031	23	0	 	 
101031	24	0	 	 
101031	25	0	 	 
101031	26	1	14250	0
101031	27	0	 	 
101031	28	0	 	 
101031	29	0	 	 
101031	30	0	 	 
101031	31	0	 	 
101032	1	1	100	 
101032	2	1	200	 
101032	3	1	100	0
101032	4	1	300	1
101032	5	1	100	 
101032	6	1	200	 
101032	7	1	60	0
101032	8	1	120	1
101032	9	1	120	0
101032	10	1	50	0
101032	11	0	 	 
101032	12	1	20	0
101032	13	0	 	 
101032	15	1	120	0
101032	16	0	 	 
101032	17	0	 	 
101032	18	0	 	 
101032	19	0	 	 
101032	20	0	 	 
101032	21	0	 	 
101032	22	0	 	 
101032	23	0	 	 
101032	24	0	 	 
101032	25	1	500	0
101032	26	0	 	 
101032	27	0	 	 
101032	28	0	 	 
101032	29	0	 	 
101032	30	0	 	 
101032	31	0	 	 
101033	1	0	 	 
101033	2	0	 	 
101033	3	0	 	 
101033	4	1	150	2
101033	5	0	 	 
101033	6	1	40	 
101033	7	0	 	 
101033	8	1	70	2
101033	9	1	60	2
101033	10	0	 	 
101033	11	0	 	 
101033	12	1	20	2
101033	13	0	 	 
101033	15	1	120	2
101033	16	0	 	 
101033	17	0	 	 
101033	18	0	 	 
101033	19	0	 	 
101033	20	0	 	 
101033	21	0	 	 
101033	22	0	 	 
101033	23	0	 	 
101033	24	0	 	 
101033	25	0	 	 
101033	26	0	 	 
101033	27	0	 	 
101033	28	0	 	 
101033	29	0	 	 
101033	30	0	 	 
101033	31	0	 	 
101034	1	0	 	 
101034	2	0	 	 
101034	3	1	300	0
101034	4	1	600	1
101034	5	1	100	 
101034	6	1	100	 
101034	7	0	 	 
101034	8	1	200	0
101034	9	1	300	2
101034	10	1	200	0
101034	11	1	3500	0
101034	12	1	40	4
101034	13	0	 	 
101034	15	1	1000	1
101034	16	0	 	 
101034	17	0	 	 
101034	18	1	80	0
101034	19	0	 	 
101034	20	0	 	 
101034	21	0	 	 
101034	22	0	 	 
101034	23	0	 	 
101034	24	0	 	 
101034	25	0	 	 
101034	26	1	2000	0
101034	27	0	 	 
101034	28	0	 	 
101034	29	0	 	 
101034	30	1	300	 
101034	31	0	 	 
101035	1	1	200	 
101035	2	1	100	 
101035	3	1	600	3
101035	4	0	 	 
101035	5	0	 	 
101035	6	1	200	 
101035	7	1	300	3
101035	8	0	 	 
101035	9	0	 	 
101035	10	1	500	3
101035	11	1	1650	4
101035	12	1	20	0
101035	13	0	 	 
101035	15	1	1000	3
101035	16	0	 	 
101035	17	1	50	0
101035	18	1	500	0
101035	19	0	 	 
101035	20	0	 	 
101035	21	0	 	 
101035	22	1	300	1
101035	23	0	 	 
101035	24	0	 	 
101035	25	0	 	 
101035	26	0	 	 
101035	27	0	 	 
101035	28	0	 	 
101035	29	1	80	4
101035	30	0	 	 
101035	31	0	 	 
101036	1	1	200	 
101036	2	1	400	 
101036	3	1	300	1
101036	4	0	 	 
101036	5	1	50	 
101036	6	1	500	 
101036	7	1	200	3
101036	8	0	 	 
101036	9	0	 	 
101036	10	1	239	2
101036	11	1	60	2
101036	12	0	 	 
101036	13	0	 	 
101036	15	1	860	2
101036	16	0	 	 
101036	17	0	 	 
101036	18	1	45	1
101036	19	0	 	 
101036	20	1	50	4
101036	21	0	 	 
101036	22	0	 	 
101036	23	0	 	 
101036	24	0	 	 
101036	25	0	 	 
101036	26	1	600	0
101036	27	0	 	 
101036	28	0	 	 
101036	29	0	 	 
101036	30	0	 	 
101036	31	0	 	 
101037	1	1	400	 
101037	2	1	400	 
101037	3	1	400	0
101037	4	1	200	4
101037	5	1	400	 
101037	6	1	259	 
101037	7	1	300	0
101037	8	1	250	4
101037	9	1	200	4
101037	10	1	150	0
101037	11	0	 	 
101037	12	1	20	4
101037	13	0	 	 
101037	15	1	360	1
101037	16	0	 	 
101037	17	0	 	 
101037	18	0	 	 
101037	19	0	 	 
101037	20	0	 	 
101037	21	0	 	 
101037	22	0	 	 
101037	23	0	 	 
101037	24	0	 	 
101037	25	0	 	 
101037	26	1	455	0
101037	27	0	 	 
101037	28	0	 	 
101037	29	0	 	 
101037	30	0	 	 
101037	31	0	 	 
101038	1	0	 	 
101038	2	1	300	 
101038	3	1	500	0
101038	4	1	600	4
101038	5	0	 	 
101038	6	1	100	 
101038	7	1	100	0
101038	8	1	100	4
101038	9	0	 	 
101038	10	0	 	 
101038	11	0	 	 
101038	12	1	215	1
101038	13	0	 	 
101038	15	0	 	 
101038	16	0	 	 
101038	17	0	 	 
101038	18	0	 	 
101038	19	0	 	 
101038	20	0	 	 
101038	21	0	 	 
101038	22	0	 	 
101038	23	0	 	 
101038	24	0	 	 
101038	25	0	 	 
101038	26	0	 	 
101038	27	0	 	 
101038	28	0	 	 
101038	29	0	 	 
101038	30	0	 	 
101038	31	0	 	 
101039	1	1	400	 
101039	2	1	400	 
101039	3	1	800	2
101039	4	0	 	 
101039	5	1	800	 
101039	6	1	200	 
101039	7	1	600	2
101039	8	0	 	 
101039	9	0	 	 
101039	10	1	80	2
101039	11	0	 	 
101039	12	1	20	2
101039	13	0	 	 
101039	15	1	300	2
101039	16	0	 	 
101039	17	1	140	2
101039	18	1	180	0
101039	19	1	300	0
101039	20	1	50	0
101039	21	0	 	 
101039	22	0	 	 
101039	23	0	 	 
101039	24	0	 	 
101039	25	0	 	 
101039	26	1	14000	0
101039	27	0	 	 
101039	28	0	 	 
101039	29	0	 	 
101039	30	0	 	 
101039	31	0	 	 
101040	1	1	100	 
101040	2	1	120	 
101040	3	1	205	2
101040	4	1	400	2
101040	5	0	 	 
101040	6	0	 	 
101040	7	0	 	 
101040	8	1	140	0
101040	9	1	54	0
101040	10	1	180	2
101040	11	1	95	1
101040	12	1	40	0
101040	13	0	 	 
101040	15	1	1000	1
101040	16	0	 	 
101040	17	0	 	 
101040	18	0	 	 
101040	19	0	 	 
101040	20	1	200	1
101040	21	0	 	 
101040	22	1	720	0
101040	23	1	10000	0
101040	24	0	 	 
101040	25	0	 	 
101040	26	1	2200	0
101040	27	0	 	 
101040	28	0	 	 
101040	29	0	 	 
101040	30	0	 	 
101040	31	0	 	 
101041	1	0	 	 
101041	2	0	 	 
101041	3	1	450	2
101041	4	0	 	 
101041	5	1	250	 
101041	6	1	280	 
101041	7	1	350	2
101041	8	0	 	 
101041	9	0	 	 
101041	10	1	250	3
101041	11	1	60	2
101041	12	0	 	 
101041	13	0	 	 
101041	15	1	400	2
101041	16	0	 	 
101041	17	1	250	0
101041	18	1	100	2
101041	19	1	10	1
101041	20	1	100	1
101041	21	1	70	4
101041	22	1	200	0
101041	23	0	 	 
101041	24	0	 	 
101041	25	0	 	 
101041	26	1	7200	0
101041	27	0	 	 
101041	28	0	 	 
101041	29	0	 	 
101041	30	1	450	 
101041	31	0	 	 
101043	1	0	 	 
101043	2	1	250	 
101043	3	0	 	 
101043	4	0	 	 
101043	5	0	 	 
101043	6	1	80	 
101043	7	1	40	0
101043	8	1	230	2
101043	9	1	100	2
101043	10	1	50	0
101043	11	1	65	1
101043	12	0	 	 
101043	13	0	 	 
101043	15	1	450	1
101043	16	0	 	 
101043	17	0	 	 
101043	18	0	 	 
101043	19	0	 	 
101043	20	0	 	 
101043	21	0	 	 
101043	22	1	50	0
101043	23	0	 	 
101043	24	0	 	 
101043	25	0	 	 
101043	26	0	 	 
101043	27	0	 	 
101043	28	0	 	 
101043	29	0	 	 
101043	30	0	 	 
101043	31	0	 	 
101044	1	1	200	 
101044	2	1	150	 
101044	3	1	500	3
101044	4	0	 	 
101044	5	1	100	 
101044	6	1	50	 
101044	7	1	150	2
101044	8	0	 	 
101044	9	0	 	 
101044	10	1	200	4
101044	11	0	 	 
101044	12	1	110	2
101044	13	0	 	 
101044	15	1	500	1
101044	16	0	 	 
101044	17	1	100	0
101044	18	1	350	0
101044	19	0	 	 
101044	20	0	 	 
101044	21	0	 	 
101044	22	0	 	 
101044	23	0	 	 
101044	24	0	 	 
101044	25	0	 	 
101044	26	1	170	0
101044	27	0	 	 
101044	28	0	 	 
101044	29	0	 	 
101044	30	0	 	 
101044	31	0	 	 
101045	1	0	 	 
101045	2	0	 	 
101045	3	1	500	2
101045	4	0	 	 
101045	5	1	400	 
101045	6	1	200	 
101045	7	1	500	2
101045	8	0	 	 
101045	9	0	 	 
101045	10	0	 	 
101045	11	1	2050	0
101045	12	1	50	4
101045	13	1	50	0
101045	15	1	300	2
101045	16	0	 	 
101045	17	1	150	3
101045	18	1	60	0
101045	19	1	20	0
101045	20	1	1000	0
101045	21	1	100	2
101045	22	0	 	 
101045	23	0	 	 
101045	24	0	 	 
101045	25	0	 	 
101045	26	0	 	 
101045	27	0	 	 
101045	28	0	 	 
101045	29	0	 	 
101045	30	1	300	 
101045	31	0	 	 
101046	1	1	100	 
101046	2	1	300	 
101046	3	1	1000	0
101046	4	1	1500	3
101046	5	0	 	 
101046	6	0	 	 
101046	7	1	400	0
101046	8	1	1000	2
101046	9	1	100	0
101046	10	1	150	4
101046	11	0	 	 
101046	12	1	100	2
101046	13	0	 	 
101046	15	1	500	1
101046	16	0	 	 
101046	17	0	 	 
101046	18	1	1000	1
101046	19	1	3000	1
101046	20	1	200	1
101046	21	0	 	 
101046	22	0	 	 
101046	23	0	 	 
101046	24	0	 	 
101046	25	0	 	 
101046	26	1	40720	0
101046	27	0	 	 
101046	28	0	 	 
101046	29	0	 	 
101046	30	0	 	 
101046	31	0	 	 
101048	1	0	 	 
101048	2	0	 	 
101048	3	1	100	0
101048	4	1	100	4
101048	5	0	 	 
101048	6	1	40	 
101048	7	1	10	0
101048	8	1	53	4
101048	9	1	170	4
101048	10	1	160	0
101048	11	1	164	2
101048	12	1	100	2
101048	13	0	 	 
101048	15	1	360	2
101048	16	0	 	 
101048	17	0	 	 
101048	18	1	200	1
101048	19	1	30	1
101048	20	0	 	 
101048	21	0	 	 
101048	22	1	100	2
101048	23	0	 	 
101048	24	0	 	 
101048	25	0	 	 
101048	26	0	 	 
101048	27	0	 	 
101048	28	0	 	 
101048	29	0	 	 
101048	30	0	 	 
101048	31	0	 	 
101049	1	1	200	 
101049	2	1	300	 
101049	3	0	 	 
101049	4	1	200	4
101049	5	1	400	 
101049	6	1	200	 
101049	7	0	 	 
101049	8	1	300	4
101049	9	1	180	4
101049	10	0	 	 
101049	11	1	50	4
101049	12	0	 	 
101049	13	0	 	 
101049	15	1	100	4
101049	16	0	 	 
101049	17	0	 	 
101049	18	0	 	 
101049	19	0	 	 
101049	20	1	500	1
101049	21	0	 	 
101049	22	0	 	 
101049	23	0	 	 
101049	24	0	 	 
101049	25	0	 	 
101049	26	0	 	 
101049	27	0	 	 
101049	28	0	 	 
101049	29	0	 	 
101049	30	0	 	 
101049	31	0	 	 
101050	1	1	700	 
101050	2	1	200	 
101050	3	1	300	0
101050	4	1	500	1
101050	5	1	100	 
101050	6	1	80	 
101050	7	0	 	 
101050	8	1	600	1
101050	9	1	200	4
101050	10	0	 	 
101050	11	1	30	4
101050	12	0	 	 
101050	13	0	 	 
101050	15	1	250	1
101050	16	0	 	 
101050	17	1	150	0
101050	18	1	100	0
101050	19	0	 	 
101050	20	1	1000	1
101050	21	0	 	 
101050	22	1	600	1
101050	23	0	 	 
101050	24	0	 	 
101050	25	0	 	 
101050	26	1	11400	0
101050	27	0	 	 
101050	28	0	 	 
101050	29	1	6900	0
101050	30	0	 	 
101050	31	0	 	 
101051	1	0	 	 
101051	2	1	300	 
101051	3	1	400	4
101051	4	0	 	 
101051	5	0	 	 
101051	6	1	300	 
101051	7	1	300	4
101051	8	0	 	 
101051	9	0	 	 
101051	10	1	150	4
101051	11	0	 	 
101051	12	1	20	4
101051	13	0	 	 
101051	15	1	80	4
101051	16	0	 	 
101051	17	0	 	 
101051	18	1	40	2
101051	19	0	 	 
101051	20	0	 	 
101051	21	0	 	 
101051	22	0	 	 
101051	23	0	 	 
101051	24	0	 	 
101051	25	0	 	 
101051	26	1	14538	1
101051	27	0	 	 
101051	28	0	 	 
101051	29	0	 	 
101051	30	0	 	 
101051	31	0	 	 
101052	1	0	 	 
101052	2	1	100	 
101052	3	0	 	 
101052	4	1	300	2
101052	5	0	 	 
101052	6	1	200	 
101052	7	0	 	 
101052	8	1	300	2
101052	9	1	150	4
101052	10	0	 	 
101052	11	1	20	4
101052	12	0	 	 
101052	13	0	 	 
101052	15	1	200	4
101052	16	0	 	 
101052	17	0	 	 
101052	18	0	 	 
101052	19	0	 	 
101052	20	1	100	4
101052	21	0	 	 
101052	22	0	 	 
101052	23	0	 	 
101052	24	0	 	 
101052	25	0	 	 
101052	26	0	 	 
101052	27	0	 	 
101052	28	0	 	 
101052	29	0	 	 
101052	30	0	 	 
101052	31	0	 	 
101053	1	1	100	 
101053	2	1	100	 
101053	3	0	 	 
101053	4	1	200	2
101053	5	1	120	 
101053	6	1	120	 
101053	7	0	 	 
101053	8	1	160	2
101053	9	1	780	3
101053	10	0	 	 
101053	11	1	3120	2
101053	12	1	0	 
101053	13	0	 	 
101053	15	1	450	1
101053	16	0	 	 
101053	17	1	300	4
101053	18	1	400	4
101053	19	1	75	1
101053	20	0	 	 
101053	21	0	 	 
101053	22	0	 	 
101053	23	0	 	 
101053	24	0	 	 
101053	25	0	 	 
101053	26	0	 	 
101053	27	0	 	 
101053	28	0	 	 
101053	29	0	 	 
101053	30	0	 	 
101053	31	0	 	 
101054	1	0	 	 
101054	2	1	68	 
101054	3	0	 	 
101054	4	1	85	4
101054	5	0	 	 
101054	6	1	50	 
101054	7	0	 	 
101054	8	1	70	4
101054	9	1	45	4
101054	10	0	 	 
101054	11	1	10.5	4
101054	12	1	15.5	4
101054	13	0	 	 
101054	15	1	240	4
101054	16	0	 	 
101054	17	0	 	 
101054	18	0	 	 
101054	19	0	 	 
101054	20	0	 	 
101054	21	0	 	 
101054	22	0	 	 
101054	23	0	 	 
101054	24	0	 	 
101054	25	0	 	 
101054	26	0	 	 
101054	27	0	 	 
101054	28	0	 	 
101054	29	0	 	 
101054	30	0	 	 
101054	31	0	 	 
101055	1	1	70	 
101055	2	1	50	 
101055	3	1	170	2
101055	4	1	120	0
101055	5	1	50	 
101055	6	1	50	 
101055	7	1	80	2
101055	8	1	120	0
101055	9	0	 	 
101055	10	1	200	3
101055	11	1	5	4
101055	12	1	150	0
101055	13	0	 	 
101055	15	1	420	1
101055	16	0	 	 
101055	17	0	 	 
101055	18	0	 	 
101055	19	0	 	 
101055	20	0	 	 
101055	21	0	 	 
101055	22	0	 	 
101055	23	0	 	 
101055	24	0	 	 
101055	25	0	 	 
101055	26	0	 	 
101055	27	0	 	 
101055	28	0	 	 
101055	29	0	 	 
101055	30	0	 	 
101055	31	0	 	 
101056	1	 	 	 
101056	2	 	 	 
101056	3	 	 	 
101056	4	 	 	 
101056	5	 	 	 
101056	6	 	 	 
101056	7	 	 	 
101056	8	 	 	 
101056	9	 	 	 
101056	10	 	 	 
101056	11	 	 	 
101056	12	 	 	 
101056	13	 	 	 
101056	15	 	 	 
101056	16	 	 	 
101056	17	 	 	 
101056	18	 	 	 
101056	19	 	 	 
101056	20	 	 	 
101056	21	 	 	 
101056	22	 	 	 
101056	23	 	 	 
101056	24	 	 	 
101056	25	 	 	 
101056	26	 	 	 
101056	27	 	 	 
101056	28	 	 	 
101056	29	 	 	 
101056	30	 	 	 
101056	31	 	 	 
101057	1	0	 	 
101057	2	0	 	 
101057	3	1	1000	2
101057	4	0	 	 
101057	5	1	200	 
101057	6	1	400	 
101057	7	1	300	2
101057	8	0	 	 
101057	9	0	 	 
101057	10	1	500	2
101057	11	1	50	2
101057	12	0	 	 
101057	13	1	90	0
101057	15	1	300	2
101057	16	0	 	 
101057	17	0	 	 
101057	18	1	100	2
101057	19	0	 	 
101057	20	0	 	 
101057	21	0	 	 
101057	22	1	500	1
101057	23	0	 	 
101057	24	0	 	 
101057	25	0	 	 
101057	26	1	9420	1
