CHILDCODE	NONFODR5	BGHTR5	SPYRR5	SPNMR5
61022	19	1	450	1
61022	20	1	100	0
61022	21	0	 	 
61022	22	0	 	 
61022	23	0	 	 
61022	24	0	 	 
61022	25	0	 	 
61022	26	0	 	 
61022	27	0	 	 
61022	28	0	 	 
61022	29	0	 	 
61022	30	0	 	 
61022	31	0	 	 
61023	1	0	 	 
61023	2	0	 	 
61023	3	0	 	 
61023	4	1	100	4
61023	5	1	80	 
61023	6	0	 	 
61023	7	0	 	 
61023	8	1	70	4
61023	9	1	200	4
61023	10	0	 	 
61023	11	0	 	 
61023	12	1	210	4
61023	13	0	 	 
61023	15	1	100	4
61023	16	0	 	 
61023	17	0	 	 
61023	18	0	 	 
61023	19	1	400	4
61023	20	0	 	 
61023	21	0	 	 
61023	22	0	 	 
61023	23	0	 	 
61023	24	0	 	 
61023	25	0	 	 
61023	26	1	1050	0
61023	27	0	 	 
61023	28	0	 	 
61023	29	0	 	 
61023	30	1	500	 
61023	31	0	 	 
61024	1	0	 	 
61024	2	0	 	 
61024	3	0	 	 
61024	4	0	 	 
61024	5	0	 	 
61024	6	1	10	 
61024	7	1	30	4
61024	8	0	 	 
61024	9	0	 	 
61024	10	1	100	4
61024	11	0	 	 
61024	12	1	90	4
61024	13	0	 	 
61024	15	1	70	4
61024	16	0	 	 
61024	17	0	 	 
61024	18	1	10	4
61024	19	1	10	4
61024	20	0	 	 
61024	21	0	 	 
61024	22	0	 	 
61024	23	0	 	 
61024	24	0	 	 
61024	25	0	 	 
61024	26	0	 	 
61024	27	0	 	 
61024	28	0	 	 
61024	29	0	 	 
61024	30	0	 	 
61024	31	0	 	 
61025	1	1	100	 
61025	2	1	200	 
61025	3	1	150	4
61025	4	1	100	0
61025	5	1	30	 
61025	6	1	30	 
61025	7	1	250	4
61025	8	1	150	0
61025	9	1	70	0
61025	10	1	80	4
61025	11	1	3300	4
61025	12	1	100	0
61025	13	0	 	 
61025	15	1	150	2
61025	16	0	 	 
61025	17	0	 	 
61025	18	1	20	1
61025	19	0	 	 
61025	20	1	40	2
61025	21	0	 	 
61025	22	0	 	 
61025	23	0	 	 
61025	24	0	 	 
61025	25	0	 	 
61025	26	1	2000	0
61025	27	0	 	 
61025	28	0	 	 
61025	29	0	 	 
61025	30	0	 	 
61025	31	0	 	 
61026	1	1	200	 
61026	2	1	200	 
61026	3	1	400	2
61026	4	1	200	0
61026	5	1	150	 
61026	6	1	150	 
61026	7	1	300	3
61026	8	1	120	0
61026	9	1	200	0
61026	10	1	400	2
61026	11	0	 	 
61026	12	1	100	2
61026	13	0	 	 
61026	15	1	700	1
61026	16	0	 	 
61026	17	0	 	 
61026	18	1	60	0
61026	19	0	 	 
61026	20	0	 	 
61026	21	1	50	2
61026	22	0	 	 
61026	23	0	 	 
61026	24	0	 	 
61026	25	0	 	 
61026	26	0	 	 
61026	27	0	 	 
61026	28	0	 	 
61026	29	0	 	 
61026	30	1	400	 
61026	31	0	 	 
61027	1	0	 	 
61027	2	1	100	 
61027	3	1	300	1
61027	4	0	 	 
61027	5	0	 	 
61027	6	0	 	 
61027	7	1	240	1
61027	8	0	 	 
61027	9	0	 	 
61027	10	1	45	4
61027	11	1	100	4
61027	12	0	 	 
61027	13	0	 	 
61027	15	1	120	4
61027	16	0	 	 
61027	17	1	80	0
61027	18	1	45	0
61027	19	0	 	 
61027	20	0	 	 
61027	21	0	 	 
61027	22	0	 	 
61027	23	0	 	 
61027	24	0	 	 
61027	25	0	 	 
61027	26	1	300	0
61027	27	0	 	 
61027	28	0	 	 
61027	29	0	 	 
61027	30	0	 	 
61027	31	0	 	 
61028	1	0	 	 
61028	2	1	200	 
61028	3	1	150	0
61028	4	1	250	4
61028	5	0	 	 
61028	6	0	 	 
61028	7	1	100	0
61028	8	1	50	4
61028	9	1	100	4
61028	10	1	100	0
61028	11	0	 	 
61028	12	1	80	3
61028	13	0	 	 
61028	15	1	300	2
61028	16	0	 	 
61028	17	0	 	 
61028	18	1	100	2
61028	19	0	 	 
61028	20	0	 	 
61028	21	0	 	 
61028	22	0	 	 
61028	23	0	 	 
61028	24	0	 	 
61028	25	0	 	 
61028	26	0	 	 
61028	27	0	 	 
61028	28	0	 	 
61028	29	0	 	 
61028	30	0	 	 
61028	31	0	 	 
61029	1	1	30	 
61029	2	1	15	 
61029	3	1	100	1
61029	4	1	50	0
61029	5	1	5	 
61029	6	1	10	 
61029	7	1	30	1
61029	8	1	10	0
61029	9	1	50	0
61029	10	1	180	1
61029	11	0	 	 
61029	12	1	90	1
61029	13	0	 	 
61029	15	1	220	1
61029	16	0	 	 
61029	17	1	101	1
61029	18	1	15	1
61029	19	0	 	 
61029	20	1	40	1
61029	21	0	 	 
61029	22	0	 	 
61029	23	0	 	 
61029	24	0	 	 
61029	25	0	 	 
61029	26	0	 	 
61029	27	0	 	 
61029	28	0	 	 
61029	29	0	 	 
61029	30	0	 	 
61029	31	0	 	 
61031	1	1	200	 
61031	2	1	500	 
61031	3	1	500	4
61031	4	0	 	 
61031	5	1	175	 
61031	6	1	150	 
61031	7	1	200	3
61031	8	1	190	0
61031	9	0	 	 
61031	10	1	300	4
61031	11	1	300	4
61031	12	0	 	 
61031	13	0	 	 
61031	15	1	500	4
61031	16	0	 	 
61031	17	0	 	 
61031	18	1	500	1
61031	19	1	70	2
61031	20	0	 	 
61031	21	1	30	1
61031	22	1	600	1
61031	23	0	 	 
61031	24	0	 	 
61031	25	0	 	 
61031	26	0	 	 
61031	27	0	 	 
61031	28	0	 	 
61031	29	0	 	 
61031	30	0	 	 
61031	31	0	 	 
61032	1	1	40	 
61032	2	1	250	 
61032	3	1	100	1
61032	4	1	120	0
61032	5	1	200	 
61032	6	1	320	 
61032	7	1	160	1
61032	8	1	130	0
61032	9	1	300	0
61032	10	1	160	1
61032	11	0	 	 
61032	12	1	150	1
61032	13	0	 	 
61032	15	1	1000	1
61032	16	0	 	 
61032	17	0	 	 
61032	18	1	50	1
61032	19	1	15	1
61032	20	1	200	1
61032	21	0	 	 
61032	22	0	 	 
61032	23	0	 	 
61032	24	0	 	 
61032	25	0	 	 
61032	26	1	900	0
61032	27	0	 	 
61032	28	0	 	 
61032	29	1	850	0
61032	30	0	 	 
61032	31	0	 	 
61033	1	1	500	 
61033	2	1	120	 
61033	3	1	1000	1
61033	4	1	500	0
61033	5	1	500	 
61033	6	1	100	 
61033	7	1	300	1
61033	8	1	300	0
61033	9	1	1000	0
61033	10	1	700	3
61033	11	1	300	1
61033	12	1	20	1
61033	13	0	 	 
61033	15	1	1000	0
61033	16	0	 	 
61033	17	1	3000	0
61033	18	1	100	1
61033	19	1	200	1
61033	20	1	1000	1
61033	21	0	 	 
61033	22	0	 	 
61033	23	1	1300	0
61033	24	0	 	 
61033	25	1	3800	0
61033	26	0	 	 
61033	27	0	 	 
61033	28	0	 	 
61033	29	1	1600	0
61033	30	0	 	 
61033	31	0	 	 
61034	1	1	100	 
61034	2	1	100	 
61034	3	1	100	4
61034	4	0	 	 
61034	5	1	130	 
61034	6	1	100	 
61034	7	1	120	4
61034	8	0	 	 
61034	9	0	 	 
61034	10	1	120	4
61034	11	0	 	 
61034	12	1	50	4
61034	13	0	 	 
61034	15	1	110	4
61034	16	0	 	 
61034	17	0	 	 
61034	18	0	 	 
61034	19	0	 	 
61034	20	0	 	 
61034	21	1	30	2
61034	22	0	 	 
61034	23	0	 	 
61034	24	0	 	 
61034	25	0	 	 
61034	26	0	 	 
61034	27	0	 	 
61034	28	0	 	 
61034	29	0	 	 
61034	30	0	 	 
61034	31	0	 	 
61035	1	0	 	 
61035	2	0	 	 
61035	3	0	 	 
61035	4	0	 	 
61035	5	0	 	 
61035	6	0	 	 
61035	7	0	 	 
61035	8	1	75	4
61035	9	1	50	4
61035	10	0	 	 
61035	11	0	 	 
61035	12	1	220	4
61035	13	0	 	 
61035	15	0	 	 
61035	16	0	 	 
61035	17	0	 	 
61035	18	0	 	 
61035	19	0	 	 
61035	20	0	 	 
61035	21	0	 	 
61035	22	0	 	 
61035	23	0	 	 
61035	24	0	 	 
61035	25	0	 	 
61035	26	0	 	 
61035	27	0	 	 
61035	28	0	 	 
61035	29	0	 	 
61035	30	0	 	 
61035	31	0	 	 
61036	1	1	200	 
61036	2	1	200	 
61036	3	0	 	 
61036	4	1	400	2
61036	5	1	100	 
61036	6	1	100	 
61036	7	0	 	 
61036	8	1	200	2
61036	9	1	500	2
61036	10	0	 	 
61036	11	0	 	 
61036	12	1	300	2
61036	13	0	 	 
61036	15	1	300	2
61036	16	0	 	 
61036	17	0	 	 
61036	18	1	300	1
61036	19	1	720	1
61036	20	1	60	0
61036	21	1	200	0
61036	22	0	 	 
61036	23	0	 	 
61036	24	0	 	 
61036	25	1	3000	1
61036	26	0	 	 
61036	27	0	 	 
61036	28	0	 	 
61036	29	0	 	 
61036	30	0	 	 
61036	31	0	 	 
61037	1	1	500	 
61037	2	1	300	 
61037	3	1	1200	1
61037	4	0	 	 
61037	5	1	600	 
61037	6	1	400	 
61037	7	1	500	2
61037	8	0	 	 
61037	9	0	 	 
61037	10	1	500	1
61037	11	1	300	1
61037	12	1	300	1
61037	13	0	 	 
61037	15	1	600	1
61037	16	0	 	 
61037	17	0	 	 
61037	18	0	 	 
61037	19	0	 	 
61037	20	0	 	 
61037	21	1	100	1
61037	22	0	 	 
61037	23	0	 	 
61037	24	0	 	 
61037	25	1	100	0
61037	26	0	 	 
61037	27	0	 	 
61037	28	0	 	 
61037	29	0	 	 
61037	30	1	800	 
61037	31	1	1200	 
61038	1	0	 	 
61038	2	1	130	 
61038	3	1	150	4
61038	4	1	180	0
61038	5	0	 	 
61038	6	1	140	 
61038	7	1	100	4
61038	8	1	100	0
61038	9	1	70	0
61038	10	1	80	4
61038	11	0	 	 
61038	12	1	80	2
61038	13	0	 	 
61038	15	1	500	2
61038	16	0	 	 
61038	17	0	 	 
61038	18	1	20	1
61038	19	0	 	 
61038	20	1	200	1
61038	21	0	 	 
61038	22	0	 	 
61038	23	0	 	 
61038	24	0	 	 
61038	25	0	 	 
61038	26	0	 	 
61038	27	0	 	 
61038	28	0	 	 
61038	29	0	 	 
61038	30	0	 	 
61038	31	0	 	 
61039	1	0	 	 
61039	2	0	 	 
61039	3	0	 	 
61039	4	0	 	 
61039	5	0	 	 
61039	6	0	 	 
61039	7	0	 	 
61039	8	0	 	 
61039	9	0	 	 
61039	10	0	 	 
61039	11	0	 	 
61039	12	1	150	3
61039	13	0	 	 
61039	15	1	180	1
61039	16	0	 	 
61039	17	0	 	 
61039	18	1	250	1
61039	19	0	 	 
61039	20	0	 	 
61039	21	0	 	 
61039	22	0	 	 
61039	23	0	 	 
61039	24	0	 	 
61039	25	0	 	 
61039	26	0	 	 
61039	27	0	 	 
61039	28	0	 	 
61039	29	0	 	 
61039	30	0	 	 
61039	31	0	 	 
61040	1	1	1000	 
61040	2	1	1500	 
61040	3	1	2000	4
61040	4	1	1000	0
61040	5	1	500	 
61040	6	1	500	 
61040	7	1	500	4
61040	8	1	800	0
61040	9	0	 	 
61040	10	1	200	4
61040	11	0	 	 
61040	12	1	100	4
61040	13	0	 	 
61040	15	1	200	3
61040	16	0	 	 
61040	17	0	 	 
61040	18	1	100	1
61040	19	1	500	1
61040	20	1	500	1
61040	21	1	200	1
61040	22	1	1000	1
61040	23	0	 	 
61040	24	0	 	 
61040	25	0	 	 
61040	26	1	6300	0
61040	27	0	 	 
61040	28	0	 	 
61040	29	1	3000	0
61040	30	0	 	 
61040	31	0	 	 
61041	1	1	600	 
61041	2	1	200	 
61041	3	1	500	4
61041	4	1	200	0
61041	5	1	15	 
61041	6	1	200	 
61041	7	1	200	4
61041	8	1	200	0
61041	9	1	100	0
61041	10	1	100	4
61041	11	0	 	 
61041	12	1	700	2
61041	13	1	240	4
61041	15	1	450	2
61041	16	1	1500	2
61041	17	0	 	 
61041	18	1	150	1
61041	19	0	 	 
61041	20	1	100	1
61041	21	0	 	 
61041	22	0	 	 
61041	23	0	 	 
61041	24	0	 	 
61041	25	0	 	 
61041	26	1	7700	0
61041	27	0	 	 
61041	28	0	 	 
61041	29	1	4500	0
61041	30	0	 	 
61041	31	0	 	 
61043	1	0	 	 
61043	2	0	 	 
61043	3	1	100	0
61043	4	1	100	1
61043	5	0	 	 
61043	6	0	 	 
61043	7	0	 	 
61043	8	0	 	 
61043	9	0	 	 
61043	10	0	 	 
61043	11	0	 	 
61043	12	1	100	1
61043	13	0	 	 
61043	15	1	250	1
61043	16	0	 	 
61043	17	0	 	 
61043	18	0	 	 
61043	19	0	 	 
61043	20	0	 	 
61043	21	0	 	 
61043	22	0	 	 
61043	23	0	 	 
61043	24	0	 	 
61043	25	0	 	 
61043	26	0	 	 
61043	27	0	 	 
61043	28	0	 	 
61043	29	0	 	 
61043	30	0	 	 
61043	31	0	 	 
61044	1	1	0	 
61044	2	1	0	 
61044	3	1	0	 
61044	4	1	150	0
61044	5	0	 	 
61044	6	0	 	 
61044	7	0	 	 
61044	8	0	 	 
61044	9	1	75	0
61044	10	1	25	4
61044	11	0	 	 
61044	12	1	160	2
61044	13	0	 	 
61044	15	1	578	1
61044	16	0	 	 
61044	17	0	 	 
61044	18	0	 	 
61044	19	0	 	 
61044	20	0	 	 
61044	21	0	 	 
61044	22	0	 	 
61044	23	0	 	 
61044	24	0	 	 
61044	25	0	 	 
61044	26	1	296	0
61044	27	0	 	 
61044	28	0	 	 
61044	29	0	 	 
61044	30	0	 	 
61044	31	0	 	 
61045	1	1	500	 
61045	2	1	400	 
61045	3	1	300	4
61045	4	1	400	0
61045	5	1	150	 
61045	6	1	100	 
61045	7	1	200	4
61045	8	1	60	0
61045	9	1	300	0
61045	10	1	250	4
61045	11	0	 	 
61045	12	1	280	1
61045	13	1	160	0
61045	15	1	150	1
61045	16	0	 	 
61045	17	1	370	0
61045	18	1	50	1
61045	19	1	50	1
61045	20	1	200	1
61045	21	1	150	2
61045	22	1	400	0
61045	23	1	1570	0
61045	24	0	 	 
61045	25	1	1300	0
61045	26	1	1085	0
61045	27	0	 	 
61045	28	0	 	 
61045	29	0	 	 
61045	30	0	 	 
61045	31	0	 	 
61046	1	1	500	 
61046	2	1	200	 
61046	3	1	600	2
61046	4	0	 	 
61046	5	1	300	 
61046	6	1	200	 
61046	7	1	600	1
61046	8	0	 	 
61046	9	0	 	 
61046	10	1	300	2
61046	11	1	300	3
61046	12	1	350	3
61046	13	0	 	 
61046	15	1	1000	1
61046	16	1	1500	2
61046	17	1	500	1
61046	18	1	2500	1
61046	19	1	100	1
61046	20	0	 	 
61046	21	0	 	 
61046	22	1	500	1
61046	23	0	 	 
61046	24	0	 	 
61046	25	0	 	 
61046	26	1	22000	0
61046	27	0	 	 
61046	28	0	 	 
61046	29	1	2500	0
61046	30	0	 	 
61046	31	0	 	 
61047	1	0	 	 
61047	2	0	 	 
61047	3	0	 	 
61047	4	1	1000	4
61047	5	1	500	 
61047	6	0	 	 
61047	7	0	 	 
61047	8	1	250	4
61047	9	1	150	4
61047	10	0	 	 
61047	11	0	 	 
61047	12	1	80	4
61047	13	0	 	 
61047	15	1	200	4
61047	16	0	 	 
61047	17	1	3000	4
61047	18	0	 	 
61047	19	1	800	4
61047	20	0	 	 
61047	21	0	 	 
61047	22	0	 	 
61047	23	0	 	 
61047	24	0	 	 
61047	25	0	 	 
61047	26	0	 	 
61047	27	0	 	 
61047	28	0	 	 
61047	29	0	 	 
61047	30	1	2000	 
61047	31	0	 	 
61048	1	1	300	 
61048	2	1	800	 
61048	3	0	 	 
61048	4	1	400	2
61048	5	1	200	 
61048	6	1	350	 
61048	7	0	 	 
61048	8	1	400	2
61048	9	1	500	2
61048	10	0	 	 
61048	11	1	330	1
61048	12	1	60	2
61048	13	0	 	 
61048	15	1	500	1
61048	16	0	 	 
61048	17	1	120	0
61048	18	1	200	1
61048	19	1	100	1
61048	20	1	100	0
61048	21	0	 	 
61048	22	1	3000	0
61048	23	1	2160	0
61048	24	0	 	 
61048	25	0	 	 
61048	26	1	39600	0
61048	27	0	 	 
61048	28	0	 	 
61048	29	0	 	 
61048	30	0	 	 
61048	31	0	 	 
61049	1	1	500	 
61049	2	0	 	 
61049	3	1	600	2
61049	4	0	 	 
61049	5	1	300	 
61049	6	0	 	 
61049	7	1	300	2
61049	8	0	 	 
61049	9	0	 	 
61049	10	1	400	2
61049	11	0	 	 
61049	12	1	160	2
61049	13	0	 	 
61049	15	1	400	3
61049	16	0	 	 
61049	17	1	800	3
61049	18	1	700	3
61049	19	0	 	 
61049	20	0	 	 
61049	21	1	100	3
61049	22	0	 	 
61049	23	0	 	 
61049	24	0	 	 
61049	25	0	 	 
61049	26	1	1168	4
61049	27	0	 	 
61049	28	0	 	 
61049	29	1	180	2
61049	30	0	 	 
61049	31	0	 	 
61050	1	0	 	 
61050	2	0	 	 
61050	3	0	 	 
61050	4	0	 	 
61050	5	0	 	 
61050	6	0	 	 
61050	7	1	120	4
61050	8	1	120	2
61050	9	1	180	0
61050	10	1	60	4
61050	11	0	 	 
61050	12	1	100	1
61050	13	0	 	 
61050	15	1	200	2
61050	16	0	 	 
61050	17	0	 	 
61050	18	0	 	 
61050	19	0	 	 
61050	20	0	 	 
61050	21	0	 	 
61050	22	0	 	 
61050	23	0	 	 
61050	24	0	 	 
61050	25	0	 	 
61050	26	0	 	 
61050	27	0	 	 
61050	28	0	 	 
61050	29	1	50	4
61050	30	1	300	 
61050	31	1	300	 
61051	1	0	 	 
61051	2	1	100	 
61051	3	1	200	0
61051	4	1	200	2
61051	5	1	100	 
61051	6	0	 	 
61051	7	1	200	0
61051	8	1	200	1
61051	9	0	 	 
61051	10	0	 	 
61051	11	0	 	 
61051	12	1	150	1
61051	13	0	 	 
61051	15	1	500	1
61051	16	0	 	 
61051	17	1	140	0
61051	18	1	1000	0
61051	19	0	 	 
61051	20	0	 	 
61051	21	0	 	 
61051	22	1	800	1
61051	23	0	 	 
61051	24	0	 	 
61051	25	0	 	 
61051	26	1	70000	0
61051	27	0	 	 
61051	28	0	 	 
61051	29	0	 	 
61051	30	0	 	 
61051	31	0	 	 
61052	1	1	800	 
61052	2	1	300	 
61052	3	0	 	 
61052	4	1	200	0
61052	5	1	300	 
61052	6	0	 	 
61052	7	0	 	 
61052	8	1	200	4
61052	9	1	370	0
61052	10	0	 	 
61052	11	0	 	 
61052	12	1	80	4
61052	13	0	 	 
61052	15	1	250	3
61052	16	0	 	 
61052	17	0	 	 
61052	18	1	50	0
61052	19	0	 	 
61052	20	0	 	 
61052	21	0	 	 
61052	22	0	 	 
61052	23	0	 	 
61052	24	0	 	 
61052	25	0	 	 
61052	26	1	10800	0
61052	27	0	 	 
61052	28	0	 	 
61052	29	1	4200	0
61052	30	0	 	 
61052	31	0	 	 
61053	1	1	500	 
61053	2	1	500	 
61053	3	1	600	0
61053	4	1	600	4
61053	5	1	200	 
61053	6	1	300	 
61053	7	1	300	0
61053	8	1	300	4
61053	9	0	 	 
61053	10	1	165	0
61053	11	1	3190	1
61053	12	0	 	 
61053	13	0	 	 
61053	15	1	1100	1
61053	16	0	 	 
61053	17	0	 	 
61053	18	1	150	0
61053	19	1	500	2
61053	20	1	300	1
61053	21	1	200	0
61053	22	1	70	0
61053	23	0	 	 
61053	24	0	 	 
61053	25	0	 	 
61053	26	1	7680	0
61053	27	0	 	 
61053	28	0	 	 
61053	29	0	 	 
61053	30	0	 	 
61053	31	0	 	 
61054	1	1	200	 
61054	2	1	200	 
61054	3	1	300	4
61054	4	0	 	 
61054	5	1	40	 
61054	6	1	50	 
61054	7	1	140	4
61054	8	0	 	 
61054	9	0	 	 
61054	10	1	300	4
61054	11	0	 	 
61054	12	1	60	4
61054	13	0	 	 
61054	15	1	100	4
61054	16	0	 	 
61054	17	0	 	 
61054	18	1	60	1
61054	19	0	 	 
61054	20	0	 	 
61054	21	0	 	 
61054	22	0	 	 
61054	23	0	 	 
61054	24	0	 	 
61054	25	0	 	 
61054	26	1	1324	0
61054	27	0	 	 
61054	28	0	 	 
61054	29	0	 	 
61054	30	0	 	 
61054	31	0	 	 
61056	1	1	70	 
61056	2	1	60	 
61056	3	1	160	3
61056	4	1	120	0
61056	5	1	145	 
61056	6	1	90	 
61056	7	1	95	3
61056	8	1	60	0
61056	9	1	150	0
61056	10	1	200	3
61056	11	0	 	 
61056	12	1	80	1
61056	13	0	 	 
61056	15	1	450	1
61056	16	0	 	 
61056	17	0	 	 
61056	18	1	40	1
61056	19	0	 	 
61056	20	0	 	 
61056	21	0	 	 
61056	22	0	 	 
61056	23	0	 	 
61056	24	0	 	 
61056	25	0	 	 
61056	26	0	 	 
61056	27	0	 	 
61056	28	0	 	 
61056	29	0	 	 
61056	30	0	 	 
61056	31	0	 	 
61057	1	1	300	 
61057	2	0	 	 
61057	3	0	 	 
61057	4	1	300	3
61057	5	1	80	 
61057	6	0	 	 
61057	7	0	 	 
61057	8	1	250	4
61057	9	1	100	4
61057	10	0	 	 
61057	11	0	 	 
61057	12	1	20	4
61057	13	1	12	4
61057	15	1	150	4
61057	16	0	 	 
61057	17	0	 	 
61057	18	1	2000	2
61057	19	1	80	4
61057	20	1	400	4
61057	21	0	 	 
61057	22	1	50	4
61057	23	0	 	 
61057	24	0	 	 
61057	25	1	500	0
61057	26	1	1400	0
61057	27	0	 	 
61057	28	0	 	 
61057	29	0	 	 
61057	30	0	 	 
61057	31	0	 	 
61059	1	0	 	 
61059	2	1	200	 
61059	3	0	 	 
61059	4	1	80	4
61059	5	0	 	 
61059	6	0	 	 
61059	7	1	50	0
61059	8	1	50	4
61059	9	1	85	4
61059	10	1	40	0
61059	11	0	 	 
61059	12	1	210	3
61059	13	0	 	 
61059	15	1	150	2
61059	16	0	 	 
61059	17	0	 	 
61059	18	0	 	 
61059	19	0	 	 
61059	20	0	 	 
61059	21	0	 	 
61059	22	1	2500	1
61059	23	0	 	 
61059	24	0	 	 
61059	25	0	 	 
61059	26	1	330	0
61059	27	0	 	 
61059	28	0	 	 
61059	29	0	 	 
61059	30	0	 	 
61059	31	0	 	 
61060	1	0	 	 
61060	2	0	 	 
61060	3	1	200	2
61060	4	0	 	 
61060	5	1	100	 
61060	6	1	50	 
61060	7	1	100	2
61060	8	0	 	 
61060	9	0	 	 
61060	10	1	150	2
61060	11	0	 	 
61060	12	1	450	3
61060	13	0	 	 
61060	15	1	170	3
61060	16	0	 	 
61060	17	0	 	 
61060	18	0	 	 
61060	19	0	 	 
61060	20	1	2000	4
61060	21	0	 	 
61060	22	0	 	 
61060	23	0	 	 
61060	24	0	 	 
61060	25	0	 	 
61060	26	0	 	 
61060	27	0	 	 
61060	28	0	 	 
61060	29	0	 	 
61060	30	1	300	 
61060	31	0	 	 
61061	1	1	700	 
61061	2	1	700	 
61061	3	1	600	4
61061	4	1	600	0
61061	5	1	600	 
61061	6	1	500	 
61061	7	1	500	4
61061	8	1	200	0
61061	9	1	300	0
61061	10	1	300	4
61061	11	0	 	 
61061	12	1	285	2
61061	13	0	 	 
61061	15	1	400	2
61061	16	0	 	 
61061	17	0	 	 
61061	18	0	 	 
61061	19	1	600	1
61061	20	1	300	2
61061	21	1	200	1
61061	22	0	 	 
61061	23	1	468	0
61061	24	1	3000	0
61061	25	1	5000	0
61061	26	0	 	 
61061	27	0	 	 
61061	28	0	 	 
61061	29	0	 	 
61061	30	0	 	 
61061	31	0	 	 
61062	1	1	200	 
61062	2	1	100	 
61062	3	1	300	4
61062	4	0	 	 
61062	5	0	 	 
61062	6	0	 	 
61062	7	1	200	4
61062	8	0	 	 
61062	9	0	 	 
61062	10	1	120	0
61062	11	0	 	 
61062	12	1	160	4
61062	13	0	 	 
61062	15	1	150	4
61062	16	0	 	 
61062	17	1	2000	0
61062	18	1	50	1
61062	19	1	50	4
61062	20	0	 	 
61062	21	0	 	 
61062	22	0	 	 
61062	23	0	 	 
61062	24	0	 	 
61062	25	0	 	 
61062	26	0	 	 
61062	27	0	 	 
61062	28	0	 	 
61062	29	0	 	 
61062	30	0	 	 
61062	31	0	 	 
61063	1	1	50	 
61063	2	1	50	 
61063	3	1	60	4
61063	4	1	150	0
61063	5	1	40	 
61063	6	1	45	 
61063	7	1	105	4
61063	8	1	150	0
61063	9	0	 	 
61063	10	1	150	4
61063	11	0	 	 
61063	12	1	110	4
61063	13	0	 	 
61063	15	1	120	4
61063	16	0	 	 
61063	17	1	120	4
61063	18	1	60	4
61063	19	0	 	 
61063	20	1	30	0
61063	21	0	 	 
61063	22	1	60	4
61063	23	0	 	 
61063	24	0	 	 
61063	25	0	 	 
61063	26	0	 	 
61063	27	0	 	 
61063	28	0	 	 
61063	29	0	 	 
61063	30	0	 	 
61063	31	0	 	 
61064	1	1	200	 
61064	2	1	30	 
61064	3	1	120	4
61064	4	0	 	 
61064	5	1	40	 
61064	6	1	35	 
61064	7	1	100	4
61064	8	0	 	 
61064	9	0	 	 
61064	10	1	45	4
61064	11	0	 	 
61064	12	1	190	4
61064	13	0	 	 
61064	15	1	20	4
61064	16	0	 	 
61064	17	0	 	 
61064	18	1	65	4
61064	19	0	 	 
61064	20	1	30	4
61064	21	0	 	 
61064	22	0	 	 
61064	23	0	 	 
61064	24	0	 	 
61064	25	0	 	 
61064	26	1	158	0
61064	27	0	 	 
61064	28	0	 	 
61064	29	0	 	 
61064	30	0	 	 
61064	31	0	 	 
61065	1	0	 	 
61065	2	0	 	 
61065	3	0	 	 
61065	4	0	 	 
61065	5	0	 	 
61065	6	0	 	 
61065	7	0	 	 
61065	8	0	 	 
61065	9	0	 	 
61065	10	0	 	 
61065	11	0	 	 
61065	12	1	186	1
61065	13	0	 	 
61065	15	0	 	 
61065	16	0	 	 
61065	17	0	 	 
61065	18	0	 	 
61065	19	0	 	 
61065	20	0	 	 
61065	21	0	 	 
61065	22	0	 	 
61065	23	0	 	 
61065	24	0	 	 
61065	25	0	 	 
61065	26	0	 	 
61065	27	0	 	 
61065	28	0	 	 
61065	29	1	1800	0
61065	30	0	 	 
61065	31	0	 	 
61066	1	1	500	 
61066	2	1	300	 
61066	3	0	 	 
61066	4	1	500	2
61066	5	1	450	 
61066	6	1	40	 
61066	7	0	 	 
61066	8	1	200	3
61066	9	1	270	3
61066	10	0	 	 
61066	11	1	250	4
61066	12	1	150	0
61066	13	0	 	 
61066	15	1	1000	2
61066	16	0	 	 
61066	17	1	200	4
61066	18	1	200	3
61066	19	1	50	2
61066	20	1	500	2
61066	21	0	 	 
61066	22	1	200	2
61066	23	0	 	 
61066	24	0	 	 
61066	25	0	 	 
61066	26	1	3000	0
61066	27	0	 	 
61066	28	0	 	 
61066	29	1	2600	4
61066	30	0	 	 
61066	31	0	 	 
61067	1	1	300	 
61067	2	1	250	 
61067	3	1	500	4
61067	4	0	 	 
61067	5	1	75	 
61067	6	1	70	 
61067	7	1	120	4
61067	8	0	 	 
61067	9	0	 	 
61067	10	1	70	4
61067	11	0	 	 
61067	12	1	20	3
61067	13	0	 	 
61067	15	1	300	4
61067	16	0	 	 
61067	17	0	 	 
61067	18	1	100	1
61067	19	0	 	 
61067	20	0	 	 
61067	21	0	 	 
61067	22	1	80	1
61067	23	0	 	 
61067	24	0	 	 
61067	25	0	 	 
61067	26	0	 	 
61067	27	0	 	 
61067	28	0	 	 
61067	29	0	 	 
61067	30	0	 	 
61067	31	0	 	 
61068	1	1	2000	 
61068	2	1	3000	 
61068	3	1	1000	0
61068	4	1	1500	4
61068	5	1	300	 
61068	6	1	250	 
61068	7	1	150	0
61068	8	1	220	4
61068	9	1	150	4
61068	10	0	 	 
61068	11	1	2550	4
61068	12	0	 	 
61068	13	1	900	4
61068	15	1	1200	4
61068	16	0	 	 
61068	17	1	100	1
61068	18	1	300	1
61068	19	0	 	 
61068	20	0	 	 
61068	21	0	 	 
