CHILDCODE	DINT	PRIDRSR5	HHSIZE	HEADID	RESPOND	HEADLANG	CARELANG	CHLDLANG	PECLOC5	PECODPT5	PECODISTR5	PECODIS5	ANTHRHSE5	ANTHRADD5	PECODIS15	PEMUDANZ5	PEUBIC5	PHONE5	PEHPOST5	PEDCVIV5	PEDPAGT5	PEDPOC5	PEDPPA5	CHLDDNI5	TIENDNI5	DOCDNI5	ADDSAME5	CLUSTID5	YLCOMM5	PLACEID5	LINKCMM5	PLACENR5	LONGCOMM5	TRNSCOMM5	MINIADM5	PEMINIID5	TYPESITE5	PEMUDR45
38008	23/07/2016	0	3	16	0	31	31	31	 	15	 	 	0	 	 	 	 	1	1	0	1	0	0	88	 	 	1	 	0	 	0	 	 	 	1	PE87MC43	1	1
38010	21/09/2016	1	3	1	1	31	31	32	 	20	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	3	1	 	1	PE03C08	0	 	 	 	0	 	1	0
38011	20/09/2016	2	4	1	2	31	31	31	 	20	 	 	1	1	 	 	4	1	1	1	1	0	0	1	0	 	1	 	1	PE03C08	0	 	 	 	0	 	1	0
38014	07/10/2016	0	3	3	0	31	31	31	 	20	 	 	0	 	 	 	3	1	1	1	0	0	0	1	0	 	0	 	0	 	0	 	 	 	1	PE84MC54	1	88
38015	23/09/2016	2	6	3	2	31	31	31	 	20	 	 	1	1	 	 	 	1	1	0	1	0	0	1	1	1	1	 	1	PE03C08	0	 	 	 	0	 	1	0
38016	21/09/2016	2	3	2	2	31	31	31	 	20	 	 	1	1	 	 	3	1	1	1	0	0	0	1	1	3	1	 	1	PE03C08	0	 	 	 	0	 	1	88
38017	05/10/2016	0	3	13	0	31	31	31	 	20	 	 	0	 	 	 	 	1	1	0	1	0	0	1	1	1	1	 	0	 	0	 	 	 	1	PE84MC03	1	0
38019	04/10/2016	0	2	9	0	31	31	31	 	20	 	 	0	 	 	 	 	1	1	0	1	0	0	1	1	3	1	 	1	PE80C30	0	 	 	 	0	 	1	0
38020	25/09/2016	18	3	18	18	31	31	31	 	20	 	 	0	 	 	 	1	1	0	 	 	 	 	88	 	 	0	 	1	PE03C12	0	 	 	 	0	 	2	0
38021	22/01/2017	0	1	0	0	31	31	31	 	15	 	 	0	 	 	 	5	1	1	0	0	0	0	1	1	1	0	 	0	 	0	 	 	 	1	PE87MC38	1	1
38022	25/09/2016	2	5	1	2	31	31	31	 	20	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	3	1	 	1	PE03C08	0	 	 	 	0	 	2	0
38023	23/09/2016	2	3	1	2	31	31	31	 	20	 	 	2	1	 	 	4	1	0	 	 	 	 	1	1	3	1	 	1	PE03C08	0	 	 	 	0	 	1	0
38024	17/07/2016	0	2	3	0	31	31	31	 	15	 	 	0	 	 	 	 	1	1	0	1	0	0	0	 	 	1	 	0	 	0	 	 	 	1	PE83MC86	1	0
38025	05/10/2016	3	4	0	3	31	31	31	 	20	 	 	1	1	 	 	 	1	1	0	1	0	0	1	1	3	1	 	1	PE03C08	0	 	 	 	0	 	1	0
48001	10/01/2017	0	3	9	0	31	31	31	 	8	 	 	0	 	 	 	5	1	1	0	1	0	0	1	1	3	0	 	0	 	0	 	 	 	1	PE86MC61	1	1
48002	26/10/2016	0	3	7	0	31	31	31	 	1	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	0	 	0	 	 	 	1	PE82MC05	1	1
48003	22/10/2016	7	9	6	7	31	31	32	 	1	 	 	0	 	 	 	 	1	1	0	1	0	0	88	 	 	1	 	0	 	0	 	 	 	1	PE04MC06	2	0
48004	26/10/2016	0	1	0	0	31	31	31	 	1	 	 	0	 	 	 	3	1	1	0	1	0	0	1	1	1	0	 	1	PE80C02	0	 	 	 	0	 	1	1
48005	24/07/2016	0	1	0	0	31	31	31	 	15	 	 	0	 	 	 	 	1	1	0	1	0	0	1	1	3	1	 	0	 	0	 	 	 	1	PE84MC42	1	0
48006	15/10/2016	2	5	2	1	31	31	31	 	1	 	 	0	 	 	 	 	1	1	1	0	0	0	88	 	 	1	 	1	PE80C02	0	 	 	 	0	 	1	0
48007	20/10/2016	2	5	2	2	31	31	31	 	1	 	 	0	 	 	 	 	1	1	1	0	0	0	0	 	 	1	 	1	PE04C05	0	 	 	 	0	 	2	0
48008	07/11/2016	0	2	5	0	31	31	31	 	22	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	3	1	 	0	 	0	 	 	 	1	PE81MC60	1	1
48009	20/10/2016	0	4	1	0	31	31	31	 	1	 	 	0	 	 	 	 	1	1	0	1	0	0	1	1	3	1	 	1	PE04C04	0	 	 	 	0	 	2	0
48010	20/10/2016	2	3	1	2	31	31	31	 	1	 	 	2	1	 	 	2	1	1	1	0	0	0	1	1	3	1	 	1	PE04C04	0	 	 	 	0	 	2	0
48011	06/11/2016	2	5	1	1	31	31	31	 	22	 	 	0	 	 	 	5	1	0	 	 	 	 	1	1	1	0	 	0	 	1	PE80C23	20	4	0	 	1	1
48013	14/11/2016	2	4	1	2	31	31	31	 	22	 	 	0	 	 	 	 	1	1	1	0	0	0	88	 	 	1	 	1	PE80C25	0	 	 	 	0	 	1	0
48014	27/10/2016	0	3	16	0	31	31	31	 	1	 	 	2	1	 	 	5	1	0	 	 	 	 	1	1	1	0	 	0	 	0	 	 	 	1	PE04MC04	2	1
48015	18/12/2016	0	3	0	0	31	31	31	 	15	 	 	0	 	 	 	 	1	1	1	1	1	0	1	1	1	0	 	0	 	0	 	 	 	1	PE87MC53	1	1
48016	17/10/2016	1	5	1	1	31	31	31	 	1	 	 	0	 	 	 	3	0	0	 	 	 	 	1	1	3	0	 	1	PE04C03	0	 	 	 	0	 	1	0
48017	19/10/2016	2	3	2	2	31	31	31	 	1	 	 	2	1	 	 	 	1	0	 	 	 	 	1	1	3	1	 	1	PE04C03	0	 	 	 	0	 	1	0
48018	17/07/2016	0	4	20	0	31	31	32	 	15	 	 	0	 	 	 	1	1	0	 	 	 	 	88	 	 	0	 	0	 	0	 	 	 	1	PE83MC84	1	1
48019	08/11/2016	2	8	1	2	31	31	31	 	22	 	 	0	 	 	 	 	1	1	1	0	0	0	88	 	 	1	 	1	PE80C23	0	 	 	 	0	 	1	0
48020	25/10/2016	0	3	1	8	31	31	31	 	1	 	 	0	 	 	 	3	1	1	0	1	0	0	1	1	1	0	 	1	PE80C02	0	 	 	 	0	 	1	1
48021	15/10/2016	0	3	0	0	31	31	31	 	1	 	 	0	 	 	 	 	1	0	 	 	 	 	88	 	 	0	 	1	PE80C02	0	 	 	 	0	 	1	1
48022	07/11/2016	0	6	9	0	31	31	31	 	25	 	 	0	 	 	 	4	1	1	0	1	0	0	1	1	1	0	 	0	 	0	 	 	 	1	PE85MC27	1	1
48023	22/10/2016	0	3	24	0	31	31	31	 	1	 	 	0	 	 	 	2	1	1	1	0	0	0	88	 	 	0	 	0	 	0	 	 	 	1	PE84MC20	2	1
48024	17/10/2016	0	4	0	0	31	31	31	 	1	 	 	1	1	 	 	3	1	1	0	1	0	0	1	1	3	0	 	0	 	1	PE80C02	20	1	0	 	1	1
48025	21/07/2016	0	3	12	0	31	31	31	 	15	 	 	0	 	 	 	 	1	1	0	1	0	0	1	1	3	1	 	0	 	0	 	 	 	1	PE87MC57	1	1
48026	17/07/2016	0	3	1	0	31	31	31	 	15	 	 	0	 	 	 	 	1	1	1	1	0	0	1	1	3	1	 	0	 	0	 	 	 	1	PE87MC31	1	1
58002	08/11/2016	0	1	0	0	31	31	31	 	72	 	 	1	1	 	 	1	1	0	 	 	 	 	1	1	3	0	 	0	 	0	 	 	 	0	 	1	1
58003	21/08/2016	1	4	1	1	31	31	31	 	6	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	0	 	0	 	 	 	1	PE82MC37	2	0
58004	16/07/2016	0	2	0	0	31	31	31	 	15	 	 	0	 	 	 	2	1	1	1	1	0	0	1	1	3	0	 	0	 	0	 	 	 	1	PE87MC36	1	1
58007	06/11/2016	23	4	2	2	31	31	31	 	22	 	 	2	1	 	 	5	1	1	0	1	0	0	1	1	1	0	 	0	 	0	 	 	 	1	PE85MC29	2	1
58008	06/11/2016	2	5	1	2	31	31	31	 	22	 	 	2	1	 	 	2	1	1	1	1	0	0	0	 	 	1	 	1	PE05C07	0	 	 	 	0	 	2	0
58011	25/07/2016	0	1	0	0	31	31	31	 	15	 	 	0	 	 	 	 	1	1	1	1	1	0	0	 	 	1	 	0	 	0	 	 	 	1	PE87MC63	1	1
58012	07/11/2016	2	4	1	2	31	31	31	 	22	 	 	0	 	 	 	 	1	1	0	1	0	0	1	1	1	1	 	1	PE05C08	0	 	 	 	0	 	2	0
58013	09/11/2016	2	6	1	2	31	31	31	 	22	 	 	0	 	 	 	 	1	1	0	1	0	0	1	1	1	1	 	1	PE05C08	0	 	 	 	0	 	2	0
58014	29/11/2016	0	1	0	0	31	31	31	 	22	 	 	2	1	 	 	4	1	1	1	1	0	0	0	 	 	1	 	0	 	0	 	 	 	0	 	2	1
58015	06/11/2016	0	5	21	0	31	31	31	 	22	 	 	0	 	 	 	 	0	0	 	 	 	 	1	1	3	1	 	1	PE80C04	0	 	 	 	0	 	2	1
58016	06/11/2016	2	7	1	2	31	31	31	 	22	 	 	0	 	 	 	 	1	1	1	1	0	0	0	 	 	1	 	1	PE05C07	0	 	 	 	0	 	2	0
58017	07/11/2016	2	4	2	2	31	31	31	 	22	 	 	0	 	 	 	 	1	1	1	1	0	0	0	 	 	1	 	1	PE80C04	0	 	 	 	0	 	1	1
58019	02/11/2016	2	4	1	2	31	31	31	 	22	 	 	1	1	 	 	 	1	0	 	 	 	 	1	1	3	1	 	1	PE05C05	0	 	 	 	0	 	1	0
58020	30/01/2016	0	7	1	0	31	31	31	 	22	 	 	2	1	 	 	5	1	1	1	0	0	0	1	1	3	0	 	1	PE05C05	0	 	 	 	0	 	1	1
58021	27/11/2016	0	7	2	2	31	31	31	 	22	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	3	1	 	0	 	0	 	 	 	1	PE83MC33	2	0
58022	01/11/2016	0	1	0	0	31	31	31	 	22	 	 	0	 	 	 	 	1	0	 	 	 	 	0	 	 	1	 	1	PE05C04	0	 	 	 	0	 	1	1
58025	10/07/2016	2	6	2	2	31	31	31	 	15	 	 	0	 	 	 	 	1	0	 	 	 	 	0	 	 	1	 	0	 	0	 	 	 	1	PE87MC16	1	1
58026	14/01/2017	0	5	18	17	31	31	31	 	15	 	 	1	1	 	 	5	1	1	1	0	0	0	1	1	3	0	 	0	 	0	 	 	 	1	PE12MC13	1	1
58027	04/11/2016	2	9	1	2	31	31	31	 	22	 	 	1	1	 	 	 	1	0	 	 	 	 	1	1	3	1	 	0	 	0	 	 	 	1	PE84MC24	2	1
58028	03/11/2016	0	3	0	0	31	31	31	 	22	 	 	0	 	 	 	 	1	1	0	1	0	0	1	1	3	1	 	1	PE05C04	0	 	 	 	0	 	1	0
58029	18/11/2016	0	1	0	0	31	31	31	 	15	 	 	2	1	 	 	5	1	0	 	 	 	 	0	 	 	0	 	0	 	0	 	 	 	0	 	1	1
58030	03/11/2016	2	3	1	2	31	31	31	 	22	 	 	0	 	 	 	5	1	1	1	0	0	0	0	 	 	0	 	1	PE05C04	0	 	 	 	0	 	1	1
68001	16/11/2016	2	4	1	1	31	31	31	 	22	 	 	0	 	 	 	 	1	0	 	 	 	 	0	 	 	1	 	1	PE06C01	0	 	 	 	0	 	1	0
68002	16/11/2016	0	3	5	0	31	31	31	 	22	 	 	0	 	 	 	 	1	0	 	 	 	 	0	 	 	1	 	1	PE06C01	0	 	 	 	0	 	1	1
68004	17/11/2016	2	5	1	2	31	31	31	 	22	 	 	0	 	 	 	 	1	1	1	1	0	0	1	1	3	1	 	1	PE06C01	0	 	 	 	0	 	1	0
68005	29/11/2016	0	2	25	0	31	31	31	 	22	 	 	0	 	 	 	 	1	1	1	1	0	0	1	1	1	0	 	1	PE06C01	0	 	 	 	0	 	1	1
68006	18/11/2016	0	2	2	2	31	31	31	 	22	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	3	1	 	1	PE06C01	0	 	 	 	0	 	1	1
68007	17/11/2016	0	2	0	0	31	31	31	 	22	 	 	0	 	 	 	 	1	1	0	1	0	0	0	 	 	0	 	1	PE06C01	0	 	 	 	0	 	1	1
68008	18/11/2016	2	4	1	2	31	31	31	 	22	 	 	0	 	 	 	 	1	1	0	1	0	0	0	 	 	1	 	1	PE80C06	0	 	 	 	0	 	1	0
68009	17/11/2016	2	5	1	2	31	31	31	 	22	 	 	0	 	 	 	 	1	1	1	1	0	0	1	1	1	1	 	0	 	1	PE06C01	5	5	0	 	1	0
68010	08/10/2016	0	5	2	2	31	31	31	 	14	 	 	0	 	 	 	 	1	1	1	0	1	0	1	1	1	1	 	0	 	0	 	 	 	1	PE80MC84	1	0
68011	18/11/2016	0	2	6	0	31	31	31	 	22	 	 	1	1	 	 	 	1	0	 	 	 	 	1	1	1	1	 	1	PE06C01	0	 	 	 	0	 	1	0
68012	06/11/2016	0	3	7	0	31	31	31	 	22	 	 	0	 	 	 	 	1	0	 	 	 	 	0	 	 	1	 	0	 	0	 	 	 	1	PE84MC26	1	0
68013	17/11/2016	1	5	1	1	31	31	31	 	22	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	3	1	 	1	PE06C01	0	 	 	 	0	 	1	0
68015	25/11/2016	2	4	1	2	31	31	31	 	16	 	 	0	 	 	 	 	1	1	0	1	0	0	0	 	 	1	 	0	 	0	 	 	 	1	PE83MC16	1	0
68016	19/11/2016	0	4	1	0	31	31	31	 	22	 	 	0	 	 	 	 	1	1	0	0	0	0	1	1	1	1	 	1	PE06C01	0	 	 	 	0	 	1	0
68017	24/11/2016	0	4	16	0	31	31	31	 	22	 	 	0	 	 	 	1	1	0	 	 	 	 	1	1	1	0	 	0	 	0	 	 	 	1	PE81MC77	2	0
