CHILDID	ADDSAME	CLUSTID	YLCOMM	PLACEID	NRSTCOMM	PLACENR	ALRDMINI	PEMINIID	TYPESITE	REGION
PE021041	1	2	0	8888	0	8888	1	8146	1	31
PE021042	1	2	1	0204	0	8888	0	8888	1	31
PE021043	1	2	1	0205	0	8888	0	8888	1	31
PE021044	1	2	0	8888	0	8888	1	8279	1	31
PE021045	1	2	1	0204	0	8888	0	8888	1	31
PE021046	1	2	1	0204	0	8888	0	8888	1	31
PE021047	1	2	1	0204	0	8888	0	8888	1	31
PE021048	0	2	0	8888	0	8888	1	8145	1	31
PE021049	1	2	1	0204	0	8888	0	8888	1	31
PE021050	1	2	1	0204	0	8888	0	8888	1	31
PE021051	1	2	1	0204	0	8888	0	8888	1	31
PE021052	1	2	1	0204	0	8888	0	8888	1	31
PE021053	1	2	1	0204	0	8888	0	8888	1	31
PE021054	1	2	1	0204	0	8888	0	8888	1	31
PE021055	1	2	1	0204	0	8888	0	8888	1	31
PE021056	1	2	0	8888	0	8888	1	8141	1	31
PE021057	1	2	1	0204	0	8888	0	8888	1	31
PE021058	1	2	1	0204	0	8888	0	8888	1	31
PE021059	1	2	1	0205	0	8888	0	8888	1	31
PE021060	1	2	1	0204	0	8888	0	8888	1	31
PE021061	1	2	1	0204	0	8888	0	8888	1	31
PE021062	1	2	1	0204	0	8888	0	8888	1	31
PE021063	1	2	1	0204	0	8888	0	8888	1	31
PE021064	1	2	1	0204	0	8888	0	8888	1	31
PE021065	1	2	1	0204	0	8888	0	8888	1	31
PE021066	1	2	1	0204	0	8888	0	8888	1	31
PE021067	1	2	1	0204	0	8888	0	8888	1	31
PE021068	1	2	1	0204	0	8888	0	8888	1	31
PE021069	1	2	1	0204	0	8888	0	8888	1	31
PE021070	1	2	1	0204	0	8888	0	8888	1	31
PE021071	1	2	1	0204	0	8888	0	8888	1	31
PE021072	1	2	0	8888	0	8888	1	0202	1	31
PE021073	1	2	1	0203	0	8888	0	8888	1	31
PE021074	1	2	1	0204	0	8888	0	8888	1	31
PE021075	1	2	1	0204	0	8888	0	8888	1	31
PE021076	1	2	1	0204	0	8888	0	8888	1	31
PE021077	1	2	1	0205	0	8888	0	8888	1	31
PE021078	1	2	1	0204	0	8888	0	8888	1	31
PE021079	1	2	1	0204	0	8888	0	8888	1	31
PE021080	1	2	1	0204	0	8888	0	8888	1	31
PE021081	0	2	0	8888	0	8888	1	8448	1	31
PE021082	1	2	1	0204	0	8888	0	8888	1	31
PE021083	1	2	1	0204	0	8888	0	8888	1	31
PE021084	1	2	1	0204	0	8888	0	8888	1	31
PE021085	1	2	1	0203	0	8888	0	8888	1	31
PE021086	1	2	1	0204	0	8888	0	8888	1	31
PE021087	1	2	0	8888	0	8888	1	8145	1	31
PE021088	1	2	1	0204	0	8888	0	8888	1	31
PE021089	1	2	1	0204	0	8888	0	8888	1	31
PE021090	1	2	1	0204	0	8888	0	8888	1	31
PE021091	1	2	1	0204	0	8888	0	8888	1	31
PE021092	1	2	1	0204	0	8888	0	8888	1	31
PE021093	1	2	1	0204	0	8888	0	8888	1	31
PE021094	1	2	1	0204	0	8888	0	8888	1	31
PE021095	1	2	1	0204	0	8888	0	8888	1	31
PE021096	1	2	1	0204	0	8888	0	8888	1	31
PE021097	1	2	1	0203	0	8888	0	8888	1	31
PE021098	0	2	1	0101	0	8888	0	8888	1	31
PE021099	1	2	1	0203	0	8888	0	8888	1	31
PE021100	1	2	1	0204	0	8888	0	8888	1	31
PE031002	1	3	1	0311	0	8888	0	8888	2	32
PE031003	1	3	1	0301	0	8888	0	8888	2	32
PE031004	0	3	0	8888	0	8888	1	8416	2	33
PE031005	1	3	1	0301	0	8888	0	8888	2	32
PE031006	1	3	1	0311	0	8888	0	8888	2	32
PE031007	1	3	1	0301	0	8888	0	8888	2	31
PE031009	1	3	1	0301	0	8888	0	8888	2	32
PE031011	1	3	1	0301	0	8888	0	8888	2	32
PE031012	1	3	1	0301	0	8888	0	8888	2	32
PE031013	1	3	0	8888	0	8888	1	0310	2	32
PE031014	1	3	0	8888	0	8888	1	0312	2	32
PE031015	1	3	0	8888	0	8888	1	0304	2	32
PE031016	1	3	0	8888	0	8888	1	0304	2	32
PE031017	1	3	1	0308	0	8888	0	8888	1	32
PE031018	0	3	1	0308	0	8888	0	8888	1	32
PE031019	1	3	1	0308	0	8888	0	8888	1	32
PE031020	1	3	0	8888	0	8888	1	0305	2	31
PE031021	1	3	0	8888	0	8888	1	0305	2	31
PE031022	1	3	0	8888	0	8888	1	8409	1	31
PE031023	1	3	1	0308	0	8888	0	8888	1	32
PE031024	1	3	1	0308	0	8888	0	8888	1	32
PE031025	1	3	1	0308	0	8888	0	8888	1	32
PE031026	1	3	1	0308	0	8888	0	8888	1	32
PE031027	1	3	1	0308	0	8888	0	8888	1	32
PE031028	1	3	1	0308	0	8888	0	8888	1	32
PE031029	0	3	0	8888	0	8888	1	8287	1	31
PE031030	1	3	0	8888	0	8888	1	8410	1	31
PE031031	1	3	1	0308	0	8888	0	8888	1	32
PE031032	1	3	1	0308	0	8888	0	8888	1	32
PE031033	1	3	1	0308	0	8888	0	8888	1	32
PE031034	1	3	1	0308	0	8888	0	8888	1	32
PE031035	1	3	1	0312	0	8888	0	8888	2	32
PE031036	1	3	1	0308	0	8888	0	8888	1	32
PE031037	1	3	1	0308	0	8888	0	8888	1	32
PE031038	1	3	1	0308	0	8888	0	8888	1	32
PE031039	1	3	1	0308	0	8888	0	8888	1	32
PE031040	1	3	1	0308	0	8888	0	8888	1	32
PE031041	1	3	1	0308	0	8888	0	8888	1	32
PE031042	1	3	0	8888	0	8888	1	8199	1	31
PE031043	1	3	1	0308	0	8888	0	8888	1	32
PE031044	1	3	1	0308	0	8888	0	8888	1	32
PE031045	1	3	0	8888	0	8888	1	0302	2	32
PE031046	1	3	1	0313	0	8888	0	8888	2	32
PE031047	1	3	0	8888	0	8888	1	8142	2	32
PE031048	1	3	0	8888	0	8888	1	0302	2	32
PE031049	1	3	1	0313	0	8888	0	8888	2	32
PE031050	1	3	0	8888	0	8888	1	8405	1	31
PE031051	1	3	0	8888	0	8888	1	8143	1	32
PE031052	1	3	1	0313	0	8888	0	8888	2	32
PE031053	1	3	1	0308	0	8888	0	8888	1	32
PE031054	1	3	1	0308	0	8888	0	8888	1	32
PE031055	1	3	1	0306	0	8888	0	8888	2	31
PE031056	1	3	1	0306	0	8888	0	8888	2	31
PE031057	1	3	1	0306	0	8888	0	8888	2	31
PE031058	1	3	1	0306	0	8888	0	8888	2	31
PE031059	1	3	1	0306	0	8888	0	8888	2	31
PE031060	1	3	1	0306	0	8888	0	8888	2	31
PE031061	0	3	1	0314	0	8888	0	8888	1	32
PE031062	1	3	1	0314	0	8888	0	8888	1	32
PE031063	1	3	1	0306	0	8888	0	8888	2	31
PE031064	1	3	1	0306	0	8888	0	8888	2	31
PE031065	0	3	0	8888	0	8888	1	0309	2	31
PE031066	1	3	0	8888	0	8888	1	0309	2	31
PE031067	1	3	0	8888	0	8888	1	1217	1	31
PE031068	1	3	0	8888	0	8888	1	0313	2	31
PE031069	1	3	0	8888	0	8888	1	0314	2	31
PE031070	1	3	0	8888	0	8888	1	0314	2	31
PE031071	1	3	1	0304	0	8888	0	8888	2	31
PE031072	1	3	1	0304	0	8888	0	8888	2	31
PE031073	1	3	1	0304	0	8888	0	8888	2	31
PE031074	1	3	1	0304	0	8888	0	8888	2	31
PE031075	1	3	1	0304	0	8888	0	8888	2	31
PE031076	1	3	1	0304	0	8888	0	8888	2	31
PE031077	1	3	1	0305	0	8888	0	8888	2	31
PE031078	1	3	1	0309	0	8888	0	8888	2	31
PE031079	1	3	1	0309	0	8888	0	8888	2	31
PE031080	1	3	1	0309	0	8888	0	8888	2	31
PE031081	1	3	1	0309	0	8888	0	8888	2	31
PE031082	1	3	0	8888	0	8888	1	8327	1	31
PE031083	0	3	1	0305	0	8888	0	8888	2	31
PE031084	1	3	1	0305	0	8888	0	8888	2	31
PE031085	1	3	1	0305	0	8888	0	8888	2	31
PE031086	1	3	1	0305	0	8888	0	8888	2	31
PE031087	1	3	1	0305	0	8888	0	8888	2	31
PE031088	1	3	1	0305	0	8888	0	8888	2	31
PE031089	1	3	1	0305	0	8888	0	8888	2	31
PE031090	1	3	1	0305	0	8888	0	8888	2	31
PE031091	0	3	1	0305	0	8888	0	8888	2	31
PE031092	1	3	1	0307	0	8888	0	8888	2	32
PE031093	1	3	1	0310	0	8888	1	0308	2	31
PE031094	0	3	0	8888	0	8888	1	0304	2	32
PE031095	1	3	1	0310	0	8888	1	0308	2	31
PE031096	1	3	0	8888	0	8888	1	8212	1	33
PE031097	1	3	1	0307	0	8888	0	8888	2	32
PE031098	1	3	1	0307	0	8888	0	8888	2	32
PE031099	1	3	0	8888	0	8888	1	8184	2	33
PE031100	1	3	1	0308	0	8888	0	8888	1	32
PE031101	1	3	1	0308	0	8888	0	8888	1	32
PE041001	1	4	1	0406	0	8888	0	8888	1	32
PE041002	1	4	0	8888	0	8888	1	0406	2	33
PE041003	1	4	1	0406	0	8888	0	8888	1	32
PE041004	1	4	1	0406	0	8888	0	8888	1	32
PE041005	1	4	1	0406	0	8888	0	8888	1	32
PE041006	1	4	1	0401	0	8888	0	8888	1	32
PE041007	1	4	0	8888	0	8888	1	8363	1	31
PE041008	1	4	1	0401	0	8888	0	8888	1	32
PE041009	1	4	1	0401	0	8888	0	8888	1	32
PE041010	1	4	1	0401	0	8888	0	8888	1	32
PE041011	1	4	1	0402	0	8888	0	8888	2	33
PE041012	1	4	1	0402	0	8888	0	8888	2	33
PE041013	1	4	1	0402	0	8888	0	8888	2	33
PE041014	1	4	1	0402	0	8888	0	8888	2	33
PE041015	1	4	0	8888	1	1304	0	8888	1	31
PE041016	1	4	1	0402	0	8888	0	8888	2	33
PE041017	1	4	1	0402	0	8888	0	8888	2	33
PE041018	1	4	1	0403	0	8888	0	8888	1	32
PE041019	1	4	1	8023	0	8888	0	8888	1	33
PE041020	1	4	1	0403	0	8888	0	8888	1	32
PE041021	0	4	1	8002	0	8888	0	8888	1	32
PE041022	1	4	1	0405	0	8888	0	8888	2	32
PE041023	0	4	1	0403	0	8888	0	8888	1	32
PE041024	1	4	1	0405	0	8888	0	8888	2	32
PE041025	1	4	1	0405	0	8888	0	8888	2	32
PE041026	1	4	1	0403	0	8888	0	8888	1	32
PE041027	0	4	1	0404	0	8888	0	8888	2	32
PE041028	1	4	1	0403	0	8888	0	8888	1	32
PE041029	1	4	1	0403	0	8888	0	8888	1	32
PE041030	1	4	1	0403	0	8888	0	8888	1	32
PE041031	1	4	0	8888	0	8888	1	8417	2	33
PE041032	1	4	1	0403	0	8888	0	8888	1	32
PE041033	1	4	1	0403	0	8888	0	8888	1	32
PE041034	1	4	1	0404	0	8888	0	8888	2	32
PE041035	1	4	0	8888	0	8888	1	8415	2	33
PE041036	1	4	1	0403	0	8888	0	8888	1	32
PE041037	1	4	1	0403	0	8888	0	8888	1	32
PE041038	1	4	1	0403	0	8888	0	8888	1	32
PE041039	1	4	1	0403	0	8888	0	8888	1	32
PE041040	1	4	1	0403	0	8888	0	8888	1	32
PE041041	1	4	1	0403	0	8888	0	8888	1	32
PE041042	1	4	1	0403	0	8888	0	8888	1	32
PE041043	1	4	1	0403	0	8888	0	8888	1	32
PE041044	1	4	1	0403	0	8888	0	8888	1	32
PE041045	1	4	1	0403	0	8888	0	8888	1	32
PE041046	1	4	1	0403	0	8888	0	8888	1	32
PE041047	1	4	1	0403	0	8888	0	8888	1	32
PE041048	1	4	1	0403	0	8888	0	8888	1	32
PE041049	1	4	1	0403	0	8888	0	8888	1	32
PE041050	1	4	1	0403	0	8888	0	8888	1	32
PE041051	1	4	1	8002	0	8888	0	8888	1	32
PE041052	1	4	1	0403	0	8888	0	8888	1	32
PE041053	1	4	1	0403	0	8888	0	8888	1	32
PE041054	0	4	1	0403	0	8888	0	8888	1	32
PE041055	1	4	1	0403	0	8888	0	8888	1	32
PE041056	0	4	1	8002	0	8888	0	8888	1	32
PE041057	0	4	1	8022	0	8888	0	8888	1	33
PE041059	1	4	1	0403	0	8888	0	8888	1	32
PE041060	1	4	1	0403	0	8888	0	8888	1	32
PE041061	1	4	1	0403	0	8888	0	8888	1	32
PE041062	0	4	1	8002	0	8888	0	8888	1	32
PE041063	0	4	1	8002	0	8888	0	8888	1	32
PE041064	1	4	1	0403	0	8888	0	8888	1	32
PE041065	1	4	1	0403	0	8888	0	8888	1	32
PE041066	1	4	1	0404	0	8888	0	8888	2	32
PE041067	1	4	1	8002	0	8888	0	8888	1	32
PE041068	1	4	0	8888	0	8888	1	8419	1	32
PE041069	1	4	0	8888	0	8888	1	8207	2	33
PE041070	1	4	1	0404	0	8888	0	8888	2	32
PE041071	1	4	1	8023	0	8888	0	8888	1	33
PE041072	1	4	1	0404	0	8888	0	8888	2	32
PE041073	1	4	1	0404	0	8888	0	8888	2	32
PE041074	1	4	1	0404	0	8888	0	8888	2	32
PE041075	1	4	1	0404	0	8888	0	8888	2	32
PE041076	1	4	1	0408	0	8888	0	8888	2	32
PE041077	1	4	1	0408	0	8888	0	8888	2	32
PE041078	1	4	1	0408	0	8888	0	8888	2	32
PE041079	1	4	0	8888	0	8888	1	0407	2	33
PE041080	1	4	1	0408	0	8888	0	8888	2	32
PE041081	1	4	1	0403	0	8888	0	8888	1	32
PE041082	0	4	1	8023	0	8888	0	8888	1	33
PE041083	1	4	0	8888	0	8888	1	0402	2	33
PE041084	1	4	1	0403	0	8888	0	8888	1	32
PE041085	1	4	1	0403	0	8888	0	8888	1	32
PE041086	0	4	1	8023	0	8888	0	8888	1	33
PE041087	0	4	1	8022	0	8888	0	8888	1	33
PE041088	1	4	0	8888	0	8888	1	8209	2	33
PE041089	1	4	1	0403	0	8888	0	8888	1	32
PE041090	1	4	0	8888	0	8888	1	8210	2	33
PE041091	1	4	1	8002	0	8888	0	8888	1	32
PE041092	0	4	0	8888	0	8888	1	8163	2	33
PE041093	1	4	0	8888	0	8888	1	8342	2	33
PE041094	1	4	1	8002	0	8888	0	8888	1	32
PE041096	0	4	0	8888	0	8888	1	8517	2	33
PE041097	0	4	0	8888	0	8888	1	0405	2	33
PE041098	0	4	0	8888	0	8888	1	0405	2	33
PE041099	0	4	1	0403	0	8888	0	8888	1	32
PE041100	1	4	1	0403	0	8888	0	8888	1	32
PE041101	1	4	0	8888	0	8888	1	8207	2	32
PE051001	0	5	0	8888	0	8888	1	8428	1	33
PE051002	1	5	1	8024	0	8888	0	8888	1	33
PE051003	1	5	1	8024	0	8888	0	8888	1	33
PE051004	1	5	1	0510	0	8888	0	8888	1	33
PE051005	1	5	1	0512	0	8888	0	8888	1	33
PE051007	1	5	1	0508	0	8888	0	8888	2	33
PE051008	1	5	1	8003	0	8888	0	8888	1	33
PE051009	1	5	1	8004	0	8888	0	8888	1	33
PE051010	1	5	1	0507	0	8888	0	8888	2	33
PE051011	1	5	1	0509	0	8888	0	8888	2	33
PE051012	1	5	1	0509	0	8888	0	8888	2	33
PE051013	1	5	1	8003	0	8888	0	8888	1	33
PE051015	1	5	1	0510	0	8888	0	8888	1	33
PE051016	1	5	1	0510	0	8888	0	8888	1	33
PE051017	1	5	1	8003	0	8888	0	8888	1	33
PE051018	1	5	1	0507	0	8888	0	8888	2	33
PE051019	0	5	1	8004	0	8888	0	8888	1	33
PE051020	1	5	1	0510	0	8888	0	8888	1	33
PE051021	1	5	1	8003	0	8888	0	8888	1	33
PE051022	1	5	0	8888	0	8888	1	8422	2	33
PE051023	1	5	1	8004	0	8888	0	8888	1	33
PE051024	1	5	0	8888	0	8888	1	8171	2	33
PE051025	1	5	1	0512	0	8888	0	8888	1	33
PE051026	1	5	1	0505	0	8888	0	8888	1	33
PE051027	0	5	0	8888	0	8888	1	0506	2	33
PE051028	1	5	1	0505	0	8888	0	8888	1	33
PE051029	1	5	1	0505	0	8888	0	8888	1	33
PE051030	1	5	0	8888	0	8888	1	8407	2	32
PE051031	1	5	1	0505	0	8888	0	8888	1	33
PE051032	0	5	1	8004	0	8888	0	8888	1	33
PE051033	1	5	0	8888	0	8888	1	8162	1	33
PE051034	0	5	1	0505	0	8888	0	8888	1	33
PE051035	1	5	1	0505	0	8888	0	8888	1	33
PE051036	1	5	1	0505	0	8888	0	8888	1	33
PE051037	1	5	1	8004	0	8888	0	8888	1	33
PE051038	1	5	1	0505	0	8888	0	8888	1	33
PE051039	1	5	1	0505	0	8888	0	8888	1	33
PE051040	1	5	1	0505	0	8888	0	8888	1	33
PE051041	1	5	1	0505	0	8888	0	8888	1	33
PE051042	1	5	1	0505	0	8888	0	8888	1	33
PE051043	0	5	0	8888	0	8888	1	8424	1	33
PE051044	1	5	1	0505	0	8888	0	8888	1	33
PE051045	1	5	1	0505	0	8888	0	8888	1	33
PE051046	1	5	1	0505	0	8888	0	8888	1	33
PE051047	1	5	0	8888	0	8888	1	8431	1	31
PE051048	0	5	0	8888	1	8003	0	8888	1	33
PE051049	1	5	1	0504	0	8888	0	8888	1	33
PE051051	1	5	0	8888	0	8888	1	8336	2	33
PE051052	1	5	0	8888	0	8888	1	8172	1	33
PE051056	1	5	1	0504	0	8888	0	8888	1	33
PE051058	1	5	1	0504	0	8888	0	8888	1	33
PE051059	1	5	1	0512	0	8888	0	8888	1	33
PE051060	1	5	0	8888	0	8888	1	8423	2	33
PE051061	1	5	0	8888	0	8888	1	0503	2	33
PE051062	1	5	1	0504	0	8888	0	8888	1	33
PE051063	1	5	1	0504	0	8888	0	8888	1	33
PE051064	1	5	1	0503	0	8888	0	8888	1	33
PE051065	0	5	0	8888	0	8888	1	8004	1	33
PE051067	1	5	0	8888	0	8888	1	8113	1	31
PE051068	1	5	1	0503	0	8888	0	8888	1	33
PE051069	0	5	1	8003	0	8888	0	8888	1	33
PE051070	1	5	0	8888	0	8888	1	8340	1	33
PE051071	1	5	1	0503	0	8888	0	8888	1	33
PE051072	1	5	1	8003	0	8888	0	8888	1	33
PE051073	1	5	0	8888	0	8888	1	9999	2	33
PE051074	1	5	1	0503	0	8888	0	8888	1	33
PE051075	1	5	1	0503	0	8888	0	8888	1	33
PE051076	0	5	0	8888	0	8888	1	8429	2	33
PE051077	1	5	1	0501	0	8888	0	8888	1	33
PE051078	1	5	1	0511	0	8888	0	8888	2	33
PE051079	0	5	0	8888	0	8888	1	8334	2	33
PE051080	1	5	1	0511	0	8888	0	8888	2	33
PE051081	1	5	1	0511	0	8888	0	8888	2	33
PE051082	1	5	1	0511	0	8888	0	8888	2	33
PE051083	1	5	1	0511	0	8888	0	8888	2	33
PE051084	1	5	0	8888	0	8888	1	8204	1	33
PE051085	1	5	1	0501	0	8888	0	8888	1	33
PE051086	0	5	0	8888	0	8888	1	8421	1	32
PE051087	0	5	0	8888	0	8888	1	0502	2	33
PE051088	0	5	0	8888	0	8888	1	8005	2	33
PE051089	1	5	1	0511	0	8888	0	8888	2	33
PE051090	1	5	1	0511	0	8888	0	8888	2	33
PE051091	1	5	1	0501	0	8888	0	8888	1	33
PE051092	1	5	1	0501	0	8888	0	8888	1	33
PE051094	0	5	0	8888	0	8888	1	8318	2	33
PE051095	1	5	0	8888	0	8888	1	8039	1	33
PE051099	1	5	0	8888	0	8888	1	0505	2	33
PE051100	1	5	0	8888	0	8888	1	0505	2	33
PE051101	1	5	0	8888	0	8888	1	8169	2	33
PE051102	1	5	0	8888	0	8888	1	8345	2	33
PE051103	1	5	1	0501	0	8888	0	8888	1	33
PE051104	1	5	1	0503	0	8888	0	8888	1	33
PE051105	1	5	0	8888	0	8888	1	8085	1	31
PE061001	1	6	0	8888	0	8888	1	8424	1	33
PE061002	1	6	1	0601	0	8888	0	8888	1	33
PE061003	1	6	0	8888	0	8888	1	8322	1	31
PE061004	1	6	1	0601	0	8888	0	8888	1	33
PE061005	1	6	1	0601	0	8888	0	8888	1	33
PE061006	1	6	1	8006	0	8888	0	8888	1	33
