CHILDCODE	DNFDIDR4	DONNMER4	DONTYPR4	DONRCVR4	DONAMTR4	DONMSRR4	DONPRCR4	PRCMSRR4
51101	2	GALLETA	9	180	3	7	0,5	7
51102	1	AVENA	3	200	1	8	1	8
51102	2	GALLETA X 10 UNIDADES	9	200	2	7	0,5	7
51103	1	AVENA CON LECHE	10	180	1	8	1	8
51103	2	PAN CON QUESO	9	180	1	7	1	7
51103	3	LECHE DE VACA	1	12	6	1	1	1
51104	1	DESAYUNO ESCOLAR	10	120	1	5	1	5
51105	1	AVENA	3	12	4	2	3	2
51105	2	AVENA CON LECHE	10	70	1	8	1	8
51105	3	PAN CON HUEVO ATUN MARGARINA MERMELADA	9	70	1	5	0,5	5
61001	1	AVENA CON LECHE	10	180	2	8	1	8
61001	2	PAN CON POLLO	9	180	2	7	1	7
61002	1	PLATANOS	15	12	40	7	0,1	7
61002	2	NARANJAS	15	12	12	2	1	2
61002	3	PAPAYA	15	12	3	2	2	2
61005	1	AVENA CON LECHE	10	180	2	8	1	8
61005	2	PAN ACEITUNA,	9	180	2	7	1	7
61013	1	CEREAL CON LECHE	10	156	2	5	1	5
61019	1	QUAKER CON LECHE	10	120	1	8	2	8
61019	2	PAN CON MANTEQUILLA	9	120	1	7	1	7
61021	1	ARROZ CON FREJOL Y SARDINA	10	200	1	9	4	9
61022	1	LECHE CON CEREAL	10	288	1,5	1	4	1
61026	1	DESAYUNO ESCOLAR	10	120	1	5	2	5
61028	1	DESAYUNO ESCOLAR	10	120	2	5	1,5	5
61029	1	AVENA CON LECHE	10	180	3	8	1	8
61029	2	GALLETA	9	180	3	7	1	7
61029	3	ALMUERZO ESCOLAR	10	180	1	5	3	5
61032	1	ALIMENTOS PREPARADOS	10	144	5	9	3,5	9
61033	1	LECHE  CON HARINA DE PLATANO	1	1	2	1	5	1
61034	1	DESAYUNO ESCOLAR AVENA CON GALLETA	10	160	1	5	1,5	5
61039	1	LECHE CON HARINA DE  ARROZ	10	108	6	8	1	8
61043	1	ALIMENTO PREPARADO	10	144	5	8	0,5	8
61043	2	QUAKER CON LECHE	10	200	3	8	0,5	8
61043	3	PAN CON HUEVO	10	120	3	7	0,5	7
61050	1	VASO DE LECHE	10	12	1	1	2	1
61050	2	DESAYUNO ESCOLAR	10	7	1	5	1,5	5
61051	1	VASO DE LECHE	10	220	5	5	1	5
61056	1	LECHE	2	360	1	1	1	1
61060	1	AVENA CON LECHE	10	240	2	1	3	1
61062	1	LECHE CON ARROZ MOLIDO	10	24	1	8	1	8
61064	1	AVENA CON LECHE	10	60	2	5	1	5
61072	1	ARROZ	8	1	2	2	4	2
61074	1	DESAYUNO ESCOLAR	1	180	2	8	1	8
61074	2	GALLETA	9	180	2	7	0,5	7
61075	1	VASO DE LECHE	10	240	1	5	0,5	5
61077	1	QUAKER CON LECHE	10	200	2	8	0,5	8
61077	2	GALLETAS CON MERMELADA	10	200	2	7	0,5	7
61077	3	CEBOLLA	15	6	3	2	2,5	2
61077	4	PAPA	15	6	5	2	1	2
61077	5	FREJOLES	6	6	2	2	2	2
61077	6	ACEITE	5	4	1	1	5	1
61082	1	ARROZ	8	12	3	2	2	1
61082	2	ACEITE	5	12	0,25	1	4	1
61082	3	FREJOLES	6	12	1	4	1,5	4
61082	4	ATUN	7	12	1	6	3	6
61085	1	LECHE CON AVENA	10	160	1	8	1	8
61085	2	GALLETA X 10 UNIDADES	15	160	1	7	0,5	7
61087	1	LIMONES	15	6	1	2	3	2
61087	2	PLATANOS	15	6	40	7	0,1	7
61089	1	CHOCLO	15	10	10	7	0,5	7
61089	2	MANGOS	15	5	2	2	1	2
61089	3	PLATANOS	15	10	1	10	5	10
61090	1	ARROZ,	8	12	5	2	2	2
61090	2	ACEITE	5	12	2	1	5	1
61090	3	MENESTRA	6	12	2	2	0,5	2
61090	4	ANCHOVETA EN SALSA DE TOMATE	7	12	2	6	4	6
61090	5	NUTRY PACK	1	12	2	6	3	2
61094	1	PLATANOS	15	5	100	7	0,3	7
61094	2	FREJOLES	6	7	6	2	4	2
61094	3	PALTAS	15	10	50	7	1	7
61094	4	NARANJAS	15	7	12	2	1,2	2
61095	1	LECHE	1	11	1	6	3	6
61095	2	LECHE CON AVENA	10	160	1	8	0,5	8
61095	3	GALLETA	9	160	1	7	0,3	7
61097	1	LECHE	1	260	2	8	1,5	8
61097	2	PAN CON MERMELADA	10	260	2	7	0,5	7
61097	3	ARROZ	8	7	50	2	2	2
61097	4	GUINEO	15	6	100	7	0,2	7
61097	5	MANGO	15	40	6	2	1	2
61097	6	MENESTRAS	6	12	11,5	2	4,2	2
61097	7	CARNE DE RES	15	3	30	2	7	2
61097	8	YUCAS	15	6	20	2	1	2
61097	9	GALLETAS	9	10	20	7	0,3	7
61100	1	LEHE DE VACA, PREPARADA	1	210	2	8	1	8
61100	2	HARINA DE SOYA	15	21	3	2	1,5	2
61101	1	LECHE DE VACA CRUDA	1	120	5	8	1	8
61103	1	DESAYUNO ESCOLAR	10	200	1	5	2	5
71005	1	QUESO	1	12	1	7	15	7
71005	2	MANTEQUILLA	1	12	1	2	20	2
71005	3	MANJAR BLANCO	1	12	1	2	18	2
71014	1	QUINUA,QUAKER,SOYA	10	110	1	8	1	8
71014	2	PAN CON QUESO,MERMELDADA,ACEITUNA,ETC	10	1	1	7	0,7	7
71015	1	LECHE PREPARADO	10	40	1	8	1	8
71015	2	GALLETA	9	40	1	7	0,5	7
71030	1	AVENA,  QUINUA, SIETE SEMILLAS	10	160	2	8	0,7	8
71030	2	PAN CON MANTEQUILLA, ACEITUNA, QUESO, MERMELADA	10	160	2	7	0,5	7
71030	3	LENTEJA, HABAS	6	1	5	2	20	2
71035	1	KUAQUER EN BOLSA	3	12	1	2	4	2
71036	1	QUAKER	3	12	1	2	1,2	2
71036	2	AZUCAR RUBIA	11	12	1	2	2,5	2
71038	1	avena con kiwicha	8	8	1	2	8	2
71039	1	LECHE DE SOYA	1	35	1	8	0,5	8
71042	1	LECHE	1	330	1	8	0,5	8
71042	2	BISCOCHO	9	330	1	7	0,1	7
71045	1	LECHE	1	360	1	8	0,3	8
71045	2	BIZCOCHO	9	360	1	7	0,1	7
71046	1	LECHE	1	150	1	8	1	8
71046	2	BIZCOCHO	9	150	1	7	0,5	7
71049	1	avena	3	100	1	8	1	8
71049	2	pan	9	100	1	8	1	8
71066	1	LECHE PREPARADA	10	60	1	8	2	8
71066	2	GALLETA CON MANJARBLANCO	9	60	1	7	0,3	7
71066	3	ALIMENTO PREPARADO	10	160	1	9	2,5	9
71071	1	QUINUA,QUAKER CON LECHE	10	220	2	8	0,8	8
71071	2	PAN CON QUESO,MERMELADA,MANJAR BLANCO MANTEQUILLA	10	220	2	7	1	7
71083	1	AVENA COCIDA / LECHE PREPARADA	10	240	1	8	1	8
71083	2	PAN CON MANTEQUILLA / QUESO	10	240	2	7	0,5	7
71093	1	AVENA	3	12	4	2	2	2
71100	1	KUAQUER	3	6	1	2	4	2
71103	1	ARROZ	8	1	50	2	3	2
71103	2	FIDEOS	15	1	6	2	4	2
71103	3	AZUCAR	11	1	6	2	2	2
71103	4	PAPA	15	1	50	2	1,2	2
71103	5	CAFE	15	1	1	3	1	3
81002	1	ARROZ	8	3	10	2	20	2
81002	2	LENTEJITAS	6	3	5	2	20	2
81005	1	ARROZ	8	12	5	2	12,5	2
81005	2	ACEITE	5	12	1	1	8	1
81005	3	AZUCAR	11	12	5	2	10	2
81013	1	QUAKER CON LECHE	10	120	2	2	1	2
81021	1	ARROZ	8	15	3	2	2	2
81021	2	HUEVO	15	15	2	2	4,5	2
81023	1	ARROZ	8	3	12	2	24	2
81031	1	ARROZ	8	12	50	2	100	2
81031	2	AZUCAR	11	10	10	2	20	2
81031	3	ACEITE	5	12	1	7	8	1
81034	1	LECHE PREPARADA	10	100	1	8	0,4	8
81034	2	PAPAPAN	9	100	1	7	0,2	7
81062	1	LECHE PREPARADA	10	80	1	8	0,5	8
81062	2	ARROZ CON FREJOL	10	80	1	9	2,5	9
81077	1	AVENA PREPARADA	10	300	1	1	2	1
81096	1	LECHE PREPARADA	10	340	2	8	1	8
81096	2	PAN CON JAMONADA O CON HUEVO	9	340	2	7	0,5	7
91001	1	ENSALADA DE ATUN	10	20	1	5	1,5	9
91001	2	SALTADO DE ATUN	10	20	1	5	2,5	9
91002	1	ARROZ CON ATUN	10	20	1	9	3	9
91003	1	FIDEOS	8	20	2	2	7,6	2
91003	2	AZUCAR	11	20	2	2	4	2
91003	3	ARROZ	8	20	4	2	10	2
91010	1	LECHE PREPARADA	10	60	1	8	1,5	8
91010	2	ALMUERZO	10	60	1	9	2	9
91020	1	QUAKER	3	12	2	2	3	2
91020	2	LECHE	1	12	4	6	3	6
91024	1	QUAKER	3	12	1	2	4	2
91024	2	LECHE	1	12	4	6	3	6
91025	1	LECHE PREPARADA	10	75	1	8	1	8
91025	2	PAPA PAN	9	75	1	7	0,2	7
91031	1	AVENA	3	120	1	8	0,5	8
91031	2	PAN CON MERMELADA	9	120	1	7	0,5	7
91032	1	ARROZ	8	6	8	2	2,5	2
91032	2	CARNES	7	6	2	2	7,5	2
91032	3	FRUTAS - VERDURAS	15	6	3	2	3,5	2
91032	4	LECHE	1	2	24	6	3	6
91033	1	AVENA	3	12	2	2	3,5	2
91033	2	8	1	48	8	6	2,5	6
91033	3	PUNKY	10	300	3	8	1	8
91033	4	PAPAPAN	9	300	3	7	0,8	7
91034	1	VASO DE LECHE	1	30	5	6	3	6
91036	1	PUNKY	10	32	1	8	0,5	8
91036	2	PAN CON HUEVO O JAMONADA	9	32	1	7	0,5	7
91039	1	VASO DE LECHE	1	10	6	6	3	6
91039	2	QUAQUER	3	10	1	2	4	2
91040	1	VASO DE LECHE	1	12	2	6	3	6
91040	2	QUAKER	3	12	1	2	4	2
91042	1	LECHE	1	200	1	8	1	8
91043	1	GALLETAS DE AGUA	9	-77	1	5	0,5	7
91043	2	LECHE PREPARADA	1	-77	1	8	0,5	8
91043	3	ARROZ CON MENESTRA, ATUN, ETC.	10	-77	1	9	2	9
91043	4	LECHE EVAPORADA	1	4	4	6	2,8	6
91043	5	AVENA	3	4	2	2	2	2
91043	6	AZUCAR	11	4	1	2	3	2
91044	1	LECHE	1	24	2	6	3	6
91044	2	AVENA	3	6	2	2	4	2
91046	1	LECHE	1	150	1	8	1	8
91046	2	PAN	9	150	1	7	0,5	7
91050	1	LECHE EN TARRO	1	12	2	6	2,5	6
91050	2	AVENA	3	12	1	4	2	4
91050	3	ATUN	7	7	2	6	1,5	6
91053	1	LECHE PREPARADA	10	70	1	8	0,5	8
91053	2	PAN	9	70	1	7	0,3	7
91055	1	CUAQUER CON LECHE	10	9	1	8	0,5	8
91055	2	GALLETA	9	9	1	7	0,5	7
91059	1	AVENA	3	12	1	4	2	4
91059	2	LECHE EN TARRO	1	12	5	6	2,5	6
91059	3	DESAYUNO ESCOLAR AVENA CON LECHE, ARROZ CON LECHE O QUINUA	10	120	1	8	1	8
91059	4	DESAYUNO ESCOLAR PAN CON MANTAQUILLA, MERMELADA O HOTDOG	9	120	1	7	0,5	7
91060	1	AVENA	3	12	1	2	4	2
91060	2	LECHE	1	24	1	6	2,5	6
91063	1	LECHE	1	240	3	6	2,1	6
91065	1	LECHE	1	8	4	6	2,6	6
91065	2	AVENA	3	8	2	2	1,5	2
91074	1	LECHE	1	6	2	6	2,5	6
91077	1	LECHE	1	8	2	6	5	6
91077	2	QUAKER	8	8	8	2	3	2
91078	1	ALIMENO PREPARADO ARROZ CON ATUN	10	60	1	9	1	9
91080	1	TARRO DE LECHE	1	4	6	6	2,5	6
91080	2	AVENA	3	4	3	2	6	2
91081	1	LECHE	1	10	4	6	12	6
91081	2	AVENA	3	10	1	2	2	2
91081	3	ATUN	7	10	1	6	2	6
91088	1	QUAQUER CON LECHE	10	180	1	8	1	8
91088	2	GALLETAS	9	180	1	7	0,5	7
91094	1	QUAKER	3	360	1	2	4	2
91094	2	LECHE EN TARRO	1	6	1	6	3	6
91096	1	QUAQUER CON LECHE	10	180	3	8	0,5	8
91096	2	GALLETA CON MERMELADA	9	180	3	5	1	5
91098	1	AVENA CON LECHE	10	10	5	8	5	8
91098	2	LE DAN ALMUERZO PREPARADO	10	10	5	7	20	7
91102	1	AVENA	3	6	2	2	4	2
91102	2	LECHE	1	6	4	6	3	2
91102	3	AZUCAR	11	6	2	4	1,5	4
91102	4	ATUN	7	6	1	6	3	6
101006	1	LECHE	1	9	3	6	3	6
101006	2	AVENA	3	3	1	4	1,5	4
101012	1	LECHE FRESCA EN BOLSA	1	2	1	3	1	3
101012	2	AVENA	3	2	1	2	2,5	2
101021	1	AVENA, QUINUA, JUGOS	10	570	3	8	0,8	8
101021	2	PAN CON PALTA, ACEITUNA, ETC	10	570	3	7	0,7	7
101026	1	DESAYUNO	10	12	4	5	2	5
101030	1	COMIDAS PREPARADAS (ATUN CON PAPA, ARROZ CON HUEVO, ETC.)	10	80	1	9	2	9
101031	1	TRIGO, HABAS	6	3	11,5	2	2,6	2
101031	2	PAPA	15	3	1	10	30	10
101032	1	ARROZ	8	10	5	2	3,5	2
101032	2	LENTEJAS	6	10	2	2	4	2
101032	3	HUEVOS	15	10	0,5	2	3	4
101041	1	PAN CON MERMELADA O MANTEQUILLA	9	60	1	7	0,5	7
101041	2	PUNKY O AVENA PREPARADA	10	60	1	8	1	8
101043	1	DESAYUNO ESCOLAR, LECHE CON QUAQUER, GALLETAS CON MERMELADA	10	160	1	5	3	5
101044	1	LECHE	1	36	3	6	7,5	6
101044	2	AVENA	3	12	1	2	3	2
101044	3	PUNKY, AVENA	10	70	1	8	2	8
101044	4	PAN CON MANTEQUILLA , MERMELADA  O CON PALTA	9	70	1	7	0,7	7
101045	1	AVENA	3	24	2	2	4	2
101045	2	LECHE EN TARRO	1	48	4	6	2	6
101046	1	FRUTAS Y LENTEJAS	15	10	8	2	20	2
101048	1	3	1	12	3	6	3	6
101048	2	AVENA	3	12	2	3	1	3
101053	1	LECHE	1	12	23	6	3	6
101055	1	QUAQUER	3	12	2	4	3	4
101055	2	TARRO DE LECHE	2	12	4	6	3	6
101056	1	LECHE EVAPORADA	1	12	4	6	12	6
101056	2	AVENA	3	12	1	2	1	2
101059	1	LECHE	1	12	4	6	3	6
101061	1	AVENA CON LECHE	10	288	3	8	1	8
101061	2	QUAKER CON MACA,CON LECHE	10	360	1	6	1	8
101061	3	PAN CON MANTEQUILLA,MERMELADA	10	360	1	7	0,7	7
101062	1	LECCHE CON AVENA	10	80	1	8	-99	8
101062	2	GALLETA	9	80	1	5	-99	5
101063	1	AVENA CON LECHE	10	200	1	8	1	8
101063	2	PAN CON QUESO, MANTEQUILLA Y MERMELADA	10	200	1	7	0,7	7
101066	1	AVENA	3	240	4	8	0,7	8
101066	2	PAN	9	240	8	7	0,2	7
101066	3	ALMUERZO	10	240	4	5	4	5
101067	1	LECHE CON AVENA	10	200	1	8	0,7	8
101067	2	PAN CON MANTEQUILLA	9	200	1	7	0,5	7
101068	1	LECHE	1	12	4	6	3	6
101068	2	AVENA	3	12	2	4	1,5	4
101069	1	LECHE	1	7	24	6	3	6
101071	1	AVENA	3	3	2	4	2	4
101071	2	LECHE EVAPORADA	1	3	2	6	3	6
101071	3	AVENA CON LECHE	10	120	2	8	0,5	8
101071	4	PAN CON MANTEQUILLA	9	120	2	7	0,5	7
101077	1	LECHE	1	12	4	6	3	6
101077	2	AVENA	3	12	2	4	1,8	4
101078	1	LECHE	1	12	4	6	2,8	6
101078	2	AVENA	3	12	2	4	2	4
101078	3	LECCHE CON AVENA	10	200	1	8	0,7	8
101078	4	PAN	9	200	1	7	0,2	7
101079	1	PAN	9	160	1	7	0,2	7
101079	2	LECHE	1	160	1	8	0,5	8
101081	1	LECHE	10	120	1	8	0,8	8
101081	2	PAN CON MERMELADA	9	120	1	7	0,5	7
101086	1	AVENA CON LECHE	10	80	1	8	1	8
101086	2	PAN	9	80	1	5	0,5	5
101087	1	AVENA CON LECHE	10	80	1	8	0,8	8
101087	2	PAN CON MERMELADA	9	80	1	5	0,8	5
101088	1	LECHE	1	60	1	8	0,5	8
101088	2	PAN CON MERMELADA	9	60	1	7	0,5	7
101091	1	LECHE	1	360	1	8	1,5	8
101091	2	PAN CON JAMON	9	360	1	7	1	7
101094	1	LECHE CON AVENA	10	100	1	8	0,8	8
101094	2	PAN CON MANTEQUILLA	8	100	1	7	0,5	7
101096	1	QUAKER	3	140	1	8	0,5	8
101096	2	PAN CON HUEVO	9	140	1	7	0,5	7
111002	1	LECHE	1	12	1	6	3	6
111002	2	AVENA	3	12	1	4	2	4
111002	3	QUAQUER CON LECHE	10	200	4	8	4	8
111002	4	PAN CON MERMELADA	9	400	4	7	2	7
111002	5	ALMUERZO	10	400	4	9	6	9
111003	1	AVENA	3	12	2	3	2	3
111003	2	LECHE EVAPORADA PURA VIDA	1	12	4	6	1,5	6
111005	1	LECHE CON AVENA	1	180	1	8	1	6
111005	2	PAN	9	180	1	7	0,2	7
111005	3	ALMUERZO	10	180	1	7	5	7
111006	1	AVENA CON LECHE	10	240	1	1	1	1
111009	1	AVENA CON LECHE	10	140	2	8	0,8	8
111009	2	PAN CON MANJAR BLANCO	10	140	2	5	0,7	5
111010	1	AVENA CON LECHE	10	165	2	8	0,5	8
111010	2	PAN O GALLETAS	9	165	2	5	0,7	5
111011	1	LECHE	1	40	1	8	1	8
111011	2	GALLETA SODA	9	40	1	7	0,25	7
111011	3	ARROZ CON MENESTRA	10	40	1	9	3	9
111013	1	LECHE	1	600	1	8	1	8
111013	2	GALLETA	9	600	1	7	0,25	7
111013	3	ARROZ CON ATUN Y MENESTRAS	10	600	1	9	2	9
111017	1	AVENA CON LECHE	10	170	3	8	0,8	8
111017	2	GALLETA/PAN	9	170	3	7	0,3	7
111017	3	ALIMENTO PREPARADO	10	170	3	5	4	5
111018	1	LECHE	1	180	1	8	1,5	8
111018	2	GALLETA	9	180	1	7	0,3	7
111020	1	ALMUERZO ESCOLAR	10	165	1	5	4	5
111020	2	QUAKER CON LECHE	10	165	1	8	0,5	8
111020	3	PAN	9	165	1	7	0,1	7
111022	1	LECHE PREPARADA	10	180	1	8	1	8
111022	2	GALLETA	9	180	1	7	0,3	7
111022	3	ARROZ CON MENESTRA Y ATUN, ETC.	10	180	1	9	4	9
111024	1	AVENA CON LECHE	10	165	2	8	1	8
111024	2	PAN O GALLETA	9	165	2	5	0,5	5
111024	3	ALMUERZ0	10	165	2	9	2	9
111025	1	AVENA CON LECHE	10	140	1	8	1	8
111025	2	PAN CON MANTEQUILLA, MERMELADA,ETC	10	140	1	7	0,5	7
111028	1	AVENA CON LECHE	10	480	3	8	0,8	8
111028	2	GALLETA	9	480	3	7	0,5	7
111028	3	ALIMENTO PREPARADO	10	480	3	5	5	5
111030	1	AVENA	3	4	3	4	3	4
111030	2	LECHE EVAPORADA	1	4	3	6	3	6
111033	1	LECHE	1	12	2	6	6	6
111034	1	LECHE	1	24	2	6	6	6
111034	2	AVENA	3	24	2	4	3	4
111034	3	GALLETA CON MANJAR BLANCO	9	165	4	7	4	7
111034	4	QUAQUER CON LECHE	10	165	4	8	4	8
111034	5	ALMUERZO	10	165	4	9	12	9
111035	1	LECHE	1	60	1	8	1	8
111035	2	GALLETA	9	60	1	7	0,25	7
111035	3	ARROZ CON FREJOL	10	60	1	9	4	9
111037	1	AVENA CON LECHE	10	165	2	8	0,7	8
111037	2	PAN CON MANTEQUILLA O GALLETA	9	165	2	5	0,5	5
111037	3	ALMUERZO	10	165	2	9	1	9
111038	1	AVENA CON LECHE	10	180	3	8	0,8	8
111038	2	ARROZ	8	120	3	8	0,9	3
111038	3	ATUN ENLATADO	7	180	3	6	4	6
111039	1	AVENA CON LECHE	10	360	3	8	1	8
111039	2	GALLETA	9	360	3	7	0,4	7
111039	3	ALIMENTO PREPARADO	10	360	3	5	4	5
111039	4	LECHE	1	11	2	6	3	6
111039	5	AVENA	3	11	2	4	2	4
111042	1	LECHE	1	4	2	1	3	1
111042	2	LECHE CON AVENA	10	140	1	8	1	8
111042	3	GALLETA, ETC	9	140	5	7	1	7
111045	1	QUAKER	3	4	3	4	3,5	4
111045	2	LECHE	1	4	3	6	4	6
111047	1	AVENA	3	6	3	4	2,4	4
111047	2	LECHE EVAPORADA	1	6	36	6	1,5	6
111048	1	AVENA	3	160	2	8	0,6	8
111048	2	GALLETA CON MERMELADA	9	160	2	7	0,4	7
111048	3	ALIMENTO PREPARADO	10	160	2	5	4	5
111049	1	LECHE	1	180	4	8	2	8
111049	2	GALLETAS	9	180	4	3	0,5	3
111049	3	ALMUERZO	10	180	4	9	3	9
111050	1	PAN	9	180	1	7	0,3	7
111050	2	LECHE	1	180	1	8	1	8
111050	3	ARROZ CON MENESTRA	10	180	1	9	4	9
111052	1	HABAS,MAIZ,TRIGO,CEBADA,ETC	8	1	200	10	200	10
111054	1	LECHE	1	165	2	8	1	6
111054	2	GALLETA	9	165	2	5	1,5	3
111054	3	ALMUERZO	10	165	2	9	1	9
111056	1	DESAYUNO ESCOLAR QUAKER CON LECHE	10	300	2	5	1,5	5
111056	2	PAN CON MERMELADA ,MANTEQUILLA O QUESO	10	300	2	7	0,5	7
111058	1	VASO DE LECHE	1	180	1	8	1,5	8
111058	2	GALLETA	9	180	1	5	0,5	5
111059	1	LECHE	1	6	2	6	3	6
111059	2	CUAQUER	3	6	1	3	1	3
111061	1	QUAQUE CON LECHE	10	40	2	8	2	8
111061	2	GALLETA CON MANJAR BLANCO	9	60	6	7	3	7
111061	3	ALMUERZO, ARROZ CON MENESTRAS	10	40	2	9	8	9
111062	1	LECHE	1	12	1	6	3	6
111062	2	CUAQUER	3	12	2	4	1	4
111064	1	LECHE CON AVENA	10	165	2	8	0,7	8
111064	2	PAN CON MANJAR BLANCO	10	165	2	7	0,5	7
111064	3	LECHE	1	12	4	6	2,8	6
111064	4	AVENA	3	12	2	4	2,2	4
111065	1	LECHE	1	12	6	6	3	6
111065	2	CUAQUER	3	12	6	3	2	3
111065	3	CUAQUER CON LECHE	10	170	2	8	1,5	7
111065	4	PAN CON MATEQUILLA	9	170	2	7	1	7
111065	5	ALMUERZO ESCOLAR	10	170	2	5	8	5
111066	1	LECHE	1	10	1	6	3	6
111066	2	AVENA	3	10	1	4	2	4
111066	3	AVENA CON LECHE	10	165	3	8	0,8	8
111066	4	PAN CON MANJARBLANCO Y/O GALLETA	9	165	3	5	0,5	5
111066	5	ALMUERZO	10	165	3	9	4	9
111067	1	LECHE	1	180	2	8	2	8
111067	2	GALLETAS	9	180	2	7	0,5	7
111067	3	ALMUERZO	10	180	2	9	5	9
111068	1	DESAYUNO ESCOLAR QUAKER CON LECHE	10	160	3	5	1	5
111068	2	DESAYUNO ESCOLAR GALLETAS	9	160	3	7	0,5	7
111068	3	ALMUERZO ESCOLAR	10	160	3	5	6	5
111069	1	LECHE	1	12	1	6	2,5	6
111069	2	AVENA	3	12	1	4	2	4
111072	1	SIETE SEMILLAS	8	280	1	8	1	8
111072	2	PAN CON MANJAR	9	280	1	7	1	7
111074	1	LECHE	1	280	1	8	1,5	8
111074	2	GALLETA	9	280	1	7	0,5	7
111074	3	ARROZ CON MENESTRAS	10	280	1	9	3	9
111077	1	QUAKER	3	12	1	4	1,5	4
111077	2	LECHE EN TARRO	1	12	1	6	2,2	6
111077	3	QUAKER CON LECHE	10	160	1	5	1	5
111077	4	GALLETA	9	160	1	7	0,3	7
111077	5	ALMUERZO ESCOLAR	10	160	1	5	2	5
111079	1	LECHE CON AVENA	10	105	1	8	2	8
111079	2	PAN CON MANTEQUILLA	9	105	1	7	1	7
111079	3	ALMUERZO	10	105	1	9	2	9
111080	1	AVENA CON QUINUA	10	200	2	8	1	8
111080	2	PAN CON QUESO, MANTEQUILLA, ETC.	10	200	2	7	0,7	7
111081	1	QUAKER CON LECHE	10	160	4	5	1	5
111085	1	LECHE	1	220	3	8	0,7	8
111085	2	GALLETAS	9	220	3	5	0,5	5
111086	1	PAN CON MANTEQUILLA	9	140	2	7	1	7
111086	2	TAZA DE AVENA CON LECHE	3	140	1	8	0,5	8
111087	1	LECHE	1	12	1	6	2,5	6
111087	2	AVENA	3	12	1	2	4	2
111089	1	QUAKER CON LECHE	10	150	1	8	0,5	8
111089	2	GALLETA	9	150	5	7	0,5	7
111089	3	ALMUERZO ESCOLAR	10	150	1	9	5	9
111089	4	LECHE EN TARRO	1	120	2	6	3	6
111089	5	AVENA	3	120	2	4	1	4
111090	1	LECHE	1	4	4	6	12	6
111090	2	QUAQUER	3	2	2	4	4,5	4
111091	1	AVENA	3	4	3	4	3	4
111091	2	LECHE EVAPORADA	1	4	3	6	2,5	6
111091	3	AVENA CON LECHE	10	130	3	8	0,5	8
111091	4	PAN CON MANTEQUILLA	10	130	3	7	0,5	7
111091	5	PLATO DE COMIDA	10	130	3	9	1,5	9
111092	1	AVENA CON LECHE	10	390	3	8	0,8	8
111092	2	GALLETA CON MANJAR BLANCO	9	390	3	7	0,4	7
111092	3	ALIMENTO PREPARADO	10	390	3	5	4,5	5
111093	1	QUAKER CON LECHE	10	130	3	8	0,5	8
111093	2	PAN CON MANTEQUILLA	9	130	3	5	0,5	5
111094	1	LECHE	1	140	1	8	2	8
111094	2	GALLETA	9	140	1	7	0,2	7
111094	3	ARROZ CO FRIJOLES	10	140	1	9	3	9
111095	1	LECHE	1	120	4	5	6	6
111095	2	GALLETAS	9	120	4	3	2	3
111095	3	ALMUERZO	10	120	4	5	5	5
111097	1	LECHE	1	200	2	8	0,5	8
111097	2	GALLETAS	9	200	2	5	0,25	5
111098	1	LECHE	1	140	1	8	1	8
111098	2	GALLETA	9	140	1	7	0,25	7
111098	3	ARROZ CON MENESTRA	10	140	1	9	4	9
111098	4	ATUN ENLATADO	7	140	1	6	4	6
111099	1	LECHE	1	180	1	8	1	8
111099	2	GALLETA	9	180	1	7	0,25	7
111099	3	ARROZ CON MENESTRA	10	180	1	9	4	9
111100	1	ALMUERZO	10	200	2	9	8	9
111101	1	ALMUERZO	10	170	1	5	4	5
111102	1	AVENA CON LECHE	10	60	1	8	1	8
111102	2	GALLETA	9	60	1	7	0,3	7
111102	3	COMIDA PREPARADA	10	60	1	5	4,5	5
121002	1	LECHE	1	140	1	8	1	8
121002	2	GALLETA	9	140	1	7	0,3	7
121002	3	ARROZ CON MENESTRA	10	140	1	9	5	9
121004	1	AVENA	3	12	24	3	2	3
121004	2	LECHE	1	12	24	6	3	6
121006	1	TAZA DE QUAKER	3	60	1	8	0,7	8
121006	2	PAN CON QUESO	9	260	1	7	0,7	7
121006	3	LECHE	1	200	1	8	0,7	8
121007	1	QUESO	1	1	1	2	15	2
121008	1	leche	1	12	6	6	9	6
121008	2	avena	3	12	2	2	2	2
121009	1	latas de leche	1	12	3	6	3,2	6
121010	1	LECHE UHT	1	42	1	1	3	1
121010	2	BISCOCHO	9	40	1	5	0,3	5
121012	1	AVENA CON LECHE	10	200	1	8	1,5	8
121013	1	AVENA	3	6	1	3	1	3
121013	2	TARRO DE LECHE	1	6	3	6	3	6
121016	1	LECHE	1	96	2	6	2	6
121016	2	AVENA	3	24	2	4	2	4
121017	1	QUAKER	3	40	12	8	0,8	8
121017	2	PAPA CON HUEVO	10	10	2	9	1,5	9
121017	3	LECHE	1	20	1	8	0,8	8
121017	4	PAN	9	40	2	7	1	7
121017	5	MERMELADA	10	20	1	5	0,5	5
121019	1	AVENA CON LECHE	3	60	1	8	1	8
121019	2	PAN CON MERMELADA	9	60	1	7	0,6	7
121019	3	LECHE	1	140	1	3	1	3
121019	4	PAN	9	140	1	7	0,2	7
121022	1	KUAKER	3	48	4	4	1	4
121022	2	LECHE	1	96	8	6	2,5	6
121024	1	LECHE	1	6	60	6	1,4	6
