CHILDCODE	DNFDIDR4	DONNMER4	DONTYPR4	DONRCVR4	DONAMTR4	DONMSRR4	DONPRCR4	PRCMSRR4
181015	2	PAN CON MERMELADA, CON MANTEQUILLA, ETC.	10	120	1	8	0,5	7
181015	3	ARROZ CON LENTEJA, ARROZ CON CARNE, ARROZ CON ATUN, ETC. (ALMUERZO ESCOLAR)	10	120	1	9	3	9
181016	1	PAN CON MANTEQUILLA, MANJABLANCO, MERMELADA, ETC.	10	146	1	7	0,5	7
181016	2	QUINUA, AVENA CON LECHE	10	146	1	8	1	8
181016	3	ARROZ CON ZAPALLO, LENTEJA, FIDEOS, ETC.	10	111	1	9	3	9
181016	4	QUESO	1	40	3	7	2,5	7
181017	1	AVENA CON LECHE, CON ULPADA, ETC	10	180	3	8	1	8
181017	2	ARROZ CON ATUN, CON LENTEJA, CON TRIGO, ETC	10	180	3	9	3	9
181017	3	NARANJA, MANZANA, PLATANO, ETC	15	140	3	7	0,5	7
181018	1	ULPADA, LECHE PEPARADA.	10	100	2	8	0,5	8
181018	2	PAN CON MANJAR, CON QUESO, ETC.	10	100	2	7	1	7
181018	3	SOPA DE VERDURAS, GUISOS DE LENTEJAS, TRIGO, QUINUA, ETC.	10	120	2	9	2	9
181019	1	QUINUA CON LECHE, AVENA CON LECHE, ETC	10	180	3	8	0,5	8
181019	2	PAN CON MANJAR, CON MATEQUILLA, MERMELADA,  QUESO, ULPADA	10	100	3	7	0,5	7
181019	3	TRIGO CON ALVERJAS, ARROZ CON HUEVO, ETC	10	120	3	9	2	9
181019	4	LECHE FRESCA DE VACA	1	4	8	1	1,5	1
181020	1	LECHE CON AVENA , 7 CEREALES ,ETC	10	130	1	8	1	8
181020	2	PAN CON QUESO, MERMELADA, MANTEQUILLA , MANJAR ETC	10	130	1	7	0,5	7
181020	3	QUISO CON FRIJOL, ERVERJA ,  QUINUA  , LOCRO, ETC	10	110	1	9	2	9
181021	1	PAPA	15	5	60	2	1	2
181021	2	CHARQUI	15	4	3	2	10	2
181021	3	QUINUA	8	6	1	4	7	4
181021	4	TRIGO	8	2	1	4	5	4
181021	5	PAN CON MANTEQUILLA ,MANJAR, MERMELADA, ETC.	10	125	1	7	1	7
181021	6	AVENA CON LECHE	10	125	1	8	1	8
181022	1	AVENA CON LECHE, QUINUA CON LECHE , ETC,	10	120	3	8	1	8
181022	2	PAN CON MERMELADA , CON QUESO , AVECES GALLETAS	10	120	3	7	0,5	7
181022	3	ARROZ CON QUINUA , CON ATUN , CON LENTEJAS,  TALLARINES ETC.	10	120	3	9	3	9
181023	1	LECHE CON AVENA , QUINUA ETC	10	120	3	8	1	8
181023	2	PAN CON , MERMELADA , QUESO , ETC	10	120	3	7	0,5	7
181023	3	ARROZ CON LOCRO , TALLARIN , QUINUA  ETC	10	110	3	9	3	9
181024	1	DESAYUNO ESCOLAR, URPADA CON LECHE, ETC.	10	120	1	8	0,8	8
181024	2	PAN CON MANTAQUILLA, CON MERMELADA, ETC	10	120	1	7	0,5	7
181024	3	ALMUERZO ESCOLAR, QUINUA CON ARROZ, LOCRO, TALLARIN CON ATUN, ETC.	10	120	1	9	2,5	9
181025	1	QUAQER CON LECHE, QUINUA CON LECHE	10	145	1	8	1	8
181025	2	PAN CON MERMELADA, GALLETAS	10	145	1	7	1,2	7
181025	3	ARROZ CON LENTEJAS, TALLARINES CON POLLO, ETC	10	145	1	9	3,5	9
181029	1	LECHE	1	3	6	1	1,8	1
181030	1	PAN CON MERMELADA, MANJARBLANCO, MANTEQUILLA,ETC.	10	140	1	7	0,5	7
181030	2	AVENA CON LECHE,ETC.	10	140	1	8	1	8
181030	3	ARROZ CON TRIGO, ZAPALLO,ETC	10	110	1	9	3	9
181031	1	LECHE	1	160	2	1	1,4	1
181031	2	PAN CON QUESO, MANTEQUILLA, MANJARBLANCO,ETC	10	145	1	7	1	7
181031	3	AVENA CON LECHE	10	145	1	8	0,5	8
181031	4	ARROZ CON TRIGO, ZAPALLO, ETC.	10	110	1	9	3	9
181031	5	QUINUA, ZAPALLO, LENTEJA, TRIGO, ARROZ, GUISOS, ETC.	10	235	1	10	8	10
181032	1	LECHE CON 7 CEREALES , HABA , SOYA  ETC	10	120	1	8	0,5	8
181032	2	PAN CON ,MAMTEQUILLA, QUESO, MERMELADA , ETC	10	120	1	7	0,5	7
181032	3	ARROZ CON LENTEJA , TALLARIN , QUISO DE CALABAZA ,  ETC	10	100	1	9	2,5	9
181033	1	LECHE CON AVENA , 7 CEREALES , QUINUA CON LECHE, ETC	10	130	3	8	0,5	8
181033	2	PAN CON MANJAR, MERMELADA , MANTEQUILLA,  ETC.	10	130	3	7	0,5	7
181033	3	QUESO DE QUINUA , LENTEJA , OLLUCO, TRIGO, ETC	10	120	3	9	2,5	9
181034	1	AVENA CON LECHE	10	114	1	8	1	8
181034	2	PAN CON MERMELADA	10	114	1	7	1	7
181034	3	ARROZ CON PAPA PICADA, ARROZ CON TRIGO	10	114	1	9	3,5	9
181036	1	LLECHE FRESCA	1	48	4	1	1,5	1
181036	2	PAN CON ATUN, CON QUESO , MERMELADA , ETC	10	180	2	7	0,5	7
181036	3	ARROZ CON LENTEJA, ARROZ CON POLLO, CON ATUN, ETC.	10	140	2	9	2,5	9
181036	4	AVENA CON LECHE, SIETE SEMILLAS, CHOCOLATE, ETC	10	180	2	8	0,5	8
181037	1	AVENA CON LECHE, SIETE SEMILLAS,ETC	10	180	3	8	1	8
181037	2	PAN CON MANJAR, PAN CON MERMELADA, ULPADA,  PAN CON QUESO, ETC	10	180	3	7	0,5	7
181037	3	ARROZ CON CARNE, ARRON CON LENTEJA, ARROZ CON QUINUA, ZAPALLO CON HUEVO Y ARROZ, ETC	10	180	3	9	1,5	9
181037	4	GALLETA SODA	9	180	3	5	0,3	5
181038	1	AVENA CON LECHE, QUINUA CON LECHE, ETC.	10	125	2	8	1,5	8
181038	2	PAN CON MERMELADA	10	125	2	7	0,6	7
181038	3	ARROZ CON LENTEJAS, AROZ CHAUFA, ARROZ CON FREJOLES, TRIGO CON ARROZ , ETC.	10	125	2	9	3,5	9
181039	1	LECHE CON AVENA , 7 CEREALES , HABA  ETC	10	130	2	8	1	8
181039	2	PAN CON MERMELADA , MANTEQUILLA , QUESO , ETC	10	130	2	7	0,5	7
181039	3	GUISO DE HABA  , QUINUA , TALLARIN ,PESCADO ETC	10	110	2	9	2	9
181040	1	AVENA CON LECHE	10	140	2	8	2	8
181040	2	PAN CON MERMELADA, MANTEQUILLA, ETC.	10	140	2	7	1	7
181040	3	QUINUA, LOCRO, ARROZ CON ATUN, TALLARINES, ETC.	10	120	2	9	3	9
181041	1	PAN CON MANJAR,PAN CON MANTEQUILLA, ETC.	10	100	2	7	0,5	7
181041	2	LECHE PREPARADA, ULPADA, 7 SEMILLAS.	10	100	2	8	1	8
181041	3	TRIGO CON ARROZ, HABAS CON ARROZ, ETC.	10	120	2	9	2	9
181042	1	AVENA CON LECHE	10	160	2	8	1	8
181042	2	PAN CON QUESO, CON MERMELADA, CON MANJAR, ETC.	10	160	2	7	0,5	7
181043	1	ULPADA CON PAN, PAN MERMELADA, MANJAR,ETC	10	180	2	7	0,5	7
181043	2	TALLARIN CON PAPA,  CARMEN CON ARROZ, LENTEJA, ETC	10	180	2	9	3	9
181043	3	NARANJA, PLATANO, MANZANA,ETC	15	180	2	7	0,5	7
181044	1	LECHE CON AVENA , QUINUA, 7 CEREALES, ETC	10	130	3	8	0,5	8
181044	2	PAN CON MERMELADA , QUESO , ETC	10	130	3	7	0,3	7
181044	3	LENTEJA , QUINUA , LOCRO , ARROZ CON POLLO, ETC	10	120	3	9	3	9
181044	4	LECHE DE VACA	1	12	10	1	1,6	1
181045	1	LECHE FRESCA	1	12	6	1	1,5	1
181045	2	DESAYUNO ESCOLAR,AVENA CON LECHE , ULPADA CON LECHE, ETC.	10	140	4	8	1	8
181045	3	PAN CON QUESO, JAMON ,MERMELADA ,MANJAR,ETC	10	140	4	7	0,5	7
181045	4	ALMUERZO ESCOLAR, ARROZ CON TRIGO,QUINUA,LOCRO,ETC.	10	140	4	9	2	9
181046	1	AVENA CON LECHE	10	155	1	8	1	8
181046	2	FREJOLES, LENTEJAS, TALLARINES, ETC.	10	155	1	9	3	9
181047	1	DESAYUNO ESCOLAR, ULPADA CON LECHE, ETC	10	140	4	8	1	8
181047	2	PAN CON MERMELADA, QUESO, ETC	10	140	4	7	0,5	7
181047	3	ALMUERZO ESCOLAR, LENTEJA CON ARROZ ATUN CON PAPA, OLLUCO CON CHARQUI, ETC.	10	140	4	9	2	9
181048	1	AVENA CON LECHE , QUINUA CON LECHE ETC.	10	120	4	8	0,5	8
181048	2	PAN MERMELADA , CON MANTEQUILLA ETC,	10	120	4	7	0,5	7
181048	3	ARROZ CON LENTEJAS , CON ATUN, CON GUISO DE QUINUA ETC.	10	120	4	9	3	9
181049	1	AVENA CON LECHE	10	140	3	8	1	8
181049	2	PAN CON MERMELADA, QUESO , ETC.	10	140	3	7	1	7
181049	3	GUIZOS, LENTEJA , LOCRO, ETC.	10	140	3	9	3	9
181050	1	LECHE CON AVENA , LECHE CON QUINUA ETC.	10	180	1	8	0,7	8
181050	2	PAN CON MANJAR BLANCO, PAN CON MANTEQUILLA,ETC.	10	180	1	7	0,5	7
181050	3	ARROZ CON CARNE, CON GUISA DE QUINUA ,CON LENTEJAS ,CON ATUN ETC.	10	100	1	9	2	9
181051	1	LECHE FRESCA	1	12	6	1	1,5	1
181051	2	DESAYUNO ESCOLAR AVENA CON LECHE, ULPADA CON LECHE,ETC.	10	130	2	8	1,5	8
181051	3	PAN CON MANTEQUILLA, PAN CON MERMELADA, PAN CON MANJAR,ETC	10	130	2	5	0,5	5
181051	4	ALMUERZO ESCOLAR, PALLARES, TALLARINES GUISO DE OLLUCO,ETC.	10	130	4	9	3	9
181052	1	ALMUERZO ESCOLAR GUISOS,ETC.	10	140	1	9	3,5	9
181053	1	AVENA CON LECHE	10	110	4	8	1	8
181053	2	PAN CON QUESO, CON MANJAR BLANCO	10	110	4	7	1	7
181054	1	ULPADA, AVENA PREPARADA, ETC	10	60	2	8	0,6	8
181054	2	PAN CON MERMELADA, ETC	10	60	2	7	0,5	7
181054	3	LECHE FRESCA DE VACA -PROGRAMA VASO DE LECHE-	1	250	2	1	1,5	1
181055	1	LECHE CON AVENA	10	70	3	8	1	8
181055	2	PAN CON QUESO, MANJAR, ETC	10	70	3	7	1	7
181055	3	ARROZ CON LENTEJAS, CON ARVERJAS, TALLARINES, CON MOTE, ETC.	10	70	3	5	3,5	5
181056	1	AVENA CON LECHE, ETC.	10	150	1	8	1	8
181056	2	PAN CON MERMELADA, QUESO, ETC.	10	150	1	7	1	7
181056	3	LOCRO, FIDEOS, QUINUA, ETC	10	140	1	9	3	9
181057	1	AVENA CON LECHE, QUINUA CON LECHE TEC.	10	180	1	8	1	8
181057	2	PAN QUESO, CON MERMELADA , CON MANTEQUILLA  ETC.	10	180	1	7	0,5	7
181057	3	ARROZ CON LENTEJAS ,TALLARINES CON CARNE , ARROZ CON FREJOLES  GUISO DE QUINUA ETC.	10	90	1	9	2,5	9
181058	1	AVENA PREPARADA	10	125	1	5	1	5
181058	3	ARROZ CON PAPAS, ETC	10	1	125	5	3,5	5
181059	1	PAN CON MERMELADA, CON MANJAR, CON MANTEQUILLA,ETC	10	120	2	7	0,5	7
181059	2	AVENA   CON   LECHE,ETC.	10	200	2	8	1	8
181059	3	GALLETAS	9	30	2	7	1	7
181059	4	SEGUNDOS, PICANTE DE TRIGO, GUISO DE POLLO,ETC.	10	200	2	9	3	9
181060	1	LECHE CON 7 CEREALES , AVENA , QUINIA , ETC	10	120	2	8	1	8
181060	2	PAN CON QESO, MERMELADA , MANTEQUILLA , ETC	10	120	2	7	0,2	7
181060	3	LENTEJA , QUINUA , OLLUCO , LOCRO ,  TALLARIN ETC	10	100	2	9	3	9
181061	1	LECHE FRESCA	1	12	6	1	1,3	1
181061	2	AVENA CON LECHE	10	146	1	8	0,5	8
181061	3	PAN CON MANTEQUILLA, QUESO, MANJARBLANCO, ETC.	10	146	1	7	0,5	7
181061	4	ARROZ CON TRIGO, FIDEOS, ZAPALLO, ETC (ALMUERZO ESCOLAR).	10	111	1	9	3	9
181062	1	SEGUNDOS  ,  ARROZ   CON   POLLO  ,  MENESTRAS  ,   QUINUA  ,  ECT	10	200	1	9	3	9
181062	2	PAN   :,  CON   MANTEQUILLA  ,   CON   HUEVO  , QUESO  , MANJAR   BLANCO,ETC	10	200	1	7	0,5	7
181062	3	LECHE   CON   AVENA    ,  LECHE   CON   7   SEMILLAS , ETC	10	200	1	8	1	8
181062	4	MAZAMORRAS	10	80	1	5	1,5	5
181063	1	AVENA CON LECHE, PULPIN, ETC	10	138	1	8	1	8
181063	2	PAN CON MERMELADA, ETC	10	77	1	7	1	7
181063	3	TALLARINES CON PAPA, ARROZ CON LENTEJAS,ETC	10	138	1	9	3,5	9
181063	4	GALLETAS	9	77	1	7	0,5	7
181064	1	AVENA CON LECHE , CON QUINUA ,CON ULPADA ETC.	10	140	1	8	1	8
181064	2	PAN CON MERMELADA ,CON QUESO , CON MANTEQUILLA ETC.	10	140	1	7	0,5	7
181064	3	ARROZ CON LENTEJAS .CON OLLUCO , CON ATUN , CON FRIJOLES, TALLARINES  Y SU FRUTA	10	140	1	9	3	9
181065	1	PAN   Y   GALLETAS	9	200	1	7	0,5	7
181065	2	LECHE   CON   AVENA, ETC.	10	200	1	7	1	7
181065	3	SEGUNDOS, GUISOS DE HABAS, ENSALADAS,	10	200	1	9	3	9
181066	1	QUAKER,PONCHE DE HABAS,QUNUA	10	400	2	8	1	8
181066	2	PAN CON MANTEQUILLA,MERMELADA,QUESO,ECT	10	400	2	7	1	7
181067	1	ARROZ CON FREJOL, ARROZ CON ATUN, CON LENTEJA, CON ARVERJA , ETC	10	105	1	9	3	9
181068	1	SEGUNDO, QUINUA CON ARROZ, PESCADO CON ARROZ, ETC.	10	200	1	9	3	9
181068	2	AVENA   CON   LECHE, ETC.	10	200	1	8	1	8
181068	3	PAN CON QUESO, MERMELADA, MANTEQUILLA, ETC.	9	200	2	7	0,5	7
181070	1	AVENA CON LECHE, QUINUA CON LECHE, ETC.	10	115	1	8	1,5	8
181070	2	PAN CON MERMELADA	10	115	1	7	1	7
181070	3	ARROZ CON PAPAS, ARROZ CON TRIGO, ETC.	10	115	1	9	3	9
181072	1	ARROZ CON QUINUA, TALLARINES, GUISOS , ETC	10	200	1	9	3	9
181072	2	LECHE   CON   AVENA	10	200	1	8	1	8
181072	3	PAN	9	200	1	7	0,5	7
181073	1	AVENA CON LECHE , QUINUA CON LECHE, ETC.	10	125	2	8	0,5	8
181073	2	PAN CON QUESO , CON MERMELADA, CON MANTEQUILLA  ETC,	10	125	2	7	0,5	7
181073	3	ARROZ CON LENTEJAS ,CON PALLARES, CON QUINUA , TALLARINES CON ATUN, ETC.	10	125	2	9	3	9
181074	1	AVENA CON LECHE	10	120	1	8	1	8
181074	2	PAN CON MANTEQUILLA ,CON QUESO, ETC.	10	120	1	7	0,5	7
181074	3	GUISOS, SOPAS, MENESTRAS, ETC	10	120	1	9	3	9
181075	1	LECHE	1	180	1	1	1,2	1
181075	2	PAN CON MANTEQUILLA, MERMELADA, MANJARBALANCO, ETC.	10	115	1	7	0,5	7
181075	3	AVENA CON LECHE	10	115	1	8	0,5	8
181075	4	LECHE FRESCA DEL PROGRAMA VASO DE LECHE	1	35	1	9	1	8
181075	5	ARROZ CON QUINUA , ZAPALLO , ETC.	10	110	1	9	-77	9
181077	1	LECHE CON AVENA , QUINUA , KIWICHA ,ETC	10	100	4	8	1	8
181077	2	PAN CON QUESO, MANTEQUILLA , MANJAR , MERMELADA  ETC	10	100	4	7	0,5	7
181077	3	LENTEJA , GARBANZO , QUINUA , FREJOL, TRIGO ETC	10	80	4	9	1,5	9
181077	4	LECHE DE VACA	1	12	12	1	1,5	1
181078	1	ARROZ CON LENTEJA, QUINUA, ETC	10	180	1	9	2	9
181078	2	ARROZ	8	1	1	2	2	2
181078	3	TRIGO	8	1	1	2	2	2
181078	4	HABAS	8	1	1	2	3	2
181078	5	HARINA DE TRIGO	15	1	1	2	1	2
181078	6	ACEITE	5	1	0,5	1	6	1
181080	1	PAN CON MANJAR, CON QUESO, MANTEQUILLA, ETC.	10	120	3	7	1	7
181080	2	ULPADA PREPARADA, AVENA PREPARADA, ETC.	10	120	3	8	0,5	8
181080	3	LOCRO CON ARROZ, ARROZ CON PESCADO, LENTEJA CON ENSALADA,ETC.	10	120	3	9	2	9
181081	1	DESAYUNO ESCOLAR, ULPADA ,LECHE,ETC.	10	140	1	8	1	8
181081	2	PAN CON MANTEQUILLA, PAN CON MANJAR,QUESO,ETC	10	140	1	7	0,5	7
181081	3	ALMUERZO ESCOLAR ,ARROZ CON LENTEJA, VAINITA,LOCRO,ETC	10	140	1	9	1,5	9
181082	1	LECHE   :  CON    AVENA  ,  C0N    7    SEMILLAS  , ECT	10	200	2	8	2	8
181082	2	PAN CON   MANTEQUILLA  ,   MAJAR   BLANCO   ,  QUESO   , MERMELADA	10	200	2	7	1	7
181082	3	SEGUNDOS   :    TALLARINES   , MENESTRAS  ,  ARROZ  CON   POLLO ,  QUINUA   ,   ECT	10	200	2	9	6	9
181083	1	LECHE CON AVENA , 7 CEREALES , ETC	10	120	2	8	0,8	8
181083	2	PAN CON HUEVO, QUESO ETC	9	120	2	7	0,5	7
181083	3	LENTEJA  TRIGO , LOCRO ETC	10	100	2	9	2	9
181084	1	DESAYUNO ESCOLAR (QUAQUER CON LECHE, 7 CEREALES)	10	155	3	8	1	8
181084	2	PAN CON QUESO, TALLARINES, ARROZ CON TRIGO	10	155	3	7	4	7
181084	3	PLATANO, MANZANA, NARANJA	15	155	3	7	0,5	7
181086	1	AVENA CON LECHE	10	50	2	8	0,5	8
181086	2	ULPADA	10	100	2	8	1	8
181086	3	PAN .	9	100	2	7	0,3	7
181086	4	SOPAS, GUISOS, ARROCES, ETC.	10	100	2	9	3	9
181087	1	LECHE CON AVENA , 7 CEREAALES , QUINUA ETC	10	120	2	8	1	8
181087	2	PAN CON QUESO , MANTEQUILLA, MERMELADA , MANJAR  ETC	10	120	2	7	0,5	7
181087	3	LENTEJA , TRIGO , QUINUA , TALLARIN ETC	10	100	2	9	1,5	9
181088	1	LECHE CON AVENA , QUINUA , ETC	10	120	3	8	0,5	8
181088	2	PAN CON HUEVO, MERMELADA, QUESO  ETC	10	120	3	7	0,5	7
181088	3	ARROZ CON POLLO , LOCRO , CHAUFA ,  LENTEJA , ETC	10	100	3	9	2,5	9
181089	1	AVENA CON LECHE ,QUINUA CON LECHE , LECHE CON ULPADA ETC.	10	125	2	8	0,8	8
181089	2	PAN CON MERMELA  , CON MANTEQUILLA , CON QUESO, CON HUEVO ETC.	10	125	2	7	0,5	7
181089	3	ARROZ CON GUISA DE QUINUA ,CON LENTEJAS CON ATUN ,TALLARINES ETC.	10	125	2	9	3	9
181090	1	PAN  CON MERMELADA, MANJAR, MANTEQUILLA, QUESO,ETC	10	120	1	7	0,5	7
181090	2	AVENA CON LECHE.	10	120	1	8	0,5	8
181090	4	ARROZ CON TRIGO, ZAPALLO, CON HUEVO, ETC	10	120	1	9	3	9
181090	5	FRUTAS, MANZANA, NARANJA, PLATANO, MANDARINA, ETC	15	120	1	7	0,5	7
181091	1	LECHE CON AVENA	10	160	1	8	1	8
181091	2	TALLARINES, ARROZ CON TRIGO, ATUN	10	160	1	5	3	5
181092	1	QUAQER CON LECHE, QUINUA CON LECHE	10	140	1	8	1	8
181092	2	ARROZ CON LENTEJA, TALLARINES,ETC.	10	140	1	9	3,5	9
181093	1	LECHE CON AVENA , QUINUA , ETC	10	70	1	8	0,5	8
181093	2	PAN CON MERMELADA , QUESO , HUEVO ETC	10	70	1	7	0,4	7
181093	3	TALLARIN, LENTEJA , FRIJOL, TRIGO ETC	10	70	1	9	2	9
181094	1	AVENA, QUINUA PREPARADOS	10	91	3	8	1	8
181094	2	PAN CON MANJAR BLANCO, MANTEQUILLA, ETC.	10	91	3	7	0,5	7
181094	3	ARROZ CON MENESTRETAS, LENTEJAS, ETC.	10	91	3	9	3	9
181096	1	LECHE CON AVENA , 7 CEREALES , ETC	10	120	2	8	1	8
181096	2	PAN CON MANJAR, QUESO , HUEVO ETC	10	120	2	7	0,5	7
181096	3	LENTEJA , QUINUA , LOCRO , TALLARIN  ETC	10	100	2	9	2	9
181098	1	DESAYUNO ESCOLAR, AVENA CON LECHE, ULPADA CON LECHE, ETC	10	80	1	8	0,8	8
181098	2	PAN CON MERMELADA, CON MANTEQUILLA, CON MANJAR, ETC.	10	80	1	7	0,5	7
181098	3	ALMUERZO ESOLAR, LENTEJA CON ARROZ, ATUN CON PAPA, TALLARIN, ETC.	10	80	1	9	2	9
181098	4	LECHE FRESCA.	1	60	1	8	0,8	8
181098	5	PAN	9	60	1	7	0,2	7
181098	6	VASO DE LECHE, LECHE FRESCA.	1	8	6	1	1,5	1
181099	1	HARINA DE TRIGO	77	12	1	2	3	2
181099	2	ACEITE	5	12	0,5	1	6	1
181099	3	HABAS	6	12	2	2	4	2
181099	4	QUESOS,TALLARINES, LENTEJAS, ATUN, ETC.	10	160	1	5	3	5
181099	5	AVENA CON LECHE	10	160	1	8	1	8
181099	6	NARANJA, PLATANO, MANZANA, ETC.	15	160	1	7	0,3	7
181100	1	AVENA CON LECHE	10	140	2	8	1	8
181100	2	PAN CON MERMELADA	10	140	2	7	0,5	7
181100	3	QUINUA, LENTEJA , TALLARINES,  ARROZ,  ETC	10	140	2	9	2,5	9
181101	1	PAN CON MANTEQUILLA, QUESO, MANJARBLANCO, ETC.	10	53	1	7	0,5	7
181101	2	AVENA, ULPADA, QUINUA, ETC.	10	53	1	8	0,5	8
181101	3	ARROZ CON LENTEJA, ZAPALLO, ETC.	10	53	1	9	3	9
181102	1	PAN CON MANTEQUILLA, MANJARBLANCO, ETC.	10	95	1	7	0,5	7
181102	2	QUINUA , AVENA CON LECHE, ETC.	10	95	1	8	0,5	8
181102	3	ARROZ CON QUINUA, TRIGO, ZAPALLO, ETC.	10	95	1	9	2	9
181103	1	ULPADA,  QUINUA CON LECHE, ETC.	10	160	1	8	1	8
181103	2	PAN CON QUESO, MANTEQUILLA,ETC	10	160	1	7	0,5	7
181104	1	PAN CON MANTEQUILLA, MANJARBLANCO ,ETC.	10	95	2	7	0,3	7
181104	2	QUINUA CON LECHE O AVENA	10	95	2	8	0,8	8
181104	3	ARROZ CON HUEVO, CON POLLO, ETC.	10	95	2	9	1,5	9
181105	1	PAN   Y   GALLETAS	9	200	1	7	0,5	7
181105	2	AVENA   CON  LECHE, ETC	10	200	1	8	1	8
181105	3	SEGUNDOS, PESCADO, LENTEJAS, ETC.	10	200	1	9	3	9
191003	1	AVENA PREPARADA	3	100	1	8	1	8
191003	2	MAZAMORRA DE FRUTA (MORADA, DE MELOCOTON, DE PINA, ETC)	10	60	1	9	1	9
191003	3	EMPAREDADOS / SANDWICH (DE MERMELADA, QUESO, ACEITUNA, ETC.)	10	40	1	7	1	7
191009	1	ARROZ CON LECHE, MAZAMORRAS, ETC.	10	-77	1	9	1	9
191010	1	ARROZ	8	5	2	2	2,2	2
191010	2	PESCADO ENLATADO	7	5	2	7	3	7
191010	3	ACEITE	5	5	1	1	6	1
191011	1	MENESTRAS (FREJOL)	6	10	4	2	2	2
191011	2	CARNE DE POLLO (NO ENLATADA)	15	6	1	7	20	7
191012	1	FRIJOL	6	2	30	2	4	2
191013	1	AVENA CON LECHE PREPARADA	10	100	1	8	1,5	8
191013	2	PAN CON QUESO, O CON MERMELADA, O CON JAMONADA, ETC.	10	100	1	7	1,5	7
191014	1	LECHE   PREPPARADA	10	50	1	8	1	8
191014	2	PAN CON QUESO, ETC	10	50	1	7	1	7
191016	1	LACTEOS	1	12	4	2	3	2
191016	2	LECHE CON AVENA , KIWICHA, ETC.	10	70	1	8	1	8
191016	3	PAN CON MANTEQUILLA , MERMELADA, ETC.	10	60	1	7	0,5	7
191019	1	QUAQUER CON LECHE	10	160	1	8	1	8
191027	1	AVENA CON LECHE PREPARADA	10	100	1	8	1	8
191027	2	PAN CON QUESO, O MERMELADA,  ETC.	10	100	1	7	0,5	7
191028	1	LECHE CON AVENA LECHE  SOLA ETC	10	120	1	8	0,8	8
191028	2	PAN CON MANTEQUILLA , QUESO MERMELADA ,ACEITUNA ETC	10	120	1	7	0,8	7
191030	1	AVENA PREPARADA CON LECHE	10	130	1	8	1	7
191030	2	PAN ACEITUNA  MERMELADA ETC	10	130	1	7	1	7
191036	1	CAÑIHUACO, QUAKER, CON LECHE	10	120	2	8	1	8
191036	2	PAN CO ACEITUNA, MANTEQUILLA , HUEVO, ETC.	10	120	2	7	0,5	7
191036	3	PAPA PAN	9	190	2	7	0,5	7
191037	1	LECHE	1	12	2	2	1,2	2
191037	2	LECHE SOLA GLORIA PREPARADA	10	120	2	8	1	8
191037	3	PAN CON  MANJAR, MANTEQUILA,MERMELADA ETC	10	100	2	7	1	7
191037	4	MAZAMORRAS ARROZ CON LECHE MORADA , HARINA ETC	10	140	1	8	1,5	8
191037	5	COMIDA LENTEJA ,ESTOFADO,PESCADO  ETC	10	140	1	9	3	9
191041	1	PESCADO	15	5	1	2	5	2
191041	2	AVENA CON LECHE	10	60	1	8	1,5	8
191041	3	PAN CON QUESO	10	60	1	7	1	7
191043	1	ATUN	7	1	5	6	2,5	7
191043	2	LECHE	1	1	1	2	4	2
191050	1	CANASTA DE VIVERES (ABARROTES)	15	12	1	7	100	7
191051	1	COMIDAS PREPARADAS (TALLARINES, ARROZ CHAUFA, ARROZ VERDE , PURE DE PAPA, ETC.)	10	70	1	9	3	9
191052	1	ARR0Z	8	12	50	2	1,4	2
191053	1	AVENA CON LECHE	10	160	2	8	1	8
191053	2	PAN CON MERMELADA, QUESO, ETC	10	160	2	7	1	7
191054	1	AVENA CON LECHE , MAIZENA CON LECHE	10	100	1	8	1	8
191054	2	PAN CON MERMELADA,MAJAR BLANCO, QUESO,ETC	10	100	1	7	0,7	7
191056	1	DESAYUNO ESCOLAR	2	40	1	5	1,5	5
191056	2	SANGUCHE	10	40	1	7	1,5	7
191056	3	ALMUERZO ESCOLAR	10	120	1	5	4,5	6
191057	1	ALIMENTOS PREPARADOS	10	60	1	5	1	5
191057	2	SANGUCHE	10	60	1	7	1	7
191057	3	SENGUNDOS ESCOLARES	10	80	1	5	3	5
191059	1	SOPA CON ATUN, ARROZ CON MENESTRAS, CON CARNES , VERDERAS,ETC.	10	120	3	9	3	9
191059	2	CARNE DE RES	15	3	6	2	7	2
191068	1	PAN QUESO, CON JAMONADA, ETC	10	-77	1	7	1	7
191068	2	LECHE PREPARADA	10	-77	1	8	1	8
191069	1	ALIMENTOS, VIVERES, OTROS COMESTIBLES	15	1	1	10	30	10
191070	1	LECHE	1	12	1	1	2	1
191071	1	LECHE CON AVENA ,	10	70	2	8	1	8
191071	2	PAN CON MERMELADA , MANJAR , QUESO ,	10	70	2	7	1	7
191072	1	AVENA PREPARADA	10	100	1	8	3	8
191072	2	PAN MERMELADA, QUESO, ETC.	10	100	2	7	2	7
191073	1	KUAQUER CON LECHE	10	100	1	8	1	8
191073	2	PAN CON MERMELADA, QUESO, MANTEQUILLA,ETC.	10	100	1	7	0,5	7
191075	1	MAZAMORRA,	10	20	1	9	2	9
191076	1	ARROZ	8	1	1	4	1,3	4
191076	2	ATUN	7	1	1	7	3	7
191076	3	ACEITE	5	1	1	3	1,5	3
191076	4	LECHE	1	1	1	2	3	2
191077	1	FRIJOLES	6	6	3	2	5	2
191077	2	CEBOLLAS	15	4	5	2	1	2
191078	1	AVENA CON LECHE	10	145	1	8	1	8
