CHILDCODE	GRPIDR4	HHMEMR4	GROUPR4	LEADMR4	BENFTR41	BENFTR42	BENFTR43
31002	2	1	18	0	6	88	 
31002	3	2	7	0	4	88	 
31003	1	 	 	 	 	 	 
31005	1	17	4	0	2	88	 
31006	1	3	32	1	6	88	 
31007	1	2	7	0	4	88	 
31009	1	1	32	1	6	88	 
31009	2	1	4	0	2	 	 
31013	1	1	23	0	5	88	 
31013	2	1	7	0	5	88	 
31014	1	3	4	0	2	88	 
31015	1	2	4	0	2	 	 
31016	1	2	32	1	6	88	 
31016	2	2	28	1	6	88	 
31019	1	1	22	0	1	88	 
31021	1	2	18	0	8	88	 
31021	2	4	18	0	8	88	 
31021	3	0	20	0	7	88	 
31025	1	1	24	1	6	88	 
31028	1	1	32	0	3	88	 
31028	2	2	23	0	1	88	 
31031	1	1	24	1	6	88	 
31035	1	1	4	0	2	88	 
31041	1	0	18	0	6	88	 
31041	2	1	18	0	6	88	 
31041	3	2	18	0	6	88	 
31045	1	2	32	1	6	88	 
31045	2	2	28	1	6	4	8
31046	1	1	7	0	4	88	 
31046	2	2	7	0	4	88	 
31047	1	17	24	1	6	88	 
31047	2	16	24	0	6	88	 
31047	3	2	24	0	6	88	 
31048	1	2	23	0	5	88	 
31048	2	1	32	1	6	88	 
31049	1	1	24	1	6	7	88
31049	2	2	7	0	11	88	 
31049	3	2	28	1	6	88	 
31054	1	2	7	0	4	6	88
31055	1	2	23	1	1	88	 
31056	1	6	7	0	4	88	 
31056	2	8	4	0	6	88	 
31057	1	2	7	0	4	88	 
31058	1	1	4	1	2	88	 
31059	1	1	24	0	6	88	 
31060	1	2	18	0	8	88	 
31060	2	1	2	0	3	1	5
31061	1	2	23	0	1	88	 
31061	2	2	7	0	11	88	 
31061	3	1	24	0	6	88	 
31062	1	1	32	1	4	6	88
31062	2	3	7	0	7	88	 
31062	3	2	18	0	8	88	 
31065	1	1	23	1	11	88	 
31065	2	1	32	0	6	88	 
31065	3	8	4	1	6	88	 
31066	1	2	32	1	6	88	 
31066	2	2	28	1	4	88	 
31068	1	1	32	1	6	88	 
31069	1	2	23	0	5	88	 
31072	1	1	32	1	6	88	 
31074	1	1	32	0	6	88	 
31074	2	2	32	0	6	88	 
31074	3	1	7	1	4	88	 
31074	4	2	7	1	4	88	 
31075	1	1	32	1	6	88	 
31075	2	2	23	1	5	88	 
31077	1	0	4	0	2	88	 
31077	2	1	32	0	6	88	 
31077	3	1	7	0	4	88	 
31080	1	1	7	1	6	88	 
31081	1	2	23	0	5	88	 
31081	2	1	32	1	6	88	 
31083	1	1	7	0	4	88	 
31083	2	0	20	0	7	88	 
31083	3	1	32	0	5	88	 
31084	1	2	7	0	11	 	 
31084	2	1	32	0	6	 	 
31085	1	1	24	0	6	88	 
31085	2	1	32	0	6	88	 
31086	1	1	7	1	3	88	 
31086	2	1	24	0	6	88	 
31087	1	5	18	0	8	88	 
31087	2	2	18	0	8	88	 
31087	3	5	32	0	5	6	88
31087	4	5	7	0	4	11	88
31088	1	1	32	1	6	88	 
31088	2	1	4	1	2	88	 
31088	3	2	7	0	4	88	 
31089	1	1	32	0	6	88	 
31090	1	1	32	0	6	88	 
31090	2	1	24	1	6	88	 
31091	1	2	7	0	2	88	 
31091	2	2	23	0	1	88	 
31091	3	1	32	1	6	88	 
31092	1	1	32	0	11	88	 
31092	2	2	23	0	5	88	 
31093	1	1	7	0	4	88	 
31095	1	1	24	1	6	88	 
31095	2	1	32	0	6	88	 
31096	1	2	7	0	5	88	 
31097	1	0	18	0	8	88	 
31097	2	1	18	0	8	88	 
31097	3	2	28	1	4	6	2
31097	4	2	5	0	6	4	4
41001	1	1	32	1	6	88	 
41002	1	2	23	0	1	88	 
41002	2	2	7	0	11	88	 
41003	1	0	18	0	8	88	 
41003	2	1	18	1	8	88	 
41003	3	2	18	0	8	88	 
41003	4	1	32	1	6	88	 
41004	1	1	32	0	6	88	 
41004	2	0	18	0	8	88	 
41005	1	1	7	0	6	88	 
41005	2	4	32	1	5	6	88
41005	3	1	23	0	1	88	 
41008	1	2	7	0	4	88	 
41008	2	2	28	0	4	88	 
41008	3	1	7	0	4	88	 
41009	1	2	7	0	6	88	 
41010	1	1	31	1	6	88	 
41010	2	0	18	0	8	88	 
41010	3	1	18	0	8	88	 
41010	4	2	18	0	8	88	 
41011	1	1	7	0	6	88	 
41011	2	0	18	0	8	88	 
41011	3	1	18	0	8	88	 
41013	1	1	20	0	1	88	 
41013	2	2	20	0	1	88	 
41013	3	3	18	0	8	88	 
41013	4	0	18	0	8	88	 
41016	1	0	18	0	8	88	 
41016	2	2	18	0	8	79	 
41016	3	4	18	0	8	79	 
41016	4	6	18	0	8	88	 
41017	1	0	18	0	8	88	 
41017	2	1	18	0	8	88	 
41018	1	3	32	1	6	88	 
41019	1	1	18	0	8	88	 
41019	2	5	18	0	8	88	 
41019	3	0	18	0	8	88	 
41019	4	2	18	0	8	88	 
41019	5	2	7	0	4	88	 
41020	1	1	32	1	6	88	 
41020	2	2	32	0	6	88	 
41021	1	0	18	0	8	88	 
41021	2	2	18	0	8	88	 
41021	3	15	18	0	8	88	 
41021	4	16	18	0	8	88	 
41021	5	17	18	0	8	88	 
41021	6	18	18	0	8	88	 
41021	7	19	18	0	8	88	 
41022	1	1	7	0	4	88	 
41022	2	1	20	1	6	88	 
41022	3	2	32	1	6	4	88
41023	1	0	18	0	8	88	 
41023	2	2	18	0	8	88	 
41024	1	1	32	0	6	88	 
41024	2	1	7	0	6	 	 
41024	3	2	23	0	6	88	 
41025	1	1	32	1	6	5	88
41026	1	2	7	1	6	88	 
41027	1	0	18	0	8	88	 
41027	2	2	18	0	8	88	 
41028	1	0	18	0	8	88	 
41028	2	1	7	0	2	88	 
41029	1	1	32	0	7	5	88
41030	1	1	32	0	6	88	 
41031	1	3	23	0	6	88	 
41032	1	2	7	0	4	88	 
41032	2	1	32	1	2	6	88
41032	3	2	10	1	4	6	88
41033	1	1	7	0	6	88	 
41033	2	7	10	1	6	88	 
41033	3	7	32	0	11	 	 
41034	1	2	7	0	11	88	 
41034	2	1	32	0	11	88	 
41035	1	2	32	1	6	88	 
41035	2	1	7	0	6	88	 
41035	3	2	18	0	8	88	 
41035	4	0	18	0	8	88	 
41035	5	1	18	0	8	88	 
41035	6	15	18	0	8	88	 
41036	1	1	7	1	9	88	 
41037	1	1	32	0	5	88	 
41037	2	2	23	0	1	88	 
41038	1	1	7	0	2	6	88
41038	2	1	32	0	4	6	88
41039	1	1	32	0	6	88	 
41040	1	1	32	0	6	 	 
41040	2	1	18	1	5	88	 
41040	3	0	18	0	8	88	 
41040	4	2	18	0	8	88	 
41040	5	3	18	0	8	88	 
41040	6	15	18	0	8	88	 
41040	7	16	18	0	8	88	 
41041	1	1	32	1	6	88	 
41041	2	0	7	0	11	88	 
41042	1	1	32	0	6	88	 
41042	2	1	7	0	6	88	 
41042	3	1	24	1	6	88	 
41043	1	2	32	1	6	88	 
41043	2	1	32	0	6	88	 
41044	1	1	32	0	6	88	 
41044	2	2	32	0	4	6	88
41045	1	0	18	0	8	88	 
41045	2	2	18	0	8	88	 
41046	1	1	32	0	6	88	 
41046	2	2	7	1	11	88	 
41046	3	2	18	0	8	88	 
41046	4	0	18	0	8	88	 
41046	5	15	18	0	8	88	 
41047	1	0	18	0	8	88	 
41047	2	1	18	0	8	88	 
41048	1	1	31	1	11	 	 
41048	2	0	18	0	8	88	 
41048	3	2	18	0	8	88	 
41048	4	7	18	0	8	88	 
41049	1	1	32	0	6	88	 
41050	1	1	7	0	4	6	88
41050	2	1	32	0	6	88	 
41051	1	0	20	0	8	88	 
41052	1	1	24	0	6	88	 
41052	2	1	32	0	6	88	 
41053	1	1	7	0	4	88	 
41053	2	1	32	1	6	88	 
41053	3	2	23	0	1	5	88
41054	1	2	24	1	6	88	 
41054	2	2	32	0	6	88	 
41054	3	1	32	0	6	88	 
41055	1	1	7	0	11	88	 
41057	1	1	18	0	8	 	 
41057	2	19	18	0	8	88	 
41057	3	0	18	0	8	88	 
41059	1	1	32	1	6	88	 
41059	2	1	18	0	8	88	 
41059	3	2	18	0	8	88	 
41059	4	3	18	0	8	88	 
41060	1	1	32	1	6	8	88
41060	2	0	18	0	8	88	 
41060	3	1	18	0	8	88	 
41060	4	2	18	0	8	88	 
41060	5	4	18	0	8	88	 
41060	6	15	18	0	8	88	 
41060	7	16	18	0	8	88	 
41061	1	1	32	0	6	88	 
41061	2	1	7	1	6	88	 
41062	1	0	18	0	8	88	 
41062	2	1	18	0	8	88	 
41063	1	2	18	0	8	88	 
41063	2	0	18	0	8	88	 
41064	1	0	18	0	8	88	 
41064	2	2	18	0	8	88	 
41066	1	0	18	0	8	88	 
41066	2	1	18	0	8	88	 
41066	3	2	18	0	8	88	 
41066	4	3	18	0	8	88	 
41066	5	4	18	0	8	88	 
41066	6	1	32	1	6	88	 
41066	7	2	32	0	6	88	 
41068	1	2	18	0	8	88	 
41068	2	0	18	0	8	88	 
41068	3	1	18	0	8	88	 
41068	4	3	18	0	8	88	 
41068	5	15	18	0	8	88	 
41068	6	16	18	0	8	88	 
41068	7	17	18	0	8	88	 
41068	8	18	18	0	8	88	 
41068	9	1	7	0	4	88	 
41068	10	2	7	0	4	88	 
41069	1	1	24	0	6	88	 
41069	2	1	18	0	8	88	 
41069	3	2	18	0	8	88	 
41069	4	0	18	0	8	88	 
41070	1	1	7	0	77	 	 
41071	1	0	18	0	8	88	 
41071	2	0	18	0	8	88	 
41071	3	1	18	0	8	88	 
41071	4	2	18	0	8	88	 
41071	5	5	18	0	8	88	 
41071	6	15	18	0	8	88	 
41071	7	16	18	0	8	88	 
41072	1	0	18	0	8	88	 
41072	2	17	18	0	8	88	 
41073	1	1	32	1	6	88	 
41073	2	2	32	0	6	88	 
41073	3	0	18	0	8	88	 
41073	4	1	18	0	8	88	 
41074	1	2	7	0	4	88	 
41074	2	1	7	0	4	88	 
41074	3	2	18	0	8	88	 
41074	4	0	18	0	8	 	 
41074	5	16	18	0	8	88	 
41075	1	2	24	0	6	88	 
41075	2	0	18	0	8	88	 
41075	3	3	18	0	8	88	 
41076	1	4	32	0	6	88	 
41076	2	1	23	0	6	88	 
41077	1	2	7	0	11	88	 
41077	2	1	32	0	6	88	 
41077	3	1	4	1	8	88	 
41077	4	1	10	1	8	88	 
41077	5	1	24	1	8	88	 
41078	1	1	32	0	6	88	 
41078	2	2	18	0	8	88	 
41078	3	0	18	0	8	88	 
41079	1	6	32	1	6	5	88
41079	2	6	7	0	6	88	 
41079	3	6	24	0	2	6	88
41080	1	2	7	0	4	88	 
41080	2	2	32	1	4	79	 
41080	3	1	32	0	5	88	 
41080	4	1	7	0	4	88	 
41081	1	0	18	0	8	88	 
41081	2	2	18	0	8	88	 
41082	1	0	18	0	8	88	 
41082	2	1	18	1	8	5	88
41082	3	2	18	1	8	4	88
41082	4	3	18	0	8	88	 
41082	5	15	18	0	8	88	 
41082	6	16	18	0	8	88	 
41082	7	17	18	0	8	88	 
41082	8	18	18	0	8	88	 
41085	1	1	32	0	6	88	 
41086	1	0	18	0	8	88	 
41086	2	1	18	0	8	88	 
41086	3	2	18	0	8	88	 
41086	4	7	18	0	8	88	 
41086	5	8	18	0	8	88	 
41086	6	15	18	0	8	88	 
41088	1	0	18	0	8	88	 
41088	2	2	18	0	8	88	 
41088	3	3	18	0	8	88	 
41088	4	4	18	0	8	88	 
41088	5	6	18	0	8	88	 
41088	6	15	18	0	8	88	 
41089	1	1	32	1	6	88	 
41090	1	2	7	0	11	88	 
41090	2	1	18	0	8	88	 
41090	3	0	18	0	8	88	 
41090	4	15	18	0	8	88	 
41090	5	16	18	0	8	88	 
41090	6	2	18	0	8	88	 
41091	1	3	18	0	8	88	 
41091	2	0	18	0	8	88	 
41092	1	2	32	0	6	88	 
41093	1	7	7	0	6	88	 
41093	2	7	32	0	6	88	 
41097	1	1	18	0	8	88	 
41097	2	0	18	0	8	88	 
41098	1	2	7	0	4	88	 
41098	2	2	28	0	5	88	 
41099	1	1	32	1	6	88	 
41099	2	20	32	0	6	88	 
41100	1	1	32	1	6	88	 
41100	2	0	18	0	8	88	 
41100	3	2	18	0	8	88	 
41100	4	16	18	0	8	88	 
41100	5	17	18	0	8	88	 
41101	1	2	18	0	8	88	 
41101	2	0	18	0	8	88	 
51003	1	16	7	0	8	88	 
51003	2	0	18	0	8	88	 
51003	3	1	18	0	8	88	 
51004	1	0	18	0	8	88	 
51004	2	1	18	0	8	88	 
51004	3	16	18	0	8	88	 
51004	4	17	18	0	8	88	 
51007	1	0	18	0	8	88	 
51007	2	2	18	0	8	88	 
51007	3	1	32	1	6	88	 
51007	4	1	7	1	6	88	 
51008	1	6	18	0	8	88	 
51008	2	0	18	0	8	88	 
51008	3	1	18	0	8	88	 
51008	4	2	18	0	8	88	 
51008	5	4	18	0	8	88	 
51008	6	5	18	0	8	88	 
51009	1	2	23	0	6	88	 
51011	1	0	18	0	8	88	 
51011	2	1	18	0	8	88	 
51011	3	2	18	0	8	88	 
51011	4	3	18	0	8	88	 
51011	5	7	18	0	8	88	 
51015	1	1	7	0	11	88	 
51015	2	0	18	0	8	88	 
51016	1	2	14	1	1	88	 
51018	1	1	7	0	6	88	 
51019	1	2	7	0	4	88	 
51020	1	1	18	0	8	88	 
51020	2	2	18	0	8	88	 
51021	1	0	18	0	8	88	 
51021	2	1	18	1	8	88	 
51021	3	2	18	0	8	88	 
51022	1	2	7	0	4	88	 
51023	1	2	18	0	8	88	 
51023	2	0	18	0	8	88	 
51023	3	5	18	0	8	88	 
51024	1	3	18	0	8	88	 
51024	2	0	18	0	8	88	 
51025	1	0	18	0	8	88	 
51026	1	0	18	1	8	88	 
51026	2	1	18	0	8	88	 
51026	3	2	18	0	8	88	 
51026	4	3	18	0	8	88	 
51026	5	4	18	0	8	88	 
51027	1	1	7	0	5	6	88
51027	2	1	32	1	6	88	 
51028	1	2	18	0	8	88	 
51028	2	0	18	0	8	88	 
51029	1	1	18	1	8	88	 
51029	2	2	18	1	8	88	 
51029	3	3	18	0	8	88	 
51029	4	4	18	0	8	88	 
51030	1	4	32	0	6	88	 
51030	2	5	32	1	6	88	 
51030	3	4	4	0	2	88	 
51031	1	0	18	0	8	88	 
51031	2	3	18	0	8	88	 
51031	3	7	18	0	8	88	 
51033	1	2	23	0	5	88	 
51034	1	0	18	0	8	88	 
51034	2	2	18	0	8	88	 
51034	3	1	18	0	8	88	 
51034	4	3	18	0	8	88	 
51034	5	4	18	0	8	88	 
51034	6	2	7	0	4	88	 
51034	7	2	24	0	6	5	88
51034	8	1	4	0	8	88	 
51035	1	0	18	0	8	88	 
51035	2	1	18	0	8	88	 
51035	3	2	18	0	8	88	 
51035	4	15	18	0	8	88	 
51035	5	16	18	0	8	88	 
51035	6	17	18	0	8	88	 
51035	7	20	18	0	8	88	 
51036	1	3	18	0	8	88	 
51036	2	2	18	0	8	88	 
51036	3	0	18	0	8	88	 
51036	4	4	18	0	8	88	 
51036	5	6	20	0	8	88	 
51039	1	0	18	0	8	88	 
51039	2	1	18	0	8	88	 
51039	3	2	18	0	8	88	 
51039	4	3	18	0	8	88	 
51039	5	4	18	0	8	88	 
51040	1	2	18	0	8	 	 
51040	2	1	7	0	11	88	 
51041	1	2	18	0	8	88	 
51041	2	0	18	0	8	88	 
51041	3	3	18	0	8	88	 
51042	1	1	18	0	8	88	 
51042	2	2	18	0	8	88	 
51042	3	0	18	0	8	88	 
51042	4	3	18	0	8	88	 
51043	1	0	18	0	8	88	 
51043	2	2	18	0	8	88	 
51044	1	1	18	0	8	88	 
51044	2	2	18	0	8	88	 
51044	3	0	18	0	8	88	 
51044	4	3	18	0	8	88	 
51045	1	2	18	0	8	88	 
51045	2	1	18	0	8	88	 
51045	3	0	18	0	8	88	 
51046	1	1	18	0	8	88	 
51046	2	2	18	0	8	88	 
51047	1	1	18	1	8	88	 
51047	2	3	18	1	8	 	 
51047	3	0	18	0	8	88	 
51051	1	1	7	0	6	 	 
51051	2	1	32	0	6	88	 
51052	1	2	18	0	8	88	 
51052	2	15	18	0	8	88	 
51052	3	0	18	0	8	88	 
51056	1	2	7	0	4	88	 
51058	1	0	18	0	8	88	 
51058	2	16	18	0	8	88	 
51059	1	2	7	0	77	 	 
51061	1	1	7	0	6	88	 
51062	1	2	18	0	8	88	 
51062	2	0	18	0	8	88	 
51063	1	1	15	1	6	88	 
51063	2	1	20	1	7	88	 
51063	3	2	15	1	1	6	88
51064	1	1	32	0	6	88	 
51065	1	2	7	0	6	88	 
51067	1	2	7	0	4	88	 
51068	1	1	7	1	6	88	 
51068	2	2	18	0	8	88	 
51068	3	1	32	0	6	88	 
51069	1	23	18	0	8	88	 
51070	1	0	18	0	8	88	 
51070	2	1	18	0	8	88	 
51070	3	2	18	0	8	88	 
51070	4	3	18	0	8	88	 
51071	1	2	7	0	11	88	 
51071	2	0	18	0	8	88	 
51071	3	1	18	0	8	88	 
51071	4	2	18	0	8	88	 
51071	5	15	18	0	8	88	 
51071	6	16	18	0	8	88	 
51072	1	0	18	0	8	88	 
51072	2	17	18	0	8	88	 
51072	4	2	18	0	8	88	 
51073	1	2	23	0	6	88	 
51074	1	1	7	0	6	88	 
51074	2	1	32	0	6	88	 
51074	3	2	18	0	8	88	 
51075	1	18	18	0	8	88	 
51075	2	19	18	0	8	88	 
51075	3	19	23	0	5	88	 
51075	4	19	7	0	11	88	 
51076	1	0	18	0	8	88	 
51076	2	1	18	0	8	88	 
51076	3	2	18	0	8	88	 
51076	4	4	18	0	8	88	 
51077	1	2	18	1	8	88	 
51077	2	0	18	0	8	88	 
51077	3	1	32	0	6	88	 
51078	1	2	7	0	4	88	 
51078	2	2	20	0	7	88	 
51079	1	1	7	0	4	88	 
51079	2	0	32	0	6	88	 
51080	1	2	7	0	4	88	 
51080	2	1	7	0	4	88	 
51080	3	0	18	0	8	88	 
51080	4	2	18	0	8	88	 
51080	5	4	18	0	9	88	 
51081	1	2	18	0	8	88	 
51081	2	5	18	0	8	88	 
51081	3	6	18	0	8	88	 
51082	1	0	18	0	8	88	 
51082	2	1	18	0	8	88	 
51082	3	2	18	0	8	88	 
51082	4	18	18	0	8	88	 
51083	1	0	18	0	8	88	 
51083	2	1	18	0	8	88	 
51083	3	15	18	0	8	88	 
51083	4	16	18	0	8	88	 
51085	1	0	18	0	8	88	 
51085	2	1	32	0	6	88	 
51086	1	2	18	0	8	88	 
51086	2	0	18	0	8	88	 
51087	1	1	32	0	2	6	88
51087	2	2	7	0	4	6	88
51089	1	2	18	0	8	88	 
51090	1	0	18	1	8	88	 
51090	2	1	18	0	8	88	 
51090	3	2	18	0	8	88	 
51090	4	6	18	0	8	88	 
51090	5	1	32	0	5	88	 
51090	6	0	7	0	4	88	 
51090	7	1	7	0	4	88	 
51091	1	1	32	0	6	88	 
51092	1	0	18	0	8	88	 
51092	2	2	18	0	8	88	 
51092	3	1	32	0	6	88	 
51092	4	4	18	0	8	 	 
51094	1	0	18	0	8	88	 
51095	1	0	18	0	8	88	 
51095	2	1	18	1	8	88	 
51095	3	2	18	0	8	88	 
51095	4	5	18	0	8	88	 
51099	1	1	7	0	11	88	 
51099	2	1	18	0	8	88	 
51099	3	0	18	0	8	88	 
51100	1	0	18	0	8	88	 
51100	3	2	18	0	8	88	 
51100	4	1	7	0	11	88	 
51100	5	1	31	1	6	88	 
51101	1	1	31	1	6	88	 
51101	2	1	18	0	8	88	 
51102	1	1	28	0	6	88	 
51103	1	2	7	0	4	88	 
51103	2	2	28	1	1	5	88
51104	1	2	7	0	6	88	 
51104	2	2	18	0	8	88	 
51104	3	6	18	0	8	88	 
51104	4	15	18	0	8	88	 
51104	5	0	18	0	88	 	 
51105	1	6	7	0	11	88	 
61001	1	2	7	0	4	5	88
61001	2	2	10	1	2	4	6
61001	3	2	31	1	6	4	88
61004	1	0	18	0	8	88	 
61004	2	5	18	1	8	88	 
61004	4	1	7	0	4	88	 
61005	1	2	7	1	4	88	 
61006	1	0	18	0	8	88	 
61007	1	2	18	0	8	88	 
61007	2	0	18	0	8	88	 
61007	3	3	18	0	8	88	 
61007	4	15	18	0	8	88	 
61008	1	2	18	0	8	88	 
61008	2	0	18	0	8	88	 
61011	1	1	18	0	8	88	 
61011	2	3	18	0	8	88	 
61011	3	0	18	0	8	88	 
61012	1	0	18	0	8	88	 
61012	2	2	18	0	8	88	 
61013	1	2	23	1	11	88	 
61013	2	2	17	0	7	88	 
61014	1	1	31	1	6	88	 
61014	2	2	7	0	6	88	 
61015	1	2	7	0	11	88	 
61017	1	0	18	0	8	88	 
61017	2	2	18	0	8	88	 
61017	3	3	18	0	8	88	 
61017	4	2	7	1	4	88	 
61019	1	0	18	0	8	88	 
61019	2	3	18	0	8	88	 
61019	3	15	18	0	8	88	 
61022	1	2	23	0	6	88	 
61023	1	2	7	0	6	88	 
61023	2	2	18	0	8	88	 
61023	3	3	18	0	8	88	 
61023	4	6	18	0	8	88	 
61023	5	0	18	0	8	88	 
61024	1	0	18	0	8	88	 
61024	2	2	18	0	8	88	 
61025	1	2	18	0	8	88	 
61026	1	2	7	0	6	88	 
61026	2	1	22	1	6	88	 
61031	1	1	7	0	11	88	 
61031	2	1	28	0	4	1	88
61031	3	2	18	0	8	88	 
61031	4	0	18	0	8	88	 
61032	1	0	18	0	8	88	 
61032	2	1	18	0	8	88	 
61032	3	2	18	0	8	88	 
61033	1	0	18	0	8	88	 
61033	2	2	18	0	8	5	88
61033	3	15	18	0	8	88	 
61033	4	16	18	0	8	88	 
61033	5	17	18	0	8	88	 
61033	6	18	18	0	8	88	 
61033	7	19	18	0	8	88	 
61033	8	20	18	0	8	88	 
61034	1	2	18	0	8	88	 
61034	2	0	18	0	8	88	 
61034	3	3	17	0	8	88	 
61035	1	1	7	0	11	88	 
61036	1	0	18	0	8	88	 
61036	2	1	18	0	8	88	 
61037	1	3	22	0	1	88	 
61038	1	0	18	0	8	88	 
61040	1	 	 	 	 	 	 
61043	1	2	18	0	8	88	 
61043	2	1	18	0	8	88	 
61043	3	0	18	0	8	88	 
61043	4	15	18	0	8	88	 
61043	5	16	18	0	8	88	 
61044	1	2	7	0	11	88	 
61044	2	1	18	1	1	8	6
61044	3	2	18	0	8	88	 
61044	4	0	18	0	8	88	 
61044	5	3	18	0	8	88	 
61044	6	1	22	0	11	88	 
61046	1	1	7	1	4	88	 
61046	2	1	18	0	8	88	 
61046	3	2	18	0	8	88	 
61046	4	0	18	0	8	88	 
61047	1	0	18	0	9	88	 
61047	2	1	18	0	8	88	 
61047	3	3	18	0	8	88	 
61047	4	4	18	0	8	88	 
61047	5	5	18	0	8	88	 
61047	6	6	18	0	8	88	 
61047	7	7	18	0	8	88	 
61048	1	2	18	0	8	88	 
61051	1	1	7	1	6	88	 
61051	2	1	23	0	6	88	 
61052	1	0	18	0	8	88	 
61052	2	1	18	0	8	88	 
61052	3	1	7	0	4	88	 
61054	1	1	18	0	8	88	 
61054	2	2	18	0	8	88	 
61056	1	0	18	0	8	88	 
61056	2	1	18	0	8	88	 
61056	3	5	18	0	8	88	 
61056	4	1	23	0	5	88	 
61057	1	1	7	0	11	88	 
61059	1	2	7	0	6	88	 
61060	1	2	23	1	1	88	 
61060	2	1	7	0	6	88	 
61061	1	0	18	0	8	88	 
61061	2	1	18	0	8	88	 
61061	3	2	18	0	8	88	 
61062	1	0	18	0	8	88	 
61062	2	1	18	0	8	88	 
61062	3	2	18	0	8	88	 
61063	1	0	18	0	8	88	 
61064	1	0	18	0	8	88	 
61064	2	2	18	0	8	88	 
61064	3	2	7	0	11	88	 
61064	4	2	23	0	6	88	 
61065	1	2	7	0	11	 	 
61065	2	2	18	0	8	88	 
61065	3	0	18	0	8	88	 
61065	4	15	18	0	8	88	 
61066	1	2	7	0	11	88	 
61066	2	1	7	1	11	88	 
61067	1	1	7	0	11	88	 
61067	2	1	18	0	8	88	 
61067	3	0	18	0	8	88	 
61067	4	9	18	0	8	88	 
61068	1	2	18	0	8	88	 
61068	2	0	18	0	8	88	 
61068	3	1	18	0	8	88	 
61069	1	0	18	0	8	88	 
61069	2	15	17	0	8	79	 
61071	1	0	18	0	8	88	 
61071	2	1	7	0	11	88	 
61073	1	1	18	1	7	8	88
61073	2	2	18	0	7	8	88
61073	3	0	18	0	7	8	88
61073	4	3	18	0	7	8	88
61073	5	4	18	0	7	8	88
61073	6	5	18	0	7	8	 
