CHILDCODE	CONTIDR4	SCHPYR4	HCNTRR4	EXGRNR4	RSEXPR4
60100	1	0	 	 	 
60100	2	2	75	0	 
60100	3	0	 	 	 
60100	4	1	-77	0	 
60100	5	0	 	 	 
60100	6	0	 	 	 
60100	7	0	 	 	 
60100	8	 	-77	 	 
60103	1	0	 	 	 
60103	2	2	75	0	 
60103	3	1	20	0	 
60103	4	1	36	0	 
60103	5	0	 	 	 
60103	6	1	290	0	 
60103	7	0	 	 	 
60103	8	 	 	 	 
60104	1	1	-77	0	 
60104	2	1	65	0	 
60104	3	1	45	0	 
60104	4	1	-77	0	 
60104	5	1	-77	0	 
60104	6	1	290	0	 
60104	7	1	-77	0	 
60104	8	 	700	 	 
60105	1	1	230	0	 
60105	2	1	65	0	 
60105	3	1	45	0	 
60105	4	1	50	0	 
60105	5	1	120	0	 
60105	6	2	290	0	 
60105	7	0	 	 	 
60105	8	 	 	 	 
60106	1	0	 	 	 
60106	2	0	 	 	 
60106	3	1	40	0	 
60106	4	1	144	0	 
60106	5	0	 	 	 
60106	6	1	580	0	 
60106	7	0	 	 	 
60106	8	 	 	 	 
60108	1	1	-77	0	 
60108	2	1	65	0	 
60108	3	1	45	0	 
60108	4	1	-77	0	 
60108	5	1	-77	0	 
60108	6	1	290	0	 
60108	7	1	100	0	 
60108	8	 	1000	 	 
60109	1	1	-77	0	 
60109	2	1	-77	0	 
60109	3	1	-77	0	 
60109	4	1	-77	0	 
60109	5	1	-77	0	 
60109	6	2	290	0	 
60109	7	0	 	 	 
60109	8	 	790	 	 
60111	1	0	 	 	 
60111	2	0	 	 	 
60111	3	1	40	0	 
60111	4	0	 	 	 
60111	5	0	 	 	 
60111	6	1	580	0	 
60111	7	0	 	 	 
60111	8	 	 	 	 
60115	1	0	 	 	 
60115	2	2	65	0	 
60115	3	0	 	 	 
60115	4	0	 	 	 
60115	5	0	 	 	 
60115	6	1	290	0	 
60115	7	0	 	 	 
60115	8	 	 	 	 
60119	1	1	-77	0	 
60119	2	1	-77	0	 
60119	3	1	-77	0	 
60119	4	1	-77	0	 
60119	5	1	-77	0	 
60119	6	2	290	0	 
60119	7	0	 	 	 
60119	8	 	850	 	 
60127	1	1	-77	-77	88
60127	2	2	-77	-77	88
60127	3	1	-77	-77	88
60127	4	1	-77	-77	88
60127	5	0	 	 	 
60127	6	1	-77	-77	88
60127	7	0	 	 	 
60127	8	 	720	0	 
70001	1	2	2000	0	 
70001	2	1	150	0	 
70001	3	1	0	0	 
70001	4	1	120	0	 
70001	5	1	1000	0	 
70001	6	1	580	0	 
70001	7	0	 	 	 
70001	8	 	 	 	 
70002	1	0	 	 	 
70002	2	1	68	0	 
70002	3	0	 	 	 
70002	4	1	45	0	 
70002	5	1	30	0	 
70002	6	1	290	0	 
70002	7	1	30	0	 
70002	8	 	 	 	 
70003	1	1	-77	0	 
70003	2	1	-77	0	 
70003	3	0	 	 	 
70003	4	1	-77	0	 
70003	5	1	-77	0	 
70003	6	1	-77	0	 
70003	7	0	 	 	 
70003	8	 	1400	 	 
70004	1	1	0	0	 
70004	2	1	68	0	 
70004	3	0	 	 	 
70004	4	1	45	0	 
70004	5	1	30	0	 
70004	6	1	290	0	 
70004	7	1	30	0	 
70004	8	 	 	 	 
70005	1	0	 	 	 
70005	2	1	68	0	 
70005	3	0	 	 	 
70005	4	1	60	0	 
70005	5	1	30	0	 
70005	6	1	290	0	 
70005	7	0	 	 	 
70005	8	 	 	 	 
70006	1	1	300	0	 
70006	2	1	120	0	 
70006	3	1	200	0	 
70006	4	1	200	0	 
70006	5	1	200	0	 
70006	6	1	265	0	 
70006	7	0	 	 	 
70006	8	 	 	 	 
70007	1	1	628	0	 
70007	2	1	68	0	 
70007	3	1	40	0	 
70007	4	1	36	0	 
70007	5	1	60	0	 
70007	6	1	270	0	 
70007	7	0	 	 	 
70007	8	 	 	 	 
70008	1	1	275	0	 
70008	2	1	70	0	 
70008	3	1	40	0	 
70008	4	1	60	0	 
70008	5	1	50	0	 
70008	6	1	260	0	 
70008	7	0	 	 	 
70008	8	 	 	 	 
70009	1	0	 	 	 
70009	2	1	68	0	 
70009	3	0	 	 	 
70009	4	1	60	0	 
70009	5	1	30	0	 
70009	6	1	580	0	 
70009	7	1	60	0	 
70009	8	 	 	 	 
70010	1	1	-77	0	 
70010	2	1	-77	0	 
70010	3	0	 	 	 
70010	4	1	-77	0	 
70010	5	1	-77	0	 
70010	6	1	-77	0	 
70010	7	0	 	 	 
70010	8	 	600	 	 
70011	1	0	 	 	 
70011	2	1	68	0	 
70011	3	0	 	 	 
70011	4	0	 	 	 
70011	5	0	 	 	 
70011	6	0	 	 	 
70011	7	0	 	 	 
70011	8	 	 	 	 
70012	1	0	 	 	 
70012	2	1	68	0	 
70012	3	0	 	 	 
70012	4	1	60	0	 
70012	5	1	60	0	 
70012	6	1	290	0	 
70012	7	1	60	0	 
70012	8	 	 	 	 
70013	1	0	 	 	 
70013	2	1	68	0	 
70013	3	0	 	 	 
70013	4	1	60	0	 
70013	5	0	 	 	 
70013	6	1	290	0	 
70013	7	0	 	 	 
70013	8	 	 	 	 
70015	1	1	270	0	 
70015	2	1	80	0	 
70015	3	1	50	0	 
70015	4	1	135	0	 
70015	5	1	30	0	 
70015	6	1	270	0	 
70015	7	0	 	 	 
70015	8	 	 	 	 
70016	1	1	265	0	 
70016	2	1	70	0	 
70016	3	1	30	0	 
70016	4	1	20	0	 
70016	5	1	60	0	 
70016	6	1	265	0	 
70016	7	0	 	 	 
70016	8	 	 	 	 
70017	1	0	 	 	 
70017	2	1	130	0	 
70017	3	0	 	 	 
70017	4	1	70	0	 
70017	5	2	40	0	 
70017	6	1	560	0	 
70017	7	1	80	0	 
70017	8	 	 	 	 
70018	1	1	120	100	6
70018	2	1	120	100	6
70018	3	0	 	 	 
70018	4	0	 	 	 
70018	5	0	 	 	 
70018	6	1	290	0	 
70018	7	0	 	 	 
70018	8	 	 	 	 
70019	1	0	 	 	 
70019	2	2	-77	0	 
70019	3	0	 	 	 
70019	4	2	-77	0	 
70019	5	1	150	0	 
70019	6	2	598	0	 
70019	7	0	 	 	 
70019	8	 	1710	 	 
70021	1	1	-77	0	 
70021	2	1	-77	0	 
70021	3	0	 	 	 
70021	4	2	-77	0	 
70021	5	0	 	 	 
70021	6	1	490	0	 
70021	7	0	 	 	 
70021	8	 	1400	 	 
70022	1	0	 	 	 
70022	2	1	-77	0	 
70022	3	1	-77	0	 
70022	4	2	-77	0	 
70022	5	1	-77	0	 
70022	6	1	-77	0	 
70022	7	0	 	 	 
70022	8	 	680	 	 
70023	1	0	 	 	 
70023	2	1	100	0	 
70023	3	0	 	 	 
70023	4	1	36	0	 
70023	5	0	 	 	 
70023	6	1	280	0	 
70023	7	1	50	0	 
70023	8	 	 	 	 
70024	1	1	120	0	 
70024	2	1	100	0	 
70024	3	1	20	0	 
70024	4	1	60	0	 
70024	5	0	 	 	 
70024	6	1	220	0	 
70024	7	0	 	 	 
70024	8	 	 	 	 
70025	1	1	265	0	 
70025	2	1	70	0	 
70025	3	1	40	0	 
70025	4	1	60	0	 
70025	5	1	40	0	 
70025	6	1	265	0	 
70025	7	0	 	 	 
70025	8	 	 	 	 
70026	1	1	265	0	 
70026	2	1	68	0	 
70026	3	1	40	0	 
70026	4	1	96	0	 
70026	5	1	50	0	 
70026	6	1	290	0	 
70026	7	0	 	 	 
70026	8	 	 	 	 
70027	1	1	120	0	 
70027	2	0	 	 	 
70027	3	0	 	 	 
70027	4	1	60	0	 
70027	5	0	 	 	 
70027	6	1	290	0	 
70027	7	0	 	 	 
70027	8	 	 	 	 
70028	1	1	300	0	 
70028	2	1	70	0	 
70028	3	1	50	0	 
70028	4	1	60	0	 
70028	5	1	70	0	 
70028	6	1	260	0	 
70028	7	0	 	 	 
70028	8	 	 	 	 
70029	1	0	 	 	 
70029	2	1	136	0	 
70029	3	0	 	 	 
70029	4	1	45	0	 
70029	5	1	30	0	 
70029	6	1	580	0	 
70029	7	1	20	0	 
70029	8	 	 	 	 
70030	1	1	20	0	 
70030	2	1	68	0	 
70030	3	1	30	0	 
70030	4	0	 	 	 
70030	5	0	 	 	 
70030	6	1	290	0	 
70030	7	1	10	0	 
70030	8	 	 	 	 
70031	1	1	270	0	 
70031	2	1	90	0	 
70031	3	1	40	0	 
70031	4	1	50	0	 
70031	5	1	40	0	 
70031	6	1	265	0	 
70031	7	0	 	 	 
70031	8	 	 	 	 
70032	1	0	 	 	 
70032	2	1	136	0	 
70032	3	0	 	 	 
70032	4	1	90	0	 
70032	5	1	130	0	 
70032	6	1	580	0	 
70032	7	1	60	0	 
70032	8	 	 	 	 
70034	1	1	265	0	 
70034	2	1	70	0	 
70034	3	1	60	0	 
70034	4	1	50	0	 
70034	5	1	50	0	 
70034	6	1	260	0	 
70034	7	0	 	 	 
70034	8	 	 	 	 
70036	1	1	-77	0	 
70036	2	1	-77	0	 
70036	3	1	-77	0	 
70036	4	1	-77	0	 
70036	5	1	-77	0	 
70036	6	1	-77	0	 
70036	7	0	 	 	 
70036	8	 	1400	 	 
70037	1	1	250	0	 
70037	2	1	70	0	 
70037	3	1	40	0	 
70037	4	1	60	0	 
70037	5	1	60	0	 
70037	6	1	265	0	 
70037	7	0	 	 	 
70037	8	 	 	 	 
70038	1	0	 	 	 
70038	2	1	107	0	 
70038	3	1	45	0	 
70038	4	1	72	0	 
70038	5	0	 	 	 
70038	6	1	280	0	 
70038	7	0	 	 	 
70038	8	 	 	 	 
70039	1	0	 	 	 
70039	2	1	86	0	 
70039	3	1	45	0	 
70039	4	1	72	0	 
70039	5	0	 	 	 
70039	6	1	190	0	 
70039	7	1	50	0	 
70039	8	 	 	 	 
70040	1	1	265	-77	10
70040	2	1	90	-77	10
70040	3	1	60	-77	10
70040	4	1	60	-77	10
70040	5	1	40	-77	10
70040	6	1	260	-77	10
70040	7	0	 	 	 
70040	8	 	 	-77	 
70041	1	1	50	0	 
70041	2	1	50	0	 
70041	3	1	40	0	 
70041	4	1	90	0	 
70041	5	0	 	 	 
70041	6	1	250	0	 
70041	7	0	 	 	 
70041	8	 	 	 	 
70042	1	0	 	 	 
70042	2	1	-77	0	 
70042	3	0	 	 	 
70042	4	1	-77	0	 
70042	5	1	-77	0	 
70042	6	1	-77	0	 
70042	7	0	 	 	 
70042	8	 	450	 	 
70043	1	1	50	0	 
70043	2	0	 	 	 
70043	3	1	50	0	 
70043	4	1	18	0	 
70043	5	0	 	 	 
70043	6	1	250	0	 
70043	7	0	 	 	 
70043	8	 	 	 	 
70044	1	0	 	 	 
70044	2	1	67	0	 
70044	3	1	40	0	 
70044	4	1	86	0	 
70044	5	0	 	 	 
70044	6	1	180	180	6
70044	7	0	 	 	 
70044	8	 	 	 	 
70045	1	1	-77	0	 
70045	2	1	-77	0	 
70045	3	0	 	 	 
70045	4	1	100	0	 
70045	5	1	-77	0	 
70045	6	1	-77	0	 
70045	7	0	 	 	 
70045	8	 	1050	 	 
70046	1	1	265	0	 
70046	2	1	75	0	 
70046	3	1	60	0	 
70046	4	1	40	0	 
70046	5	1	30	0	 
70046	6	1	260	0	 
70046	7	0	 	 	 
70046	8	 	 	 	 
70049	1	1	200	0	 
70049	2	1	250	0	 
70049	3	1	50	0	 
70049	4	1	20	0	 
70049	5	0	 	 	 
70049	6	1	220	0	 
70049	7	0	 	 	 
70049	8	 	 	 	 
70050	1	1	265	0	 
70050	2	1	90	0	 
70050	3	1	60	0	 
70050	4	1	30	0	 
70050	5	1	30	0	 
70050	6	1	260	0	 
70050	7	0	 	 	 
70050	8	 	 	 	 
70051	1	0	 	 	 
70051	2	1	68	0	 
70051	3	0	 	 	 
70051	4	1	40	0	 
70051	5	0	 	 	 
70051	6	1	270	0	 
70051	7	2	-77	0	 
70051	8	 	1000	 	 
70052	1	0	 	 	 
70052	2	1	108	0	 
70052	3	1	60	0	 
70052	4	1	30	0	 
70052	5	0	 	 	 
70052	6	1	280	0	 
70052	7	0	 	 	 
70052	8	 	 	 	 
70053	1	0	 	 	 
70053	2	1	98	0	 
70053	3	0	 	 	 
70053	4	1	36	0	 
70053	5	0	 	 	 
70053	6	1	280	0	 
70053	7	0	 	 	 
70053	8	 	 	 	 
70054	1	1	-77	0	 
70054	2	1	-77	0	 
70054	3	0	 	 	 
70054	4	1	-77	0	 
70054	5	0	 	 	 
70054	6	1	290	0	 
70054	7	1	-77	0	 
70054	8	 	570	 	 
70057	1	1	-77	0	 
70057	2	0	 	 	 
70057	3	1	-77	0	 
70057	4	1	100	0	 
70057	5	1	80	0	 
70057	6	2	290	0	 
70057	7	1	-77	0	 
70057	8	 	1500	 	 
70058	1	1	-77	0	 
70058	2	1	-77	0	 
70058	3	0	 	 	 
70058	4	0	 	 	 
70058	5	0	 	 	 
70058	6	1	-77	0	 
70058	7	1	-77	0	 
70058	8	 	682	 	 
70059	1	0	 	 	 
70059	2	1	107	0	 
70059	3	0	 	 	 
70059	4	1	56	0	 
70059	5	0	 	 	 
70059	6	1	280	0	 
70059	7	0	 	 	 
70059	8	 	 	 	 
70060	1	1	350	0	 
70060	2	1	83	0	 
70060	3	1	0	0	 
70060	4	1	36	0	 
70060	5	1	0	0	 
70060	6	1	294	0	 
70060	7	1	50	0	 
70060	8	 	 	 	 
70063	1	1	100	0	 
70063	2	0	 	 	 
70063	3	0	 	 	 
70063	4	1	50	0	 
70063	5	1	50	0	 
70063	6	1	220	0	 
70063	7	0	 	 	 
70063	8	 	 	 	 
70064	1	1	265	-77	10
70064	2	1	165	-77	10
70064	3	1	60	-77	10
70064	4	1	72	-77	10
70064	5	1	30	-77	10
70064	6	1	260	-77	10
70064	7	0	 	 	 
70064	8	 	 	-77	 
70065	1	0	 	 	 
70065	2	1	70	0	 
70065	3	1	20	0	 
70065	4	1	95	0	 
70065	5	1	50	0	 
70065	6	1	580	0	 
70065	7	0	 	 	 
70065	8	 	 	 	 
70066	1	1	-77	0	 
70066	2	0	 	 	 
70066	3	1	-77	0	 
70066	4	1	72	0	 
70066	5	1	-77	0	 
70066	6	1	-77	0	 
70066	7	0	 	 	 
70066	8	 	700	 	 
70067	1	0	 	 	 
70067	2	1	68	0	 
70067	3	1	-77	0	 
70067	4	1	72	0	 
70067	5	1	30	0	 
70067	6	0	 	 	 
70067	7	0	 	 	 
70067	8	 	0	 	 
70068	1	0	 	 	 
70068	2	1	-77	0	 
70068	3	0	 	 	 
70068	4	1	72	0	 
70068	5	0	 	 	 
70068	6	1	-77	0	 
70068	7	0	 	 	 
70068	8	 	700	 	 
70069	1	0	 	 	 
70069	2	0	 	 	 
70069	3	1	60	0	 
70069	4	1	60	0	 
70069	5	0	 	 	 
70069	6	1	280	0	 
70069	7	0	 	 	 
70069	8	 	 	 	 
70070	1	1	270	-77	10
70070	2	1	67	-77	10
70070	3	1	50	-77	10
70070	4	1	72	-77	10
70070	5	1	60	-77	10
70070	6	1	290	-77	10
70070	7	0	 	 	 
70070	8	 	 	-77	 
70071	1	0	 	 	 
70071	2	0	 	 	 
70071	3	0	 	 	 
70071	4	0	 	 	 
70071	5	0	 	 	 
70071	6	0	 	 	 
70071	7	0	 	 	 
70071	8	 	 	 	 
70072	1	0	 	 	 
70072	2	1	57	0	 
70072	3	0	 	 	 
70072	4	1	66	0	 
70072	5	0	 	 	 
70072	6	0	 	 	 
70072	7	0	 	 	 
70072	8	 	 	 	 
70073	1	1	-77	0	 
70073	2	1	-77	0	 
70073	3	1	-77	0	 
70073	4	1	-77	0	 
70073	5	1	-77	0	 
70073	6	1	350	0	 
70073	7	0	 	 	 
70073	8	 	1200	 	 
70074	1	1	265	-77	10
70074	2	1	57	-77	10
70074	3	1	30	-77	10
70074	4	1	40	-77	10
70074	5	1	30	-77	10
70074	6	1	150	-77	10
70074	7	0	 	 	 
70074	8	 	 	-77	 
70075	1	1	145	0	 
70075	2	1	70	0	 
70075	3	1	25	0	 
70075	4	1	72	0	 
70075	5	2	40	0	 
70075	6	1	180	0	 
70075	7	0	 	 	 
70075	8	 	 	 	 
70076	1	1	265	0	 
70076	2	1	90	0	 
70076	3	1	60	0	 
70076	4	1	40	0	 
70076	5	1	30	0	 
70076	6	1	260	0	 
70076	7	0	 	 	 
70076	8	 	 	 	 
70077	1	1	265	0	 
70077	2	1	90	0	 
70077	3	1	60	0	 
70077	4	1	40	0	 
70077	5	1	30	0	 
70077	6	1	260	0	 
70077	7	0	 	 	 
70077	8	 	 	 	 
70078	1	1	-77	-77	6
70078	2	1	294	156	6
70078	3	0	 	 	 
70078	4	1	20	10	6
70078	5	0	 	 	 
70078	6	0	 	 	 
70078	7	0	 	 	 
70078	8	 	0	0	 
70079	1	1	-77	0	 
70079	2	1	-77	0	 
70079	3	2	45	0	 
70079	4	1	-77	0	 
70079	5	1	-77	0	 
70079	6	1	-77	0	 
70079	7	0	 	 	 
70079	8	 	749	 	 
70080	1	1	-77	0	 
70080	2	1	-77	0	 
70080	3	1	-77	0	 
70080	4	1	50	0	 
70080	5	1	50	0	 
70080	6	1	310	0	 
70080	7	1	100	0	 
70080	8	 	1350	 	 
70081	1	1	120	0	 
70081	2	1	50	0	 
70081	3	1	40	0	 
70081	4	1	30	0	 
70081	5	1	20	0	 
70081	6	1	290	0	 
70081	7	1	20	0	 
70081	8	 	 	 	 
70082	1	1	200	0	 
70082	2	0	 	 	 
70082	3	0	 	 	 
70082	4	1	20	0	 
70082	5	0	 	 	 
70082	6	1	250	0	 
70082	7	0	 	 	 
70082	8	 	 	 	 
70083	1	1	150	0	 
70083	2	1	60	0	 
70083	3	1	30	0	 
70083	4	1	72	0	 
70083	5	2	60	0	 
70083	6	1	180	0	 
70083	7	0	 	 	 
70083	8	 	 	 	 
70084	1	1	-77	0	 
70084	2	1	-77	0	 
70084	3	1	-77	0	 
70084	4	1	72	0	 
70084	5	1	-77	0	 
70084	6	1	-77	0	 
70084	7	0	 	 	 
70084	8	 	700	 	 
70085	1	1	50	0	 
70085	2	0	 	 	 
70085	3	1	50	0	 
70085	4	1	60	0	 
70085	5	0	 	 	 
70085	6	1	220	0	 
70085	7	0	 	 	 
70085	8	 	 	 	 
70086	1	0	 	 	 
70086	2	1	150	0	 
70086	3	0	 	 	 
70086	4	1	120	0	 
70086	5	1	200	0	 
70086	6	1	580	0	 
70086	7	0	 	 	 
70086	8	 	 	 	 
70087	1	1	230	0	 
70087	2	1	160	0	 
70087	3	1	50	0	 
70087	4	1	45	0	 
70087	5	0	 	 	 
70087	6	1	560	0	 
70087	7	0	 	 	 
70087	8	 	 	 	 
70088	1	1	-77	0	 
70088	2	1	-77	0	 
70088	3	0	 	 	 
70088	4	1	70	0	 
70088	5	1	-77	0	 
70088	6	1	-77	0	 
70088	7	0	 	 	 
70088	8	 	700	 	 
70090	1	1	265	0	 
70090	2	1	70	0	 
70090	3	1	50	0	 
70090	4	1	20	0	 
70090	5	1	40	0	 
70090	6	1	250	0	 
70090	7	0	 	 	 
70090	8	 	 	 	 
70091	1	0	 	 	 
70091	2	0	 	 	 
70091	3	0	 	 	 
70091	4	1	20	0	 
70091	5	0	 	 	 
70091	6	1	220	0	 
70091	7	0	 	 	 
70091	8	 	 	 	 
70092	1	1	265	0	 
70092	2	1	90	0	 
70092	3	1	50	0	 
70092	4	1	60	0	 
70092	5	1	80	0	 
70092	6	1	270	0	 
70092	7	0	 	 	 
70092	8	 	 	 	 
70093	1	0	 	 	 
70093	2	1	107	0	 
70093	3	1	60	0	 
70093	4	1	48	0	 
70093	5	0	 	 	 
70093	6	1	280	0	 
70093	7	1	60	0	 
70093	8	 	 	 	 
70094	1	1	-77	0	 
70094	2	1	-77	0	 
70094	3	1	-77	0	 
70094	4	1	70	0	 
70094	5	0	 	 	 
70094	6	1	-77	0	 
70094	7	0	 	 	 
70094	8	 	1000	 	 
70095	1	1	120	0	 
70095	2	0	 	 	 
70095	3	0	 	 	 
70095	4	1	60	0	 
70095	5	0	 	 	 
70095	6	1	220	0	 
70095	7	0	 	 	 
70095	8	 	 	 	 
70097	1	1	-77	0	 
70097	2	1	-77	0	 
70097	3	1	-77	0	 
70097	4	2	500	0	 
70097	5	2	200	0	 
70097	6	1	-77	0	 
70097	7	0	 	 	 
70097	8	 	-77	 	 
70098	1	1	265	-77	10
70098	2	1	90	-77	10
70098	3	1	60	-77	10
70098	4	1	40	-77	10
70098	5	1	30	-77	10
70098	6	1	260	-77	10
70098	7	0	 	 	 
70098	8	 	 	330	 
70099	1	1	240	0	 
70099	2	1	200	0	 
70099	3	1	80	0	 
70099	4	1	76	0	 
70099	5	1	200	0	 
70099	6	1	360	0	 
70099	7	0	 	 	 
70099	8	 	 	 	 
70100	1	0	 	 	 
70100	2	1	70	-77	88
70100	3	0	 	 	 
70100	4	0	 	 	 
70100	5	0	 	 	 
70100	6	1	280	-77	88
70100	7	0	 	 	 
70100	8	 	 	780	 
70101	1	1	260	0	 
70101	2	1	57	0	 
70101	3	1	60	0	 
70101	4	1	68	0	 
70101	5	2	50	0	 
70101	6	1	260	0	 
70101	7	0	 	 	 
70101	8	 	 	 	 
70102	1	1	270	0	 
70102	2	0	 	 	 
70102	3	0	 	 	 
70102	4	1	20	0	 
70102	5	0	 	 	 
70102	6	1	220	0	 
70102	7	0	 	 	 
70102	8	 	 	 	 
70105	1	0	 	 	 
70105	2	1	120	0	 
70105	3	0	 	 	 
70105	4	0	 	 	 
70105	5	0	 	 	 
70105	6	0	 	 	 
70105	7	0	 	 	 
70105	8	 	 	 	 
70107	1	0	 	 	 
70107	2	1	108	0	 
70107	3	1	45	0	 
70107	4	1	72	0	 
70107	5	0	 	 	 
70107	6	1	280	0	 
70107	7	0	 	 	 
70107	8	 	 	 	 
70116	1	1	-77	0	 
70116	2	1	135	0	 
70116	3	0	 	 	 
70116	4	1	-77	0	 
70116	5	1	30	0	 
70116	6	1	500	0	 
70116	7	0	 	 	 
70116	8	 	1000	 	 
70118	1	0	 	 	 
70118	2	1	180	0	 
70118	3	1	450	0	 
70118	4	1	162	0	 
70118	5	1	30	0	 
70118	6	1	530	0	 
70118	7	0	 	 	 
70118	8	 	 	 	 
70123	1	1	50	0	 
70123	2	1	65	0	 
70123	3	1	45	0	 
70123	4	1	40	0	 
70123	5	0	 	 	 
70123	6	1	280	0	 
70123	7	1	30	0	 
70123	8	 	 	 	 
70124	1	0	 	 	 
70124	2	1	136	0	 
70124	3	0	 	 	 
70124	4	1	60	0	 
70124	5	1	30	0	 
70124	6	1	290	0	 
70124	7	1	30	0	 
70124	8	 	 	 	 
70125	1	1	-77	0	 
70125	2	1	-77	0	 
70125	3	1	-77	0	 
70125	4	1	-77	0	 
70125	5	1	-77	0	 
70125	6	1	-77	0	 
70125	7	0	 	 	 
70125	8	 	700	 	 
70126	1	0	 	 	 
70126	2	1	136	0	 
70126	3	1	50	0	 
70126	4	1	145	0	 
70126	5	1	60	0	 
70126	6	1	580	0	 
70126	7	1	120	0	 
70126	8	 	 	 	 
80001	1	1	-77	0	 
80001	2	2	65	0	 
80001	3	1	45	0	 
80001	4	1	30	0	 
80001	5	2	50	0	 
80001	6	1	290	0	 
80001	7	0	 	 	 
80001	8	 	660	 	 
80002	1	1	-77	-77	88
80002	2	0	 	 	 
80002	3	0	 	 	 
80002	4	0	 	 	 
80002	5	1	-77	-77	88
80002	6	0	 	 	 
80002	7	0	 	 	 
80002	8	 	609	0	 
80003	1	1	350	0	 
80003	2	1	65	0	 
80003	3	1	45	0	 
80003	4	0	 	 	 
80003	5	1	50	0	 
80003	6	2	290	0	 
80003	7	0	 	 	 
80003	8	 	 	 	 
80004	1	1	80	0	 
80004	2	1	65	0	 
80004	3	1	45	0	 
80004	4	1	50	0	 
80004	5	1	45	0	 
80004	6	1	290	0	 
80004	7	0	 	 	 
80004	8	 	 	 	 
80005	1	1	230	0	 
80005	2	1	65	0	 
80005	3	1	-77	0	 
80005	4	1	-77	0	 
80005	5	1	-77	0	 
80005	6	1	290	0	 
80005	7	1	-77	0	 
80005	8	 	1000	 	 
80006	1	1	-77	0	 
80006	2	2	65	0	 
80006	3	0	 	 	 
80006	4	1	-77	0	 
80006	5	0	 	 	 
80006	6	1	290	0	 
80006	7	2	10	0	 
80006	8	 	780	 	 
80008	1	1	-77	0	 
80008	2	1	65	0	 
80008	3	1	45	0	 
80008	4	1	-77	0	 
80008	5	0	 	 	 
80008	6	1	290	0	 
80008	7	1	30	0	 
80008	8	 	800	 	 
80009	1	1	-77	0	 
80009	2	1	130	0	 
80009	3	1	90	0	 
80009	4	1	360	0	 
80009	5	0	 	 	 
80009	6	1	580	0	 
80009	7	1	360	0	 
80009	8	 	2000	 	 
80011	1	1	0	0	 
80011	2	1	0	0	 
80011	3	1	0	0	 
80011	4	1	-77	-77	88
80011	5	1	-77	-77	88
80011	6	1	-77	-77	88
80011	7	0	 	 	 
80011	8	 	680	0	 
80012	1	1	50	0	 
80012	2	2	65	0	 
80012	3	1	290	0	 
80012	4	1	270	0	 
80012	5	0	 	 	 
80012	6	1	290	0	 
80012	7	0	 	 	 
80012	8	 	 	 	 
80013	1	1	350	0	 
80013	2	1	65	0	 
80013	3	1	45	0	 
80013	4	1	60	0	 
80013	5	1	120	0	 
80013	6	2	290	0	 
80013	7	1	20	0	 
80013	8	 	 	 	 
80014	1	1	-77	0	 
80014	2	0	 	 	 
80014	3	1	-77	0	 
80014	4	1	-77	0	 
80014	5	1	-77	0	 
80014	6	1	600	0	 
80014	7	1	-77	0	 
80014	8	 	3500	 	 
80015	1	1	-77	0	 
80015	2	2	65	0	 
80015	3	1	118	0	 
80015	4	1	18	0	 
80015	5	0	 	 	 
80015	6	1	290	0	 
80015	7	0	 	 	 
80015	8	 	700	 	 
80016	1	1	-77	0	 
80016	2	1	-77	0	 
80016	3	1	-77	0	 
80016	4	1	-77	0	 
80016	5	1	-77	0	 
80016	6	1	290	0	 
80016	7	0	 	 	 
80016	8	 	780	 	 
80017	1	1	250	0	 
80017	2	1	65	0	 
80017	3	1	45	0	 
80017	4	0	 	 	 
80017	5	1	50	0	 
80017	6	1	290	0	 
80017	7	0	 	 	 
80017	8	 	 	 	 
80018	1	1	-77	-77	88
80018	2	2	-77	-77	88
80018	3	1	-77	-77	88
80018	4	1	-77	-77	88
80018	5	1	-77	-77	88
80018	6	1	-77	-77	88
80018	7	1	-77	-77	88
80018	8	 	560	0	 
80019	1	1	-77	-77	88
80019	2	2	-77	-77	88
80019	3	1	-77	-77	88
80019	4	1	-77	-77	88
80019	5	1	-77	-77	88
80019	6	1	-77	-77	88
80019	7	0	 	 	 
80019	8	 	570	0	 
80020	1	0	 	 	 
80020	2	2	130	0	 
80020	3	1	90	0	 
80020	4	1	36	0	 
80020	5	0	 	 	 
80020	6	1	580	0	 
80020	7	0	 	 	 
80020	8	 	 	 	 
80021	1	1	-77	0	 
80021	2	1	-77	0	 
80021	3	1	-77	0	 
80021	4	1	-77	0	 
80021	5	1	-77	0	 
80021	6	1	290	0	 
80021	7	0	 	 	 
80021	8	 	650	 	 
80022	1	1	-77	0	 
80022	2	1	65	0	 
80022	3	1	-77	0	 
80022	4	1	-77	0	 
80022	5	1	-77	0	 
80022	6	1	290	0	 
80022	7	1	30	0	 
80022	8	 	780	 	 
80024	1	1	-77	-77	88
80024	2	2	-77	-77	88
80024	3	1	-77	-77	88
80024	4	1	-77	-77	88
80024	5	1	-77	-77	88
80024	6	1	-77	-77	88
80024	7	0	 	 	 
80024	8	 	750	0	 
80025	1	1	320	0	 
80025	2	1	65	0	 
80025	3	1	45	0	 
80025	4	1	60	0	 
80025	5	1	75	0	 
80025	6	2	290	0	 
80025	7	0	 	 	 
80025	8	 	 	 	 
80026	1	1	-77	0	 
80026	2	1	-77	0	 
80026	3	1	-77	0	 
80026	4	0	 	 	 
80026	5	0	 	 	 
