CHILDCODE	EDCHSTR4	ATSCR4	GRDER4	SAMESCR4	TYSCR4	PROVR4	SITER4	SCHNMER4
180006	6	1	50	1	3	5	18	988
180006	7	1	1	0	3	5	98	653
180006	8	1	2	1	3	5	98	653
180006	9	1	3	1	3	5	98	653
180006	10	1	4	1	3	5	98	653
180006	11	1	5	1	3	5	98	653
180006	12	1	6	0	3	5	18	111
180007	5	1	50	1	3	5	18	988
180007	6	1	50	1	3	5	18	988
180007	7	1	1	0	3	5	18	27
180007	8	1	2	1	3	5	18	27
180007	9	1	3	1	3	5	18	27
180007	10	1	4	1	3	5	18	27
180007	11	1	5	1	3	5	18	27
180007	12	1	6	0	3	5	18	111
180008	5	1	50	0	1	5	18	984
180008	6	1	50	1	1	5	18	984
180008	7	1	1	0	3	5	98	641
180008	8	1	2	1	3	5	98	641
180008	9	1	3	1	3	5	98	641
180008	10	1	4	1	3	5	98	641
180008	11	1	5	1	3	5	98	641
180008	12	1	6	0	3	5	18	111
180015	5	0	 	 	 	 	 	 
180015	6	1	50	0	3	5	18	999
180015	7	1	1	0	3	5	98	642
180015	8	1	2	1	3	5	98	642
180015	9	1	3	1	3	5	98	642
180015	10	1	4	1	3	5	98	642
180015	11	1	5	1	3	5	98	642
180015	12	1	6	0	3	5	98	485
180016	5	1	50	0	3	5	18	1001
180016	6	1	50	1	3	5	18	1001
180016	7	1	1	0	3	5	18	27
180016	8	1	2	1	3	5	18	27
180016	9	1	3	1	3	5	18	27
180016	10	1	4	1	3	5	18	27
180016	11	1	5	1	3	5	18	27
180016	12	1	6	0	3	5	18	111
180017	5	1	50	1	3	5	18	988
180017	6	1	50	1	3	5	18	988
180017	7	1	1	0	3	5	18	27
180017	8	1	2	1	3	5	18	27
180017	9	1	3	1	3	5	18	27
180017	10	1	4	1	3	5	18	27
180017	11	1	5	1	3	5	18	27
180017	12	1	6	0	3	5	18	111
180018	5	88	 	 	 	 	 	 
180018	6	1	50	0	3	5	18	987
180018	7	1	1	0	3	5	18	27
180018	8	1	2	1	3	5	18	27
180018	9	1	3	1	3	5	18	27
180018	10	1	4	1	3	5	18	27
180018	11	1	5	1	3	5	18	27
180018	12	1	6	0	3	5	18	111
180019	5	1	50	1	3	5	18	987
180019	6	1	50	1	3	5	18	987
180019	7	1	1	0	3	5	18	27
180019	8	1	2	1	3	5	18	27
180019	9	1	3	1	3	5	18	27
180019	10	1	4	1	3	5	18	27
180019	11	1	5	1	3	5	18	27
180019	12	1	6	0	3	5	18	111
180020	5	1	50	1	3	5	18	987
180020	6	1	50	1	3	5	18	987
180020	7	1	1	0	3	5	18	27
180020	8	1	2	1	3	5	18	27
180020	9	1	3	1	3	5	18	27
180020	10	1	4	1	3	5	18	27
180020	11	1	5	1	3	5	18	27
180020	12	1	6	0	3	5	18	111
180021	5	1	50	0	3	5	18	987
180021	6	1	50	1	3	5	18	987
180021	7	1	1	0	3	5	18	27
180021	8	1	2	1	3	5	18	27
180021	9	1	3	1	3	5	18	27
180021	10	1	4	1	3	5	18	27
180021	11	1	5	1	3	5	18	27
180021	12	1	6	0	3	5	18	111
180023	5	88	 	 	 	 	 	 
180023	6	1	50	0	3	5	18	987
180023	7	1	1	0	3	5	18	27
180023	8	1	2	1	3	5	18	27
180023	9	1	3	1	3	5	18	27
180023	10	1	4	1	3	5	18	27
180023	11	1	5	1	3	5	18	27
180023	12	1	6	0	3	5	18	111
180024	5	88	 	 	 	 	 	 
180024	6	88	 	 	 	 	 	 
180024	7	1	50	0	3	5	18	987
180024	8	1	1	0	3	5	18	27
180024	9	1	2	1	3	5	18	27
180024	10	1	3	1	3	5	18	27
180024	11	1	4	1	3	5	18	27
180024	12	1	5	1	3	5	18	27
180025	5	1	50	0	3	5	18	987
180025	6	1	50	1	3	5	18	987
180025	7	1	50	1	3	5	18	987
180025	8	1	1	0	3	5	18	27
180025	9	1	2	1	3	5	18	27
180025	10	1	3	1	3	5	18	27
180025	11	1	4	1	3	5	18	27
180025	12	1	5	1	3	5	18	27
180026	5	1	50	0	1	5	18	998
180026	6	1	50	1	1	5	18	998
180026	7	1	1	0	3	5	20	25
180026	8	1	2	1	3	5	20	25
180026	9	1	3	1	3	5	20	25
180026	10	1	4	1	3	5	20	25
180026	11	1	5	1	3	5	20	25
180026	12	1	6	0	3	5	98	481
180027	5	88	 	 	 	 	 	 
180027	6	88	 	 	 	 	 	 
180027	7	1	50	0	3	5	18	988
180027	8	1	1	0	3	5	18	28
180027	9	1	2	1	3	5	18	28
180027	10	1	3	1	3	5	18	28
180027	11	1	4	1	3	5	18	28
180027	12	1	5	1	3	5	18	28
180028	5	1	50	0	3	5	18	988
180028	6	1	50	1	3	5	18	988
180028	7	1	50	1	3	5	18	988
180028	8	1	1	0	3	5	18	27
180028	9	1	2	1	3	5	18	27
180028	10	1	3	1	3	5	18	27
180028	11	1	4	1	3	5	18	27
180028	12	1	5	1	3	5	18	27
180029	5	0	 	 	 	 	 	 
180029	6	1	50	0	3	5	18	988
180029	7	1	1	0	3	5	18	28
180029	8	1	2	1	3	5	18	28
180029	9	1	3	1	3	5	18	28
180029	10	1	4	1	3	5	18	28
180029	11	1	5	1	3	5	18	28
180029	12	1	6	0	3	5	20	494
180030	5	1	50	0	1	5	18	953
180030	6	1	50	0	1	5	98	1004
180030	7	1	50	1	1	5	98	1004
180030	8	1	1	0	3	5	18	27
180030	9	1	2	1	3	5	18	27
180030	10	1	3	1	3	5	18	27
180030	11	1	4	1	3	5	18	27
180030	12	1	5	1	3	5	18	27
180031	5	1	50	0	3	5	18	987
180031	6	1	50	1	3	5	18	987
180031	7	1	50	1	3	5	18	987
180031	8	1	1	0	3	5	18	27
180031	9	1	2	1	3	5	18	27
180031	10	1	3	1	3	5	18	27
180031	11	1	4	1	3	5	18	27
180031	12	1	5	1	3	5	18	27
180032	5	1	50	1	3	5	18	988
180032	6	1	50	1	3	5	18	988
180032	7	1	1	0	3	5	18	27
180032	8	1	2	1	3	5	18	27
180032	9	1	3	1	3	5	18	27
180032	10	1	4	1	3	5	18	27
180032	11	1	5	1	3	5	18	27
180032	12	1	6	0	3	5	18	111
180033	5	0	 	 	 	 	 	 
180033	6	0	 	 	 	 	 	 
180033	7	1	1	0	3	5	18	27
180033	8	1	2	1	3	5	18	27
180033	9	1	3	1	3	5	18	27
180033	10	1	4	1	3	5	18	27
180033	11	1	5	1	3	5	18	27
180033	12	1	6	0	3	5	18	111
180034	5	1	50	1	3	5	18	988
180034	6	1	50	1	3	5	18	988
180034	7	1	1	0	3	5	18	27
180034	8	1	2	1	3	5	18	27
180034	9	1	3	1	3	5	18	27
180034	10	1	4	1	3	5	18	27
180034	11	1	5	1	3	5	18	27
180034	12	1	6	0	3	5	18	111
180035	5	88	 	 	 	 	 	 
180035	6	88	 	 	 	 	 	 
180035	7	1	50	0	3	5	18	986
180035	8	1	1	0	3	5	18	27
180035	9	1	2	1	3	5	18	27
180035	10	1	3	1	3	5	18	27
180035	11	1	4	1	3	5	18	27
180035	12	1	5	1	3	5	18	27
180036	5	88	 	 	 	 	 	 
180036	6	1	50	0	3	5	18	987
180036	7	1	1	0	3	5	18	27
180036	8	1	2	1	3	5	18	27
180036	9	1	3	1	3	5	18	27
180036	10	1	4	1	3	5	18	27
180036	11	1	5	1	3	5	18	27
180036	12	1	6	0	3	5	18	111
180037	5	1	50	0	3	5	18	988
180037	6	1	1	0	3	5	18	27
180037	7	1	2	1	3	5	18	27
180037	8	1	3	1	3	5	18	27
180037	9	1	4	1	3	5	18	27
180037	10	1	5	1	3	5	18	27
180037	11	1	6	0	3	5	18	111
180037	12	1	7	1	3	5	18	111
180039	5	1	50	1	3	5	18	988
180039	6	1	50	1	3	5	18	988
180039	7	1	1	0	3	5	18	27
180039	8	1	2	1	3	5	18	27
180039	9	1	3	1	3	5	18	27
180039	10	1	4	1	3	5	18	27
180039	11	1	5	1	3	5	18	27
180039	12	1	6	0	3	5	18	111
180040	5	1	50	0	3	5	18	988
180040	6	1	50	1	3	5	18	988
180040	7	1	1	0	3	5	18	27
180040	8	1	2	1	3	5	18	27
180040	9	1	3	1	3	5	18	27
180040	10	1	4	1	3	5	18	27
180040	11	1	5	1	3	5	18	27
180040	12	1	6	0	3	5	18	111
180042	5	1	50	0	3	5	18	990
180042	6	1	50	1	3	5	18	990
180042	7	1	1	0	3	5	18	27
180042	8	1	2	1	3	5	18	27
180042	9	1	3	1	3	5	18	27
180042	10	1	4	1	3	5	18	27
180042	11	1	5	1	3	5	18	27
180042	12	1	6	0	3	5	18	111
180043	5	1	50	0	3	5	98	1007
180043	6	1	50	1	3	5	98	1007
180043	7	1	1	0	3	5	18	27
180043	8	1	2	1	3	5	18	27
180043	9	1	3	1	3	5	18	27
180043	10	1	4	1	3	5	18	27
180043	11	1	5	1	3	5	18	27
180043	12	1	6	0	3	5	18	111
180044	5	1	50	1	1	5	18	997
180044	6	1	50	1	1	5	18	997
180044	7	1	1	0	3	5	98	635
180044	8	1	2	1	3	5	98	635
180044	9	1	3	1	3	5	98	635
180044	10	1	4	1	3	5	98	635
180044	11	1	5	1	3	5	98	635
180044	12	1	6	0	3	5	18	111
180045	5	88	 	 	 	 	 	 
180045	6	1	50	0	1	5	18	990
180045	7	1	1	0	3	5	18	27
180045	8	1	2	1	3	5	18	27
180045	9	1	3	1	3	5	18	27
180045	10	1	4	1	3	5	18	27
180045	11	1	5	1	3	5	18	27
180045	12	1	6	0	3	5	18	111
180046	5	1	50	1	1	5	18	994
180046	6	1	50	1	1	5	18	994
180046	7	1	1	0	3	5	98	656
180046	8	1	2	1	3	5	98	656
180046	9	1	3	1	3	5	98	656
180046	10	1	4	1	3	5	98	656
180046	11	1	5	1	3	5	98	656
180046	12	1	6	0	3	5	98	492
180047	5	88	 	 	 	 	 	 
180047	6	1	50	0	3	5	18	993
180047	7	1	1	0	3	5	18	27
180047	8	1	2	1	3	5	18	27
180047	9	1	3	1	3	5	18	27
180047	10	1	4	1	3	5	18	27
180047	11	1	5	1	3	5	18	27
180047	12	1	6	0	3	5	18	111
180048	5	1	50	0	3	5	18	990
180048	6	1	50	1	3	5	18	990
180048	7	1	50	1	3	5	18	990
180048	8	1	1	0	3	5	18	27
180048	9	1	2	1	3	5	18	27
180048	10	1	3	1	3	5	18	27
180048	11	1	4	1	3	5	18	27
180048	12	1	5	1	3	5	18	27
180050	5	1	50	1	1	5	98	997
180050	6	1	50	1	1	5	98	997
180050	7	1	1	0	3	5	18	27
180050	8	1	2	1	3	5	18	27
180050	9	1	3	1	3	5	18	27
180050	10	1	4	1	3	5	18	27
180050	11	1	5	1	3	5	18	27
180050	12	1	6	0	3	5	18	111
180051	5	88	 	 	 	 	 	 
180051	6	88	 	 	 	 	 	 
180051	7	1	50	0	1	5	18	994
180051	8	1	1	0	3	5	18	27
180051	9	1	2	1	3	5	18	27
180051	10	1	3	1	3	5	18	27
180051	11	1	4	1	3	5	18	27
180051	12	1	5	1	3	5	18	27
180054	5	1	50	0	1	5	98	1029
180054	6	1	50	1	1	5	98	1029
180054	7	1	1	0	3	5	98	657
180054	8	1	2	1	3	5	98	657
180054	9	1	3	1	3	5	98	657
180054	10	1	4	1	3	5	98	657
180054	11	1	5	1	3	5	98	657
180054	12	1	6	0	3	5	98	491
180055	5	1	50	1	3	5	18	987
180055	6	1	50	1	3	5	18	987
180055	7	1	1	0	3	5	18	27
180055	8	1	2	1	3	5	18	27
180055	9	1	3	1	3	5	18	27
180055	10	1	4	1	3	5	18	27
180055	11	1	5	1	3	5	18	27
180055	12	1	6	0	3	5	18	111
180056	5	88	 	 	 	 	 	 
180056	6	1	50	0	3	5	18	1001
180056	7	1	1	0	3	5	18	27
180056	8	1	2	1	3	5	18	27
180056	9	1	3	1	3	5	18	27
180056	10	1	4	1	3	5	18	27
180056	11	1	5	1	3	5	18	27
180056	12	1	6	0	3	5	18	111
180057	5	1	50	1	3	5	18	1003
180057	6	1	50	1	3	5	18	1003
180057	7	1	1	0	3	5	18	27
180057	8	1	2	1	3	5	18	27
180057	9	1	3	1	3	5	18	27
180057	10	1	4	1	3	5	18	27
180057	11	1	5	1	3	5	18	27
180057	12	1	6	0	3	5	18	111
180058	5	1	50	1	3	5	98	1003
180058	6	1	50	1	3	5	98	1003
180058	7	1	1	0	3	5	18	27
180058	8	1	2	1	3	5	18	27
180058	9	1	3	1	3	5	18	27
180058	10	1	4	1	3	5	18	27
180058	11	1	5	1	3	5	18	27
180058	12	1	6	0	3	5	18	111
180060	5	0	 	 	 	 	 	 
180060	6	0	 	 	 	 	 	 
180060	7	1	1	0	3	5	18	27
180060	8	1	2	1	3	5	18	27
180060	9	1	3	1	3	5	18	27
180060	10	1	4	1	3	5	18	27
180060	11	1	5	1	3	5	18	27
180060	12	1	6	0	3	5	18	111
180061	5	88	 	 	 	 	 	 
180061	6	1	50	0	1	5	98	1006
180061	7	1	1	0	7	5	18	639
180061	8	1	2	1	7	5	18	639
180061	9	1	3	1	7	5	18	639
180061	10	1	4	1	7	5	18	639
180061	11	1	5	1	7	5	18	639
180061	12	1	6	0	3	5	98	478
180062	5	88	 	 	 	 	 	 
180062	6	1	50	0	3	5	18	1003
180062	7	1	1	0	3	5	20	22
180062	8	1	2	1	3	5	20	22
180062	9	1	3	1	3	5	20	22
180062	10	1	4	1	3	5	20	22
180062	11	1	5	1	3	5	20	22
180062	12	1	6	0	3	5	18	27
180064	5	1	50	1	3	5	18	988
180064	6	1	50	1	3	5	18	988
180064	7	1	1	0	3	5	18	27
180064	8	1	2	1	3	5	18	27
180064	9	1	3	1	3	5	18	27
180064	10	1	4	1	3	5	18	27
180064	11	1	5	1	3	5	18	27
180064	12	1	6	0	3	5	18	111
180065	5	1	50	1	3	5	18	1001
180065	6	1	50	1	3	5	18	1001
180065	7	1	1	0	3	5	18	27
180065	8	1	2	1	3	5	18	27
180065	9	1	3	1	3	5	18	27
180065	10	1	4	1	3	5	18	27
180065	11	1	5	1	3	5	18	27
180065	12	1	6	0	3	5	18	111
180066	5	88	 	 	 	 	 	 
180066	6	1	50	0	3	5	18	988
180066	7	1	1	0	3	5	18	27
180066	8	1	2	1	3	5	18	27
180066	9	1	3	1	3	5	18	27
180066	10	1	4	1	3	5	18	27
180066	11	1	5	1	3	5	18	27
180066	12	1	6	0	3	5	18	111
180067	5	1	50	1	1	5	18	990
180067	6	1	50	1	1	5	18	990
180067	7	1	1	0	3	5	18	27
180067	8	1	2	1	3	5	18	27
180067	9	1	3	1	3	5	18	27
180067	10	1	4	1	3	5	18	27
180067	11	1	5	1	3	5	18	27
180067	12	1	6	0	3	5	18	111
180068	5	1	50	1	3	5	18	988
180068	6	1	50	1	3	5	18	988
180068	7	1	1	0	3	5	18	27
180068	8	1	2	1	3	5	18	27
180068	9	1	3	1	3	5	18	27
180068	10	1	4	1	3	5	18	27
180068	11	1	5	1	3	5	18	27
180068	12	1	6	0	3	5	18	111
180069	5	1	50	0	1	5	98	1005
180069	6	1	50	1	1	5	98	1005
180069	7	1	1	0	3	5	18	27
180069	8	1	2	1	3	5	18	27
180069	9	1	3	1	3	5	18	27
180069	10	1	4	1	3	5	18	27
180069	11	1	5	1	3	5	18	27
180069	12	1	6	0	3	5	18	111
180071	5	88	 	 	 	 	 	 
180071	6	88	 	 	 	 	 	 
180071	7	1	50	1	 	 	 	 
180071	8	1	1	0	3	5	18	27
180071	9	1	2	1	3	5	18	27
180071	10	1	3	1	3	5	18	27
180071	11	1	4	1	3	5	18	27
180071	12	1	5	1	3	5	18	27
180072	5	1	50	1	3	5	18	990
180072	6	1	50	1	3	5	18	990
180072	7	1	50	1	3	5	18	990
180072	8	1	1	0	1	5	18	639
180072	9	1	2	1	1	5	18	639
180072	10	1	3	1	1	5	18	639
180072	11	1	4	1	1	5	18	639
180072	12	1	5	1	1	5	18	639
180074	5	1	50	1	3	5	18	988
180074	6	1	50	1	3	5	18	988
180074	7	1	1	0	3	5	18	27
180074	8	1	2	1	3	5	18	27
180074	9	1	3	1	3	5	18	27
180074	10	1	4	1	3	5	18	27
180074	11	1	5	1	3	5	18	27
180074	12	1	6	0	3	5	18	111
180076	5	1	50	1	3	5	18	1001
180076	6	1	50	1	3	5	18	1001
180076	7	1	1	0	3	5	18	27
180076	8	1	2	1	3	5	18	27
180076	9	1	3	1	3	5	18	27
180076	10	1	4	1	3	5	18	27
180076	11	1	5	1	3	5	18	27
180076	12	1	6	0	3	5	18	111
180077	5	1	50	0	3	5	18	988
180077	6	1	50	1	3	5	18	988
180077	7	1	50	1	3	5	18	988
180077	8	1	1	0	3	5	18	27
180077	9	1	2	1	3	5	18	27
180077	10	1	3	1	3	5	18	27
180077	11	1	4	1	3	5	18	27
180077	12	1	5	1	3	5	18	27
180079	5	1	50	1	3	5	18	988
180079	6	1	50	1	3	5	18	988
180079	7	1	1	0	1	5	98	655
180079	8	1	2	1	1	5	98	655
180079	9	1	3	1	1	5	98	655
180079	10	1	4	1	1	5	98	655
180079	11	1	5	1	1	5	98	655
180079	12	1	6	1	1	5	98	655
180080	5	1	50	1	3	5	18	988
180080	6	1	50	1	3	5	18	988
180080	7	1	1	0	3	5	18	27
180080	8	1	2	1	3	5	18	27
180080	9	1	3	1	3	5	18	27
180080	10	1	4	1	3	5	18	27
180080	11	1	5	1	3	5	18	27
180080	12	1	6	0	3	5	18	111
180081	5	1	50	0	1	5	18	996
180081	6	1	1	0	3	5	18	27
180081	7	1	2	1	3	5	18	27
180081	8	1	3	1	3	5	18	27
180081	9	1	4	1	3	5	18	27
180081	10	1	5	1	3	5	18	27
180081	11	1	6	0	3	5	18	111
180081	12	1	7	1	3	5	18	111
180082	5	1	50	0	3	5	18	1001
180082	6	1	50	1	3	5	18	1001
180082	7	1	1	0	3	5	18	27
180082	8	1	2	1	3	5	18	27
180082	9	1	3	1	3	5	18	27
180082	10	1	4	1	3	5	18	27
180082	11	1	5	1	3	5	18	27
180082	12	1	6	0	3	5	18	111
180083	5	1	50	1	3	5	98	985
180083	6	1	50	1	3	5	98	985
180083	7	1	1	0	3	5	98	637
180083	8	1	2	1	3	5	98	637
180083	9	1	3	1	3	5	98	637
180083	10	1	4	1	3	5	98	637
180083	11	1	5	1	3	5	98	637
180083	12	1	6	0	3	5	98	484
180084	5	88	 	 	 	 	 	 
180084	6	1	50	1	 	 	 	 
180084	7	1	50	1	 	 	 	 
180084	8	1	1	0	3	5	18	27
180084	9	1	2	1	3	5	18	27
180084	10	1	3	1	3	5	18	27
180084	11	1	4	1	3	5	18	27
180084	12	1	5	1	3	5	18	27
180085	5	1	50	0	1	5	18	999
180085	6	1	50	1	1	5	18	999
180085	7	1	50	1	1	5	18	999
180085	8	1	1	0	3	5	18	27
180085	9	1	2	1	3	5	18	27
180085	10	1	3	1	3	5	18	27
180085	11	1	4	1	3	5	18	27
180085	12	1	5	1	3	5	18	27
180087	5	1	50	0	1	5	18	994
180087	6	1	50	1	1	5	18	994
180087	7	1	1	0	3	5	18	27
180087	8	1	2	1	3	5	18	27
180087	9	1	3	1	3	5	18	27
180087	10	1	4	1	3	5	18	27
180087	11	1	5	1	3	5	18	27
180087	12	1	6	0	3	5	18	111
180088	5	1	50	0	3	5	18	987
180088	6	1	50	1	3	5	18	987
180088	7	1	1	0	3	5	18	27
180088	8	1	2	1	3	5	18	27
180088	9	1	3	1	3	5	18	27
180088	10	1	4	1	3	5	18	27
180088	11	1	5	1	3	5	18	27
180088	12	1	6	0	3	5	18	111
180089	5	1	50	0	3	5	18	988
180089	6	1	1	0	3	5	98	643
180089	7	1	2	1	3	5	98	643
180089	8	1	3	1	3	5	98	643
180089	9	1	4	1	3	5	98	643
180089	10	1	5	1	3	5	98	643
180089	11	1	6	0	3	5	20	490
180089	12	1	7	1	3	5	20	490
180090	5	1	50	0	3	5	18	1001
180090	6	1	50	1	3	5	18	1001
180090	7	1	1	0	3	5	18	27
180090	8	1	2	1	3	5	18	27
180090	9	1	3	1	3	5	18	27
180090	10	1	4	1	3	5	18	27
180090	11	1	5	1	3	5	18	27
180090	12	1	6	0	3	5	18	111
180091	5	1	50	1	3	5	18	1001
180091	6	1	50	1	3	5	18	1001
180091	7	1	1	0	3	5	18	27
180091	8	1	2	1	3	5	18	27
180091	9	1	3	1	3	5	18	27
180091	10	1	4	1	3	5	18	27
180091	11	1	5	1	3	5	18	27
180091	12	1	6	0	3	5	18	111
180092	5	88	 	 	 	 	 	 
180092	6	1	50	0	3	5	18	1001
180092	7	1	1	0	3	5	19	18
180092	8	1	2	1	3	5	19	18
180092	9	1	3	1	3	5	19	18
180092	10	1	4	1	3	5	19	18
180092	11	1	5	1	3	5	19	18
180092	12	1	6	0	3	5	18	111
180094	5	88	 	 	 	 	 	 
180094	6	88	 	 	 	 	 	 
180094	7	88	 	 	 	 	 	 
180094	8	88	 	 	 	 	 	 
180094	9	88	 	 	 	 	 	 
180094	10	88	 	 	 	 	 	 
180094	11	88	 	 	 	 	 	 
180094	12	88	 	 	 	 	 	 
180095	5	0	 	 	 	 	 	 
180095	6	0	 	 	 	 	 	 
180095	7	1	1	0	3	5	18	651
180095	8	1	1	1	3	5	18	651
180095	9	1	1	1	3	5	18	651
180095	10	1	1	1	3	5	18	651
180095	11	1	1	1	3	5	18	651
180095	12	1	1	1	3	5	18	651
180096	5	1	50	0	3	5	18	988
180096	6	1	50	1	3	5	18	988
180096	7	1	1	0	3	5	18	27
180096	8	1	2	1	3	5	18	27
180096	9	1	3	1	3	5	18	27
180096	10	1	4	1	3	5	18	27
180096	11	1	5	1	3	5	18	27
180096	12	1	6	0	3	5	98	494
180098	5	88	 	 	 	 	 	 
180098	6	1	50	1	 	 	 	 
180098	7	1	50	1	 	 	 	 
180098	8	1	1	0	3	5	18	28
180098	9	1	2	1	3	5	18	28
180098	10	1	3	1	3	5	18	28
180098	11	1	4	1	3	5	18	28
180098	12	1	5	1	3	5	18	28
180099	5	1	50	0	3	5	98	982
180099	6	1	50	1	3	5	98	982
180099	7	1	50	1	3	5	98	982
180099	8	1	1	0	3	5	18	28
180099	9	1	2	1	3	5	18	28
180099	10	1	3	1	3	5	18	28
180099	11	1	4	1	3	5	18	28
180099	12	1	5	1	3	5	18	28
180100	5	0	 	 	 	 	 	 
180100	6	1	50	0	5	5	18	1002
180100	7	1	1	0	3	5	18	27
180100	8	1	2	1	3	5	18	27
180100	9	1	3	1	3	5	18	27
180100	10	1	4	1	3	5	18	27
180100	11	1	5	1	3	5	18	27
180100	12	1	6	0	3	5	18	111
180104	5	1	50	0	1	5	18	1001
180104	6	1	50	1	1	5	18	1001
180104	7	1	1	0	3	5	18	27
180104	8	1	2	1	3	5	18	27
180104	9	1	3	1	3	5	18	27
180104	10	1	4	1	3	5	18	27
180104	11	1	5	1	3	5	18	27
180104	12	1	6	0	3	5	18	111
180105	5	1	50	1	3	5	18	989
180105	6	1	50	1	3	5	18	989
180105	7	1	1	0	3	5	18	27
180105	8	1	2	1	3	5	18	27
180105	9	1	3	1	3	5	18	27
180105	10	1	4	1	3	5	18	27
180105	11	1	5	1	3	5	18	27
180105	12	1	6	0	3	5	18	111
180107	5	1	50	0	3	5	18	988
180107	6	1	50	1	3	5	18	988
180107	7	1	1	0	3	5	18	27
180107	8	1	2	1	3	5	18	27
180107	9	1	3	1	3	5	18	27
180107	10	1	4	1	3	5	18	27
180107	11	1	5	1	3	5	18	27
180107	12	1	6	0	3	5	18	111
180109	5	1	50	1	3	5	18	987
180109	6	1	50	1	3	5	18	987
180109	7	1	1	0	3	5	18	27
180109	8	1	1	1	3	5	18	27
180109	9	1	2	1	3	5	18	27
180109	10	1	2	1	3	5	18	27
180109	11	1	3	1	3	5	18	27
180109	12	1	3	1	3	5	18	27
180112	5	1	50	0	3	5	98	994
180112	6	1	50	1	3	5	98	994
180112	7	1	50	1	3	5	98	994
180112	8	1	1	0	3	5	18	27
180112	9	1	2	1	3	5	18	27
180112	10	1	3	1	3	5	18	27
180112	11	1	4	1	3	5	18	27
180112	12	1	5	1	3	5	18	27
180117	5	88	 	 	 	 	 	 
180117	6	88	 	 	 	 	 	 
180117	7	88	 	 	 	 	 	 
180117	8	1	1	0	3	5	18	27
180117	9	1	2	1	3	5	18	27
180117	10	1	3	1	3	5	18	27
180117	11	1	4	1	3	5	18	27
180117	12	1	5	1	3	5	18	27
180118	5	0	 	 	 	 	 	 
180118	6	1	50	0	1	5	18	984
180118	7	1	50	1	1	5	18	984
180118	8	1	1	0	3	5	18	27
180118	9	1	2	1	3	5	18	27
180118	10	1	3	1	3	5	18	27
180118	11	1	4	1	3	5	18	27
180118	12	1	5	1	3	5	18	27
180121	5	1	50	0	3	5	18	987
180121	6	1	50	0	3	5	18	1001
180121	7	1	50	1	3	5	18	1001
180121	8	1	1	0	3	5	18	27
180121	9	1	2	1	3	5	18	27
180121	10	1	3	1	3	5	18	27
180121	11	1	4	1	3	5	18	27
180121	12	1	5	1	3	5	18	27
180123	5	1	50	0	1	5	98	1007
180123	6	1	50	1	1	5	98	1007
180123	7	1	50	1	1	5	98	1007
180123	8	1	1	0	3	5	18	27
180123	9	1	2	1	3	5	18	27
180123	10	1	3	1	3	5	18	27
180123	11	1	4	1	3	5	18	27
180123	12	1	5	1	3	5	18	27
180128	5	0	 	 	 	 	 	 
180128	6	0	 	 	 	 	 	 
180128	7	0	 	 	 	 	 	 
180128	8	1	1	0	3	5	17	26
180128	9	1	2	1	3	5	17	26
180128	10	1	3	1	3	5	17	26
180128	11	1	4	1	3	5	17	26
180128	12	1	5	1	3	5	17	26
190001	5	1	50	1	3	5	19	1021
190001	6	1	50	1	3	5	19	1021
190001	7	1	1	0	3	5	19	15
190001	8	1	2	1	3	5	19	15
190001	9	1	3	1	3	5	19	15
190001	10	1	4	1	3	5	19	15
190001	11	1	5	1	3	5	19	15
190001	12	1	6	0	3	5	19	112
190002	5	1	50	0	1	5	19	1022
190002	6	1	50	1	1	5	19	1022
190002	7	1	1	0	3	5	19	15
190002	8	1	2	1	3	5	19	15
190002	9	1	3	1	3	5	19	15
190002	10	1	4	1	3	5	19	15
190002	11	1	5	1	3	5	19	15
190002	12	1	6	0	3	5	19	106
190003	5	88	 	 	 	 	 	 
190003	6	1	50	0	3	5	19	1022
190003	7	1	50	1	3	5	19	1022
190003	8	1	1	0	3	5	19	15
190003	9	1	2	1	3	5	19	15
190003	10	1	3	1	3	5	19	15
190003	11	1	4	1	3	5	19	15
190003	12	1	5	1	3	5	19	15
190004	5	1	50	1	1	5	19	1022
190004	6	1	50	1	1	5	19	1022
190004	7	1	1	0	3	5	19	15
190004	8	1	2	1	3	5	19	15
190004	9	1	3	1	3	5	19	15
190004	10	1	4	1	3	5	19	15
190004	11	1	5	1	3	5	19	15
190004	12	1	6	0	3	5	19	112
190005	5	1	50	1	3	5	19	1022
190005	6	1	50	1	3	5	19	1022
190005	7	1	1	0	3	5	19	15
190005	8	1	2	1	3	5	19	15
190005	9	1	3	1	3	5	19	15
190005	10	1	4	1	3	5	19	15
190005	11	1	5	1	3	5	19	15
190005	12	1	6	0	3	5	19	112
190006	5	1	50	1	3	5	19	1020
190006	6	1	50	1	3	5	19	1020
190006	7	1	50	1	3	5	19	1020
190006	8	1	1	0	3	5	19	17
190006	9	1	2	1	3	5	19	17
190006	10	1	3	1	3	5	19	17
190006	11	1	4	1	3	5	19	17
190006	12	1	5	1	3	5	19	17
190007	5	88	 	 	 	 	 	 
190007	6	1	50	0	3	5	19	1022
190007	7	1	1	0	3	5	19	15
190007	8	1	2	1	3	5	19	15
190007	9	1	3	1	3	5	19	15
190007	10	1	4	1	3	5	19	15
190007	11	1	5	1	3	5	19	15
190007	12	1	6	0	3	5	19	112
190009	5	1	50	1	3	5	19	1020
190009	6	1	50	1	3	5	19	1020
190009	7	1	1	0	3	5	19	17
