CHILDCODE	GRPIDR4	HHMEMR4	GROUPR4	LEADMR4	BENFTR41	BENFTR42	BENFTR43
30090	2	0	28	0	6	7	88
30094	1	0	28	0	6	7	4
30095	1	1	2	 	 	 	 
30095	2	3	38	 	 	 	 
30095	3	0	28	 	 	 	 
30096	1	3	43	0	8	88	 
30120	1	1	2	0	3	2	6
30120	2	0	28	0	6	7	4
30132	1	1	5	0	9	88	 
40002	1	2	43	0	3	4	7
40003	1	2	43	0	3	5	7
40005	1	2	43	0	3	7	88
40015	1	2	43	0	7	88	 
40022	1	4	43	0	4	3	7
40029	1	5	43	0	7	88	 
40033	1	2	43	1	4	5	88
40033	2	2	20	0	6	4	88
40035	1	2	43	0	4	88	 
40036	1	2	43	0	6	2	4
40043	1	4	43	0	7	88	 
40052	1	3	43	0	3	2	7
40054	1	1	2	0	3	2	7
40054	2	2	43	0	3	2	7
40056	1	2	43	0	7	88	 
40066	1	1	28	0	5	1	88
40070	1	2	43	0	3	7	88
40071	1	1	43	0	3	7	88
40077	1	3	5	0	7	9	88
40077	2	4	5	0	7	9	88
40081	1	1	2	0	6	3	77
40081	2	2	43	0	3	7	4
40082	1	1	4	0	3	6	88
40083	1	2	43	0	3	88	 
40083	2	1	2	0	3	88	 
40084	1	1	5	0	6	7	88
40084	2	4	43	0	7	88	 
40087	1	2	28	1	2	7	88
40089	1	1	28	1	6	88	 
40090	1	1	37	0	8	88	 
40090	2	15	38	0	7	77	88
40095	1	5	43	0	3	4	88
40095	2	5	21	0	7	4	88
40097	1	2	2	0	3	7	2
40098	1	2	43	1	3	88	 
40119	1	2	2	0	3	6	7
40129	1	3	43	0	7	88	 
40143	1	4	43	0	4	88	 
40143	2	4	22	0	4	88	 
40151	1	1	2	0	6	7	3
40151	2	2	43	0	6	7	77
40171	1	11	5	0	6	2	7
50010	1	2	28	1	8	6	88
50012	1	2	22	1	2	6	8
50018	1	4	18	0	7	88	 
50024	1	2	37	1	2	8	88
50046	1	2	2	0	4	88	 
50048	1	1	37	0	4	5	6
50048	2	2	37	0	5	4	6
50049	1	1	2	0	4	88	 
50052	1	1	2	0	4	88	 
50066	1	3	37	0	6	2	8
50077	1	2	28	1	1	2	6
50077	2	1	28	1	1	2	6
50089	1	13	35	1	1	5	6
50096	1	2	43	0	77	88	 
50108	1	3	35	1	6	88	 
60003	1	1	20	0	8	6	7
60020	1	3	28	0	1	6	88
60025	1	2	41	0	1	8	88
60035	1	6	43	0	3	88	 
60044	1	2	37	0	1	6	88
60045	1	2	28	0	6	88	 
60050	1	3	43	0	6	88	 
60051	1	1	37	0	6	4	88
60058	1	2	43	0	7	88	 
60062	1	1	28	1	6	1	88
60063	1	 	 	 	 	 	 
60067	1	4	43	0	77	88	 
60067	2	3	5	0	7	88	 
60074	1	2	43	0	7	88	 
60074	2	1	4	0	7	88	 
60077	1	1	7	1	6	8	88
60087	1	1	2	0	4	88	 
60089	1	2	43	1	1	6	88
70003	1	1	5	0	7	88	 
70003	2	1	43	0	7	88	 
70008	1	5	28	1	2	4	8
70009	1	 	 	 	 	 	 
70010	1	2	43	0	7	88	 
70082	1	2	43	0	8	88	 
70086	1	4	37	0	5	88	 
70086	2	5	22	0	5	88	 
70088	1	0	28	77	8	88	 
70123	1	 	 	 	 	 	 
80006	1	1	37	0	1	88	 
80018	1	1	7	1	6	1	88
80035	1	4	43	0	3	88	 
80036	1	3	4	1	7	88	 
80055	1	1	37	1	6	8	88
80055	2	1	38	1	6	8	88
80080	1	1	43	0	3	6	2
80080	2	3	43	0	2	4	3
80082	1	2	4	0	7	88	 
80132	1	 	 	 	 	 	 
80142	1	3	28	0	6	88	 
80154	1	1	5	1	6	7	88
90003	1	4	43	0	4	6	7
90005	1	4	43	0	11	88	 
90006	1	2	43	1	4	2	6
90009	1	4	43	1	3	7	4
90009	2	4	29	1	11	88	 
90015	1	2	29	0	11	88	 
90015	2	2	43	0	11	88	 
90020	1	2	28	1	2	1	88
90024	1	3	2	0	4	5	3
90025	1	3	43	0	11	88	 
90028	1	1	43	0	11	88	 
90028	2	1	29	0	11	88	 
90034	1	3	2	0	3	2	88
90054	1	4	43	0	11	88	 
90063	1	3	37	1	4	6	88
90093	1	1	2	1	1	5	6
90094	1	1	37	0	6	8	88
90097	1	2	37	1	6	1	2
90102	1	4	43	0	3	7	4
100003	1	1	28	0	1	6	88
100004	1	2	43	0	6	3	88
100004	2	1	2	1	3	4	6
100004	3	1	4	0	3	5	6
100011	1	1	43	0	4	88	 
100012	1	2	43	0	3	5	6
100012	2	1	29	0	4	88	 
100013	1	1	37	0	8	88	 
100014	1	2	43	0	6	7	3
100017	1	0	43	0	3	4	6
100018	1	2	43	0	3	7	88
100025	1	1	43	0	5	4	7
100027	1	2	43	0	3	4	6
100027	2	2	29	0	4	88	 
100029	1	4	43	1	3	4	6
100029	2	3	29	0	4	6	88
100030	1	1	5	0	7	88	 
100033	1	3	43	0	3	4	6
100033	2	2	29	0	4	6	88
100035	1	2	43	0	7	4	6
100041	1	2	43	0	11	88	 
100042	1	2	43	0	3	4	6
100042	2	2	29	0	4	88	 
100043	1	1	2	0	4	3	7
100043	2	2	43	0	4	6	3
100047	1	4	43	0	3	5	6
100047	2	4	29	0	4	88	 
100048	1	4	43	0	3	2	4
100050	1	3	4	1	6	88	 
100052	1	1	43	0	3	8	88
100058	1	2	43	0	3	4	6
100060	1	2	43	0	3	2	4
100061	1	3	4	1	6	8	88
100061	2	4	43	1	6	8	88
100062	1	2	43	0	3	7	6
100062	2	1	2	1	3	4	6
100062	3	1	29	0	4	6	88
100064	1	2	4	1	1	2	6
100067	1	3	43	0	3	4	6
100067	2	2	4	0	3	4	7
100068	1	2	43	0	7	3	88
100069	1	1	4	0	6	8	79
100071	1	4	43	0	3	7	5
100073	1	2	2	0	6	88	 
100073	2	3	2	1	6	88	 
100076	1	4	41	0	1	88	 
100077	1	3	37	0	6	4	88
100077	2	4	37	0	4	88	 
100080	1	2	43	0	6	88	 
100080	2	1	29	0	4	88	 
100080	3	15	38	0	6	7	88
100083	1	3	43	0	5	6	2
100084	1	4	43	0	3	7	6
100084	2	1	5	0	4	6	7
100084	3	2	5	0	4	6	7
100086	1	2	43	0	3	5	6
100087	1	3	43	0	6	7	8
100088	1	4	43	0	3	6	7
100090	1	1	43	0	3	7	6
100091	1	2	43	0	4	5	3
100092	1	2	43	0	4	1	88
100093	1	4	43	0	3	7	6
100095	1	4	43	0	6	2	4
100097	1	8	43	0	3	2	7
100099	1	4	43	0	3	7	88
100107	1	2	28	1	1	7	88
100111	1	2	43	0	3	7	6
100111	2	1	29	0	4	6	88
100113	1	2	43	0	4	5	6
110003	1	3	4	0	4	5	6
110003	2	3	37	0	5	4	6
110003	3	4	5	0	4	6	7
110005	1	2	43	0	4	6	88
110006	1	5	43	0	7	88	 
110007	1	2	43	0	4	6	7
110008	1	2	43	0	8	88	 
110010	1	3	43	0	7	88	 
110012	1	2	2	0	4	5	88
110012	2	2	43	0	4	6	88
110014	1	1	5	0	7	8	88
110014	2	2	2	0	7	4	88
110014	3	3	43	0	3	7	88
110015	1	1	2	0	2	4	6
110015	2	2	43	0	4	5	6
110017	1	4	43	0	7	8	5
110017	2	1	4	0	7	88	 
110019	1	2	2	0	7	8	88
110019	2	4	43	0	3	7	88
110021	1	1	2	0	6	88	 
110021	2	2	43	0	6	88	 
110023	1	2	2	1	1	4	7
110023	2	3	43	0	7	4	88
110024	1	2	2	0	2	4	3
110024	2	2	43	0	3	4	6
110026	1	2	2	0	2	4	88
110026	2	2	43	0	4	6	88
110027	1	3	43	0	5	7	88
110028	1	1	4	0	6	88	 
110028	2	2	2	0	4	6	88
110029	1	1	2	0	2	4	79
110029	2	1	43	1	4	6	88
110030	1	1	2	0	8	7	88
110030	2	2	43	0	4	7	8
110031	1	3	43	0	3	7	88
110031	2	2	2	0	3	8	88
110036	1	2	43	0	7	4	88
110037	1	2	43	0	7	8	6
110037	2	1	37	1	1	88	 
110038	1	1	22	0	5	4	6
110038	2	2	43	0	4	5	7
110040	1	2	2	0	5	88	 
110040	2	3	43	0	5	88	 
110042	1	2	2	0	2	3	4
110042	2	1	2	0	6	3	4
110042	3	2	43	0	6	5	88
110043	1	1	2	0	7	88	 
110043	2	1	4	0	7	88	 
110043	3	2	43	0	7	88	 
110043	4	5	5	0	7	88	 
110044	1	3	43	0	5	88	 
110045	1	2	37	0	4	5	6
110046	1	2	43	0	5	7	88
110048	1	2	43	0	6	5	88
110048	2	1	2	0	7	88	 
110049	1	3	43	0	3	4	6
110050	1	1	2	1	4	2	1
110050	2	2	43	0	4	5	2
110052	1	1	2	0	7	88	 
110052	2	2	43	0	7	8	88
110053	1	1	4	0	5	2	4
110053	2	2	43	1	3	4	6
110054	1	1	2	0	7	8	88
110054	2	2	43	0	5	8	7
110057	1	5	43	1	4	5	77
110060	1	2	43	0	7	3	5
110060	2	1	2	0	7	8	88
110062	1	1	5	0	7	5	88
110064	1	1	2	0	7	88	 
110066	1	3	2	0	7	4	88
110069	1	1	2	1	4	7	88
110072	1	1	4	0	7	8	88
110072	2	0	43	0	2	7	8
110072	3	4	43	0	2	8	7
110073	1	4	2	0	2	3	88
110073	2	4	43	0	6	4	88
110076	1	2	5	0	7	88	 
110076	2	4	43	0	4	3	7
110077	1	2	2	0	7	8	88
110077	2	3	43	0	5	7	88
110078	1	1	4	0	3	4	7
110078	2	2	43	0	5	7	88
110079	1	2	43	0	4	6	88
110081	1	2	2	0	4	7	88
110082	1	2	43	0	3	6	88
110082	2	1	2	0	4	5	2
110083	1	2	43	0	5	6	7
110084	1	3	43	0	4	7	88
110085	1	1	37	1	6	88	 
110085	2	1	5	1	6	7	88
110085	3	2	5	0	7	6	88
110085	4	5	43	0	6	4	88
110085	5	5	2	0	2	3	4
110086	1	2	43	0	7	8	88
110086	2	1	2	0	7	88	 
110087	1	2	29	1	4	88	 
110089	1	1	2	0	2	4	3
110089	2	2	43	0	6	4	3
110090	1	1	2	0	7	88	 
110090	2	2	43	0	5	7	8
110092	1	1	2	0	8	7	88
110092	2	2	43	0	4	7	88
110093	1	4	43	0	5	88	 
110094	1	2	43	0	3	5	7
110094	2	1	2	0	7	8	88
110094	3	3	38	0	7	88	 
110096	1	2	43	0	4	6	2
110097	1	0	43	0	3	6	5
110098	1	1	2	0	4	7	88
110098	2	2	43	0	7	8	88
110099	1	3	43	0	5	7	88
110099	2	2	2	0	7	88	 
110100	1	1	2	0	2	3	4
110100	2	2	43	0	6	4	88
110101	1	1	5	0	2	4	5
110104	1	2	2	0	2	7	1
110104	2	2	43	0	6	7	88
110108	1	1	4	0	8	7	5
110108	2	2	43	0	5	7	88
110115	1	1	2	0	3	4	79
110115	2	2	43	0	7	8	88
110121	1	2	43	0	7	88	 
110121	2	1	28	0	7	8	88
110123	1	1	5	0	8	88	 
110123	2	2	5	1	8	7	88
110123	3	3	38	1	4	7	88
110123	4	3	2	0	11	88	 
110123	5	4	43	1	8	4	88
110125	1	3	37	0	3	11	88
110125	2	3	22	0	4	88	 
110126	1	2	43	0	5	8	88
120004	1	2	43	0	3	5	6
120006	1	2	43	0	3	4	7
120007	1	3	2	0	4	8	88
120007	2	4	43	0	7	8	88
120009	1	2	2	0	4	7	88
120010	1	1	5	0	4	6	88
120010	2	2	2	0	6	4	3
120011	1	2	43	0	4	6	88
120012	1	2	43	0	4	6	88
120013	1	2	2	0	7	8	88
120013	2	3	43	0	7	8	88
120014	1	2	2	0	4	2	5
120014	2	3	43	0	6	4	88
120015	1	2	43	0	4	7	5
120015	2	1	4	0	7	8	88
120016	1	2	5	0	4	88	 
120016	2	0	28	0	6	88	 
120017	1	2	43	0	4	6	88
120018	1	18	32	1	7	88	 
120022	1	2	2	0	4	7	88
120026	1	3	2	1	7	8	88
120030	1	16	2	0	7	8	88
120032	1	1	4	0	7	88	 
120032	2	2	5	0	7	88	 
120032	3	5	2	0	7	88	 
120032	4	6	43	0	7	5	88
120037	1	1	2	0	4	5	88
120038	1	1	2	0	5	7	88
120038	2	2	43	0	5	6	7
120039	1	3	43	0	4	5	88
120040	1	1	2	1	5	7	88
120040	2	2	43	0	5	7	88
120041	1	2	37	0	4	6	7
120042	1	3	5	0	7	4	88
120042	2	1	20	0	7	88	 
120045	1	1	2	0	7	88	 
120045	2	2	43	0	7	77	88
120048	1	1	43	0	5	7	88
120049	1	3	2	0	5	2	77
120049	2	4	43	0	77	79	88
120053	1	1	2	0	4	5	88
120053	2	2	43	0	5	8	88
120054	1	1	5	0	7	88	 
120054	2	5	43	0	5	7	88
120054	3	2	2	0	7	88	 
120054	4	4	2	0	7	88	 
120055	1	3	28	0	5	8	88
120058	1	1	2	0	7	77	88
120058	2	2	43	0	5	6	88
120059	1	4	43	0	4	5	6
120059	2	2	5	0	7	88	 
120060	1	1	5	0	5	8	88
120060	2	4	43	0	6	7	88
120061	1	1	5	0	5	7	88
120061	2	2	2	0	4	5	88
120061	3	3	43	0	5	8	88
120062	1	4	43	0	5	6	7
120063	1	1	5	0	7	5	88
120063	2	2	5	0	5	8	88
120063	3	6	43	0	5	8	88
120065	1	2	43	0	4	88	 
120066	1	2	43	1	6	5	88
120068	1	4	43	1	6	4	3
120069	1	3	2	0	5	7	88
120069	2	4	43	0	8	5	88
120070	1	5	43	0	5	6	88
120071	1	3	2	1	6	8	88
120071	2	4	43	0	7	88	 
120072	1	2	43	0	4	5	6
120076	1	2	43	0	5	6	88
120077	1	2	43	0	4	5	6
120078	1	1	4	0	5	6	88
120078	2	2	43	0	5	88	 
120079	1	2	2	0	3	4	88
120079	2	2	43	0	6	7	88
120080	1	1	2	0	5	8	88
120080	2	2	43	0	5	7	88
120081	1	1	2	0	7	88	 
120081	2	2	43	0	7	88	 
120083	1	1	20	0	7	88	 
120083	2	2	43	0	6	4	88
120084	1	1	4	0	3	8	88
120084	2	2	43	0	4	7	88
120085	1	2	43	1	3	2	5
120087	1	2	43	0	5	7	88
120088	1	1	43	0	5	7	88
120090	1	2	2	0	5	4	88
120090	2	3	43	0	7	4	8
120092	1	1	43	0	5	7	88
120092	2	2	10	0	5	7	88
120093	1	4	2	0	4	5	88
120093	2	3	43	0	4	7	88
120094	1	1	2	0	7	88	 
120094	2	2	43	0	77	88	 
120097	1	1	2	0	2	4	88
120097	2	2	43	0	4	88	 
120099	1	4	43	0	5	7	88
120114	1	4	20	0	1	4	88
120114	2	6	20	0	1	4	88
120121	1	4	5	0	5	7	88
120121	2	5	43	0	5	7	88
120125	1	5	43	0	6	8	88
120126	1	3	4	1	5	2	7
120133	1	4	43	0	5	4	6
120134	1	2	2	0	2	6	8
120134	2	1	4	0	7	88	 
120135	1	2	43	0	3	6	88
120135	2	1	29	0	4	88	 
120139	1	2	43	0	4	6	88
120140	1	1	4	0	7	8	88
120140	2	2	43	0	4	7	88
120141	1	2	43	0	5	7	88
120142	1	2	43	0	8	7	88
120146	1	1	2	1	4	2	88
120146	2	2	43	0	5	8	88
120148	1	1	5	0	5	7	88
120148	2	3	43	0	5	8	88
120150	1	10	2	0	4	88	 
130001	1	3	2	0	4	6	7
130001	2	4	43	0	5	6	2
130002	1	2	43	0	4	6	7
130002	2	4	43	0	8	4	5
130002	3	3	2	0	4	6	5
130003	1	1	2	0	7	6	3
130004	1	4	37	0	4	6	5
130005	1	2	28	0	7	5	4
130005	2	2	43	0	4	5	7
130006	1	1	4	0	2	4	7
130006	2	3	43	0	7	8	88
130006	3	2	2	0	7	2	8
130007	1	2	2	0	3	4	7
130008	1	6	43	0	3	4	6
130010	1	2	43	0	3	4	7
130011	1	1	2	0	3	4	1
130011	2	2	43	0	7	5	4
130012	1	1	2	0	4	6	7
130012	2	2	43	0	4	5	7
130013	1	2	2	0	4	5	6
130013	2	2	43	0	6	5	7
130013	3	1	2	0	4	6	3
130014	1	1	5	0	4	5	7
130014	2	2	5	0	4	6	7
130014	3	4	43	0	7	5	6
130015	1	1	37	0	4	5	6
130016	1	2	4	0	4	5	7
130016	2	2	5	0	2	4	7
130017	1	2	43	0	4	6	7
130019	1	2	22	0	5	6	8
130019	2	1	37	0	8	6	4
130020	1	2	43	0	4	88	 
130022	1	2	28	0	11	7	6
130022	2	3	28	0	6	7	8
130023	1	3	43	0	4	7	88
130023	2	1	5	0	4	7	88
130024	1	1	22	0	4	6	8
130024	2	1	43	0	6	7	5
130025	1	2	43	1	7	2	5
130026	1	2	43	0	3	6	4
130026	2	1	2	0	5	6	4
130027	1	2	43	0	4	88	 
130027	2	1	2	0	5	88	 
130028	1	2	43	0	2	5	7
130029	1	1	28	1	7	88	 
130030	1	1	5	0	7	5	2
130030	2	3	43	0	2	4	3
130032	1	4	43	0	4	5	7
130033	1	2	43	0	5	88	 
130035	1	2	43	0	4	6	7
130035	2	1	2	0	4	3	5
130036	1	1	5	0	4	7	88
130036	2	2	5	0	4	7	88
130036	3	4	43	0	2	4	7
130037	1	2	2	0	2	3	5
130037	2	3	43	0	7	5	2
130037	3	16	5	0	2	3	7
130037	4	17	5	0	7	5	2
130039	1	1	2	0	3	4	5
130039	2	2	43	0	2	7	4
130039	3	17	5	0	7	4	2
130040	1	2	4	0	6	7	8
130041	1	2	43	0	4	5	7
130042	1	2	43	0	2	4	7
130043	1	1	28	0	6	7	8
130044	1	1	2	0	4	6	7
130044	2	2	43	0	7	6	4
130045	1	1	28	0	4	7	2
130045	2	2	43	0	4	7	5
130048	1	3	2	0	7	3	2
130048	2	4	43	0	4	7	3
130048	3	2	5	0	7	4	2
130049	1	4	43	0	2	4	6
130051	1	3	4	0	6	7	8
130053	1	4	43	0	2	7	5
130055	1	3	43	0	3	4	6
130055	2	2	2	0	3	4	6
130056	1	3	28	0	7	5	4
130056	2	4	43	0	2	3	7
130057	1	1	2	0	7	6	8
130057	2	2	43	0	7	2	8
130058	1	2	43	0	7	2	4
130058	2	1	28	0	6	4	88
130059	1	1	5	0	5	7	88
130059	2	4	43	0	5	88	 
130060	1	1	2	0	5	88	 
130060	2	2	43	0	2	7	88
130063	1	2	43	0	4	3	7
130063	2	1	28	0	2	3	4
130064	1	1	28	0	5	7	88
130064	2	2	43	0	2	7	3
130065	1	2	43	1	5	6	7
130066	1	2	43	0	4	6	7
130066	2	1	2	0	3	6	4
130067	1	2	2	0	4	5	7
130067	2	2	43	0	4	5	7
130068	1	1	2	0	2	3	7
130068	2	2	43	0	2	5	7
130069	1	2	2	0	2	5	6
130069	2	2	43	0	2	5	7
130070	1	2	43	1	3	4	7
130071	1	2	43	0	7	6	4
130072	1	1	5	0	2	7	4
130072	2	3	43	0	7	4	3
130074	1	2	43	0	2	4	5
130074	2	1	2	0	2	4	5
130075	1	5	43	0	3	4	7
130075	2	4	2	1	2	4	5
130076	1	2	43	0	7	4	8
130076	2	1	28	0	4	8	88
130077	1	2	43	0	4	7	3
130077	2	1	2	0	4	5	6
130078	1	2	43	0	5	6	7
130079	1	2	43	0	4	7	3
130079	2	1	2	0	4	8	88
130080	1	2	43	0	3	4	7
130081	1	2	2	0	2	4	5
130081	2	2	43	0	2	4	5
130081	3	1	2	0	2	4	7
130082	1	4	5	0	7	4	8
130082	2	3	4	0	4	7	88
130083	1	2	5	0	7	6	5
130083	2	1	5	0	7	5	6
130083	3	4	43	0	3	4	6
130085	1	2	43	0	3	7	5
130086	1	1	28	0	7	4	5
130086	2	2	43	0	3	2	5
130087	1	1	2	0	3	4	5
130087	2	2	43	0	2	3	7
130088	1	2	43	0	4	7	88
130088	2	1	2	0	8	4	7
130089	1	1	2	0	3	5	6
130089	2	2	43	0	2	7	3
130090	1	2	43	0	3	6	7
130091	1	2	43	0	3	4	5
130091	2	1	2	0	5	6	4
130092	1	3	43	0	4	2	7
130093	1	2	5	0	2	5	6
130093	2	1	4	0	7	6	5
130093	3	5	43	0	7	6	4
130094	1	1	28	0	7	4	8
130094	2	2	43	0	8	7	4
130095	1	2	43	0	3	4	5
130097	1	4	43	0	7	4	8
130098	1	2	2	0	3	5	7
130099	1	1	2	0	3	4	7
130099	2	2	43	1	4	6	7
130100	1	2	43	0	11	88	 
130101	1	3	2	0	3	5	4
130101	2	4	43	0	7	4	2
130103	1	1	2	0	2	4	5
130103	2	2	43	0	7	3	2
130104	1	1	37	0	6	8	4
130104	2	2	43	0	4	5	7
130104	3	2	22	0	5	6	4
140002	1	2	2	0	4	5	6
140002	2	2	43	0	2	3	7
140003	1	1	5	0	4	3	6
140003	2	2	2	0	4	6	1
140003	3	3	43	0	7	3	4
140004	1	2	43	0	6	7	88
140005	1	5	43	0	5	1	2
140005	2	4	2	0	6	4	7
140007	1	1	2	0	2	4	6
140007	2	2	43	0	6	4	7
140008	1	5	43	0	4	5	7
140008	2	4	2	0	2	4	5
140009	1	5	43	0	8	88	 
140010	1	2	43	0	7	8	88
140012	1	1	4	0	4	6	10
140012	2	2	37	0	4	6	8
140012	3	2	2	0	4	88	 
140012	4	2	43	0	6	4	88
140012	5	1	2	0	4	88	 
140013	1	1	2	0	3	4	7
140013	2	2	43	0	1	3	4
140014	1	4	5	0	4	5	6
140017	1	2	43	0	3	7	88
140018	1	2	43	0	2	3	4
140018	2	1	2	0	3	2	4
140019	1	2	2	0	3	2	4
140019	2	2	43	0	2	3	7
140020	1	1	2	0	2	3	4
140020	2	2	2	0	3	2	4
140020	3	2	43	1	2	4	6
140021	1	3	43	0	8	3	4
140021	2	0	2	0	7	3	8
140023	1	5	5	0	7	4	88
140023	2	2	43	0	8	7	4
140026	1	2	43	0	7	8	88
140026	2	1	2	0	7	8	88
140026	3	1	4	0	4	7	8
140028	1	1	4	0	3	4	6
140028	2	2	43	0	4	2	5
140028	3	1	2	0	4	6	7
140029	1	2	43	0	3	7	6
140030	1	1	2	0	2	5	4
140030	2	2	43	0	3	4	7
140031	1	2	43	0	4	6	7
140032	1	2	2	0	2	4	7
140032	2	3	43	0	4	5	7
140033	1	2	43	0	4	88	 
140033	2	1	2	0	6	7	88
140034	1	2	43	0	4	6	7
140034	2	1	2	0	3	6	7
140036	1	2	43	0	6	88	 
140036	2	1	2	0	4	88	 
140037	1	2	43	0	6	4	7
140037	2	4	5	1	4	7	6
140038	1	2	43	0	2	7	3
140039	1	2	2	77	6	4	88
140039	2	3	43	77	4	6	88
140042	1	2	4	0	3	2	6
140042	2	4	2	0	2	3	6
140042	3	7	43	0	2	4	6
140043	1	2	43	0	8	88	 
140044	1	2	43	0	2	88	 
140045	1	2	43	0	2	4	7
140046	1	2	43	0	4	3	7
140047	1	1	2	1	4	6	7
140047	2	2	43	0	3	6	7
140048	1	1	2	0	3	4	6
140048	2	2	43	1	4	3	6
140049	1	0	28	0	7	4	5
140049	2	2	43	0	3	4	7
140053	1	2	43	0	2	3	4
140055	1	2	43	0	3	6	7
140056	1	1	2	0	2	3	4
140056	2	2	43	0	4	2	3
140057	1	2	43	0	6	7	3
140058	1	1	2	1	3	5	7
140058	2	2	43	0	2	4	7
140059	1	1	28	0	7	4	2
140059	2	2	43	0	2	3	4
140060	1	2	43	0	7	4	88
140061	1	2	43	0	3	4	7
140063	1	1	37	0	5	8	88
140064	1	3	2	0	3	2	4
140064	2	4	43	0	2	3	4
140065	1	1	5	0	4	5	7
140065	2	2	43	0	7	3	4
140066	1	1	2	0	2	3	7
140066	2	2	43	0	7	4	3
140067	1	2	43	0	7	3	4
140069	1	2	43	0	4	6	3
140069	2	1	2	0	4	5	6
140070	1	2	43	0	3	4	5
140071	1	4	5	0	4	2	6
140071	2	5	43	0	4	6	7
140071	3	2	43	0	2	3	6
140072	1	1	2	0	2	3	4
140072	2	2	43	0	2	6	4
140073	1	2	43	0	7	3	4
140074	1	1	2	0	4	3	8
140074	2	2	43	0	4	8	88
140077	1	2	43	0	3	4	7
140078	1	1	2	0	4	5	6
140078	2	2	43	0	7	4	6
140079	1	1	20	0	7	3	88
140079	2	17	43	0	2	7	88
140080	1	2	43	0	4	6	3
140081	1	2	43	0	3	4	7
140083	1	2	43	0	6	3	4
140083	2	1	2	0	4	6	3
140084	1	2	43	0	4	7	88
140087	1	1	43	0	5	88	 
140088	1	1	2	0	3	4	7
140088	2	2	43	0	3	4	2
140089	1	2	43	0	7	8	88
140089	2	1	2	0	7	88	 
140091	1	2	2	0	2	3	5
140091	2	3	43	0	4	7	2
140092	1	4	43	0	4	3	7
140093	1	18	5	0	5	7	88
140093	2	19	5	0	5	6	7
140094	1	2	43	0	8	3	4
140095	1	2	43	0	4	7	6
140096	1	2	5	0	7	6	5
